,PHOT,WTOF,WTON,HE Bistrica 1,HE Bistrica 2,HE Borsh,HE Kerpice,HE Dukagjin,HE Arras,HE Homesh,HE Orenje,HE Funares,HE Selce,HE Orgjos i Ri,HE Tucep,HE Lenia,HE Bogova,HE Leskovik,HE Smokthina,HE Lozhan,HE Treske 2,HE Velcan,HE Tervol,HROR
2010-01-22 14:00:00+00:00,0,0,0,1,1,1,1,0.139980024,0.207717692,1,0.082687298,0.279256164,0.057993733,0.022615383,0.331537048,1,1,1,0.765576134,1,1,0.024157167,0.308875972,0.645403929
2010-01-22 15:00:00+00:00,0,0,0,1,1,1,1,0.13943326,0.20715296,1,0.082396894,0.278275395,0.057818062,0.02254694,0.330660034,1,1,1,0.764507212,1,1,0.024075173,0.307765187,0.644994182
2010-01-22 16:00:00+00:00,0,0,0,1,1,1,1,0.138886497,0.206588228,1,0.082106489,0.277294626,0.057642392,0.022478497,0.329783019,1,1,1,0.763438289,1,1,0.02399318,0.306654401,0.644584435
2010-01-22 17:00:00+00:00,0,0,0,1,1,1,1,0.138339734,0.206023496,1,0.081816085,0.276313857,0.057466722,0.022410054,0.328906005,1,1,1,0.762369366,1,1,0.023911187,0.305543616,0.644174688
2010-01-22 18:00:00+00:00,0,0,0,1,1,1,1,0.13779297,0.205458764,1,0.081525681,0.275333088,0.057291051,0.022341611,0.328028991,1,1,1,0.761300444,1,1,0.023829194,0.30443283,0.643764941
2010-01-22 19:00:00+00:00,0,0,0,1,1,1,1,0.137246207,0.204894032,1,0.081235277,0.274352319,0.057115381,0.022273169,0.327151976,1,1,1,0.760231521,1,1,0.0237472,0.303322045,0.643355194
2010-01-22 20:00:00+00:00,0,0,0,1,1,1,1,0.136699444,0.2043293,1,0.080944873,0.27337155,0.056939711,0.022204726,0.326274962,1,1,1,0.759162598,1,1,0.023665207,0.302211259,0.642945447
2010-01-22 21:00:00+00:00,0,0,0,1,1,1,1,0.13615268,0.203764568,1,0.080654469,0.272390781,0.056764041,0.022136283,0.325397948,1,1,1,0.758093676,1,1,0.023583214,0.301100473,0.6425357
2010-01-22 22:00:00+00:00,0,0,0,1,1,1,1,0.135605917,0.203199836,1,0.080364065,0.271410012,0.05658837,0.02206784,0.324520933,1,1,1,0.757024753,1,1,0.02350122,0.299989688,0.642125953
2010-01-22 23:00:00+00:00,0,0,0,1,1,1,1,0.135059154,0.202635104,1,0.080073661,0.270429243,0.0564127,0.021999397,0.323643919,1,1,1,0.755955831,1,1,0.023419227,0.298878902,0.641716206
2010-01-23 00:00:00+00:00,0,0,0,1,1,1,1,0.134563539,0.202138524,1,0.079808222,0.269532789,0.056253742,0.021936316,0.322883873,1,1,1,0.754164892,1,1,0.023343176,0.297875356,0.641241919
2010-01-23 01:00:00+00:00,0,0,0,1,1,1,1,0.134067924,0.201641943,1,0.079542784,0.268636336,0.056094784,0.021873235,0.322123827,1,1,1,0.752373954,1,1,0.023267124,0.29687181,0.640767633
2010-01-23 02:00:00+00:00,0,0,0,1,1,1,1,0.13357231,0.201145363,1,0.079277346,0.267739883,0.055935827,0.021810154,0.321363781,1,1,1,0.750583015,1,1,0.023191072,0.295868264,0.640293346
2010-01-23 03:00:00+00:00,0,0,0,1,1,1,1,0.133076695,0.200648783,1,0.079011907,0.26684343,0.055776869,0.021747072,0.320603735,1,1,1,0.748792077,1,1,0.023115021,0.294864718,0.63981906
2010-01-23 04:00:00+00:00,0,0,0,1,1,1,1,0.13258108,0.200152202,1,0.078746469,0.265946977,0.055617911,0.021683991,0.319843689,1,1,1,0.747001139,1,1,0.023038969,0.293861172,0.639344773
2010-01-23 05:00:00+00:00,0,0,0,1,1,1,1,0.132085466,0.199655622,1,0.078481031,0.265050524,0.055458953,0.02162091,0.319083643,1,1,1,0.7452102,1,1,0.022962918,0.292857625,0.638870486
2010-01-23 06:00:00+00:00,0,0,0,1,1,1,1,0.131589851,0.199159042,1,0.078215592,0.264154071,0.055299995,0.021557829,0.318323597,1,1,1,0.743419262,1,1,0.022886866,0.291854079,0.6383962
2010-01-23 07:00:00+00:00,0,0,0,1,1,1,1,0.131094236,0.198662462,1,0.077950154,0.263257618,0.055141037,0.021494748,0.31756355,1,1,1,0.741628323,1,1,0.022810815,0.290850533,0.637921913
2010-01-23 08:00:00+00:00,0,0,0,1,1,1,1,0.130598622,0.198165881,1,0.077684716,0.262361165,0.054982079,0.021431666,0.316803504,1,1,1,0.739837385,1,1,0.022734763,0.289846987,0.637447627
2010-01-23 09:00:00+00:00,0,0,0,1,1,1,1,0.130103007,0.197669301,1,0.077419277,0.261464711,0.054823122,0.021368585,0.316043458,1,1,1,0.738046447,1,1,0.022658711,0.288843441,0.63697334
2010-01-23 10:00:00+00:00,0,0,0,1,1,1,1,0.129607392,0.197172721,1,0.077153839,0.260568258,0.054664164,0.021305504,0.315283412,1,1,1,0.736255508,1,1,0.02258266,0.287839895,0.636499054
2010-01-23 11:00:00+00:00,0,0,0,1,1,1,1,0.129111778,0.19667614,1,0.076888401,0.259671805,0.054505206,0.021242423,0.314523366,1,1,1,0.73446457,1,1,0.022506608,0.286836349,0.636024767
2010-01-23 12:00:00+00:00,0,0,0,1,1,1,1,0.128616163,0.19617956,1,0.076622962,0.258775352,0.054346248,0.021179342,0.31376332,1,1,1,0.732673632,1,1,0.022430557,0.285832803,0.635550481
2010-01-23 13:00:00+00:00,0,0,0,1,1,1,1,0.128120548,0.19568298,1,0.076357524,0.257878899,0.05418729,0.02111626,0.313003274,1,1,1,0.730882693,1,1,0.022354505,0.284829257,0.635076194
2010-01-23 14:00:00+00:00,0,0,0,1,1,1,1,0.127624934,0.195186399,1,0.076092086,0.256982446,0.054028332,0.021053179,0.312243228,1,1,1,0.729091755,1,1,0.022278454,0.283825711,0.634601907
2010-01-23 15:00:00+00:00,0,0,0,1,1,1,1,0.127129319,0.194689819,1,0.075826648,0.256085993,0.053869374,0.020990098,0.311483182,1,1,1,0.727300816,1,1,0.022202402,0.282822164,0.634127621
2010-01-23 16:00:00+00:00,0,0,0,1,1,1,1,0.126633704,0.194193239,1,0.075561209,0.25518954,0.053710416,0.020927017,0.310723136,1,0.999604283,1,0.725509878,1,1,0.022126351,0.281818618,0.633639302
2010-01-23 17:00:00+00:00,0,0,0,1,1,1,1,0.12613809,0.193696659,1,0.075295771,0.254293086,0.053551459,0.020863935,0.30996309,1,0.995879445,1,0.72371894,1,1,0.022050299,0.280815072,0.633032933
2010-01-23 18:00:00+00:00,0,0,0,1,1,1,1,0.125642475,0.193200078,1,0.075030333,0.253396633,0.053392501,0.020800854,0.309203044,1,0.992154606,1,0.721928001,1,1,0.021974247,0.279811526,0.632426564
2010-01-23 19:00:00+00:00,0,0,0,1,1,1,1,0.125146861,0.192703498,1,0.074764894,0.25250018,0.053233543,0.020737773,0.308442997,1,0.988429768,1,0.720137063,1,1,0.021898196,0.27880798,0.631820194
2010-01-23 20:00:00+00:00,0,0,0,1,1,1,1,0.124651246,0.192206918,1,0.074499456,0.251603727,0.053074585,0.020674692,0.307682951,1,0.984704929,1,0.718346124,1,1,0.021822144,0.277804434,0.631213825
2010-01-23 21:00:00+00:00,0,0,0,1,1,1,1,0.124155631,0.191710337,1,0.074234018,0.250707274,0.052915627,0.020611611,0.306922905,1,0.980980091,1,0.716555186,1,1,0.021746093,0.276800888,0.630607456
2010-01-23 22:00:00+00:00,0,0,0,1,1,1,1,0.123660017,0.191213757,1,0.073968579,0.249810821,0.052756669,0.020548529,0.306162859,1,0.977255252,1,0.714764248,1,1,0.021670041,0.275797342,0.630001086
2010-01-23 23:00:00+00:00,0,0,0,1,1,1,1,0.123164402,0.190717177,1,0.073703141,0.248914368,0.052597711,0.020485448,0.305402813,1,0.973530414,1,0.712973309,1,1,0.02159399,0.274793796,0.629394717
2010-01-24 00:00:00+00:00,0,0,0,1,1,1,1,0.122716227,0.190276001,1,0.073459689,0.248092167,0.052452096,0.020427221,0.304733306,1,0.970205386,1,0.7109897,1,1,0.021523798,0.273866775,0.628798953
2010-01-24 01:00:00+00:00,0,0,0,1,1,1,1,0.122268052,0.189834826,1,0.073216236,0.247269966,0.052306481,0.020368994,0.304063798,1,0.966880357,1,0.709006092,1,1,0.021453606,0.272939755,0.62820319
2010-01-24 02:00:00+00:00,0,0,0,1,1,1,1,0.121819876,0.189393651,1,0.072972784,0.246447766,0.052160865,0.020310767,0.303394291,1,0.963555329,1,0.707022483,1,1,0.021383414,0.272012735,0.627607426
2010-01-24 03:00:00+00:00,0,0,0,1,1,1,1,0.121371701,0.188952475,1,0.072729332,0.245625565,0.05201525,0.02025254,0.302724784,1,0.960230301,1,0.705038874,1,1,0.021313222,0.271085715,0.627011662
2010-01-24 04:00:00+00:00,0,0,0,1,1,1,1,0.120923526,0.1885113,1,0.07248588,0.244803364,0.051869635,0.020194313,0.302055276,1,0.956905273,1,0.703055265,1,1,0.02124303,0.270158695,0.626415898
2010-01-24 05:00:00+00:00,0,0,0,1,1,1,1,0.120475351,0.188070125,1,0.072242427,0.243981164,0.05172402,0.020136085,0.301385769,1,0.953580245,1,0.701071656,1,1,0.021172838,0.269231675,0.625820134
2010-01-24 06:00:00+00:00,0,0,0,1,1,1,1,0.120027176,0.187628949,1,0.071998975,0.243158963,0.051578404,0.020077858,0.300716262,1,0.950255217,1,0.699088047,1,1,0.021102646,0.268304655,0.625224371
2010-01-24 07:00:00+00:00,0,0,0,1,1,1,1,0.119579001,0.187187774,1,0.071755523,0.242336763,0.051432789,0.020019631,0.300046754,1,0.946930189,1,0.697104438,1,1,0.021032454,0.267377635,0.624628607
2010-01-24 08:00:00+00:00,0,0,0,1,1,1,1,0.119130825,0.186746598,1,0.07151207,0.241514562,0.051287174,0.019961404,0.299377247,1,0.943605161,1,0.695120829,1,1,0.020962262,0.266450615,0.624032843
2010-01-24 09:00:00+00:00,0,0,0,1,1,1,1,0.11868265,0.186305423,1,0.071268618,0.240692361,0.051141558,0.019903177,0.29870774,1,0.940280133,1,0.69313722,1,1,0.02089207,0.265523595,0.623437079
2010-01-24 10:00:00+00:00,0,0,0,1,1,1,1,0.118234475,0.185864248,1,0.071025166,0.239870161,0.050995943,0.01984495,0.298038232,1,0.936955105,1,0.691153612,1,1,0.020821878,0.264596575,0.622841315
2010-01-24 11:00:00+00:00,0,0,0,1,1,1,1,0.1177863,0.185423072,1,0.070781714,0.23904796,0.050850328,0.019786723,0.297368725,1,0.933630076,1,0.689170003,1,1,0.020751686,0.263669555,0.622245552
2010-01-24 12:00:00+00:00,0,0,0,1,1,1,1,0.117338125,0.184981897,1,0.070538261,0.238225759,0.050704712,0.019728495,0.296699217,1,0.930305048,1,0.687186394,1,1,0.020681494,0.262742535,0.621649788
2010-01-24 13:00:00+00:00,0,0,0,1,1,1,1,0.116889949,0.184540722,1,0.070294809,0.237403559,0.050559097,0.019670268,0.29602971,1,0.92698002,1,0.685202785,1,1,0.020611302,0.261815515,0.621054024
2010-01-24 14:00:00+00:00,0,0,0,1,1,1,1,0.116441774,0.184099546,1,0.070051357,0.236581358,0.050413482,0.019612041,0.295360203,1,0.923654992,1,0.683219176,1,1,0.02054111,0.260888495,0.62045826
2010-01-24 15:00:00+00:00,0,0,0,1,1,1,1,0.115993599,0.183658371,1,0.069807904,0.235759157,0.050267867,0.019553814,0.294690695,1,0.920329964,1,0.681235567,1,1,0.020470918,0.259961475,0.619862497
2010-01-24 16:00:00+00:00,0,0,0,1,1,1,1,0.115545424,0.183217195,1,0.069564452,0.234936957,0.050122251,0.019495587,0.294021188,1,0.917004936,1,0.679251958,1,1,0.020400726,0.259034455,0.619266733
2010-01-24 17:00:00+00:00,0,0,0,1,1,1,1,0.115097249,0.18277602,1,0.069321,0.234114756,0.049976636,0.01943736,0.293351681,1,0.913679908,1,0.677268349,1,1,0.020330534,0.258107435,0.618670969
2010-01-24 18:00:00+00:00,0,0,0,1,1,1,1,0.114649074,0.182334845,1,0.069077548,0.233292555,0.049831021,0.019379133,0.292682173,1,0.91035488,1,0.67528474,1,1,0.020260342,0.257180415,0.618075205
2010-01-24 19:00:00+00:00,0,0,0,1,1,1,1,0.114200898,0.181893669,1,0.068834095,0.232470355,0.049685405,0.019320905,0.292012666,1,0.907029852,1,0.673301132,1,1,0.02019015,0.256253394,0.617479441
2010-01-24 20:00:00+00:00,0,0,0,1,1,1,1,0.113752723,0.181452494,1,0.068590643,0.231648154,0.04953979,0.019262678,0.291343159,1,0.903704824,1,0.671317523,1,1,0.020119958,0.255326374,0.616883678
2010-01-24 21:00:00+00:00,0,0,0,1,1,1,1,0.113304548,0.181011319,1,0.068347191,0.230825953,0.049394175,0.019204451,0.290673651,1,0.900379795,1,0.669333914,1,1,0.020049766,0.254399354,0.616287914
2010-01-24 22:00:00+00:00,0,0,0,1,1,1,1,0.112856373,0.180570143,1,0.068103738,0.230003753,0.049248559,0.019146224,0.290004144,1,0.897054767,1,0.667350305,1,1,0.019979574,0.253472334,0.61569215
2010-01-24 23:00:00+00:00,0,0,0,1,1,1,1,0.112408198,0.180128968,1,0.067860286,0.229181552,0.049102944,0.019087997,0.289334636,1,0.893729739,1,0.665366696,1,1,0.019909382,0.252545314,0.615096386
2010-01-25 00:00:00+00:00,0,0,0,1,1,1,1,0.11204377,0.179740806,1,0.067636693,0.22842642,0.048968814,0.019034183,0.288760663,1,0.890711995,1,0.663426762,1,1,0.019844735,0.251686144,0.614536787
2010-01-25 01:00:00+00:00,0,0,0,1,1,1,1,0.111679342,0.179352645,1,0.067413099,0.227671288,0.048834685,0.018980368,0.288186689,1,0.887694251,1,0.661486828,1,1,0.019780088,0.250826974,0.613977187
2010-01-25 02:00:00+00:00,0,0,0,1,1,1,1,0.111314914,0.178964483,1,0.067189506,0.226916155,0.048700555,0.018926554,0.287612715,1,0.884676507,1,0.659546895,1,1,0.01971544,0.249967804,0.613417587
2010-01-25 03:00:00+00:00,0,0,0,1,1,1,1,0.110950486,0.178576321,1,0.066965913,0.226161023,0.048566425,0.01887274,0.287038741,1,0.881658762,1,0.657606961,1,1,0.019650793,0.249108633,0.612857988
2010-01-25 04:00:00+00:00,0,0,0,1,1,1,1,0.110586058,0.17818816,1,0.066742319,0.225405891,0.048432295,0.018818925,0.286464768,1,0.878641018,1,0.655667027,1,1,0.019586146,0.248249463,0.612298388
2010-01-25 05:00:00+00:00,0,0,0,1,1,1,1,0.11022163,0.177799998,1,0.066518726,0.224650759,0.048298166,0.018765111,0.285890794,1,0.875623274,1,0.653727094,1,1,0.019521499,0.247390293,0.611738788
2010-01-25 06:00:00+00:00,0,0,0,1,1,1,1,0.109857203,0.177411836,1,0.066295132,0.223895627,0.048164036,0.018711297,0.28531682,1,0.87260553,1,0.65178716,1,1,0.019456851,0.246531123,0.611179188
2010-01-25 07:00:00+00:00,0,0,0,1,1,1,1,0.109492775,0.177023675,1,0.066071539,0.223140495,0.048029906,0.018657482,0.284742846,1,0.869587785,1,0.649847226,1,1,0.019392204,0.245671952,0.610619589
2010-01-25 08:00:00+00:00,0,0,0,1,1,1,1,0.109128347,0.176635513,1,0.065847945,0.222385362,0.047895776,0.018603668,0.284168873,1,0.866570041,1,0.647907292,1,1,0.019327557,0.244812782,0.610059989
2010-01-25 09:00:00+00:00,0,0,0,1,1,1,1,0.108763919,0.176247352,1,0.065624352,0.22163023,0.047761647,0.018549854,0.283594899,1,0.863552297,1,0.645967359,1,1,0.01926291,0.243953612,0.609500389
2010-01-25 10:00:00+00:00,0,0,0,1,1,1,1,0.108399491,0.17585919,1,0.065400759,0.220875098,0.047627517,0.018496039,0.283020925,1,0.860534553,1,0.644027425,1,1,0.019198262,0.243094442,0.60894079
2010-01-25 11:00:00+00:00,0,0,0,1,1,1,1,0.108035063,0.175471028,1,0.065177165,0.220119966,0.047493387,0.018442225,0.282446951,1,0.857516808,1,0.642087491,1,1,0.019133615,0.242235271,0.60838119
2010-01-25 12:00:00+00:00,0,0,0,1,1,1,1,0.107670635,0.175082867,1,0.064953572,0.219364834,0.047359257,0.018388411,0.281872978,1,0.854499064,1,0.640147557,1,1,0.019068968,0.241376101,0.60782159
2010-01-25 13:00:00+00:00,0,0,0,1,1,1,1,0.107306207,0.174694705,1,0.064729978,0.218609702,0.047225128,0.018334596,0.281299004,1,0.85148132,1,0.638207624,1,1,0.019004321,0.240516931,0.607261991
2010-01-25 14:00:00+00:00,0,0,0,1,1,1,1,0.10694178,0.174306543,1,0.064506385,0.217854569,0.047090998,0.018280782,0.28072503,1,0.848463576,1,0.63626769,1,1,0.018939673,0.239657761,0.606702391
2010-01-25 15:00:00+00:00,0,0,0,1,1,1,1,0.106577352,0.173918382,1,0.064282792,0.217099437,0.046956868,0.018226968,0.280151056,1,0.845445832,1,0.634327756,1,1,0.018875026,0.23879859,0.606142791
2010-01-25 16:00:00+00:00,0,0,0,1,1,1,1,0.106212924,0.17353022,1,0.064059198,0.216344305,0.046822738,0.018173153,0.279577083,1,0.842428087,1,0.632387822,1,1,0.018810379,0.23793942,0.605583192
2010-01-25 17:00:00+00:00,0,0,0,1,1,1,1,0.105848496,0.173142059,1,0.063835605,0.215589173,0.046688609,0.018119339,0.279003109,1,0.839410343,1,0.630447889,1,1,0.018745732,0.23708025,0.605023592
2010-01-25 18:00:00+00:00,0,0,0,1,1,1,1,0.105484068,0.172753897,1,0.063612011,0.214834041,0.046554479,0.018065525,0.278429135,1,0.836392599,1,0.628507955,1,1,0.018681084,0.23622108,0.604463992
2010-01-25 19:00:00+00:00,0,0,0,1,1,1,1,0.10511964,0.172365735,1,0.063388418,0.214078908,0.046420349,0.01801171,0.277855161,1,0.833374855,1,0.626568021,1,1,0.018616437,0.235361909,0.603904393
2010-01-25 20:00:00+00:00,0,0,0,1,1,1,1,0.104755212,0.171977574,1,0.063164825,0.213323776,0.04628622,0.017957896,0.277281187,1,0.83035711,1,0.624628088,1,1,0.01855179,0.234502739,0.603344793
2010-01-25 21:00:00+00:00,0,0,0,1,1,1,1,0.104390784,0.171589412,1,0.062941231,0.212568644,0.04615209,0.017904082,0.276707214,1,0.827339366,1,0.622688154,1,1,0.018487143,0.233643569,0.602785193
2010-01-25 22:00:00+00:00,0,0,0,1,1,1,1,0.104026357,0.17120125,1,0.062717638,0.211813512,0.04601796,0.017850267,0.27613324,1,0.824321622,1,0.62074822,1,1,0.018422496,0.232784399,0.602225594
2010-01-25 23:00:00+00:00,0,0,0,1,1,1,1,0.103661929,0.170813089,1,0.062494044,0.21105838,0.04588383,0.017796453,0.275559266,1,0.821303878,1,0.618808286,1,1,0.018357848,0.231925228,0.601665994
2010-01-26 00:00:00+00:00,0,0,0,1,1,1,1,0.103448271,0.17048643,1,0.062288567,0.210364429,0.045759914,0.01774671,0.275109299,1,0.818569359,1,0.631235793,1,1,0.018298335,0.231170382,0.602977325
2010-01-26 01:00:00+00:00,0,0,0,1,1,1,1,0.103234614,0.170159771,1,0.062083089,0.209670478,0.045635997,0.017696966,0.274659331,1,0.81583484,1,0.6436633,1,1,0.018238822,0.230415536,0.604288656
2010-01-26 02:00:00+00:00,0,0,0,1,1,1,1,0.103020957,0.169833111,1,0.061877611,0.208976527,0.045512081,0.017647223,0.274209364,1,0.813100321,1,0.656090807,1,1,0.018179309,0.22966069,0.605599987
2010-01-26 03:00:00+00:00,0,0,0,1,1,1,1,0.1028073,0.169506452,1,0.061672133,0.208282576,0.045388164,0.017597479,0.273759396,1,0.810365802,1,0.668518314,1,1,0.018119795,0.228905844,0.606911318
2010-01-26 04:00:00+00:00,0,0,0,1,1,1,1,0.102593643,0.169179793,1,0.061466656,0.207588625,0.045264248,0.017547736,0.273309429,1,0.807631282,1,0.680945821,1,1,0.018060282,0.228150998,0.608222649
2010-01-26 05:00:00+00:00,0,0,0,1,1,1,1,0.102379986,0.168853134,1,0.061261178,0.206894674,0.045140332,0.017497992,0.272859461,1,0.804896763,1,0.693373328,1,1,0.018000769,0.227396152,0.609533981
2010-01-26 06:00:00+00:00,0,0,0,1,1,1,1,0.102166328,0.168526475,1,0.0610557,0.206200723,0.045016415,0.017448249,0.272409494,1,0.802162244,1,0.705800835,1,1,0.017941255,0.226641306,0.610845312
2010-01-26 07:00:00+00:00,0,0,0,1,1,1,1,0.101952671,0.168199816,1,0.060850222,0.205506773,0.044892499,0.017398505,0.271959527,1,0.799427725,1,0.718228342,1,1,0.017881742,0.22588646,0.612156643
2010-01-26 08:00:00+00:00,0,0,0,1,1,1,1,0.101739014,0.167873157,1,0.060644745,0.204812822,0.044768582,0.017348762,0.271509559,1,0.796693206,1,0.730655849,1,1,0.017822229,0.225131614,0.613467974
2010-01-26 09:00:00+00:00,0,0,0,1,1,1,1,0.101525357,0.167546498,1,0.060439267,0.204118871,0.044644666,0.017299018,0.271059592,1,0.793958687,1,0.743083356,1,1,0.017762716,0.224376768,0.614779305
2010-01-26 10:00:00+00:00,0,0,0,1,1,1,1,0.1013117,0.167219839,1,0.060233789,0.20342492,0.044520749,0.017249275,0.270609624,1,0.791224168,1,0.755510863,1,1,0.017703202,0.223621922,0.616090636
2010-01-26 11:00:00+00:00,0,0,0,1,1,1,1,0.101098043,0.166893179,1,0.060028311,0.202730969,0.044396833,0.017199531,0.270159657,1,0.788489649,1,0.76793837,1,1,0.017643689,0.222867076,0.617401967
2010-01-26 12:00:00+00:00,0,0,0,1,1,1,1,0.100884385,0.16656652,1,0.059822834,0.202037018,0.044272916,0.017149788,0.269709689,1,0.78575513,1,0.780365877,1,1,0.017584176,0.22211223,0.618713298
2010-01-26 13:00:00+00:00,0,0,0,1,1,1,1,0.100670728,0.166239861,1,0.059617356,0.201343067,0.044149,0.017100044,0.269259722,1,0.783020611,1,0.792793384,1,1,0.017524663,0.221357384,0.620024629
2010-01-26 14:00:00+00:00,0,0,0,1,1,1,1,0.100457071,0.165913202,1,0.059411878,0.200649116,0.044025083,0.017050301,0.268809754,1,0.780286092,1,0.805220891,1,1,0.017465149,0.220602538,0.62133596
2010-01-26 15:00:00+00:00,0,0,0,1,1,1,1,0.100243414,0.165586543,1,0.0592064,0.199955165,0.043901167,0.017000557,0.268359787,1,0.777551573,1,0.817648398,1,1,0.017405636,0.219847692,0.622647291
2010-01-26 16:00:00+00:00,0,0,0,1,1,1,1,0.100029757,0.165259884,1,0.059000923,0.199261214,0.04377725,0.016950814,0.267909819,1,0.774817054,1,0.830075905,1,1,0.017346123,0.219092846,0.623958622
2010-01-26 17:00:00+00:00,0,0,0,1,1,1,1,0.0998161,0.164933225,1,0.058795445,0.198567263,0.043653334,0.01690107,0.267459852,1,0.772082535,1,0.842503411,1,1,0.01728661,0.218338,0.625269954
2010-01-26 18:00:00+00:00,0,0,0,1,1,1,1,0.099602442,0.164606566,1,0.058589967,0.197873313,0.043529418,0.016851327,0.267009884,1,0.769348016,1,0.854930918,1,1,0.017227096,0.217583154,0.626581285
2010-01-26 19:00:00+00:00,0,0,0,1,1,1,1,0.099388785,0.164279907,1,0.05838449,0.197179362,0.043405501,0.016801583,0.266559917,1,0.766613497,1,0.867358425,1,1,0.017167583,0.216828308,0.627892616
2010-01-26 20:00:00+00:00,0,0,0,1,1,1,1,0.099175128,0.163953248,1,0.058179012,0.196485411,0.043281585,0.01675184,0.26610995,1,0.763878978,1,0.879785932,1,1,0.01710807,0.216073462,0.629203947
2010-01-26 21:00:00+00:00,0,0,0,1,1,1,1,0.098961471,0.163626588,1,0.057973534,0.19579146,0.043157668,0.016702096,0.265659982,1,0.761144459,1,0.892213439,1,1,0.017048557,0.215318616,0.630515278
2010-01-26 22:00:00+00:00,0,0,0,1,1,1,1,0.098747814,0.163299929,1,0.057768056,0.195097509,0.043033752,0.016652353,0.265210015,1,0.75840994,1,0.904640946,1,1,0.016989043,0.21456377,0.631826609
2010-01-26 23:00:00+00:00,0,0,0,1,1,1,1,0.098534157,0.16297327,1,0.057562579,0.194403558,0.042909835,0.016602609,0.264760047,1,0.755675421,1,0.917068453,1,1,0.01692953,0.213808924,0.63313794
2010-01-27 00:00:00+00:00,0,0,0,1,1,1,1,0.098259924,0.162696634,1,0.05737236,0.193761141,0.042795169,0.016556583,0.264394387,1,0.754504802,1,0.91872537,1,1,0.01687474,0.214149282,0.633301558
2010-01-27 01:00:00+00:00,0,0,0,1,1,1,1,0.09798569,0.162419998,1,0.057182141,0.193118723,0.042680503,0.016510558,0.264028728,1,0.753334183,1,0.920382286,1,1,0.01681995,0.214489639,0.633465177
2010-01-27 02:00:00+00:00,0,0,0,1,1,1,1,0.097711457,0.162143362,1,0.056991922,0.192476306,0.042565836,0.016464532,0.263663068,1,0.752163564,1,0.922039202,1,1,0.01676516,0.214829997,0.633628795
2010-01-27 03:00:00+00:00,0,0,0,1,1,1,1,0.097437224,0.161866725,1,0.056801704,0.191833889,0.04245117,0.016418506,0.263297408,1,0.750992945,1,0.923696119,1,1,0.01671037,0.215170355,0.633792414
2010-01-27 04:00:00+00:00,0,0,0,1,1,1,1,0.097162991,0.161590089,1,0.056611485,0.191191472,0.042336503,0.016372481,0.262931748,1,0.749822326,1,0.925353035,1,1,0.01665558,0.215510713,0.633956032
2010-01-27 05:00:00+00:00,0,0,0,1,1,1,1,0.096888758,0.161313453,1,0.056421266,0.190549054,0.042221837,0.016326455,0.262566089,1,0.748651707,1,0.927009951,1,1,0.01660079,0.215851071,0.63411965
2010-01-27 06:00:00+00:00,0,0,0,1,1,1,1,0.096614525,0.161036817,1,0.056231048,0.189906637,0.042107171,0.01628043,0.262200429,1,0.747481087,1,0.928666868,1,1,0.016546,0.216191428,0.634283269
2010-01-27 07:00:00+00:00,0,0,0,1,1,1,1,0.096340292,0.160760181,1,0.056040829,0.18926422,0.041992504,0.016234404,0.261834769,1,0.746310468,1,0.930323784,1,1,0.01649121,0.216531786,0.634446887
2010-01-27 08:00:00+00:00,0,0,0,1,1,1,1,0.096066058,0.160483544,1,0.05585061,0.188621802,0.041877838,0.016188378,0.261469109,1,0.745139849,1,0.9319807,1,1,0.01643642,0.216872144,0.634610505
2010-01-27 09:00:00+00:00,0,0,0,1,1,1,1,0.095791825,0.160206908,1,0.055660391,0.187979385,0.041763172,0.016142353,0.26110345,1,0.74396923,1,0.933637617,1,1,0.01638163,0.217212502,0.634774124
2010-01-27 10:00:00+00:00,0,0,0,1,1,1,1,0.095517592,0.159930272,1,0.055470173,0.187336968,0.041648505,0.016096327,0.26073779,1,0.742798611,1,0.935294533,1,1,0.01632684,0.217552859,0.634937742
2010-01-27 11:00:00+00:00,0,0,0,1,1,1,1,0.095243359,0.159653636,1,0.055279954,0.18669455,0.041533839,0.016050301,0.26037213,1,0.741627992,1,0.936951449,1,1,0.01627205,0.217893217,0.63510136
2010-01-27 12:00:00+00:00,0,0,0,1,1,1,1,0.094969126,0.159377,1,0.055089735,0.186052133,0.041419173,0.016004276,0.26000647,1,0.740457373,1,0.938608366,1,1,0.01621726,0.218233575,0.635264979
2010-01-27 13:00:00+00:00,0,0,0,1,1,1,1,0.094694893,0.159100363,1,0.054899516,0.185409716,0.041304506,0.01595825,0.259640811,1,0.739286754,1,0.940265282,1,1,0.01616247,0.218573933,0.635428597
2010-01-27 14:00:00+00:00,0,0,0,1,1,1,1,0.09442066,0.158823727,1,0.054709298,0.184767299,0.04118984,0.015912224,0.259275151,1,0.738116135,1,0.941922199,1,1,0.016107681,0.218914291,0.635592215
2010-01-27 15:00:00+00:00,0,0,0,1,1,1,1,0.094146427,0.158547091,1,0.054519079,0.184124881,0.041075174,0.015866199,0.258909491,1,0.736945516,1,0.943579115,1,1,0.016052891,0.219254648,0.635755834
2010-01-27 16:00:00+00:00,0,0,0,1,1,1,1,0.093872193,0.158270455,1,0.05432886,0.183482464,0.040960507,0.015820173,0.258543832,1,0.735774897,1,0.945236031,1,1,0.015998101,0.219595006,0.635919452
