,PHOT,WTOF,WTON,HE Bistrica 1,HE Bistrica 2,HE Borsh,HE Kerpice,HE Dukagjin,HE Arras,HE Homesh,HE Orenje,HE Funares,HE Selce,HE Orgjos i Ri,HE Tucep,HE Lenia,HE Bogova,HE Leskovik,HE Smokthina,HE Lozhan,HE Treske 2,HE Velcan,HE Tervol,HROR
2010-01-01 22:00:00+00:00,0,0,0,1,1,1,1,0.883134744,0.966176758,1,0.441732726,1,0.477045348,0.108583271,1,1,1,1,1,1,1,0.082498357,1,0.897452782
2010-01-01 23:00:00+00:00,0,0,0,1,1,1,1,0.884163924,0.974235171,1,0.447205235,1,0.480888481,0.108979475,1,1,1,1,1,1,1,0.082958117,1,0.898230685
2010-01-02 00:00:00+00:00,0,0,0,1,1,1,1,0.88000384,0.973166126,1,0.445798509,1,0.478935665,0.108675234,1,1,1,1,1,1,1,0.08352072,1,0.898031988
2010-01-02 01:00:00+00:00,0,0,0,1,1,1,1,0.875843757,0.972097081,1,0.444391782,1,0.476982849,0.108370992,1,1,1,1,1,1,1,0.084083324,1,0.897833291
2010-01-02 02:00:00+00:00,0,0,0,1,1,1,1,0.871683674,0.971028036,1,0.442985055,1,0.475030033,0.108066751,1,1,1,1,1,1,1,0.084645928,1,0.897634594
2010-01-02 03:00:00+00:00,0,0,0,1,1,1,1,0.867523591,0.969958992,1,0.441578328,1,0.473077217,0.10776251,1,1,1,1,1,1,1,0.085208531,1,0.897435897
2010-01-02 04:00:00+00:00,0,0,0,1,1,1,1,0.863363508,0.968889947,1,0.440171601,1,0.471124401,0.107458268,1,1,1,1,1,1,1,0.085771135,1,0.8972372
2010-01-02 05:00:00+00:00,0,0,0,1,1,1,1,0.859203424,0.967820902,1,0.438764874,1,0.469171584,0.107154027,1,1,1,1,1,1,1,0.086333738,1,0.897038503
2010-01-02 06:00:00+00:00,0,0,0,1,1,1,1,0.855043341,0.966751857,1,0.437358148,1,0.467218768,0.106849785,1,1,1,1,1,1,1,0.086896342,1,0.896839805
2010-01-02 07:00:00+00:00,0,0,0,1,1,1,1,0.850883258,0.965682812,1,0.435951421,1,0.465265952,0.106545544,1,1,1,1,1,1,1,0.087458945,1,0.896641108
2010-01-02 08:00:00+00:00,0,0,0,1,1,1,1,0.846723175,0.964613767,1,0.434544694,1,0.463313136,0.106241302,1,1,1,1,1,1,1,0.088021549,1,0.896442411
2010-01-02 09:00:00+00:00,0,0,0,1,1,1,1,0.842563092,0.963544722,1,0.433137967,1,0.46136032,0.105937061,1,1,1,1,1,1,1,0.088584153,1,0.896243714
2010-01-02 10:00:00+00:00,0,0,0,1,1,1,1,0.838403008,0.962475677,1,0.43173124,1,0.459407504,0.10563282,1,1,1,1,1,1,1,0.089146756,1,0.896045017
2010-01-02 11:00:00+00:00,0,0,0,1,1,1,1,0.834242925,0.961406632,1,0.430324514,1,0.457454688,0.105328578,1,1,1,1,1,1,1,0.08970936,1,0.89584632
2010-01-02 12:00:00+00:00,0,0,0,1,1,1,1,0.830082842,0.960337587,1,0.428917787,1,0.455501871,0.105024337,1,1,1,1,1,1,1,0.090271963,1,0.895647623
2010-01-02 13:00:00+00:00,0,0,0,1,1,1,1,0.825922759,0.959268542,1,0.42751106,1,0.453549055,0.104720095,1,1,1,1,1,1,1,0.090834567,1,0.895448926
2010-01-02 14:00:00+00:00,0,0,0,1,1,1,1,0.821762676,0.958199497,1,0.426104333,1,0.451596239,0.104415854,1,1,1,1,1,1,1,0.09139717,1,0.895250228
2010-01-02 15:00:00+00:00,0,0,0,1,1,1,1,0.817602593,0.957130452,1,0.424697606,1,0.449643423,0.104111612,1,1,1,1,1,1,1,0.091959774,1,0.895051531
2010-01-02 16:00:00+00:00,0,0,0,1,1,1,1,0.813442509,0.956061407,1,0.423290879,1,0.447690607,0.103807371,1,1,1,1,1,1,1,0.092522378,1,0.894852834
2010-01-02 17:00:00+00:00,0,0,0,1,1,1,1,0.809282426,0.954992362,1,0.421884153,1,0.445737791,0.10350313,1,1,1,1,1,1,1,0.093084981,1,0.894654137
2010-01-02 18:00:00+00:00,0,0,0,1,1,1,1,0.805122343,0.953923317,1,0.420477426,1,0.443784974,0.103198888,1,1,1,1,1,1,1,0.093647585,1,0.89445544
2010-01-02 19:00:00+00:00,0,0,0,1,1,1,1,0.80096226,0.952854272,1,0.419070699,1,0.441832158,0.102894647,1,1,1,1,1,1,1,0.094210188,1,0.894256743
2010-01-02 20:00:00+00:00,0,0,0,1,1,1,1,0.796802177,0.951785227,1,0.417663972,1,0.439879342,0.102590405,1,1,1,1,1,1,1,0.094772792,1,0.894058046
2010-01-02 21:00:00+00:00,0,0,0,1,1,1,1,0.792642093,0.950716182,1,0.416257245,1,0.437926526,0.102286164,1,1,1,1,1,1,1,0.095335395,1,0.893859349
2010-01-02 22:00:00+00:00,0,0,0,1,1,1,1,0.78848201,0.949647138,1,0.414850519,1,0.43597371,0.101981922,1,1,1,1,1,1,1,0.095897999,1,0.893660652
2010-01-02 23:00:00+00:00,0,0,0,1,1,1,1,0.784321927,0.948578093,1,0.413443792,1,0.434020894,0.101677681,1,1,1,1,1,1,1,0.096460603,1,0.893461954
2010-01-03 00:00:00+00:00,0,0,0,1,1,1,1,0.778874668,0.944316638,1,0.41237086,1,0.430122568,0.101086672,1,1,1,1,1,1,1,0.096366055,1,0.892948327
2010-01-03 01:00:00+00:00,0,0,0,1,1,1,1,0.77342741,0.940055183,1,0.411297928,1,0.426224242,0.100495663,1,1,1,1,1,1,1,0.096271507,1,0.8924347
2010-01-03 02:00:00+00:00,0,0,0,1,1,1,1,0.767980151,0.935793729,1,0.410224996,1,0.422325917,0.099904655,1,1,1,1,1,1,1,0.096176959,1,0.891921073
2010-01-03 03:00:00+00:00,0,0,0,1,1,1,1,0.762532893,0.931532274,1,0.409152065,1,0.418427591,0.099313646,1,1,1,1,1,1,1,0.096082411,1,0.891407446
2010-01-03 04:00:00+00:00,0,0,0,1,1,1,1,0.757085634,0.92727082,1,0.408079133,1,0.414529266,0.098722637,1,1,1,1,1,1,1,0.095987863,1,0.890893819
2010-01-03 05:00:00+00:00,0,0,0,1,1,1,1,0.751638376,0.923009365,1,0.407006201,1,0.41063094,0.098131628,1,1,1,1,1,1,1,0.095893316,1,0.890380191
2010-01-03 06:00:00+00:00,0,0,0,1,1,1,1,0.746191117,0.918747911,1,0.405933269,1,0.406732614,0.09754062,1,1,1,1,1,1,1,0.095798768,1,0.889866564
2010-01-03 07:00:00+00:00,0,0,0,1,1,1,1,0.740743859,0.914486456,1,0.404860338,1,0.402834289,0.096949611,1,1,1,1,1,1,1,0.09570422,1,0.889352937
2010-01-03 08:00:00+00:00,0,0,0,1,1,1,1,0.7352966,0.910225001,1,0.403787406,1,0.398935963,0.096358602,1,1,1,1,1,1,1,0.095609672,1,0.88883931
2010-01-03 09:00:00+00:00,0,0,0,1,1,1,1,0.729849342,0.905963547,1,0.402714474,1,0.395037637,0.095767593,1,1,1,1,1,1,1,0.095515124,1,0.888325683
2010-01-03 10:00:00+00:00,0,0,0,1,1,1,1,0.724402083,0.901702092,1,0.401641542,1,0.391139312,0.095176585,1,1,1,1,1,1,1,0.095420577,1,0.887812056
2010-01-03 11:00:00+00:00,0,0,0,1,1,1,1,0.718954825,0.897440638,1,0.40056861,1,0.387240986,0.094585576,1,1,1,1,1,1,1,0.095326029,1,0.887298428
2010-01-03 12:00:00+00:00,0,0,0,1,1,1,1,0.713507566,0.893179183,1,0.399495679,1,0.383342661,0.093994567,1,1,1,1,1,1,1,0.095231481,1,0.886784801
2010-01-03 13:00:00+00:00,0,0,0,1,1,1,1,0.708060308,0.888917729,1,0.398422747,1,0.379444335,0.093403558,1,1,1,1,1,1,1,0.095136933,1,0.886271174
2010-01-03 14:00:00+00:00,0,0,0,1,1,1,1,0.702613049,0.884656274,1,0.397349815,1,0.375546009,0.09281255,1,1,1,1,1,1,1,0.095042385,1,0.885757547
2010-01-03 15:00:00+00:00,0,0,0,1,1,1,1,0.697165791,0.880394819,1,0.396276883,1,0.371647684,0.092221541,1,1,1,1,1,1,1,0.094947837,1,0.88524392
2010-01-03 16:00:00+00:00,0,0,0,1,1,1,1,0.691718532,0.876133365,1,0.395203952,1,0.367749358,0.091630532,1,1,1,1,1,1,1,0.09485329,1,0.884730293
2010-01-03 17:00:00+00:00,0,0,0,1,1,1,1,0.686271274,0.87187191,1,0.39413102,1,0.363851032,0.091039523,1,1,1,1,1,1,1,0.094758742,1,0.884216665
2010-01-03 18:00:00+00:00,0,0,0,1,1,1,1,0.680824015,0.867610456,1,0.393058088,1,0.359952707,0.090448514,1,1,1,1,1,1,1,0.094664194,1,0.883703038
2010-01-03 19:00:00+00:00,0,0,0,1,1,1,1,0.675376757,0.863349001,1,0.391985156,1,0.356054381,0.089857506,1,1,1,1,1,1,1,0.094569646,1,0.883189411
2010-01-03 20:00:00+00:00,0,0,0,1,1,1,1,0.669929498,0.859087547,1,0.390912224,1,0.352156056,0.089266497,1,1,1,1,1,1,1,0.094475098,1,0.882675784
2010-01-03 21:00:00+00:00,0,0,0,1,1,1,1,0.66448224,0.854826092,1,0.389839293,1,0.34825773,0.088675488,1,1,1,1,1,1,1,0.094380551,1,0.882162157
2010-01-03 22:00:00+00:00,0,0,0,1,1,1,1,0.659034981,0.850564637,1,0.388766361,1,0.344359404,0.088084479,1,1,1,1,1,1,1,0.094286003,1,0.88164853
2010-01-03 23:00:00+00:00,0,0,0,1,1,1,1,0.653587723,0.846303183,1,0.387693429,1,0.340461079,0.087493471,1,1,1,1,1,1,1,0.094191455,1,0.881134902
2010-01-04 00:00:00+00:00,0,0,0,1,1,1,1,0.648834228,0.846730123,1,0.388587061,1,0.338698512,0.08687882,1,1,1,1,1,1,1,0.093869424,1,0.881030831
2010-01-04 01:00:00+00:00,0,0,0,1,1,1,1,0.644080733,0.847157062,1,0.389480693,1,0.336935945,0.08626417,1,1,1,1,1,1,1,0.093547392,1,0.880926759
2010-01-04 02:00:00+00:00,0,0,0,1,1,1,1,0.639327238,0.847584002,1,0.390374325,1,0.335173378,0.085649519,1,1,1,1,1,1,1,0.093225361,1,0.880822687
2010-01-04 03:00:00+00:00,0,0,0,1,1,1,1,0.634573743,0.848010942,1,0.391267958,1,0.333410811,0.085034869,1,1,1,1,1,1,1,0.092903329,1,0.880718615
2010-01-04 04:00:00+00:00,0,0,0,1,1,1,1,0.629820248,0.848437882,1,0.39216159,1,0.331648244,0.084420218,1,1,1,1,1,1,1,0.092581298,1,0.880614543
2010-01-04 05:00:00+00:00,0,0,0,1,1,1,1,0.625066753,0.848864821,1,0.393055222,1,0.329885677,0.083805568,1,1,1,1,1,1,1,0.092259266,1,0.880510471
2010-01-04 06:00:00+00:00,0,0,0,1,1,1,1,0.620313258,0.849291761,1,0.393948854,1,0.32812311,0.083190917,1,1,1,1,1,1,1,0.091937235,1,0.880406399
2010-01-04 07:00:00+00:00,0,0,0,1,1,1,1,0.615559764,0.849718701,1,0.394842486,1,0.326360543,0.082576267,1,1,1,1,1,1,1,0.091615204,1,0.880302327
2010-01-04 08:00:00+00:00,0,0,0,1,1,1,1,0.610806269,0.850145641,1,0.395736118,1,0.324597976,0.081961616,1,1,1,1,1,1,1,0.091293172,1,0.880198255
2010-01-04 09:00:00+00:00,0,0,0,1,1,1,1,0.606052774,0.85057258,1,0.39662975,1,0.322835409,0.081346966,1,1,1,1,1,1,1,0.090971141,1,0.880094184
2010-01-04 10:00:00+00:00,0,0,0,1,1,1,1,0.601299279,0.85099952,1,0.397523383,1,0.321072842,0.080732316,1,1,1,1,1,1,1,0.090649109,1,0.879990112
2010-01-04 11:00:00+00:00,0,0,0,1,1,1,1,0.596545784,0.85142646,1,0.398417015,1,0.319310275,0.080117665,1,1,1,1,1,1,1,0.090327078,1,0.87988604
2010-01-04 12:00:00+00:00,0,0,0,1,1,1,1,0.591792289,0.8518534,1,0.399310647,1,0.317547708,0.079503015,1,1,1,1,1,1,1,0.090005046,1,0.879781968
2010-01-04 13:00:00+00:00,0,0,0,1,1,1,1,0.587038794,0.85228034,1,0.400204279,1,0.315785141,0.078888364,1,1,1,1,1,1,1,0.089683015,1,0.879677896
2010-01-04 14:00:00+00:00,0,0,0,1,1,1,1,0.5822853,0.852707279,1,0.401097911,1,0.314022574,0.078273714,1,1,1,1,1,1,1,0.089360984,1,0.879573824
2010-01-04 15:00:00+00:00,0,0,0,1,1,1,1,0.577531805,0.853134219,1,0.401991543,1,0.312260007,0.077659063,1,1,1,1,1,1,1,0.089038952,1,0.879469752
2010-01-04 16:00:00+00:00,0,0,0,1,1,1,1,0.57277831,0.853561159,1,0.402885175,1,0.31049744,0.077044413,1,1,1,1,1,1,1,0.088716921,1,0.87936568
2010-01-04 17:00:00+00:00,0,0,0,1,1,1,1,0.568024815,0.853988099,1,0.403778807,1,0.308734873,0.076429762,1,1,1,1,1,1,1,0.088394889,1,0.879261608
2010-01-04 18:00:00+00:00,0,0,0,1,1,1,1,0.56327132,0.854415038,1,0.40467244,1,0.306972306,0.075815112,1,1,1,1,1,1,1,0.088072858,1,0.879157537
2010-01-04 19:00:00+00:00,0,0,0,1,1,1,1,0.558517825,0.854841978,1,0.405566072,1,0.305209739,0.075200461,1,1,1,1,1,1,1,0.087750826,1,0.879053465
2010-01-04 20:00:00+00:00,0,0,0,1,1,1,1,0.55376433,0.855268918,1,0.406459704,1,0.303447172,0.074585811,1,1,1,1,1,1,1,0.087428795,1,0.878949393
2010-01-04 21:00:00+00:00,0,0,0,1,1,1,1,0.549010835,0.855695858,1,0.407353336,1,0.301684606,0.073971161,1,1,1,1,1,1,1,0.087106764,1,0.878845321
2010-01-04 22:00:00+00:00,0,0,0,1,1,1,1,0.544257341,0.856122797,1,0.408246968,1,0.299922039,0.07335651,1,1,1,1,1,1,1,0.086784732,1,0.878741249
2010-01-04 23:00:00+00:00,0,0,0,1,1,1,1,0.539503846,0.856549737,1,0.4091406,1,0.298159472,0.07274186,1,1,1,1,1,1,1,0.086462701,1,0.878637177
2010-01-05 00:00:00+00:00,0,0,0,1,1,1,1,0.539552866,0.858798028,1,0.407010614,1,0.301692891,0.072507065,1,1,1,1,1,1,1,0.08630289,1,0.878853306
2010-01-05 01:00:00+00:00,0,0,0,1,1,1,1,0.539601887,0.86104632,1,0.404880628,1,0.30522631,0.07227227,1,1,1,1,1,1,1,0.086143079,1,0.879069434
2010-01-05 02:00:00+00:00,0,0,0,1,1,1,1,0.539650908,0.863294611,1,0.402750643,1,0.308759729,0.072037475,1,1,1,1,1,1,1,0.085983268,1,0.879285563
2010-01-05 03:00:00+00:00,0,0,0,1,1,1,1,0.539699928,0.865542902,1,0.400620657,1,0.312293148,0.07180268,1,1,1,1,1,1,1,0.085823457,1,0.879501691
2010-01-05 04:00:00+00:00,0,0,0,1,1,1,1,0.539748949,0.867791193,1,0.398490671,1,0.315826568,0.071567885,1,1,1,1,1,1,1,0.085663646,1,0.87971782
2010-01-05 05:00:00+00:00,0,0,0,1,1,1,1,0.539797969,0.870039485,1,0.396360685,1,0.319359987,0.07133309,1,1,1,1,1,1,1,0.085503836,1,0.879933948
2010-01-05 06:00:00+00:00,0,0,0,1,1,1,1,0.53984699,0.872287776,1,0.394230699,1,0.322893406,0.071098295,1,1,1,1,1,1,1,0.085344025,1,0.880150077
2010-01-05 07:00:00+00:00,0,0,0,1,1,1,1,0.539896011,0.874536067,1,0.392100713,1,0.326426825,0.0708635,1,1,1,1,1,1,1,0.085184214,1,0.880366206
2010-01-05 08:00:00+00:00,0,0,0,1,1,1,1,0.539945031,0.876784358,1,0.389970727,1,0.329960244,0.070628705,1,1,1,1,1,1,1,0.085024403,1,0.880582334
2010-01-05 09:00:00+00:00,0,0,0,1,1,1,1,0.539994052,0.87903265,1,0.387840741,1,0.333493664,0.07039391,1,1,1,1,1,1,1,0.084864592,1,0.880798463
2010-01-05 10:00:00+00:00,0,0,0,1,1,1,1,0.540043072,0.881280941,1,0.385710755,1,0.337027083,0.070159115,1,1,1,1,1,1,1,0.084704781,1,0.881014591
2010-01-05 11:00:00+00:00,0,0,0,1,1,1,1,0.540092093,0.883529232,1,0.38358077,1,0.340560502,0.06992432,1,1,1,1,1,1,1,0.08454497,1,0.88123072
2010-01-05 12:00:00+00:00,0,0,0,1,1,1,1,0.540141114,0.885777523,1,0.381450784,1,0.344093921,0.069689525,1,1,1,1,1,1,1,0.08438516,1,0.881446848
2010-01-05 13:00:00+00:00,0,0,0,1,1,1,1,0.540190134,0.888025815,1,0.379320798,1,0.34762734,0.06945473,1,1,1,1,1,1,1,0.084225349,1,0.881662977
2010-01-05 14:00:00+00:00,0,0,0,1,1,1,1,0.540239155,0.890274106,1,0.377190812,1,0.35116076,0.069219935,1,1,1,1,1,1,1,0.084065538,1,0.881879105
2010-01-05 15:00:00+00:00,0,0,0,1,1,1,1,0.540288175,0.892522397,1,0.375060826,1,0.354694179,0.06898514,1,1,1,1,1,1,1,0.083905727,1,0.882095234
2010-01-05 16:00:00+00:00,0,0,0,1,1,1,1,0.540337196,0.894770688,1,0.37293084,1,0.358227598,0.068750345,1,1,1,1,1,1,1,0.083745916,1,0.882311363
2010-01-05 17:00:00+00:00,0,0,0,1,1,1,1,0.540386217,0.89701898,1,0.370800854,1,0.361761017,0.06851555,1,1,1,1,1,1,1,0.083586105,1,0.882527491
2010-01-05 18:00:00+00:00,0,0,0,1,1,1,1,0.540435237,0.899267271,1,0.368670868,1,0.365294437,0.068280755,1,1,1,1,1,1,1,0.083426294,1,0.88274362
2010-01-05 19:00:00+00:00,0,0,0,1,1,1,1,0.540484258,0.901515562,1,0.366540882,1,0.368827856,0.06804596,1,1,1,1,1,1,1,0.083266483,1,0.882959748
2010-01-05 20:00:00+00:00,0,0,0,1,1,1,1,0.540533278,0.903763853,1,0.364410897,1,0.372361275,0.067811165,1,1,1,1,1,1,1,0.083106673,1,0.883175877
2010-01-05 21:00:00+00:00,0,0,0,1,1,1,1,0.540582299,0.906012144,1,0.362280911,1,0.375894694,0.06757637,1,1,1,1,1,1,1,0.082946862,1,0.883392005
2010-01-05 22:00:00+00:00,0,0,0,1,1,1,1,0.54063132,0.908260436,1,0.360150925,1,0.379428113,0.067341575,1,1,1,1,1,1,1,0.082787051,1,0.883608134
2010-01-05 23:00:00+00:00,0,0,0,1,1,1,1,0.54068034,0.910508727,1,0.358020939,1,0.382961533,0.06710678,1,1,1,1,1,1,1,0.08262724,1,0.883824263
2010-01-06 00:00:00+00:00,0,0,0,1,1,1,1,0.539514015,0.90847974,1,0.356939933,1,0.38256425,0.067116058,1,1,1,1,1,1,1,0.082545356,1,0.883649241
2010-01-06 01:00:00+00:00,0,0,0,1,1,1,1,0.538347689,0.906450752,1,0.355858928,1,0.382166967,0.067125336,1,1,1,1,1,1,1,0.082463472,1,0.88347422
2010-01-06 02:00:00+00:00,0,0,0,1,1,1,1,0.537181363,0.904421765,1,0.354777922,1,0.381769684,0.067134614,1,1,1,1,1,1,1,0.082381588,1,0.883299199
2010-01-06 03:00:00+00:00,0,0,0,1,1,1,1,0.536015038,0.902392777,1,0.353696917,1,0.381372402,0.067143892,1,1,1,1,1,1,1,0.082299705,1,0.883124177
2010-01-06 04:00:00+00:00,0,0,0,1,1,1,1,0.534848712,0.90036379,1,0.352615911,1,0.380975119,0.06715317,1,1,1,1,1,1,1,0.082217821,1,0.882949156
2010-01-06 05:00:00+00:00,0,0,0,1,1,1,1,0.533682387,0.898334803,1,0.351534906,1,0.380577836,0.067162448,1,1,1,1,1,1,1,0.082135937,1,0.882774135
2010-01-06 06:00:00+00:00,0,0,0,1,1,1,1,0.532516061,0.896305815,1,0.3504539,1,0.380180553,0.067171726,1,1,1,1,1,1,1,0.082054053,1,0.882599113
2010-01-06 07:00:00+00:00,0,0,0,1,1,1,1,0.531349735,0.894276828,1,0.349372895,1,0.379783271,0.067181004,1,1,1,1,1,1,1,0.081972169,1,0.882424092
2010-01-06 08:00:00+00:00,0,0,0,1,1,1,1,0.53018341,0.89224784,1,0.348291889,1,0.379385988,0.067190282,1,1,1,1,1,1,1,0.081890285,1,0.882249071
2010-01-06 09:00:00+00:00,0,0,0,1,1,1,1,0.529017084,0.890218853,1,0.347210884,1,0.378988705,0.067199561,1,1,1,1,1,1,1,0.081808401,1,0.88207405
2010-01-06 10:00:00+00:00,0,0,0,1,1,1,1,0.527850759,0.888189866,1,0.346129878,1,0.378591422,0.067208839,1,1,1,1,1,1,1,0.081726517,1,0.881899028
2010-01-06 11:00:00+00:00,0,0,0,1,1,1,1,0.526684433,0.886160878,1,0.345048873,1,0.37819414,0.067218117,1,1,1,1,1,1,1,0.081644634,1,0.881724007
2010-01-06 12:00:00+00:00,0,0,0,1,1,1,1,0.525518108,0.884131891,1,0.343967867,1,0.377796857,0.067227395,1,1,1,1,1,1,1,0.08156275,1,0.881548986
2010-01-06 13:00:00+00:00,0,0,0,1,1,1,1,0.524351782,0.882102903,1,0.342886862,1,0.377399574,0.067236673,1,1,1,1,1,1,1,0.081480866,1,0.881373964
2010-01-06 14:00:00+00:00,0,0,0,1,1,1,1,0.523185456,0.880073916,1,0.341805856,1,0.377002291,0.067245951,1,1,1,1,1,1,1,0.081398982,1,0.881198943
2010-01-06 15:00:00+00:00,0,0,0,1,1,1,1,0.522019131,0.878044929,1,0.340724851,1,0.376605009,0.067255229,1,1,1,1,1,1,1,0.081317098,1,0.881023922
2010-01-06 16:00:00+00:00,0,0,0,1,1,1,1,0.520852805,0.876015941,1,0.339643845,1,0.376207726,0.067264507,1,1,1,1,1,1,1,0.081235214,1,0.8808489
2010-01-06 17:00:00+00:00,0,0,0,1,1,1,1,0.51968648,0.873986954,1,0.33856284,1,0.375810443,0.067273785,1,1,1,1,1,1,1,0.08115333,1,0.880673879
2010-01-06 18:00:00+00:00,0,0,0,1,1,1,1,0.518520154,0.871957966,1,0.337481834,1,0.37541316,0.067283063,1,1,1,1,1,1,1,0.081071446,1,0.880498858
2010-01-06 19:00:00+00:00,0,0,0,1,1,1,1,0.517353828,0.869928979,1,0.336400829,1,0.375015877,0.067292341,1,1,1,1,1,1,1,0.080989563,1,0.880323837
2010-01-06 20:00:00+00:00,0,0,0,1,1,1,1,0.516187503,0.867899992,1,0.335319823,1,0.374618595,0.067301619,1,1,1,1,1,1,1,0.080907679,1,0.880148815
2010-01-06 21:00:00+00:00,0,0,0,1,1,1,1,0.515021177,0.865871004,1,0.334238818,1,0.374221312,0.067310897,1,1,1,1,1,1,1,0.080825795,1,0.879973794
2010-01-06 22:00:00+00:00,0,0,0,1,1,1,1,0.513854852,0.863842017,1,0.333157812,1,0.373824029,0.067320175,1,1,1,1,1,1,1,0.080743911,1,0.879798773
2010-01-06 23:00:00+00:00,0,0,0,1,1,1,1,0.512688526,0.861813029,1,0.332076806,1,0.373426746,0.067329453,1,1,1,1,1,1,1,0.080662027,1,0.879623751
2010-01-07 00:00:00+00:00,0,0,0,1,1,1,1,0.511211779,0.858358921,1,0.33087175,1,0.371458525,0.067455968,1,1,1,1,1,1,1,0.080402302,1,0.879304394
