,Unit,PowerCapacity,Nunits,Zone,Technology,Fuel,Efficiency,MinUpTime,MinDownTime,RampUpRate,RampDownRate,StartUpCost_pu,NoLoadCost_pu,RampingCost,PartLoadMin,MinEfficiency,StartUpTime,CO2Intensity,CHPType,CHPPowerToHeat,CHPPowerLossFactor,COP,Tnominal,coef_COP_a,coef_COP_b,STOCapacity,STOSelfDischarge,STOMaxChargingPower,STOChargingEfficiency
MT_COMC_GAS,MT_COMC_GAS,356.0,1.0,MT,COMC,GAS,0.51,3,3,0.07,0.07,55,2.9,0.25,0.062171053,0.57,1.0,0.3569,,,,,,,,,,,
MT_HROR_WAT,MT_HROR_WAT,14.0,1,MT,HROR,WAT,1.0,0,0,0.02,0.02,0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,
MT_WTOF_WIN,MT_WTOF_WIN,173.00000000000003,1,MT,WTOF,WIN,1.0,0,0,0.02,0.02,0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,
MT_WTON_WIN,MT_WTON_WIN,238.00000000000003,1,MT,WTON,WIN,1.0,0,0,0.02,0.02,0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,
MT_PHOT_SUN,MT_PHOT_SUN,2356.9999999999995,1,MT,PHOT,SUN,1.0,0,0,0.02,0.02,0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,
MT_P2HT_OTH,MT_P2HT_OTH,0.0029999548878964226,44334.0,MT,P2HT,OTH,1.0,0,0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.177602302004216,5.0,0.025033555005048724,0.00087973502859859,,,,
MT_P2GS_HYD,MT_P2GS_HYD,245.0,1,MT,P2GS,HYD,0.46,0,0,1.0,1.0,0,0.0,0.0,0.15,0.47,0.0,0.0,,,,,,,,120.2435312024353,0.0,2541.0,0.72
