,Unit,PowerCapacity,Nunits,Zone,Technology,Fuel,Efficiency,MinUpTime,MinDownTime,RampUpRate,RampDownRate,StartUpCost_pu,NoLoadCost_pu,RampingCost,PartLoadMin,MinEfficiency,StartUpTime,CO2Intensity,CHPType,CHPPowerToHeat,CHPPowerLossFactor,COP,Tnominal,coef_COP_a,coef_COP_b,STOCapacity,STOSelfDischarge,STOMaxChargingPower,STOChargingEfficiency
MT_COMC_GAS,MT_COMC_GAS,356.0,1.0,MT,COMC,GAS,0.51,3,3,0.07,0.07,55,2.9,0.25,0.062171053,0.57,1.0,0.3569,,,,,,,,,,,
MT_HROR_WAT,MT_HROR_WAT,14.0,1,MT,HROR,WAT,1.0,0,0,0.02,0.02,0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,
MT_WTOF_WIN,MT_WTOF_WIN,173.00000000000003,1,MT,WTOF,WIN,1.0,0,0,0.02,0.02,0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,
MT_WTON_WIN,MT_WTON_WIN,238.00000000000003,1,MT,WTON,WIN,1.0,0,0,0.02,0.02,0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,
MT_PHOT_SUN,MT_PHOT_SUN,2356.9999999999995,1,MT,PHOT,SUN,1.0,0,0,0.02,0.02,0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,
MT_BATS_OTH,MT_BATS_OTH,93333.33333333334,1,MT,BATS,OTH,0.89,0,0,1.0,1.0,0,0.0,0.0,0.0,0.89,0.0,0.0,,,,,,,,373333.3333333334,0.0,93333.33333333334,0.89
MT_BEVS_OTH,MT_BEVS_OTH,349.5,1,MT,BEVS,OTH,0.89,0,0,1.0,1.0,0,0.0,0.0,0.0,0.7,0.0,0.0,,,,,,,,1568.2065,0.0,349.5,0.89
MT_P2HT_OTH,MT_P2HT_OTH,0.0029999548878964226,44334.0,MT,P2HT,OTH,1.0,0,0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.177602302004216,5.0,0.025033555005048724,0.00087973502859859,0.014999774439482113,0.03,,
MT_P2GS_HYD,MT_P2GS_HYD,245.0,1,MT,P2GS,HYD,0.46,0,0,1.0,1.0,0,0.0,0.0,0.15,0.47,0.0,0.0,,,,,,,,1053333.3333333333,0.0,2541.0,0.72
