,EL_P2HT_OTH,EL_STUR_BIO_CHP,EL_COMC_GAS_CHP
2016-01-01 00:00:00,4104.9451909448335,7.758530543485648,0.06970004753222134
2016-01-01 01:00:00,4566.430539488943,8.630758552753294,0.07753585269714845
2016-01-01 02:00:00,5628.800626439457,10.638685671067362,0.09557439940432566
2016-01-01 03:00:00,7730.796689362951,14.611552517731596,0.13126530846238002
2016-01-01 04:00:00,9237.777461874244,17.459813775340088,0.15685313645722945
2016-01-01 05:00:00,9021.341567088055,17.050740225683562,0.1531781562924385
2016-01-01 06:00:00,8692.652479412758,16.429503106205175,0.14759716946590853
2016-01-01 07:00:00,8075.6267590223015,15.263296817184365,0.1371203616062842
2016-01-01 08:00:00,7545.17539654632,14.260719948026166,0.12811354581257625
2016-01-01 09:00:00,7074.885876010907,13.371851658772492,0.12012824992908136
2016-01-01 10:00:00,6847.444766235591,12.941977759133431,0.11626640636608072
2016-01-01 11:00:00,6889.998264193553,13.0224057790659,0.11698894483915827
2016-01-01 12:00:00,6919.34550416456,13.077873379019326,0.11748724723438414
2016-01-01 13:00:00,7157.058147929732,13.52716093864209,0.12152349663571388
2016-01-01 14:00:00,7445.3947806448905,14.072130108184512,0.12641931766880823
2016-01-01 15:00:00,7714.6557073788945,14.581045337757208,0.13099124214500577
2016-01-01 16:00:00,7955.303075141166,15.035879657375315,0.13507732178585807
2016-01-01 17:00:00,8096.903508001282,15.3035108271506,0.13748163084282297
2016-01-01 18:00:00,7824.707857270178,14.789048837582563,0.13285987612710287
2016-01-01 19:00:00,7103.499434982641,13.425932568727086,0.12061409476442664
2016-01-01 20:00:00,5419.70154164602,10.243479021399192,0.0920239948383412
2016-01-01 21:00:00,4144.563964905695,7.833411803422775,0.07037275576577628
2016-01-01 22:00:00,3971.4152490767437,7.506152963697552,0.06743277163394353
2016-01-01 23:00:00,4173.177523877428,7.887492713377366,0.07085860060112152
2016-01-02 00:00:00,4314.04427573827,8.153737193153818,0.0732504520982058
2016-01-02 01:00:00,4804.876864253389,9.081432802374891,0.08158455965835881
2016-01-02 02:00:00,5944.2834561278,11.234962370566706,0.10093115015300397
2016-01-02 03:00:00,8204.754614894739,15.507354256979442,0.13931289214527812
2016-01-02 04:00:00,9821.053856298038,18.562232324414452,0.166756896562344
2016-01-02 05:00:00,9588.476979527797,18.122651594783548,0.16280785008017887
2016-01-02 06:00:00,9209.897583901784,17.407119555384334,0.15637974918176487
2016-01-02 07:00:00,8548.851003554817,16.15771186643338,0.14515548772930167
2016-01-02 08:00:00,7984.650315112176,15.091347257328742,0.13557562418108396
2016-01-02 09:00:00,7482.812511607926,14.142851298125132,0.12705465322272125
2016-01-02 10:00:00,7242.1651438456565,13.68801697850703,0.12296857358186894
2016-01-02 11:00:00,7270.77870281739,13.74209788846162,0.12345441841721419
2016-01-02 12:00:00,7296.457537792023,13.790632038420869,0.12389043301303683
2016-01-02 13:00:00,7541.506991549944,14.253786498031987,0.12805125801317302
2016-01-02 14:00:00,7845.250925249884,14.82787615754996,0.13320868780376097
2016-01-02 15:00:00,8135.054919963595,15.375618707090055,0.13812942395661665
2016-01-02 16:00:00,8396.979036704844,15.870667036674394,0.14257677283400771
2016-01-02 17:00:00,8560.58989954322,16.17989890641475,0.14535480868739203
2016-01-02 18:00:00,8277.389033822987,15.644636566864179,0.1405461905734622
2016-01-02 19:00:00,7517.295518573861,14.208025728070409,0.12764015853711166
2016-01-02 20:00:00,5728.581242340886,10.827275510909015,0.09726862754809368
2016-01-02 21:00:00,4360.266178692608,8.241098663080466,0.07403527837068657
2016-01-02 22:00:00,3969.214206078918,7.501992893701046,0.06739539895430159
2016-01-02 23:00:00,4176.845928873803,7.894426163371543,0.07092088840052475
2016-01-03 00:00:00,4317.712680734646,8.160670643147995,0.07331273989760903
2016-01-03 01:00:00,4818.083122240343,9.106393222353931,0.08180879573621044
2016-01-03 02:00:00,5991.239040081413,11.32371053049219,0.10172843398536541
2016-01-03 03:00:00,8273.72062882661,15.637703116869998,0.14048390277405898
2016-01-03 04:00:00,9908.361895211792,18.727248434275904,0.16823934618814104
2016-01-03 05:00:00,9679.453423437923,18.294601154639167,0.1643525875053791
2016-01-03 06:00:00,9284.733045827856,17.54856193526557,0.1576504202895909
