Total,Coal,Fuel,Gas,Nuclear,Water,Wind,Other,,
5982705,516200,0,1750821,2865600,56224,227799,566061,-1240111,-1181144
5929447,438600,0,1775157,2866600,55213,235975,557902,-1587791,-1126014
5889618,417600,0,1751530,2865600,54286,241152,559450,-1796900,-995289
5864320,410400,0,1749819,2865200,54202,230750,553949,-1783988,-995694
5820024,404200,0,1743460,2865000,53903,245460,508001,-1823720,-986500
5753080,315800,0,1749668,2864800,53832,236239,532741,-1956698,-672863
5770218,294600,0,1782270,2863000,50073,213909,566366,-1964720,-672453
5758882,294600,0,1738163,2863800,48417,250418,563484,-1955976,-651479
5812471,302600,0,1789510,2862800,47934,277622,532005,-1967194,-673807
5838634,377600,0,1729740,2864600,45848,292125,528721,-1869654,-491227
5868489,391400,0,1730549,2863600,45737,313637,523566,-1832583,-555802
5895898,378800,0,1746571,2860800,45921,339570,524236,-1827822,-582466
5925090,403400,0,1732662,2863600,45848,351684,527896,-1774237,-600782
6000674,461600,0,1721748,2862600,45366,376202,533158,-1303574,-909408
6025721,473000,0,1716571,2863600,45129,400051,527370,-1214378,-898931
6057413,475200,0,1758586,2862000,45455,409460,506712,-1314483,-1046784
6057276,505400,0,1742583,2861600,46767,411403,489523,-1209747,-1035989
6103600,552600,0,1746281,2861600,47995,412423,482701,-810772,-1555425
6248108,558600,0,1870509,2863000,48853,421979,485167,-928325,-1573707
6476374,566800,0,1917695,2861000,218027,420668,492184,-857628,-1572600
6679900,584400,0,2072803,2861000,244788,429138,487771,-765446,-1712936
7122306,593000,0,2354973,2864400,398039,432319,479575,-691791,-1661827
7376393,592800,0,2451631,2867000,545861,427606,491495,-673343,-1655849
7462744,599800,0,2459326,2867000,655262,381870,499486,-688399,-1661618
7475229,596800,0,2466304,2868000,720640,320032,503453,-719219,-1663386
7313387,593000,0,2505854,2867600,525057,301530,520346,-881739,-1559927
7360114,599600,0,2583640,2865600,497533,280510,533231,-962952,-1652744
7382922,604200,0,2568286,2867600,534145,281862,526829,-619946,-1874723
7451852,610600,0,2582572,2865800,591327,277841,523712,-387157,-2135757
7301898,608000,0,2643804,2866200,383812,272308,527774,-265231,-2646937
7333690,613200,0,2682211,2865200,390702,267881,514496,-176976,-2726037
7438116,610400,0,2656700,2864800,524562,268642,513012,-113084,-2676004
7513105,611200,0,2710268,2866200,544128,280108,501201,-138635,-2682640
7688045,617000,0,2658346,2861800,668954,373379,508566,130775,-2726577
7637697,622000,0,2554323,2862800,667928,400625,530021,74232,-2695865
7609203,619800,0,2586165,2861400,589768,380959,571111,66754,-2698834
7576767,617400,0,2562248,2862800,600898,348789,584632,39193,-2710359
7487346,621000,0,2624510,2860000,496077,297013,588746,94190,-2821140
7548052,621800,0,2626012,2862000,605155,243923,589162,-10617,-2776342
7723676,619400,0,2617170,2864000,886395,211685,525026,73862,-2721503
7692273,618000,0,2598998,2861200,913434,192462,508179,77074,-2739729
7301230,623600,0,2622409,2863000,464117,205949,522155,-126941,-2784831
7364624,613800,0,2639840,2860600,478735,251646,520003,-12273,-2737037
7365153,606200,0,2666472,2862000,454735,261589,514157,-83589,-2691007
7268751,616000,0,2571014,2862600,422412,270986,525739,-103113,-2565725
7339375,617000,0,2614720,2861600,439607,271194,535254,-318319,-2357890
7299709,616400,0,2630997,2862000,400331,261661,528320,-331895,-2344338
7322169,616000,0,2645038,2863000,429825,252308,515998,-251330,-2373395
7260357,614800,0,2644713,2863800,335630,277682,523732,-413449,-2199512
7283754,616400,0,2640283,2862000,328253,307746,529072,-724517,-1798372
7149034,612200,0,2664593,2864400,197166,284936,525739,-880960,-1853011
7038752,613000,0,2691999,2864000,62600,285752,521401,-891695,-1855410
7052606,615000,0,2687275,2864400,52996,297253,535682,-864209,-1852638
7067153,613600,0,2683661,2865800,53451,295330,555311,-1069421,-1669504
7046460,608200,0,2671822,2864000,54658,309549,538231,-978741,-1592210
6995006,612400,0,2598214,2861800,54575,331314,536703,-952996,-1617779
6935931,609800,0,2524563,2863400,53994,351796,532378,-927001,-1539676
6680812,580200,0,2355497,2862000,52615,320611,509889,-1177809,-1710258
6490683,530600,0,2227035,2860000,51328,306107,515613,-1227479,-1734121
6549633,520400,0,2311466,2863200,51578,284070,518919,-1179675,-1816575
6487870,523200,0,2289246,2863000,50567,242477,519380,-1229777,-1773522
6623522,529200,0,2444370,2862000,49426,212132,526394,-1162326,-1661585
6803315,532800,0,2609397,2864800,47770,217409,531139,-1178026,-1668357
6900937,563200,0,2689228,2864800,45366,208063,530280,-1202353,-1655521
7020016,585600,0,2774459,2863200,45177,203821,547759,-1144461,-1716202
6977284,587800,0,2742763,2865200,43976,189823,547722,-976354,-1869889
7077602,588800,0,2775037,2864200,133812,171601,544152,-993197,-1748077
7092430,593400,0,2760749,2863600,144826,176594,553261,-985589,-1792475
7087903,586200,0,2753120,2862600,169376,166559,550048,-905285,-1842146
7099591,583600,0,2796657,2852600,147244,173112,546378,-1175579,-1784788
7307296,588200,0,2800416,2832600,392786,181176,512118,-1158869,-1727882
7363678,584000,0,2810450,2820600,435722,204435,508471,-1090514,-1778683
7304150,586200,0,2793392,2816600,425752,168556,513650,-1064356,-1791029
7318727,595600,0,2783610,2822000,457000,147744,512773,-1175036,-1520598
7267882,607800,0,2797126,2824600,404317,121241,512798,-1067120,-1590195
7173795,614000,0,2754748,2826200,364079,107792,506976,-1081797,-1584965
6970616,610800,0,2585707,2825200,332323,105728,510858,-926343,-1476765
6783013,607200,0,2579032,2825600,173494,90458,507229,-1371079,-1258279
6678645,604000,0,2491965,2827800,186721,62800,505359,-1407605,-1167499
6635312,601800,0,2426716,2828200,225707,49589,503300,-1280926,-1279507
6463000,599400,0,2441890,2828800,58218,38775,495917,-1254288,-1280685
6293229,596200,0,2312269,2827400,29047,36779,491534,-1372852,-1528106
6253391,601600,0,2280298,2827400,29782,36238,478073,-1514752,-1685419
6380551,599800,0,2397069,2827000,51520,25212,479950,-1314354,-1822970
6325794,599800,0,2293172,2826000,101823,19788,485211,-1359851,-1712105
6336531,597600,0,2200545,2826400,202536,25870,483580,-1291104,-1878139
6120832,597400,0,2139379,2829000,46836,26309,481908,-1316417,-1762334
5988381,596600,0,2041160,2826200,32379,21864,470178,-1182782,-1813479
5854480,585400,0,1910304,2819400,31842,32209,475325,-1219955,-1776736
5751872,500800,0,1905128,2788200,31784,45657,480303,-1618127,-1291993
5656203,476600,0,1842898,2755600,31622,54783,494700,-1537118,-1232691
5568260,484600,0,1714322,2783000,31301,63279,491758,-1594549,-1218554
5583676,475400,0,1711551,2818600,32055,73450,472620,-1504975,-1227993
5431961,375400,0,1633613,2828200,33677,75864,485207,-1609666,-1194282
5440364,357600,0,1651807,2830400,34385,78300,487872,-1578604,-1205350
5365631,358000,0,1576481,2830400,34433,84278,482039,-1491174,-1090515
5341704,357400,0,1548156,2831000,35550,86332,483266,-1685469,-1077342
5279694,317000,0,1522894,2833000,36082,79785,490933,-2000743,-991543
5323167,314400,0,1580265,2834800,35770,72817,485115,-2202040,-933661
5318109,317000,0,1604582,2834800,36057,65643,460027,-2127238,-991468
5306331,313000,0,1595188,2836400,36125,61325,464293,-2116763,-942674
5334086,313200,0,1603436,2835200,35953,69460,476837,-2243198,-655489
5335113,312600,0,1602308,2838800,35791,69752,475862,-2261227,-634676
5277321,311800,0,1545778,2837400,35731,74934,471678,-2289751,-550493
5258831,312200,0,1518524,2837400,35909,85687,469111,-2300283,-541681
5298670,313000,0,1544978,2838600,35876,86940,479276,-2402851,-402724
5322026,314600,0,1569145,2839200,36026,77684,485371,-2437023,-341514
5299484,311000,0,1554461,2837600,36130,80798,479495,-2421610,-322499
5304260,363600,0,1484158,2837200,36137,73741,509424,-2444527,-268112
5299862,411400,0,1461125,2838000,36082,74656,478599,-2160795,-518564
5374360,423400,0,1499336,2838400,36153,93048,484023,-2339302,-507021
5418206,454600,0,1464313,2841800,35707,131419,490367,-2315529,-452244
5462509,485600,0,1462743,2840800,34500,147404,491462,-2177447,-496793
5490734,492800,0,1453869,2842600,33601,185375,482489,-1581441,-618872
5540383,492200,0,1455578,2846200,32788,228867,484750,-1504739,-589300
5687658,519400,0,1543723,2846200,30046,253985,494304,-1700416,-632535
5790910,533800,0,1597638,2848600,28008,283348,499516,-1586273,-672941
5761999,548400,0,1562894,2849600,25856,278911,496338,-1318458,-857464
5739263,569400,0,1548317,2848600,25710,267034,480202,-1358337,-799845
5781859,573800,0,1629360,2849000,23001,235455,471243,-1214044,-811638
5756696,554600,0,1621265,2845000,22705,231719,481407,-1148739,-893211
5855903,527400,0,1722946,2842600,20638,219816,522503,-1177694,-1024226
5962408,566800,0,1800289,2838200,20180,213240,523699,-1275397,-971522
6065961,590000,0,1918290,2837200,20008,189404,511059,-1258278,-925323
6000504,591600,0,1889945,2838200,19524,167766,493469,-1369368,-974691
6142468,539600,0,2039726,2833000,91701,155881,482560,-1549291,-820938
6208009,524600,0,2031937,2831400,202317,154039,463716,-1529274,-831291
6306700,577000,0,1927295,2832000,343046,159320,468039,-1571446,-777013
6267374,602800,0,1859058,2828600,333533,176380,467003,-1591920,-803379
6491713,591400,0,1913977,2829600,531084,158698,466954,-1734746,-702093
6632884,592000,0,1999752,2824600,579208,162241,475083,-1842591,-601463
6607132,599400,0,2015845,2822200,547829,148111,473747,-1805489,-630165
6639071,602200,0,2021610,2824600,597145,123107,470409,-1776894,-643972
6745905,603600,0,2102422,2824200,607033,125121,483529,-1771055,-711388
6753700,603800,0,2113572,2822200,595537,124111,494480,-1768411,-679660
6713946,595400,0,2054996,2818800,639942,133800,471008,-1706209,-738016
6803507,601800,0,2072806,2816400,691880,140402,480219,-1682372,-757728
6644565,601000,0,2015951,2819400,603528,115643,489043,-1562802,-901153
6593701,603800,0,2015540,2818400,550151,96077,509733,-1492981,-1068257
6579325,599800,0,2046499,2818400,506424,90597,517605,-1412011,-1133808
6551788,601600,0,2043188,2823400,459175,80907,543518,-1389989,-1168168
6684729,600400,0,2130310,2827600,522055,68915,535449,-1373561,-1055048
6604966,599800,0,2140218,2832000,461301,47014,524633,-1323887,-1089681
6618023,603000,0,2161835,2834000,476564,34711,507913,-1258131,-1039008
6621415,594200,0,2173746,2835400,478551,20449,519069,-1319071,-1028650
6466005,597800,0,2077661,2834600,404955,10754,540235,-1309279,-1062535
6435379,602800,0,2156080,2833000,292619,10155,540725,-1286380,-1103884
6371496,601600,0,2059208,2836000,329839,7431,537418,-1302136,-1001423
6276393,601200,0,1979878,2835000,330433,7312,522570,-1328450,-1058360
6363594,608800,0,2046550,2837000,339074,5735,526435,-1287657,-951245
6254368,609400,0,1972014,2834000,267838,3942,567174,-1313689,-957558
6145587,609200,0,1985764,2833600,140339,1360,575324,-1245614,-1027526
6139123,618600,0,2098851,2835600,19118,734,566220,-1388001,-995673
6238614,621800,0,2201903,2831800,18653,623,563835,-1562004,-815726
6237940,621800,0,2094647,2833800,122018,231,565444,-1518490,-742463
6195357,616600,0,2025487,2832000,157052,132,564086,-1542023,-804680
6209329,611400,0,2108320,2831000,92746,18,565845,-1680004,-862176
6180028,612200,0,2126971,2833400,45336,5,562116,-1686555,-817162
6064782,615200,0,2038409,2830800,17257,83,563033,-1833189,-874594
6249666,622200,0,2198037,2833200,72119,111,523999,-1873322,-937424
6407434,621000,0,2177694,2832200,216073,30,560437,-1722375,-816289
6340924,621400,0,2049936,2834000,269199,2,566387,-1731810,-1006034
6356075,620200,0,2055799,2833000,284566,4,562506,-1827451,-909851
6426186,621800,0,2127914,2833800,276114,253,566305,-1908665,-870991
6431559,624400,0,2129595,2834000,277181,2262,564121,-1870960,-865285
6689514,621400,0,2127379,2833800,540856,3121,562958,-1683760,-922882
6850415,621800,0,2179130,2833200,649183,4319,562783,-1704516,-898568
7001582,625800,0,2242464,2833400,729559,6530,563829,-1777466,-951602
7077551,619200,0,2193661,2831800,864386,6040,562464,-1548696,-961118
7162669,614200,0,2215350,2834200,929531,7381,562007,-1571219,-851947
7063476,617600,0,2177243,2834400,862325,10052,561856,-1416844,-845417
6880005,618400,0,2083693,2833800,765257,12644,566211,-1437032,-905442
6571467,620400,0,2081795,2836800,452648,14067,565757,-1568308,-967369
6289388,622200,0,2166998,2836800,82268,12011,569111,-1588079,-1038274
6148352,614000,0,2095069,2836200,26039,11314,565730,-1593392,-1086437
6053244,612800,0,1997660,2839600,25498,14888,562798,-1587563,-1086502
6068793,615600,0,2003468,2837200,25706,18853,567966,-1652601,-1084272
6107681,615200,0,2067689,2840600,25635,15387,543170,-1402896,-1288499
6149760,608200,0,2126117,2839600,25503,13118,537222,-1302436,-1457687
6200829,609600,0,2178216,2840200,24804,10781,537228,-1123424,-1552247
6143263,611800,0,2138104,2839600,23904,10416,519439,-1218460,-1538197
6109467,614600,0,2095108,2841200,23698,14361,520500,-1111247,-1568372
6102334,609600,0,2093447,2838200,23881,16557,520649,-1175616,-1651811
6228931,611400,0,2202008,2840200,24807,15148,535368,-1131613,-1627959
6029032,611000,0,1999573,2838200,27106,22047,531106,-1096889,-1639137
5993586,612600,0,1960798,2840800,27603,28102,523683,-1018824,-1314087
5902409,609000,0,1892700,2844800,30829,21947,503133,-1037066,-1256636
5853654,607200,0,1828003,2845800,36959,21368,514324,-1080947,-1223148
5832204,607800,0,1809567,2847400,42208,16203,509026,-1116497,-1162706
5740405,607600,0,1723493,2846800,47430,15166,499916,-1697296,-1106047
5747965,607600,0,1694737,2845400,52242,17532,530454,-1661183,-1075954
5703212,608800,0,1636023,2845400,57912,23523,531554,-1722849,-980947
5649498,601800,0,1580236,2847400,60076,32928,527058,-1774583,-832436
5662277,515200,0,1708025,2847400,59534,35496,496622,-2070735,-746695
5677137,467200,0,1804245,2847400,60011,28720,469561,-2001835,-638521
5501776,452800,0,1639872,2847400,60526,27724,473454,-1983901,-648750
5466008,440600,0,1626171,2849400,61211,27520,461106,-1934057,-631985
5403185,405000,0,1611101,2846800,60959,27741,451584,-2278298,-347163
5437747,376200,0,1664371,2847000,60562,31039,458575,-2304162,-288202
5370453,361000,0,1602694,2847400,60483,32533,466343,-2202028,-331698
5325602,358600,0,1565311,2846000,60467,31835,463389,-2238085,-348380
5379172,362800,0,1622207,2847200,59630,29290,458045,-2333115,-216765
5358659,357000,0,1592698,2846200,58469,35450,468842,-2324520,-177338
5413507,358600,0,1633737,2846600,56883,38140,479547,-2315682,-214595
5399139,362000,0,1618216,2847200,56632,35406,479685,-2295358,-182291
5396968,354600,0,1618472,2848400,58081,36421,480994,-2299121,-286968
5355389,362400,0,1565890,2849200,57060,41836,479003,-2225161,-278946
5382586,363800,0,1582751,2852600,55727,41711,485997,-2231484,-310883
5327423,363200,0,1550741,2853000,54475,34507,471500,-2192296,-315602
5333634,363600,0,1559677,2854400,51775,30688,473494,-2144730,-590636
5353969,362400,0,1581637,2854000,50913,26895,478124,-2124140,-641566
5434112,361600,0,1667455,2855200,49686,23574,476597,-2150560,-593634
5422746,362800,0,1655968,2857000,48156,23896,474926,-2125674,-550396
5340492,362400,0,1586248,2857000,48245,25298,461301,-1825375,-484147
5368686,362000,0,1592430,2858000,46295,25769,484192,-1862889,-466431
5389940,361800,0,1617215,2858400,44968,23568,483989,-1819687,-542242
5416237,363600,0,1663874,2857600,42512,19286,469365,-1926544,-424211
5430586,361600,0,1690019,2853400,39559,15754,470254,-1590872,-546379
5504919,360200,0,1740876,2850400,58836,16207,478400,-1589939,-469452
5514954,361200,0,1761590,2849000,32995,15723,494446,-1642371,-451666
5656297,362200,0,1820688,2845800,113539,12117,501953,-1511791,-546673
5567832,360800,0,1711040,2846200,137743,10761,501288,-1430273,-759075
5537733,362200,0,1696311,2846600,133461,12653,486508,-1323128,-884604
5587458,365600,0,1765802,2847000,108530,11084,489442,-1289546,-948240
5543758,367200,0,1714760,2845800,110784,8913,496301,-1213093,-993202
5726715,369200,0,1786122,2845000,224362,5369,496662,-954535,-1072180
5741150,394000,0,1712736,2845400,280142,3222,505650,-862519,-1079522
5850052,463800,0,1634458,2846000,386363,2803,516628,-818205,-980279
5804834,494200,0,1644469,2842200,333322,974,489669,-797337,-1043447
5556127,484800,0,1615575,2845000,109692,650,500410,-909946,-1153503
5488452,455600,0,1655650,2846600,34885,860,494857,-868360,-1223533
5508019,464200,0,1582737,2848600,120881,1547,490054,-739684,-1229193
5554030,367600,0,1616015,2846800,205127,2211,516277,-821348,-1318074
5667239,292400,0,1715663,2845800,291908,2719,518749,-563758,-1367181
5597560,267200,0,1716184,2850800,275461,4480,483435,-518988,-1491173
5685371,270200,0,1799254,2850800,276386,5694,483037,-469430,-1539380
5530534,273600,0,1746784,2850400,185653,5707,468390,-493523,-1515923
