Day,Month,Year,Power exchange
1,10,2012,-1704672
1,10,2012,-1583072
1,10,2012,-1486921
1,10,2012,-1323220
1,10,2012,-1468363
1,10,2012,-1570449
1,10,2012,-1550888
1,10,2012,-1469085
1,10,2012,-1351031
1,10,2012,-1241872
1,10,2012,-1201175
1,10,2012,-1161200
1,10,2012,-869853
1,10,2012,-778862
1,10,2012,-787952
1,10,2012,-754819
1,10,2012,-960587
1,10,2012,-948683
1,10,2012,-949150
1,10,2012,-971503
1,10,2012,-1222378
1,10,2012,-1154665
1,10,2012,-1192345
1,10,2012,-1133836
1,10,2012,-1427477
1,10,2012,-1421019
1,10,2012,-1441842
1,10,2012,-1541552
1,10,2012,-2008618
1,10,2012,-2033455
1,10,2012,-2111973
1,10,2012,-2003013
1,10,2012,-1990236
1,10,2012,-1981671
1,10,2012,-1963832
1,10,2012,-2099280
1,10,2012,-2315087
1,10,2012,-2330713
1,10,2012,-2392979
1,10,2012,-2277067
1,10,2012,-1957277
1,10,2012,-1901639
1,10,2012,-1884819
1,10,2012,-1854083
1,10,2012,-1917227
1,10,2012,-1852339
1,10,2012,-1849192
1,10,2012,-1864997
1,10,2012,-1775385
1,10,2012,-1793949
1,10,2012,-1914146
1,10,2012,-1792215
1,10,2012,-1724492
1,10,2012,-1611695
1,10,2012,-1655447
1,10,2012,-1656519
1,10,2012,-1826247
1,10,2012,-1845768
1,10,2012,-1798518
1,10,2012,-1703626
1,10,2012,-1627566
1,10,2012,-1617516
1,10,2012,-1618387
1,10,2012,-1695867
1,10,2012,-1654192
1,10,2012,-1564988
1,10,2012,-1519919
1,10,2012,-1533097
1,10,2012,-1355280
1,10,2012,-1298432
1,10,2012,-1444792
1,10,2012,-1388059
1,10,2012,-1374007
1,10,2012,-1383859
1,10,2012,-1362458
1,10,2012,-1403884
1,10,2012,-1244508
1,10,2012,-1118350
1,10,2012,-1185931
1,10,2012,-1262471
1,10,2012,-1353029
1,10,2012,-1397234
1,10,2012,-1386036
1,10,2012,-1421122
1,10,2012,-1362232
1,10,2012,-1339443
1,10,2012,-1443693
1,10,2012,-1346889
1,10,2012,-1670160
1,10,2012,-1874509
1,10,2012,-2019506
1,10,2012,-1980683
1,10,2012,-1859073
1,10,2012,-1784541
1,10,2012,-1777116
1,10,2012,-1655935
2,10,2012,-1688845
2,10,2012,-1732807
2,10,2012,-1687225
2,10,2012,-1632091
2,10,2012,-1618906
2,10,2012,-1601901
2,10,2012,-1568029
2,10,2012,-1427249
2,10,2012,-1315841
2,10,2012,-1228413
2,10,2012,-1234758
2,10,2012,-1283669
2,10,2012,-995778
2,10,2012,-935091
2,10,2012,-868376
2,10,2012,-872593
2,10,2012,-936155
2,10,2012,-876795
2,10,2012,-880549
2,10,2012,-787713
2,10,2012,-953955
2,10,2012,-1087384
2,10,2012,-1129416
2,10,2012,-1257410
2,10,2012,-1562574
2,10,2012,-1578956
2,10,2012,-1559228
