Total Forecast,Total Measured & Upscaled,Monitored Capacity,Total Forecast,Total Measured & Upscaled,Monitored Capacity ,Total Forecast ,Total Measured & Upscaled ,Monitored Capacity
57580,37334.1,930650,23110,2492.7,338450,34470,34841.4,592200
59360,38430,930650,23430,2653.4,338450,35930,35776.6,592200
61080,38432.5,930650,23730,3135.5,338450,37350,35297,592200
62800,38776.3,930650,24040,3359.8,338450,38760,35416.5,592200
64510,43587.1,930650,24360,6737.9,338450,40150,36849.2,592200
65880,40089.3,930650,24400,4466.3,338450,41480,35623,592200
67150,45525.8,930650,24410,11105.4,338450,42740,34420.4,592200
68420,72475.1,930650,24440,28406.3,338450,43980,44068.8,592200
69670,51137.5,930650,24440,10615.9,338450,45230,40521.6,592200
71560,42188.1,930650,24930,4307.2,338450,46630,37880.9,592200
73490,41169.7,930650,25420,3344.1,338450,48070,37825.6,592200
75300,38621.3,930650,25900,2077.5,338450,49400,36543.8,592200
77190,40786.2,930650,26410,3276.6,338450,50780,37509.6,592200
80880,42902.5,930650,27920,5839.5,338450,52960,37063,592200
84560,48415.3,930650,29400,10158.2,338450,55160,38257.1,592200
88240,57613.3,930650,30910,17201.4,338450,57330,40411.9,592200
91850,66799.1,930650,32410,23480.5,338450,59440,43318.6,592200
95160,69890.5,930650,33390,24727.9,338450,61770,45162.6,592200
98440,74323.6,930650,34330,26030.8,338450,64110,48292.8,592200
101710,73817.8,930650,35300,24486.5,338450,66410,49331.3,592200
105020,76230.8,930650,36270,26267.9,338450,68750,49962.9,592200
107410,78622.3,930650,36910,26459.6,338450,70500,52162.7,592200
109830,82699.6,930650,37530,27597,338450,72300,55102.6,592200
112290,90615.9,930650,38170,32044.5,338450,74120,58571.4,592200
114660,94627.9,930650,38790,35779.6,338450,75870,58848.3,592200
113640,104086.3,930650,38030,42822,338450,75610,61264.3,592200
112540,103658,930650,37260,42026.7,338450,75280,61631.3,592200
111510,97277.7,930650,36500,37698.9,338450,75010,59578.8,592200
110460,104392.3,930650,35760,41337.7,338450,74700,63054.6,592200
109510,104371.1,930650,35180,41188.2,338450,74330,63182.9,592200
108610,106117,930650,34590,44895.4,338450,74020,61221.6,592200
107690,107228.8,930650,34020,46043.3,338450,73670,61185.5,592200
106860,96962.2,930650,33470,37067.4,338450,73390,59894.8,592200
105830,88660.8,930650,32910,31772.7,338450,72920,56888.1,592200
104790,83075.8,930650,32350,27624.4,338450,72440,55451.4,592200
103770,71761,930650,31770,20189.1,338450,72000,51571.9,592200
102750,64021.9,930650,31200,17256.6,338450,71550,46765.3,592200
100190,70461.5,930650,30350,21313.2,338450,69840,49148.3,592200
97630,67194.1,930650,29490,18998.9,338450,68140,48195.2,592200
95100,66529.2,930650,28620,20374.5,338450,66480,46154.7,592200
92580,68771.6,930650,27760,20641.9,338450,64820,48129.7,592200
89930,66041.8,930650,26820,18798.2,338450,63110,47243.6,592200
87300,59424.9,930650,25890,14472.8,338450,61410,44952.1,592200
84600,56547,930650,24960,12459.1,338450,59640,44087.9,592200
50200,63122.3,930650,11440,14458,338450,38760,48664.3,592200
47710,60794.9,930650,10590,12200.1,338450,37120,48594.8,592200
45200,60075.7,930650,9770,11059.4,338450,35430,49016.3,592200
42680,58756.5,930650,8930,11132.6,338450,33750,47623.9,592200
40150,56045,930650,8090,8972.3,338450,32060,47072.7,592200
39360,62557.2,930650,7880,12299.5,338450,31480,50257.7,592200
38550,64434.4,930650,7670,13191.8,338450,30880,51242.6,592200
37730,59257.7,930650,7440,8591.9,338450,30290,50665.8,592200
36860,50829.4,930650,7240,6975.4,338450,29620,43854,592200
36300,50068.2,930650,7140,8314.6,338450,29160,41753.6,592200
35680,46560.3,930650,7030,5619,338450,28650,40941.3,592200
35020,47994.8,930650,6920,6834.8,338450,28100,41160,592200
34410,47644.1,930650,6800,6698.6,338450,27610,40945.5,592200
33790,41194.9,930650,6720,3008.7,338450,27070,38186.2,592200
33190,41016.3,930650,6640,2744,338450,26550,38272.3,592200
32620,42190.3,930650,6570,2822.3,338450,26050,39368,592200
31980,42352.8,930650,6480,2124.2,338450,25500,40228.6,592200
32330,42824.5,930650,6430,2080.8,338450,25900,40743.7,592200
32700,42517.7,930650,6380,1978.2,338450,26320,40539.5,592200
33000,42705.3,930650,6330,2677.6,338450,26670,40027.7,592200
33370,44713,930650,6300,3044.5,338450,27070,41668.5,592200
33640,48480.6,930650,6230,4170.5,338450,27410,44310.1,592200
33960,49068.7,930650,6180,5112.8,338450,27780,43955.9,592200
34250,49566.5,930650,6120,5471.5,338450,28130,44095,592200
34600,53824.1,930650,6080,9235.6,338450,28520,44588.5,592200
34930,49963.9,930650,5990,6765.5,338450,28940,43198.4,592200
35270,43605.8,930650,5950,3314,338450,29320,40291.8,592200
35580,41391.6,930650,5870,1201,338450,29710,40190.6,592200
35980,39926.3,930650,5830,1038.5,338450,30150,38887.8,592200
35440,41626.6,930650,5810,1151,338450,29630,40475.6,592200
34900,43081.9,930650,5810,1276,338450,29090,41805.9,592200
34370,43181.2,930650,5830,1338.5,338450,28540,41842.7,592200
33850,41931.5,930650,5840,1251,338450,28010,40680.5,592200
33560,40505.5,930650,5870,1176,338450,27690,39329.5,592200
33250,38966,930650,5890,1026,338450,27360,37940,592200
32910,39420.5,930650,5920,1101,338450,26990,38319.5,592200
32700,41311.8,930650,5960,1461.2,338450,26740,39850.6,592200
32470,43343.1,930650,6020,2084.4,338450,26450,41258.7,592200
32210,40130.4,930650,6060,1629.4,338450,26150,38501,592200
31940,36748.7,930650,6110,1082.1,338450,25830,35666.6,592200
31670,36280.1,930650,6150,886.7,338450,25520,35393.4,592200
30230,48374.2,930650,6100,1976,338450,24130,46398.2,592200
28830,47198.7,930650,6050,7605.9,338450,22780,39592.8,592200
27410,55472.2,930650,5990,10414.4,338450,21420,45057.8,592200
25970,43783.6,930650,5940,8041.9,338450,20030,35741.7,592200
24880,54897.5,930650,6040,11649,338450,18840,43248.5,592200
23800,57673.6,930650,6110,14312,338450,17690,43361.6,592200
22700,51801.5,930650,6210,10709.5,338450,16490,41092,592200
21620,45812.8,930650,6300,7228.5,338450,15320,38584.3,592200
20470,43289.6,930650,6460,5374.1,338450,14010,37915.5,592200
19440,44991.2,930650,6640,7205.9,338450,12800,37785.3,592200
18390,45822.9,930650,6800,8301.8,338450,11590,37521.1,592200
17380,54528,930650,7000,9576.9,338450,10380,44951.1,592200
17490,62832.1,930650,7240,13007.8,338450,10250,49824.3,592200
17670,49709,930650,7490,10053.7,338450,10180,39655.3,592200
17780,46495.2,930650,7740,8058.5,338450,10040,38436.7,592200
17890,39965,930650,8000,4653.4,338450,9890,35311.6,592200
18010,39912.2,930650,8220,4517.7,338450,9790,35394.5,592200
18180,38387.3,930650,8430,3995.1,338450,9750,34392.2,592200
18260,40531.3,930650,8640,6478.2,338450,9620,34053.1,592200
18360,41470,930650,8860,7294.6,338450,9500,34175.4,592200
18020,40678.4,930650,8590,6159.1,338450,9430,34519.3,592200
17620,41567.6,930650,8320,6379.1,338450,9300,35188.5,592200
17280,43432,930650,8090,7609.6,338450,9190,35822.4,592200
16880,44386.6,930650,7830,7208.9,338450,9050,37177.7,592200
18420,49699.4,930650,8670,10594.3,338450,9750,39105.1,592200
19930,56824.3,930650,9500,14208.2,338450,10430,42616.1,592200
21470,53178.6,930650,10330,11494.1,338450,11140,41684.5,592200
22990,50314.7,930650,11150,9798.5,338450,11840,40516.2,592200
24520,51416.6,930650,11840,11065,338450,12680,40351.6,592200
25970,53140.8,930650,12550,11783.9,338450,13420,41356.9,592200
27460,49158.9,930650,13240,9321,338450,14220,39837.9,592200
28940,46538,930650,13950,7865.5,338450,14990,38672.5,592200
30580,46089.3,930650,14910,8382.6,338450,15670,37706.7,592200
32250,45030,930650,15870,8594.7,338450,16380,36435.3,592200
33910,48145.4,930650,16840,10739.2,338450,17070,37406.2,592200
35520,48438.2,930650,17770,10867.9,338450,17750,37570.3,592200
38330,48917.6,930650,19500,12184,338450,18830,36733.6,592200
41180,44743.7,930650,21200,10020.8,338450,19980,34722.9,592200
43950,41014.6,930650,22890,8774.9,338450,21060,32239.7,592200
46750,51301.6,930650,24600,15972.6,338450,22150,35329,592200
49880,57880.1,930650,26670,20945.4,338450,23210,36934.7,592200
53020,55771.1,930650,28740,19479.7,338450,24280,36291.4,592200
56150,55307.7,930650,30810,19675.9,338450,25340,35631.8,592200
59290,59252.7,930650,32900,22482.5,338450,26390,36770.2,592200
63210,69364.8,930650,35500,30428.8,338450,27710,38936,592200
67150,61965.3,930650,38110,26055.7,338450,29040,35909.6,592200
71170,57121.9,930650,40740,22646,338450,30430,34475.9,592200
75140,64035,930650,43330,27865.2,338450,31810,36169.8,592200
78600,63532.9,930650,45750,26874.4,338450,32850,36658.5,592200
82090,65871.6,930650,48160,30494.4,338450,33930,35377.2,592200
85610,72365.6,930650,50570,36200.9,338450,35040,36164.7,592200
89080,75914.2,930650,52970,39226.4,338450,36110,36687.8,592200
92780,87336,930650,55140,47304.9,338450,37640,40031.1,592200
96510,65770.2,930650,57310,30749.4,338450,39200,35020.8,592200
100150,69137.3,930650,59460,33794.6,338450,40690,35342.7,592200
92210,82069.6,930650,55240,41765.5,338450,36970,40304.1,592200
94920,87554,930650,57210,45267.3,338450,37710,42286.7,592200
97690,86278,930650,59200,44113.5,338450,38490,42164.5,592200
100490,86065,930650,61210,43843.6,338450,39280,42221.4,592200
103180,87408.9,930650,63160,44915.9,338450,40020,42493,592200
105390,87033.7,930650,64940,44746.7,338450,40450,42287,592200
107610,91632.8,930650,66700,48286.9,338450,40910,43345.9,592200
109840,95959.8,930650,68460,51042.8,338450,41380,44917,592200
112040,92394.3,930650,70220,47159.6,338450,41820,45234.7,592200
113160,97394.1,930650,70510,51145.4,338450,42650,46248.7,592200
114280,96359.7,930650,70820,51929.1,338450,43460,44430.6,592200
115380,102133.9,930650,71110,56986.9,338450,44270,45147,592200
116480,112099.9,930650,71410,65074.9,338450,45070,47025,592200
118780,121310.4,930650,72830,72481.8,338450,45950,48828.6,592200
121120,121531.5,930650,74240,72924,338450,46880,48607.5,592200
123510,115356.9,930650,75640,68909.6,338450,47870,46447.3,592200
125790,102978.9,930650,77020,59485.2,338450,48770,43493.7,592200
128230,91328.7,930650,77790,50291.5,338450,50440,41037.2,592200
130750,90564.4,930650,78520,50290,338450,52230,40274.4,592200
133170,93062,930650,79250,52353.3,338450,53920,40708.7,592200
135690,86485.4,930650,79990,46419.2,338450,55700,40066.2,592200
136520,83482.8,930650,79990,43998.4,338450,56530,39484.4,592200
137460,84601.1,930650,79990,45548.7,338450,57470,39052.4,592200
138300,82661.7,930650,80000,44280.6,338450,58300,38381.1,592200
139110,83477.6,930650,79980,45056.3,338450,59130,38421.3,592200
141120,80776.5,930650,80620,43211,338450,60500,37565.5,592200
142980,81411.8,930650,81230,43898.4,338450,61750,37513.4,592200
144920,81611.3,930650,81850,43639.9,338450,63070,37971.4,592200
146840,86766.5,930650,82470,47173.1,338450,64370,39593.4,592200
155110,100877.1,930650,86740,57297.2,338450,68370,43579.9,592200
163420,110633.3,930650,91020,65054.2,338450,72400,45579.1,592200
171750,130795.4,930650,95280,81524.3,338450,76470,49271.1,592200
180030,138325.4,930650,99550,88329,338450,80480,49996.4,592200
186800,145121.7,930650,103010,93184.2,338450,83790,51937.5,592200
193580,149930.2,930650,106500,95585.9,338450,87080,54344.3,592200
200340,132509.9,930650,109970,81977.7,338450,90370,50532.2,592200
207160,146342.3,930650,113450,90650.2,338450,93710,55692.1,592200
213890,146594.1,930650,116740,90875.5,338450,97150,55718.6,592200
220650,143978.3,930650,120040,88094.8,338450,100610,55883.5,592200
227470,136917.5,930650,123310,82332,338450,104160,54585.5,592200
234210,142473.5,930650,126620,84976.2,338450,107590,57497.3,592200
231270,138032.5,930650,125880,79517.4,338450,105390,58515.1,592200
228380,149205.6,930650,125140,86998.1,338450,103240,62207.5,592200
225380,142490,930650,124380,80957.3,338450,101000,61532.7,592200
222480,139268.9,930650,123630,76892.2,338450,98850,62376.7,592200
221450,143166.8,930650,123290,80045.2,338450,98160,63121.6,592200
220330,149817.5,930650,122880,84782.9,338450,97450,65034.6,592200
219270,150620.7,930650,122520,85949.4,338450,96750,64671.3,592200
218160,151204.8,930650,122140,83019.1,338450,96020,68185.7,592200
217220,139054.7,930650,121910,79286.4,338450,95310,59768.3,592200
216280,141733.8,930650,121660,79985.6,338450,94620,61748.2,592200
215380,152132.5,930650,121430,83198.8,338450,93950,68933.7,592200
214520,190707.1,930650,121210,100616.2,338450,93310,90090.9,592200
219410,204882.7,930650,123590,109308.1,338450,95820,95574.6,592200
224330,211270.6,930650,125990,115560.4,338450,98340,95710.2,592200
229330,229168.4,930650,128420,124022.5,338450,100910,105145.9,592200
234270,222256.9,930650,130800,123712.3,338450,103470,98544.6,592200
240200,217584.8,930650,133790,123077.6,338450,106410,94507.2,592200
246170,204431.3,930650,136780,114641.2,338450,109390,89790.1,592200
252040,211092.2,930650,139740,115098.3,338450,112300,95993.9,592200
258010,205386.4,930650,142730,113672.6,338450,115280,91713.8,592200
261920,200547.3,930650,144070,107943.5,338450,117850,92603.8,592200
265760,203935.3,930650,145410,108990.6,338450,120350,94944.7,592200
269580,215317.3,930650,146750,114954.5,338450,122830,100362.8,592200
273500,219635.9,930650,148100,119424.9,338450,125400,100211,592200
282560,244245.4,930650,151050,131367.1,338450,131510,112878.3,592200
291740,266522.5,930650,154070,148094.7,338450,137670,118427.8,592200
300870,268751,930650,157050,159768.9,338450,143820,108982.1,592200
309990,285189.9,930650,160040,168792.5,338450,149950,116397.4,592200
319100,296676.5,930650,163080,176589.2,338450,156020,120087.3,592200
328270,319115.5,930650,166110,180785.4,338450,162160,138330.1,592200
337400,325703.2,930650,169150,184236.3,338450,168250,141466.9,592200
346500,337733.5,930650,172200,188196.6,338450,174300,149536.9,592200
353950,344770,930650,174180,186084.6,338450,179770,158685.4,592200
361410,344709.1,930650,176190,182063.4,338450,185220,162645.7,592200
368860,347372.8,930650,178170,185517.1,338450,190690,161855.7,592200
376260,372623.3,930650,180150,200281.4,338450,196110,172341.9,592200
378110,391198.3,930650,180660,203512.8,338450,197450,187685.5,592200
379910,403204.3,930650,181170,208702.1,338450,198740,194502.2,592200
381720,394411,930650,181680,208810.8,338450,200040,185600.2,592200
383570,396380.3,930650,182160,211788.5,338450,201410,184591.8,592200
384360,404264.9,930650,182120,222461.6,338450,202240,181803.3,592200
385180,396516.8,930650,182100,220939.2,338450,203080,175577.6,592200
386020,388112.4,930650,182060,212327.6,338450,203960,175784.8,592200
386820,382911.5,930650,182020,210500.3,338450,204800,172411.2,592200
387170,373080.1,930650,181970,208775.3,338450,205200,164304.8,592200
387520,368928.9,930650,181910,211240.1,338450,205610,157688.8,592200
387930,378789,930650,181870,212830.7,338450,206060,165958.3,592200
388300,367300.8,930650,181820,206547.2,338450,206480,160753.6,592200
381200,369730.9,930650,178310,203895.5,338450,202890,165835.4,592200
374070,373605.4,930650,174760,204153.4,338450,199310,169452,592200
366990,367713.8,930650,171210,196541.3,338450,195780,171172.5,592200
359840,350277.1,930650,167700,191283.9,338450,192140,158993.2,592200
352970,352511.3,930650,164220,191385.5,338450,188750,161125.8,592200
346040,342994.8,930650,160720,191483.7,338450,185320,151511.1,592200
339150,337588.3,930650,157240,189707.3,338450,181910,147881,592200
401840,337822.7,930650,190760,192347.4,338450,211080,145475.3,592200
396110,318615.6,930650,188510,179575.3,338450,207600,139040.3,592200
390350,305645.9,930650,186210,171858.1,338450,204140,133787.8,592200
384630,294062,930650,183970,167013.2,338450,200660,127048.8,592200
378860,292455.7,930650,181690,163730.4,338450,197170,128725.3,592200
376520,291186.2,930650,180810,164385.8,338450,195710,126800.4,592200
374270,302546.3,930650,179940,171867,338450,194330,130679.3,592200
371900,300456.8,930650,179080,175511.5,338450,192820,124945.3,592200
369650,316412.9,930650,178240,175415.3,338450,191410,140997.6,592200
367920,327436,930650,177630,178006.3,338450,190290,149429.7,592200
366230,306276.7,930650,177040,176046.9,338450,189190,130229.8,592200
364520,297832.7,930650,176430,177012.3,338450,188090,120820.4,592200
362850,304923.2,930650,175840,177701.4,338450,187010,127221.8,592200
362060,322473.9,930650,175720,183931.3,338450,186340,138542.6,592200
361280,333903.1,930650,175610,185710,338450,185670,148193.1,592200
360470,330729.8,930650,175480,186789.2,338450,184990,143940.6,592200
359680,335820.4,930650,175350,190126.7,338450,184330,145693.7,592200
359140,339276.1,930650,175910,189548.1,338450,183230,149728,592200
358590,339350.6,930650,176470,187867.8,338450,182120,151482.8,592200
358010,338638.3,930650,176990,188228.3,338450,181020,150410,592200
357490,344858.7,930650,177530,193336.2,338450,179960,151522.5,592200
356170,355513.9,930650,177840,198109.6,338450,178330,157404.3,592200
354790,353060.4,930650,178140,198923.7,338450,176650,154136.7,592200
353450,342590.8,930650,178450,192608.9,338450,175000,149981.9,592200
352150,355470,930650,178750,196609.4,338450,173400,158860.6,592200
351770,354274.7,930650,178820,197443.4,338450,172950,156831.3,592200
351370,359726.3,930650,178880,202702.8,338450,172490,157023.5,592200
351010,366154.2,930650,178960,203850.2,338450,172050,162304,592200
350720,366332,930650,179040,203192.7,338450,171680,163139.3,592200
352430,362773.1,930650,180350,202321.9,338450,172080,160451.2,592200
354120,359826,930650,181620,204056.6,338450,172500,155769.4,592200
355900,352985.5,930650,182950,199096.7,338450,172950,153888.8,592200
357570,354983.7,930650,184210,198932.6,338450,173360,156051.1,592200
358450,356218.7,930650,185500,199283.7,338450,172950,156935,592200
359220,362709.2,930650,186760,208019.9,338450,172460,154689.3,592200
360030,366149.4,930650,188060,208646,338450,171970,157503.4,592200
360840,359018.2,930650,189320,200497.9,338450,171520,158520.3,592200
360890,328625.8,930650,189850,184015,338450,171040,144610.8,592200
360950,318539.4,930650,190390,174349.3,338450,170560,144190.1,592200
361000,291572.6,930650,190940,156804.8,338450,170060,134767.8,592200
361020,284287.1,930650,191480,155792.9,338450,169540,128494.2,592200
356030,262348.2,930650,189550,146444.6,338450,166480,115903.6,592200
351030,261848.3,930650,187620,150185.7,338450,163410,111662.6,592200
346010,270615.2,930650,185690,158937.3,338450,160320,111677.9,592200
340980,268784.3,930650,183760,159961.7,338450,157220,108822.6,592200
337190,288839.3,930650,182130,170950.3,338450,155060,117889,592200
333450,302862.8,930650,180480,181706.7,338450,152970,121156.1,592200
329660,294815.8,930650,178870,171422.7,338450,150790,123393.1,592200
325880,296341.4,930650,177250,169278.4,338450,148630,127063,592200
322110,278851.7,930650,175900,161481,338450,146210,117370.7,592200
318380,282301.8,930650,174530,161103.1,338450,143850,121198.7,592200
314590,298200.6,930650,173190,169023.9,338450,141400,129176.7,592200
310850,303810.8,930650,171830,172385.3,338450,139020,131425.5,592200
315690,317856.9,930650,173340,182428.7,338450,142350,135428.2,592200
320590,339011.1,930650,174830,194913.8,338450,145760,144097.3,592200
325460,354084.8,930650,176320,200071.8,338450,149140,154013,592200
330340,362082.3,930650,177820,203169.1,338450,152520,158913.2,592200
334890,358676,930650,178630,203119.8,338450,156260,155556.2,592200
339500,348845.9,930650,179450,196238.3,338450,160050,152607.6,592200
344080,358184.4,930650,180280,201581.4,338450,163800,156603,592200
348640,371849,930650,181080,210212.8,338450,167560,161636.2,592200
353800,385504.9,930650,182890,214920,338450,170910,170584.9,592200
359000,397135.1,930650,184700,219398.7,338450,174300,177736.4,592200
364130,392981,930650,186510,209436.2,338450,177620,183544.8,592200
369330,395859.4,930650,188330,210973.6,338450,181000,184885.8,592200
372850,397278.5,930650,189280,213206.7,338450,183570,184071.8,592200
376280,405723.1,930650,190260,217169.6,338450,186020,188553.5,592200
379750,406285.3,930650,191210,224600.6,338450,188540,181684.7,592200
383320,405911.1,930650,192240,227076.7,338450,191080,178834.4,592200
387080,422000.6,930650,193270,233404,338450,193810,188596.6,592200
390920,417422.7,930650,194340,230725,338450,196580,186697.7,592200
394690,430807,930650,195400,238094.9,338450,199290,192712.1,592200
398470,431788.3,930650,196460,234226.1,338450,202010,197562.2,592200
403480,443205.8,930650,198310,233749.3,338450,205170,209456.5,592200
408490,444125.3,930650,200180,227846.1,338450,208310,216279.2,592200
413500,451359.4,930650,202050,230461.9,338450,211450,220897.5,592200
418530,455870.9,930650,203930,237094.6,338450,214600,218776.3,592200
413850,451782.3,930650,202010,241857.4,338450,211840,209924.9,592200
409200,456670.9,930650,200130,246796.1,338450,209070,209874.8,592200
404470,457002.5,930650,198190,245854.9,338450,206280,211147.6,592200
399810,457041.5,930650,196290,244330.3,338450,203520,212711.2,592200
395210,445532.7,930650,194520,239015.5,338450,200690,206517.2,592200
390690,432010.9,930650,192730,230454.2,338450,197960,201556.7,592200
386130,440479.1,930650,190970,236076,338450,195160,204403.1,592200
381590,445878.1,930650,189180,242255.6,338450,192410,203622.5,592200
379450,449314.6,930650,187920,240660.4,338450,191530,208654.2,592200
377380,455329.7,930650,186690,243334.9,338450,190690,211994.8,592200
375300,459282.2,930650,185400,244798.6,338450,189900,214483.6,592200
373260,461964.5,930650,184160,246306.4,338450,189100,215658.1,592200
372510,454774.5,930650,183600,243825.9,338450,188910,210948.6,592200
371850,439466.8,930650,183050,232340.8,338450,188800,207126,592200
371100,430776,930650,182470,228384,338450,188630,202392,592200
370380,407584.2,930650,181920,212623.8,338450,188460,194960.4,592200
370500,398650.8,930650,181550,210268.6,338450,188950,188382.2,592200
370700,412425.2,930650,181200,215493.6,338450,189500,196931.6,592200
370910,430025.3,930650,180840,225147,338450,190070,204878.3,592200
454390,429437.9,930650,209110,223528.4,338450,245280,205909.5,592200
454000,428080.1,930650,209340,217002.4,338450,244660,211077.7,592200
453720,419491.5,930650,209570,210303.3,338450,244150,209188.2,592200
453300,394598.9,930650,209780,201267,338450,243520,193331.9,592200
452970,394233.6,930650,210000,201382.5,338450,242970,192851.1,592200
457260,400819.9,930650,211680,204155.8,338450,245580,196664.1,592200
461530,373606.9,930650,213340,182089.9,338450,248190,191517,592200
465800,381235.9,930650,215030,187233.2,338450,250770,194002.7,592200
470030,386815.6,930650,216690,189648.8,338450,253340,197166.8,592200
473460,405833.7,930650,218280,196996.2,338450,255180,208837.5,592200
476890,427815.4,930650,219910,212432.4,338450,256980,215383,592200
480300,417781.4,930650,221500,207098.8,338450,258800,210682.6,592200
483720,381121.5,930650,223100,178416.4,338450,260620,202705.1,592200
485580,411241,930650,223590,201855.1,338450,261990,209385.9,592200
487370,406224.2,930650,224070,199854.8,338450,263300,206369.4,592200
489230,411347.6,930650,224580,201062.1,338450,264650,210285.5,592200
491030,428200.7,930650,225080,214913.8,338450,265950,213286.9,592200
492340,445754,930650,226360,222867.8,338450,265980,222886.2,592200
493750,465190.5,930650,227650,227165.3,338450,266100,238025.2,592200
495040,457530.1,930650,228910,221500.2,338450,266130,236029.9,592200
496400,431428.1,930650,230190,206166.3,338450,266210,225261.8,592200
494350,411901.5,930650,228570,195912.9,338450,265780,215988.6,592200
492430,406723.4,930650,226950,197421.9,338450,265480,209301.5,592200
490490,409296.9,930650,225380,201732.4,338450,265110,207564.5,592200
488510,396675.3,930650,223720,194814.5,338450,264790,201860.8,592200
488580,407022.9,930650,223850,202367.9,338450,264730,204655,592200
488680,417540.9,930650,224010,208218.4,338450,264670,209322.5,592200
488760,415514.5,930650,224150,206548.2,338450,264610,208966.3,592200
488830,403056.4,930650,224270,196779.5,338450,264560,206276.9,592200
487510,402492.2,930650,224270,192450.6,338450,263240,210041.6,592200
486190,402655.6,930650,224270,193040,338450,261920,209615.6,592200
484820,395415.7,930650,224260,194378.7,338450,260560,201037,592200
483560,405423.9,930650,224250,200694.2,338450,259310,204729.7,592200
480640,406867.2,930650,223120,203129.1,338450,257520,203738.1,592200
477700,405305,930650,222010,201973.1,338450,255690,203331.9,592200
474820,399869.4,930650,220890,202093.9,338450,253930,197775.5,592200
471830,390115.8,930650,219760,200740.8,338450,252070,189375,592200
469120,386193.7,930650,218820,203922.9,338450,250300,182270.8,592200
466390,366326.6,930650,217890,205309,338450,248500,161017.6,592200
463720,368363.4,930650,216930,211468.7,338450,246790,156894.7,592200
461100,360408.6,930650,216000,209633.9,338450,245100,150774.7,592200
456690,346957.9,930650,214850,206167.8,338450,241840,140790.1,592200
452340,352683.7,930650,213680,211744.4,338450,238660,140939.3,592200
448000,354459.2,930650,212570,214809.4,338450,235430,139649.8,592200
443570,342434.4,930650,211370,208708.9,338450,232200,133725.5,592200
439480,353090.1,930650,210380,214584,338450,229100,138506.1,592200
435430,351828.8,930650,209360,217301.9,338450,226070,134526.9,592200
431350,349010.5,930650,208350,219040.5,338450,223000,129970,592200
427340,338508.4,930650,207340,214765.2,338450,220000,123743.2,592200
423320,334625.5,930650,206370,212349.8,338450,216950,122275.7,592200
419310,314581.1,930650,205380,203234,338450,213930,111347.1,592200
415310,303347.2,930650,204380,195956.3,338450,210930,107390.9,592200
411300,290870.6,930650,203410,188729.5,338450,207890,102141.1,592200
407170,273521.1,930650,201820,181822.3,338450,205350,91698.8,592200
402950,253394.2,930650,200230,170402.5,338450,202720,82991.7,592200
398810,251613.7,930650,198650,170817.2,338450,200160,80796.5,592200
394600,237606.2,930650,197050,162122.8,338450,197550,75483.4,592200
389760,220808.1,930650,194360,152173.6,338450,195400,68634.5,592200
384970,218147.6,930650,191690,151607,338450,193280,66540.6,592200
380120,215526.6,930650,189010,150947.4,338450,191110,64579.2,592200
375320,227267.7,930650,186310,152508.5,338450,189010,74759.2,592200
370340,211463.3,930650,183120,143101.4,338450,187220,68361.9,592200
365410,224927.8,930650,179950,151571,338450,185460,73356.8,592200
360480,222700.5,930650,176780,153552.5,338450,183700,69148,592200
355540,228610.7,930650,173590,156598.6,338450,181950,72012.1,592200
351480,234015,930650,170520,154470.3,338450,180960,79544.7,592200
347540,223442.3,930650,167470,153935,338450,180070,69507.3,592200
343500,227306.2,930650,164430,146673.8,338450,179070,80632.4,592200
339510,220060.5,930650,161340,142278.2,338450,178170,77782.3,592200
335920,203382.7,930650,158330,128662.6,338450,177590,74720.1,592200
332320,188561.9,930650,155330,118755.2,338450,176990,69806.7,592200
328780,171833,930650,152320,105755.2,338450,176460,66077.8,592200
325200,163139.6,930650,149300,99360.6,338450,175900,63779,592200
322310,154176.3,930650,147270,92759.9,338450,175040,61416.4,592200
319470,147499.3,930650,145210,87709.4,338450,174260,59789.9,592200
316600,146747.2,930650,143160,86555.8,338450,173440,60191.4,592200
313800,133252.4,930650,141110,78837.5,338450,172690,54414.9,592200
315070,116620.8,930650,139520,64618.8,338450,175550,52002,592200
316420,105427.4,930650,137960,54514.6,338450,178460,50912.8,592200
317780,108966.2,930650,136380,57230.5,338450,181400,51735.7,592200
319120,110226.1,930650,134830,57261.4,338450,184290,52964.7,592200
321820,116873.5,930650,134060,61390.8,338450,187760,55482.7,592200
324500,125922.8,930650,133300,67691.3,338450,191200,58231.5,592200
327180,124796.1,930650,132520,64990.6,338450,194660,59805.5,592200
329850,126333.8,930650,131780,62606.1,338450,198070,63727.7,592200
332460,120658.7,930650,131630,56976.4,338450,200830,63682.3,592200
335110,118563.8,930650,131520,52914.7,338450,203590,65649.1,592200
337750,113771.5,930650,131390,46405.4,338450,206360,67366.1,592200
340390,112273.4,930650,131300,46727,338450,209090,65546.4,592200
335740,102369.2,930650,128390,43437.6,338450,207350,58931.6,592200
331150,92115.8,930650,125510,43956.7,338450,205640,48159.1,592200
326500,85912.5,930650,122620,40776.9,338450,203880,45135.6,592200
321900,87922.6,930650,119720,41222.9,338450,202180,46699.7,592200
315320,122535.5,930650,115250,49248.5,338450,200070,73287,592200
308880,132874.1,930650,110790,55382.2,338450,198090,77491.9,592200
302280,141160.2,930650,106330,59403.5,338450,195950,81756.7,592200
229310,151281.1,930650,78690,66771.3,338450,150620,84509.8,592200
