Day,Month,Year,Power exchange
1,10,2012,-383700
1,10,2012,-353581
1,10,2012,-498282
1,10,2012,-716529
1,10,2012,-828000
1,10,2012,-753439
1,10,2012,-793876
1,10,2012,-891910
1,10,2012,-1090308
1,10,2012,-1184452
1,10,2012,-1189342
1,10,2012,-1275357
1,10,2012,-1570377
1,10,2012,-1726317
1,10,2012,-1783555
1,10,2012,-1709207
1,10,2012,-1428448
1,10,2012,-1528988
1,10,2012,-1621597
1,10,2012,-1472823
1,10,2012,-703080
1,10,2012,-613516
1,10,2012,-730956
1,10,2012,-770898
1,10,2012,-835903
1,10,2012,-999476
1,10,2012,-925173
1,10,2012,-619769
1,10,2012,-506909
1,10,2012,-653222
1,10,2012,-445189
1,10,2012,-563002
1,10,2012,-509161
1,10,2012,-481441
1,10,2012,-402190
1,10,2012,-369103
1,10,2012,104197
1,10,2012,194124
1,10,2012,229871
1,10,2012,203809
1,10,2012,-422784
1,10,2012,-417618
1,10,2012,-361953
1,10,2012,-307342
1,10,2012,-259383
1,10,2012,-336123
1,10,2012,-347554
1,10,2012,-313998
1,10,2012,-249556
1,10,2012,-48571
1,10,2012,61718
1,10,2012,-35776
1,10,2012,-212127
1,10,2012,-309168
1,10,2012,-276918
1,10,2012,-279778
1,10,2012,-212851
1,10,2012,-263530
1,10,2012,-331502
1,10,2012,-429631
1,10,2012,-512061
1,10,2012,-575591
1,10,2012,-530912
1,10,2012,-484590
1,10,2012,-655479
1,10,2012,-724033
1,10,2012,-813613
1,10,2012,-875947
1,10,2012,-1160346
1,10,2012,-1342720
1,10,2012,-1265623
1,10,2012,-1284884
1,10,2012,-1027378
1,10,2012,-921662
1,10,2012,-946158
1,10,2012,-916640
1,10,2012,-828688
1,10,2012,-892959
1,10,2012,-1004143
1,10,2012,-937904
1,10,2012,-921626
1,10,2012,-806191
1,10,2012,-754526
1,10,2012,-637402
1,10,2012,-1170815
1,10,2012,-981518
1,10,2012,-949394
1,10,2012,-984948
1,10,2012,-870268
1,10,2012,-690172
1,10,2012,-622840
1,10,2012,-677940
1,10,2012,-607970
1,10,2012,-661025
1,10,2012,-566615
1,10,2012,-643521
2,10,2012,-788032
2,10,2012,-557750
2,10,2012,-609068
2,10,2012,-693396
2,10,2012,-1143855
2,10,2012,-1234211
2,10,2012,-1235652
2,10,2012,-1318776
2,10,2012,-1354720
2,10,2012,-1329295
2,10,2012,-1453434
2,10,2012,-1351949
2,10,2012,-1645814
2,10,2012,-1706810
2,10,2012,-1725809
2,10,2012,-1797016
2,10,2012,-1666733
2,10,2012,-1815465
2,10,2012,-1802484
2,10,2012,-1812935
2,10,2012,-1246034
2,10,2012,-1153084
2,10,2012,-1047770
2,10,2012,-1093761
2,10,2012,-1312157
2,10,2012,-1409207
2,10,2012,-1442460
2,10,2012,-1363521
2,10,2012,-1180966
2,10,2012,-1164960
2,10,2012,-1182733
2,10,2012,-1161761
2,10,2012,-1276771
2,10,2012,-1335751
2,10,2012,-1456971
2,10,2012,-1348582
2,10,2012,-1245982
2,10,2012,-1146814
2,10,2012,-1215483
2,10,2012,-1125801
2,10,2012,-1184498
2,10,2012,-1092570
2,10,2012,-1090241
2,10,2012,-1066783
2,10,2012,-1244503
2,10,2012,-1310205
2,10,2012,-1210553
2,10,2012,-1185586
2,10,2012,-1200844
2,10,2012,-1269921
2,10,2012,-1239624
2,10,2012,-1291464
2,10,2012,-1262023
2,10,2012,-1219994
2,10,2012,-1279097
2,10,2012,-1319946
2,10,2012,-1270040
2,10,2012,-1272228
2,10,2012,-1372579
2,10,2012,-1399565
2,10,2012,-1359818
2,10,2012,-1385197
2,10,2012,-1397326
2,10,2012,-1467308
2,10,2012,-1564903
2,10,2012,-1640566
2,10,2012,-1558899
2,10,2012,-1636501
2,10,2012,-1461429
2,10,2012,-1446787
2,10,2012,-1513637
2,10,2012,-1506627
2,10,2012,-1448127
2,10,2012,-1509473
2,10,2012,-1444945
2,10,2012,-1475686
2,10,2012,-1211499
2,10,2012,-1225306
2,10,2012,-1246642
2,10,2012,-1095605
2,10,2012,-1492845
2,10,2012,-1408534
2,10,2012,-1225554
2,10,2012,-1210058
2,10,2012,-1135562
2,10,2012,-983082
2,10,2012,-970074
2,10,2012,-850564
2,10,2012,-1026187
2,10,2012,-1012141
2,10,2012,-972546
2,10,2012,-941523
2,10,2012,-795860
2,10,2012,-902345
2,10,2012,-697742
2,10,2012,-715285
3,10,2012,-1058165
3,10,2012,-990388
3,10,2012,-834077
3,10,2012,-857459
3,10,2012,-866685
3,10,2012,-969777
3,10,2012,-936940
3,10,2012,-955129
3,10,2012,-1504144
3,10,2012,-1520150
3,10,2012,-1517439
