,HE Zakucac,HE Senj,HE Dubrovnik_HR,HE Vinodol,HE Peruca,HE Sklope,RHE Velebit,RHE Orlovac,RHE Vinodol
2014-12-31 23:00:00+00:00,0.765737111,2.515287006,0.862130919,0.423792,0.634141411,2.021748791,2.05144171,0.583187486,0.1271376
2015-01-01 00:00:00+00:00,0.765737111,2.515287006,0.862130919,0.423792,0.634141411,2.021748791,2.05144171,0.585115069,0.1271376
2015-01-01 01:00:00+00:00,0.766354641,2.511771284,0.865159993,0.424418574,0.630733519,2.035069793,2.048077886,0.587042651,0.128219865
2015-01-01 02:00:00+00:00,0.766972171,2.508255562,0.868189068,0.425045148,0.627325626,2.048390795,2.044714061,0.588970234,0.129302129
2015-01-01 03:00:00+00:00,0.767589701,2.50473984,0.871218143,0.425671723,0.623917733,2.061711798,2.041350237,0.590897817,0.130384394
2015-01-01 04:00:00+00:00,0.768207231,2.501224118,0.874247218,0.426298297,0.62050984,2.0750328,2.037986413,0.592825399,0.131466658
2015-01-01 05:00:00+00:00,0.768824761,2.497708396,0.877276292,0.426924871,0.617101948,2.088353802,2.034622589,0.594752982,0.132548923
2015-01-01 06:00:00+00:00,0.769442291,2.494192674,0.880305367,0.427551445,0.613694055,2.101674804,2.031258764,0.596680565,0.133631187
2015-01-01 07:00:00+00:00,0.770059821,2.490676952,0.883334442,0.428178019,0.610286162,2.114995806,2.02789494,0.598608147,0.134713452
2015-01-01 08:00:00+00:00,0.770677351,2.48716123,0.886363517,0.428804594,0.606878269,2.128316808,2.024531116,0.60053573,0.135795716
2015-01-01 09:00:00+00:00,0.77129488,2.483645508,0.889392591,0.429431168,0.603470377,2.141637811,2.021167291,0.602463313,0.136877981
2015-01-01 10:00:00+00:00,0.77191241,2.480129786,0.892421666,0.430057742,0.600062484,2.154958813,2.017803467,0.604390895,0.137960245
2015-01-01 11:00:00+00:00,0.77252994,2.476614064,0.895450741,0.430684316,0.596654591,2.168279815,2.014439643,0.606318478,0.13904251
2015-01-01 12:00:00+00:00,0.77314747,2.473098342,0.898479816,0.43131089,0.593246698,2.181600817,2.011075819,0.608246061,0.140124774
2015-01-01 13:00:00+00:00,0.773765,2.46958262,0.90150889,0.431937465,0.589838806,2.194921819,2.007711994,0.610173643,0.141207039
2015-01-01 14:00:00+00:00,0.77438253,2.466066898,0.904537965,0.432564039,0.586430913,2.208242821,2.00434817,0.612101226,0.142289303
2015-01-01 15:00:00+00:00,0.77500006,2.462551176,0.90756704,0.433190613,0.58302302,2.221563824,2.000984346,0.614028809,0.143371568
2015-01-01 16:00:00+00:00,0.77561759,2.459035454,0.910596115,0.433817187,0.579615127,2.234884826,1.997620521,0.615956391,0.144453832
2015-01-01 17:00:00+00:00,0.77623512,2.455519732,0.913625189,0.434443761,0.576207235,2.248205828,1.994256697,0.617883974,0.145536097
2015-01-01 18:00:00+00:00,0.77685265,2.45200401,0.916654264,0.435070335,0.572799342,2.26152683,1.990892873,0.619811557,0.146618361
2015-01-01 19:00:00+00:00,0.77747018,2.448488288,0.919683339,0.43569691,0.569391449,2.274847832,1.987529049,0.621739139,0.147700626
2015-01-01 20:00:00+00:00,0.77808771,2.444972566,0.922712413,0.436323484,0.565983556,2.288168834,1.984165224,0.623666722,0.14878289
2015-01-01 21:00:00+00:00,0.77870524,2.441456844,0.925741488,0.436950058,0.562575664,2.301489837,1.9808014,0.625594305,0.149865155
2015-01-01 22:00:00+00:00,0.77932277,2.437941122,0.928770563,0.437576632,0.559167771,2.314810839,1.977437576,0.627521887,0.150947419
2015-01-01 23:00:00+00:00,0.779940299,2.4344254,0.931799638,0.438203206,0.555759878,2.328131841,1.974073751,0.627815287,0.152029684
2015-01-02 00:00:00+00:00,0.780557829,2.417902553,0.922638755,0.438829781,0.55288558,2.322563899,1.967055918,0.628108687,0.153111948
2015-01-02 01:00:00+00:00,0.781175359,2.401379705,0.913477871,0.439456355,0.550011283,2.316995956,1.960038085,0.628402087,0.154194213
2015-01-02 02:00:00+00:00,0.781792889,2.384856858,0.904316988,0.440082929,0.547136985,2.311428014,1.953020252,0.628695487,0.155276477
2015-01-02 03:00:00+00:00,0.782410419,2.36833401,0.895156105,0.440709503,0.544262687,2.305860071,1.946002418,0.628988887,0.156358742
2015-01-02 04:00:00+00:00,0.783027949,2.351811162,0.885995222,0.441336077,0.54138839,2.300292129,1.938984585,0.629282287,0.157441006
2015-01-02 05:00:00+00:00,0.783645479,2.335288315,0.876834339,0.441962652,0.538514092,2.294724186,1.931966752,0.629575687,0.158523271
2015-01-02 06:00:00+00:00,0.784263009,2.318765467,0.867673456,0.442589226,0.535639794,2.289156244,1.924948918,0.629869087,0.159605535
2015-01-02 07:00:00+00:00,0.784880539,2.30224262,0.858512573,0.4432158,0.532765497,2.283588302,1.917931085,0.630162487,0.1606878
2015-01-02 08:00:00+00:00,0.785498069,2.285719772,0.849351689,0.443842374,0.529891199,2.278020359,1.910913252,0.630455887,0.161770065
2015-01-02 09:00:00+00:00,0.786115599,2.269196925,0.840190806,0.444468948,0.527016901,2.272452417,1.903895419,0.630749287,0.162852329
2015-01-02 10:00:00+00:00,0.786733129,2.252674077,0.831029923,0.445095523,0.524142604,2.266884474,1.896877585,0.631042687,0.163934594
2015-01-02 11:00:00+00:00,0.787350659,2.236151229,0.82186904,0.445722097,0.521268306,2.261316532,1.889859752,0.631336087,0.165016858
2015-01-02 12:00:00+00:00,0.787968189,2.219628382,0.812708157,0.446348671,0.518394009,2.25574859,1.882841919,0.631629487,0.166099123
2015-01-02 13:00:00+00:00,0.788585718,2.203105534,0.803547274,0.446975245,0.515519711,2.250180647,1.875824085,0.631922887,0.167181387
2015-01-02 14:00:00+00:00,0.789203248,2.186582687,0.794386391,0.447601819,0.512645413,2.244612705,1.868806252,0.632216287,0.168263652
2015-01-02 15:00:00+00:00,0.789820778,2.170059839,0.785225507,0.448228394,0.509771116,2.239044762,1.861788419,0.632509686,0.169345916
2015-01-02 16:00:00+00:00,0.790438308,2.153536992,0.776064624,0.448854968,0.506896818,2.23347682,1.854770586,0.632803086,0.170428181
2015-01-02 17:00:00+00:00,0.791055838,2.137014144,0.766903741,0.449481542,0.50402252,2.227908878,1.847752752,0.633096486,0.171510445
2015-01-02 18:00:00+00:00,0.791673368,2.120491296,0.757742858,0.450108116,0.501148223,2.222340935,1.840734919,0.633389886,0.17259271
2015-01-02 19:00:00+00:00,0.792290898,2.103968449,0.748581975,0.45073469,0.498273925,2.216772993,1.833717086,0.633683286,0.173674974
2015-01-02 20:00:00+00:00,0.792908428,2.087445601,0.739421092,0.451361265,0.495399627,2.21120505,1.826699253,0.633976686,0.174757239
2015-01-02 21:00:00+00:00,0.793525958,2.070922754,0.730260209,0.451987839,0.49252533,2.205637108,1.819681419,0.634270086,0.175839503
2015-01-02 22:00:00+00:00,0.794143488,2.054399906,0.721099325,0.452614413,0.489651032,2.200069166,1.812663586,0.634563486,0.176921768
2015-01-02 23:00:00+00:00,0.794761018,2.037877059,0.711938442,0.453240987,0.486776734,2.194501223,1.805645753,0.632607737,0.178004032
2015-01-03 00:00:00+00:00,0.795378548,2.019850729,0.705285263,0.453867561,0.483286134,2.181631944,1.794820434,0.630651988,0.179086297
