,Unnamed: 0,Unnamed: 0.1,Unit,PowerCapacity,Nunits,Zone,Technology,Fuel,Efficiency,MinUpTime,MinDownTime,RampUpRate,RampDownRate,StartUpCost_pu,NoLoadCost_pu,RampingCost,PartLoadMin,MinEfficiency,StartUpTime,CO2Intensity,CHPType,CHPPowerToHeat,CHPPowerLossFactor,COP,Tnominal,coef_COP_a,coef_COP_b,STOCapacity,STOSelfDischarge,STOMaxChargingPower,STOChargingEfficiency
0,0,PL_STUR_LIG,PL_STUR_LIG,582.25,16.0,PL,STUR,LIG,0.4,8,8,0.007692308,0.007692308,65.0,8.0,2.2,0.43,0.395,7.0,1.15,,,,,,,,,,,
1,1,PL_STUR_NUC,PL_STUR_NUC,1000.0,6.0,PL,STUR,NUC,0.34,24,24,0.05,0.05,300.0,12.5,2.2,0.25,0.34,12.0,0.0,,,,,,,,,,,
2,2,PL_COMC_GAS,PL_COMC_GAS,1157.3878569700605,58.0,PL,COMC,GAS,0.51,3,3,0.07,0.07,55.0,2.9,0.25,0.062171053,0.57,1.0,0.3569,,,,,,,,,,,
3,3,PL_COMC_CCS_GAS,PL_COMC_CCS_GAS,630.7708826157809,3.0,PL,COMC_CCS,GAS,0.43,3,3,0.07,0.07,55.0,2.9,0.25,0.062,0.2,1.0,0.03569,,,,,,,,,,,
4,4,PL_STUR_OIL,PL_STUR_OIL,200.0,2.0,PL,STUR,OIL,0.33,5,5,0.02,0.02,120.0,0.0,1.8,0.4,0.33,1.0,0.7246,,,,,,,,,,,
5,5,PL_HDAM_WAT,PL_HDAM_WAT,2112.0,1.0,PL,HDAM,WAT,0.89,0,0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,12672.0,0.0,0.0,0.89
6,6,PL_HPHS_WAT,PL_HPHS_WAT,1782.0,1.0,PL,HPHS,WAT,0.89,0,0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,10692.0,0.0,1782.0,0.89
7,7,PL_HROR_WAT,PL_HROR_WAT,464.00000000000006,1.0,PL,HROR,WAT,1.0,0,0,0.02,0.02,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,
8,8,PL_WTOF_WIN,PL_WTOF_WIN,39227.0,1.0,PL,WTOF,WIN,1.0,0,0,0.02,0.02,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,
9,9,PL_WTON_WIN,PL_WTON_WIN,81089.0,1.0,PL,WTON,WIN,1.0,0,0,0.02,0.02,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,
10,10,PL_PHOT_SUN,PL_PHOT_SUN,82337.0,1.0,PL,PHOT,SUN,1.0,0,0,0.02,0.02,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,
11,11,PL_BATS_OTH,PL_BATS_OTH,4039.0,1.0,PL,BATS,OTH,0.89,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.89,0.0,0.0,,,,,,,,16155.999999999998,0.0,4039.0,0.89
12,12,PL_BEVS_OTH,PL_BEVS_OTH,62695.0,1.0,PL,BEVS,OTH,0.94,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,,,,,,,,669437.76,0.0,62695.0,0.94
13,13,PL_P2HT_OTH,PL_P2HT_OTH,24607.0,1.0,PL,P2HT,OTH,1.0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.9079248740265689,5.0,0.06052839160177121,0.0,123035.0,0.03,,
14,14,PL_P2GS_HYD,PL_P2GS_HYD,14098.0,1.0,PL,P2GS,HYD,0.46,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.47,0.0,0.0,,,,,,,,70708.0,0.0,129945.0,0.72
15,15,PL_STUR_BIO_CHP,PL_STUR_BIO_CHP,176.66666666666663,33.0,PL,STUR,BIO,0.4,4,6,0.02,0.02,120.0,12.5,1.3,0.4,0.35,1.0,0.417390427,Extraction,0.45,0.23800000000000002,,,,,4711.11111111111,0.03,,
16,16,PL_ICEN_GAS_CHP,PL_ICEN_GAS_CHP,9.985915492957746,142.0,PL,ICEN,GAS,0.36,0,0,1.0,1.0,0.0,0.0,0.0,0.3,0.49,0.0,0.0076,back-pressure,0.75,0.0,,,,,159.77464788732394,0.03,,
