date,AT,BE,BG,CZ,DK,DE,EE,IE,ES,FR,HR,IT,LV,LT,LU,HU,NL,PL,PT,RO,SI,SK,FI,SE,NO,CH,UK,EL
2016-01-01 11:00:00,2.008,5.849,-0.764,0.02,4.744,3.642,-8.086,5.813,11.552,7.537999999999999,2.404,8.129,-8.228,-8.24,4.3260000000000005,-2.022,6.593,-4.699,13.638,-3.6630000000000003,2.545,-3.3569999999999998,-9.006,-2.536,-2.344,3.252,4.155,4.427
2016-01-01 12:00:00,2.338,6.36,-0.708,0.45399999999999996,4.849,3.943,-8.388,6.343,12.550999999999998,8.312000000000001,2.592,8.445,-8.424,-8.43,4.801,-1.795,6.79,-4.54,14.655,-3.739,3.134,-3.125,-9.377,-2.483,-2.461,3.7889999999999997,4.546,4.617
2016-01-01 13:00:00,1.9140000000000001,6.5329999999999995,-1.35,0.266,4.575,3.892,-8.877,6.849,13.075999999999999,8.689,2.387,8.282,-8.866,-9.048,5.063,-1.942,6.672000000000001,-4.864,15.097000000000001,-4.377,2.9019999999999997,-3.446,-9.731,-2.525,-2.661,3.6289999999999996,4.763999999999999,4.333
2016-01-01 14:00:00,0.295,6.277,-3.5239999999999996,-1.014,4.021,3.181,-9.325,7.308,13.120999999999999,8.488,1.5219999999999998,7.433,-9.214,-9.718,4.89,-2.7960000000000003,6.23,-5.79,14.911,-5.928999999999999,1.208,-4.603,-10.023,-2.6039999999999996,-2.872,2.459,4.736000000000001,2.9530000000000003
2016-01-01 15:00:00,-1.193,5.687,-5.013,-1.919,3.9810000000000003,2.34,-9.835,7.687,12.623,7.6129999999999995,0.486,5.861000000000001,-9.418,-10.045,4.052,-3.52,5.63,-6.388999999999999,14.175999999999998,-7.02,-0.258,-5.452999999999999,-10.332,-2.6319999999999997,-3.063,0.5720000000000001,4.646,1.5859999999999999
2016-01-01 16:00:00,-1.636,5.371,-5.6339999999999995,-2.076,4.255,2.101,-10.354000000000001,7.99,11.386,6.83,-0.04,5.079,-9.596,-10.211,3.833,-3.8289999999999997,5.455,-6.813,13.0,-7.523,-0.637,-5.938,-10.683,-2.65,-3.28,-0.46399999999999997,4.71,1.359
2016-01-01 17:00:00,-1.93,5.072,-6.239,-2.181,4.05,1.837,-10.842,8.158999999999999,10.432,6.632999999999999,-0.425,4.6739999999999995,-9.787,-10.317,3.71,-4.095,5.225,-7.251,11.7,-7.955,-1.015,-6.376,-11.061,-2.6919999999999997,-3.498,-0.945,4.877,1.275
2016-01-01 18:00:00,-2.267,4.803999999999999,-6.75,-2.263,3.225,1.5419999999999998,-11.299000000000001,8.165,10.027999999999999,6.571000000000001,-0.733,4.336,-9.982999999999999,-10.394,3.515,-4.351,4.98,-7.676,10.888,-8.347999999999999,-1.495,-6.803999999999999,-11.431,-2.77,-3.6689999999999996,-1.2429999999999999,5.071000000000001,1.236
2016-01-01 19:00:00,-2.6689999999999996,4.5680000000000005,-7.135,-2.4019999999999997,2.73,1.263,-11.720999999999998,8.071,9.655,6.5520000000000005,-0.982,4.026,-10.165,-10.513,3.344,-4.6339999999999995,4.796,-8.044,10.373,-8.74,-1.916,-7.232,-11.76,-2.887,-3.838,-1.473,5.281000000000001,1.248
2016-01-01 20:00:00,-3.074,4.368,-7.38,-2.6439999999999997,2.858,1.032,-12.124,7.992999999999999,9.261000000000001,6.584,-1.14,3.7039999999999997,-10.355,-10.613,3.177,-4.952,4.65,-8.352,9.981,-9.139,-2.168,-7.653,-12.072000000000001,-3.0260000000000002,-3.971,-1.6880000000000002,5.513,1.298
2016-01-01 21:00:00,-3.327,4.281000000000001,-7.567,-2.878,3.109,0.7929999999999999,-12.456,7.94,8.882,6.653,-1.117,3.4610000000000003,-10.552,-10.84,3.073,-5.266,4.52,-8.592,9.634,-9.475,-2.263,-8.124,-12.363,-3.215,-4.061,-1.807,5.691,1.3630000000000002
2016-01-01 22:00:00,-3.52,4.229,-7.744,-3.108,3.205,0.59,-12.715,7.891,8.516,6.733,-0.996,3.2910000000000004,-10.856,-11.237,2.8930000000000002,-5.611000000000001,4.492,-8.8,9.167,-9.755,-2.353,-8.617,-12.628,-3.4589999999999996,-4.087,-1.926,5.825,1.374
2016-01-01 23:00:00,-3.647,4.17,-8.017999999999999,-3.318,3.156,0.423,-12.91,7.874,8.117,6.792999999999999,-0.968,3.1689999999999996,-11.232999999999999,-11.616,2.57,-5.994,4.397,-8.995,8.783999999999999,-10.016,-2.5069999999999997,-9.039,-12.888,-3.719,-4.062,-2.09,5.961,1.39
2016-01-02 00:00:00,-3.821,4.0889999999999995,-8.377,-3.429,3.0669999999999997,0.26,-13.075,7.859,7.72,6.855,-1.048,3.0869999999999997,-11.76,-12.005,2.271,-6.379,4.213,-9.184,8.485,-10.249,-2.725,-9.352,-13.115,-3.975,-3.948,-2.3040000000000003,6.087000000000001,1.416
2016-01-02 01:00:00,-3.9930000000000003,4.06,-8.805,-3.503,2.908,0.085,-13.242,7.847,7.34,6.885,-1.159,3.057,-12.356,-12.447000000000001,2.2640000000000002,-6.746,4.0760000000000005,-9.357000000000001,8.488,-10.444,-3.032,-9.567,-13.294,-4.239,-3.812,-2.491,6.224,1.4380000000000002
2016-01-02 02:00:00,-4.093,4.086,-9.201,-3.605,2.677,-0.14,-13.414000000000001,7.819,6.966,6.832000000000001,-1.265,3.052,-12.921,-12.905999999999999,2.541,-7.082000000000001,3.969,-9.513,8.671,-10.681,-3.318,-9.696,-13.458,-4.545,-3.7230000000000003,-2.634,6.381,1.4340000000000002
2016-01-02 03:00:00,-4.197,4.088,-9.516,-3.7710000000000004,2.378,-0.382,-13.579,7.716,6.6579999999999995,6.749,-1.44,3.0839999999999996,-13.383,-13.267999999999999,2.833,-7.417000000000001,3.9139999999999997,-9.709,8.668,-10.91,-3.549,-9.927999999999999,-13.547,-4.827,-3.67,-2.617,6.529,1.385
2016-01-02 04:00:00,-4.305,4.172,-9.785,-3.969,2.009,-0.569,-13.755999999999998,7.574,6.33,6.659,-1.672,3.13,-13.714,-13.524000000000001,2.944,-7.736000000000001,3.8819999999999997,-9.939,8.543,-11.105,-3.825,-10.161,-13.604000000000001,-5.087,-3.677,-2.464,6.656000000000001,1.297
2016-01-02 05:00:00,-4.372,4.295,-10.046,-4.0889999999999995,1.545,-0.7020000000000001,-13.937999999999999,7.489,5.984,6.555,-1.834,3.1630000000000003,-13.923,-13.805,2.9560000000000004,-7.992000000000001,3.841,-10.169,8.318,-11.277999999999999,-3.986,-10.321,-13.706,-5.374,-3.7889999999999997,-2.296,6.749,1.147
2016-01-02 06:00:00,-4.418,4.546,-9.322000000000001,-4.195,1.038,-0.823,-14.112,7.346,5.622000000000001,6.468,-1.913,3.2319999999999998,-14.104000000000001,-14.158,2.9130000000000003,-8.138,3.806,-10.386,8.036,-11.094000000000001,-4.152,-10.45,-13.825,-5.6770000000000005,-3.9810000000000003,-2.189,6.843,1.777
2016-01-02 07:00:00,-3.967,4.853,-7.437,-4.02,0.493,-0.863,-14.204,7.207000000000001,5.376,6.372999999999999,-0.848,4.067,-14.102,-14.219000000000001,2.904,-7.082000000000001,3.79,-10.315999999999999,7.8,-9.859,-3.694,-9.656,-13.962,-5.955,-4.238,-2.057,6.928999999999999,3.54
2016-01-02 08:00:00,-2.759,5.114,-5.457000000000001,-3.343,0.039,-0.5379999999999999,-13.958,7.0729999999999995,5.912999999999999,6.709,0.584,5.269,-13.718,-13.26,3.042,-5.66,3.865,-9.698,8.475,-8.564,-2.528,-8.24,-13.987,-6.159,-4.548,-1.386,7.02,5.12
2016-01-02 09:00:00,-1.607,5.526,-3.952,-2.6289999999999996,-0.24,-0.124,-13.57,7.093,6.99,7.296,1.87,6.184,-13.162,-12.179,3.325,-3.927,3.998,-8.931000000000001,10.097000000000001,-7.492999999999999,-1.192,-6.824,-13.799000000000001,-6.187,-4.8660000000000005,-0.611,7.211,6.414
2016-01-02 10:00:00,-0.741,6.289,-2.908,-2.0669999999999997,-0.499,0.27699999999999997,-13.194,7.2589999999999995,8.369,8.019,2.793,6.859,-12.613,-11.501,3.807,-2.7510000000000003,4.176,-8.261000000000001,11.427999999999999,-6.767,0.051,-5.693,-13.657,-6.242999999999999,-5.14,0.086,7.499,7.257000000000001
2016-01-02 11:00:00,-0.268,7.254,-2.325,-1.754,-0.733,0.599,-12.988,7.385,9.632,8.6,3.083,7.263,-12.35,-11.199000000000002,4.569,-2.155,4.439,-7.837000000000001,12.368,-6.377999999999999,0.632,-4.986000000000001,-13.718,-6.376,-5.407,0.5670000000000001,7.787000000000001,7.724
2016-01-02 12:00:00,-0.23600000000000002,8.027999999999999,-2.231,-1.7790000000000001,-1.013,0.6990000000000001,-13.15,7.393,10.515,8.83,2.8689999999999998,7.449,-12.583,-11.54,5.309,-2.063,4.692,-7.747999999999999,12.940999999999999,-6.364,0.536,-4.766,-13.999,-6.643,-5.742000000000001,0.773,7.986000000000001,7.78
2016-01-02 13:00:00,-0.723,8.292,-2.674,-2.18,-1.3780000000000001,0.478,-13.796,7.281000000000001,10.912,8.732000000000001,2.347,7.42,-13.449000000000002,-12.654000000000002,5.746,-2.428,4.843,-8.072000000000001,13.1,-6.812,0.032,-5.122000000000001,-14.209000000000001,-7.047999999999999,-6.185,0.7070000000000001,8.054,7.282
2016-01-02 14:00:00,-1.662,7.994,-4.092,-2.95,-1.784,-0.098,-14.132,7.0089999999999995,10.809000000000001,8.312000000000001,1.7369999999999999,7.029,-14.145,-13.708,5.888999999999999,-3.509,4.7010000000000005,-8.841000000000001,12.935,-7.8839999999999995,-0.636,-6.284,-14.237,-7.462999999999999,-6.67,0.282,7.943,5.684
2016-01-02 15:00:00,-2.58,7.276,-5.494,-3.735,-2.06,-0.745,-14.244000000000002,6.457999999999999,10.085,7.419,1.26,6.172999999999999,-14.505999999999998,-14.274000000000001,5.524,-4.534,4.24,-9.541,12.489,-8.751,-1.196,-7.372999999999999,-14.198,-7.807,-7.082999999999999,-0.42,7.645,4.246
2016-01-02 16:00:00,-2.9819999999999998,6.912000000000001,-6.235,-4.262,-2.1959999999999997,-1.111,-14.228,5.612,7.989,6.4270000000000005,1.0070000000000001,5.862,-14.784,-14.614,5.247000000000001,-5.03,3.889,-10.066,11.402999999999999,-9.36,-1.557,-7.996,-14.173,-8.136000000000001,-7.437,-0.665,7.428,3.715
2016-01-02 17:00:00,-3.2689999999999997,6.687,-6.915,-4.742,-2.272,-1.386,-14.128,5.072,6.3660000000000005,5.962000000000001,0.765,5.907,-14.902000000000001,-14.857000000000001,5.192,-5.471,3.583,-10.530999999999999,10.437999999999999,-9.86,-1.903,-8.597000000000001,-14.205,-8.405,-7.757999999999999,-0.772,7.3229999999999995,3.305
2016-01-02 18:00:00,-3.543,6.525,-7.442,-5.166,-2.343,-1.617,-13.985,4.655,5.872999999999999,5.597,0.499,5.957000000000001,-14.960999999999999,-15.036,5.002,-5.857,3.295,-10.933,10.15,-10.274000000000001,-2.293,-9.152999999999999,-14.196,-8.634,-8.027000000000001,-0.981,7.202999999999999,3.0060000000000002
2016-01-02 19:00:00,-3.824,6.587999999999999,-7.747000000000001,-5.495,-2.447,-1.795,-13.856,4.311,5.48,5.271,0.213,5.976,-14.939,-15.136,4.8069999999999995,-6.193,3.216,-11.285,9.865,-10.616,-2.737,-9.634,-14.158,-8.792,-8.274,-1.227,7.117999999999999,2.843
2016-01-02 20:00:00,-4.1339999999999995,6.652,-7.9270000000000005,-5.777,-2.608,-1.925,-13.72,4.064,5.155,4.9910000000000005,-0.085,5.937,-14.873,-15.130999999999998,4.769,-6.465,3.23,-11.585999999999999,9.593,-10.921,-3.221,-10.026,-14.062999999999999,-8.96,-8.523,-1.3769999999999998,7.026,2.778
2016-01-02 21:00:00,-4.4,6.624,-8.042,-6.004,-2.741,-2.013,-13.425999999999998,4.041,4.957,4.796,-0.271,5.915,-14.732000000000001,-14.987,4.692,-6.659,3.2689999999999997,-11.862,9.394,-11.2,-3.596,-10.306,-13.922,-9.126,-8.809,-1.442,6.938,2.8280000000000003
2016-01-02 22:00:00,-4.662,6.521,-8.062999999999999,-6.202000000000001,-2.842,-2.092,-13.087,4.074,4.9030000000000005,4.664,-0.38799999999999996,5.893,-14.571,-14.782,4.558,-6.834,3.378,-12.113,9.017000000000001,-11.458,-3.9,-10.540999999999999,-13.796,-9.307,-9.07,-1.567,6.837000000000001,2.937
2016-01-02 23:00:00,-4.901,6.422000000000001,-8.081,-6.426,-2.909,-2.154,-12.652000000000001,4.2669999999999995,4.893,4.501,-0.54,5.821000000000001,-14.432,-14.616,4.44,-7.041,3.56,-12.354000000000001,8.939,-11.705,-4.224,-10.777999999999999,-13.748,-9.536,-9.27,-1.768,6.692,3.07
2016-01-03 00:00:00,-5.064,6.386,-8.116,-6.664,-2.963,-2.205,-12.11,4.538,4.876,4.342,-0.7240000000000001,5.729,-14.274000000000001,-14.555,4.43,-7.242999999999999,3.767,-12.585,8.935,-11.925,-4.57,-10.991,-13.690999999999999,-9.792,-9.445,-1.9480000000000002,6.532,3.199
2016-01-03 01:00:00,-5.212000000000001,6.294,-8.181000000000001,-6.933,-2.9739999999999998,-2.2640000000000002,-11.467,4.878,4.882,4.1930000000000005,-0.932,5.582000000000001,-14.057,-14.597000000000001,4.279,-7.431,3.969,-12.800999999999998,8.955,-12.136,-4.921,-11.21,-13.540999999999999,-10.033999999999999,-9.618,-2.164,6.358,3.3539999999999996
2016-01-03 02:00:00,-5.343999999999999,6.097,-8.232000000000001,-7.266,-2.935,-2.342,-10.758,5.273,4.939,4.074,-1.146,5.374,-13.763,-14.709000000000001,4.1160000000000005,-7.622999999999999,4.245,-13.017000000000001,9.081,-12.324000000000002,-5.254,-11.427,-13.292,-10.221,-9.789,-2.343,6.149,3.467
2016-01-03 03:00:00,-5.486000000000001,5.815,-8.371,-7.667000000000001,-2.931,-2.452,-10.027000000000001,5.656000000000001,4.933,4.012,-1.4580000000000002,5.167999999999999,-13.376,-14.806,4.067,-7.909,4.38,-13.220999999999998,9.215,-12.526,-5.566,-11.767000000000001,-13.048,-10.449000000000002,-9.982999999999999,-2.5140000000000002,5.978,3.5989999999999998
2016-01-03 04:00:00,-5.636,5.4510000000000005,-8.552,-8.071,-2.98,-2.596,-9.323,6.066,4.9,3.988,-1.828,4.968,-12.979000000000001,-14.845,3.944,-8.251,4.409,-13.397,9.488999999999999,-12.738,-5.869,-12.144,-12.823,-10.706,-10.156,-2.737,5.858,3.8089999999999997
2016-01-03 05:00:00,-5.7410000000000005,4.922,-8.689,-8.469,-3.09,-2.7489999999999997,-8.738,6.382000000000001,4.941,3.992,-2.176,4.781000000000001,-12.568,-14.812999999999999,3.7,-8.597000000000001,4.387,-13.548,9.76,-12.950999999999999,-6.125,-12.567,-12.635,-10.99,-10.296,-2.8939999999999997,5.761,4.0760000000000005
2016-01-03 06:00:00,-5.89,4.4030000000000005,-8.576,-8.795,-3.1630000000000003,-2.903,-8.26,6.635,5.052,4.001,-2.495,4.596,-12.064,-14.667,3.466,-8.916,4.345,-13.665999999999999,10.046,-12.887,-6.321000000000001,-12.914000000000001,-12.458,-11.262,-10.444,-3.0869999999999997,5.715,4.593999999999999
2016-01-03 07:00:00,-5.805,3.9130000000000003,-8.005,-8.782,-3.193,-2.9810000000000003,-7.875,6.732,5.26,4.086,-2.7430000000000003,4.987,-11.429,-14.177999999999999,3.29,-8.558,4.242,-13.404000000000002,10.311,-12.039000000000001,-6.367000000000001,-12.222000000000001,-12.275,-11.489,-10.581,-3.109,5.712000000000001,5.407
2016-01-03 08:00:00,-5.101,3.708,-7.224,-8.024,-3.13,-2.593,-7.545,6.675,6.225,4.686,-2.8480000000000003,6.102,-10.594000000000001,-13.172,3.072,-7.52,4.178,-12.505,10.806,-10.943,-6.15,-10.707,-12.089,-11.620999999999999,-10.72,-1.9080000000000001,5.767,6.114
2016-01-03 09:00:00,-4.3180000000000005,3.8480000000000003,-6.515,-7.093,-2.9339999999999997,-1.992,-7.276,6.767,7.374,5.379,-2.9360000000000004,7.042000000000001,-9.883,-12.270999999999999,2.88,-6.274,4.354,-11.475999999999999,11.698,-10.002,-5.827000000000001,-9.003,-11.797,-11.466,-10.718,-0.655,5.895,6.751
2016-01-03 10:00:00,-3.657,4.208,-6.061,-6.218999999999999,-2.7289999999999996,-1.349,-7.075,7.1579999999999995,8.591000000000001,6.0489999999999995,-3.071,7.739,-9.396,-11.824000000000002,2.843,-5.2010000000000005,4.744,-10.544,12.709000000000001,-9.357999999999999,-5.462000000000001,-7.521,-11.457,-11.24,-10.511,0.249,6.082000000000001,7.292999999999999
2016-01-03 11:00:00,-3.1830000000000003,4.633,-5.827000000000001,-5.59,-2.577,-0.8270000000000001,-7.045,7.499,9.636000000000001,6.6129999999999995,-3.237,8.105,-9.066,-11.595,2.9130000000000003,-4.506,5.196000000000001,-9.878,13.587,-9.026,-5.172000000000001,-6.555,-11.28,-11.259,-10.341,1.001,6.252999999999999,7.705
2016-01-03 12:00:00,-2.9339999999999997,4.854,-5.809,-5.3020000000000005,-2.542,-0.546,-7.317,7.787000000000001,10.449000000000002,6.89,-3.447,8.102,-8.908999999999999,-11.537,3.0380000000000003,-4.226,5.459,-9.613999999999999,14.205,-9.038,-5.018,-6.16,-11.297,-11.456,-10.299000000000001,1.3969999999999998,6.367000000000001,7.902
2016-01-03 13:00:00,-3.002,4.894,-5.952999999999999,-5.455,-2.6430000000000002,-0.597,-7.815,7.952999999999999,10.995999999999999,6.882000000000001,-3.7769999999999997,7.7829999999999995,-8.892000000000001,-11.864,3.045,-4.378,5.44,-9.868,14.622,-9.453,-5.086,-6.479,-11.387,-11.825,-10.468,1.268,6.4,7.848
2016-01-03 14:00:00,-3.634,4.8,-6.207999999999999,-6.2139999999999995,-2.883,-1.163,-8.11,7.91,11.158,6.582000000000001,-4.282,6.94,-8.915,-12.352,2.949,-5.185,5.165,-10.800999999999998,14.773,-10.341,-5.521,-8.123,-11.505999999999998,-12.195,-10.712,0.293,6.311,7.689
2016-01-03 15:00:00,-4.935,4.677,-6.396,-7.192,-3.065,-2.062,-8.433,7.587999999999999,10.919,6.144,-4.8839999999999995,5.096,-8.869,-12.485999999999999,2.833,-6.1610000000000005,4.878,-11.619000000000002,14.732000000000001,-10.898,-6.4479999999999995,-9.744,-11.765,-12.43,-10.835999999999999,-1.22,6.064,7.564
2016-01-03 16:00:00,-5.8389999999999995,4.562,-6.434,-7.742999999999999,-3.158,-2.546,-8.738999999999999,7.247999999999999,10.343,5.859,-5.372999999999999,4.095,-8.793,-12.345999999999998,2.864,-6.712000000000001,4.699,-12.117,14.347000000000001,-11.133,-7.105,-10.502,-12.249,-12.610999999999999,-10.96,-2.176,5.847,7.516
2016-01-03 17:00:00,-6.437,4.42,-6.437,-8.226,-3.263,-2.8789999999999996,-9.12,7.16,9.957,5.796,-5.8629999999999995,3.722,-8.769,-12.11,2.958,-7.235,4.415,-12.550999999999998,13.841,-11.337,-7.501,-11.163,-12.824000000000002,-12.705,-11.095,-2.435,5.871,7.374
2016-01-03 18:00:00,-6.765,4.19,-6.434,-8.589,-3.3930000000000002,-3.17,-9.578,7.13,9.946,5.757000000000001,-6.405,3.465,-8.797,-11.842,2.9930000000000003,-7.763,4.149,-12.924000000000001,13.672,-11.545,-7.885,-11.673,-13.443,-12.735999999999999,-11.237,-2.434,5.945,7.138999999999999
2016-01-03 19:00:00,-6.974,3.884,-6.444,-8.846,-3.516,-3.44,-9.997,7.138,10.006,5.697,-6.877000000000001,3.339,-8.867,-11.642999999999999,2.9139999999999997,-8.241,3.861,-13.237,13.592,-11.74,-8.177,-12.089,-14.01,-12.669,-11.386,-2.449,5.994,6.867000000000001
2016-01-03 20:00:00,-7.029,3.484,-6.461,-9.044,-3.612,-3.675,-10.413,7.162999999999999,10.048,5.622000000000001,-7.218,3.2889999999999997,-8.965,-11.532,2.6830000000000003,-8.664,3.565,-13.501,13.501,-11.867,-8.356,-12.413,-14.504000000000001,-12.493,-11.532,-2.495,6.02,6.629
2016-01-03 21:00:00,-6.968999999999999,3.0180000000000002,-6.519,-9.14,-3.654,-3.8560000000000003,-10.779000000000002,7.1739999999999995,10.096,5.593999999999999,-7.421,3.3,-9.054,-11.494000000000002,2.18,-9.081,3.286,-13.709000000000001,13.437999999999999,-11.936,-8.461,-12.544,-14.948,-12.308,-11.716,-2.545,5.99,6.502999999999999
2016-01-03 22:00:00,-6.897,2.735,-6.607,-9.144,-3.658,-4.007,-11.138,7.109,10.162,5.622999999999999,-7.593,3.307,-9.181000000000001,-11.519,1.4040000000000001,-9.382,3.0439999999999996,-13.880999999999998,13.399000000000001,-11.964,-8.481,-12.465,-15.32,-12.24,-11.922,-2.612,5.934,6.4
2016-01-03 23:00:00,-6.848,2.654,-6.742999999999999,-9.065,-3.657,-4.1339999999999995,-11.427,6.974,10.145,5.681,-7.775,3.3110000000000004,-9.367,-11.595999999999998,0.877,-9.652999999999999,2.8369999999999997,-14.005999999999998,13.35,-11.929,-8.487,-12.274000000000001,-15.645,-12.255999999999998,-12.122,-2.656,5.859,6.329
2016-01-04 00:00:00,-6.797000000000001,2.9619999999999997,-6.919,-8.935,-3.639,-4.227,-11.692,6.795,10.052,5.72,-7.843,3.3360000000000003,-9.562999999999999,-11.722999999999999,0.8690000000000001,-9.822000000000001,2.657,-14.088,13.290999999999999,-11.865,-8.47,-12.065,-15.914000000000001,-12.349,-12.345,-2.719,5.803999999999999,6.284
2016-01-04 01:00:00,-6.75,3.437,-7.13,-8.817,-3.593,-4.28,-11.905999999999999,6.636,9.927999999999999,5.721,-7.705,3.412,-9.756,-11.888,1.1840000000000002,-9.927999999999999,2.4859999999999998,-14.183,13.202,-11.797,-8.499,-11.969000000000001,-16.13,-12.499,-12.604000000000001,-2.6,5.754,6.153
2016-01-04 02:00:00,-6.6579999999999995,3.977,-7.362,-8.743,-3.5410000000000004,-4.275,-12.040999999999999,6.545,9.776,5.68,-7.422000000000001,3.5380000000000003,-9.933,-12.035,1.946,-9.947000000000001,2.292,-14.239,13.134,-11.73,-8.578,-11.97,-16.305,-12.682,-12.919,-2.676,5.71,6.021
2016-01-04 03:00:00,-6.625,4.448,-7.478,-8.661,-3.523,-4.226,-12.249,6.445,9.644,5.5760000000000005,-7.228,3.6860000000000004,-10.164,-12.253,2.858,-9.963,2.142,-14.290999999999999,13.104000000000001,-11.657,-8.707,-12.05,-16.456,-12.845,-13.219000000000001,-2.759,5.669,5.845
2016-01-04 04:00:00,-6.622999999999999,4.821000000000001,-7.535,-8.527000000000001,-3.534,-4.141,-12.488,6.369,9.555,5.468,-7.07,3.852,-10.431,-12.555,3.576,-9.988999999999999,2.0540000000000003,-14.34,13.11,-11.556,-8.749,-12.078,-16.633,-12.987,-13.489,-2.761,5.649,5.621
2016-01-04 05:00:00,-6.654,5.021,-7.585,-8.374,-3.53,-4.019,-12.686,6.343,9.505,5.376,-6.763999999999999,4.0,-10.7,-12.876,3.928,-9.939,2.008,-14.357999999999999,13.058,-11.45,-8.752,-11.908,-16.794,-13.094000000000001,-13.773,-2.907,5.614,5.393
2016-01-04 06:00:00,-6.761,4.965,-7.184,-8.24,-3.522,-3.92,-12.857999999999999,6.329,9.479,5.2829999999999995,-6.434,4.143,-10.96,-13.145,3.968,-9.791,2.033,-14.334000000000001,12.994000000000002,-11.054,-8.794,-11.622,-16.878,-13.2,-14.039000000000001,-2.845,5.586,5.92
2016-01-04 07:00:00,-6.6160000000000005,4.772,-5.577000000000001,-8.042,-3.534,-3.773,-12.915999999999999,6.296,9.448,5.218,-5.771,4.566,-11.056,-13.197000000000001,3.767,-9.252,2.126,-13.968,13.043,-9.772,-8.595,-11.030999999999999,-16.910999999999998,-13.286,-14.265999999999998,-2.552,5.556,7.111000000000001
