date,AT,BE,BG,CZ,DK,DE,EE,IE,ES,FR,HR,IT,LV,LT,LU,HU,NL,PL,PT,RO,SI,SK,FI,SE,NO,CH,UK,EL
2016-04-27 20:00:00,-3.199,2.239,7.106,1.015,3.77,2.148,5.499,3.6189999999999998,10.869000000000002,4.59,5.8870000000000005,8.152999999999999,5.149,6.105,1.268,4.872,3.886,3.9810000000000003,11.725999999999999,6.8660000000000005,-0.34,2.612,3.6639999999999997,0.8420000000000001,-1.26,-2.968,2.612,10.880999999999998
2016-04-27 21:00:00,-3.497,1.734,6.507000000000001,0.528,3.67,1.8130000000000002,4.89,3.1180000000000003,10.222999999999999,4.1739999999999995,5.107,7.697,4.434,5.275,0.888,4.246,3.611,3.4810000000000003,11.005999999999998,6.234,-1.104,2.045,3.3369999999999997,0.621,-1.665,-3.302,2.2159999999999997,10.659
2016-04-27 22:00:00,-3.949,1.198,6.138999999999999,0.016,3.603,1.5090000000000001,4.205,2.74,9.663,3.7489999999999997,4.4,7.33,3.705,4.562,0.39399999999999996,3.656,3.365,3.016,10.505999999999998,5.718999999999999,-1.5019999999999998,1.348,3.0869999999999997,0.402,-2.075,-3.6519999999999997,1.8019999999999998,10.482000000000001
2016-04-27 23:00:00,-4.551,0.667,5.849,-0.575,3.5260000000000002,1.237,3.557,2.497,9.135,3.3160000000000003,3.89,7.037999999999999,3.0869999999999997,3.924,-0.337,2.9419999999999997,3.109,2.535,10.096,5.322,-1.76,0.419,2.823,0.23800000000000002,-2.455,-3.9019999999999997,1.409,10.315
2016-04-28 00:00:00,-4.98,0.13699999999999998,5.6,-1.093,3.4619999999999997,0.9990000000000001,3.07,2.385,8.633,2.8710000000000004,3.5060000000000002,6.775,2.537,3.471,-1.065,2.2319999999999998,2.889,2.001,9.713,5.0489999999999995,-1.9340000000000002,-0.32,2.553,0.099,-2.823,-4.032,1.042,10.189
2016-04-28 01:00:00,-5.278,-0.366,5.432,-1.521,3.4139999999999997,0.8,2.674,2.522,8.18,2.436,3.208,6.604,2.169,3.0980000000000003,-1.693,1.578,2.654,1.601,9.446,4.791,-1.9769999999999999,-0.853,2.395,-0.05,-3.155,-4.106,0.752,10.113999999999999
2016-04-28 02:00:00,-5.483,-0.8320000000000001,5.319,-1.834,3.4130000000000003,0.632,2.475,2.878,7.787000000000001,2.028,3.017,6.521,1.902,2.7030000000000003,-2.0869999999999997,1.068,2.424,1.2690000000000001,9.272,4.494,-1.8780000000000001,-1.429,2.405,-0.17800000000000002,-3.43,-4.186,0.524,10.096
2016-04-28 03:00:00,-5.593,-1.215,5.352,-2.113,3.424,0.46799999999999997,3.2,3.3339999999999996,7.422999999999999,1.635,2.9019999999999997,6.444,2.472,2.82,-2.175,0.5870000000000001,2.146,1.001,9.088,4.551,-1.8359999999999999,-1.9040000000000001,2.965,-0.096,-3.5269999999999997,-4.492,0.375,10.054
2016-04-28 04:00:00,-4.743,-1.374,7.829,-1.065,3.6239999999999997,0.5770000000000001,4.156000000000001,3.765,7.071000000000001,1.304,3.325,6.6610000000000005,3.7969999999999997,3.807,-1.848,1.5519999999999998,1.9780000000000002,1.8259999999999998,8.927,6.524,-1.3780000000000001,-0.413,3.573,0.28,-3.265,-4.567,0.282,11.138
2016-04-28 05:00:00,-1.8130000000000002,0.504,10.571,0.865,4.144,1.6119999999999999,5.542999999999999,4.183,6.877999999999999,2.049,4.507,8.142999999999999,5.627999999999999,5.229,-0.521,3.423,3.4539999999999997,3.228,8.823,8.531,-0.024,1.883,4.431,0.773,-2.552,-3.0580000000000003,0.833,13.347000000000001
2016-04-28 06:00:00,1.4269999999999998,2.5,13.474,3.685,4.5169999999999995,2.995,7.428999999999999,4.755,7.928999999999999,4.0969999999999995,6.07,9.772,7.892,6.712000000000001,1.3630000000000002,6.192,5.147,5.47,9.649,11.134,1.473,5.066,5.481,1.324,-1.5930000000000002,-0.527,2.176,15.645
2016-04-28 07:00:00,3.261,4.831,15.665,5.797999999999999,4.909,4.476,9.339,5.537000000000001,9.611,6.391,7.75,11.367,9.787,7.721,3.8810000000000002,9.12,6.282,7.223,11.052999999999999,13.422,2.722,7.593,6.527,1.905,-0.593,1.31,3.41,17.855
2016-04-28 08:00:00,4.2780000000000005,6.141,17.078,6.709,5.381,5.5520000000000005,10.934000000000001,6.3870000000000005,11.689,8.173,9.196,12.647,11.103,8.231,5.31,10.867,6.716,8.415,12.918,14.988,3.766,9.056000000000001,7.438,2.469,0.10800000000000001,2.451,4.48,19.381
2016-04-28 09:00:00,4.934,6.778,17.908,7.285,5.766,6.436,12.071,7.063,13.505999999999998,9.354,10.325999999999999,13.397,11.739,8.405,6.324,11.959000000000001,6.928999999999999,9.338,14.844000000000001,15.911,4.684,10.106,8.193,2.95,0.612,3.378,5.169,20.37
2016-04-28 10:00:00,5.443,7.334,18.392,7.672000000000001,6.099,7.15,12.915999999999999,7.502999999999999,14.899000000000001,10.277000000000001,11.252,13.885,11.950999999999999,8.377,7.17,12.741,7.034,10.052999999999999,16.461,16.37,5.597,10.823,8.794,3.367,0.961,4.191,5.648,20.999000000000002
2016-04-28 11:00:00,5.847,7.728,18.691,7.941,6.367999999999999,7.671,13.439,7.723,15.94,11.027000000000001,11.859000000000002,14.386,11.804,8.429,7.749,13.298,7.115,10.485999999999999,17.725,16.542,6.402,11.132,9.256,3.696,1.2109999999999999,4.921,5.962000000000001,21.366999999999997
2016-04-28 12:00:00,6.087999999999999,8.11,18.746,8.052999999999999,6.602,8.006,13.575999999999999,7.746,16.663,11.572000000000001,12.002,14.787,11.445,8.562999999999999,8.068,13.617,7.233,10.636,18.616,16.514,6.9639999999999995,10.978,9.593,3.9360000000000004,1.368,5.459,6.12,21.346
2016-04-28 13:00:00,6.132999999999999,8.262,18.47,8.052999999999999,6.704,8.105,13.248,7.481,17.042,11.859000000000002,11.937000000000001,14.852,10.857000000000001,8.674,8.071,13.648,7.289,10.569,19.215999999999998,16.279,7.337999999999999,10.4,9.738,4.077,1.44,5.702999999999999,6.1339999999999995,20.91
2016-04-28 14:00:00,5.949,8.357999999999999,17.942999999999998,7.888999999999999,6.721,8.011000000000001,12.628,7.144,17.044,11.867,11.654000000000002,14.587,10.07,8.68,7.6579999999999995,13.370999999999999,7.324,10.317,19.442999999999998,15.87,7.476,9.555,9.693,4.081,1.4280000000000002,5.656000000000001,6.053,20.183
2016-04-28 15:00:00,5.541,8.415,17.061,7.528,6.662999999999999,7.734,11.706,6.8660000000000005,16.712,11.591,11.023,14.134,9.031,8.437000000000001,7.327999999999999,12.860999999999999,7.308,9.815,19.352,15.171,7.232,8.623,9.452,3.91,1.3019999999999998,5.34,5.931,19.201
2016-04-28 16:00:00,4.766,8.218,15.116,6.813,6.505,7.261,10.395,6.511,16.053,10.984000000000002,10.094,13.4,7.702999999999999,7.367000000000001,7.034,11.945,7.22,8.838,18.894000000000002,13.729000000000001,6.487,7.479,9.02,3.5860000000000003,1.072,4.658,5.752000000000001,17.512999999999998
2016-04-28 17:00:00,2.944,7.364,13.052999999999999,4.883,6.108,6.0760000000000005,8.825,5.949,15.017000000000001,9.894,9.008,12.183,5.726,4.692,6.192,10.206,6.834,6.946000000000001,18.01,12.107999999999999,5.126,5.454,8.502,3.095,0.706,3.332,5.473,15.489
2016-04-28 18:00:00,1.173,4.772,12.027999999999999,2.992,5.099,4.143,7.226,5.166,13.207,7.534,8.232000000000001,10.793,3.9010000000000002,3.19,3.8989999999999996,9.191,4.933,5.529,16.493,11.122,3.655,4.276,8.096,2.452,0.184,1.1420000000000001,5.082,14.814
2016-04-28 19:00:00,0.39,2.946,11.130999999999998,2.2359999999999998,4.295,3.295,5.734,4.247,11.237,5.888999999999999,7.702000000000001,10.274000000000001,2.9760000000000004,2.5789999999999997,2.6180000000000003,8.526,3.429,4.954,14.357999999999999,10.243,2.9210000000000003,3.889,7.881,1.9069999999999998,-0.419,0.441,4.563,14.4
2016-04-28 20:00:00,-0.515,2.27,10.352,1.511,3.935,2.656,4.56,3.742,10.314,5.289,7.192,9.929,2.365,1.93,1.9680000000000002,7.744,2.888,4.425,13.315999999999999,9.476,2.1719999999999997,3.4189999999999996,7.651,1.6440000000000001,-0.855,0.195,4.117,13.949000000000002
2016-04-28 21:00:00,-1.296,1.9580000000000002,9.83,0.8029999999999999,3.634,1.965,3.773,3.556,9.565,4.738,6.769,9.642000000000001,1.952,1.4,1.288,7.018,2.826,3.883,12.644,8.943999999999999,1.375,3.0039999999999996,7.4079999999999995,1.595,-1.175,-0.042,3.7060000000000004,13.565
2016-04-28 22:00:00,-1.774,2.049,9.519,0.146,3.373,1.315,3.3289999999999997,3.34,8.958,4.231,6.486000000000001,9.352,1.633,1.053,0.708,6.445,2.975,3.362,12.043,8.544,0.723,2.5610000000000004,7.114,1.6640000000000001,-1.402,-0.258,3.321,13.331
2016-04-28 23:00:00,-2.137,2.303,9.276,-0.439,3.125,0.754,3.108,3.112,8.392999999999999,3.7689999999999997,6.247000000000001,9.057,1.3419999999999999,0.779,0.33,5.933,2.99,2.832,11.448,8.216000000000001,0.259,1.881,6.75,1.81,-1.537,-0.452,2.984,13.18
2016-04-29 00:00:00,-2.459,2.573,8.971,-0.889,2.888,0.315,2.9019999999999997,2.8539999999999996,7.8839999999999995,3.363,6.007000000000001,8.792,1.113,0.418,0.233,5.45,2.844,2.3169999999999997,10.924000000000001,7.933,-0.025,1.088,6.354,1.974,-1.597,-0.581,2.67,13.056
2016-04-29 01:00:00,-2.6839999999999997,2.713,8.622,-1.265,2.735,-0.001,2.6919999999999997,2.634,7.502999999999999,3.042,5.752000000000001,8.567,0.871,0.122,0.10800000000000001,5.046,2.8139999999999996,1.8330000000000002,10.466,7.638999999999999,-0.244,0.37,5.947,2.12,-1.5830000000000002,-0.6679999999999999,2.395,12.8
2016-04-29 02:00:00,-2.81,2.782,8.35,-1.5130000000000001,2.7439999999999998,-0.215,2.668,2.4930000000000003,7.204,2.8110000000000004,5.495,8.363999999999999,0.6759999999999999,-0.109,-0.10099999999999999,4.727,2.972,1.415,9.991,7.392,-0.43,-0.049,5.6,2.238,-1.51,-0.6759999999999999,2.164,12.544
2016-04-29 03:00:00,-2.947,2.8110000000000004,8.406,-1.621,2.8080000000000003,-0.384,2.821,2.376,6.932,2.6069999999999998,5.18,8.135,1.263,0.659,-0.24100000000000002,4.4430000000000005,3.1860000000000004,1.203,9.572000000000001,7.481,-0.626,-0.16899999999999998,5.48,2.253,-1.38,-0.721,2.0069999999999997,12.218
2016-04-29 04:00:00,-2.246,2.7319999999999998,9.885,-0.581,3.199,0.109,3.301,2.253,6.725,2.414,5.185,8.167,2.5860000000000003,2.65,-0.24600000000000002,4.9510000000000005,3.4539999999999997,2.523,9.296,9.001,-0.096,1.4980000000000002,5.644,2.2769999999999997,-1.128,-0.79,1.915,12.453
2016-04-29 05:00:00,0.6920000000000001,3.1919999999999997,11.35,2.055,3.917,2.144,4.27,2.265,6.792999999999999,3.3810000000000002,5.858,9.514,4.538,4.438,1.045,5.928999999999999,3.92,4.224,9.249,10.456,2.281,3.762,6.135,2.414,-0.725,0.32299999999999995,2.178,13.215
2016-04-29 06:00:00,3.429,4.4430000000000005,12.642999999999999,4.999,4.729,4.428999999999999,5.8020000000000005,2.94,8.304,5.502000000000001,7.122000000000001,10.932,7.455,6.6,2.83,7.562,4.618,6.742000000000001,10.14,12.164000000000001,4.667,6.354,6.8839999999999995,2.707,-0.261,2.455,2.935,14.082
2016-04-29 07:00:00,5.784,6.276,13.776,7.917999999999999,5.693,7.541,7.914,3.903,10.197000000000001,7.89,8.829,12.508,9.876,8.339,5.605,9.347000000000001,5.471,8.804,11.629000000000001,13.657,7.022,8.687000000000001,7.722,3.234,0.226,4.281000000000001,3.813,15.142000000000001
2016-04-29 08:00:00,7.455,7.575,14.517000000000001,9.354,6.671,9.408999999999999,9.666,4.883,12.315999999999999,9.662,10.484000000000002,13.939,10.988,9.181000000000001,7.847,10.786,6.2620000000000005,10.072000000000001,13.194,14.630999999999998,8.873,10.331,8.458,3.918,0.657,5.614,4.624,16.157
2016-04-29 09:00:00,8.821,8.17,14.992,10.548,7.358,10.474,10.876,5.852,14.007,10.905999999999999,11.788,15.124,11.654000000000002,9.65,9.187000000000001,11.987,6.976,11.181,15.198,15.273,10.332,11.557,9.007,4.561,1.03,6.726,5.3660000000000005,17.045
2016-04-29 10:00:00,9.905,8.542,15.315999999999999,11.545,7.6610000000000005,11.251,11.572000000000001,6.626,15.282,11.923,12.686,15.972999999999999,12.099,10.057,10.091000000000001,12.946,7.723,12.130999999999998,16.844,15.628,11.454,12.417,9.366,5.112,1.317,7.644,5.968999999999999,17.794
2016-04-29 11:00:00,10.689,8.874,15.475,12.314,7.699,11.835999999999999,11.925999999999998,7.115,16.227,12.698,13.338,16.493,12.343,10.311,10.562000000000001,13.633,8.195,12.845,18.162,15.686,12.31,12.937000000000001,9.541,5.52,1.5119999999999998,8.304,6.42,18.303
2016-04-29 12:00:00,11.127,9.166,15.455,12.823,7.644,12.207,12.03,7.391,16.852,13.235,13.794,16.723,12.374,10.495999999999999,10.792,14.065,8.532,13.290999999999999,19.189,15.505999999999998,12.845,13.123,9.475,5.78,1.6269999999999998,8.701,6.721,18.49
2016-04-29 13:00:00,11.210999999999999,9.429,15.206,13.05,7.561,12.333,11.966,7.529,17.16,13.505,13.98,16.685,12.289000000000001,10.702,10.845999999999998,14.219000000000001,8.845,13.448,19.789,15.100999999999999,13.014000000000001,12.934000000000001,9.249,5.897,1.6769999999999998,8.788,6.8870000000000005,18.422
2016-04-29 14:00:00,10.918,9.593,14.69,12.964,7.441,12.202,11.659,7.564,17.081,13.482000000000001,13.867,16.387999999999998,11.902000000000001,10.843,10.568,14.107999999999999,9.189,13.31,19.933,14.505,12.78,12.431,8.901,5.835,1.649,8.605,6.973,18.207
2016-04-29 15:00:00,10.277999999999999,9.548,13.842,12.554,7.27,11.821,11.049000000000001,7.577000000000001,16.680999999999997,13.139000000000001,13.413,15.877,10.975,10.259,10.02,13.681,9.425,12.809000000000001,19.694000000000003,13.599,12.145,11.649000000000001,8.392999999999999,5.5920000000000005,1.531,8.297,6.954,17.718
2016-04-29 16:00:00,9.206,9.157,12.364,11.652999999999999,6.968,11.125,9.934,7.497999999999999,15.993,12.448,12.597000000000001,15.043,9.476,9.022,9.339,12.832,9.344,11.725999999999999,19.179000000000002,12.312000000000001,11.017000000000001,10.437999999999999,7.617000000000001,5.135,1.3230000000000002,7.724,6.814,16.602
2016-04-29 17:00:00,6.551,8.312999999999999,10.79,8.894,6.537999999999999,9.542,8.127,7.237,15.004000000000001,11.298,10.892000000000001,13.335999999999999,7.64,6.731,8.395,10.902999999999999,8.707,9.071,18.291,10.958,8.113999999999999,8.021,6.517,4.408,1.0390000000000001,6.432,6.483,14.978
2016-04-29 18:00:00,4.2669999999999995,6.999,10.193999999999999,6.1129999999999995,6.0520000000000005,7.568,6.745,6.678,13.425999999999998,9.22,9.27,11.335,6.289,4.795,6.6129999999999995,9.66,7.3660000000000005,7.001,16.767,10.238,5.568,6.494,5.599,3.44,0.693,4.33,5.706,14.187000000000001
2016-04-29 19:00:00,3.458,6.08,9.703,4.9319999999999995,5.685,6.747000000000001,5.906000000000001,5.532,11.842,7.979,8.285,10.558,5.412000000000001,3.5439999999999996,5.349,9.019,6.609,6.267,14.443,9.615,4.787,5.92,5.053999999999999,2.721,0.33299999999999996,3.7710000000000004,4.3260000000000005,13.562000000000001
2016-04-29 20:00:00,2.7569999999999997,5.768,9.257,4.03,5.437,6.268,5.245,4.437,11.06,7.522,7.416,10.011000000000001,4.663,2.513,4.71,8.315,6.4239999999999995,5.6,13.112,9.02,4.327,5.472,4.644,2.275,0.054000000000000006,3.5380000000000003,3.5439999999999996,13.029000000000002
2016-04-29 21:00:00,2.136,5.432,8.939,3.28,5.28,5.7410000000000005,4.7780000000000005,3.9010000000000002,10.46,7.104,6.789,9.535,4.058,1.723,4.154,7.5729999999999995,6.267,4.968,12.174000000000001,8.562000000000001,4.099,5.1160000000000005,4.243,1.952,-0.196,3.286,3.093,12.623
2016-04-29 22:00:00,1.635,5.038,8.645,2.641,5.237,5.182,4.359,3.384,9.994,6.6579999999999995,6.401,9.156,3.6010000000000004,1.122,3.662,6.946000000000001,6.093999999999999,4.388999999999999,11.440999999999999,8.177999999999999,3.83,4.757,3.8960000000000004,1.703,-0.39899999999999997,2.9330000000000003,2.662,12.287
2016-04-29 23:00:00,1.192,4.824,8.312000000000001,2.092,5.268,4.619,3.931,3.072,9.576,6.1979999999999995,6.12,8.836,3.154,0.672,3.395,6.369,5.875,3.846,10.767000000000001,7.84,3.3360000000000003,4.425,3.58,1.479,-0.562,2.622,2.2640000000000002,11.995999999999999
2016-04-30 00:00:00,0.8590000000000001,4.644,7.912999999999999,1.608,5.375,4.104,3.513,3.023,9.187000000000001,5.782,5.818,8.582,2.612,0.43,3.282,5.867000000000001,5.492999999999999,3.3310000000000004,10.213,7.542000000000001,2.823,4.079,3.263,1.264,-0.6890000000000001,2.314,1.8980000000000001,11.731
2016-04-30 01:00:00,0.62,4.414,7.53,1.1420000000000001,5.515,3.6439999999999997,3.029,3.051,8.82,5.414,5.516,8.374,1.931,0.37,3.073,5.442,5.185,2.855,9.655,7.247999999999999,2.443,3.8139999999999996,2.9819999999999998,1.08,-0.81,2.075,1.558,11.515
2016-04-30 02:00:00,0.44299999999999995,4.208,7.206,0.7090000000000001,5.627000000000001,3.233,2.51,3.0869999999999997,8.458,5.112,5.311,8.208,1.19,0.414,2.8360000000000003,5.141,4.95,2.44,9.163,6.955,2.234,3.57,2.799,0.897,-0.9109999999999999,1.92,1.285,11.338
2016-04-30 03:00:00,0.16399999999999998,4.045,7.071000000000001,0.282,5.6979999999999995,2.8680000000000003,3.034,3.0060000000000002,8.151,4.8580000000000005,5.037,7.992999999999999,1.743,1.155,2.648,4.94,4.766,2.275,8.647,6.897,1.906,3.241,3.0869999999999997,0.9059999999999999,-0.958,1.655,1.094,11.137
2016-04-30 04:00:00,0.6970000000000001,3.9810000000000003,8.624,1.551,5.815,3.168,4.919,2.8939999999999997,7.813,4.647,5.53,8.051,4.544,3.252,2.635,6.074,4.7410000000000005,3.551,8.137,8.351,2.239,4.093,3.8310000000000004,1.294,-0.778,1.3769999999999998,0.96,12.273
2016-04-30 05:00:00,3.701,4.249,10.185,4.688,6.112,4.895,6.256,3.072,7.585,5.196000000000001,7.233,9.662,6.395,5.144,3.554,8.172,5.332000000000001,5.178999999999999,7.773,9.932,4.996,6.375,4.805,2.045,-0.336,2.575,1.849,13.815999999999999
2016-04-30 06:00:00,6.471,4.87,12.01,7.334,6.627000000000001,6.547999999999999,8.465,4.294,8.541,6.409,9.698,11.469000000000001,9.019,8.078,4.678,11.095,6.294,7.688,8.82,11.89,7.896,9.107000000000001,6.037000000000001,3.113,0.214,4.909,3.502,15.595
2016-04-30 07:00:00,9.463,5.593,13.612,10.812999999999999,7.377000000000001,8.905,10.054,5.461,9.953,7.417999999999999,11.911,13.364,11.084000000000001,10.793,5.752999999999999,13.725999999999999,7.1610000000000005,10.011000000000001,10.716,13.512,10.561,11.606,7.279,4.254,0.7090000000000001,6.917000000000001,5.051,17.278
2016-04-30 08:00:00,11.347999999999999,6.3660000000000005,14.899000000000001,12.654000000000002,8.131,11.154000000000002,10.970999999999998,6.507999999999999,11.939,8.337,13.386,14.993,12.362,12.627,7.447,15.235999999999999,8.059,11.469000000000001,13.113,14.75,12.319,13.157,8.406,5.284,1.094,8.352,6.327000000000001,18.648
2016-04-30 09:00:00,12.642999999999999,7.202999999999999,15.86,13.889000000000001,8.66,12.464,11.652000000000001,7.287999999999999,13.753,8.984,14.497,16.209,13.187999999999999,13.623,8.347000000000001,16.279,8.822000000000001,12.515,15.464,15.595999999999998,13.652000000000001,14.334000000000001,9.461,6.145,1.4569999999999999,9.193999999999999,7.037000000000001,19.672
2016-04-30 10:00:00,13.554,7.952000000000001,16.387,14.878,9.01,13.304,12.165999999999999,7.965,15.149000000000001,9.459,15.370999999999999,16.991,13.804,14.14,9.08,17.063,9.55,13.294,17.324,16.154,14.636,15.169,10.409,6.849,1.81,9.596,7.56,20.385
2016-04-30 11:00:00,14.136,8.346,16.641,15.615,9.234,13.765999999999998,12.492,8.642000000000001,16.217,9.767000000000001,16.052,17.387999999999998,14.198,14.345,8.97,17.647000000000002,10.041,13.84,18.589000000000002,16.486,15.284,15.74,11.059000000000001,7.356,2.0909999999999997,9.583,7.9479999999999995,20.754
2016-04-30 12:00:00,14.345999999999998,8.586,16.671,16.061,9.404,13.909,12.636,9.318,16.95,9.886000000000001,16.389,17.406,14.329,14.25,8.877,17.944000000000003,10.177,14.126,19.483,16.547,15.585,16.039,11.383,7.648,2.303,9.209,8.191,20.718000000000004
2016-04-30 13:00:00,14.163,8.801,16.424,16.188,9.525,13.790999999999999,12.605,9.829,17.312,9.831,16.363,17.102999999999998,14.167,13.915,8.663,17.921,10.152000000000001,14.164000000000001,20.032,16.317999999999998,15.495,16.023,11.452,7.726,2.461,8.413,8.365,20.405
2016-04-30 14:00:00,13.6,8.838,15.884,15.982999999999999,9.551,13.457,12.39,10.12,17.291,9.6,15.988,16.487000000000002,13.693,13.302999999999999,8.074,17.594,10.047,13.923,20.22,15.841,14.985,15.654000000000002,11.280999999999999,7.5729999999999995,2.536,7.314,8.482000000000001,19.803
2016-04-30 15:00:00,12.706,8.578,15.01,15.452,9.389,12.87,11.94,10.16,16.871,9.241,15.33,15.695,12.865,12.302,7.265,16.997,9.788,13.384,20.04,15.145999999999999,14.125,14.965,10.606,7.186,2.451,6.284,8.47,18.934
2016-04-30 16:00:00,11.244000000000002,8.15,13.432,14.265,8.994,11.864,10.9,9.94,16.04,8.726,14.296,14.69,11.255,10.807,6.457000000000001,15.870999999999999,9.37,12.402000000000001,19.486,13.761,12.877,13.648,9.407,6.539,2.222,5.269,8.304,17.631
2016-04-30 17:00:00,8.252,7.496,11.194,11.26,8.3,10.285,8.831,9.475,14.705,7.992999999999999,12.136,13.074000000000002,8.913,8.984,5.62,13.190999999999999,8.707,10.272,18.469,11.807,10.298,10.759,7.897,5.523,1.8840000000000001,4.17,7.935,15.73
2016-04-30 18:00:00,5.619,6.207999999999999,10.219,8.513,6.945,8.729,7.609,8.648,12.31,6.747999999999999,10.312999999999999,11.642000000000001,7.66,7.8229999999999995,4.87,11.347999999999999,7.4670000000000005,8.322000000000001,16.329,10.901,7.689,8.976,6.64,4.228,1.41,3.11,7.0,14.797
2016-04-30 19:00:00,4.833,5.153,9.552999999999999,7.614,5.831,7.919,6.992000000000001,7.502999999999999,9.617,5.574,9.36,11.002,7.167999999999999,7.187,4.427,10.467,6.291,7.532,13.338,10.149,6.624,8.005,5.937,3.1430000000000002,0.706,2.445,5.434,13.97
2016-04-30 20:00:00,4.285,4.718999999999999,8.917,6.841,5.226,7.285,6.343999999999999,7.0920000000000005,8.474,5.039,8.68,10.589,6.608,6.5889999999999995,4.225,9.669,5.814,6.8,12.050999999999998,9.371,6.149,7.075,5.33,2.404,0.114,1.926,4.748,13.235999999999999
2016-04-30 21:00:00,3.844,4.277,8.227,6.013999999999999,4.6819999999999995,6.678999999999999,5.653,7.098,7.619,4.506,8.307,10.22,6.066,6.013999999999999,4.109,9.022,5.2989999999999995,6.107,11.102,8.615,5.9079999999999995,6.1979999999999995,4.817,1.892,-0.321,1.495,4.448,12.713
2016-04-30 22:00:00,3.6060000000000003,3.8489999999999998,7.609,5.287000000000001,4.203,6.148,4.956,7.125,6.9270000000000005,3.945,8.144,9.866,5.361000000000001,5.409,3.9789999999999996,8.479,4.793,5.542999999999999,10.319,7.895,5.754,5.475,4.409,1.555,-0.674,1.047,4.187,12.375
2016-04-30 23:00:00,3.44,3.386,7.136,4.795,3.767,5.654,4.311,7.196000000000001,6.321000000000001,3.41,8.008,9.53,4.779,4.871,3.824,8.014,4.341,5.0889999999999995,9.701,7.32,5.65,4.986000000000001,4.072,1.339,-0.955,0.655,3.957,12.083
2016-05-01 00:00:00,3.3819999999999997,2.949,6.777,4.497,3.4160000000000004,5.228,3.7539999999999996,7.322,5.754,2.92,7.917999999999999,9.263,4.303,4.555,3.6319999999999997,7.57,3.884,4.7410000000000005,9.051,6.896,5.591,4.6819999999999995,3.795,1.1540000000000001,-1.172,0.265,3.799,11.755
2016-05-01 01:00:00,3.384,2.6060000000000003,6.553,4.308,3.217,4.898,3.3,7.515,5.235,2.512,7.962999999999999,9.065,3.992,4.5280000000000005,3.378,7.025,3.5639999999999996,4.499,8.429,6.555,5.539,4.36,3.4939999999999998,0.961,-1.345,-0.11599999999999999,3.7310000000000003,11.45
2016-05-01 02:00:00,3.3510000000000004,2.399,6.422999999999999,4.138,3.2460000000000004,4.675,2.9530000000000003,7.763,4.763,2.2119999999999997,7.96,8.871,3.8089999999999997,4.499,3.043,6.587000000000001,3.397,4.346,7.8629999999999995,6.257000000000001,5.519,3.983,3.3489999999999998,0.777,-1.4169999999999998,-0.413,3.73,11.173
2016-05-01 03:00:00,3.281,2.2359999999999998,6.502999999999999,3.91,3.3739999999999997,4.468999999999999,3.6489999999999996,8.061,4.288,2.029,7.867000000000001,8.632,4.413,4.853,2.675,6.542999999999999,3.293,4.346,7.388,6.334,5.693,3.67,3.888,0.96,-1.318,-0.67,3.781,10.897
2016-05-01 04:00:00,3.595,2.267,8.16,4.743,3.977,4.605,5.437,8.372,3.852,1.9,8.001,8.572000000000001,5.643,5.654,2.432,8.37,3.2880000000000003,5.524,6.982,8.753,6.026,5.851,4.827,1.7619999999999998,-0.8540000000000001,-0.841,3.91,12.220999999999998
2016-05-01 05:00:00,4.283,3.123,9.97,6.3420000000000005,4.828,5.32,6.739,8.673,3.786,2.346,8.687000000000001,9.368,7.062,6.987,2.593,10.115,4.913,7.107,6.63,11.235,6.457999999999999,8.495,6.047999999999999,2.763,-0.037000000000000005,-0.563,4.498,14.252
2016-05-01 06:00:00,4.931,4.63,12.378,8.129,5.736000000000001,6.541,9.081,9.07,5.516,3.614,9.314,10.206,9.078,8.687999999999999,3.221,12.638,6.909,9.318,7.547000000000001,14.04,6.831,11.061,7.572,3.97,0.816,0.05,5.435,16.125
2016-05-01 07:00:00,5.672000000000001,6.556,14.147,10.270999999999999,6.955,8.285,11.508,9.602,7.851,5.362,9.934,11.077,10.899000000000001,10.395999999999999,4.4,14.828,8.425,11.287,9.816,15.841,7.185,13.054,8.913,5.092,1.568,0.6629999999999999,6.357,17.629
2016-05-01 08:00:00,6.398,8.363999999999999,15.479000000000001,11.702,8.347999999999999,10.146,12.487,10.235,10.254000000000001,7.285,10.735,12.004000000000001,11.876,11.706,6.0520000000000005,15.982000000000001,9.681000000000001,12.792,12.63,17.073,7.745,14.454,10.03,6.069,2.2030000000000003,1.4269999999999998,7.473,18.707
2016-05-01 09:00:00,7.02,9.791,16.516,12.659,9.416,11.700999999999999,13.217,11.002,12.302,8.683,11.605,12.853,12.484000000000002,12.716,7.8229999999999995,16.66,10.798,13.995999999999999,15.068,17.992,8.423,15.597000000000001,10.937999999999999,6.897,2.705,2.112,8.324,19.327
2016-05-01 10:00:00,7.459,11.005,17.299,13.479000000000001,10.181000000000001,12.939,13.818,11.825999999999999,13.982000000000001,9.761000000000001,12.402999999999999,13.377,12.898,13.3,9.505,17.141,11.774000000000001,14.797,17.029,18.595,9.103,16.277,11.603,7.606,3.08,2.6060000000000003,9.046,19.717
2016-05-01 11:00:00,7.74,12.042,17.632,13.988,10.767999999999999,13.797,14.203,12.418,15.321,10.657,13.012,13.657,13.127,13.561,10.832,17.434,12.594000000000001,15.289000000000001,18.442,18.865,9.701,16.48,11.995,8.13,3.325,2.9539999999999997,9.704,19.904
