,AT_P2HT_OTH,AT_STUR_BIO_CHP,AT_STUR_LIG_CHP,AT_COMC_GAS_CHP
2016-01-01 00:00:00,2515.693734676649,2335.3168632512557,278.74233302271176,16.101931946113
2016-01-01 01:00:00,2562.4973390427263,2378.764618846628,283.9282368929017,16.40150277301743
2016-01-01 02:00:00,2689.9071509281584,2497.0390646340297,298.0454196506411,17.217001135146152
2016-01-01 03:00:00,3001.93118003534,2786.690768603178,332.6181121185744,19.214139981175673
2016-01-01 04:00:00,3978.089687763015,3692.8580785899912,440.77782015193486,25.462133384899964
2016-01-01 05:00:00,4827.2717503123495,4481.1532368226935,534.8683630559838,30.897402230448357
2016-01-01 06:00:00,4546.450124115888,4220.46670325046,503.7529398348439,29.099977269021792
2016-01-01 07:00:00,4425.974179543948,4108.628961995706,490.40403913194734,28.32885977013817
2016-01-01 08:00:00,4288.596933395369,3981.101753442623,475.18245092037125,27.44956391709462
2016-01-01 09:00:00,4109.83316671938,3815.1554647102985,455.37517919395117,26.305369786556874
2016-01-01 10:00:00,3995.4243560467467,3708.9498399216104,442.69852528904227,25.573085543012713
2016-01-01 11:00:00,3890.9829796372596,3611.9969778986047,431.12627683797024,24.904598790383393
2016-01-01 12:00:00,3814.277072481744,3540.7909340061883,422.6271566062699,24.413635490734464
2016-01-01 13:00:00,3807.126521814705,3534.153082456896,421.8348657372132,24.36786772551296
2016-01-01 14:00:00,3841.362491675076,3565.934311086844,425.6282583830003,24.58699823778564
2016-01-01 15:00:00,4014.492491158852,3726.6507773863923,444.8113009398605,25.695132916936743
2016-01-01 16:00:00,4114.816883850953,3819.7818460931394,455.92738192086955,26.337268532014292
2016-01-01 17:00:00,4095.9654320923946,3802.282055645003,453.83861508426526,26.216608060066672
2016-01-01 18:00:00,4061.512778878476,3770.299679998409,450.02121362426425,25.996090645817578
2016-01-01 19:00:00,3951.654318630322,3668.3181425592725,437.8487448178462,25.292931343778022
2016-01-01 20:00:00,3622.512304592956,3362.77582427515,401.37935602701936,23.18622724161216
2016-01-01 21:00:00,3067.5862361599757,2847.638314646686,339.8927828253686,19.634371280027715
2016-01-01 22:00:00,2591.9662751250708,2406.1206131103804,287.19343562598425,16.590121441809107
2016-01-01 23:00:00,2434.220793743107,2259.6855849926446,269.7150188783069,15.58045680298307
2016-01-02 00:00:00,2474.5238975027846,2297.0989300886595,274.1806583220816,15.838420570595217
2016-01-02 01:00:00,2500.5258999283833,2321.236572086089,277.06171602774276,16.004848807764343
2016-01-02 02:00:00,2636.169679248588,2447.15460450601,292.0912337256081,16.87304944499662
2016-01-02 03:00:00,2962.278126336302,2749.880864557099,328.2244991174412,18.960336919492754
2016-01-02 04:00:00,3956.6380357618955,3672.944523942112,438.40094754476445,25.324830089235434
2016-01-02 05:00:00,4524.348422054129,4199.949707552645,501.3040407850319,28.95851326742803
2016-01-02 06:00:00,4245.260262686039,3940.872350113575,470.38068807760277,27.172183521812745
2016-01-02 07:00:00,4170.5045057124435,3871.4766293709667,462.0976471738271,26.693702339951507
2016-01-02 08:00:00,4030.743742674851,3741.7368036347857,446.6119620058987,25.79915056516745
2016-01-02 09:00:00,3887.08267927342,3608.3763315989904,430.6941181821211,24.879634554808025
2016-01-02 10:00:00,3800.1926545012116,3527.716377924248,421.06658368237015,24.323486862267856
2016-01-02 11:00:00,3690.3341942530583,3425.7348404851105,408.894114875952,23.620327560228297
2016-01-02 12:00:00,3638.3301894018614,3377.459556490253,403.13199946462987,23.287471085890047
2016-01-02 13:00:00,3661.515308231353,3398.9822872712934,405.700942585511,23.435869597365848
2016-01-02 14:00:00,3738.2212153868686,3470.188331163709,414.20006281721123,23.92683289701477
2016-01-02 15:00:00,3898.1335303042997,3618.634829447897,431.918567707027,24.9503665556049
2016-01-02 16:00:00,4008.425357259546,3721.018660920325,444.13905414187286,25.656299661597277
2016-01-02 17:00:00,3989.3572221474406,3703.3177234555433,442.02627849105465,25.534252287673247
2016-01-02 18:00:00,3949.7041684484034,3666.507819409466,437.6326654899217,25.280449225990342
2016-01-02 19:00:00,3845.6961587460096,3569.9572514197494,426.10843466727715,24.61473627731383
2016-01-02 20:00:00,3552.95694810448,3298.2076319320277,393.6725266643759,22.741031707184746
2016-01-02 21:00:00,2980.046161327128,2766.3749199220088,330.1932218829763,19.074062881558323
2016-01-02 22:00:00,2520.8941351617686,2340.1443916507415,279.31854456384394,16.135217593546827
2016-01-02 23:00:00,2512.0101176663557,2331.8973639682863,278.3341831810764,16.07835461251404
2016-01-03 00:00:00,2553.396638193767,2370.316444147528,282.9198666959203,16.343252890008234
2016-01-03 01:00:00,2605.834009752057,2418.9940221756765,288.7299997356703,16.67888316829931
2016-01-03 02:00:00,2758.595774002448,2560.802668910572,305.6562137564292,17.656649061667927
2016-01-03 03:00:00,3055.451968361363,2836.374081714552,338.5482892293934,19.556704769348787
2016-01-03 04:00:00,3967.472203439229,3683.001874774375,439.6013882554567,25.394175188055907
2016-01-03 05:00:00,4838.105917989683,4491.210587654956,536.068803766676,30.96674732926883
2016-01-03 06:00:00,4616.438847311456,4285.437189626874,511.50778682591505,29.547946607402025
2016-01-03 07:00:00,4543.8499238733275,4218.052939050717,503.46483406427774,29.083334445304878
2016-01-03 08:00:00,4392.388259744217,4077.4511744156935,486.6826729288018,28.113889963794715
2016-01-03 09:00:00,4207.990725876014,3906.275063250593,466.25117203282184,26.93363638187033
2016-01-03 10:00:00,4039.844443523811,3750.1849783338857,447.62033220288004,25.85740044817664
2016-01-03 11:00:00,3939.736734185257,3657.255056643784,436.5282600360848,25.216651735075505
2016-01-03 12:00:00,3879.065395192193,3600.9338919831157,429.8057920562089,24.82831918168087
2016-01-03 13:00:00,3877.5486117173677,3599.5258628665993,429.6377303567119,24.818610867846008
2016-01-03 14:00:00,3928.035833093738,3646.393117744941,435.2317840685373,25.141759028349398
2016-01-03 15:00:00,4083.8311642937815,3791.01782271287,452.4941214882901,26.13894154938775
2016-01-03 16:00:00,4193.039574481295,3892.3959191020713,464.5945638520667,26.837940145498077
2016-01-03 17:00:00,4173.104705955004,3873.8903935707094,462.38575294439323,26.710345163668418
2016-01-03 18:00:00,4123.050851285726,3827.425432725658,456.83971686099557,26.389970807117844
2016-01-03 19:00:00,3961.6217528934685,3677.570905324953,438.95315027168283,25.35672883469285
2016-01-03 20:00:00,3644.6140066547146,3383.2928199729645,403.8282550768313,23.327691243205916
2016-01-03 21:00:00,3098.5719557171474,2876.4023380269555,343.32604325794813,19.832698262654258
2016-01-03 22:00:00,2610.3843601765366,2423.2181095252263,289.2341848341609,16.708008109803906
2016-01-03 23:00:00,2785.8978765493266,2586.1471930078724,308.6813243473734,17.83139871069551
2016-01-04 00:00:00,2808.649628671725,2607.2676297556227,311.20224983982683,17.977023418218497
2016-01-04 01:00:00,2856.319966451989,2651.519973417576,316.4841889668722,18.282141853028563
2016-01-04 02:00:00,3011.6819309449393,2795.742384352214,333.69850875819725,19.276550570114093
2016-01-04 03:00:00,3262.817937705511,3028.871776644049,361.5247244320407,20.883969960772575
2016-01-04 04:00:00,4213.624493068228,3911.504885683369,466.87540120238174,26.96969583325697
2016-01-04 05:00:00,5288.157243306083,4908.992941227122,585.9351108888268,33.84734273427113
2016-01-04 06:00:00,4990.0009488258875,4632.21464632327,552.8989825305795,31.93896561473181
2016-01-04 07:00:00,4907.011224417519,4555.175338948143,543.7036066866779,31.407782157767016
2016-01-04 08:00:00,4677.110186304519,4341.758354287542,518.230254805791,29.93627916079666
2016-01-04 09:00:00,4487.945618658291,4166.157008756245,497.2705599971064,28.725513735391257
2016-01-04 10:00:00,4322.83290325574,4012.8829820725714,478.9758435661584,27.668694429367303
2016-01-04 11:00:00,4190.006007531641,3889.5798608690375,464.25844045307286,26.818523517828346
2016-01-04 12:00:00,4121.317384457353,3825.8162565924963,456.6476463472848,26.37887559130657
2016-01-04 13:00:00,4127.601201710206,3831.649520075209,457.3439019594863,26.419095748622446
2016-01-04 14:00:00,4234.8594617158,3931.2172933146035,469.2282649953384,27.105612226945095
2016-01-04 15:00:00,4396.288560108056,4081.0718207153077,487.114831584651,28.138854199370083
2016-01-04 16:00:00,4497.913052921437,4175.409771521927,498.3749654509432,28.78931122630609
2016-01-04 17:00:00,4424.457396069121,4107.22093287919,490.2359774324505,28.319151456303306
2016-01-04 18:00:00,4402.139010653816,4086.5027901647295,487.7630695684247,28.17630055273314
2016-01-04 19:00:00,4271.478948465183,3965.2111391276485,473.28575459747765,27.339998660958276
2016-01-04 20:00:00,3936.4864838820567,3654.237851394105,436.1681278228771,25.19584820542936
2016-01-04 21:00:00,3391.527849712223,3148.3531045313225,375.7859600750632,21.70778973475975
2016-01-04 22:00:00,2880.805185402761,2674.2495862984883,319.1971849730364,18.438861776362824
2016-01-04 23:00:00,2902.040154050332,2693.9619939297213,321.5500487659929,18.57477817005094
