,AT_P2HT_OTH,AT_STUR_BIO_CHP,AT_STUR_LIG_CHP,AT_COMC_GAS_CHP
2016-01-05 00:00:00,2918.5080889198784,2709.2491671947596,323.37471864624496,18.680182720258053
2016-01-05 01:00:00,2965.9617433465955,2753.300363840068,328.6326489590765,18.98391425309171
2016-01-05 02:00:00,3122.190441253733,2898.327362841287,345.94300400725695,19.983870578082882
2016-01-05 03:00:00,3366.392580700812,3125.0200506004744,373.0009376262575,21.546909105496262
2016-01-05 04:00:00,4340.600938246566,4029.3770374374812,480.9445663316935,27.782420391432876
2016-01-05 05:00:00,5494.656479236044,5100.686048090038,608.8155108346187,35.169060317789274
2016-01-05 06:00:00,5167.2479320270495,4796.752905939078,572.5381925575027,33.07345143143469
2016-01-05 07:00:00,5066.273489274309,4703.018396182395,561.3500851338521,32.42715511042792
2016-01-05 08:00:00,4822.721399887871,4476.929149473143,534.3641779574931,30.868277288943762
2016-01-05 09:00:00,4629.223165170709,4297.304863608943,512.9243068645318,29.629773824010183
2016-01-05 10:00:00,4458.2599992223995,4138.5998674758475,493.98135244981,28.535508164623174
2016-01-05 11:00:00,4319.799336306087,4010.066923839537,478.6397201671645,27.64927780169757
2016-01-05 12:00:00,4248.510512989239,3943.889555363253,470.74082029081035,27.192987051458882
2016-01-05 13:00:00,4248.943879696331,3944.291849396544,470.7888379192381,27.195760855411702
2016-01-05 14:00:00,4371.153291096644,4057.73876678446,484.32980913584527,27.977973570106595
2016-01-05 15:00:00,4538.649523388207,4213.225410651231,502.88862252314544,29.05004879787105
2016-01-05 16:00:00,4647.424566868628,4314.201213007143,514.9410472584946,29.74627359002857
2016-01-05 17:00:00,4565.5182592279925,4238.167640715242,505.865715485662,29.22202464294582
2016-01-05 18:00:00,4548.18359094426,4222.075879383622,503.9450103485546,29.11107248483307
2016-01-05 19:00:00,4418.173578816269,4101.387669396478,489.5397218202491,28.278931298987438
2016-01-05 20:00:00,4082.9644308795955,3790.213234646289,452.3980862314347,26.13339394148211
2016-01-05 21:00:00,3533.2387629317345,3279.9032534173107,391.4877245709162,22.614823627331493
2016-01-05 22:00:00,3000.8477632676063,2785.6850335199515,332.4980680475051,19.207205471293623
2016-01-05 23:00:00,2858.9201666945482,2653.9337376173185,316.77229473743824,18.298784676745473
2016-01-06 00:00:00,2876.471518331827,2670.226645965583,318.7170086887595,18.411123736834632
2016-01-06 01:00:00,2924.1418561120913,2714.478989627536,323.99894781580485,18.716242171644698
2016-01-06 02:00:00,3080.370554019228,2859.5059886287554,341.3093028639853,19.71619849663587
2016-01-06 03:00:00,3327.172893708867,3088.612440587686,368.655342253552,21.295879847766162
2016-01-06 04:00:00,4297.047584183689,3988.9464870917873,476.11879467471107,27.503653094174584
2016-01-06 05:00:00,5441.135690910021,5051.002734978663,602.8853337237997,34.82649552961616
2016-01-06 06:00:00,5111.343626812013,4744.856975644605,566.3439184903312,32.715630721521066
2016-01-06 07:00:00,5014.486167776659,4654.944259204182,555.6119785367437,32.09568553806607
2016-01-06 08:00:00,4774.83437875406,4432.475658794546,529.0582300162339,30.56177195215729
2016-01-06 09:00:00,4582.852927511724,4254.2594020468605,507.7864206227694,29.332976801058567
2016-01-06 10:00:00,4413.623228391789,4097.163582046927,489.0355367217584,28.249806357482836
2016-01-06 11:00:00,4275.379248829024,3968.8317854272636,473.7179132533269,27.364962896533648
2016-01-06 12:00:00,4205.173842279907,3903.660152034204,465.9390574480418,26.915606656177
2016-01-06 13:00:00,4207.340675815374,3905.6716222006576,466.1791455901803,26.929475675941102
2016-01-06 14:00:00,4324.566370084114,4014.492158205733,479.16791407986915,27.679789645178577
2016-01-06 15:00:00,4492.929335789864,4170.783390139086,497.8227627240248,28.757412480848675
2016-01-06 16:00:00,4600.404279149004,4270.5523103951255,509.7311345740906,29.44531586114773
2016-01-06 17:00:00,4517.847921447728,4193.915297053289,500.58377635861666,28.916906208135753
2016-01-06 18:00:00,4501.813353285276,4179.030417821541,498.80712410679234,28.81427546188146
2016-01-06 19:00:00,4370.069874328911,4056.733031701234,484.20976506477604,27.971039060224548
2016-01-06 20:00:00,4032.0438427961312,3742.943685734657,446.75601489118174,25.807471977025905
2016-01-06 21:00:00,3489.6854088688574,3239.4727030716167,386.6619529139339,22.336056330073202
2016-01-06 22:00:00,2957.294409204729,2745.2544831742584,327.6722963905228,18.928438174035335
2016-01-06 23:00:00,2365.315487315271,2195.720833699458,262.080215958305,15.139421974484886
2016-01-07 00:00:00,2400.634873943376,2228.5077974126325,265.99365267516134,15.365486996639618
2016-01-07 01:00:00,2463.9064131789987,2287.242726273043,273.00422642560335,15.770462373751158
2016-01-07 02:00:00,2607.3507932268835,2420.4020512921934,288.89806143516716,16.688591482134175
2016-01-07 03:00:00,2914.824471909585,2705.8296679117907,322.96656880460966,18.656605386659095
2016-01-07 04:00:00,3820.127523027504,3546.221903455611,423.2753945900438,24.451081844097523
2016-01-07 05:00:00,4626.839648281696,4295.092246425846,512.6602099081795,29.614517902269675
2016-01-07 06:00:00,4437.891763989013,4119.692047911194,491.7245239137087,28.405139378840687
2016-01-07 07:00:00,4428.574379786508,4111.042726195449,490.6921449025135,28.345502593855084
2016-01-07 08:00:00,4256.311113716918,3951.1308479624818,471.6051376025087,27.24291552260962
2016-01-07 09:00:00,4087.5147813040753,3794.437321995839,452.9022713299254,26.162518882986706
2016-01-07 10:00:00,3935.4030671143237,3653.2321163108795,436.048083751808,25.18891369554732
2016-01-07 11:00:00,3837.6788746647835,3562.5148118038755,425.220108541365,24.563420904186685
2016-01-07 12:00:00,3752.3056333674017,3483.2628872456494,415.760635741111,24.01698152548138
2016-01-07 13:00:00,3801.2760712689446,3528.7221130074736,421.1866277534393,24.3304213721499
2016-01-07 14:00:00,3841.579175028624,3566.13545810349,425.6522671972142,24.588385139762053
2016-01-07 15:00:00,3975.489487520455,3690.4443143902486,440.4897143813688,25.445490561183053
2016-01-07 16:00:00,4032.0438427961312,3742.943685734657,446.75601489118174,25.807471977025905
2016-01-07 17:00:00,4037.027559927704,3747.5700671174973,447.3082176181001,25.83937072248332
2016-01-07 18:00:00,3970.7224537424277,3686.0190800240534,439.9615204686643,25.414978717702045
2016-01-07 19:00:00,3820.5608897345974,3546.6241974889012,423.32341221847145,24.453855648050343
2016-01-07 20:00:00,3466.283606685819,3217.748825273931,384.06900097883886,22.186270916620987
2016-01-07 21:00:00,2897.0564369187596,2689.3356125468813,320.99784603907455,18.542879424593526
2016-01-07 22:00:00,2461.9562629970787,2285.4324031232354,272.78814709767875,15.757980255963473
2016-01-07 23:00:00,1969.8683670926284,1828.627528321892,218.2641300180424,12.608325867537753
2016-01-08 00:00:00,2003.6709702459061,1860.0064629185495,222.00950503540182,12.824682575857615
2016-01-08 01:00:00,2066.2924594208894,1918.1379507290242,228.9480523432023,13.225497247039929
2016-01-08 02:00:00,2195.435738134695,2038.0215726495885,243.25730561465247,14.052090824979926
2016-01-08 03:00:00,2524.1443854649688,2343.1615969004206,279.67867677705163,16.15602112319297
2016-01-08 04:00:00,3431.8309534719,3185.7664496273374,380.2515995188379,21.965753502371896
2016-01-08 05:00:00,4070.180113020342,3778.3455606642196,450.98156619281804,26.051566724873958
2016-01-08 06:00:00,3883.8324289702205,3605.3591263493113,430.33398596891345,24.85883102516188
2016-01-08 07:00:00,3776.1408022575342,3505.389059076627,418.40160530463373,24.16954074288642
2016-01-08 08:00:00,3643.747273240528,3382.4882319063836,403.7322198199759,23.32214363530028
2016-01-08 09:00:00,3483.618274969551,3233.84058660555,385.98970611594626,22.29722307473374
2016-01-08 10:00:00,3389.14433282321,3146.1404873482247,375.52186311871094,21.692533813019246
2016-01-08 11:00:00,3284.052906353083,3048.5841842752825,363.8775882249973,21.01988635446069
2016-01-08 12:00:00,3218.3978502284467,2987.6366382317747,356.60291751820307,20.59965505560865
2016-01-08 13:00:00,3216.2310166929806,2985.6251680653218,356.3628293760646,20.585786035844556
2016-01-08 14:00:00,3248.0834696643383,3015.193779512172,359.89212506549944,20.789660626376733
2016-01-08 15:00:00,3401.2786006218225,3157.404720280358,376.86635671468605,21.77020032369817
2016-01-08 16:00:00,3512.2204776377093,3260.391992802722,389.1588695921735,22.48029413561978
2016-01-08 17:00:00,3525.221478850508,3272.4608138014364,390.59939844500406,22.563508254204343
2016-01-08 18:00:00,3484.7016917372844,3234.8463216887767,386.1097501870155,22.30415758461579
2016-01-08 19:00:00,3375.276598196224,3133.2670782829296,373.985299009025,21.603772086529048
2016-01-08 20:00:00,3085.5709545043483,2864.333517028241,341.8855144051176,19.749484144069694
2016-01-08 21:00:00,2510.2766508379827,2330.2881878351245,278.14211266736567,16.067259396702767
2016-01-08 22:00:00,2084.7105444723547,1935.2354471438698,230.9888015513789,13.343383915034726
2016-01-08 23:00:00,1842.4585552071962,1710.3530825344897,204.146947260303,11.792827505409031
2016-01-09 00:00:00,1900.9630606647927,1764.662777028705,210.62932709804045,12.167291039039565
2016-01-09 01:00:00,1906.5968278570056,1769.8925994614813,211.25355626760037,12.20335049042621
2016-01-09 02:00:00,2074.526426855662,1925.7815373615438,229.86038728332835,13.278199522143488
2016-01-09 03:00:00,2498.5757497464633,2319.4262489362814,276.8456366998181,15.992366689976658
2016-01-09 04:00:00,3428.580703168701,3182.7492443776587,379.8914673056303,21.944949972725755
2016-01-09 05:00:00,3800.842704561852,3528.319818974184,421.1386101250117,24.327647568197087
2016-01-09 06:00:00,3596.076935460264,3338.2358882444305,398.45028069293056,23.017025200490213
2016-01-09 07:00:00,3505.286610324217,3253.955288270074,388.39058753733053,22.43591327237468
2016-01-09 08:00:00,3372.6763979536645,3130.853314083187,373.69719323845896,21.587129262812137
2016-01-09 09:00:00,3221.2147338245527,2990.251549448162,356.91503210298293,20.617684781301968
2016-01-09 10:00:00,3139.3084261839185,2914.2179771562614,347.83970033015055,20.093435834219225
2016-01-09 11:00:00,3046.784634219497,2828.328201048743,337.5879366608397,19.50122869029241
2016-01-09 12:00:00,3012.982031066219,2796.9492664520853,333.8425616434803,19.284871981972547
2016-01-09 13:00:00,3068.236286220616,2848.2417556966216,339.96480926801013,19.63853198595694
2016-01-09 14:00:00,3129.1243085672254,2904.7640673739343,346.7112860620999,20.028251441327978
2016-01-09 15:00:00,3236.1658852192727,3004.130693596684,358.57164028373813,20.71338101767422
2016-01-09 16:00:00,3387.1941826412904,3144.330164198417,375.3057837907863,21.68005169523156
2016-01-09 17:00:00,3417.5298521378218,3172.490746528751,378.6670177807243,21.874217971928875
2016-01-09 18:00:00,3385.8940825200098,3143.123282098546,375.16173090550325,21.671730283373105
2016-01-09 19:00:00,3302.470991404549,3065.6816806901284,365.918337433174,21.137773022455494
2016-01-09 20:00:00,3014.2821311874995,2798.156148551957,333.98661452876337,19.293193393831007
2016-01-09 21:00:00,2402.151657418203,2229.915826529149,266.16171437465823,15.375195310474481
2016-01-09 22:00:00,1999.9873532356135,1856.586963635581,221.60135519376655,12.801105242258659
2016-01-09 23:00:00,1797.3884176694921,1668.5145030722797,199.15311390382374,11.504351894315878
2016-01-10 00:00:00,1858.9264900767419,1725.6402557995282,205.97161714055503,11.898232055616146
2016-01-10 01:00:00,1905.080044382179,1768.4845703449646,211.08549456810346,12.193642176591345
2016-01-10 02:00:00,2064.558992592516,1916.5287745958624,228.7559818294916,13.214402031228655
2016-01-10 03:00:00,2391.5341730944165,2220.059622713532,264.98528247817995,15.307237113630421
2016-01-10 04:00:00,3268.018338190631,3033.699305043535,362.100935973173,20.9172556082064
2016-01-10 05:00:00,3874.9484114748075,3597.1120986668566,429.34962458614586,24.801968044129097
2016-01-10 06:00:00,3747.1052328822825,3478.4353588461645,415.1844241999788,23.98369587804756
2016-01-10 07:00:00,3648.5143070185545,3386.913466272579,404.2604137326805,23.352655478781287
2016-01-10 08:00:00,3512.653844344802,3260.794286836013,389.2068872206012,22.4830679395726
2016-01-10 09:00:00,3359.4587133873183,3118.583346067827,372.2326555714145,21.50252824225116
2016-01-10 10:00:00,3218.3978502284467,2987.6366382317747,356.60291751820307,20.59965505560865
2016-01-10 11:00:00,3121.5403911930925,2897.7239217913516,345.87097756461543,19.979709872153652
2016-01-10 12:00:00,3105.7225063841865,2883.0401895762484,344.1183341270049,19.878466027875767
2016-01-10 13:00:00,3124.573958142746,2900.5399800243845,346.2071009636092,19.999126499823383
2016-01-10 14:00:00,3170.5108290946364,2943.183147553176,351.2969695769438,20.293149718822175
2016-01-10 15:00:00,3289.253306838202,3053.4117126747683,364.4537997661295,21.053172001894517
2016-01-10 16:00:00,3401.9286506824624,3158.0081613302937,376.9383831573276,21.7743610296274
2016-01-10 17:00:00,3419.6966856732884,3174.502216695204,378.90710592286274,21.88808699169297
2016-01-10 18:00:00,3384.59398239873,3141.9163999986745,375.0176780202202,21.663408871514648
2016-01-10 19:00:00,3250.6836699068986,3017.6075437119157,360.1802308360656,20.80630345009365
2016-01-10 20:00:00,2960.761342861476,2748.472835440582,328.05643741794427,18.950628605657887
2016-01-10 21:00:00,2345.3806187889795,2177.215308168096,259.8714050506315,15.011826992655221
2016-01-10 22:00:00,1918.0810455949781,1780.5533913436793,212.52602342093405,12.276856295175909
2016-01-10 23:00:00,1763.5858145162142,1637.1355684756218,195.4077388864643,11.287995185996014
2016-01-11 00:00:00,1838.5582548433563,1706.7324362348754,203.71478860445382,11.767863269833661
2016-01-11 01:00:00,1881.4615588455936,1746.5595455306332,208.46853381879464,12.04246986116272
2016-01-11 02:00:00,2027.5061391360382,1882.132634749526,224.6504745989245,12.977241793262648
2016-01-11 03:00:00,2348.847552445726,2180.4336604344194,260.255546078053,15.034017424277772
2016-01-11 04:00:00,3211.0306162078605,2980.7976396658364,355.78661783493243,20.55250038841073
2016-01-11 05:00:00,3809.2933553501707,3536.1645526233483,422.0749538793516,24.381736745277053
2016-01-11 06:00:00,3707.6688625367906,3441.8266018167296,410.81482001305943,23.731279718341046
2016-01-11 07:00:00,3599.3271857634636,3341.253093494109,398.8104129061382,23.037828730136354
2016-01-11 08:00:00,3463.033356382619,3214.731620024252,383.7088687656312,22.16546738697485
2016-01-11 09:00:00,3300.737524576175,3064.0725045569666,365.7262669194632,21.12667780664422
2016-01-11 10:00:00,3160.760078185037,2934.13153180414,350.2165729373209,20.23073912988375
2016-01-11 11:00:00,3074.5201034734687,2854.075019179334,340.6610648802116,19.678752143272817
2016-01-11 12:00:00,3049.8182011691506,2831.1442592817766,337.92406005983355,19.520645317962146
2016-01-11 13:00:00,3072.5699532915487,2852.2646960295265,340.444985552287,19.66627002548513
2016-01-11 14:00:00,3122.407124607279,2898.528509857933,345.96701282147086,19.985257480059293
2016-01-11 15:00:00,3248.5168363714315,3015.596073545463,359.9401426939271,20.792434430329553
2016-01-11 16:00:00,3329.1230438907874,3090.422763737493,368.87142158147657,21.308361965553846
2016-01-11 17:00:00,3329.55641059788,3090.825057770783,368.9194392099042,21.311135769506663
2016-01-11 18:00:00,3296.8372242123355,3060.451858257352,365.294108263614,21.10171357106885
2016-01-11 19:00:00,3203.2300154801815,2973.5563470666075,354.92230052323407,20.502571917259992
2016-01-11 20:00:00,2900.9567372825995,2692.956258846495,321.4300046949237,18.567843660168894
2016-01-11 21:00:00,2293.5932972913292,2129.141171189883,254.13329845352314,14.68035742029338
2016-01-11 22:00:00,1875.1777415927406,1740.7262820479211,207.7722782065932,12.002249703846848
2016-01-11 23:00:00,1720.8991938675235,1597.5096061965094,190.67800248633733,11.014775496643365
2016-01-12 00:00:00,1790.6712337095455,1662.278945556277,198.4088406631946,11.461357933047188
2016-01-12 01:00:00,1834.6579544795163,1703.111789935261,203.28262994860464,11.742899034258294
2016-01-12 02:00:00,1976.8022344061212,1835.0642328545398,219.03241207288536,12.652706730782853
2016-01-12 03:00:00,2287.5261633920227,2123.509054723816,253.46105165553553,14.641524164953916
2016-01-12 04:00:00,3119.8069243647196,2896.1147456581893,345.6789070509047,19.968614656342375
2016-01-12 05:00:00,3702.9018287587646,3437.401367450535,410.28662610035497,23.700767874860045
2016-01-12 06:00:00,3600.1939191776505,3342.05768156069,398.9064481629935,23.04337633804199
2016-01-12 07:00:00,3502.0363600210167,3250.938083020396,388.0304553241229,22.41510974272854
2016-01-12 08:00:00,3366.392580700812,3125.0200506004744,373.0009376262575,21.546909105496262
2016-01-12 09:00:00,3211.0306162078605,2980.7976396658364,355.78661783493243,20.55250038841073
2016-01-12 10:00:00,3075.3868368876556,2854.879607245915,340.75710013706697,19.684299751178454
2016-01-12 11:00:00,2993.913895954114,2779.2483289873044,331.7297859926622,19.162824608048524
2016-01-12 12:00:00,2968.561943589155,2755.714128039811,328.9207547296426,19.000557076808626
2016-01-12 13:00:00,2989.1468621760873,2774.823094621109,331.2015920799576,19.132312764567516
2016-01-12 14:00:00,3036.817199956351,2819.075438283062,336.483531207003,19.43743119937758
2016-01-12 15:00:00,3161.4101282456772,2934.7349728540757,350.2885993799625,20.234899835812982
2016-01-12 16:00:00,3237.2493019870058,3005.1364286799108,358.69168435480736,20.720315527556266
2016-01-12 17:00:00,3238.9827688153787,3006.745604813072,358.88375486851805,20.73141074336754
2016-01-12 18:00:00,3206.480265783381,2976.573552316286,355.2824327364417,20.523375446906133
2016-01-12 19:00:00,3113.739790465413,2890.4826291921227,345.0066602529171,19.929781401002916
2016-01-12 20:00:00,2819.0504296419645,2616.922686554594,312.35467292209125,18.043594713086144
2016-01-12 21:00:00,2233.7886917124524,2073.624594595796,247.5068657305026,14.297572474804388
2016-01-12 22:00:00,1828.3741372266636,1697.2785264525492,202.58637433640322,11.702678876942421
2016-01-12 23:00:00,1601.073299356224,1486.2753059916909,177.40112822608245,10.247818703688974
2016-01-13 00:00:00,1668.2451389556866,1548.6308811517154,184.8438606323736,10.677758316375883
2016-01-13 01:00:00,1707.0314592405375,1584.6361971312137,189.14143837665142,10.926013770153164
2016-01-13 02:00:00,1840.2917216717294,1708.3416123680374,203.90685911816456,11.778958485644937
2016-01-13 03:00:00,2131.9475155455257,1979.0854967725325,236.22272304999657,13.645728545891973
2016-01-13 04:00:00,2915.9078886773177,2706.8354029950165,323.08661287567884,18.66353989654114
2016-01-13 05:00:00,3459.783106079419,3211.7144147745735,383.3487365524236,22.144663857328705
2016-01-13 06:00:00,3366.392580700812,3125.0200506004744,373.0009376262575,21.546909105496262
2016-01-13 07:00:00,3269.9684883725504,3035.5096281933415,362.3170153010975,20.929737725994084
2016-01-13 08:00:00,3146.4589768509572,2920.8558287055544,348.63199119920733,20.139203599440734
2016-01-13 09:00:00,2998.68092973214,2783.6735633534995,332.2579799053667,19.19333645152953
2016-01-13 10:00:00,2872.1378512608944,2666.203705632678,318.2368324044827,18.383385697306448
2016-01-13 11:00:00,2793.9151606305522,2593.5896326237457,309.5696504732855,17.882714083822655
2016-01-13 12:00:00,2772.246825275887,2573.4749309592216,307.1687690519012,17.744023886181715
2016-01-13 13:00:00,2793.4817939234595,2593.1873385904555,309.52163284485783,17.87994027986984
