,WTON,WTOF,PHOT,HROR
2030-01-01 00:00:00,0.19919999999999996,0.19919999999999996,0.0,0
2030-01-01 01:00:00,0.2001,0.2001,0.0,0
2030-01-01 02:00:00,0.1894,0.1894,0.0,0
2030-01-01 03:00:00,0.1792,0.1792,0.0,0
2030-01-01 04:00:00,0.1692,0.1692,0.0,0
2030-01-01 05:00:00,0.1532,0.1532,0.0,0
2030-01-01 06:00:00,0.1342,0.1342,0.0017,0
2030-01-01 07:00:00,0.1141,0.1141,0.065,0
2030-01-01 08:00:00,0.1053,0.1053,0.151,0
2030-01-01 09:00:00,0.1164,0.1164,0.2227,0
2030-01-01 10:00:00,0.1197,0.1197,0.2586,0
2030-01-01 11:00:00,0.1246,0.1246,0.2427,0
2030-01-01 12:00:00,0.1257,0.1257,0.1772,0
2030-01-01 13:00:00,0.1296,0.1296,0.0954,0
2030-01-01 14:00:00,0.1473,0.1473,0.0189,0
2030-01-01 15:00:00,0.1729,0.1729,0.0,0
2030-01-01 16:00:00,0.2017,0.2017,0.0,0
2030-01-01 17:00:00,0.23450000000000001,0.23450000000000001,0.0,0
2030-01-01 18:00:00,0.2686,0.2686,0.0,0
2030-01-01 19:00:00,0.277,0.277,0.0,0
2030-01-01 20:00:00,0.2623,0.2623,0.0,0
2030-01-01 21:00:00,0.2421,0.2421,0.0,0
2030-01-01 22:00:00,0.2167,0.2167,0.0,0
2030-01-01 23:00:00,0.2031,0.2031,0.0,0
2030-01-02 00:00:00,0.2074,0.2074,0.0,0
2030-01-02 01:00:00,0.2212,0.2212,0.0,0
2030-01-02 02:00:00,0.2302,0.2302,0.0,0
2030-01-02 03:00:00,0.2382,0.2382,0.0,0
2030-01-02 04:00:00,0.2495,0.2495,0.0,0
2030-01-02 05:00:00,0.2451,0.2451,0.0,0
2030-01-02 06:00:00,0.24780000000000002,0.24780000000000002,0.0013,0
2030-01-02 07:00:00,0.2594,0.2594,0.0668,0
2030-01-02 08:00:00,0.2642,0.2642,0.2088,0
2030-01-02 09:00:00,0.3085,0.3085,0.3322,0
2030-01-02 10:00:00,0.3556,0.3556,0.4152,0
2030-01-02 11:00:00,0.3893,0.3893,0.4176,0
2030-01-02 12:00:00,0.3741,0.3741,0.3455,0
2030-01-02 13:00:00,0.4305,0.4305,0.2055,0
2030-01-02 14:00:00,0.6031,0.6031,0.0418,0
2030-01-02 15:00:00,0.6842,0.6842,0.0,0
2030-01-02 16:00:00,0.6611,0.6611,0.0,0
2030-01-02 17:00:00,0.5901,0.5901,0.0,0
2030-01-02 18:00:00,0.4471,0.4471,0.0,0
2030-01-02 19:00:00,0.3532,0.3532,0.0,0
2030-01-02 20:00:00,0.2634,0.2634,0.0,0
2030-01-02 21:00:00,0.2287,0.2287,0.0,0
2030-01-02 22:00:00,0.22280000000000003,0.22280000000000003,0.0,0
2030-01-02 23:00:00,0.2017,0.2017,0.0,0
2030-01-03 00:00:00,0.2136,0.2136,0.0,0
2030-01-03 01:00:00,0.2592,0.2592,0.0,0
2030-01-03 02:00:00,0.3194,0.3194,0.0,0
2030-01-03 03:00:00,0.3659,0.3659,0.0,0
2030-01-03 04:00:00,0.3922,0.3922,0.0,0
2030-01-03 05:00:00,0.3894,0.3894,0.0,0
2030-01-03 06:00:00,0.3716,0.3716,0.0001,0
2030-01-03 07:00:00,0.285,0.285,0.0286,0
2030-01-03 08:00:00,0.1837,0.1837,0.0839,0
2030-01-03 09:00:00,0.14,0.14,0.177,0
2030-01-03 10:00:00,0.1907,0.1907,0.2711,0
2030-01-03 11:00:00,0.1612,0.1612,0.3223,0
2030-01-03 12:00:00,0.0969,0.0969,0.2814,0
2030-01-03 13:00:00,0.045,0.045,0.1801,0
2030-01-03 14:00:00,0.0275,0.0275,0.045,0
2030-01-03 15:00:00,0.071,0.071,0.0,0
2030-01-03 16:00:00,0.2064,0.2064,0.0,0
2030-01-03 17:00:00,0.3572,0.3572,0.0,0
2030-01-03 18:00:00,0.4697,0.4697,0.0,0
2030-01-03 19:00:00,0.4988,0.4988,0.0,0
2030-01-03 20:00:00,0.4762,0.4762,0.0,0
2030-01-03 21:00:00,0.4464,0.4464,0.0,0
2030-01-03 22:00:00,0.4211,0.4211,0.0,0
2030-01-03 23:00:00,0.3945,0.3945,0.0,0
2030-01-04 00:00:00,0.3848,0.3848,0.0,0
2030-01-04 01:00:00,0.3973,0.3973,0.0,0
2030-01-04 02:00:00,0.4142,0.4142,0.0,0
2030-01-04 03:00:00,0.3602,0.3602,0.0,0
2030-01-04 04:00:00,0.3506,0.3506,0.0,0
2030-01-04 05:00:00,0.3256,0.3256,0.0,0
2030-01-04 06:00:00,0.3187,0.3187,0.0002,0
2030-01-04 07:00:00,0.2665,0.2665,0.0109,0
2030-01-04 08:00:00,0.1826,0.1826,0.0254,0
2030-01-04 09:00:00,0.1465,0.1465,0.0351,0
2030-01-04 10:00:00,0.1309,0.1309,0.0505,0
2030-01-04 11:00:00,0.1512,0.1512,0.0521,0
2030-01-04 12:00:00,0.2336,0.2336,0.0441,0
2030-01-04 13:00:00,0.3065,0.3065,0.0243,0
2030-01-04 14:00:00,0.3924,0.3924,0.0041,0
2030-01-04 15:00:00,0.4707,0.4707,0.0,0
2030-01-04 16:00:00,0.4999,0.4999,0.0,0
2030-01-04 17:00:00,0.5336,0.5336,0.0,0
2030-01-04 18:00:00,0.5763,0.5763,0.0,0
2030-01-04 19:00:00,0.5836,0.5836,0.0,0
2030-01-04 20:00:00,0.5702,0.5702,0.0,0
2030-01-04 21:00:00,0.5532,0.5532,0.0,0
2030-01-04 22:00:00,0.542,0.542,0.0,0
2030-01-04 23:00:00,0.5733,0.5733,0.0,0
2030-01-05 00:00:00,0.5014,0.5014,0.0,0
2030-01-05 01:00:00,0.4233,0.4233,0.0,0
2030-01-05 02:00:00,0.4099,0.4099,0.0,0
2030-01-05 03:00:00,0.4598,0.4598,0.0,0
2030-01-05 04:00:00,0.5484,0.5484,0.0,0
2030-01-05 05:00:00,0.5779,0.5779,0.0,0
2030-01-05 06:00:00,0.5761,0.5761,0.0013,0
2030-01-05 07:00:00,0.5883,0.5883,0.0401,0
2030-01-05 08:00:00,0.6274,0.6274,0.0643,0
2030-01-05 09:00:00,0.6499999999999999,0.6499999999999999,0.0856,0
2030-01-05 10:00:00,0.6899,0.6899,0.0806,0
2030-01-05 11:00:00,0.6993,0.6993,0.0943,0
2030-01-05 12:00:00,0.6857,0.6857,0.0701,0
2030-01-05 13:00:00,0.7013,0.7013,0.0254,0
2030-01-05 14:00:00,0.7333,0.7333,0.0016,0
2030-01-05 15:00:00,0.768,0.768,0.0,0
2030-01-05 16:00:00,0.7357,0.7357,0.0,0
2030-01-05 17:00:00,0.7256,0.7256,0.0,0
2030-01-05 18:00:00,0.6674999999999999,0.6674999999999999,0.0,0
2030-01-05 19:00:00,0.5769,0.5769,0.0,0
2030-01-05 20:00:00,0.5009,0.5009,0.0,0
2030-01-05 21:00:00,0.4869,0.4869,0.0,0
2030-01-05 22:00:00,0.4942,0.4942,0.0,0
2030-01-05 23:00:00,0.4788,0.4788,0.0,0
2030-01-06 00:00:00,0.4867,0.4867,0.0,0
2030-01-06 01:00:00,0.5449,0.5449,0.0,0
2030-01-06 02:00:00,0.6051,0.6051,0.0,0
2030-01-06 03:00:00,0.6392,0.6392,0.0,0
2030-01-06 04:00:00,0.6722,0.6722,0.0,0
2030-01-06 05:00:00,0.7062,0.7062,0.0,0
2030-01-06 06:00:00,0.732,0.732,0.0022,0
2030-01-06 07:00:00,0.7175,0.7175,0.0998,0
2030-01-06 08:00:00,0.6872,0.6872,0.258,0
2030-01-06 09:00:00,0.8771,0.8771,0.379,0
2030-01-06 10:00:00,0.9422,0.9422,0.4137,0
2030-01-06 11:00:00,0.9474,0.9474,0.3725,0
2030-01-06 12:00:00,0.9431,0.9431,0.3024,0
2030-01-06 13:00:00,0.9348,0.9348,0.1916,0
2030-01-06 14:00:00,0.9257,0.9257,0.0482,0
2030-01-06 15:00:00,0.9254,0.9254,0.0,0
2030-01-06 16:00:00,0.9326,0.9326,0.0,0
2030-01-06 17:00:00,0.9325000000000001,0.9325000000000001,0.0,0
2030-01-06 18:00:00,0.9233,0.9233,0.0,0
2030-01-06 19:00:00,0.8994,0.8994,0.0,0
2030-01-06 20:00:00,0.8844,0.8844,0.0,0
2030-01-06 21:00:00,0.8802,0.8802,0.0,0
2030-01-06 22:00:00,0.8739,0.8739,0.0,0
2030-01-06 23:00:00,0.8471,0.8471,0.0,0
2030-01-07 00:00:00,0.8103,0.8103,0.0,0
2030-01-07 01:00:00,0.7806,0.7806,0.0,0
2030-01-07 02:00:00,0.7346,0.7346,0.0,0
2030-01-07 03:00:00,0.6438,0.6438,0.0,0
2030-01-07 04:00:00,0.5615,0.5615,0.0,0
2030-01-07 05:00:00,0.5152,0.5152,0.0,0
2030-01-07 06:00:00,0.4837,0.4837,0.0102,0
2030-01-07 07:00:00,0.3667,0.3667,0.1848,0
2030-01-07 08:00:00,0.2425,0.2425,0.3424,0
2030-01-07 09:00:00,0.2924,0.2924,0.442,0
2030-01-07 10:00:00,0.3768,0.3768,0.4841,0
2030-01-07 11:00:00,0.3962,0.3962,0.4574,0
2030-01-07 12:00:00,0.3665,0.3665,0.3673,0
2030-01-07 13:00:00,0.2839,0.2839,0.2141,0
2030-01-07 14:00:00,0.2109,0.2109,0.0525,0
2030-01-07 15:00:00,0.1903,0.1903,0.0,0
2030-01-07 16:00:00,0.2082,0.2082,0.0,0
2030-01-07 17:00:00,0.2476,0.2476,0.0,0
2030-01-07 18:00:00,0.2761,0.2761,0.0,0
2030-01-07 19:00:00,0.2686,0.2686,0.0,0
2030-01-07 20:00:00,0.2604,0.2604,0.0,0
2030-01-07 21:00:00,0.2626,0.2626,0.0,0
2030-01-07 22:00:00,0.31029999999999996,0.31029999999999996,0.0,0
2030-01-07 23:00:00,0.3792,0.3792,0.0,0
2030-01-08 00:00:00,0.39849999999999997,0.39849999999999997,0.0,0
2030-01-08 01:00:00,0.4461,0.4461,0.0,0
2030-01-08 02:00:00,0.4733,0.4733,0.0,0
2030-01-08 03:00:00,0.5474,0.5474,0.0,0
2030-01-08 04:00:00,0.6205999999999999,0.6205999999999999,0.0,0
2030-01-08 05:00:00,0.6428,0.6428,0.0,0
2030-01-08 06:00:00,0.6755,0.6755,0.0005,0
2030-01-08 07:00:00,0.6449,0.6449,0.0402,0
2030-01-08 08:00:00,0.5949,0.5949,0.1128,0
2030-01-08 09:00:00,0.6334,0.6334,0.1728,0
2030-01-08 10:00:00,0.7085,0.7085,0.2117,0
2030-01-08 11:00:00,0.732,0.732,0.2022,0
2030-01-08 12:00:00,0.7035,0.7035,0.1426,0
2030-01-08 13:00:00,0.5988,0.5988,0.0712,0
2030-01-08 14:00:00,0.5119,0.5119,0.0158,0
2030-01-08 15:00:00,0.5063,0.5063,0.0,0
2030-01-08 16:00:00,0.4772,0.4772,0.0,0
2030-01-08 17:00:00,0.4599,0.4599,0.0,0
2030-01-08 18:00:00,0.4464,0.4464,0.0,0
