,LT_P2HT_OTH,LT_STUR_BIO_CHP,LT_COMC_GAS_CHP
2016-01-06 12:00:00,1074.4236362116783,816.603671159799,1627.5308520533433
2016-01-06 13:00:00,1117.1390586655302,849.0690503783227,1692.2359325812251
2016-01-06 14:00:00,1167.7001709578444,887.4974584329013,1768.8256197366763
2016-01-06 15:00:00,1196.249764536694,909.196257808547,1812.0723827425559
2016-01-06 16:00:00,1171.1871442193833,890.147693471148,1774.1076671267074
2016-01-06 17:00:00,1169.2257217597676,888.6569362621343,1771.136515469815
2016-01-06 18:00:00,1145.68865224438,870.7678497539684,1735.482695587105
2016-01-06 19:00:00,1070.9366629501394,813.9534361215523,1622.2488046633125
2016-01-06 20:00:00,935.3805774078141,710.9255490097074,1416.909212375852
2016-01-06 21:00:00,796.7733902616421,605.5787062393966,1206.9478286221142
2016-01-06 22:00:00,718.7523635347089,546.2796972586242,1088.7620182701678
2016-01-06 23:00:00,718.7523635347089,546.2796972586242,1088.7620182701678
2016-01-07 00:00:00,729.4312191481719,554.3960420632551,1104.9382884021381
2016-01-07 01:00:00,760.1601710154835,577.7512383378051,1151.4863310267874
2016-01-07 02:00:00,812.4647699385673,617.5047639115073,1230.7170418772546
2016-01-07 03:00:00,1038.9000961097506,789.6044017076597,1573.7199942674013
2016-01-07 04:00:00,1337.9080532867126,1016.8620562373238,2026.655557962571
2016-01-07 05:00:00,1244.4135827117004,945.8026292743311,1885.0306623173612
2016-01-07 06:00:00,1207.8003634655417,917.9751613727396,1829.5691647220342
2016-01-07 07:00:00,1150.4832404789959,874.4119229315577,1742.7455107483975
2016-01-07 08:00:00,1108.8574971693752,842.7747421624863,1679.6910700299009
2016-01-07 09:00:00,1065.9241388866772,810.1437232540725,1614.6558615401425
2016-01-07 10:00:00,1031.0544062712881,783.6413728716044,1561.8353876398312
2016-01-07 11:00:00,1018.849999855902,774.3655502377405,1543.3482217747223
2016-01-07 12:00:00,1012.9657324770549,769.893278610699,1534.4347668040448
2016-01-07 13:00:00,1050.8865666962906,798.7145846516331,1591.8770321706334
2016-01-07 14:00:00,1098.1786415559122,834.6583973578557,1663.514799897931
2016-01-07 15:00:00,1124.5488768463001,854.700799834597,1703.460283285041
2016-01-07 16:00:00,1103.4091014482206,838.6337499152257,1671.4378709829773
2016-01-07 17:00:00,1101.2297431597588,836.9773530163213,1668.1365913642076
