,PL_P2HT_OTH,PL_STUR_BIO_CHP,PL_ICEN_GAS_CHP
2016-01-28 10:00:00,17743.17340930907,9992.984216078394,1458.324351807804
2016-01-28 11:00:00,17300.144358579288,9743.4695318064,1421.911471296893
2016-01-28 12:00:00,16841.50723831159,9485.164357302605,1384.215752177197
2016-01-28 13:00:00,16939.55793156254,9540.386667733172,1392.2746101041823
2016-01-28 14:00:00,17051.615866706477,9603.49787965382,1401.4847334493088
2016-01-28 15:00:00,17761.983134136804,10003.577883793645,1459.870336797879
2016-01-28 16:00:00,18325.87467205756,10321.162518065765,1506.216993202462
2016-01-28 17:00:00,18329.076327347386,10322.965695549212,1506.4801395837515
2016-01-28 18:00:00,18243.43204834452,10274.730697867004,1499.440973884262
2016-01-28 19:00:00,17771.18789309506,10008.762019058557,1460.6268826440858
2016-01-28 20:00:00,16040.293002032427,9033.919192069969,1318.363370259542
2016-01-28 21:00:00,12760.597364516067,7186.789257463845,1048.8027959262847
2016-01-28 22:00:00,10284.51720474624,5792.256871202945,845.2919632966494
2016-01-28 23:00:00,9875.905948382091,5562.126344878008,811.7079063845987
2016-01-29 00:00:00,10243.696099800949,5769.2663582889945,841.9368469352105
2016-01-29 01:00:00,10454.204935107064,5887.825277825641,859.2387215049839
2016-01-29 02:00:00,11223.00241157673,6320.813271038375,922.4267463120841
2016-01-29 03:00:00,13149.198275318799,7405.649924517238,1080.7421879552774
2016-01-29 04:00:00,18398.31212298989,10361.959408628758,1512.1706800791335
2016-01-29 05:00:00,22079.41529246829,12435.162720222059,1814.7232319665402
2016-01-29 06:00:00,21243.383054912258,11964.307999856934,1746.0091331523638
2016-01-29 07:00:00,20434.96509423098,11509.005685286542,1679.564671876808
2016-01-29 08:00:00,19659.76430718166,11072.411337106912,1615.8503543071292
2016-01-29 09:00:00,18761.299791474004,10566.39465581457,1542.004901057811
2016-01-29 10:00:00,18068.941835048954,10176.457525019136,1485.0994961039933
2016-01-29 11:00:00,17616.708025360913,9921.758705482234,1447.9300697468757
2016-01-29 12:00:00,17131.65724895215,9648.577316739997,1408.063392981542
2016-01-29 13:00:00,17246.116425563458,9713.040911773232,1417.4708761126358
2016-01-29 14:00:00,17349.7700155716,9771.418782799832,1425.990240206878
2016-01-29 15:00:00,18056.935627712104,10169.69560945621,1484.1126971741585
2016-01-29 16:00:00,18611.222199763375,10481.87071127799,1529.6699144348738
2016-01-29 17:00:00,18596.814750959154,10473.756412602475,1528.4857557190717
2016-01-29 18:00:00,18498.764057708206,10418.534102171909,1520.426897792086
2016-01-29 19:00:00,18001.30686705136,10138.365400681316,1479.5405287992564
2016-01-29 20:00:00,16251.602251160999,9152.928905977476,1335.7310314246376
2016-01-29 21:00:00,13005.523994187819,7324.732334947547,1068.9334940949184
2016-01-29 22:00:00,10545.452110867129,5939.215836103884,866.7383933717298
2016-01-29 23:00:00,9950.744640781792,5604.2756185535845,817.8589530472367
2016-01-30 00:00:00,10234.491340842695,5764.082223024084,841.1803010890036
2016-01-30 01:00:00,10477.416935958307,5900.898314580632,861.1465327693315
2016-01-30 02:00:00,11170.175099294587,6291.060842561498,918.0848310208103
2016-01-30 03:00:00,13033.938684885032,7340.735535113142,1071.2689182288614
2016-01-30 04:00:00,18142.57990671497,10217.93060713842,1491.151862873648
2016-01-30 05:00:00,22012.180531381928,12397.295993069669,1809.197157959464
2016-01-30 06:00:00,21127.323050656036,11898.942816081979,1736.4700768306259
2016-01-30 07:00:00,20408.551438089915,11494.129471048105,1677.3937142311713
2016-01-30 08:00:00,19645.757065288664,11064.522435616833,1614.6990888889884
2016-01-30 09:00:00,18790.915102904903,10583.074047536458,1544.4390050847373
2016-01-30 10:00:00,18111.763974550388,10200.57502386024,1488.6190789537382
2016-01-30 11:00:00,17660.73078559603,9946.552395879631,1451.548332489604
2016-01-30 12:00:00,17110.846489568277,9636.856663097593,1406.3529415031617
2016-01-30 13:00:00,17252.11952923188,9716.421869554695,1417.9642755775533
2016-01-30 14:00:00,17322.9561525193,9756.31717137596,1423.7863892635794
2016-01-30 15:00:00,18025.319281725064,10151.88923180717,1481.5141266589264
2016-01-30 16:00:00,18515.572747979797,10428.000783960008,1521.808416293855
2016-01-30 17:00:00,18574.403163930365,10461.134170218347,1526.6437310500464
2016-01-30 18:00:00,18433.930538089215,10382.019758132104,1515.098183570977
2016-01-30 19:00:00,17884.44644897268,10072.549422535496,1469.9356858821957
2016-01-30 20:00:00,16161.955903045848,9102.439936440956,1328.3629327485364
2016-01-30 21:00:00,13043.943857665741,7346.370464748912,1072.0912506703903
2016-01-30 22:00:00,10622.291837822972,5982.492095706614,873.0539065226737
2016-01-30 23:00:00,10400.97741591369,5857.847452163334,854.8639129160489
2016-01-31 00:00:00,10609.885423574891,5975.504782958256,872.0342142951775
2016-01-31 01:00:00,10780.37356775817,6071.523983951814,886.0467590988343
2016-01-31 02:00:00,11460.725316846374,6454.699199184323,941.9653651228169
2016-01-31 03:00:00,13357.305869157542,7522.856460941299,1097.8467027390836
2016-01-31 04:00:00,18421.524123841133,10375.03244538375,1514.0784913434811
2016-01-31 05:00:00,22123.438052703408,12459.956410619456,1818.3414947092683
2016-01-31 06:00:00,21062.089324125816,11862.203074856743,1731.1084693118557
2016-01-31 07:00:00,20131.608255519895,11338.15461872993,1654.6315522496443
2016-01-31 08:00:00,19538.901819990697,11004.341387106784,1605.9165784134568
2016-01-31 09:00:00,18761.699998385237,10566.620053000002,1542.0377943554722
2016-01-31 10:00:00,18176.597494169382,10237.089367900046,1493.9477931748472
2016-01-31 11:00:00,17757.180651202063,10000.873117568475,1459.475617225945
2016-01-31 12:00:00,17175.27980227604,9673.145609951964,1411.6487624266092
2016-01-31 13:00:00,17291.74001344349,9738.736190912352,1421.2207120460087
2016-01-31 14:00:00,17210.498010464136,9692.980562269882,1414.5433726207918
2016-01-31 15:00:00,18027.320316281206,10153.016217734325,1481.6785931472323
2016-01-31 16:00:00,18537.58412809736,10440.397629158704,1523.617547665219
2016-01-31 17:00:00,18561.19633585983,10453.696063099129,1525.558252227228
2016-01-31 18:00:00,18419.92329619622,10374.130856642025,1513.9469181528361
2016-01-31 19:00:00,17948.47955476922,10108.612972204439,1475.1986135079826
2016-01-31 20:00:00,16310.032460200338,9185.836895050386,1340.5334528831681
2016-01-31 21:00:00,13355.3048346014,7521.729475014143,1097.6822362507776
2016-01-31 22:00:00,10971.672471325324,6179.263838587779,901.7697553808719
2016-01-31 23:00:00,11047.311577547482,6221.863906634216,907.9865886388321
2016-02-01 00:00:00,11363.475037417884,6399.927683124618,933.9722937911536
2016-02-01 01:00:00,11505.548490903948,6479.9436839525815,945.6494144608674
2016-02-01 02:00:00,12338.379073170152,6948.9952268342595,1014.1003668937544
2016-02-01 03:00:00,14396.643217617577,8108.212951505312,1183.270596765132
2016-02-01 04:00:00,19827.45100298634,11166.852757802455,1629.6326460271578
2016-02-01 05:00:00,22548.857999339147,12699.553618732489,1853.307070123088
2016-02-01 06:00:00,21328.226920092668,12012.092203168284,1752.9825122565312
2016-02-01 07:00:00,20591.04578961004,11596.910587604589,1692.393057964663
2016-02-01 08:00:00,19925.901903148515,11222.300465418453,1637.7243972518047
2016-02-01 09:00:00,19181.116841352552,10802.836303331573,1576.5099703043745
2016-02-01 10:00:00,18697.6668925887,10530.55650333106,1536.7748667296855
2016-02-01 11:00:00,18234.627496297493,10269.771959787522,1498.7173213357162
2016-02-01 12:00:00,17741.97278857539,9992.3080245221,1458.2256719148209
2016-02-01 13:00:00,17884.84665588391,10072.774819720928,1469.968579179857
2016-02-01 14:00:00,18047.33066184262,10164.286077005869,1483.3232580302906
2016-02-01 15:00:00,18862.95234692601,10623.645540914016,1550.3597986637471
2016-02-01 16:00:00,19494.879059755578,10979.547696709387,1602.2983156707287
2016-02-01 17:00:00,19489.676369909612,10976.617533298786,1601.8707028011333
2016-02-01 18:00:00,19333.595674530552,10888.71263098074,1589.0423167132788
2016-02-01 19:00:00,18861.351519281096,10622.743952172292,1550.2282254731024
2016-02-01 20:00:00,17265.726564213648,9724.085373859345,1419.082647698033
2016-02-01 21:00:00,14129.305000917038,7957.647631637481,1161.2978739274733
2016-02-01 22:00:00,11614.80497766929,6541.477115575215,954.629284722366
2016-02-01 23:00:00,11205.79351439391,6311.1211920648475,921.0123345126541
2016-02-02 00:00:00,11526.759457199052,6491.8897347804195,947.3927592369093
2016-02-02 01:00:00,11764.482362468694,6625.775662926367,966.931378047642
2016-02-02 02:00:00,12534.880666583274,7059.665244880825,1030.2509760453872
2016-02-02 03:00:00,14471.882116928507,8150.587622366321,1189.4545367254316
2016-02-02 04:00:00,19700.58541212695,11095.401850020866,1619.2054706685683
2016-02-02 05:00:00,23637.420797880273,13312.633963104501,1942.77683976146
2016-02-02 06:00:00,22662.516762128005,12763.566419394865,1862.6487666588596
2016-02-02 07:00:00,21920.53314871063,12345.680037605996,1801.664592795057
2016-02-02 08:00:00,21279.001470011586,11984.368349360286,1748.9366366442077
2016-02-02 09:00:00,20351.722056695482,11462.123070716916,1672.7228659632854
2016-02-02 10:00:00,19556.510924084745,11014.258863265744,1607.3638835105485
2016-02-02 11:00:00,19151.50152992165,10786.156911609685,1574.075866277448
2016-02-02 12:00:00,18600.41661316021,10475.784987271356,1528.7817953980223
2016-02-02 13:00:00,18654.844753087265,10506.439004489956,1533.2552838799409
2016-02-02 14:00:00,18657.245994554636,10507.79138760254,1533.4526436659078
2016-02-02 15:00:00,19441.25133365098,10949.344473861649,1597.8906137841325
2016-02-02 16:00:00,20059.57101149879,11297.583125352372,1648.7107586706345
2016-02-02 17:00:00,20088.786116018462,11314.037119888826,1651.1119693998996
2016-02-02 18:00:00,19911.094247433066,11213.960769557512,1636.5073452383417
2016-02-02 19:00:00,19221.53773938661,10825.60141906009,1579.832193368152
2016-02-02 20:00:00,17481.838296276957,9845.799853992025,1436.8450284350627
2016-02-02 21:00:00,14385.037217191955,8101.676433127816,1182.3166911329583
2016-02-02 22:00:00,11832.517537377513,6664.093184449618,972.5232386500404
2016-02-02 23:00:00,11169.77489238336,6290.8354453760685,918.0519377231491
2016-02-03 00:00:00,11478.334420940422,6464.616675343283,943.4126702199084
2016-02-03 01:00:00,11710.854636364094,6595.572440078628,962.5236761610458
2016-02-03 02:00:00,12490.457699436927,7034.646157297996,1026.5998200049976
2016-02-03 03:00:00,14360.624595607027,8087.927204816533,1180.3101999756273
2016-02-03 04:00:00,19648.558513667267,11066.100215914847,1614.9293419726164
2016-02-03 05:00:00,23693.049558541014,13343.964171879397,1947.3490081363623
2016-02-03 06:00:00,22675.32338328731,12770.77912932865,1863.7013521840167
2016-02-03 07:00:00,22065.808257486526,12427.499215917407,1813.6048598460604
2016-02-03 08:00:00,21206.16381216802,11943.346061611863,1742.9500564698753
2016-02-03 09:00:00,20288.489364721405,11426.510315418838,1667.5257249328213
2016-02-03 10:00:00,19567.71671759914,11020.56998445781,1608.2848958450609
2016-02-03 11:00:00,19090.26987250371,10751.671142238762,1569.0431917352898
2016-02-03 12:00:00,18508.36902357769,10423.94363462225,1521.216336935954
2016-02-03 13:00:00,18643.63895957287,10500.12788329789,1532.334271545428
2016-02-03 14:00:00,18754.496273983124,10562.562903662247,1541.4457149975713
2016-02-03 15:00:00,19481.672231685043,10972.109589590169,1601.2128368479102
2016-02-03 16:00:00,20019.55032037595,11275.043406809282,1645.4214289045178
2016-02-03 17:00:00,19939.10873121905,11229.738572537673,1638.8098760746232
2016-02-03 18:00:00,19812.243140359664,11158.287664756082,1628.3827007160335
2016-02-03 19:00:00,19219.536704830472,10824.474433132938,1579.6677268798467
2016-02-03 20:00:00,17380.986154647413,9788.99976326344,1428.5559174244488
2016-02-03 21:00:00,14251.368108841685,8026.393773193902,1171.330329714129
2016-02-03 22:00:00,11765.282776291151,6626.226457297229,966.9971646429644
2016-02-03 23:00:00,9959.549192828817,5609.234356633064,818.5826055957824
2016-02-04 00:00:00,10309.730240153627,5806.456893885091,847.3642410493029
2016-02-04 01:00:00,10525.841972216938,5928.171374017769,865.1266217863325
2016-02-04 02:00:00,11299.441931621346,6363.864133455676,928.709366165367
2016-02-04 03:00:00,13207.22827744691,7438.3325164047155,1085.5117161161463
2016-02-04 04:00:00,18439.13322793518,10384.949921542708,1515.5257964405723
2016-02-04 05:00:00,22155.854812512902,12478.213582639359,1821.005851819823
2016-02-04 06:00:00,21302.21347086283,11997.441386115277,1750.8444479085554
2016-02-04 07:00:00,20510.60420045314,11551.60575333298,1685.7815051347686
2016-02-04 08:00:00,19719.795343865913,11106.220914921545,1620.784348956304
2016-02-04 09:00:00,18830.535587116512,10605.388368894113,1547.6954415531927
2016-02-04 10:00:00,18137.77742378023,10215.225840913248,1490.757143301714
2016-02-04 11:00:00,17692.347131583076,9964.358773528671,1454.146903004836
2016-02-04 12:00:00,17198.091596216054,9685.993249521525,1413.5236803932958
2016-02-04 13:00:00,17308.54870371508,9748.20287270045,1422.602230547778
2016-02-04 14:00:00,17414.603535190596,9807.933126839634,1431.3189544279867
2016-02-04 15:00:00,18119.367905863724,10204.857570383429,1489.2440516093004
2016-02-04 16:00:00,18675.25530555991,10517.934260946931,1534.9328420606605
2016-02-04 17:00:00,18657.64620146586,10508.016784787971,1533.4855369635688
2016-02-04 18:00:00,18559.19530130369,10452.569077171975,1525.3937857389221
2016-02-04 19:00:00,18053.333765511044,10167.667034787331,1483.8166574952081
2016-02-04 20:00:00,16299.627080508402,9179.976568229182,1339.6782271439774
2016-02-04 21:00:00,13083.16413496612,7368.459388921141,1075.3147938411848
2016-02-04 22:00:00,10623.092251645428,5982.942890077475,873.1196931179959
2016-02-04 23:00:00,9148.72999068017,5152.579658950086,751.9407845342596
2016-02-05 00:00:00,9528.126142524652,5366.256190738568,783.1236307170453
2016-02-05 01:00:00,9721.426080647947,5475.123031301687,799.0110934873886
2016-02-05 02:00:00,10467.811970088827,5895.488782130292,860.3570936254636
2016-02-05 03:00:00,12367.594177689822,6965.449221370714,1016.5015776230197
2016-02-05 04:00:00,17512.65422844154,9863.155437270203,1439.3778123549723
2016-02-05 05:00:00,21040.878357830712,11850.257024028906,1729.3651245358137
2016-02-05 06:00:00,20270.88026062736,11416.59283925988,1666.07841983573
2016-02-05 07:00:00,19361.209951405308,10904.26503677547,1591.311954251899
2016-02-05 08:00:00,18628.030890034963,10491.337393066087,1531.0514329366429
2016-02-05 09:00:00,17752.778375178554,9998.393748528735,1459.1137909516722
2016-02-05 10:00:00,17086.433867983345,9623.107434786309,1404.3464503458304
2016-02-05 11:00:00,16647.00667945461,9375.621325183192,1368.22960951387
2016-02-05 12:00:00,16212.782180771846,9131.065378990681,1332.5403815515047
2016-02-05 13:00:00,16306.430597999282,9183.808320381508,1340.2374132042173
2016-02-05 14:00:00,16415.687084764624,9245.34175200414,1349.2172834657158
2016-02-05 15:00:00,17106.444213544764,9634.377294057853,1405.9911152288887
2016-02-05 16:00:00,17667.534303086915,9950.384148031957,1452.107518549844
2016-02-05 17:00:00,17671.13616528797,9952.412722700834,1452.4035582287943
2016-02-05 18:00:00,17598.29850744441,9911.390434952413,1446.416978054462
2016-02-05 19:00:00,17160.47214656059,9664.80591409102,1410.4317104131462
2016-02-05 20:00:00,15492.809947472038,8725.575842400514,1273.3653390590666
2016-02-05 21:00:00,12267.542449882734,6909.099925012993,1008.2782532077281
2016-02-05 22:00:00,9846.69084386242,5545.672350341554,809.3066956553336
2016-02-05 23:00:00,8416.351343132284,4740.102809611562,691.7460498143256
2016-02-06 00:00:00,8795.347288065535,4953.553944214613,722.8960026994498
2016-02-06 01:00:00,8993.049502212341,5064.900153817472,739.1452917440661
2016-02-06 02:00:00,9644.98656060333,5432.072168884387,792.7284736341057
2016-02-06 03:00:00,11527.559871021509,6492.340529151281,947.4585458322316
2016-02-06 04:00:00,16593.77916026124,9345.643499520886,1363.8548009249348
2016-02-06 05:00:00,20192.03949911537,11372.189593729992,1659.5984401964802
2016-02-06 06:00:00,19487.67533535347,10975.490547371632,1601.7062363128277
2016-02-06 07:00:00,18431.129089710616,10380.44197783409,1514.867930487349
2016-02-06 08:00:00,17717.960373901686,9978.784193396248,1456.2520740551506
2016-02-06 09:00:00,16890.332481481448,9512.662813925172,1388.2287344918589
2016-02-06 10:00:00,16251.20204424977,9152.703508792045,1335.6981381269766
2016-02-06 11:00:00,15783.360165023823,8889.214199023338,1297.2458731610732
2016-02-06 12:00:00,15375.149115570905,8659.309069883833,1263.6947095466837
2016-02-06 13:00:00,15445.185325035865,8698.753577334237,1269.4510366373877
2016-02-06 14:00:00,15554.441811801207,8760.287008956871,1278.4309068988864
2016-02-06 15:00:00,16239.195836912919,9145.941593229118,1334.7113391971416
2016-02-06 16:00:00,16814.293168348064,9469.837348693305,1381.9790079362376
2016-02-06 17:00:00,16884.729584724253,9509.50725332914,1387.7682283246027
2016-02-06 18:00:00,16855.914687115812,9493.278655978114,1385.3999108929984
2016-02-06 19:00:00,16432.495775036215,9254.808433792237,1350.5988019674849
2016-02-06 20:00:00,14863.684683021065,8371.251466903159,1221.6570751357133
2016-02-06 21:00:00,11634.014909408252,6552.296180475898,956.2081630101019
2016-02-06 22:00:00,9181.146750489668,5170.836830969988,754.6051416448141
2016-02-06 23:00:00,6956.3965309712485,3917.8538771596855,571.7512999463912
2016-02-07 00:00:00,7168.506193922278,4037.3143854380555,589.1847477068093
2016-02-07 01:00:00,7321.385234011508,4123.416110272654,601.7499874133747
2016-02-07 02:00:00,8018.945880282528,4516.283404478691,659.0830052367875
2016-02-07 03:00:00,9869.902844713666,5558.7453870965455,811.2145069196812
2016-02-07 04:00:00,14443.067219320066,8134.3590250152965,1187.0862192938275
2016-02-07 05:00:00,17589.894162308614,9906.657094058366,1445.7262188035777
2016-02-07 06:00:00,16751.46068328521,9434.449990580655,1376.8147602034344
2016-02-07 07:00:00,15671.702436791113,8826.328384288121,1288.068643113608
2016-02-07 08:00:00,14896.90185665302,8389.959433293921,1224.3872188415899
2016-02-07 09:00:00,14104.892379332108,7943.898403326197,1159.291382770142
2016-02-07 10:00:00,13665.865397714602,7696.637690908513,1123.2074352358427
2016-02-07 11:00:00,13223.236553896044,7447.348403821951,1086.827448022593
2016-02-07 12:00:00,12683.357430648995,7143.287600675685,1042.4543894776798
2016-02-07 13:00:00,12714.173362813577,7160.643183953862,1044.9871733975895
2016-02-07 14:00:00,12851.844540276132,7238.179815742087,1056.3024677930305
2016-02-07 15:00:00,13538.199393032757,7624.73598875606,1112.7144732819309
2016-02-07 16:00:00,14244.164384439573,8022.336623856145,1170.738250356228
2016-02-07 17:00:00,14430.660805071988,8127.3717122669395,1186.0665270663317
2016-02-07 18:00:00,14416.653563178996,8119.482810776857,1184.9152616481906
2016-02-07 19:00:00,14102.891344775966,7942.771417399042,1159.1269162818362
2016-02-07 20:00:00,12836.236470738226,7229.389325510284,1055.0196291842453
2016-02-07 21:00:00,9969.954572520754,5615.094683454267,819.4378313349728
2016-02-07 22:00:00,7704.383248057043,4339.121216730014,633.2288732751108
2016-02-07 23:00:00,7026.43274043621,3957.29838461009,577.5076270370952
2016-02-08 00:00:00,7434.643789889131,4187.203513749595,611.0587906514847
2016-02-08 01:00:00,7390.2208227427855,4162.1844261667675,607.4076346110954
2016-02-08 02:00:00,8226.653267210044,4633.264543717321,676.1546267229327
2016-02-08 03:00:00,10378.565828884904,5845.225209779203,853.0218882470235
2016-02-08 04:00:00,15021.766412956269,8460.28335514836,1234.649927711874
2016-02-08 05:00:00,17038.409038635942,9596.059772534602,1400.3992546264903
2016-02-08 06:00:00,16132.740798526178,9085.985941904502,1325.9617220192713
2016-02-08 07:00:00,15077.39517361701,8491.61356392325,1239.2220960867758
2016-02-08 08:00:00,14417.053770090224,8119.708207962288,1184.9481549458517
2016-02-08 09:00:00,13658.261466401264,7692.355144385327,1122.5824625802807
2016-02-08 10:00:00,13279.665728379241,7479.129406967706,1091.4654029928174
2016-02-08 11:00:00,12921.880749741093,7277.624323192493,1062.058794883735
2016-02-08 12:00:00,12541.283977162928,7063.271599847719,1030.7772688079656
2016-02-08 13:00:00,12730.58184617394,7169.884468556528,1046.3357986016972
2016-02-08 14:00:00,12843.440195140338,7233.4464748480395,1055.6117085421463
2016-02-08 15:00:00,13456.156976230948,7578.529565742729,1105.9713472613919
2016-02-08 16:00:00,14252.968936486599,8027.295361935625,1171.4619029047738
2016-02-08 17:00:00,14442.667012408838,8134.133627829865,1187.0533259961664
2016-02-08 18:00:00,14482.687703531676,8156.673346372954,1190.3426557622831
2016-02-08 19:00:00,14258.571833243794,8030.450922531658,1171.92240907203
2016-02-08 20:00:00,12933.486750166716,7284.160841569988,1063.0127005159086
2016-02-08 21:00:00,10068.40547268293,5670.542391070266,827.5295825596197
2016-02-08 22:00:00,7902.08546220385,4450.467426332872,649.4781623197268
2016-02-08 23:00:00,8361.522996294,4709.223395207531,687.2396680347458
2016-02-09 00:00:00,8702.499284660558,4901.261797194647,715.2647576420594
2016-02-09 01:00:00,8886.194256914372,5004.719105307425,730.3627812685347
2016-02-09 02:00:00,9658.593595585095,5439.735673189037,793.8468457545854
2016-02-09 03:00:00,11545.569182026782,6502.483402495671,948.9387442269841
2016-02-09 04:00:00,16621.393437136,9361.195905315617,1366.1244384635554
2016-02-09 05:00:00,19978.32900851943,11251.827496709899,1642.0334192454175
2016-02-09 06:00:00,19185.91932428729,10805.541069556743,1576.9046898763083
2016-02-09 07:00:00,18164.191079921304,10230.102055151689,1492.9281009473511
2016-02-09 08:00:00,17486.24057230047,9848.279223031765,1437.2068547093356
2016-02-09 09:00:00,16678.62302544165,9393.427702832234,1370.828180029102
2016-02-09 10:00:00,16045.095484967165,9036.623958295138,1318.758089831476
2016-02-09 11:00:00,15580.05505411982,8774.712428824449,1280.536077949201
2016-02-09 12:00:00,15249.4841454452,8588.534353658533,1253.3662140810775
2016-02-09 13:00:00,15316.318699620337,8626.175683625492,1258.8593947904922
2016-02-09 14:00:00,15424.774772563218,8687.258320877263,1267.7734784566683
2016-02-09 15:00:00,16074.710796398063,9053.303350017022,1321.192193858402
2016-02-09 16:00:00,16766.66854591189,9443.015083627028,1378.0647055145585
2016-02-09 17:00:00,16856.71510093827,9493.72945034898,1385.4656974883212
2016-02-09 18:00:00,16810.29109923578,9467.583376838993,1381.6500749596255
2016-02-09 19:00:00,16300.02728741963,9180.201965414615,1339.711120441639
2016-02-09 20:00:00,14781.242059308026,8324.819646704396,1214.881055817513
2016-02-09 21:00:00,11543.167940559415,6501.131019383086,948.7413844410172
2016-02-09 22:00:00,9131.521093497353,5142.887579976558,750.5263727348296
2016-02-09 23:00:00,9146.72895612403,5151.452673022933,751.7763180459539
2016-02-10 00:00:00,9554.940005576951,5381.357802162437,785.3274816603434
2016-02-10 01:00:00,9748.640150611474,5490.450039910987,801.2478377283479
2016-02-10 02:00:00,10518.238040903601,5923.888827494584,864.5016491307705
2016-02-10 03:00:00,12490.857906348157,7034.871554483428,1026.6327133026587
2016-02-10 04:00:00,17800.40299761473,10025.21601359501,1463.0280933733509
2016-02-10 05:00:00,21389.458577510606,12046.57797253921,1758.0151867986895
2016-02-10 06:00:00,20631.06648073288,11619.450306147677,1695.6823877307797
2016-02-10 07:00:00,19619.3434091476,11049.646221378394,1612.5281312433515
2016-02-10 08:00:00,18878.160209552687,10632.21063396039,1551.6097439748717
2016-02-10 09:00:00,17976.894245466436,10124.616172370033,1477.5340376419254
2016-02-10 10:00:00,17288.93856506489,9737.158410614336,1420.9904589623804
2016-02-10 11:00:00,16835.103927731936,9481.558002335709,1383.6894594146179
2016-02-10 12:00:00,16426.49267136779,9251.427476010775,1350.1054025025674
2016-02-10 13:00:00,16512.136950370656,9299.662473692984,1357.144568202057
2016-02-10 14:00:00,16639.802955052503,9371.564175845437,1367.637530155969
2016-02-10 15:00:00,17353.371877772657,9773.447357468709,1426.2862798858282
2016-02-10 16:00:00,17939.675002722193,10103.654234124959,1474.4749609594367
2016-02-10 17:00:00,17957.28410681624,10113.571710283919,1475.922266056528
2016-02-10 18:00:00,17893.651207930932,10077.733557800408,1470.6922317284027
2016-02-10 19:00:00,17469.832088940107,9839.037938429099,1435.8582295052279
2016-02-10 20:00:00,15773.755199154344,8883.804666572996,1296.456434017205
2016-02-10 21:00:00,12398.410109854405,6982.804804648892,1019.0343615429293
2016-02-10 22:00:00,9890.71360409754,5570.466040738951,812.9249583980618
2016-02-10 23:00:00,9047.07743522817,5095.3287738506415,743.5858869283235
2016-02-11 00:00:00,9453.28745012495,5324.106917062992,776.9725840544072
2016-02-11 01:00:00,9654.591526472812,5437.481701334728,793.5179127779738
2016-02-11 02:00:00,10428.19148587722,5873.174460772634,857.1006571570082
2016-02-11 03:00:00,12414.41838630354,6991.820692066127,1020.3500934493759
2016-02-11 04:00:00,17731.567408883453,9986.447697700896,1457.3704461756301
2016-02-11 05:00:00,21319.422368045645,12007.133465088804,1752.2588597079855
2016-02-11 06:00:00,20561.03027126791,11580.005798697272,1689.9260606400755
2016-02-11 07:00:00,19525.294785008937,10996.677882802136,1604.7982062929775
2016-02-11 08:00:00,18776.507654100686,10574.959748860945,1543.2548463689354
2016-02-11 09:00:00,17881.645000594086,10070.97164223748,1469.7054327985677
2016-02-11 10:00:00,17192.08849254763,9682.61229174006,1413.0302809283783
2016-02-11 11:00:00,16745.857786528017,9431.294429984622,1376.354254036178
2016-02-11 12:00:00,16347.651909855802,9207.024230480889,1343.6254228633175
2016-02-11 13:00:00,16420.489567699362,9248.04651822931,1349.6120030376499
2016-02-11 14:00:00,16552.958055315947,9322.652986606934,1360.499684563496
2016-02-11 15:00:00,17278.132978461726,9731.072686607704,1420.1023399255291
2016-02-11 16:00:00,17862.435068855124,10060.152577336798,1468.1265545108315
2016-02-11 17:00:00,17894.051414842164,10077.95895498584,1470.725125026064
2016-02-11 18:00:00,17834.820791980368,10044.600171542066,1465.8569169722111
2016-02-11 19:00:00,17419.806225036562,9810.863290250236,1431.7465672975818
2016-02-11 20:00:00,15725.330162895712,8856.53160713586,1292.476345000204
2016-02-11 21:00:00,12327.973693478216,6943.134900013057,1013.2451411545642
2016-02-11 22:00:00,9804.268911272215,5521.78024868588,805.82000610325
2016-02-11 23:00:00,9725.027942849001,5477.151605970565,799.3071331663391
2016-02-12 00:00:00,10098.420991025056,5687.447179977583,829.9965798842072
2016-02-12 01:00:00,10305.327964130116,5803.977524845351,847.00241477503
2016-02-12 02:00:00,11072.12440604364,6235.8385321309315,910.0259730938245
2016-02-12 03:00:00,13001.521925075536,7322.478363093239,1068.6045611183067
2016-02-12 04:00:00,18248.234531279257,10277.435464092174,1499.8356934561962
2016-02-12 05:00:00,21904.5248722615,12336.664150188763,1800.3488608886105
2016-02-12 06:00:00,21083.300290420913,11874.149125684578,1732.8518140878973
2016-02-12 07:00:00,20242.06536301892,11400.364241908856,1663.7101024041262
2016-02-12 08:00:00,19474.868714194163,10968.277837437845,1600.6536507876706
2016-02-12 09:00:00,18578.40523304265,10463.388142072656,1526.972664026658
2016-02-12 10:00:00,17888.448518084966,10074.803394389806,1470.2646188588074
2016-02-12 11:00:00,17437.41532913061,9820.780766409194,1433.193872394673
2016-02-12 12:00:00,16965.97158770361,9555.26288197161,1394.4455677498195
2016-02-12 13:00:00,17075.228074468952,9616.796313594243,1403.4254380113177
2016-02-12 14:00:00,17182.08331976692,9676.97736210429,1412.207948486849
2016-02-12 15:00:00,17888.84872499619,10075.028791575236,1470.2975121564687
2016-02-12 16:00:00,18447.137366159746,10389.457865251325,1516.1836623937954
2016-02-12 17:00:00,18438.332814112728,10384.499127171845,1515.46000984525
2016-02-12 18:00:00,18346.685431441434,10332.883171708172,1507.9274446808429
2016-02-12 19:00:00,17863.23548267758,10060.60337170766,1468.1923411061541
