,PL_P2HT_OTH,PL_STUR_BIO_CHP,PL_ICEN_GAS_CHP
2016-01-04 17:00:00,21599.967412816717,12165.136892075856,1775.3170613684629
2016-01-04 18:00:00,21555.944652581602,12140.343201678459,1771.6987986257348
2016-01-04 19:00:00,21142.130706371485,11907.282511942922,1737.687128844089
2016-01-04 20:00:00,19598.53264976372,11037.925567735987,1610.8176797649708
2016-01-04 21:00:00,16342.449220009836,9204.094067070288,1343.1978099937226
2016-01-04 22:00:00,13570.616152842256,7642.993160775963,1115.3788303924853
2016-01-04 23:00:00,14396.24301070635,8107.987554319882,1183.2377034674712
2016-01-05 00:00:00,14501.097221448177,8167.041616902776,1191.8557474546967
2016-01-05 01:00:00,14714.007298221662,8286.952919552006,1209.354981810437
2016-01-05 02:00:00,15494.410775116952,8726.477431142237,1273.4969122497112
2016-01-05 03:00:00,17088.835109450716,9624.459817898893,1404.5438101317973
2016-01-05 04:00:00,22806.19104325898,12844.48400896455,1874.4574605192179
2016-01-05 05:00:00,29241.51817581091,16468.870750693222,2403.381686910771
2016-01-05 06:00:00,27291.710104306374,15370.735663273936,2243.1255407055687
2016-01-05 07:00:00,26053.069714054618,14673.131374365345,2141.32078444426
2016-01-05 08:00:00,24992.121192388247,14075.603435788058,2054.120652344508
2016-01-05 09:00:00,23936.77556747908,13481.231057806806,1967.3810264120123
2016-01-05 10:00:00,23093.13939860971,13006.093790918498,1898.0419549422743
2016-01-05 11:00:00,22373.56737222113,12600.829651513763,1838.8998057474976
2016-01-05 12:00:00,21840.891973376187,12300.82599770525,1795.118826560485
2016-01-05 13:00:00,21679.608588151164,12209.990931976603,1781.8628276030352
2016-01-05 14:00:00,22133.843432395348,12465.81673744066,1819.1967204484588
2016-01-05 15:00:00,23172.780573944154,13050.947830819243,1904.5877211768461
2016-01-05 16:00:00,23963.589430531378,13496.332669230678,1969.584877355311
2016-01-05 17:00:00,23617.810659230083,13301.58950101839,1941.165068176063
2016-01-05 18:00:00,23569.785829882683,13274.541838766685,1937.2178724567232
2016-01-05 19:00:00,22986.684360222967,12946.138139593879,1889.2923377644038
2016-01-05 20:00:00,21321.423402601788,12008.260451015958,1752.4233261962913
2016-01-05 21:00:00,18340.28212086178,10329.276816741278,1507.4011519182643
2016-01-05 22:00:00,15120.617520029668,8515.956459949788,1242.7745722341817
2016-01-05 23:00:00,16543.753296357696,9317.468851342024,1359.7431387172892
2016-01-06 00:00:00,16592.178332616328,9344.741910779161,1363.72322773429
2016-01-06 01:00:00,16783.47723618348,9452.481765415125,1379.4462240163275
2016-01-06 02:00:00,17583.89105864019,9903.276136276902,1445.2328193386602
2016-01-06 03:00:00,18989.41773087417,10694.871051510177,1560.7540807246758
2016-01-06 04:00:00,24909.67856867521,14029.171615589295,2047.3446330263077
2016-01-06 05:00:00,32259.87870029516,18168.816323212974,2651.4629378712866
2016-01-06 06:00:00,30130.377725649087,16969.477899535217,2476.4377010162207
2016-01-06 07:00:00,28829.70526415694,16236.937046884836,2369.5344836174304
2016-01-06 08:00:00,27426.179626479097,15446.469117578716,2254.1776887197207
2016-01-06 09:00:00,26315.20524090919,14820.766530822571,2162.865894412323
2016-01-06 10:00:00,25393.12851743906,14301.451415589809,2087.0797366009965
2016-01-06 11:00:00,24510.67227818054,13804.4506217147,2014.550015258125
2016-01-06 12:00:00,23960.38777524155,13494.52949174723,1969.3217309740214
2016-01-06 13:00:00,23787.898596502135,13397.383304826519,1955.1447196820588
2016-01-06 14:00:00,24492.662967175267,13794.307748370313,2013.0698168633728
2016-01-06 15:00:00,25582.8265933613,14408.289681484046,2102.671159692389
2016-01-06 16:00:00,26354.025311298337,14842.63005780937,2166.0565442854568
2016-01-06 17:00:00,25792.13480793373,14526.172409464401,2119.874354369179
2016-01-06 18:00:00,25815.7470156962,14539.470843404826,2121.8150589311886
2016-01-06 19:00:00,25378.72106863484,14293.337116914296,2085.8955778851946
2016-01-06 20:00:00,23659.83238490906,13325.256205488633,1944.6188644304855
2016-01-06 21:00:00,20490.593854891726,11540.335894061436,1684.1368402517103
2016-01-06 22:00:00,17230.90856293678,9704.475818726858,1416.2209308015115
2016-01-06 23:00:00,16522.142123151363,9305.297403328756,1357.9669006435859
2016-01-07 00:00:00,16570.16695249877,9332.345065580463,1361.9140963629259
2016-01-07 01:00:00,16753.861924752582,9435.802373693241,1377.0121199894013
2016-01-07 02:00:00,17542.26953987244,9879.834828992089,1441.8119163818988
2016-01-07 03:00:00,18946.195384461505,10670.52815548364,1557.2016045772696
2016-01-07 04:00:00,24856.45104948183,13999.193789926985,2042.9698244373722
2016-01-07 05:00:00,32114.603591519266,18086.99714490156,2639.522670820283
2016-01-07 06:00:00,30066.344619852553,16933.41434986628,2471.174773390435
2016-01-07 07:00:00,28761.670089248113,16198.619525361588,2363.9426230150325
2016-01-07 08:00:00,27363.747348327473,15411.307156651497,2249.0463342845787
2016-01-07 09:00:00,26253.97358349125,14786.280761451646,2157.833219870165
2016-01-07 10:00:00,25330.29603237621,14266.064057477157,2081.9154888681933
2016-01-07 11:00:00,24462.247241921905,13777.177562277562,2010.5699262411238
2016-01-07 12:00:00,23907.96066987064,13465.002460455784,1965.0127089804087
2016-01-07 13:00:00,23732.670042752616,13366.278493237056,1950.6054446048179
2016-01-07 14:00:00,24431.431309757325,13759.821978999385,2008.037142321214
2016-01-07 15:00:00,25524.39638432196,14375.381692411138,2097.868738233859
2016-01-07 16:00:00,26282.78848109969,14802.509358802668,2160.201537301769
2016-01-07 17:00:00,25752.114116810895,14503.632690921315,2116.5850246030627
2016-01-07 18:00:00,25772.924876194767,14515.353344563722,2118.2954760814437
2016-01-07 19:00:00,25340.701412068145,14271.924384298361,2082.7707146073835
2016-01-07 20:00:00,23634.219142590442,13310.830785621056,1942.5136933801707
2016-01-07 21:00:00,20435.76550805344,11509.456479657403,1679.6304584721302
2016-01-07 22:00:00,17198.89201003851,9686.444043892387,1413.5894669886181
2016-01-07 23:00:00,15584.457330143334,8777.191797864187,1280.8979042234737
2016-01-08 00:00:00,15621.676572887569,8798.15373610926,1283.9569809059622
2016-01-08 01:00:00,15809.773821164896,8904.090413261778,1299.4168308067103
2016-01-08 02:00:00,16588.176263504043,9342.487938924853,1363.3942947576784
2016-01-08 03:00:00,18014.11348821067,10145.578110615106,1480.5931143244138
2016-01-08 04:00:00,23877.94515152851,13448.097671548467,1962.5457116558212
2016-01-08 05:00:00,31154.507211482443,17546.269297052862,2560.6116497311455
2016-01-08 06:00:00,28918.551198449626,16286.975222050492,2376.8367956982092
2016-01-08 07:00:00,27627.083495915736,15559.61850466502,2270.690124145626
2016-01-08 08:00:00,26277.58579125372,14799.579195392069,2159.7739244321738
2016-01-08 09:00:00,25209.433545185246,14197.994107477029,2071.981712974521
2016-01-08 10:00:00,24310.168615655137,13691.526631813827,1998.0704731298808
2016-01-08 11:00:00,23486.54279234718,13227.65922419706,1930.3760665432005
2016-01-08 12:00:00,22914.647116201864,12905.56664621632,1883.371544185394
2016-01-08 13:00:00,22759.366834645265,12818.112538269137,1870.6089446928618
2016-01-08 14:00:00,23424.110514195556,13192.497263269841,1925.2447121080588
2016-01-08 15:00:00,24491.062139530346,13793.406159628586,2012.9382436727276
2016-01-08 16:00:00,25267.863754224585,14230.902096549939,2076.7841344330513
2016-01-08 17:00:00,24725.183182598936,13925.263513105654,2032.1808228045097
2016-01-08 18:00:00,24807.22559940075,13971.469936118989,2038.9239488250491
2016-01-08 19:00:00,24330.579168127784,13703.021888270803,1999.7480313106003
2016-01-08 20:00:00,22584.076207527243,12719.388571050407,1856.2016803172708
2016-01-08 21:00:00,19549.307199682633,11010.20171392799,1606.7718041526475
2016-01-08 22:00:00,16271.212389811188,9163.973368063589,1337.342803010035
2016-01-08 23:00:00,14471.08170310605,8150.136827995457,1189.388750130109
2016-01-09 00:00:00,14424.257494492336,8123.765357300043,1185.5402343037526
2016-01-09 01:00:00,14610.35370821352,8228.575048525408,1200.8356177161952
2016-01-09 02:00:00,15239.87917957572,8583.124821208194,1252.5767749372096
2016-01-09 03:00:00,16621.793644047226,9361.421302501045,1366.1573317612163
2016-01-09 04:00:00,22293.12578306423,12555.524817242154,1832.2882529176031
2016-01-09 05:00:00,29268.732245774438,16484.197759302522,2405.61843115173
2016-01-09 06:00:00,27136.830029660996,15283.506952512182,2230.3958345106976
2016-01-09 07:00:00,25909.79563983487,14592.439181981084,2129.5449838815625
2016-01-09 08:00:00,24770.406563567743,13950.73339505935,2035.8977654402222
2016-01-09 09:00:00,23711.859283368743,13354.557839594649,1948.8949931264372
2016-01-09 10:00:00,22846.611941293042,12867.24912469307,1877.7796835829959
2016-01-09 11:00:00,22040.595222079137,12413.299193235262,1811.532582093407
2016-01-09 12:00:00,21519.926030571056,12120.05745498968,1768.73840183623
2016-01-09 13:00:00,21511.521685435255,12115.324114095629,1768.047642585345
2016-01-09 14:00:00,21972.960254081547,12375.207068897444,1805.97361478867
2016-01-09 15:00:00,22991.486843157705,12948.842905819049,1889.6870573363376
2016-01-09 16:00:00,23650.62762595081,13320.072070223725,1943.862318584279
2016-01-09 17:00:00,23388.09189218501,13172.211516581061,1922.2843153185538
2016-01-09 18:00:00,23404.10016863414,13181.227403998297,1923.6000472250005
2016-01-09 19:00:00,22884.631597859738,12888.661857309004,1880.9045468608065
2016-01-09 20:00:00,21236.579537421378,11960.476247704612,1745.4499470921244
2016-01-09 21:00:00,18185.001839305176,10241.822708794094,1494.6385524257319
2016-01-09 22:00:00,15059.385862611733,8481.47069057886,1237.7418976920233
2016-01-09 23:00:00,12083.447270717692,6805.417219714784,993.1473362835916
2016-01-10 00:00:00,12228.322172582353,6887.011000840764,1005.0547100369336
2016-01-10 01:00:00,12376.398729736848,6970.407959450194,1017.2252301715653
2016-01-10 02:00:00,13061.953168671018,7356.513338093304,1073.571449065143
2016-01-10 03:00:00,14866.486131399666,8372.829247201174,1221.8873282193413
2016-01-10 04:00:00,20382.13778194884,11479.253256809667,1675.2227565855344
2016-01-10 05:00:00,25298.27947947794,14248.032282642687,2079.2840250553004
2016-01-10 06:00:00,23681.443558115392,13337.427653501902,1946.3951025041886
2016-01-10 07:00:00,22581.674966059873,12718.036187937823,1856.0043205313038
2016-01-10 08:00:00,21822.882662370914,12290.683124360858,1793.6386281657324
2016-01-10 09:00:00,20921.616698284663,11783.088662770502,1719.5629218327863
2016-01-10 10:00:00,20274.482122828413,11418.621413928759,1666.3744595146807
2016-01-10 11:00:00,19744.20796545084,11119.970143232831,1622.790840113635
2016-01-10 12:00:00,19151.90173683288,10786.382308795117,1574.1087595751092
2016-01-10 13:00:00,19176.71456532904,10800.356934291833,1576.1481440301015
2016-01-10 14:00:00,19283.16960371578,10860.31258561645,1584.8977612079718
2016-01-10 15:00:00,20213.650672321703,11384.361041743265,1661.3746782701835
2016-01-10 16:00:00,20823.165798122485,11727.640955154504,1711.4711706081393
2016-01-10 17:00:00,20719.51220811434,11669.263084127904,1702.9518065138973
2016-01-10 18:00:00,20647.875171004467,11628.916987935776,1697.0639062325488
2016-01-10 19:00:00,20196.84198205011,11374.894359955166,1659.9931597684144
2016-01-10 20:00:00,18517.57378253594,10429.12776988716,1521.9728827821607
2016-01-10 21:00:00,15453.989877082888,8703.712315413719,1270.1746891859336
2016-01-10 22:00:00,12714.173362813577,7160.643183953862,1044.9871733975895
2016-01-10 23:00:00,11758.479258800267,6622.394705144903,966.4379785827246
2016-01-11 00:00:00,11991.399681135168,6753.57586706568,985.5818778215232
2016-01-11 01:00:00,12123.868168751756,6828.182335443304,996.4695593473693
2016-01-11 02:00:00,12898.66874888985,7264.551286437502,1060.1509836193873
2016-01-11 03:00:00,14830.067302477886,8352.318103326963,1218.8940381321752
2016-01-11 04:00:00,20385.739644149897,11481.281831478544,1675.5187962644848
2016-01-11 05:00:00,23813.11163190952,13411.583327508666,1957.2169974347125
2016-01-11 06:00:00,22301.129921288797,12560.032760950771,1832.9461188708262
2016-01-11 07:00:00,21353.840162411285,12026.517623035861,1755.087683306846
2016-01-11 08:00:00,20609.455307526543,11607.278858134408,1693.9061496570764
2016-01-11 09:00:00,19822.6485200516,11164.147991577283,1629.2379264552237
2016-01-11 10:00:00,19348.003123334773,10896.826929656252,1590.226475429081
2016-01-11 11:00:00,18811.72586228878,10594.794701178864,1546.1494565631178
2016-01-11 12:00:00,18345.484810707745,10332.206980151881,1507.8287647878597
2016-01-11 13:00:00,18421.524123841133,10375.03244538375,1514.0784913434811
2016-01-11 14:00:00,18696.066064943785,10529.654914589337,1536.643293539041
2016-01-11 15:00:00,19584.1252009595,11029.811269060476,1609.6335210491688
2016-01-11 16:00:00,20287.28874398772,11425.834123862545,1667.4270450398378
2016-01-11 17:00:00,20217.252534522762,11386.38961641214,1661.6707179491336
2016-01-11 18:00:00,20138.011566099543,11341.760973696822,1655.1578450122224
2016-01-11 19:00:00,19719.395136954685,11105.995517736115,1620.751455658643
2016-01-11 20:00:00,18184.601632393948,10241.59731160866,1494.6056591280703
2016-01-11 21:00:00,15012.161447086784,8454.873822698017,1233.8604885680056
2016-01-11 22:00:00,12396.809282209491,6981.903215907169,1018.9027883522848
2016-01-11 23:00:00,12396.809282209491,6981.903215907169,1018.9027883522848
2016-01-12 00:00:00,12654.542533040552,7127.05900332466,1040.0860720460757
2016-01-12 01:00:00,12889.864196842824,7259.592548358021,1059.4273310708413
2016-01-12 02:00:00,13677.871605051456,7703.399606471439,1124.1942341656777
2016-01-12 03:00:00,15546.437673576638,8755.779065248253,1277.7730409456628
2016-01-12 04:00:00,21042.479185475626,11851.15861277063,1729.4966977264585
2016-01-12 05:00:00,25872.97660400186,14571.702640921443,2126.518800496735
2016-01-12 06:00:00,24547.89152092478,13825.412559959774,2017.6090919406136
2016-01-12 07:00:00,23625.014383632195,13305.646650356148,1941.7571475339641
2016-01-12 08:00:00,22834.605733956196,12860.487209130142,1876.7928846531606
2016-01-12 09:00:00,21850.8971461569,12306.460927341022,1795.9411590020143
2016-01-12 10:00:00,21023.26925373666,11840.339547869946,1727.9178194387223
2016-01-12 11:00:00,20506.602131340856,11549.351781478672,1685.452572158157
2016-01-12 12:00:00,19959.519283691698,11241.23382899465,1640.487434255343
2016-01-12 13:00:00,19944.71162797625,11232.894133133705,1639.2703822418794
2016-01-12 14:00:00,20099.591702621623,11320.12284389546,1652.0000884367512
2016-01-12 15:00:00,20981.247528057684,11816.672843399705,1724.4640231843
2016-01-12 16:00:00,21673.205277571513,12206.384577009709,1781.3365348404564
2016-01-12 17:00:00,21584.359343278815,12156.34640184405,1774.0342227596775
2016-01-12 18:00:00,21449.48961419486,12080.387550353842,1762.9491814478645
2016-01-12 19:00:00,20776.341589508767,11701.26948445909,1707.622654781783
2016-01-12 20:00:00,19022.63490450612,10713.57901790094,1563.4842244305523
2016-01-12 21:00:00,15894.217479434079,8951.649219387695,1306.3573166132164
2016-01-12 22:00:00,13069.156893073128,7360.570487431061,1074.1635284230442
2016-01-12 23:00:00,12604.916876048239,7099.10975233123,1036.0073031360912
2016-01-13 00:00:00,12855.446402477186,7240.208390410965,1056.598507471981
2016-01-13 01:00:00,13088.767031723317,7371.614949517174,1075.7753000084413
2016-01-13 02:00:00,13892.382509469851,7824.212497862395,1141.8250417120628
2016-01-13 03:00:00,15718.52664540483,8852.699854983535,1291.9171589399643
2016-01-13 04:00:00,21319.022161134417,12006.908067903372,1752.2259664103242
2016-01-13 05:00:00,26309.602344151994,14817.61097022654,2162.405388245067
2016-01-13 06:00:00,24926.887465858028,14038.863694562824,2048.759044825738
2016-01-13 07:00:00,24150.085851163793,13601.367757641472,1984.9131540654141
2016-01-13 08:00:00,23141.164227957113,13033.141453170205,1901.9891506616143
2016-01-13 09:00:00,22159.856881625186,12480.467554493665,1821.3347847964344
2016-01-13 10:00:00,21367.44719739305,12034.181127340511,1756.2060554273255
2016-01-13 11:00:00,20794.350900514044,11711.412357803481,1709.1028531765357
2016-01-13 12:00:00,20196.041568227658,11374.443565584303,1659.927373173092
2016-01-13 13:00:00,20270.079846804896,11416.142044889017,1666.0126332404077
2016-01-13 14:00:00,20521.409787056306,11557.691477339613,1686.66962417162
2016-01-13 15:00:00,21355.440990056195,12027.419211777582,1755.2192564974903
2016-01-13 16:00:00,21966.957150413124,12371.826111115979,1805.4802153237524
2016-01-13 17:00:00,21768.85472935508,12260.25450432769,1789.198032981475
2016-01-13 18:00:00,21692.8154162217,12217.429039095821,1782.9483064258536
2016-01-13 19:00:00,21093.705670112853,11880.009452505785,1733.7070398270878
2016-01-13 20:00:00,19200.72698000274,10813.880765417687,1578.1217418897716
2016-01-13 21:00:00,16005.074793844331,9014.08423975205,1315.4687600653592
2016-01-13 22:00:00,13237.243795789036,7455.237305312033,1087.9787134407338
2016-01-13 23:00:00,12931.485715610572,7283.033855642834,1062.8482340276028
2016-01-14 00:00:00,13115.580894775616,7386.716560941041,1077.979150951739
2016-01-14 01:00:00,13332.493040661382,7508.881835444583,1095.8073182840913
2016-01-14 02:00:00,14112.09610373422,7947.9555526639515,1159.883462128043
2016-01-14 03:00:00,15804.971338230154,8901.385647036606,1299.0221112347763
2016-01-14 04:00:00,21370.248645771648,12035.758907638527,1756.4363085109535
2016-01-14 05:00:00,26838.275673884647,15115.36065218074,2205.8574344554677
2016-01-14 06:00:00,25244.251546462114,14217.603662609517,2074.8434298710426
2016-01-14 07:00:00,24333.38061650638,13704.599668568819,1999.9782843942285
2016-01-14 08:00:00,23263.22733588176,13101.887594726622,1912.0216064482695
2016-01-14 09:00:00,22288.323300129494,12552.820051016985,1831.8935333456693
2016-01-14 10:00:00,21490.31071914015,12103.378063267794,1766.3042978093038
2016-01-14 11:00:00,20884.397455540427,11762.12672452543,1716.5038451502978
2016-01-14 12:00:00,20291.69102001123,11428.313492902284,1667.7888713141103
2016-01-14 13:00:00,20307.29908954914,11437.10398313409,1669.0717099228962
2016-01-14 14:00:00,20659.080964518864,11635.22810912784,1697.9849185670614
2016-01-14 15:00:00,21522.327272038423,12121.409838102265,1768.935761622197
2016-01-14 16:00:00,22175.464951163092,12489.258044725471,1822.61762340522
2016-01-14 17:00:00,21900.92301006044,12334.635575519884,1800.0528212096601
2016-01-14 18:00:00,21877.711009209197,12321.56253876489,1798.1450099453123
2016-01-14 19:00:00,21319.022161134417,12006.908067903372,1752.2259664103242
2016-01-14 20:00:00,19501.682577246458,10983.379448861713,1602.8575017309686
2016-01-14 21:00:00,16424.891843722875,9250.52588726905,1349.9738293119226
2016-01-14 22:00:00,13573.81780813208,7644.796338259409,1115.6419767737746
2016-01-14 23:00:00,11667.232083040202,6571.004146866661,958.9383067159787
2016-01-15 00:00:00,11993.000508780082,6754.477455807403,985.713451012168
2016-01-15 01:00:00,12240.328379919207,6893.772916403691,1006.0415089667687
2016-01-15 02:00:00,13053.54882353522,7351.779997199256,1072.8806898142586
2016-01-15 03:00:00,15004.557515773447,8450.591276174831,1233.2355159124438
2016-01-15 04:00:00,20484.19054431207,11536.729539094544,1683.6105474891317
2016-01-15 05:00:00,24639.53890359607,13877.028515423444,2025.1416571050202
2016-01-15 06:00:00,23600.601762047263,13291.897422044862,1939.750656376633
2016-01-15 07:00:00,23009.095947251753,12958.76038197801,1891.1343624334293
2016-01-15 08:00:00,22117.83515594621,12456.800850023425,1817.8809885420121
2016-01-15 09:00:00,21165.74291413396,11920.580945883345,1739.6278334060978
2016-01-15 10:00:00,20411.352886468514,11495.70725134612,1677.6239673147995
2016-01-15 11:00:00,19919.49859256886,11218.69411045156,1637.1981044892261
2016-01-15 12:00:00,19316.386777347732,10879.020552007212,1587.6279049138486
2016-01-15 13:00:00,19468.06519670328,10964.446085285519,1600.0944647274307
2016-01-15 14:00:00,19578.122097291074,11026.430311279013,1609.1401215842513
2016-01-15 15:00:00,20328.10984893301,11448.824636776497,1670.7821614012769
2016-01-15 16:00:00,20875.5929034934,11757.16798644595,1715.780192601752
2016-01-15 17:00:00,20799.953797271242,11714.567918399514,1709.563359343792
2016-01-15 18:00:00,20656.27951614026,11633.650328829823,1697.7546654834332
2016-01-15 19:00:00,20025.15321713315,11278.198967405315,1645.881935071774
2016-01-15 20:00:00,18099.35756030231,10193.587711111883,1487.599386726242
2016-01-15 21:00:00,14840.072475258592,8357.953032962738,1219.7163705737046
2016-01-15 22:00:00,12274.746174284846,6913.157074350748,1008.870332565629
2016-01-15 23:00:00,10970.872057502867,6178.813044216917,901.7039687855495
2016-01-16 00:00:00,11212.196824973566,6314.727547031742,921.5386272752327
2016-01-16 01:00:00,11484.737731520074,6468.223030310177,943.9389629824869
2016-01-16 02:00:00,12213.914723778136,6878.896702165253,1003.8705513211318
2016-01-16 03:00:00,14104.49217242088,7943.673006140765,1159.258489472481
2016-01-16 04:00:00,19337.597743642837,10890.96660283505,1589.3712496898904
2016-01-16 05:00:00,23429.313204041526,13195.42742668044,1925.6723249776535
2016-01-16 06:00:00,22436.80006419521,12636.442406811842,1844.0969467779616
2016-01-16 07:00:00,21882.913699055163,12324.492702175492,1798.5726228149074
