,PL_P2HT_OTH,PL_STUR_BIO_CHP,PL_COMC_GAS_CHP
2016-01-11 03:00:00,14830.067302477886,8582.417259571841,988.7948818872968
2016-01-11 04:00:00,20385.739644149897,11797.581238343873,1359.2193893991562
2016-01-11 05:00:00,23813.11163190952,13781.060874866253,1587.739450077125
2016-01-11 06:00:00,22301.129921288797,12906.05082503188,1486.9280547897163
2016-01-11 07:00:00,21353.840162411285,12357.837805455927,1423.7675008867795
2016-01-11 08:00:00,20609.455307526543,11927.04937435695,1374.1356334345348
2016-01-11 09:00:00,19822.6485200516,11471.710634819001,1321.6752832135064
2016-01-11 10:00:00,19348.003123334773,11197.02510832256,1290.0282967627743
2016-01-11 11:00:00,18811.72586228878,10886.672152584586,1254.2720051573938
2016-01-11 12:00:00,18345.484810707745,10616.850366439263,1223.1853785004776
2016-01-11 13:00:00,18421.524123841133,10660.855636282706,1228.255300444524
2016-01-11 14:00:00,18696.066064943785,10819.737821085875,1246.560387042502
2016-01-11 15:00:00,19584.1252009595,11333.67305152062,1305.771738589024
2016-01-11 16:00:00,20287.28874398772,11740.60599423078,1352.6551746716011
2016-01-11 17:00:00,20217.252534522762,11700.074824638135,1347.9855097231373
2016-01-11 18:00:00,20138.011566099543,11654.216701327598,1342.7021173814464
2016-01-11 19:00:00,19719.395136954685,11411.956110505273,1314.7908628894857
2016-01-11 20:00:00,18184.601632393948,10523.744479717869,1212.458491018863
2016-01-11 21:00:00,15012.161447086784,8687.798300512719,1000.9360107533028
2016-01-11 22:00:00,12396.809282209491,7174.248624581644,826.5573796778095
2016-01-11 23:00:00,12396.809282209491,7174.248624581644,826.5573796778095
2016-01-12 00:00:00,12654.542533040552,7323.403328682579,843.7417466881564
2016-01-12 01:00:00,12889.864196842824,7459.5880585138675,859.431820914995
2016-01-12 02:00:00,13677.871605051456,7915.621618101977,911.97222253514
2016-01-12 03:00:00,15546.437673576638,8996.993222833758,1036.5588833601557
2016-01-12 04:00:00,21042.479185475626,12177.647805781195,1403.0075047158944
2016-01-12 05:00:00,25872.97660400186,14973.140474256803,1725.0809671613736
2016-01-12 06:00:00,24547.89152092478,14206.290745563949,1636.730906336437
2016-01-12 07:00:00,23625.014383632195,13672.205733674575,1575.1980642155363
2016-01-12 08:00:00,22834.605733956196,13214.782533986145,1522.4975597971581
2016-01-12 09:00:00,21850.8971461569,12645.493306222015,1456.90878012102
2016-01-12 10:00:00,21023.26925373666,12166.530684978638,1401.72668233003
2016-01-12 11:00:00,20506.602131340856,11867.526456726608,1367.2778969102194
2016-01-12 12:00:00,19959.519283691698,11550.920120537203,1330.8011427127904
2016-01-12 13:00:00,19944.71162797625,11542.350673251898,1329.8138421236863
2016-01-12 14:00:00,20099.591702621623,11631.982459722492,1340.1404726097182
2016-01-12 15:00:00,20981.247528057684,12142.211983223053,1398.9248833609518
2016-01-12 16:00:00,21673.205277571513,12542.65993879839,1445.0611730517746
2016-01-12 17:00:00,21584.359343278815,12491.243255086576,1439.137369517152
2016-01-12 18:00:00,21449.48961419486,12413.19180278531,1430.1449290163957
2016-01-12 19:00:00,20776.341589508767,12023.62936132914,1385.2627779117317
2016-01-12 20:00:00,19022.63490450612,11008.728874729295,1268.3343676021964
2016-01-12 21:00:00,15894.217479434079,9198.259430696668,1059.747105304242
2016-01-12 22:00:00,13069.156893073128,7563.347852671042,871.3861631830626
2016-01-12 23:00:00,12604.916876048239,7294.684099942648,840.4329555246735
2016-01-13 00:00:00,12855.446402477186,7439.669883742624,857.1370141403212
2016-01-13 01:00:00,13088.767031723317,7574.696580156983,872.6936693686325
2016-01-13 02:00:00,13892.382509469851,8039.762800397166,926.2747391772921
2016-01-13 03:00:00,15718.52664540483,9096.584096689974,1048.0329172335241
2016-01-13 04:00:00,21319.022161134417,12337.688024001296,1421.4460103124002
2016-01-13 05:00:00,26309.602344151994,15225.823365831524,1754.1929926400826
2016-01-13 06:00:00,24926.887465858028,14425.622274731008,1662.000464657553
2016-01-13 07:00:00,24150.085851163793,13976.073702277723,1610.2072094291625
2016-01-13 08:00:00,23141.164227957113,13392.19325346024,1542.9373503715774
2016-01-13 09:00:00,22159.856881625186,12824.293665796427,1477.508673493672
2016-01-13 10:00:00,21367.44719739305,12365.712432691069,1424.6747500767667
2016-01-13 11:00:00,20794.350900514044,12034.051662081536,1386.4635488984798
2016-01-13 12:00:00,20196.041568227658,11687.79967041865,1346.5712683387453
2016-01-13 13:00:00,20270.079846804896,11730.646906845159,1351.5077712842642
2016-01-13 14:00:00,20521.409787056306,11876.09590401191,1368.265197499323
2016-01-13 15:00:00,21355.440990056195,12358.764232189471,1423.8742360856013
2016-01-13 16:00:00,21966.957150413124,12712.659244404114,1464.6470820356174
2016-01-13 17:00:00,21768.85472935508,12598.013936127772,1451.4386011813908
2016-01-13 18:00:00,21692.8154162217,12554.00866628433,1446.3686792373444
2016-01-13 19:00:00,21093.705670112853,12207.293461254672,1406.4230310781993
2016-01-13 20:00:00,19200.72698000274,11111.79384883631,1280.2086584711476
2016-01-13 21:00:00,16005.074793844331,9262.41448199474,1067.1385178226676
2016-01-13 22:00:00,13237.243795789036,7660.62265969339,882.5933590593759
2016-01-13 23:00:00,12931.485715610572,7483.6751535860685,862.2069360843678
2016-01-14 00:00:00,13115.580894775616,7590.214227943879,874.4814839489013
2016-01-14 01:00:00,13332.493040661382,7715.7450503393875,888.9441033892866
2016-01-14 02:00:00,14112.09610373422,8166.914869576379,940.9241452156158
2016-01-14 03:00:00,15804.971338230154,9146.611140301467,1053.7966179699138
2016-01-14 04:00:00,21370.248645771648,12367.333679474774,1424.8615366747051
2016-01-14 05:00:00,26838.275673884647,15531.775794585148,1789.442292051058
2016-01-14 06:00:00,25244.251546462114,14609.286374656538,1683.1607178240208
2016-01-14 07:00:00,24333.38061650638,14082.14956326876,1622.428389694285
2016-01-14 08:00:00,23263.22733588176,13462.833291893134,1551.0759092817568
2016-01-14 09:00:00,22288.323300129494,12898.639411163513,1486.0741731991404
2016-01-14 10:00:00,21490.31071914015,12436.815684490739,1432.8666765863577
2016-01-14 11:00:00,20884.397455540427,12086.163165843507,1392.4674038322187
2016-01-14 12:00:00,20291.69102001123,11743.15366774803,1352.9486964683615
2016-01-14 13:00:00,20307.29908954914,11752.186328400108,1353.9893646568764
2016-01-14 14:00:00,20659.080964518864,11955.768603096883,1377.444424598018
2016-01-14 15:00:00,21522.327272038423,12455.344219161663,1435.0013805627984
2016-01-14 16:00:00,22175.464951163092,12833.326326448505,1478.5493416821869
2016-01-14 17:00:00,21900.92301006044,12674.444141645336,1460.2442550842086
2016-01-14 18:00:00,21877.711009209197,12661.010954008914,1458.696594701289
2016-01-14 19:00:00,21319.022161134417,12337.688024001296,1421.4460103124002
2016-01-14 20:00:00,19501.682577246458,11285.962074742993,1300.2748758496894
2016-01-14 21:00:00,16424.891843722875,9505.369892867227,1095.1298237137455
2016-01-14 22:00:00,13573.81780813208,7855.403880421475,905.034434611708
2016-01-14 23:00:00,11667.232083040202,6752.029640767971,777.9128128146688
2016-01-15 00:00:00,11993.000508780082,6940.557481044619,799.6334257749521
2016-01-15 01:00:00,12240.328379919207,7083.690411377504,816.1240139929558
2016-01-15 02:00:00,13053.54882353522,7554.315192018967,870.345494994548
2016-01-15 03:00:00,15004.557515773447,8683.397773528377,1000.4290185588983
2016-01-15 04:00:00,20484.19054431207,11854.556482456963,1365.783604126711
2016-01-15 05:00:00,24639.53890359607,14259.328676059466,1642.8414964689982
2016-01-15 06:00:00,23600.601762047263,13658.077725987994,1573.5703524335001
2016-01-15 07:00:00,23009.095947251753,13315.763047942679,1534.1316964687596
2016-01-15 08:00:00,22117.83515594621,12799.97496404084,1474.7068745245938
2016-01-15 09:00:00,21165.74291413396,12248.982664264251,1411.226115025191
2016-01-15 10:00:00,20411.352886468514,11812.404066080611,1360.9271525803088
2016-01-15 11:00:00,19919.49859256886,11527.759452198547,1328.1327627422395
2016-01-15 12:00:00,19316.386777347732,11178.728180335022,1287.9202765860393
2016-01-15 13:00:00,19468.06519670328,11266.507113338523,1298.0334366744266
2016-01-15 14:00:00,19578.122097291074,11330.198951269822,1305.3714815934413
2016-01-15 15:00:00,20328.10984893301,11764.22987593621,1355.376922241563
2016-01-15 16:00:00,20875.5929034934,12081.067818809002,1391.8803602386974
2016-01-15 17:00:00,20799.953797271242,12037.294155648948,1386.8371220943568
2016-01-15 18:00:00,20656.27951614026,11954.147356313177,1377.2576380000794
2016-01-15 19:00:00,20025.15321713315,11588.903616612595,1335.1772858644936
2016-01-15 20:00:00,18099.35756030231,10474.412256156535,1206.77484168159
2016-01-15 21:00:00,14840.072475258592,8588.207426656507,989.4619768799347
2016-01-15 22:00:00,12274.746174284846,7103.608586148747,818.4188207676297
2016-01-15 23:00:00,10970.872057502867,6349.034011675381,731.4830013270852
2016-01-16 00:00:00,11212.196824973566,6488.692841757467,747.5733325495063
2016-01-16 01:00:00,11484.737731520074,6646.416993143706,765.7450001489573
2016-01-16 02:00:00,12213.914723778136,7068.404370273993,814.3628832123925
2016-01-16 03:00:00,14104.49217242088,8162.514342592035,940.4171530212112
2016-01-16 04:00:00,19337.597743642837,11191.003334554509,1289.334517970431
2016-01-16 05:00:00,23429.313204041526,13558.950065498551,1562.1496861595426
2016-01-16 06:00:00,22436.80006419521,12984.56549069992,1495.9738628898835
2016-01-16 07:00:00,21882.913699055163,12664.021840892938,1459.0434840974606
2016-01-16 08:00:00,21075.696359107576,12196.871160502275,1405.2222600914513
