,PL_P2HT_OTH,PL_STUR_BIO_CHP,PL_COMC_GAS_CHP
2016-01-01 00:00:00,13396.125939546691,7752.570512997849,893.1868275424624
2016-01-01 01:00:00,13613.43829234369,7878.332942076742,907.6761307825531
2016-01-01 02:00:00,14394.642183061436,8330.429188047281,959.7629078077044
2016-01-01 03:00:00,16078.312658599123,9304.79850505448,1072.0216531687756
2016-01-01 04:00:00,21683.210450352217,12548.450105883054,1445.7282680444123
2016-01-01 05:00:00,27306.91796693305,15802.987220830795,1820.6890215062078
2016-01-01 06:00:00,25648.06031989152,14842.977518193564,1710.0846717268782
2016-01-01 07:00:00,24734.38794155719,14314.219460022077,1649.1655569992035
2016-01-01 08:00:00,23641.022660081326,13681.470001010035,1576.2654162037563
2016-01-01 09:00:00,22651.711175524833,13108.938279678494,1510.3030633317412
2016-01-01 10:00:00,21844.093628666014,12641.555992604444,1456.4551555260264
2016-01-01 11:00:00,21212.166915836446,12275.849039537088,1414.3214357910297
2016-01-01 12:00:00,20618.25985957357,11932.144721391454,1374.722677028056
2016-01-01 13:00:00,20626.263997798134,11936.776855059185,1375.256353022166
2016-01-01 14:00:00,20990.05208010471,12147.307330257556,1399.5119269544728
2016-01-01 15:00:00,21879.712043765343,12662.168987425848,1458.8300136998168
2016-01-01 16:00:00,22535.25096435738,13041.540734813008,1502.5380776174384
2016-01-01 17:00:00,22233.094746379982,12866.677688856167,1482.3918088397802
2016-01-01 18:00:00,22215.48564228593,12856.48699478716,1481.2177216527377
2016-01-01 19:00:00,21651.594104365176,12530.153177895516,1443.620247867677
2016-01-01 20:00:00,19819.847071673,11470.089388035296,1321.488496615568
2016-01-01 21:00:00,16749.8598556403,9693.434519777104,1116.7970690746179
2016-01-01 22:00:00,13858.765128926672,8020.307838992696,924.0333000020295
2016-01-01 23:00:00,12946.293371326023,7492.2446008713705,863.1942366734716
2016-01-02 00:00:00,13056.750478825048,7556.168045486057,870.5589653921917
2016-01-02 01:00:00,13298.475453206975,7696.058482251532,886.6759804143186
2016-01-02 02:00:00,14000.438375501508,8102.296604911533,933.4793650977792
2016-01-02 03:00:00,15698.916506754642,9085.235369204036,1046.7254110479544
2016-01-02 04:00:00,21259.391331361392,12303.178628176702,1417.4701241562796
2016-01-02 05:00:00,26813.462845388487,15517.416180215183,1787.7878964693166
2016-01-02 06:00:00,25243.851339550885,14609.054767973152,1683.1340340243153
2016-01-02 07:00:00,24394.612273924315,14117.5853858269,1626.5110110492276
2016-01-02 08:00:00,23408.902651568882,13547.138124645839,1560.788812374562
2016-01-02 09:00:00,22419.190960101165,12974.374796630913,1494.7997757028413
2016-01-02 10:00:00,21612.774033976028,12507.68732960702,1441.031919296243
2016-01-02 11:00:00,20984.44918334751,12144.064836690144,1399.1383537585957
2016-01-02 12:00:00,20385.739644149897,11797.581238343873,1359.2193893991562
2016-01-02 13:00:00,20489.79344106927,11857.798976024373,1366.157177322588
2016-01-02 14:00:00,20737.121312208394,12000.931906357258,1382.647765540592
2016-01-02 15:00:00,21614.77506853217,12508.845363023953,1441.1653382947702
2016-01-02 16:00:00,22169.46184749467,12829.852226197707,1478.1490846866043
2016-01-02 17:00:00,22079.41529246829,12777.740722435734,1472.1452297528651
2016-01-02 18:00:00,21966.55694350189,12712.427637720726,1464.6203982359116
2016-01-02 19:00:00,21359.84326607971,12361.311905706727,1424.1677578823624
2016-01-02 20:00:00,19554.109682617374,11316.302550266628,1303.7704536111107
2016-01-02 21:00:00,16388.07280788987,9484.062077995664,1092.6749141408386
2016-01-02 22:00:00,13568.615118286114,7852.392993537449,904.6875452155361
2016-01-02 23:00:00,13354.104213867715,7728.25181124226,890.385028573384
2016-01-03 00:00:00,13368.111455760707,7736.35804516079,891.3189615630769
2016-01-03 01:00:00,13445.751596539008,7781.289741737781,896.4956187059454
2016-01-03 02:00:00,14046.06196338154,8128.699766817599,936.5213182642071
2016-01-03 03:00:00,15458.3921531064,8946.03975248872,1030.6884474249441
2016-01-03 04:00:00,21103.71084289356,12213.083628339335,1407.090126070837
2016-01-03 05:00:00,27531.834251043383,15933.150176894034,1835.6853169407032
2016-01-03 06:00:00,25128.19154220589,14542.12043647444,1675.4224159094235
2016-01-03 07:00:00,23834.32259820462,13793.336029085736,1589.1536914615167
2016-01-03 08:00:00,22891.435115350618,13247.670683027032,1526.2866593553401
2016-01-03 09:00:00,21880.912664499025,12662.863807476007,1458.9100650989333
2016-01-03 10:00:00,21228.175192285584,12285.113306872552,1415.3887877792502
2016-01-03 11:00:00,20577.838961539506,11908.752446369412,1372.0276132577997
2016-01-03 12:00:00,20015.9484581749,11583.576662894704,1334.563558471267
2016-01-03 13:00:00,19865.07045264181,11496.260943257976,1324.5037659822904
2016-01-03 14:00:00,20268.879226071214,11729.952086795,1351.4277198851476
2016-01-03 15:00:00,21277.800849277894,12313.832535612482,1418.697578942733
2016-01-03 16:00:00,21997.372875666475,12730.261352341491,1466.6750508132359
2016-01-03 17:00:00,21675.60651903888,12544.049578898708,1445.2212758500077
2016-01-03 18:00:00,21749.64479761612,12586.896815325219,1450.1577787955266
2016-01-03 19:00:00,21416.672647474137,12394.200054747615,1427.9568574405441
2016-01-03 20:00:00,19891.08390187165,11511.315377678102,1326.2382129631485
2016-01-03 21:00:00,17058.019177286133,9871.771665984743,1137.3435948478586
2016-01-03 22:00:00,14029.653480021178,8119.2038927987505,935.4272824762812
2016-01-03 23:00:00,12917.878680628808,7475.800526350927,861.2996868943806
2016-01-04 00:00:00,13096.370963036657,7579.097107141327,873.2006615630372
2016-01-04 01:00:00,13240.445451078864,7662.4755131604825,882.8068294570198
2016-01-04 02:00:00,13986.030926697287,8093.9587643096165,932.5187483083809
2016-01-04 03:00:00,15837.388098039653,9165.371281655778,1055.9580057460598
2016-01-04 04:00:00,21639.988103939555,12523.436584077304,1442.8464176762172
2016-01-04 05:00:00,25687.680804103133,14865.906579848832,1712.7263678977235
2016-01-04 06:00:00,23915.164394272746,13840.12057912982,1594.5438190020293
2016-01-04 07:00:00,22837.807389246016,13216.635387453238,1522.7110301948023
2016-01-04 08:00:00,22020.98508342895,12743.926146661299,1468.249394995861
2016-01-04 09:00:00,21192.956984097487,12264.731918734535,1413.0406134051652
2016-01-04 10:00:00,20704.704552398893,11982.17176500295,1380.486377764446
2016-01-04 11:00:00,20098.791288799166,11631.519246355718,1340.087105010307
2016-01-04 12:00:00,19628.948375017077,11359.613000059913,1308.7603241560407
2016-01-04 13:00:00,19652.960789690776,11373.509401063106,1310.361352138371
2016-01-04 14:00:00,20015.548251263666,11583.345056211316,1334.5368746715612
2016-01-04 15:00:00,21001.65808053033,12154.023924075766,1400.2857571459324
2016-01-04 16:00:00,21738.439004101732,12580.411828190396,1449.4106324037723
2016-01-04 17:00:00,21599.967412816717,12500.275915738652,1440.1780377056666
2016-01-04 18:00:00,21555.944652581602,12474.799180566131,1437.242819738061
2016-01-04 19:00:00,21142.130706371485,12235.317869944445,1409.651770842566
2016-01-04 20:00:00,19598.53264976372,11342.010892122535,1306.7323553784222
2016-01-04 21:00:00,16342.449220009836,9457.6589160896,1089.6329609744107
2016-01-04 22:00:00,13570.616152842256,7853.551026954384,904.8209642140639
2016-01-04 23:00:00,14396.24301070635,8331.355614780827,959.8696430065264
2016-01-05 00:00:00,14501.097221448177,8392.036565828103,966.8607985293695
2016-01-05 01:00:00,14714.007298221662,8515.251321389744,981.0565799726995
2016-01-05 02:00:00,15494.410775116952,8966.88435399351,1033.08998939844
2016-01-05 03:00:00,17088.835109450716,9889.605380605506,1139.3982474251827
2016-01-05 04:00:00,22806.19104325898,13198.3384594657,1520.6030100180672
2016-01-05 05:00:00,29241.51817581091,16922.57392832136,1949.6785092826326
2016-01-05 06:00:00,27291.710104306374,15794.186166862106,1819.6750371173985
2016-01-05 07:00:00,26053.069714054618,15077.36348178075,1737.0886770288523
2016-01-05 08:00:00,24992.121192388247,14463.374164123015,1666.3499240095507
2016-01-05 09:00:00,23936.77556747908,13852.627340032692,1595.9847441861266
2016-01-05 10:00:00,23093.13939860971,13364.400451453856,1539.7352944069164
2016-01-05 11:00:00,22373.56737222113,12947.971634724845,1491.7578225364134
2016-01-05 12:00:00,21840.891973376187,12639.703139137353,1456.2416851283824
2016-01-05 13:00:00,21679.608588151164,12546.365645732574,1445.4881138470628
2016-01-05 14:00:00,22133.843432395348,12809.239231376303,1475.774226512814
2016-01-05 15:00:00,23172.780573944154,13410.490181447776,1545.0453705483123
2016-01-05 16:00:00,23963.589430531378,13868.144987819593,1597.7725587663958
2016-01-05 17:00:00,23617.810659230083,13668.036813373616,1574.717755820837
2016-01-05 18:00:00,23569.785829882683,13640.244011367231,1571.515699856176
2016-01-05 19:00:00,22986.684360222967,13302.793073673032,1532.637403685251
2016-01-05 20:00:00,21321.423402601788,12339.077664101616,1421.6061131106333
2016-01-05 21:00:00,18340.28212086178,10613.839479555236,1222.8384891043058
2016-01-05 22:00:00,15120.617520029668,8750.563711710474,1008.1673204734954
2016-01-05 23:00:00,16543.753296357696,9574.157077833032,1103.0549122262812
2016-01-06 00:00:00,16592.178332616328,9602.181486522804,1106.2836519906477
2016-01-06 01:00:00,16783.47723618348,9712.889481181572,1119.0385082498801
2016-01-06 02:00:00,17583.89105864019,10176.102847954666,1172.4061076608962
2016-01-06 03:00:00,18989.41773087417,10989.505520008213,1266.1196122266394
2016-01-06 04:00:00,24909.67856867521,14415.663187345386,1660.8530612702161
2016-01-06 05:00:00,32259.87870029516,18669.351534422687,2150.9277266615723
2016-01-06 06:00:00,30130.377725649087,17436.972372122873,2008.943228428565
2016-01-06 07:00:00,28829.70526415694,16684.2506511166,1922.2208793856648
2016-01-06 08:00:00,27426.179626479097,15872.006012479986,1828.640793818449
2016-01-06 09:00:00,26315.20524090919,15229.065859398934,1754.5665658359594
2016-01-06 10:00:00,25393.12851743906,14695.444060876334,1693.0870913144697
2016-01-06 11:00:00,24510.67227818054,14184.751324009001,1634.249312963825
2016-01-06 12:00:00,23960.38777524155,13866.2921343525,1597.5590883687516
2016-01-06 13:00:00,23787.898596502135,13766.4696538129,1586.058370695678
2016-01-06 14:00:00,24492.662967175267,14174.329023256607,1633.0485419770773
2016-01-06 15:00:00,25582.8265933613,14805.225628801554,1705.7352123748801
2016-01-06 16:00:00,26354.025311298337,15251.531707687433,1757.154894407394
2016-01-06 17:00:00,25792.13480793373,14926.35592421272,1719.6908396208607
2016-01-06 18:00:00,25815.7470156962,14940.020718532529,1721.265183803486
2016-01-06 19:00:00,25378.72106863484,14687.106220274418,1692.1264745250714
2016-01-06 20:00:00,23659.83238490906,13692.355515129202,1577.5195547899152
2016-01-06 21:00:00,20490.593854891726,11858.262189391147,1366.2105449219991
2016-01-06 22:00:00,17230.90856293678,9971.825753207731,1148.8709963206381
2016-01-06 23:00:00,16522.142123151363,9561.650316930158,1101.6139870421837
2016-01-07 00:00:00,16570.16695249877,9589.443118936544,1104.8160430068447
2016-01-07 01:00:00,16753.861924752582,9695.750586610968,1117.063907071673
2016-01-07 02:00:00,17542.26953987244,10152.015752882464,1169.630992491523
2016-01-07 03:00:00,18946.195384461505,10964.491998202464,1263.2377618584444
2016-01-07 04:00:00,24856.45104948183,14384.859498454973,1657.3041159093832
2016-01-07 05:00:00,32114.603591519266,18585.278308353372,2141.241507368473
2016-01-07 06:00:00,30066.344619852553,17399.91530278103,2004.6738204756844
2016-01-07 07:00:00,28761.670089248113,16644.87751494089,1917.6846334357288
2016-01-07 08:00:00,27363.747348327473,15835.875369871685,1824.47812106439
2016-01-07 09:00:00,26253.97358349125,15193.630036840794,1750.483944481017
2016-01-07 10:00:00,25330.29603237621,14659.081811584645,1688.897734760705
2016-01-07 11:00:00,24462.247241921905,14156.726915319228,1631.0205731994583
2016-01-07 12:00:00,23907.96066987064,13835.951658828862,1594.0635106073303
2016-01-07 13:00:00,23732.670042752616,13734.507931505555,1582.3760063363177
2016-01-07 14:00:00,24431.431309757325,14138.893200698463,1628.9659206221345
2016-01-07 15:00:00,25524.39638432196,14771.41105302712,1701.8393776178762
2016-01-07 16:00:00,26282.78848109969,15210.305718044623,1752.4051780598131
2016-01-07 17:00:00,25752.114116810895,14903.195255874067,1717.0224596503103
2016-01-07 18:00:00,25772.924876194767,14915.238803410168,1718.4100172349968
2016-01-07 19:00:00,25340.701412068145,14665.103585352696,1689.5915135530481
2016-01-07 20:00:00,23634.219142590442,13677.532687392462,1575.8117916087626
2016-01-07 21:00:00,20435.76550805344,11826.532073767188,1362.5548643623442
2016-01-07 22:00:00,17198.89201003851,9953.297218536807,1146.7362923441976
2016-01-07 23:00:00,15584.457330143334,9018.99585775548,1039.093844332179
2016-01-08 00:00:00,15621.676572887569,9040.53527931043,1041.5754377047913
2016-01-08 01:00:00,15809.773821164896,9149.390420502108,1054.11682356638
2016-01-08 02:00:00,16588.176263504043,9599.865419688938,1106.0168139935927
2016-01-08 03:00:00,18014.11348821067,10425.080032595202,1201.091192344317
2016-01-08 04:00:00,23877.94515152851,13818.58115757487,1592.062225629417
2016-01-08 05:00:00,31154.507211482443,18029.653874909047,2077.22707187496
2016-01-08 06:00:00,28918.551198449626,16735.667334828413,1928.1446829202873
2016-01-08 07:00:00,27627.083495915736,15988.272567540032,1842.036061270614
2016-01-08 08:00:00,26277.58579125372,15207.2948311606,1752.0582886636419
2016-01-08 09:00:00,25209.433545185246,14589.136593201909,1680.8392272496415
2016-01-08 10:00:00,24310.168615655137,14068.71637563234,1620.8807293113657
2016-01-08 11:00:00,23486.54279234718,13592.069821222829,1565.9654695174304
2016-01-08 12:00:00,22914.647116201864,13261.103870663454,1527.8343197382596
2016-01-08 13:00:00,22759.366834645265,13171.240477509476,1517.4810054525228
2016-01-08 14:00:00,23424.110514195556,13555.939178614528,1561.8027967633714
2016-01-08 15:00:00,24491.062139530346,14173.402596523058,1632.9418067782549
2016-01-08 16:00:00,25267.863754224585,14622.951168976344,1684.7350620066454
2016-01-08 17:00:00,24725.183182598936,14308.892506304186,1648.5518296059768
2016-01-08 18:00:00,24807.22559940075,14356.37187639843,1654.0220085456062
2016-01-08 19:00:00,24330.579168127784,14080.528316485055,1622.2416030963466
2016-01-08 20:00:00,22584.076207527243,13069.796750186168,1505.7935011815102
2016-01-08 21:00:00,19549.307199682633,11313.523270065993,1303.4502480146448
2016-01-08 22:00:00,16271.212389811188,9416.432926446794,1084.8832446268304
2016-01-08 23:00:00,14471.08170310605,8374.66606457411,964.8595135514562
2016-01-09 00:00:00,14424.257494492336,8347.568082617883,961.7375089859119
2016-01-09 01:00:00,14610.35370821352,8455.26519039263,974.1454758489732
2016-01-09 02:00:00,15239.87917957572,8819.582503359667,1016.1190927857369
2016-01-09 03:00:00,16621.793644047226,9619.320381093406,1108.2582531688552
2016-01-09 04:00:00,22293.12578306423,12901.41869136415,1486.3943787956064
2016-01-09 05:00:00,29268.732245774438,16938.323182791642,1951.4930076626072
2016-01-09 06:00:00,27136.830029660996,15704.554380391512,1809.348406631367
2016-01-09 07:00:00,25909.79563983487,14994.448289128366,1727.5358767342805
2016-01-09 08:00:00,24770.406563567743,14335.064061526871,1651.5670989726998
2016-01-09 09:00:00,23711.859283368743,13722.464383969453,1580.9884487516313
2016-01-09 10:00:00,22846.611941293042,13221.730734487743,1523.2980737883236
2016-01-09 11:00:00,22040.595222079137,12755.274874147237,1469.5569011814307
2016-01-09 12:00:00,21519.926030571056,12453.954579061345,1434.8412777645653
2016-01-09 13:00:00,21511.521685435255,12449.090838710224,1434.2809179707494
2016-01-09 14:00:00,21972.960254081547,12716.133344654912,1465.0473390312
2016-01-09 15:00:00,22991.486843157705,13305.57235387367,1532.957609281717
2016-01-09 16:00:00,23650.62762595081,13687.028561411313,1576.9058273966887
2016-01-09 17:00:00,23388.09189218501,13535.09457710974,1559.4012547898756
2016-01-09 18:00:00,23404.10016863414,13544.358844445202,1560.4686067780958
2016-01-09 19:00:00,22884.631597859738,13243.733369409463,1525.8330347603467
2016-01-09 20:00:00,21236.579537421378,12289.977047223669,1415.9491475730658
2016-01-09 21:00:00,18185.001839305176,10523.976086401257,1212.4851748185688
2016-01-09 22:00:00,15059.385862611733,8715.127889152333,1004.0846991185526
2016-01-09 23:00:00,12083.447270717692,6992.900591489978,805.6639645083968
2016-01-10 00:00:00,12228.322172582353,7076.7422108759065,815.3235000017905
2016-01-10 01:00:00,12376.398729736848,7162.436683728931,825.1965058928287
2016-01-10 02:00:00,13061.953168671018,7559.178932370083,870.9058547883634
2016-01-10 03:00:00,14866.486131399666,8603.493467760016,991.2231076604979
2016-01-10 04:00:00,20382.13778194884,11795.496778193394,1358.9792352018067
2016-01-10 05:00:00,25298.27947947794,14640.553276913723,1686.7630307842644
2016-01-10 06:00:00,23681.443558115392,13704.862276032078,1578.9604799740127
2016-01-10 07:00:00,22581.674966059873,13068.40711008585,1505.6333983832774
2016-01-10 08:00:00,21822.882662370914,12629.280838384955,1455.0409141416344
2016-01-10 09:00:00,20921.616698284663,12107.702587398457,1394.948997204831
2016-01-10 10:00:00,20274.482122828413,11733.194580362413,1351.801293081025
2016-01-10 11:00:00,19744.20796545084,11426.315724875238,1316.445258471227
2016-01-10 12:00:00,19151.90173683288,11083.53783346315,1276.9532349070755
2016-01-10 13:00:00,19176.71456532904,11097.897447833117,1278.607630488817
2016-01-10 14:00:00,19283.16960371578,11159.504825613938,1285.7055212104822
2016-01-10 15:00:00,20213.650672321703,11697.99036448766,1347.745355525788
2016-01-10 16:00:00,20823.165798122485,12050.727343285365,1388.384782477276
2016-01-10 17:00:00,20719.51220811434,11990.74121228825,1381.4736783535495
2016-01-10 18:00:00,20647.875171004467,11949.28361596206,1376.6972782062637
2016-01-10 19:00:00,20196.84198205011,11688.262883785423,1346.6246359381564
2016-01-10 20:00:00,18517.57378253594,10716.441240295475,1234.6594123738455
2016-01-10 21:00:00,15453.989877082888,8943.492078971469,1030.3949256281835
2016-01-10 22:00:00,12714.173362813577,7357.912724507174,847.717632844277
2016-01-10 23:00:00,11758.479258800267,6804.835964580103,783.9967191475245
2016-01-11 00:00:00,11991.399681135168,6939.631054311072,799.52669057613
2016-01-11 01:00:00,12123.868168751756,7016.29286651202,808.3590282786531
2016-01-11 02:00:00,12898.66874888985,7464.683405548372,860.0188645085162
