,AT_P2HT_OTH,AT_STUR_BIO_CHP,AT_COMC_GAS_CHP
2016-01-03 15:00:00,8546.656510072487,4190.743175116034,231.93130193109954
2016-01-03 16:00:00,8775.208262663164,4302.810589572366,238.1335291382558
2016-01-03 17:00:00,8733.488498301376,4282.353839314464,237.00137655282248
2016-01-03 18:00:00,8628.735611697313,4230.989607688645,234.1586890828759
2016-01-03 19:00:00,8290.896215506726,4065.334401795854,224.99071434213894
2016-01-03 20:00:00,7627.461267014338,3740.0276014990027,206.98702703247702
2016-01-03 21:00:00,6484.702504060942,3179.6905292173446,175.97589099669568
2016-01-03 22:00:00,5463.021752896655,2678.7225038798147,148.25045865994355
2016-01-03 23:00:00,5830.337069560246,2858.830848541776,158.21832381430184
2016-01-04 00:00:00,5877.952018016638,2882.178226553512,159.51045448245938
2016-01-04 01:00:00,5977.716671925267,2931.096542387625,162.21777588240855
2016-01-04 02:00:00,6302.858748527484,3090.5257808106203,171.04118244497013
2016-01-04 03:00:00,6828.437084346129,3348.23636286397,185.30384382015686
2016-01-04 04:00:00,8818.28845412371,4323.93440777346,239.3025997427793
2016-01-04 05:00:00,11067.074448364147,5426.59771787058,300.32808529890616
2016-01-04 06:00:00,10443.091885735623,5120.63588792631,283.3950205428605
2016-01-04 07:00:00,10269.410692794692,5035.47354717874,278.68182010567625
2016-01-04 08:00:00,9788.272975535345,4799.553851269678,265.62514735410326
2016-01-04 09:00:00,9392.388689797917,4605.437079800674,254.8820037988504
2016-01-04 10:00:00,9046.840206714389,4436.001822229792,245.5048269499356
2016-01-04 11:00:00,8768.859602868979,4299.697605837467,237.96124504916807
2016-01-04 12:00:00,8625.107806100637,4229.210759840133,234.06024103196864
2016-01-04 13:00:00,8638.258601388592,4235.659083290992,234.4171152165074
2016-01-04 14:00:00,8862.72907268301,4345.725293917747,240.508588366393
2016-01-04 15:00:00,9200.568468873596,4511.380499810538,249.67656310712994
2016-01-04 16:00:00,9413.248571978813,4615.665454929625,255.44808009156705
2016-01-04 17:00:00,9259.520309819603,4540.286777348878,251.27634393437262
2016-01-04 18:00:00,9212.812312762384,4517.384111299271,250.0088252789419
2016-01-04 19:00:00,8939.366465912819,4383.303454717588,242.58830344180845
2016-01-04 20:00:00,8238.293034354903,4039.5411079924124,223.56321760398396
2016-01-04 21:00:00,7097.80164989943,3480.3158156160753,192.61361160001962
2016-01-04 22:00:00,6028.959425978337,2956.222768247874,163.60835460147337
2016-01-04 23:00:00,6073.400044537635,2978.0136543921603,164.81434322508707
2016-01-05 00:00:00,6107.864197706071,2994.9127089530357,165.74959970870586
2016-01-05 01:00:00,6207.175375915117,3043.608668806085,168.44461510229164
2016-01-05 02:00:00,6534.131355315672,3203.9273311533366,177.31724569030683
2016-01-05 03:00:00,7045.198468747608,3454.522521812634,191.1861148618646
2016-01-05 04:00:00,9084.025214080335,4454.2350126770525,246.51391947173482
2016-01-05 05:00:00,11499.236790068346,5638.502967824715,312.05570936323136
2016-01-05 06:00:00,10814.035007995892,5302.523080436785,293.461333748126
2016-01-05 07:00:00,10602.715331989431,5198.90519326089,287.7267347827791
2016-01-05 08:00:00,10093.00864565625,4948.977070544785,273.89478363031157
2016-01-05 09:00:00,9688.05484592713,4750.413179454501,262.9055199477907
2016-01-05 10:00:00,9330.262518954816,4574.974310394886,253.1960809270639
2016-01-05 11:00:00,9040.491546920204,4432.888838494893,245.33254286084784
2016-01-05 12:00:00,8891.298041756845,4359.733720724788,241.28386676728755
2016-01-05 13:00:00,8892.204993156014,4360.178432686917,241.30847878001438
2016-01-05 14:00:00,9147.965287721774,4485.587206007097,248.24906636897492
2016-01-05 15:00:00,9498.502003500733,4657.468379369684,257.7616092878872
2016-01-05 16:00:00,9726.146804692242,4769.091081863888,263.93922448231666
2016-01-05 17:00:00,9554.732990249233,4685.0405210216395,259.2875540769495
2016-01-05 18:00:00,9518.454934282458,4667.252042536507,258.30307356787705
2016-01-05 19:00:00,9246.369514531649,4533.838453898017,250.91946974983387
2016-01-05 20:00:00,8544.84260727415,4189.853751191778,231.88207790564593
2016-01-05 21:00:00,7394.374757427811,3625.736627232029,200.66173976168668
2016-01-05 22:00:00,6280.18496354825,3079.4079817574125,170.42588212679985
2016-01-05 23:00:00,5983.158380320284,2933.764814160395,162.36544795876944
2016-01-06 00:00:00,6019.889911986644,2951.7756486265907,163.36223447420522
2016-01-06 01:00:00,6119.654565895273,3000.6939644607037,166.0695558741544
2016-01-06 02:00:00,6446.610545295827,3161.0126268079557,174.94218646216962
2016-01-06 03:00:00,6963.11936712278,3414.2760892400224,188.95872771008825
2016-01-06 04:00:00,8992.876598463812,4409.5414604831585,244.04041219269035
2016-01-06 05:00:00,11387.228292270931,5583.58104050187,309.0161257914703
2016-01-06 06:00:00,10697.038277503045,5245.155237322233,290.2863841063674
2016-01-06 07:00:00,10494.334639788693,5145.762113786558,284.78559926192526
2016-01-06 08:00:00,9992.790516048033,4899.836398729608,271.175156223999
2016-01-06 09:00:00,9591.011046216006,4702.828999506772,260.2720345860219
2016-01-06 10:00:00,9236.846524840374,4529.16897829567,250.66104361620236
2016-01-06 11:00:00,8947.529028505345,4387.305862376743,242.80981155634979
2016-01-06 12:00:00,8800.602901839908,4315.262524511958,238.82266549460647
2016-01-06 13:00:00,8805.137658835756,4317.4860843226,238.94572555824055
2016-01-06 14:00:00,9050.468012311068,4437.780670078305,245.6032750008428
2016-01-06 15:00:00,9402.818630888365,4610.551267365149,255.1650419452087
2016-01-06 16:00:00,9627.742577882367,4720.839833972967,261.2688211014577
2016-01-06 17:00:00,9454.968336340604,4636.122205187527,256.5802326770003
2016-01-06 18:00:00,9421.411134571335,4619.66786258878,255.66958820610833
2016-01-06 19:00:00,9145.69790922385,4484.475426101776,248.1875363371579
2016-01-06 20:00:00,8438.275817871749,4137.600095641702,228.99016641024565
2016-01-06 21:00:00,7303.226141811291,3581.043075038135,198.1882324826422
2016-01-06 22:00:00,6189.036347931729,3034.7144295635185,167.9523748477554
2016-01-06 23:00:00,4950.140736666381,2427.2378892962606,134.33236546293216
2016-01-07 00:00:00,5024.057275698684,2463.4819142097176,136.33824450016724
2016-01-07 01:00:00,5156.47217997741,2528.409860680449,139.93159835828158
2016-01-07 02:00:00,5456.673093102469,2675.609520144917,148.0781745708559
2016-01-07 03:00:00,6100.155110813132,2991.1326572749454,165.540397600528
2016-01-07 04:00:00,7994.776583677929,3920.1359461609645,216.9548921868353
2016-01-07 05:00:00,9683.066613231698,4747.967263662794,262.7701538777932
2016-01-07 06:00:00,9287.635803193854,4554.072848174855,252.03931632890377
2016-01-07 07:00:00,9268.136348111715,4544.511540989098,251.51015805527737
2016-01-07 08:00:00,8907.623166941892,4367.738536043098,241.72688299637016
2016-01-07 09:00:00,8554.365596965428,4194.523226794126,232.14050403927743
2016-01-07 10:00:00,8236.02565585698,4038.429328087091,223.50168757216687
2016-01-07 11:00:00,8031.508115344289,3938.1467806271603,217.95167870227112
2016-01-07 12:00:00,7852.838689707924,3850.5385240878845,213.1031121950894
2016-01-07 13:00:00,7955.324197814061,3900.7909758083815,215.88426963321896
2016-01-07 14:00:00,8039.670677936814,3942.1491882863147,218.1731868168124
2016-01-07 15:00:00,8319.918660280146,4079.5651845839593,225.7782987493969
2016-01-07 16:00:00,8438.275817871749,4137.600095641702,228.99016641024565
2016-01-07 17:00:00,8448.705758962195,4142.714283206178,229.27320455660401
2016-01-07 18:00:00,8309.942194889281,4074.673353000547,225.50756660940192
2016-01-07 19:00:00,7995.6835350771,3920.5806581230922,216.97950419956211
2016-01-07 20:00:00,7254.250766256146,3557.0286290832073,196.85918379539447
2016-01-07 21:00:00,6062.970103447189,2972.8994668276855,164.53130507872876
2016-01-07 22:00:00,5152.3908986811475,2526.4086568508715,139.8208443010109
2016-01-07 23:00:00,4122.547584924338,2021.4382238541878,111.87390384971752
2016-01-08 00:00:00,4193.289794059547,2056.1257569001946,113.79364084240872
2016-01-08 01:00:00,4324.34427123952,2120.386635427734,117.35007668143285
2016-01-08 02:00:00,4594.61578819199,2252.9108001419672,124.68445647402241
2016-01-08 03:00:00,5282.538424461952,2590.224823416283,143.35266812730825
2016-01-08 04:00:00,7182.148130022181,3521.674028094007,194.902528783613
2016-01-08 05:00:00,8518.087540998651,4176.7347483089925,231.15602353020495
2016-01-08 06:00:00,8128.0984393558265,3985.508604593824,220.57285805767648
2016-01-08 07:00:00,7902.721016662241,3874.9976820049415,214.456772895064
2016-01-08 08:00:00,7625.647364216,3739.138177574746,206.9378030070234
2016-01-08 09:00:00,7290.52882222292,3574.817107568339,197.84366430446687
2016-01-08 10:00:00,7092.813417203999,3477.8698998243694,192.47824553002215
2016-01-08 11:00:00,6872.877702905428,3370.0272490082566,186.5098324437706
2016-01-08 12:00:00,6735.474565931269,3302.653386745819,182.78111251565878
2016-01-08 13:00:00,6730.939808935424,3300.429826935178,182.65805245202475
2016-01-08 14:00:00,6797.600736774371,3333.1161561516074,184.4670353874453
2016-01-08 15:00:00,7118.20805638074,3490.3218347639613,193.16738188637282
2016-01-08 16:00:00,7350.387614568098,3604.1680970688067,199.46805714443636
2016-01-08 17:00:00,7377.596156543178,3617.509455932656,200.20641752624067
2016-01-08 18:00:00,7292.796200720843,3575.9288874736594,197.9051943362839
2016-01-08 19:00:00,7063.790972430579,3463.6391170362635,191.6906611227642
2016-01-08 20:00:00,6457.49396208586,3166.349170353495,175.23753061489134
2016-01-08 21:00:00,5253.515979688532,2575.9940406281776,142.56508372005032
2016-01-08 22:00:00,4362.889705704218,2139.2868938181864,118.3960872223223
2016-01-08 23:00:00,3855.903873568544,1890.692906988467,104.63797210803519
2016-01-09 00:00:00,3978.3423124564083,1950.7290218757876,107.96059382615462
2016-01-09 01:00:00,3990.1326806456095,1956.5102773834553,108.28054999160315
2016-01-09 02:00:00,4341.576347823739,2128.8361627081717,117.81770492324225
2016-01-09 03:00:00,5229.028291910959,2563.986817650713,141.90055937642643
2016-01-09 04:00:00,7175.34599452841,3518.338688378045,194.71793868816192
2016-01-09 05:00:00,7954.417246414894,3900.3462638462543,215.85965762049221
2016-01-09 06:00:00,7525.882710307369,3690.2198617406325,204.2304816070742
2016-01-09 07:00:00,7335.876392181388,3597.0527056747537,199.07426494080738
2016-01-09 08:00:00,7058.349264035563,3460.9708452634936,191.54298904640333
2016-01-09 09:00:00,6741.36975002587,3305.5440144996533,182.94109059838306
2016-01-09 10:00:00,6569.9559355828615,3221.4934536574046,178.28942019301587
2016-01-09 11:00:00,6376.321811860202,3126.5474497430127,173.0347554758418
2016-01-09 12:00:00,6305.579602724992,3091.859916697005,171.11501848315055
2016-01-09 13:00:00,6421.215906119085,3148.5606918683634,174.25305010581891
2016-01-09 14:00:00,6548.6425777023815,3211.0427225473895,177.7110378939358
2016-01-09 15:00:00,6772.659573297214,3320.88657719308,183.79020503745804
2016-01-09 16:00:00,7088.732135907736,3475.8686959947922,192.3674914727515
2016-01-09 17:00:00,7152.218733849592,3506.998533343773,194.09033236362825
2016-01-09 18:00:00,7086.011281710228,3474.534560108407,192.29365543457106
2016-01-09 19:00:00,6911.423137370127,3388.9275073987096,187.55584298466007
2016-01-09 20:00:00,6308.300456922501,3093.1940525833897,171.188854521331
2016-01-09 21:00:00,5027.231605595776,2465.038406077167,136.4243865447111
2016-01-09 22:00:00,4185.580707166608,2052.3457052221047,113.58443873423086
2016-01-09 23:00:00,3761.5809280549306,1844.442862927124,102.0783227844469
2016-01-10 00:00:00,3890.3680267369805,1907.5919615493424,105.573228591654
2016-01-10 01:00:00,3986.9583507485168,1954.953785516006,108.1944079470593
2016-01-10 02:00:00,4320.716465642843,2118.6077875792207,117.25162863052562
2016-01-10 03:00:00,5005.011296316126,2454.142963005023,135.8213922329042
2016-01-10 04:00:00,6839.320501136162,3353.57290640951,185.5991879728786
2016-01-10 05:00:00,8109.505935672853,3976.3920093701936,220.06831179677684
2016-01-10 06:00:00,7841.955272917892,3845.2019805423456,212.8077680423677
2016-01-10 07:00:00,7635.623829606863,3744.030009158157,207.2085351470183
2016-01-10 08:00:00,7351.294565967267,3604.612809030935,199.4926691571632
2016-01-10 09:00:00,7030.687246360898,3447.407130418581,190.79232265823563
2016-01-10 10:00:00,6735.474565931269,3302.653386745819,182.78111251565878
2016-01-10 11:00:00,6532.770928216918,3203.2602632101443,177.28032767121664
2016-01-10 12:00:00,6499.667202147235,3187.028276592461,176.38198920668802
2016-01-10 13:00:00,6539.119588011103,3206.3732469450424,177.4526117603043
2016-01-10 14:00:00,6635.256436323056,3253.5127149306422,180.06148510934622
2016-01-10 15:00:00,6883.76111969546,3375.3637925537964,186.80517659649232
2016-01-10 16:00:00,7119.568483479496,3490.9889027071545,193.20429990546307
2016-01-10 17:00:00,7156.753490845439,3509.222093154415,194.2133924272623
2016-01-10 18:00:00,7083.29042751272,3473.2004242220223,192.21981939639065
2016-01-10 19:00:00,6803.042445169388,3335.7844279243777,184.61470746380618
2016-01-10 20:00:00,6196.291959125084,3038.272125260545,168.1492709495699
2016-01-10 21:00:00,4908.42097230459,2406.7811390383595,133.20021287749887
2016-01-10 22:00:00,4014.1668927235983,1968.2951443798556,108.93276832886366
2016-01-10 23:00:00,3690.83871891972,1809.7553298811165,100.15858579175566
2016-01-11 00:00:00,3847.74131097602,1886.6904993293124,104.41646399349389
2016-01-11 01:00:00,3937.5294994937867,1930.7169835800141,106.85305325344814
2016-01-11 02:00:00,4243.172121013862,2080.5849148172515,115.14730154238333
2016-01-11 03:00:00,4915.676583497944,2410.3388347353857,133.39710897931337
2016-01-11 04:00:00,6720.05639214539,3295.093283389638,182.36270829930302
2016-01-11 05:00:00,7972.102798698696,3909.0181471077562,216.33959186866502
2016-01-11 06:00:00,7759.42269559348,3804.733191988669,210.5680748842279
2016-01-11 07:00:00,7532.684845801139,3693.555201456595,204.4150717025253
2016-01-11 08:00:00,7247.448630762375,3553.6932893672442,196.67459369994336
2016-01-11 09:00:00,6907.795331773449,3387.1486595501965,187.45739493375282
2016-01-11 10:00:00,6614.850029841744,3243.506695782755,179.50771482299297
2016-01-11 11:00:00,6434.366701407042,3155.0090153192236,174.60992429035767
2016-01-11 12:00:00,6382.670471654388,3129.6604334779104,173.20703956492946
2016-01-11 13:00:00,6430.285420110779,3153.0078114896464,174.49917023308703
2016-01-11 14:00:00,6534.584831015256,3204.149687134401,177.32955169667025
2016-01-11 15:00:00,6798.50768817354,3333.5608681137364,184.49164740017216
2016-01-11 16:00:00,6967.200648419042,3416.2772930695996,189.0694817673589
2016-01-11 17:00:00,6968.107599818211,3416.7220050317283,189.0940937800857
2016-01-11 18:00:00,6899.632769180925,3383.1462518910416,187.23588681921152
2016-01-11 19:00:00,6703.7312669603425,3287.088468071329,181.91969207022044
2016-01-11 20:00:00,6071.132666039712,2976.9018744868395,164.75281319327004
2016-01-11 21:00:00,4800.040280103851,2353.638059564027,130.259077356645
2016-01-11 22:00:00,3924.378704205831,1924.2686601291537,106.49617906890938
2016-01-11 23:00:00,3601.5040061015384,1765.951201611479,97.73430253816483
2016-01-12 00:00:00,3747.523181367805,1837.5498275141351,101.69683658718132
2016-01-12 01:00:00,3839.5787483834956,1882.688091670158,104.19495587895261
2016-01-12 02:00:00,4137.058807311047,2028.55361524824,112.26769605334648
2016-01-12 03:00:00,4787.34296051548,2347.4120920942314,129.91450917846967
2016-01-12 04:00:00,6529.143122620239,3201.4814153616308,177.18187962030936
2016-01-12 05:00:00,7749.446230202617,3799.841360405258,210.297342744233
2016-01-12 06:00:00,7534.498748599478,3694.4446253808514,204.4642957279789
2016-01-12 07:00:00,7329.074256687618,3593.7173659587916,198.88967484535632
2016-01-12 08:00:00,7045.198468747608,3454.522521812634,191.1861148618646
2016-01-12 09:00:00,6720.05639214539,3295.093283389638,182.36270829930302
2016-01-12 10:00:00,6436.18060420538,3155.8984392434804,174.6591483158113
2016-01-12 11:00:00,6265.67374116154,3072.29259036336,170.0320899231709
2016-01-12 12:00:00,6212.617084310133,3046.2769405788545,168.5922871786525
2016-01-12 13:00:00,6255.697275770677,3067.400758779949,169.761357783176
2016-01-12 14:00:00,6355.461929679306,3116.3190746140617,172.46867918312518
2016-01-12 15:00:00,6616.210456940498,3244.173763725948,179.54463284208322
2016-01-12 16:00:00,6774.926951795138,3321.9983570984,183.85173506927504
2016-01-12 17:00:00,6778.554757391815,3323.777204946914,183.95018312018232
2016-01-12 18:00:00,6710.5334024541135,3290.423807787291,182.10428216567152
2016-01-12 19:00:00,6516.445803031868,3195.255447891835,176.83731144213405
2016-01-12 20:00:00,5899.718851596702,2892.851313644591,160.10114278790283
2016-01-12 21:00:00,4674.880987018479,2292.267808790322,126.86261960034514
2016-01-12 22:00:00,3826.42795309554,1876.2397682192973,103.83808169441384
2016-01-12 23:00:00,3350.7319442312096,1642.988344083004,90.9290810192017
2016-01-13 00:00:00,3491.3094111024607,1711.9186982128906,94.74394299185734
2016-01-13 01:00:00,3572.481561328118,1751.7204188233732,96.94671813090687
2016-01-13 02:00:00,3851.3691165726973,1888.4693471778255,104.51491204440113
2016-01-13 03:00:00,4461.747408213679,2187.760497690171,121.07879660954465
2016-01-13 04:00:00,6102.422489311055,2992.244437180266,165.601927632345
2016-01-13 05:00:00,7240.646495268605,3550.3579496512825,196.49000360449227
2016-01-13 06:00:00,7045.198468747608,3454.522521812634,191.1861148618646
2016-01-13 07:00:00,6843.401782432424,3355.5741102390866,185.70994203014925
2016-01-13 08:00:00,6584.920633669156,3228.8312010325217,178.69551840300824
2016-01-13 09:00:00,6275.650206552404,3077.1844219467716,170.30282206316585
2016-01-13 10:00:00,6010.8203979949485,2947.3285290053077,163.11611434693714
2016-01-13 11:00:00,5847.1156704448795,2867.058019841149,158.67364604974782
2016-01-13 12:00:00,5801.768100486412,2844.8224217347342,157.44304541340728
2016-01-13 13:00:00,5846.2087190457105,2866.6133078790212,158.64903403702104
2016-01-13 14:00:00,5940.531664559325,2912.8633519403647,161.20868336060934
2016-01-13 15:00:00,6183.141163837129,3031.823801809685,167.79239676503116
2016-01-13 16:00:00,6337.32290169592,3107.4248353714956,171.97643892858895
2016-01-13 17:00:00,6337.32290169592,3107.4248353714956,171.97643892858895
2016-01-13 18:00:00,6273.836303754064,3076.2949980225144,170.25359803771218
2016-01-13 19:00:00,6095.620353817286,2988.909097464304,165.41733753689394
2016-01-13 20:00:00,5520.159691044324,2706.7393574938974,149.80101546173262
2016-01-13 21:00:00,4362.436230004634,2139.0645378371228,118.3837812159589
2016-01-13 22:00:00,3564.3189987355945,1747.7180111642185,96.72521001636558
2016-01-13 23:00:00,2705.8894994217926,1326.7981390097827,73.42993997043936
2016-01-14 00:00:00,2845.5600148938747,1395.283781177541,77.2201899303682
2016-01-14 01:00:00,2911.767467033238,1427.747754412907,79.01686685942538
2016-01-14 02:00:00,3168.434712998168,1553.6012396952156,85.98206646111277
2016-01-14 03:00:00,3803.7541681163057,1865.1219691660897,103.22278137624357
2016-01-14 04:00:00,5225.400486314281,2562.2079698022,141.80211132551918
2016-01-14 05:00:00,6345.485464288444,3111.42724303065,172.19794704313023
2016-01-14 06:00:00,6174.525125545018,3027.5990381694655,167.55858264412643
2016-01-14 07:00:00,5957.310265443957,2921.090523239738,161.66400559605532
2016-01-14 08:00:00,5630.807761742986,2760.99421687355,152.8036810144035
2016-01-14 09:00:00,5336.955508412113,2616.907541143981,144.82938889091687
2016-01-14 10:00:00,5097.973814730985,2499.7259391231737,138.34412353740228
2016-01-14 11:00:00,4946.512931069703,2425.4590414477475,134.2339174120249
2016-01-14 12:00:00,4876.224197634077,2390.993864382805,132.3264864256971
2016-01-14 13:00:00,4928.8273787859,2416.787158186246,133.75398316385213
2016-01-14 14:00:00,5012.266907509482,2457.700658702049,136.01828833471868
2016-01-14 15:00:00,5222.226156417189,2560.651477934751,141.71596928097532
2016-01-14 16:00:00,5397.721252156461,2646.703242606577,146.47839374361317
2016-01-14 17:00:00,5458.033520201223,2676.2765880881084,148.11509258994607
2016-01-14 18:00:00,5439.441016518251,2667.1599928644787,147.61054632904649
2016-01-14 19:00:00,5281.1779973631965,2589.5577554730903,143.31575010821803
2016-01-14 20:00:00,4774.645640927109,2341.186124624435,129.5699410002943
2016-01-14 21:00:00,3719.86116369314,1823.9861126692222,100.94617019901361
2016-01-14 22:00:00,2964.824123884646,1453.7634041974122,80.4566696039438
2016-01-14 23:00:00,2579.369779237667,1264.7608202928852,69.9965641950493
2016-01-15 00:00:00,2665.0766864591715,1306.786100714009,72.3223993977329
2016-01-15 01:00:00,2749.8766422815065,1348.3666691730052,74.62362258768968
2016-01-15 02:00:00,3013.346023740207,1477.5554941712767,81.77341228482817
2016-01-15 03:00:00,3651.839808755438,1790.6327155095996,99.10026924450281
2016-01-15 04:00:00,5112.93851281728,2507.0636864982907,138.75022174739465
2016-01-15 05:00:00,6097.434256615623,2989.798521388561,165.46656156234755
2016-01-15 06:00:00,5833.511399457339,2860.387340409225,158.30446585884567
2016-01-15 07:00:00,5594.983181475796,2743.4280943694816,151.83150651169447
2016-01-15 08:00:00,5287.073181457798,2592.4483832269243,143.47572819094228
2016-01-15 09:00:00,4967.3728132505985,2435.687416576699,134.79999370474158
2016-01-15 10:00:00,4829.516200576855,2368.091198333197,131.05896777026635
2016-01-15 11:00:00,4663.090618829277,2286.486553282654,126.54266343489661
2016-01-15 12:00:00,4512.990162266748,2212.8867235504204,122.46937532860946
2016-01-15 13:00:00,4485.781620291667,2199.5453646865712,121.73101494680513
2016-01-15 14:00:00,4605.499204982022,2258.2473436875066,124.97980062674411
2016-01-15 15:00:00,4854.003888354428,2380.0984213106613,131.72349211389025
2016-01-15 16:00:00,5109.7641829201875,2505.5071946308417,138.6640797028508
2016-01-15 17:00:00,5202.273225635463,2550.867814767928,141.17450500098548
2016-01-15 18:00:00,5171.89035376329,2535.9699640366302,140.35000257463736
2016-01-15 19:00:00,5039.928925184147,2471.264373546963,136.7689547228864
2016-01-15 20:00:00,4582.371944303203,2246.907188653235,124.35219430221046
2016-01-15 21:00:00,3606.9457144965545,1768.6194733842487,97.88197461452569
2016-01-15 22:00:00,2849.641296190137,1397.2849850071184,77.33094398763885
2016-01-15 23:00:00,2814.2701916225315,1379.9412184841146,76.37107549129324
2016-01-16 00:00:00,2980.69577337011,1461.5458635346577,80.88737982666298
2016-01-16 01:00:00,2936.2551548108113,1439.754977390371,79.68139120304926
2016-01-16 02:00:00,3240.990824931717,1589.1781966654796,87.95102747925762
2016-01-16 03:00:00,4017.341222620691,1969.8516362473044,109.01891037340748
2016-01-16 04:00:00,5610.401355261676,2750.988197725663,152.24991072805025
2016-01-16 05:00:00,6215.791414207226,3047.8334324463035,168.67842922319633
2016-01-16 06:00:00,5869.789455424113,2878.175818894357,159.28894636791807
2016-01-16 07:00:00,5635.342518738834,2763.2177766841914,152.92674107803754
2016-01-16 08:00:00,5381.849602670996,2638.920783269332,146.047683520894
2016-01-16 09:00:00,5092.53210633597,2497.057667350404,138.19645146104142
