,AT_P2HT_OTH,AT_STUR_BIO_CHP,AT_COMC_GAS_CHP,AT_COMC_CCS_GAS_CHP
2016-09-29 05:00:00,2417.025478786351,1185.1573790719194,46.276963826287506,19.31405009066271
2016-09-29 06:00:00,2141.7657291384494,1050.1872985659804,41.00677301154896,17.114495042814255
2016-09-29 07:00:00,1996.2000295717667,978.811028644388,38.21973635334288,15.951303658367209
2016-09-29 08:00:00,1804.3798086474462,884.7544486542527,34.547099261688174,14.418500058301484
2016-09-29 09:00:00,1673.7788071670584,820.7159261077775,32.04658039077433,13.374889096554606
2016-09-29 10:00:00,1594.420559739739,781.8036294215511,30.527167882406538,12.740750491326468
2016-09-29 11:00:00,1514.1553609132507,742.4466207731966,28.990390659657404,12.099364587752865
2016-09-29 12:00:00,1470.6216937531212,721.1004465910383,28.15688436935279,11.751494267170575
2016-09-29 13:00:00,1458.3778498643348,715.0968351023063,27.92246072520462,11.653655739506805
2016-09-29 14:00:00,1532.2943888966379,751.3408600157627,29.337684947284327,12.244310554662155
2016-09-29 15:00:00,1619.3617232168965,794.0332083800794,31.00469752789356,12.94005119582674
2016-09-29 16:00:00,1712.3242416317562,839.6161844982303,32.784580751981544,13.682899276236846
2016-09-29 17:00:00,1835.216156219205,899.874655366615,35.13749955065395,14.664908202047277
2016-09-29 18:00:00,1829.7744478241884,897.206383593845,35.03331126436587,14.621424411974488
2016-09-29 19:00:00,1691.9178351504456,829.6101653503434,32.393874678401254,13.519835063463894
2016-09-29 20:00:00,1267.464580339184,621.4849670742992,24.267188347931256,10.128099437786544
2016-09-29 21:00:00,831.2209573387206,407.5785132905869,15.914760730503753,6.642148933618151
2016-09-29 22:00:00,662.5279970932193,324.86208833472307,12.684923855573366,5.294151441361766
2016-09-29 23:00:00,706.968615652518,346.65297447900974,13.535794860259328,5.649269060289523
2016-09-30 00:00:00,715.584653944627,350.87773811922864,13.700759646882117,5.7181183945714364
2016-09-30 01:00:00,833.0348601370595,408.4679372148435,15.949490159266444,6.65664353030908
2016-09-30 02:00:00,1177.676391821417,577.4584828235975,22.548081624177986,9.410616901585563
2016-09-30 03:00:00,1882.8311046755962,923.2220333783506,36.04914705567462,15.045391365184157
2016-09-30 04:00:00,2413.3976731896737,1183.378531223406,46.20750496876212,19.28506089728085
2016-09-30 05:00:00,2353.538880844495,1154.0275417229384,45.061433819593276,18.8067392064802
2016-09-30 06:00:00,2090.5229750853805,1025.0610727057315,40.02566664900289,16.705022686295514
2016-09-30 07:00:00,1943.5968484199439,953.0177348409468,37.212582919224815,15.530960354330276
2016-09-30 08:00:00,1763.1135199852406,864.5200543774151,33.75700475733693,14.088747983582854
2016-09-30 09:00:00,1627.0708101098362,797.8132600581702,31.152297600135007,13.00165323176319
2016-09-30 10:00:00,1569.9328719621662,769.7964064440871,30.058320594110192,12.545073435998928
2016-09-30 11:00:00,1475.6099264485529,723.546362382744,28.252390298450194,11.79135440807063
2016-09-30 12:00:00,1434.7971134859313,703.5343240869704,27.470978151289614,11.465225982524728
2016-09-30 13:00:00,1422.553269597145,697.5307125982384,27.236554507141445,11.367387454860959
2016-09-30 14:00:00,1494.2024301315246,732.6629576063741,28.608366943267793,11.93992402415265
2016-09-30 15:00:00,1578.0954345546904,773.7988141032419,30.21460302354231,12.610299121108108
2016-09-30 16:00:00,1671.511428669135,819.6041462024567,32.003168604820964,13.356770850690944
2016-09-30 17:00:00,1792.13596475866,878.7508371655206,34.31267561754,14.320661530637715
2016-09-30 18:00:00,1781.2525479686276,873.4142936199811,34.10429904496385,14.233693950492142
2016-09-30 19:00:00,1647.9306922907313,808.0416351871208,31.551686030905962,13.16834109370887
2016-09-30 20:00:00,1236.6282327674257,606.3647603619369,23.67678805896548,9.88169129404075
2016-09-30 21:00:00,808.5471723594866,396.46071423737936,15.4806428709701,6.46096647498154
2016-09-30 22:00:00,634.412503718969,311.07601750874574,12.146617709751634,5.069485192652369
2016-09-30 23:00:00,638.9472607148159,313.29957731938725,12.233441281658365,5.105721684379691
2016-10-01 00:00:00,679.3065979778526,333.08925963409666,13.006171071628271,5.4282264607528585
2016-10-01 01:00:00,767.7343593968652,376.44867594160587,14.69923072380952,6.134838049435641
2016-10-01 02:00:00,1112.8293667808075,545.661577531424,21.306504545911732,8.892435069884856
2016-10-01 03:00:00,1822.0653609312494,893.4263319157546,34.88571119212443,14.559822376038044
2016-10-01 04:00:00,2245.158188643757,1100.8844622486065,42.98635045102241,17.9406870541972
2016-10-01 05:00:00,2180.764639302732,1069.309912937497,41.75345572994683,17.426128871669224
2016-10-01 06:00:00,1954.9337409095606,958.5766343675505,37.429641848991636,15.62155158364858
2016-10-01 07:00:00,1822.0653609312494,893.4263319157546,34.88571119212443,14.559822376038044
2016-10-01 08:00:00,1647.0237408915618,807.5969232249926,31.53432131652462,13.161093795363405
2016-10-01 09:00:00,1556.7820766742104,763.3480829932267,29.806532235580676,12.439987609989695
2016-10-01 10:00:00,1484.679440440246,727.9934820040269,28.426037442263656,11.863827391525271
2016-10-01 11:00:00,1369.0431370461529,671.2927068326686,26.21203635864202,10.939796852478556
2016-10-01 12:00:00,1306.9169662030513,640.8299374268802,25.02255342351981,10.443356915814244
2016-10-01 13:00:00,1300.1148307092813,637.494597710918,24.892318065659715,10.389002178223262
2016-10-01 14:00:00,1370.8570398444913,672.1821307569253,26.246765787404712,10.954291449169487
2016-10-01 15:00:00,1480.1446834443996,725.7699221933855,28.33921387035693,11.82759089979795
2016-10-01 16:00:00,1574.467628958013,772.0199662547287,30.145144166016927,12.581309927726252
2016-10-01 17:00:00,1685.1156996566756,826.2748256343813,32.26363932054116,13.465480325872912
2016-10-01 18:00:00,1675.1392342658123,821.38299405097,32.07262746234635,13.385760044072804
2016-10-01 19:00:00,1552.2473196783635,761.1245231825853,29.71970866367395,12.403751118262374
