,PHOT,WTOF,WTON,HE Glava Zete,HE Slap Zete,HE Muskovica Rijeka,HE Savnik,HE Lijeva Rijeka,HE Podgor,HE Rijeka Crnojevica,HROR
2009-12-31 23:00:00+00:00,0,0,0,0.736549189,0.736581346,0.5707599,0.371629137,0.370050327,0.371602714,0.371588934,0.669254284
2010-01-01 00:00:00+00:00,0,0,0,0.736549189,0.736581346,0.5707599,0.371629137,0.370050327,0.371602714,0.371588934,0.669254284
2010-01-01 01:00:00+00:00,0,0,0,0.741586585,0.741618961,0.572258667,0.370581911,0.369007551,0.370555563,0.370541821,0.673094257
2010-01-01 02:00:00+00:00,0,0,0,0.74662398,0.746656577,0.573757434,0.369534686,0.367964774,0.369508412,0.369494709,0.676934231
2010-01-01 03:00:00+00:00,0,0,0,0.751661375,0.751694192,0.575256201,0.36848746,0.366921998,0.36846126,0.368447597,0.680774204
2010-01-01 04:00:00+00:00,0,0,0,0.756698771,0.756731807,0.576754968,0.367440235,0.365879221,0.367414109,0.367400485,0.684614178
2010-01-01 05:00:00+00:00,0,0,0,0.761736166,0.761769423,0.578253736,0.366393009,0.364836445,0.366366958,0.366353373,0.688454151
2010-01-01 06:00:00+00:00,0,0,0,0.766773561,0.766807038,0.579752503,0.365345784,0.363793668,0.365319807,0.36530626,0.692294125
2010-01-01 07:00:00+00:00,0,0,0,0.771810957,0.771844653,0.58125127,0.364298558,0.362750892,0.364272656,0.364259148,0.696134098
2010-01-01 08:00:00+00:00,0,0,0,0.776848352,0.776882268,0.582750037,0.363251333,0.361708115,0.363225505,0.363212036,0.699974072
2010-01-01 09:00:00+00:00,0,0,0,0.781885748,0.781919884,0.584248804,0.362204107,0.360665339,0.362178354,0.362164924,0.703814045
2010-01-01 10:00:00+00:00,0,0,0,0.786923143,0.786957499,0.585747571,0.361156882,0.359622562,0.361131203,0.361117812,0.707654019
2010-01-01 11:00:00+00:00,0,0,0,0.791960538,0.791995114,0.587246338,0.360109656,0.358579786,0.360084052,0.360070699,0.711493992
2010-01-01 12:00:00+00:00,0,0,0,0.796997934,0.797032729,0.588745105,0.359062431,0.357537009,0.359036901,0.359023587,0.715333966
2010-01-01 13:00:00+00:00,0,0,0,0.802035329,0.802070345,0.590243872,0.358015205,0.356494233,0.35798975,0.357976475,0.719173939
2010-01-01 14:00:00+00:00,0,0,0,0.807072724,0.80710796,0.59174264,0.35696798,0.355451456,0.356942599,0.356929363,0.723013913
2010-01-01 15:00:00+00:00,0,0,0,0.81211012,0.812145575,0.593241407,0.355920754,0.35440868,0.355895448,0.355882251,0.726853886
2010-01-01 16:00:00+00:00,0,0,0,0.817147515,0.817183191,0.594740174,0.354873529,0.353365903,0.354848297,0.354835138,0.73069386
2010-01-01 17:00:00+00:00,0,0,0,0.82218491,0.822220806,0.596238941,0.353826303,0.352323127,0.353801146,0.353788026,0.734533833
2010-01-01 18:00:00+00:00,0,0,0,0.827222306,0.827258421,0.597737708,0.352779078,0.35128035,0.352753995,0.352740914,0.738373807
2010-01-01 19:00:00+00:00,0,0,0,0.832259701,0.832296036,0.599236475,0.351731852,0.350237574,0.351706844,0.351693802,0.74221378
2010-01-01 20:00:00+00:00,0,0,0,0.837297096,0.837333652,0.600735242,0.350684627,0.349194797,0.350659693,0.35064669,0.746053754
2010-01-01 21:00:00+00:00,0,0,0,0.842334492,0.842371267,0.602234009,0.349637401,0.348152021,0.349612542,0.349599577,0.749893727
2010-01-01 22:00:00+00:00,0,0,0,0.847371887,0.847408882,0.603732776,0.348590176,0.347109244,0.348565391,0.348552465,0.753733701
2010-01-01 23:00:00+00:00,0,0,0,0.852409282,0.852446497,0.605231544,0.34754295,0.346066468,0.34751824,0.347505353,0.757573674
2010-01-02 00:00:00+00:00,0,0,0,0.857446678,0.857484113,0.606730311,0.757586618,0.754368127,0.757532753,0.757504662,0.818965332
2010-01-02 01:00:00+00:00,0,0,0,0.853171264,0.853208512,0.605256625,0.760021578,0.756792743,0.75996754,0.759939358,0.815902986
2010-01-02 02:00:00+00:00,0,0,0,0.84889585,0.848932911,0.603782939,0.762456538,0.759217359,0.762402327,0.762374055,0.812840639
2010-01-02 03:00:00+00:00,0,0,0,0.844620436,0.844657311,0.602309254,0.764891498,0.761641975,0.764837114,0.764808752,0.809778292
2010-01-02 04:00:00+00:00,0,0,0,0.840345022,0.84038171,0.600835568,0.767326459,0.76406659,0.767271901,0.767243449,0.806715946
2010-01-02 05:00:00+00:00,0,0,0,0.836069607,0.836106109,0.599361882,0.769761419,0.766491206,0.769706689,0.769678146,0.803653599
2010-01-02 06:00:00+00:00,0,0,0,0.831794193,0.831830508,0.597888196,0.772196379,0.768915822,0.772141476,0.772112843,0.800591253
2010-01-02 07:00:00+00:00,0,0,0,0.827518779,0.827554908,0.596414511,0.77463134,0.771340438,0.774576263,0.77454754,0.797528906
2010-01-02 08:00:00+00:00,0,0,0,0.823243365,0.823279307,0.594940825,0.7770663,0.773765053,0.77701105,0.776982237,0.794466559
2010-01-02 09:00:00+00:00,0,0,0,0.818967951,0.819003706,0.593467139,0.77950126,0.776189669,0.779445837,0.779416933,0.791404213
2010-01-02 10:00:00+00:00,0,0,0,0.814692537,0.814728106,0.591993454,0.78193622,0.778614285,0.781880624,0.78185163,0.788341866
2010-01-02 11:00:00+00:00,0,0,0,0.810417123,0.810452505,0.590519768,0.784371181,0.781038901,0.784315411,0.784286327,0.78527952
2010-01-02 12:00:00+00:00,0,0,0,0.806141709,0.806176904,0.589046082,0.786806141,0.783463516,0.786750199,0.786721024,0.782217173
2010-01-02 13:00:00+00:00,0,0,0,0.801866295,0.801901304,0.587572396,0.789241101,0.785888132,0.789184986,0.789155721,0.779154826
2010-01-02 14:00:00+00:00,0,0,0,0.797590881,0.797625703,0.586098711,0.791676062,0.788312748,0.791619773,0.791590418,0.77609248
2010-01-02 15:00:00+00:00,0,0,0,0.793315467,0.793350102,0.584625025,0.794111022,0.790737363,0.79405456,0.794025115,0.773030133
2010-01-02 16:00:00+00:00,0,0,0,0.789040053,0.789074501,0.583151339,0.796545982,0.793161979,0.796489347,0.796459812,0.769967787
2010-01-02 17:00:00+00:00,0,0,0,0.784764639,0.784798901,0.581677654,0.798980942,0.795586595,0.798924134,0.798894508,0.76690544
2010-01-02 18:00:00+00:00,0,0,0,0.780489225,0.7805233,0.580203968,0.801415903,0.798011211,0.801358922,0.801329205,0.763843093
2010-01-02 19:00:00+00:00,0,0,0,0.776213811,0.776247699,0.578730282,0.803850863,0.800435826,0.803793709,0.803763902,0.760780747
2010-01-02 20:00:00+00:00,0,0,0,0.771938397,0.771972099,0.577256596,0.806285823,0.802860442,0.806228496,0.806198599,0.7577184
2010-01-02 21:00:00+00:00,0,0,0,0.767662983,0.767696498,0.575782911,0.808720784,0.805285058,0.808663283,0.808633296,0.754656054
2010-01-02 22:00:00+00:00,0,0,0,0.763387569,0.763420897,0.574309225,0.811155744,0.807709674,0.81109807,0.811067993,0.751593707
2010-01-02 23:00:00+00:00,0,0,0,0.759112155,0.759145296,0.572835539,0.813590704,0.810134289,0.813532857,0.81350269,0.74853136
2010-01-03 00:00:00+00:00,0,0,0,0.754836741,0.754869696,0.571361854,0.816025664,0.812558905,0.815967645,0.815937387,0.745469014
2010-01-03 01:00:00+00:00,0,0,0,0.747966788,0.747999444,0.568394748,0.814787491,0.811325992,0.814729559,0.814699347,0.739768698
2010-01-03 02:00:00+00:00,0,0,0,0.741096836,0.741129191,0.565427642,0.813549318,0.810093079,0.813491474,0.813461308,0.734068383
2010-01-03 03:00:00+00:00,0,0,0,0.734226884,0.734258939,0.562460537,0.812311145,0.808860166,0.812253389,0.812223269,0.728368067
2010-01-03 04:00:00+00:00,0,0,0,0.727356931,0.727388687,0.559493431,0.811072972,0.807627253,0.811015304,0.81098523,0.722667751
2010-01-03 05:00:00+00:00,0,0,0,0.720486979,0.720518435,0.556526325,0.809834799,0.806394341,0.809777219,0.809747191,0.716967436
2010-01-03 06:00:00+00:00,0,0,0,0.713617027,0.713648183,0.553559219,0.808596626,0.805161428,0.808539134,0.808509152,0.71126712
