,DK_P2HT_OTH,DK_STUR_BIO_CHP,DK_STUR_HRD_CHP,DK_COMC_GAS_CHP
2016-01-04 05:00:00,2878.0113770703756,8933.845779828533,211.86986039119049,577.0665934339005
2016-01-04 06:00:00,2770.782682046084,8600.989338692976,203.9760317476595,555.5662969969147
2016-01-04 07:00:00,2767.2140566966227,8589.911707529986,203.71332112719332,554.8507562280134
2016-01-04 08:00:00,2660.6650998341333,8259.165291377856,195.86953260184637,533.4867532708184
2016-01-04 09:00:00,2551.906993945787,7921.561294029589,187.8631136924013,511.67979650430357
2016-01-04 10:00:00,2454.364567727175,7618.772708907859,180.6823567329927,492.1216821543354
2016-01-04 11:00:00,2397.4364966762437,7442.058116545875,176.49149683508006,480.7071032218628
2016-01-04 12:00:00,2359.0312905344213,7322.841704982268,173.66423015768225,473.00652161368726
2016-01-04 13:00:00,2387.750227870563,7411.990260532047,175.77842515095762,478.7649211348451
2016-01-04 14:00:00,2417.9985760707596,7505.8863722945325,178.00521041014701,484.829980985532
2016-01-04 15:00:00,2504.495257160085,7774.387051435576,184.37281544906506,502.17332628890085
2016-01-04 16:00:00,2552.076928486237,7922.088800275445,187.8756237219473,511.7138698742512
2016-01-04 17:00:00,2545.4494814086656,7901.5160566870345,187.387732569653,510.3850084462917
2016-01-04 18:00:00,2512.3122460208097,7798.652338744985,184.94827680818145,503.74070130649426
2016-01-04 19:00:00,2417.488772449408,7504.303853556964,177.96768032150902,484.72776087568906
2016-01-04 20:00:00,2184.848386572616,6782.147802979184,160.84144987302415,438.08131741731574
2016-01-04 21:00:00,1798.7571106689852,5583.6536123928345,132.4186627444941,360.66662089618785
2016-01-04 22:00:00,1520.5742679514478,4720.125887925467,111.93974437767906,304.88851429183643
2016-01-04 23:00:00,1455.9991425802423,4519.673514499934,107.18593315019606,291.94063371171825
2016-01-05 00:00:00,1491.345526993955,4629.394813638121,109.78801929576572,299.02789466083556
2016-01-05 01:00:00,1527.2017150290194,4740.698631513878,112.42763552997339,306.21737571979594
2016-01-05 02:00:00,1627.8029629757402,5052.982329061025,119.83357302121009,326.3888107288222
2016-01-05 03:00:00,1832.5740842186428,5688.627355318311,134.90815862414968,367.4472215157761
2016-01-05 04:00:00,2408.142372724628,7475.291010034845,177.27962869647857,482.8537255285666
2016-01-05 05:00:00,2851.841457840993,8852.609817966606,209.94331584110532,571.8192944619578
2016-01-05 06:00:00,2746.1421736807556,8524.500933043759,202.16207746348834,550.6256583545012
2016-01-05 07:00:00,2743.083351952646,8515.00582061834,201.93689693166021,550.012337695443
2016-01-05 08:00:00,2637.0441987115078,8185.841923203779,194.13063849495128,528.7505548480909
2016-01-05 09:00:00,2530.665176389469,7855.623013297503,186.29935999915028,507.42062526084356
2016-01-05 10:00:00,2433.97242287311,7555.47195940506,179.1811531874718,488.032877760614
2016-01-05 11:00:00,2379.0835663075854,7385.087441993356,175.1404136441112,477.0271792675134
2016-01-05 12:00:00,2340.3384910848617,7264.816017938035,172.28812690762138,469.25845091944245
2016-01-05 13:00:00,2368.7175593401025,7352.9095609961005,174.37730184180475,474.94870370070504
2016-01-05 14:00:00,2398.626038459398,7445.750660266874,176.57906704190216,480.9456168114967
2016-01-05 15:00:00,2482.9135705228664,7707.393758211781,182.78404169672206,497.84600830554564
2016-01-05 16:00:00,2531.17498001082,7857.205532035074,186.3368900877883,507.5228453706866
2016-01-05 17:00:00,2524.5475329332494,7836.632788446664,185.848998935494,506.19398394272713
2016-01-05 18:00:00,2491.4102975453934,7733.769070504614,183.40954317402247,499.54967680292964
2016-01-05 19:00:00,2396.586823973991,7439.420585316593,176.42894668735005,480.53673637212444
2016-01-05 20:00:00,2165.3059144208037,6721.484584705668,159.40279647523323,434.1628798733326
2016-01-05 21:00:00,1784.992412892491,5540.925606478444,131.40535035126743,357.9066779304258
2016-01-05 22:00:00,1509.6984573626132,4686.3654881906405,111.13910248673456,302.7078186151849
2016-01-05 23:00:00,1446.8226773959132,4491.188177223674,106.51039155471165,290.10067173454354
2016-01-06 00:00:00,1482.848799971428,4603.019501345288,109.16251781846532,297.3242261634516
2016-01-06 01:00:00,1518.1951843851405,4712.740800483475,111.76460396403498,304.411487112569
2016-01-06 02:00:00,1616.0774796846524,5016.584398096915,118.97038098253553,324.0377482024323
2016-01-06 03:00:00,1819.14925552305,5646.954361895634,133.91986629001505,364.7554252899094
2016-01-06 04:00:00,2388.429966032365,7414.100285515473,175.82846526914165,478.9012146146358
2016-01-06 05:00:00,2828.3904912588177,8779.813956038386,208.21693176375618,567.117169409178
2016-01-06 06:00:00,2722.0114689367783,8449.595046132112,200.38565326795523,545.7872398219307
2016-01-06 07:00:00,2722.181403477229,8450.12255237797,200.39816329750127,545.8213131918785
2016-01-06 08:00:00,2617.5017265596953,8125.178704930261,192.69198509716034,524.8321173041078
2016-01-06 09:00:00,2510.952769697206,7794.432288778132,184.8481965718134,503.46811434691284
2016-01-06 10:00:00,2415.4495579640015,7497.9737786066835,177.8175599669569,484.3188804363169
2016-01-06 11:00:00,2359.8809632366742,7325.479236211553,173.72678030541232,473.1768884634257
2016-01-06 12:00:00,2321.135888013951,7205.207812156233,170.8744935689225,465.40816011535475
2016-01-06 13:00:00,2349.854825350092,7294.356367706008,172.98868856219784,471.16655963651255
2016-01-06 14:00:00,2378.9136317671346,7384.559935747499,175.1279036145652,476.9931058975658
2016-01-06 15:00:00,2463.710967451955,7647.7855524299775,181.37040835802318,493.9957175014579
2016-01-06 16:00:00,2509.7632279140516,7790.739745057134,184.76062636499134,503.22960075727906
2016-01-06 17:00:00,2502.96584629603,7769.639495222867,184.260225183151,501.8666659593718
2016-01-06 18:00:00,2469.8286109081746,7666.775777280817,181.82076942167944,495.2223588195743
2016-01-06 19:00:00,2375.684875498574,7374.537317076221,174.89021305319102,476.3457118685598
2016-01-06 20:00:00,2146.9529840521454,6664.513910153147,158.05171328426437,430.4829559189832
2016-01-06 21:00:00,1770.8878460350963,5497.14258807234,130.36701789894877,355.0785882247684
2016-01-06 22:00:00,1499.1625158546797,4653.660100947528,110.36348065488208,300.59526967842885
2016-01-06 23:00:00,1360.8357999279388,4224.2700168202,100.18031660443162,272.8595465410177
2016-01-07 00:00:00,1393.9730353157947,4327.13373476225,102.61977236590317,279.50385368081527
2016-01-07 01:00:00,1432.2083069171663,4445.82264008,105.43452901375494,287.1703619190431
2016-01-07 02:00:00,1521.9337442750525,4724.345937892322,112.03982461404715,305.1611012514179
2016-01-07 03:00:00,1729.9336217865157,5370.013582820883,127.35210077836088,346.86690606737767
2016-01-07 04:00:00,2300.7437431598855,7141.907062653431,169.37329002340155,461.31935572163314
2016-01-07 05:00:00,2763.1356277258096,8577.251557629428,203.41308041808918,554.0329953492692
2016-01-07 06:00:00,2655.7369981610677,8243.867610248013,195.50674174501216,532.4986255423358
2016-01-07 07:00:00,2631.776227957541,8169.489229582222,193.74282757902503,527.694280379713
2016-01-07 08:00:00,2532.8743254153255,7862.480594493642,186.4619903832484,507.86357907016344
2016-01-07 09:00:00,2432.6129465495064,7551.251909438208,179.08107295110372,487.76029080103257
2016-01-07 10:00:00,2338.2992765994554,7258.485942987756,172.13800655306932,468.8495704800704
2016-01-07 11:00:00,2281.2012710080735,7081.243844379916,167.93463662561066,457.40091817765006
2016-01-07 12:00:00,2242.45619578535,6960.972420324595,165.08234988912085,449.63218982957915
2016-01-07 13:00:00,2272.7045439855465,7054.868532087083,167.30913514831025,455.6972496802661
2016-01-07 14:00:00,2301.5934158621385,7144.544593882716,169.43584017113162,461.4897225713716
2016-01-07 15:00:00,2388.5999005728154,7414.627791761329,175.84097529868765,478.93528798458345
2016-01-07 16:00:00,2429.724059361847,7542.284303258643,178.86840244882157,487.1810435119219
2016-01-07 17:00:00,2438.0508518439233,7568.1321093056185,179.48139389657595,488.8506386393582
2016-01-07 18:00:00,2402.0247292684085,7456.300785184007,176.8292676328223,481.6270842104502
2016-01-07 19:00:00,2312.809095531874,7179.360006109256,170.26150212116812,463.73856498791844
2016-01-07 20:00:00,2091.2144547843673,6491.49186151216,153.94842359317374,419.3068905761443
2016-01-07 21:00:00,1707.6721969874943,5300.910264613659,125.7132869078338,342.4032946042316
2016-01-07 22:00:00,1428.6396815677049,4434.74500891701,105.17181839328877,286.4548211501418
2016-01-07 23:00:00,1169.82937646153,3631.3529964773047,86.11904339471869,234.5610787198259
2016-01-08 00:00:00,1191.0711940178476,3697.291277209388,87.68279708796967,238.82024996328585
2016-01-08 01:00:00,1236.9535199394936,3839.717963590688,91.06050506539182,248.0200598491593
2016-01-08 02:00:00,1324.809677352424,4112.438692698586,97.52819034067792,265.63599211210965
2016-01-08 03:00:00,1544.1951690740734,4793.449256099545,113.6786384845742,309.62471271456394
2016-01-08 04:00:00,2151.031413022958,6677.174060053708,158.35195399336857,431.30071679772755
2016-01-08 05:00:00,2564.8220190200273,7961.651768714694,188.81387593789788,514.2693726203271
2016-01-08 06:00:00,2438.0508518439233,7568.1321093056185,179.48139389657595,488.8506386393582
2016-01-08 07:00:00,2362.939784964784,7334.9743486369725,173.95196083724045,473.7902091224839
2016-01-08 08:00:00,2264.887555124821,7030.603244777674,166.73367378919386,454.12987466267276
2016-01-08 09:00:00,2159.358205505035,6703.021866100684,158.96494544112295,432.9703119251638
2016-01-08 10:00:00,2099.7111818068943,6517.867173804993,154.57392507047416,421.0105590735283
2016-01-08 11:00:00,2025.449787630008,6287.3469443656295,149.10704215886867,406.1204964063923
2016-01-08 12:00:00,1994.181832187108,6190.285795128003,146.80519672240322,399.85099633601936
2016-01-08 13:00:00,1993.3321594848553,6187.648263898719,146.7426465746732,399.6806294862809
2016-01-08 14:00:00,2033.6066455716336,6312.667244166749,149.70752357707704,407.7560181638809
2016-01-08 15:00:00,2133.1882862756515,6621.785904238757,157.03840089103772,427.7230129532212
2016-01-08 16:00:00,2219.5150328245268,6889.7590771339455,163.3934959004098,445.03228488664246
2016-01-08 17:00:00,2236.6784214100317,6943.037207965468,164.65700888455655,448.473695251358
2016-01-08 18:00:00,2214.0771275301095,6872.878877266532,162.9931749549375,443.9419370483167
2016-01-08 19:00:00,2140.325536974574,6643.941166564737,157.56382213197006,429.15409449102367
2016-01-08 20:00:00,1958.1557096115935,6078.454471006389,144.15307045864955,392.62744190711123
2016-01-08 21:00:00,1547.5938598830844,4803.999381016678,113.92883907549435,310.3061801135175
2016-01-08 22:00:00,1257.3456647935589,3903.0187130934887,92.56170861091277,252.10886424288086
2016-01-08 23:00:00,1133.463384805114,3518.4666598639774,83.44189707187299,227.26937755102247
2016-01-09 00:00:00,1170.1692455424309,3632.4080089690174,86.14406345381069,234.62922545972123
2016-01-09 01:00:00,1176.1169544581999,3650.870727574001,86.58191448792098,235.82179340789006
2016-01-09 02:00:00,1280.2868277543819,3974.232056284139,94.25056259962385,256.7087691858176
2016-01-09 03:00:00,1546.4043180999304,4800.306837295681,113.84126886867229,310.0676665238837
2016-01-09 04:00:00,2136.2471080037612,6631.2810166641775,157.26358142286585,428.3363336122794
2016-01-09 05:00:00,2390.1293114368705,7419.375347974039,175.95356556460172,479.24194831411256
2016-01-09 06:00:00,2257.920238966349,7008.9754886975525,166.2207625778076,452.73286649481804
2016-01-09 07:00:00,2200.1424952131647,6829.623365106285,161.96735253216485,441.1479207126069
2016-01-09 08:00:00,2116.0248976901466,6568.507773407233,155.7748879068909,424.2816025885055
2016-01-09 09:00:00,2020.6916204973927,6272.576769481643,148.75676133158046,405.16644204785734
2016-01-09 10:00:00,1965.9726984723181,6102.719758315795,144.72853181776588,394.19481692470447
2016-01-09 11:00:00,1910.2341692045404,5929.697709674808,140.6252421266753,383.0187515818656
2016-01-09 12:00:00,1895.4498641853434,5883.804666285278,139.5368695561726,380.0543683964175
2016-01-09 13:00:00,1931.9857903822099,5997.218509144463,142.22652590856433,387.38014293516864
2016-01-09 14:00:00,1973.6197527925929,6126.457539379346,145.29148314733627,395.72811857235007
2016-01-09 15:00:00,2042.6131762155123,6340.625075197153,150.37055514301548,409.56190677110794
2016-01-09 16:00:00,2138.456257029618,6638.138597860314,157.42621180696398,428.77928742159924
2016-01-09 17:00:00,2160.8876163690898,6707.769422313394,159.07753570703701,433.27697225469296
2016-01-09 18:00:00,2142.02488237908,6649.216229023305,157.68892242743016,429.4948281905005
2016-01-09 19:00:00,2085.436680409049,6473.556649153033,153.52308258860947,418.14839599792316
2016-01-09 20:00:00,1896.4694714280465,5886.969703760417,139.61192973344865,380.2588086161035
2016-01-09 21:00:00,1496.1036941265702,4644.164988522108,110.13830012305395,299.98194901937063
2016-01-09 22:00:00,1236.7835853990432,3839.190457344832,91.04799503584582,247.98598647921165
2016-01-09 23:00:00,1140.9405045849376,3541.676934681671,83.99233837189733,228.76860582872038
2016-01-10 00:00:00,1180.535252509914,3664.5858899662744,86.90717525611718,236.7077010265297
2016-01-10 01:00:00,1210.1038625483081,3756.3719767453354,89.08392039712257,242.63646739742597
2016-01-10 02:00:00,1311.2149141163804,4070.2381930300526,96.5273879769973,262.9101225162953
2016-01-10 03:00:00,1523.1232860582063,4728.038481613318,112.12739482086921,305.3996148410517
2016-01-10 04:00:00,2092.0641274866202,6494.129392741444,154.0109737409038,419.4772574258827
2016-01-10 05:00:00,2482.9135705228664,7707.393758211781,182.78404169672206,497.84600830554564
2016-01-10 06:00:00,2392.1685259222772,7425.7054229243195,176.10368591915383,479.65082875348475
2016-01-10 07:00:00,2329.632615036478,7231.5831244490655,171.4999950462229,467.1118286127387
2016-01-10 08:00:00,2242.116326704449,6959.9174078328815,165.05732983002883,449.56404308968376
2016-01-10 09:00:00,2145.5935077285408,6660.293860186293,157.95163304789628,430.21036895940176
2016-01-10 10:00:00,2056.547808532457,6383.8805873574,151.39637756578813,412.3559231068177
2016-01-10 11:00:00,1996.9007848343167,6198.72589506171,147.00535719513937,400.3961702551822
2016-01-10 12:00:00,1991.6328140803503,6182.373201440152,146.6175462792131,399.3398957868041
2016-01-10 13:00:00,2007.0968572613494,6230.3762698131095,147.75595896789983,402.440572452043
2016-01-10 14:00:00,2041.4236344323585,6336.932531476156,150.28298493619343,409.3233931814742
2016-01-10 15:00:00,2120.1033266609597,6581.167923307794,156.0751286159951,425.0993634672499
2016-01-10 16:00:00,2193.3451135951436,6808.523115272018,161.46695135032454,439.78498591469975
2016-01-10 17:00:00,2207.109811371637,6851.2511211864075,162.48026374355118,442.5449288804618
2016-01-10 18:00:00,2186.03792835577,6785.840346700181,160.9290200798462,438.31983100694947
2016-01-10 19:00:00,2099.201378185543,6516.284655067424,154.53639498183614,420.9083389636853
2016-01-10 20:00:00,1907.1753474764305,5920.202597249389,140.40006159484716,382.40543092280745
2016-01-10 21:00:00,1500.691926718735,4658.407657160237,110.47607092079615,300.9019300079579
2016-01-10 22:00:00,1220.8097385966923,3789.604870234305,89.87205225852107,244.78308970412974
2016-01-10 23:00:00,1210.2737970887588,3756.899482991192,89.09643042666859,242.67054076737367
2016-01-11 00:00:00,1261.2541592239213,3915.151356748192,92.84943929047095,252.89255175167747
2016-01-11 01:00:00,1291.1626383432167,4007.9924560189656,95.05120449056835,258.8894648624691
2016-01-11 02:00:00,1391.0841481281352,4318.166128582687,102.40710186362102,278.92460639170463
2016-01-11 03:00:00,1614.7180033610484,5012.364348130061,118.87030074616747,323.76516124285087
2016-01-11 04:00:00,2215.436603853713,6877.098927233384,163.09325519130553,444.214524007898
2016-01-11 05:00:00,2629.9069480125854,8163.686660877798,193.60521725401892,527.3194733102885
2016-01-11 06:00:00,2548.8481722176766,7912.0661816041675,187.63793316057314,511.0664758452453
2016-01-11 07:00:00,2475.7763198239436,7685.238495885798,182.2586204557897,496.414926767743
2016-01-11 08:00:00,2381.632584414343,7393.000035681206,175.32806408730133,477.5382798167286
2016-01-11 09:00:00,2272.364674904645,7053.813519595369,167.28411508921823,455.62910294037073
2016-01-11 10:00:00,2177.0313977118913,6757.8825156697785,160.26598851390779,436.51394239972257
2016-01-11 11:00:00,2119.933392120509,6580.640417061937,156.0626185864491,425.0652900973022
2016-01-11 12:00:00,2107.5281706676196,6542.1324611144,155.14938642959052,422.57793409112156
2016-01-11 13:00:00,2126.220970117179,6600.1581481586345,156.5254896796514,426.3260047853663
2016-01-11 14:00:00,2164.7961107994515,6719.902065968097,159.36526638659518,434.0606597634895
2016-01-11 15:00:00,2253.332006374184,6994.732820059421,165.8829917800653,451.81288550623054
2016-01-11 16:00:00,2311.6195537487206,7175.667462388259,170.17393191434607,463.5000513982847
2016-01-11 17:00:00,2316.037851800434,7189.382624780531,170.49919268254226,464.3859590169243
2016-01-11 18:00:00,2294.626099703666,7122.916837802592,168.92292895974526,460.0927144035167
2016-01-11 19:00:00,2225.4627417402958,6908.221795738929,163.83134693452004,446.2248528348112
2016-01-11 20:00:00,2012.0249589344148,6245.673950942952,148.11874982473404,403.42870018052565
2016-01-11 21:00:00,1583.4500479181488,4915.303198892435,116.56845530970203,317.49566117247787
2016-01-11 22:00:00,1289.4632929387112,4002.717393560399,94.92610419510828,258.5487311629923
2016-01-11 23:00:00,1206.535237198847,3745.2943455823456,88.82120977665642,241.9209266285247
2016-01-12 00:00:00,1256.3260575508555,3899.8536756183485,92.48664843363673,251.90442402319476
2016-01-12 01:00:00,1287.5940129937553,3996.9148248559754,94.78849387010219,258.1739240935678
2016-01-12 02:00:00,1387.515522778674,4307.088497419697,102.14439124315487,278.2090656228034
2016-01-12 03:00:00,1611.3193125520377,5001.814223212929,118.62010015524733,323.0836938438974
2016-01-12 04:00:00,2209.658829478395,6859.1637148742575,162.66791418674129,443.056029429677
2016-01-12 05:00:00,2624.2991081777172,8146.278954764531,193.19238627900074,526.1950521020152
2016-01-12 06:00:00,2541.710921518754,7889.910919278187,187.1125119196408,509.6353943074427
2016-01-12 07:00:00,2469.9985454486255,7667.303283526675,181.83327945122548,495.25643218952206
2016-01-12 08:00:00,2374.3253991749702,7370.31726710937,174.79013281682302,476.07312490897846
2016-01-12 09:00:00,2266.416965988876,7035.350800990385,166.84626405510795,454.436534992202
2016-01-12 10:00:00,2171.083688796122,6739.419797064794,159.82813747979748,435.32137445155365
2016-01-12 11:00:00,2115.3451595283445,6566.397748423807,155.72484778870688,424.1453091087148
2016-01-12 12:00:00,2103.1098726159053,6528.417298722126,154.8241256613943,421.69202647248187
2016-01-12 13:00:00,2119.933392120509,6580.640417061937,156.0626185864491,425.0652900973022
2016-01-12 14:00:00,2158.6784673432326,6700.911841117258,158.91490532293892,432.8340184453731
2016-01-12 15:00:00,2248.5738392415687,6979.962645175435,165.5327109527771,450.8588311476956
2016-01-12 16:00:00,2305.5019102925007,7156.677237537418,169.72357085068975,462.27341008016816
2016-01-12 17:00:00,2311.2796846678193,7174.612449896545,170.14891185525403,463.43190465838927
2016-01-12 18:00:00,2290.0378671115013,7108.674169164462,168.58515816200304,459.1727334149294
2016-01-12 19:00:00,2220.874509148131,6893.979127100798,163.49357613677782,445.3048718462238
2016-01-12 20:00:00,2007.2667918017999,6230.903776058966,147.76846899744584,402.4746458219907
2016-01-12 21:00:00,1579.7114880282363,4903.698061483588,116.29323465968984,316.7460470336289
2016-01-12 22:00:00,1285.8946675892498,3991.639762397409,94.66339357464211,257.83319039409105
2016-01-12 23:00:00,1263.1234391688772,3920.953925452615,92.98704961547703,253.2673588211019
2016-01-13 00:00:00,1311.2149141163804,4070.2381930300526,96.5273879769973,262.9101225162953
2016-01-13 01:00:00,1342.4828695592805,4167.29934226768,98.82923341346276,269.1796225866683
2016-01-13 02:00:00,1442.2344448037484,4476.945508585544,106.17262075696942,289.1806907459562
2016-01-13 03:00:00,1662.6395437681012,5161.121109461643,122.39812907814174,333.3738515680966
2016-01-13 04:00:00,2258.939846209052,7012.140526172691,166.29582275508358,452.93730671450396
2016-01-13 05:00:00,2680.377506526396,8320.356015897227,197.32069602918327,537.4392641847492
2016-01-13 06:00:00,2593.7108908966197,8051.327830510328,190.94058096071925,520.0618455114327
2016-01-13 07:00:00,2535.253408981633,7869.865681935634,186.6371307968925,508.3406062494309
2016-01-13 08:00:00,2438.7305900057254,7570.242134289046,179.53143401475998,488.9869321191489
2016-01-13 09:00:00,2329.632615036478,7231.5831244490655,171.4999950462229,467.1118286127387
2016-01-13 10:00:00,2233.789534222372,6934.0696017859045,164.44433838227442,447.89444796224745
2016-01-13 11:00:00,2176.6915286309904,6756.827503178065,160.24096845481577,436.4457956598272
2016-01-13 12:00:00,2159.018336424134,6701.96685360897,158.93992538203094,432.9021651852685
2016-01-13 13:00:00,2179.7503503590997,6766.322615603484,160.4661489866439,437.05911631888534
2016-01-13 14:00:00,2216.4562110964166,6880.263964708524,163.1683153685816,444.4189642275841
