,DK_P2HT_OTH,DK_STUR_BIO_CHP,DK_STUR_HRD_CHP,DK_COMC_GAS_CHP
2016-03-07 22:00:00,1370.1821996527187,4253.282860342317,100.86836822946205,274.73358188814007
2016-03-07 23:00:00,1211.973142493264,3762.174545449758,89.22153072212866,243.01127446685044
2016-03-08 00:00:00,1262.443701007075,3918.843900469189,92.93700949729302,253.13106534131126
2016-03-08 01:00:00,1292.3521801263703,4011.6849997399627,95.13877469739042,259.12797845210287
2016-03-08 02:00:00,1391.9338208303882,4320.803659811971,102.46965201135109,279.0949732414431
2016-03-08 03:00:00,1614.2081997396965,5010.781829392492,118.83277065752945,323.66294113300785
2016-03-08 04:00:00,2212.2078475851536,6867.076308562108,162.85556462993142,443.5671299788922
2016-03-08 05:00:00,2625.9984535822223,8151.554017223095,193.31748657446076,526.5357858014918
2016-03-08 06:00:00,2544.4298741659627,7898.351019211894,187.31267239237692,510.1805682266056
2016-03-08 07:00:00,2473.5671707980864,7678.380914689664,182.09599007169163,495.9719729584233
2016-03-08 08:00:00,2379.4234353884867,7386.14245448507,175.16543370320323,477.09532600740886
2016-03-08 09:00:00,2270.6653295001397,7048.538457136802,167.15901479375816,455.2883692408939
2016-03-08 10:00:00,2175.501986847836,6753.134959457067,160.1533982479937,436.20728207019334
2016-03-08 11:00:00,2118.743850337355,6576.9478733409405,155.97504837962705,424.8267765076684
2016-03-08 12:00:00,2105.828825263114,6536.857398655833,155.02428613413042,422.2372003916447
2016-03-08 13:00:00,2124.691559253124,6595.410591945923,156.41289941373734,426.0193444558372
2016-03-08 14:00:00,2162.7568963140457,6713.571991017818,159.21514603204312,433.65177932411746
2016-03-08 15:00:00,2250.952922807877,6987.347732617429,165.70785136642124,451.3358583269631
2016-03-08 16:00:00,2308.9006011015117,7167.227362454552,169.97377144160995,462.9548774791218
2016-03-08 17:00:00,2312.979030072325,7179.887512355113,170.27401215071416,463.7726383578662
2016-03-08 18:00:00,2291.3973434351055,7112.894219131315,168.6852383983711,459.4453203745108
2016-03-08 19:00:00,2221.8941163908344,6897.144164575938,163.56863631405386,445.50931206590985
2016-03-08 20:00:00,2008.6262681254043,6235.123826025819,147.8685492338139,402.74723278157205
2016-03-08 21:00:00,1582.7703097563463,4913.193173909008,116.51841519151797,317.3593676926871
2016-03-08 22:00:00,1290.3129656409637,4005.354924789682,94.98865434283832,258.7190980127307
2016-03-08 23:00:00,1163.5417984648598,3611.835265380608,85.65617230151639,233.30036403176177
2016-03-09 00:00:00,1210.7836007101105,3758.4820017287616,89.1339605153066,242.77276087721668
2016-03-09 01:00:00,1241.0319489103067,3852.378113491248,91.360745774496,248.8378207279036
2016-03-09 02:00:00,1337.0449642648628,4150.419142400266,98.4289124679905,268.0892747483425
2016-03-09 03:00:00,1551.1624852325456,4815.077012179668,114.1915496959605,311.0217208824187
2016-03-09 04:00:00,2125.0314283340253,6596.465604437637,156.43791947282935,426.0874911957326
2016-03-09 05:00:00,2523.527925690546,7833.467750971525,185.77393875821798,505.9895437230411
2016-03-09 06:00:00,2443.4887571383406,7585.012309173033,179.8817148420482,489.94098647768396
2016-03-09 07:00:00,2376.8744172817287,7378.229860797221,174.97778326001313,476.58422545819366
2016-03-09 08:00:00,2284.9398308979853,7092.848981788762,168.20985727562282,458.15053231649904
2016-03-09 09:00:00,2181.449695763605,6771.597678062049,160.59124928210395,437.3998500183621
2016-03-09 10:00:00,2089.854978460763,6487.271811545306,153.84834335680569,419.0343036165629
2016-03-09 11:00:00,2036.495532759293,6321.634850346313,149.9201940793592,408.3352654529915
2016-03-09 12:00:00,2024.4301803873045,6284.18190689049,149.03198198159265,405.9160561867063
2016-03-09 13:00:00,2041.2536998919086,6336.4050252302995,150.27047490664742,409.2893198115265
2016-03-09 14:00:00,2078.1294951696755,6450.873880581196,152.98515131813113,416.683241090173
2016-03-09 15:00:00,2164.626176259002,6719.374559722241,159.3527563570492,434.02658639354195
2016-03-09 16:00:00,2219.345098284076,6889.231570888088,163.38098587086375,444.99821151669465
2016-03-09 17:00:00,2224.4431344975924,6905.056758263788,163.756286757244,446.0204126151251
2016-03-09 18:00:00,2203.541186022175,6840.173490023417,162.21755312308497,441.82938811156043
2016-03-09 19:00:00,2136.4170425442117,6631.808522910033,157.27609145241186,428.37040698222705
2016-03-09 20:00:00,1930.9661831395065,5994.053471669323,142.15146573128828,387.17570271548254
2016-03-09 21:00:00,1521.2540061132504,4722.2359129088945,111.98978449586312,305.0248077716272
2016-03-09 22:00:00,1239.5025380462519,3847.6305572785386,91.24815550858195,248.5311603983745
2016-03-09 23:00:00,1081.9732190485997,3358.632267369407,79.65135811943257,216.9451464568756
2016-03-10 00:00:00,1127.0058722679933,3498.4214225214237,82.96651594912468,225.97458949301063
2016-03-10 01:00:00,1153.6855951187283,3581.2399031209206,84.93059058784793,231.32410857479633
2016-03-10 02:00:00,1243.4110324766143,3859.763200933242,91.53588618814013,249.31484790717113
2016-03-10 03:00:00,1443.0841175060011,4479.583039814827,106.23517090469947,289.3510575956946
2016-03-10 04:00:00,1980.5870689510646,6148.085295459469,145.8043943587226,397.12512674020496
2016-03-10 05:00:00,2351.044367133246,7298.048911427008,173.07625876901994,471.40507322614644
2016-03-10 06:00:00,2277.632645658612,7070.166213216925,167.67192600514446,456.68537740874876
2016-03-10 07:00:00,2214.0771275301095,6872.878877266532,162.9931749549375,443.9419370483167
2016-03-10 08:00:00,2130.2993990879922,6612.818298059194,156.82573038875557,427.1437656641106
2016-03-10 09:00:00,2032.4171037884803,6308.974700445753,149.61995337025502,407.51750457424725
2016-03-10 10:00:00,1947.4498335632093,6045.221577517418,143.36493859725104,390.4808196004074
2016-03-10 11:00:00,1896.6394059684972,5887.497210006275,139.62443976299465,380.29288198605127
2016-03-10 12:00:00,1886.6132680819153,5856.374341500731,138.88634801978017,378.2825531591381
2016-03-10 13:00:00,1903.77665666742,5909.652472332255,140.149861003927,381.72396352385374
2016-03-10 14:00:00,1938.2733683788797,6016.736240241159,142.68939700176662,388.64085762323276
2016-03-10 15:00:00,2018.4824714715355,6265.719188285506,148.59413094748234,404.72348823853747
2016-03-10 16:00:00,2070.992244470753,6428.718618255216,152.4597300771988,415.2521595523704
2016-03-10 17:00:00,2074.730804360665,6440.323755664063,152.734950727211,416.0017736912194
2016-03-10 18:00:00,2055.1883322088524,6379.660537390546,151.29629732942007,412.0833361472362
2016-03-10 19:00:00,1992.992290403954,6186.5932514070055,146.71762651558114,399.6124827463855
2016-03-10 20:00:00,1801.6459978566445,5592.621218572397,132.63133324677622,361.2458681852984
2016-03-10 21:00:00,1417.0841328170682,4398.8745841987575,104.32113638416025,284.13783199369965
2016-03-10 22:00:00,1153.5156605782781,3580.7123968750648,84.91808055830194,231.2900352048487
2016-03-10 23:00:00,1030.4830532920855,3198.797874874837,75.86081916699217,206.6209153627287
2016-03-11 00:00:00,1073.8163611069735,3333.311967568287,79.0508767012242,215.30962469938694
2016-03-11 01:00:00,1102.3653639026647,3421.9330168722076,81.15256166495354,221.03395085059717
2016-03-11 02:00:00,1179.1757761863096,3660.3658399994215,86.80709501974913,236.43511406694827
2016-03-11 03:00:00,1372.561283219026,4260.667947784311,101.04350864310618,275.21060906740763
2016-03-11 04:00:00,1889.8420243504756,5866.396960172007,139.12403858115434,378.92994718814407
2016-03-11 05:00:00,2274.7437584709523,7061.198607037361,167.45925550286233,456.1061301196382
2016-03-11 06:00:00,2199.9725606727143,6829.095858860428,161.95484250261885,441.11384734265926
2016-03-11 07:00:00,2131.9987444924977,6618.093360517761,156.95083068421567,427.4844993635874
2016-03-11 08:00:00,2048.9007542121826,6360.142806293849,150.83342623621778,410.82262145917207
2016-03-11 09:00:00,1961.0445967992523,6087.422077185952,144.36574096093165,393.20668919622176
2016-03-11 10:00:00,1880.835493706597,5838.439129141605,138.46100701521593,377.12405858091705
2016-03-11 11:00:00,1826.286506221973,5669.1096242216145,134.44528753094738,366.186506827712
2016-03-11 12:00:00,1811.1623321218744,5622.161568340372,133.33189490135268,363.15397690236847
2016-03-11 13:00:00,1829.5152624905331,5679.132242892891,134.68297809232152,366.83390085671783
2016-03-11 14:00:00,1861.4629560952349,5778.303417113944,137.03486364697102,373.2396944068816
2016-03-11 15:00:00,1939.6328447024844,6020.9562902080115,142.78947723813465,388.9134445828141
2016-03-11 16:00:00,1989.2537305140427,6174.98811399816,146.44240586556901,398.86286860753665
2016-03-11 17:00:00,1998.2602611579211,6202.945945028563,147.10543743150743,400.6687572147636
2016-03-11 18:00:00,1980.4171344106142,6147.557789213612,145.79188432917655,397.0910533702572
2016-03-11 19:00:00,1916.1818781203096,5948.160428279792,141.06309316078557,384.21131953003436
2016-03-11 20:00:00,1734.3519198382298,5383.728745213157,127.67736154655707,347.7528136860173
2016-03-11 21:00:00,1366.9534433841582,4243.26024167104,100.6306776680879,274.08618785913416
2016-03-11 22:00:00,1105.9339892521261,3433.0106480351974,81.4152722854197,221.7494916194984
2016-03-11 23:00:00,989.6987635839555,3072.1963758692364,72.85841207595027,198.44330657528562
2016-03-12 00:00:00,1008.5614975739657,3130.7495691593263,74.24702535555714,202.22545063947803
2016-03-12 01:00:00,1048.835983660744,3255.7685494273564,77.21190235796102,210.30083931707804
2016-03-12 02:00:00,1123.777115999433,3488.398803850147,82.72882538775052,225.32719546400472
2016-03-12 03:00:00,1312.0645868186334,4072.8757242593365,96.58993812472734,263.0804893660337
2016-03-12 04:00:00,1833.7636260017966,5692.3198990393075,134.99572883097173,367.68573510540983
2016-03-12 05:00:00,2183.998713870363,6779.5102717499,160.77889972529408,437.9109505675773
2016-03-12 06:00:00,2074.3909352797637,6439.26874317235,152.70993066811897,415.9336269513241
2016-03-12 07:00:00,2011.685089853514,6244.61893845124,148.09372976564205,403.3605534406303
2016-03-12 08:00:00,1928.0772959518472,5985.085865489758,141.93879522900613,386.59645542637196
2016-03-12 09:00:00,1835.9727750276534,5699.177480235445,135.15835921506982,368.12868891472965
2016-03-12 10:00:00,1787.5414309992495,5548.838200166294,131.59300079445757,358.417778479641
2016-03-12 11:00:00,1723.9859128707467,5351.5508642159,126.9142497442506,345.67433811920887
2016-03-12 12:00:00,1698.1558627222641,5271.369914845686,125.01272525325739,340.49518588716154
2016-03-12 13:00:00,1695.0970409941544,5261.874802420266,124.78754472142923,339.88186522810327
2016-03-12 14:00:00,1730.9532290292186,5373.178620296024,127.42716095563692,347.0713462870637
2016-03-12 15:00:00,1817.2799755780939,5641.15179319121,133.78225596500894,364.3806182204849
2016-03-12 16:00:00,1893.7505187808379,5878.529603826712,139.41176926071253,379.71363469694074
2016-03-12 17:00:00,1908.7047583404858,5924.950153462098,140.51265186076122,382.71209125233645
2016-03-12 18:00:00,1889.6720898100248,5865.869453926151,139.11152855160833,378.8958738181964
2016-03-12 19:00:00,1826.966244383775,5671.219649205041,134.49532764913138,366.32280030750263
2016-03-12 20:00:00,1670.1166635479249,5184.331384279336,122.94857037816607,334.87307984579445
2016-03-12 21:00:00,1317.5024921130507,4089.75592412675,96.99025907019961,264.1708372043595
2016-03-12 22:00:00,1067.8686521912048,3314.8492489633036,78.61302566711392,214.11705675121817
2016-03-12 23:00:00,947.0451939308696,2939.7923081592126,69.71839465990227,189.89089071841806
2016-03-13 00:00:00,982.2216438041316,3048.986101051543,72.30797077592591,196.94407829758768
2016-03-13 01:00:00,983.4111855872854,3052.6786447725394,72.39554098274797,197.18259188722143
2016-03-13 02:00:00,1072.1170157024683,3328.0369051097205,78.92577640576413,214.9688909999102
2016-03-13 03:00:00,1302.0384489320513,4041.7528557537926,95.85184638151287,261.0701605391206
2016-03-13 04:00:00,1808.9531830960177,5615.303987144234,133.16926451725456,362.71102309304865
2016-03-13 05:00:00,2028.338674817667,6296.314550545193,149.31971266115082,406.6997436955029
2016-03-13 06:00:00,1913.4629254731005,5939.720328346086,140.86293268804945,383.6661456108716
2016-03-13 07:00:00,1860.6132833929823,5775.665885884661,136.97231349924098,373.0693275571432
2016-03-13 08:00:00,1786.6917582969966,5546.20066893701,131.53045064672753,358.2474116299026
2016-03-13 09:00:00,1702.7440953144287,5285.612583483816,125.3504960509996,341.4151668757489
2016-03-13 10:00:00,1656.0120966905301,5140.548365873233,121.91023792584743,332.0449901401371
2016-03-13 11:00:00,1609.280098066631,4995.484148262649,118.46997980069523,322.67481340452514
2016-03-13 12:00:00,1596.0252039114887,4954.338661085829,117.49419749610661,320.0170905486062
2016-03-13 13:00:00,1627.463093894839,5051.927316569312,119.80855296211807,326.32066398892687
2016-03-13 14:00:00,1662.2996746872,5160.06609696993,122.37310901904972,333.3057048282012
2016-03-13 15:00:00,1725.1754546539005,5355.243407936896,127.00181995107265,345.9128517088426
2016-03-13 16:00:00,1808.2734449342154,5613.193962160807,133.1192243990705,362.5747296132579
2016-03-13 17:00:00,1828.4956552478297,5675.967205417751,134.60791791504548,366.62946063703174
2016-03-13 18:00:00,1815.0708265522373,5634.294211995074,133.61962558091085,363.9376644111651
2016-03-13 19:00:00,1768.8486315496898,5490.812513122061,130.21689754439672,354.6697077853963
2016-03-13 20:00:00,1605.0317345553674,4982.296492116233,118.15722906204505,321.8229791558332
2016-03-13 21:00:00,1264.8227845733825,3926.2289879111822,93.11214991093713,253.60809252057877
2016-03-13 22:00:00,1036.940565829206,3218.8431122173897,76.33620028974048,207.9157034207405
2016-03-13 23:00:00,881.9602649383121,2737.7574159961086,64.92705334378122,176.84079002845678
2016-03-14 00:00:00,920.5354056205849,2857.501333805572,67.76683005072503,184.57544500658003
2016-03-14 01:00:00,942.2870267982543,2925.0221332752253,69.36811383261404,188.936836359883
2016-03-14 02:00:00,1032.0124641561404,3203.5454310875466,75.97340943290625,206.92757569225782
2016-03-14 03:00:00,1225.7378402697582,3804.902551364148,90.23484311535529,245.77121743261245
2016-03-14 04:00:00,1684.2212304053198,5228.114402685439,123.98690283048471,337.7011695514518
2016-03-14 05:00:00,2004.2079700736904,6221.408663633546,147.5432884656177,401.8613251629324
2016-03-14 06:00:00,1933.8550703271658,6003.021077848885,142.3641362335704,387.75495000459307
2016-03-14 07:00:00,1873.1884393863224,5814.701348078055,137.89805568564557,375.5907569332715
2016-03-14 08:00:00,1786.181954675645,5544.618150199441,131.4929205580895,358.1451915200596
2016-03-14 09:00:00,1699.345404505418,5275.062458566683,125.10029546007944,340.7336994767953
2016-03-14 10:00:00,1622.5349922217733,5036.629635439468,119.44576210528383,325.33253626044416
2016-03-14 11:00:00,1580.2212916495885,4905.280580221159,116.33076474832787,316.84826714347196
2016-03-14 12:00:00,1570.7049573843583,4875.740230453185,115.63020309375142,314.9401584264019
2016-03-14 13:00:00,1584.299720620401,4917.940730121718,116.63100545743205,317.66602802221627
2016-03-14 14:00:00,1615.3977415228503,5014.474373113489,118.92034086435152,323.90145472264163
2016-03-14 15:00:00,1685.5807067289243,5232.334452652292,124.0869830668528,337.9737565110333
2016-03-14 16:00:00,1749.9858975596794,5432.259319831969,128.8282842647898,350.8875637212038
2016-03-14 17:00:00,1772.5871914396016,5502.417650530907,130.49211819440885,355.4193219242452
2016-03-14 18:00:00,1762.9009226339208,5472.349794517077,129.7790465102864,353.47713983722747
2016-03-14 19:00:00,1697.6460591009127,5269.787396108117,124.97519516461936,340.3929657773185
2016-03-14 20:00:00,1536.208245672898,4768.656462544282,113.09066709591183,308.023264327023
2016-03-14 21:00:00,1195.8293611504628,3712.0614520933755,88.03307791525792,239.7743043218209
2016-03-14 22:00:00,957.2412663579021,2971.4426829106123,70.46899643266275,191.9352929152788
2016-03-14 23:00:00,990.3785017457577,3074.306400852663,72.9084521941343,198.57960005507633
2016-03-15 00:00:00,1031.502660534789,3201.9629123499767,75.93587934426823,206.82535558241477
2016-03-15 01:00:00,1055.8032998192164,3277.39630550748,77.72481356934736,211.69784748493294
2016-03-15 02:00:00,1138.3914864781796,3533.7643409938214,83.80468792870722,228.2575052795052
2016-03-15 03:00:00,1321.9207901647646,4103.471086519023,97.31551983839579,265.05674482299906
2016-03-15 04:00:00,1814.9008920117865,5633.766705749216,133.6071155513648,363.90359104121734
2016-03-15 05:00:00,2154.76997291287,6688.779197462554,158.62717464338073,432.0503309365765
2016-03-15 06:00:00,2086.7961567326533,6477.776699119886,153.62316282497753,418.42098295750463
2016-03-15 07:00:00,2029.6981511412714,6300.5346005120455,149.41979289751887,406.9723306550843
2016-03-15 08:00:00,1952.3779352362749,6060.519258647261,143.72772945408525,391.4689473288901
2016-03-15 09:00:00,1862.3126287974874,5780.940948343228,137.09741379470105,373.41006125662
2016-03-15 10:00:00,1784.65254381159,5539.8705939867305,131.38033029217542,357.83853119053043
2016-03-15 11:00:00,1738.4303488090427,5396.388895113717,127.97760225566128,348.5705745647616
2016-03-15 12:00:00,1729.763687246065,5369.486076575026,127.33959074881486,346.8328326974299
2016-03-15 13:00:00,1745.9074685888663,5419.599169931409,128.5280435556856,350.06980284245947
2016-03-15 14:00:00,1777.6852276531179,5518.242837906607,130.8674190807891,356.44152302267554
2016-03-15 15:00:00,1852.1165563704553,5749.2905735918275,136.3468120219406,371.36565905975925
2016-03-15 16:00:00,1900.7178349393103,5900.157359906835,139.92468047209886,381.1106428647956
2016-03-15 17:00:00,1904.456394829222,5911.762497315682,140.19990112211104,381.8602570036445
2016-03-15 18:00:00,1886.2733990010142,5855.3193290090185,138.8613279606882,378.21440641924283
2016-03-15 19:00:00,1829.0054588691814,5677.54972415532,134.6454480036835,366.73168074687476
2016-03-15 20:00:00,1653.1232095028708,5131.580759693669,121.69756742356527,331.46574285102645
2016-03-15 21:00:00,1299.3194962848427,4033.312755820086,95.65168590877674,260.5249866199577
2016-03-15 22:00:00,1056.652972521469,3280.033836736764,77.7873637170774,211.86821433467136
2016-03-15 23:00:00,1112.9013054105985,3454.638404115321,81.92818349680603,223.1464997873533
2016-03-16 00:00:00,1158.4437622513435,3596.010078004908,85.28087141513616,232.27816293333137
2016-03-16 01:00:00,1187.3326341279358,3685.6861398005412,87.4075764379575,238.0706358244369
2016-03-16 02:00:00,1279.7770241330304,3972.649537546569,94.21303251098581,256.60654907597456
2016-03-16 03:00:00,1485.9076216995375,4612.514613770707,109.38769835029345,297.93754682250983
2016-03-16 04:00:00,2038.3648127042488,6327.437419050737,150.0578044043653,408.710072522416
2016-03-16 05:00:00,2420.717528717968,7514.326472228239,178.20537088288313,485.37515490469485
2016-03-16 06:00:00,2343.907116434323,7275.893649101026,172.55083752808758,469.9739916883438
2016-03-16 07:00:00,2278.9921219822163,7074.386263183779,167.77200624151254,456.95796436833024
2016-03-16 08:00:00,2190.9660300288356,6801.138027830023,161.2918109366804,439.3079587354321
2016-03-16 09:00:00,2091.3843893248177,6492.019367758016,153.96093362271975,419.34096394609196
2016-03-16 10:00:00,2003.5282319118878,6219.298638650119,147.49324834743365,401.72503168314165
2016-03-16 11:00:00,1952.3779352362749,6060.519258647261,143.72772945408525,391.4689473288901
2016-03-16 12:00:00,1941.672059187891,6027.286365158292,142.93959759268677,389.32232502218636
2016-03-16 13:00:00,1957.6459059902415,6076.871952268819,144.11554037001153,392.5252217972682
2016-03-16 14:00:00,1993.3321594848553,6187.648263898719,146.7426465746732,399.6806294862809
2016-03-16 15:00:00,2077.1098879269725,6447.7088431060565,152.9100911408551,416.4788008704869
2016-03-16 16:00:00,2129.7895954666405,6611.235779321623,156.78820030011755,427.04154555426754
2016-03-16 17:00:00,2135.0575662206074,6627.58847294318,157.1760112160438,428.09782002264564
2016-03-16 18:00:00,2115.0052904474437,6565.342735932093,155.69982772961487,424.0771623688194
2016-03-16 19:00:00,2050.9399686975894,6366.47288124413,150.9835465907699,411.2315018985443
2016-03-16 20:00:00,1853.6459672345102,5754.038129804538,136.45940228785463,371.6723193892883
2016-03-16 21:00:00,1458.3782261465499,4527.058601941927,107.36107356384015,292.4176608909857
2016-03-16 22:00:00,1186.6528959661334,3683.5761148171146,87.35753631977347,237.93434234464618
2016-03-16 23:00:00,1148.0777552838606,3563.8321970076513,84.51775961282968,230.19968736652294
2016-03-17 00:00:00,1196.1692302313636,3713.1164645850877,88.0580979743499,239.84245106171622
2016-03-17 01:00:00,1224.5482984866044,3801.210007643152,90.14727290853325,245.53270384297872
2016-03-17 02:00:00,1319.5417065984573,4096.08599907703,97.14037942475169,264.57971764373156
2016-03-17 03:00:00,1531.4500785402827,4753.886287660295,112.7403862686236,307.06920996848794
2016-03-17 04:00:00,2101.5804617518506,6523.669742509417,154.71153539548024,421.3853661429528
2016-03-17 05:00:00,2494.8089883544044,7744.319195421747,183.65974376494262,500.2311442018832
2016-03-17 06:00:00,2417.318837908957,7503.776347311106,177.955170291963,484.6936875057413
2016-03-17 07:00:00,2349.005152647839,7291.718836476725,172.9261384144678,470.99619278677415
2016-03-17 08:00:00,2259.789518911305,7014.778057401975,166.35837290281364,453.1076735642425
2016-03-17 09:00:00,2156.1294492364746,6692.999247429408,158.7272548797488,432.32291789615795
2016-03-17 10:00:00,2065.7242737167862,6412.365924633659,152.07191916127255,414.1958850839924
2016-03-17 11:00:00,2011.685089853514,6244.61893845124,148.09372976564205,403.3605534406303
2016-03-17 12:00:00,2000.469410183778,6209.803526224699,147.26806781560552,401.1117110240835
2016-03-17 13:00:00,2018.4824714715355,6265.719188285506,148.59413094748234,404.72348823853747
2016-03-17 14:00:00,2055.018397668402,6379.13303114469,151.28378729987406,412.04926277728856
2016-03-17 15:00:00,2139.4758642723214,6641.303635335454,157.50127198424002,428.9837276412853
2016-03-17 16:00:00,2195.0444589996487,6813.798177730584,161.5920516457846,440.1257196141765
2016-03-17 17:00:00,2199.1228879704613,6826.458327631143,161.89229235488878,440.9434804929208
2016-03-17 18:00:00,2178.5608085759463,6762.630071882488,160.37857877982185,436.8206027292516
2016-03-17 19:00:00,2112.796141421586,6558.485154735958,155.53719734551677,423.63420855949965
2016-03-17 20:00:00,1910.0642346640902,5929.170203428951,140.61273209712928,382.98467821191787
2016-03-17 21:00:00,1502.9010757445917,4665.2652383563745,110.63870130489425,301.3448838172778
2016-03-17 22:00:00,1223.528691243901,3798.0449701680122,90.07221273125721,245.32826362329266
2016-03-17 23:00:00,1131.594104860158,3512.6640911595546,83.30428674686691,226.894570481598
2016-03-18 00:00:00,1179.5156452672106,3661.420852491134,86.83211507884113,236.50326080684363
2016-03-18 01:00:00,1210.9535352505611,3759.0095079746184,89.14647054485262,242.80683424716435
2016-03-18 02:00:00,1294.9011982331285,4019.597593427812,95.32642514058053,259.639079001318
2016-03-18 03:00:00,1507.1494392558552,4678.4528945027905,110.95145204354444,302.1967180659697
2016-03-18 04:00:00,2074.3909352797637,6439.26874317235,152.70993066811897,415.9336269513241
2016-03-18 05:00:00,2496.8482028398103,7750.649270372027,183.8098641194947,500.64002464125537
2016-03-18 06:00:00,2416.1292961258036,7500.083803590109,177.86760008514094,484.4551739161075
2016-03-18 07:00:00,2340.168556544411,7264.288511692179,172.2756168780754,469.2243775494948
2016-03-18 08:00:00,2248.74377378202,6980.490151421292,165.54522098232312,450.8929045176433
2016-03-18 09:00:00,2152.220954806112,6680.866603774703,158.4395242001906,431.5392303873613
2016-03-18 10:00:00,2063.6850592313795,6406.035849683381,151.9217988067205,413.78700464462025
2016-03-18 11:00:00,2003.6981664523382,6219.826144895976,147.50575837697966,401.75910505308934
2016-03-18 12:00:00,1986.5347778668336,6166.548014064452,146.24224539283287,398.3176946883737
2016-03-18 13:00:00,2005.9073154781954,6226.683726092113,147.66838876107778,402.2020588624092
2016-03-18 14:00:00,2040.9138308110073,6335.350012738586,150.2454548475554,409.22117307163114
2016-03-18 15:00:00,2125.7111664958275,6598.575629421064,156.48795959101338,426.2237846755233
2016-03-18 16:00:00,2180.090219440001,6767.377628095198,160.49116904573592,437.1272630587807
2016-03-18 17:00:00,2190.2862918670335,6799.028002846597,161.24177081849638,439.1716652556414
2016-03-18 18:00:00,2171.423557877023,6740.474809556506,159.8531575388895,435.38952119144903
2016-03-18 19:00:00,2100.9007235900485,6521.559717525991,154.6614952772962,421.24907266316205
2016-03-18 20:00:00,1901.9073767224636,5903.849903627831,140.01225067892088,381.34915645442925
2016-03-18 21:00:00,1499.3324503951303,4654.187607193384,110.37599068442809,300.6293430483765
2016-03-18 22:00:00,1213.8424224382202,3767.9771141541814,89.35914104713474,243.3860815362749
2016-03-18 23:00:00,1064.9797650035457,3305.8816427837405,78.40035516483178,213.53780946210765
2016-03-19 00:00:00,1084.522237155358,3366.544861057257,79.83900856262271,217.4562470060908
2016-03-19 01:00:00,1127.515675889345,3500.0039412589945,83.0040460377627,226.0768096028537
2016-03-19 02:00:00,1207.7247789820008,3748.9868893033417,88.90877998347845,242.15944021815844
2016-03-19 03:00:00,1408.9272748754422,4373.554284397637,103.72065496595187,282.50231023621103
2016-03-19 04:00:00,1967.3321747959226,6106.939808282648,144.82861205413394,394.4674038842859
2016-03-19 05:00:00,2344.416920055675,7277.476167838597,172.5883676167256,470.0762117981869
2016-03-19 06:00:00,2227.501956225702,6914.551870689208,163.98146728907213,446.6337332741833
2016-03-19 07:00:00,2159.5281400454855,6703.549372346541,158.97745547066893,433.00438529511143
2016-03-19 08:00:00,2069.802702687599,6425.026074534219,152.37215987037675,415.0136459627367
2016-03-19 09:00:00,1972.0903419285378,6121.7099831666355,145.17889288142217,395.42145824282096
2016-03-19 10:00:00,1919.0707653079685,5957.128034459355,141.2757636630677,384.79056681914494
2016-03-19 11:00:00,1850.5871455064002,5744.543017379117,136.2342217560265,371.0589987302301
2016-03-19 12:00:00,1822.7178808725114,5658.031993058624,134.1825769104812,365.47096605881063
2016-03-19 13:00:00,1820.5087318466544,5651.1744118624865,134.01994652638308,365.02801224949076
2016-03-19 14:00:00,1858.4041343671254,5768.808304688525,136.8096831151429,372.6263737478234
2016-03-19 15:00:00,1950.3387207508686,6054.189183696982,143.57760909953316,391.060066889518
2016-03-19 16:00:00,2031.2275620053265,6305.2821567247565,149.53238316343297,407.2789909846135
2016-03-19 17:00:00,2047.0314742672267,6354.340237589427,150.6958159112117,410.44781438974763
2016-03-19 18:00:00,2026.4693948727113,6290.51198184077,149.18210233614474,406.32493662607845
2016-03-19 19:00:00,1959.005382313846,6081.092002235671,144.21562060637956,392.79780875684963
2016-03-19 20:00:00,1791.7897945105128,5562.025856312711,131.90575153310778,359.269612728333
2016-03-19 21:00:00,1414.0253110889582,4389.379471773337,104.0959558523321,283.5245113346414
2016-03-19 22:00:00,1147.2280825816076,3561.1946657783674,84.45520946509963,230.0293205167845
2016-03-19 23:00:00,1074.1562301878748,3334.3669800600005,79.07589676031621,215.37777143928233
2016-03-20 00:00:00,1108.6529418993348,3441.450747968904,81.61543275815583,222.2946655386613
2016-03-20 01:00:00,1114.090847193752,3458.330947836317,82.01575370362808,223.38501337698702
2016-03-20 02:00:00,1211.973142493264,3762.174545449758,89.22153072212866,243.01127446685044
2016-03-20 03:00:00,1464.1560005218685,4544.993814301054,107.78641456840444,293.5761554692068
2016-03-20 04:00:00,2024.9399840086562,6285.764425628059,149.06951207023067,406.0182762965493
2016-03-20 05:00:00,2267.2666386911287,7037.988332219668,166.908814202838,454.6069018419403
2016-03-20 06:00:00,2141.0052751363764,6646.051191548164,157.61386225015409,429.2903879708144
2016-03-20 07:00:00,2086.966091273104,6478.304205365743,153.63567285452356,418.4550563274523
2016-03-20 08:00:00,2007.606660882701,6231.95878855068,147.79348905653788,402.542792561886
2016-03-20 09:00:00,1916.8616162821113,5950.270453263218,141.1131332789696,384.34761300982507
2016-03-20 10:00:00,1865.201515985147,5789.908554522791,137.31008429698318,373.9893085457305
2016-03-20 11:00:00,1812.3518739050285,5625.854112061367,133.41946510817473,363.3924904920022
2016-03-20 12:00:00,1798.4172415880842,5582.598599901121,132.39364268540209,360.5984741562925
