,SK_P2HT_OTH,SK_STUR_BIO_CHP,SK_COMC_GAS_CHP
2016-01-01 00:00:00,1831.905556806724,860.8453851064739,736.5076108989986
2016-01-01 01:00:00,1857.4576160854808,872.8527575544445,746.7806765944549
2016-01-01 02:00:00,1967.2555737783573,924.4487936180005,790.9243450283958
2016-01-01 03:00:00,2067.439885405959,971.5272044041026,831.2028996363234
2016-01-01 04:00:00,2610.863878779919,1226.8919174559887,1049.6835443278094
2016-01-01 05:00:00,3311.1420974294165,1555.9652534558118,1331.2265724963534
2016-01-01 06:00:00,3150.746002550882,1480.59224224776,1266.7401997149746
2016-01-01 07:00:00,3108.7495486867874,1460.8573528778281,1249.8557551066008
2016-01-01 08:00:00,2937.474854313337,1380.3722920137095,1180.9957008905226
2016-01-01 09:00:00,2806.9316603743414,1319.0276961409104,1128.5115236741324
2016-01-01 10:00:00,2716.108004126086,1276.3480257565398,1091.9963693704804
2016-01-01 11:00:00,2617.188645928126,1229.8640393490505,1052.226382371239
2016-01-01 12:00:00,2570.1323783454645,1207.751452464669,1033.3076673281212
2016-01-01 13:00:00,2570.638359717321,1207.9892222161143,1033.5110943715958
2016-01-01 14:00:00,2647.041546867664,1243.8924546843032,1064.2285779362276
2016-01-01 15:00:00,2720.6618364727956,1278.4879535195448,1093.8272127617502
2016-01-01 16:00:00,2783.4035265830103,1307.9714026987197,1119.0521661525736
2016-01-01 17:00:00,2711.3011810934486,1274.0892131178127,1090.063812457474
2016-01-01 18:00:00,2705.482395317098,1271.3548609761958,1087.7244014575185
2016-01-01 19:00:00,2623.0074317044764,1232.5983914906676,1054.5657933711946
2016-01-01 20:00:00,2445.6609608687477,1149.2600936092094,983.2646146334238
2016-01-01 21:00:00,2192.4172842545327,1030.2563330110074,881.4493793744957
2016-01-01 22:00:00,1893.1293028013695,889.6155250313142,761.1222831593989
2016-01-01 23:00:00,1737.2870402695448,816.3824415862667,698.4667537692893
2016-01-02 00:00:00,1727.9263848901983,811.9837011845351,694.7033534650134
2016-01-02 01:00:00,1755.5023696563815,824.9421526382852,705.790127334367
2016-01-02 02:00:00,1838.4833146408596,863.9363918752586,739.1521624641656
2016-01-02 03:00:00,1936.6437007810346,910.0637236555807,778.6170088981958
2016-01-02 04:00:00,2464.382271627441,1158.057574412673,990.7914152419758
2016-01-02 05:00:00,3155.299834897592,1482.7321700107643,1268.571043106244
2016-01-02 06:00:00,3003.758414026548,1411.520129452999,1207.6446435856665
2016-01-02 07:00:00,2966.8217738810185,1394.1629375975174,1192.794469412037
2016-01-02 08:00:00,2827.929887306389,1328.895140825876,1136.9537459783191
2016-01-02 09:00:00,2699.410618854819,1268.501623958856,1085.2832769358258
2016-01-02 10:00:00,2608.8399532924927,1225.9408384502087,1048.8698361539118
2016-01-02 11:00:00,2504.860781375967,1177.0791545282696,1007.0655787199263
2016-01-02 12:00:00,2459.828439280732,1155.917646649668,988.9605718507063
2016-01-02 13:00:00,2488.6693774765563,1169.470522482031,1000.5559133287461
2016-01-02 14:00:00,2532.6897568280783,1190.1564908577423,1018.2540661110173
2016-01-02 15:00:00,2605.804065061353,1224.5142199415388,1047.6492738930654
2016-01-02 16:00:00,2641.222761091313,1241.1581025426858,1061.889166936272
2016-01-02 17:00:00,2621.4894875889067,1231.8850822363327,1053.9555122407712
2016-01-02 18:00:00,2590.8776145915836,1217.5000122739125,1041.648176110571
2016-01-02 19:00:00,2505.3667627478235,1177.3169242797146,1007.2690057634007
2016-01-02 20:00:00,2341.6817889522217,1100.3984096872705,941.4603571994384
2016-01-02 21:00:00,2063.898015802963,969.8628161439879,829.7789103320027
2016-01-02 22:00:00,1788.644149512987,840.5160713579301,719.1145986819391
2016-01-02 23:00:00,1738.5519936991861,816.9768659648792,698.9753213779753
2016-01-03 00:00:00,1740.069937814756,817.6901752192142,699.5856025083986
2016-01-03 01:00:00,1756.5143324000944,825.4176921411752,706.1969814213159
2016-01-03 02:00:00,1823.050882799234,856.6844144561874,732.9476376381971
2016-01-03 03:00:00,1919.4403341379111,901.9795521064519,771.7004894200667
2016-01-03 04:00:00,2536.231626431074,1191.820879117857,1019.6780554153379
2016-01-03 05:00:00,3226.6432083293685,1516.2577049645035,1297.2542562361316
2016-01-03 06:00:00,2956.1961650720305,1389.1697728171732,1188.522501499075
2016-01-03 07:00:00,2873.7212014594093,1350.413303331645,1155.3638934127507
2016-01-03 08:00:00,2763.4172623946756,1298.5794975166436,1111.0167979353353
2016-01-03 09:00:00,2607.0690184909945,1225.1086443201514,1048.1578415017514
2016-01-03 10:00:00,2575.19219206403,1210.1291499791187,1035.3419377628652
2016-01-03 11:00:00,2484.115545129847,1167.3305947190263,998.7250699374766
2016-01-03 12:00:00,2435.0353520597596,1144.2669288288653,978.9926467204616
2016-01-03 13:00:00,2385.7021683037437,1121.0843780629816,959.1585099817094
2016-01-03 14:00:00,2444.396007439106,1148.665669230597,982.7560470247377
2016-01-03 15:00:00,2532.6897568280783,1190.1564908577423,1018.2540661110173
2016-01-03 16:00:00,2616.682664556269,1229.6262695976056,1052.0229553277647
