,HU_P2HT_OTH,HU_STUR_BIO_CHP,HU_STUR_OIL_CHP,HU_COMC_GAS_CHP
2016-01-01 00:00:00,6878.82412266919,1603.5316024604022,19.708209639178126,740.8966657178113
2016-01-01 01:00:00,6974.397528786179,1625.8108429716292,19.982032706913877,751.1905788431692
2016-01-01 02:00:00,7336.1818386367595,1710.1468521171316,21.018564662892118,790.157237111691
2016-01-01 03:00:00,7784.925642465028,1814.7541015561108,22.30424035432091,838.4900309277484
2016-01-01 04:00:00,9968.347276631284,2323.734347226756,28.559863485468508,1073.6595569632827
2016-01-01 05:00:00,12932.763611427361,3014.7732793067394,37.05307941047389,1392.9475833880067
2016-01-01 06:00:00,12051.273269172376,2809.2879236903173,34.52756107328881,1298.005011257561
2016-01-01 07:00:00,11773.166962960706,2744.458202374387,33.73077120236676,1268.0510494593095
2016-01-01 08:00:00,11164.86069140922,2602.655139378038,31.98794026051219,1202.5322805112169
2016-01-01 09:00:00,10709.55390690339,2496.517985011249,30.683461268294675,1153.4926085406282
2016-01-01 10:00:00,10328.901027604821,2407.783499198294,29.592869822548863,1112.49367557783
2016-01-01 11:00:00,9973.679698431803,2324.9773949806017,28.575141167359345,1074.2338954638392
2016-01-01 12:00:00,9821.090397678498,2289.4071054090286,28.13796442402158,1057.7989783709932
2016-01-01 13:00:00,9798.119965307029,2284.052438161695,28.072152871261054,1055.3249048301345
2016-01-01 14:00:00,10132.421793570322,2361.9819704219954,29.02994600518653,1091.3315108265579
2016-01-01 15:00:00,10532.353428609229,2455.2105519603906,30.17577214699921,1134.4068983682912
2016-01-01 16:00:00,10803.486567850989,2518.414749290523,30.952583510833243,1163.6098021273533
2016-01-01 17:00:00,10540.96734074853,2457.218552178141,30.20045147928441,1135.3346759461133
2016-01-01 18:00:00,10538.096036702094,2456.5492187722243,30.19222503518934,1135.0254167535059
2016-01-01 19:00:00,10252.196190935822,2389.9027353545202,29.37310624458069,1104.2320371467488
2016-01-01 20:00:00,9530.678502696399,2221.7088123534554,27.30591836412068,1026.519620032996
2016-01-01 21:00:00,8407.998620541028,1959.9994506400312,24.0893787229501,905.5992757235358
2016-01-01 22:00:00,7133.139623924699,1662.8154184130233,20.436837544741064,768.2881942058879
2016-01-01 23:00:00,6418.595102655186,1496.2470193977563,18.38962817136907,691.3268351313244
2016-01-02 00:00:00,6424.7478970404,1497.6813052675782,18.4072562658585,691.9895334011974
2016-01-02 01:00:00,6548.624157329374,1526.5582607799836,18.762168568245606,705.3318585679701
2016-01-02 02:00:00,6869.389837945193,1601.332364126676,19.681179894294342,739.880528370673
2016-01-02 03:00:00,7434.626548800183,1733.095426034275,21.30061417472293,800.760409429656
2016-01-02 04:00:00,9627.072281398083,2244.179290980658,27.582091844455014,1036.9018929276704
2016-01-02 05:00:00,12203.862569925685,2844.8582132618903,34.96473781662658,1314.4399283504072
2016-01-02 06:00:00,11517.210716535807,2684.791910189814,32.99744247160665,1240.4828014326004
2016-01-02 07:00:00,11362.160298028417,2648.647906270313,32.55321449047312,1223.7828050318053
2016-01-02 08:00:00,10874.448796427123,2534.956846322464,31.155894200611286,1171.2529221732198
2016-01-02 09:00:00,10425.294806306505,2430.2539778254973,29.8690433028832,1122.875948472504
2016-01-02 10:00:00,10046.282672177327,2341.901968244495,28.78315268233457,1082.0537350483385
2016-01-02 11:00:00,9717.723452006903,2265.3111027960285,27.84181243659923,1046.66564743713
2016-01-02 12:00:00,9544.214650343869,2224.864241267063,27.344700171997417,1027.9775562267164
2016-01-02 13:00:00,9636.09637982973,2246.2829102563965,27.607946383039508,1037.8738503901504
2016-01-02 14:00:00,9815.757975877978,2288.164057655184,28.122686742130746,1057.224639870437
2016-01-02 15:00:00,10184.105266406119,2374.029971728495,29.178021998897705,1096.8981762934895
2016-01-02 16:00:00,10353.10201885333,2413.4250236195917,29.66220699420727,1115.100288772663
2016-01-02 17:00:00,10290.753702416492,2398.890926805401,29.48357563671442,1108.3849463046183
2016-01-02 18:00:00,10174.260795389777,2371.735114336781,29.149817047714624,1095.837859061693
2016-01-02 19:00:00,9841.599712295876,2294.1880583084335,28.196724738986333,1060.0079726039025
2016-01-02 20:00:00,9077.422649652304,2116.049753276607,26.007315403399637,977.7008474856985
2016-01-02 21:00:00,7791.488623142592,1816.2840064839204,22.323043655109633,839.1969090822795
2016-01-02 22:00:00,6637.634582768802,1547.3075963634008,19.017188335192632,714.9188935387969
2016-01-02 23:00:00,6406.699700177106,1493.4740667161016,18.355547188689513,690.045618476237
2016-01-03 00:00:00,6417.364543778143,1495.9601622237926,18.38610255247119,691.1942954773501
2016-01-03 01:00:00,6500.222174832358,1515.2752119373881,18.62349422492879,700.118632178304
2016-01-03 02:00:00,6754.537676087867,1574.5590278900088,19.352122130491725,727.5101606663804
2016-01-03 03:00:00,7263.578864891235,1693.2222788532388,20.8105531479169,782.3373975271918
2016-01-03 04:00:00,9626.251908813389,2243.9880528646822,27.57974143185643,1036.813533158354
2016-01-03 05:00:00,12290.411877611026,2865.0338344973784,35.21270634577783,1323.7618840132845
