,SE_P2HT_OTH,SE_STUR_BIO_CHP,SE_COMC_GAS_CHP,SE_GTUR_GAS_CHP
2016-01-01 22:00:00,3971.758958247192,3301.5540660110278,296.56810793582855,314.8398600609183
2016-01-01 23:00:00,4044.961466693033,3362.4041936099675,302.0340814891482,320.6425957650426
2016-01-02 00:00:00,4202.34685985159,3493.231967947688,313.78592462878555,333.11847752891003
2016-01-02 01:00:00,4306.39899685675,3579.7260778918944,321.55541560814703,341.3666518512011
2016-01-02 02:00:00,4642.084785586963,3858.7673773098877,346.6208086169413,367.9763398658284
2016-01-02 03:00:00,5340.645866184415,4439.451452111196,398.7818133829059,423.35101772804364
2016-01-02 04:00:00,7195.283705165825,5981.132899207183,537.2661576230829,570.3674716032513
2016-01-02 05:00:00,8525.477858638818,7086.866646433627,636.5907056205484,675.8114689696253
2016-01-02 06:00:00,8305.870333301295,6904.316263636806,620.1927849605894,658.403261857252
2016-01-02 07:00:00,8132.798688332914,6760.449176242171,607.2696617738122,644.6839367282153
2016-01-02 08:00:00,7803.387400326632,6486.623602046945,582.672780783874,618.5716260596557
2016-01-02 09:00:00,7439.989233399065,6184.5461828950665,555.5381263584657,589.7651880998956
2016-01-02 10:00:00,7121.558321659658,5919.848127839679,531.7611414015253,564.5232877869546
2016-01-02 11:00:00,6931.754674760798,5762.072439851,517.5886528311321,549.4776230684035
2016-01-02 12:00:00,6882.60441909002,5721.2159256059995,513.9186420167605,545.5815005242059
2016-01-02 13:00:00,6933.846175002107,5763.811014925255,517.7448235040841,549.6434155170928
2016-01-02 14:00:00,7050.970188515453,5861.17121908356,526.4903811893956,558.9277926436919
2016-01-02 15:00:00,7333.322721092268,6095.87885410804,547.5734220379142,581.3097732167429
2016-01-02 16:00:00,7499.074115216065,6233.660928742782,559.9499478693594,594.4488247753674
2016-01-02 17:00:00,7497.505490035082,6232.356997437089,559.8328198646454,594.3244804388504
