,LV_P2HT_OTH,LV_STUR_BIO_CHP,LV_ICEN_GAS_CHP
2016-01-04 20:00:00,920.818044729867,816.531696038488,473.9433974832094
2016-01-04 21:00:00,777.0223345022717,689.021428589676,399.9320031161816
2016-01-04 22:00:00,791.3541328638261,701.730093119458,407.30855404977245
2016-01-04 23:00:00,790.3986796397224,700.8828488174726,406.8167839875331
2016-01-05 00:00:00,801.1475284108881,710.414347214809,412.3491971877262
2016-01-05 01:00:00,838.6490674569553,743.6686860677382,431.65117213062206
2016-01-05 02:00:00,902.6644334718981,800.4340543007642,464.59976630066103
2016-01-05 03:00:00,1174.9686023414308,1041.8986803666207,604.7542340388865
2016-01-05 04:00:00,1535.6521944405486,1361.733404366132,790.397432534255
2016-01-05 05:00:00,1420.758944242088,1259.8522770523805,731.2620825499688
2016-01-05 06:00:00,1364.1483407139485,1209.653052159742,702.1247063622851
2016-01-05 07:00:00,1303.715924289394,1156.0648500591615,671.0202499256438
2016-01-05 08:00:00,1251.4048602697208,1109.6782245254576,644.0958390180375
2016-01-05 09:00:00,1207.2151486549283,1070.49317555863,621.3514736394658
2016-01-05 10:00:00,1166.1306600184723,1034.061670573255,600.205360963172
2016-01-05 11:00:00,1148.2159120665297,1018.1758399110278,590.9846722961836
2016-01-05 12:00:00,1136.750473377286,1008.0089082872021,585.0834315493108
2016-01-05 13:00:00,1173.2965591992495,1040.4160028381461,603.8936364299676
2016-01-05 14:00:00,1230.623752645467,1091.2506609572738,633.3998401643307
2016-01-05 15:00:00,1268.8418816096116,1125.140433036692,653.0706426539061
2016-01-05 16:00:00,1243.7612344768918,1102.9002701095737,640.1616785201222
2016-01-05 17:00:00,1241.1337381106068,1100.570348279114,638.809310848964
2016-01-05 18:00:00,1212.2312780814723,1074.9412081440537,623.9332664662226
2016-01-05 19:00:00,1132.6897971748454,1004.408120003764,582.9934087847936
2016-01-05 20:00:00,989.3718135593019,877.3214747059448,509.2278994488854
2016-01-05 21:00:00,824.0784057893752,730.7482104624601,424.1516786814714
2016-01-05 22:00:00,718.7396878319506,637.339526168563,369.934029319579
2016-01-05 23:00:00,718.2619612198989,636.9159040175701,369.6881442884593
2016-01-06 00:00:00,727.5776301549092,645.1765359619285,374.48290239529337
2016-01-06 01:00:00,762.4516728346914,676.1009529843977,392.43250966703096
2016-01-06 02:00:00,822.6452259532198,729.4773440094818,423.41402358811234
2016-01-06 03:00:00,1080.1398698491462,957.8096833945635,555.9460553616271
2016-01-06 04:00:00,1417.4148579577252,1256.8869219954315,729.540887332131
2016-01-06 05:00:00,1305.3879674315754,1157.5475275876358,671.8808475345627
2016-01-06 06:00:00,1257.1375796143425,1114.7616903373703,647.0464593914737
2016-01-06 07:00:00,1195.7497099656846,1060.3262439348043,615.450232892593
2016-01-06 08:00:00,1148.9325019846071,1018.8112731375169,591.3534998428631
2016-01-06 09:00:00,1106.414833511996,981.1089016991638,569.4697320732104
2016-01-06 10:00:00,1069.8687476900323,948.7018071482198,550.6595271925538
2016-01-06 11:00:00,1049.8042299838562,930.9096768065251,540.3323558855267
2016-01-06 12:00:00,1043.8326473332086,925.614399919116,537.2587929965305
2016-01-06 13:00:00,1078.7066900129907,956.5388169415854,555.2084002682682
2016-01-06 14:00:00,1129.5845741965088,1001.6545760223113,581.3951560825155
2016-01-06 15:00:00,1163.2643003461615,1031.5199376672988,598.7300507764539
2016-01-06 16:00:00,1137.4670632953637,1008.6443415136913,585.4522590959905
2016-01-06 17:00:00,1140.3334229676746,1011.1860744196478,586.9275692827086
2016-01-06 18:00:00,1114.5361859168765,988.3104782660401,573.6497776022452
2016-01-06 19:00:00,1032.606071949991,915.6592793707869,531.4804947652177
2016-01-06 20:00:00,896.9317141272766,795.3505884888515,461.6491459272247
2016-01-06 21:00:00,746.9255579430077,662.3332330771342,384.441246155641
2016-01-06 22:00:00,628.6882214601841,557.4867507064332,323.58470095351674
2016-01-06 23:00:00,639.9147968434017,567.4418712547625,329.3629991848296
2016-01-07 00:00:00,652.8134153688006,578.8796693315661,336.0018950250613
2016-01-07 01:00:00,692.942450781153,614.4639300149556,356.6562376391156
2016-01-07 02:00:00,778.4555143384272,690.2922950426542,400.6696582095407
2016-01-07 03:00:00,1037.3833380705091,919.8955008807142,533.9393450764146
2016-01-07 04:00:00,1266.6921118553787,1123.234133357225,651.9641600138676
2016-01-07 05:00:00,1201.2435660042804,1065.1978986712206,618.2779107504695
2016-01-07 06:00:00,1179.268141849897,1045.711279725555,606.9671993189636
2016-01-07 07:00:00,1131.495480644716,1003.3490646262821,582.3786962069943
2016-01-07 08:00:00,1086.1114524997938,963.1049602819728,559.0196182506235
2016-01-07 09:00:00,1045.7435537814158,927.3088885230871,538.2423331210093
2016-01-07 10:00:00,1020.1851800366439,904.6451034449759,525.0874839561056
2016-01-07 11:00:00,997.2543026581569,884.3112401973249,513.2850024623604
2016-01-07 12:00:00,1004.1813385329082,890.4537613867195,516.850335413596
2016-01-07 13:00:00,1019.4685901185662,904.0096702184868,524.7186564094261
2016-01-07 14:00:00,1059.8364888369442,939.8057419773726,545.4959415390402
2016-01-07 15:00:00,1086.1114524997938,963.1049602819728,559.0196182506235
2016-01-07 16:00:00,1078.228963400939,956.1151947905927,554.9625152371484
2016-01-07 17:00:00,1070.1076109960582,948.9136182237164,550.7824697081138
2016-01-07 18:00:00,1035.9501582343537,918.6246344277359,533.2016899830555
2016-01-07 19:00:00,941.5991523541209,834.9592596066718,484.6393963369161
2016-01-07 20:00:00,784.9048236011267,696.0111940810563,403.98910612965665
2016-01-07 21:00:00,655.4409117350857,581.2095911620262,337.3542626962196
2016-01-07 22:00:00,654.485458510982,580.3623468600407,336.8624926339802
2016-01-07 23:00:00,664.5177173640701,589.2584120308882,342.0260782874938
2016-01-08 00:00:00,676.9386092774172,600.2725879566991,348.4190890966059
2016-01-08 01:00:00,716.5899180777176,635.4332264890958,368.82754667954043
2016-01-08 02:00:00,800.1920751867846,709.5671029128237,411.8574271254868
2016-01-08 03:00:00,1062.941711815281,942.5592859588252,547.0941942413182
2016-01-08 04:00:00,1313.0315932244043,1164.3254820035197,675.8150080324779
2016-01-08 05:00:00,1238.9839683563737,1098.6640485996465,637.7028282089253
2016-01-08 06:00:00,1213.4255946116018,1076.0002635215353,624.5479790440218
2016-01-08 07:00:00,1162.7865737341094,1031.0963155163058,598.4841657453342
2016-01-08 08:00:00,1115.9693657530322,989.5813447190185,574.3874326956043
2016-01-08 09:00:00,1074.6460138105506,952.9380286581472,553.1183775037508
2016-01-08 10:00:00,1046.2212803934676,927.7325106740799,538.4882181521291
2016-01-08 11:00:00,1023.7681296270325,907.8222695774216,526.9316216895035
2016-01-08 12:00:00,1029.0231223596022,912.4821132383415,529.63635703182
2016-01-08 13:00:00,1047.4155969235974,928.7915660515616,539.1029307299283
2016-01-08 14:00:00,1090.41099200826,966.9175596409075,561.2325835307007
2016-01-08 15:00:00,1117.6414088952135,991.0640222474931,575.2480303045232
2016-01-08 16:00:00,1106.8925601240478,981.5325238501566,569.7156171043301
2016-01-08 17:00:00,1100.4432508613481,975.8136248117546,566.3961691842142
2016-01-08 18:00:00,1067.0023880177214,946.1600742422634,549.1842170058355
2016-01-08 19:00:00,972.4125188314626,862.2828883457029,500.4989808441363
2016-01-08 20:00:00,816.4347799965462,723.9702560465765,420.2175181835564
2016-01-08 21:00:00,681.4770120919095,604.29699839113,350.7549968922429
2016-01-08 22:00:00,518.3333740762156,459.6300338271125,266.78525876486754
2016-01-08 23:00:00,529.0822228473814,469.16153222444905,272.3176719650607
2016-01-09 00:00:00,542.6974312908582,481.23476352774185,279.32539535197196
2016-01-09 01:00:00,576.8548840525626,511.523747323722,296.90617507703
2016-01-09 02:00:00,660.9347677736815,586.0812458984426,340.1819405540961
2016-01-09 03:00:00,891.1989947826546,790.2671226769387,458.69852555378844
2016-01-09 04:00:00,1073.9294238924726,952.302595431658,552.7495499570712
2016-01-09 05:00:00,1026.6344892993434,910.3640024833778,528.4069318762216
2016-01-09 06:00:00,1011.3472377136852,896.8080936516104,520.5386108803914
2016-01-09 07:00:00,975.0400151977477,864.6128101761628,501.8513485152946
2016-01-09 08:00:00,935.8664330094991,829.875793794759,481.6887759634798
2016-01-09 09:00:00,901.4701169417688,799.3749989232824,463.98505372286184
2016-01-09 10:00:00,881.4055992355927,781.5828685815877,453.6578824158347
2016-01-09 11:00:00,858.7135851631315,761.460816409433,441.97834343764924
2016-01-09 12:00:00,869.7012972403231,771.2041258822658,447.6336991534022
2016-01-09 13:00:00,876.3894698090486,777.1348359961642,451.0760895890779
2016-01-09 14:00:00,911.024649182805,807.8474419431369,468.9027543452557
2016-01-09 15:00:00,929.1782604407738,823.9450836808608,478.2463855278041
2016-01-09 16:00:00,932.0446201130846,826.4868165868171,479.7216957145222
2016-01-09 17:00:00,919.6237281997375,815.4726406610063,473.3286849054102
2016-01-09 18:00:00,887.616045192266,787.0899565444932,456.8543878203907
2016-01-09 19:00:00,801.3863917169142,710.6261582903054,412.472139703286
2016-01-09 20:00:00,656.1575016531634,581.8450243885153,337.72309024289916
2016-01-09 21:00:00,545.563790963169,483.7764964336982,280.80070553869007
2016-01-09 22:00:00,508.0622519171017,450.52215758076886,261.49873059579414
2016-01-09 23:00:00,518.0945107701898,459.4182227516162,266.6623162493077
2016-01-10 00:00:00,529.3210861534074,469.3733432999453,272.44061448062047
2016-01-10 01:00:00,561.3287691608787,497.75602741645827,288.91491156563995
2016-01-10 02:00:00,648.0361492482825,574.643447821639,333.54304471386445
2016-01-10 03:00:00,881.1667359295666,781.3710575060912,453.53493990027476
2016-01-10 04:00:00,1048.609913453727,929.8506214290434,539.7176433077275
2016-01-10 05:00:00,996.2988494340533,883.4639958953395,512.793232400121
2016-01-10 06:00:00,964.5300297326078,855.2931228543229,496.44187783066144
2016-01-10 07:00:00,936.8218862336028,830.7230380967445,482.1805460257192
2016-01-10 08:00:00,899.5592104935614,797.6805103193115,463.001513598383
2016-01-10 09:00:00,872.3287936066081,773.5340477127257,448.98606682456045
2016-01-10 10:00:00,852.264275900432,755.741917371031,438.6588955175333
2016-01-10 11:00:00,831.2443049701521,737.1025427273511,427.83995414826694
2016-01-10 12:00:00,835.7827077846446,741.1269531617819,430.17586194390395
2016-01-10 13:00:00,837.2158876208,742.3978196147601,430.91351703726303
2016-01-10 14:00:00,877.1060597271263,777.7702692226532,451.44491713575746
2016-01-10 15:00:00,900.7535270236909,798.7395656967933,463.6162261761823
2016-01-10 16:00:00,902.1867068598465,800.0104321497715,464.3538812695414
2016-01-10 17:00:00,893.3487645368878,792.1734223564059,459.805008193827
2016-01-10 18:00:00,867.3126641800642,769.0860151273022,446.4042739978037
2016-01-10 19:00:00,786.8157300493338,697.7056826850271,404.9726462541354
2016-01-10 20:00:00,645.4086528819976,572.3135259911788,332.190677042706
2016-01-10 21:00:00,534.5760788859773,474.0331869608654,275.14534982293713
2016-01-10 22:00:00,441.18052622984817,391.21505644178666,227.07482623903707
2016-01-10 23:00:00,456.46777781550605,404.770965273554,234.94314723486724
2016-01-11 00:00:00,459.5730007938429,407.5245092550068,236.5413999371453
2016-01-11 01:00:00,500.8963527363245,444.16782531587785,257.81045512899874
2016-01-11 02:00:00,607.6682505299044,538.8473760627531,312.76575958425025
2016-01-11 03:00:00,854.4140456546652,757.6482170504984,439.765378157572
2016-01-11 04:00:00,967.3963894049186,857.8348557602793,497.9171880173796
2016-01-11 05:00:00,913.8910088551158,810.3891748490934,470.37806453197385
2016-01-11 06:00:00,879.7335560934112,780.1001910531131,452.79728480691574
2016-01-11 07:00:00,846.7704198618362,750.8702626346148,435.83121765965694
2016-01-11 08:00:00,808.7911542037173,717.1923016306927,416.28335768564125
2016-01-11 09:00:00,787.0545933553598,697.9174937605234,405.09558876969515
2016-01-11 10:00:00,765.7957591190541,679.0663080413468,394.1537048848688
2016-01-11 11:00:00,753.8525938177588,668.4757542665286,388.0065791068765
2016-01-11 12:00:00,766.03462242508,679.2781191168433,394.27664740042866
2016-01-11 13:00:00,778.4555143384272,690.2922950426542,400.6696582095407
2016-01-11 14:00:00,808.7911542037173,717.1923016306927,416.28335768564125
2016-01-11 15:00:00,847.248146473888,751.2938847856076,436.07710269077666
2016-01-11 16:00:00,854.8917722667171,758.0718392014912,440.0112631886917
2016-01-11 17:00:00,849.875642840173,753.6238066160676,437.42947036193493
2016-01-11 18:00:00,829.3333985219451,735.4080541233801,426.8564140237881
2016-01-11 19:00:00,753.8525938177588,668.4757542665286,388.0065791068765
2016-01-11 20:00:00,593.575315474376,526.3505226084676,305.5121511662193
2016-01-11 21:00:00,483.2204680904075,428.49380572914686,248.7127089775701
2016-01-11 22:00:00,395.79649808492593,350.9709520974772,203.71574828266614
2016-01-11 23:00:00,410.6060230585321,364.10323877825186,211.33818424737666
2016-01-12 00:00:00,419.9216919935425,372.3638707226101,216.13294235421068
2016-01-12 01:00:00,455.99005120345424,404.3473431225612,234.69726220374753
2016-01-12 02:00:00,538.6367550884177,477.63397524430354,277.2353725874545
2016-01-12 03:00:00,761.7350829166138,675.4655197579087,392.0636821203515
2016-01-12 04:00:00,910.7857858767791,807.6356308676407,468.77981182969586
2016-01-12 05:00:00,874.0008367487895,775.0167252412004,449.8466644334795
2016-01-12 06:00:00,838.8879307629813,743.8804971432347,431.77411464618194
2016-01-12 07:00:00,807.5968376735877,716.1332462532109,415.66864510784205
2016-01-12 08:00:00,771.7673417697017,684.3615849287561,397.22726777386504
2016-01-12 09:00:00,741.4317019044117,657.4615783407178,381.6135682977645
2016-01-12 10:00:00,720.650594280158,639.034014772534,370.9175694440578
2016-01-12 11:00:00,712.5292418752772,631.8324382056575,366.73752391502296
2016-01-12 12:00:00,717.0676446897694,635.8568486400884,369.0734317106601
2016-01-12 13:00:00,725.9055870127279,643.6938584334538,373.62230478637434
2016-01-12 14:00:00,756.2412268780179,670.5938650214924,389.23600426247503
2016-01-12 15:00:00,786.0991401312563,697.0702494585381,404.6038187074559
2016-01-12 16:00:00,790.8764062517744,701.3064709684653,407.06266901865274
2016-01-12 17:00:00,786.338003437282,697.2820605340345,404.7267612230157
2016-01-12 18:00:00,759.1075865503287,673.1355979274489,390.7113144491932
2016-01-12 19:00:00,687.9263213546087,610.0158974295318,354.07444481235876
2016-01-12 20:00:00,537.681301864314,476.7867309423182,276.7436025252152
2016-01-12 21:00:00,429.2373609285528,380.6245026669683,220.92770046104468
2016-01-12 22:00:00,410.3671597525062,363.8914277027555,211.2152417318168
2016-01-12 23:00:00,428.0430443984233,379.5654472894865,220.31298788324546
2016-01-13 00:00:00,437.1198500274077,387.6142681583484,224.98480347451965
2016-01-13 01:00:00,471.9938927071899,418.5386851808177,242.93441074625727
2016-01-13 02:00:00,556.3126397343348,493.30799483103465,286.33311873888323
2016-01-13 03:00:00,783.9493703770229,695.1639497790707,403.49733606741717
2016-01-13 04:00:00,937.0607495396287,830.9348491722408,482.30348854127897
2016-01-13 05:00:00,903.381023389976,801.0694875272533,464.96859384734057
2016-01-13 06:00:00,867.3126641800642,769.0860151273022,446.4042739978037
2016-01-13 07:00:00,834.827254560541,740.2797088597965,429.6840918816646
2016-01-13 08:00:00,795.6536723722925,705.5426924783925,409.52151932984964
2016-01-13 09:00:00,764.3625792828987,677.7954415883687,393.41604979150975
2016-01-13 10:00:00,744.7757881887744,660.4269333976669,383.33476351560233
2016-01-13 11:00:00,734.0269394176087,650.8954350003304,377.8023503154092
2016-01-13 12:00:00,739.7596587622304,655.9789008122431,380.7529706888455
2016-01-13 13:00:00,749.3141910032666,664.4513438320977,385.67067131123935
2016-01-13 14:00:00,781.79960062279,693.2576500996033,402.39085342737854
2016-01-13 15:00:00,806.4025211434582,715.0741908757292,415.05393253004286
2016-01-13 16:00:00,808.3134275916655,716.7686794796998,416.0374726545215
2016-01-13 17:00:00,803.5361614711472,712.5324579697726,413.5786223433246
2016-01-13 18:00:00,781.79960062279,693.2576500996033,402.39085342737854
2016-01-13 19:00:00,705.6022060005259,625.6899170162629,363.17219096378744
2016-01-13 20:00:00,552.4908268379202,489.9190176230927,284.3660384899256
2016-01-13 21:00:00,442.3748427599777,392.2741118192684,227.68953881683626
2016-01-13 22:00:00,408.456253304299,362.1969390987846,210.23170160733804
2016-01-13 23:00:00,425.8932746441901,377.6591476100192,219.20650524320683
2016-01-14 00:00:00,435.4478068852263,386.1315906298738,224.1242058656007
2016-01-14 01:00:00,470.0829862589827,416.8441965768468,241.9508706217785
2016-01-14 02:00:00,554.8794598981792,492.0371283780564,285.5954636455241
2016-01-14 03:00:00,782.0384639288159,693.4694611750998,402.51379594293843
2016-01-14 04:00:00,935.1498430914214,829.2403605682699,481.31994841680023
2016-01-14 05:00:00,901.2312536357429,799.1631878477859,463.8621112073019
2016-01-14 06:00:00,865.1628944258309,767.1797154478348,445.2977913577651
2016-01-14 07:00:00,831.9608948882301,737.7379759538402,428.2087816949465
2016-01-14 08:00:00,793.5039026180591,703.6363927989253,408.415036689811
2016-01-14 09:00:00,761.9739462226397,675.6773308334051,392.1866246359113
2016-01-14 10:00:00,742.8648817405672,658.7324447936959,382.35122339112354
2016-01-14 11:00:00,732.1160329694014,649.2009463963594,376.81881019093044
2016-01-14 12:00:00,737.3710257019715,653.8607900572795,379.52354553324705
2016-01-14 13:00:00,746.9255579430077,662.3332330771342,384.441246155641
2016-01-14 14:00:00,780.1275574806085,691.7749725711288,401.53025581845964
2016-01-14 15:00:00,804.252751389225,713.1678911962618,413.94744989000424
2016-01-14 16:00:00,806.6413844494841,715.2860019512253,415.17687504560257
2016-01-14 17:00:00,801.6252550229401,710.8379693658019,412.59508221884596
2016-01-14 18:00:00,780.1275574806085,691.7749725711288,401.53025581845964
2016-01-14 19:00:00,704.1690261643705,624.4190505632847,362.43453587042836
2016-01-14 20:00:00,551.0576470017648,488.6481511701146,283.62838339656656
2016-01-14 21:00:00,440.94166292382215,391.00324536629023,226.9518837234772
2016-01-14 22:00:00,432.58144721291546,383.5898577239174,222.64889567888255
2016-01-14 23:00:00,450.97392177691023,399.8993105371375,232.11546937699072
2016-01-15 00:00:00,460.7673173239724,408.58356463248856,237.15611251494448
2016-01-15 01:00:00,496.8356765338842,440.56703703243977,255.72043236448138
2016-01-15 02:00:00,584.9762364574435,518.7253238905985,301.08622060606484
2016-01-15 03:00:00,821.928636035142,728.8419107829927,423.0451960414328
2016-01-15 04:00:00,982.2059143785248,870.9671424410539,505.53962398209
2016-01-15 05:00:00,946.8541450866908,839.6191032675918,487.34413167923265
2016-01-15 06:00:00,910.0691959587011,807.0001976411515,468.4109842830163
2016-01-15 07:00:00,875.9117431969967,776.7112138451713,450.8302045579582
2016-01-15 08:00:00,835.3049811725928,740.7033310107893,429.9299769127843
2016-01-15 09:00:00,802.1029816349918,711.2615915167945,412.84096724996556
2016-01-15 10:00:00,781.79960062279,693.2576500996033,402.39085342737854
2016-01-15 11:00:00,770.3341619335463,683.090718475778,396.48961268050596
2016-01-15 12:00:00,776.3057445841939,688.3859953631869,399.56317556950205
2016-01-15 13:00:00,786.576866743308,697.4938716095307,404.84970373857556
2016-01-15 14:00:00,820.2565928929607,727.3592332545182,422.1845984325139
2016-01-15 15:00:00,845.5761033317067,749.811207257133,435.2165050818577
2016-01-15 16:00:00,847.4870097799139,751.505695861104,436.2000452063365
2016-01-15 17:00:00,842.232017047344,746.8458522001837,433.49530986401976
2016-01-15 18:00:00,819.3011396688571,726.5119889525328,421.6928283702745
2016-01-15 19:00:00,739.5207954562045,655.7670897367468,380.6300281732857
2016-01-15 20:00:00,580.1989703369253,514.4891023806712,298.6273702948679
2016-01-15 21:00:00,465.5445834444905,412.8197861424158,239.6149628261414
2016-01-15 22:00:00,516.1836043219826,457.72373414764525,265.6787761248289
2016-01-15 23:00:00,526.6935897871223,467.04342146948534,271.0882468094622
2016-01-16 00:00:00,540.0699349245731,478.90484169728177,277.9730276808136
2016-01-16 01:00:00,573.9885243802518,508.98201441776564,295.43086489031185
2016-01-16 02:00:00,657.3518181832928,582.904079765997,338.33780282069836
2016-01-16 03:00:00,885.4662754380331,785.1836568650259,455.74790518035206
2016-01-16 04:00:00,1066.7635247116955,945.9482631667671,549.0612744902758
2016-01-16 05:00:00,1019.2297268125403,903.7978591429904,524.5957138938663
2016-01-16 06:00:00,1005.1367917570118,891.3010056887049,517.3421054758353
2016-01-16 07:00:00,968.8295692410741,859.1057222132574,498.6548431107386
2016-01-16 08:00:00,930.1337136648772,824.7923279828462,478.73815559004345
2016-01-16 09:00:00,896.2151242091987,794.7151552623625,461.2803183805452
2016-01-16 10:00:00,876.3894698090486,777.1348359961642,451.0760895890779
2016-01-16 11:00:00,853.4585924305616,756.800972748513,439.27360809533263
2016-01-16 12:00:00,864.4463045077532,766.5442822213457,444.92896381108557
2016-01-16 13:00:00,871.1344770764786,772.474992335244,448.3713542467613
