,LV_P2HT_OTH,LV_STUR_BIO_CHP,LV_COMC_GAS_CHP
2016-01-01 00:00:00,547.2358341053504,525.922712431502,240.9977646782798
2016-01-01 01:00:00,583.5430566212881,560.8158823527539,256.987140597572
2016-01-01 02:00:00,666.6674871183033,640.7028766461466,293.5943959917411
2016-01-01 03:00:00,895.7373975971468,860.8512316098352,394.47473485096
2016-01-01 04:00:00,1067.0023880177214,1025.4459870936355,469.89830415446346
2016-01-01 05:00:00,1022.0960864848512,982.2886453489291,450.121970780602
2016-01-01 06:00:00,1009.4363312654782,970.1219479421769,444.5467278613752
2016-01-01 07:00:00,971.6959289133849,933.8514160503491,427.9261923663214
2016-01-01 08:00:00,931.5668935010328,895.2852808742284,410.2537242449983
2016-01-01 09:00:00,897.4094407393283,862.4581539088401,395.2110876893484
2016-01-01 10:00:00,877.3449230331522,843.1750863207799,386.37485362868694
2016-01-01 11:00:00,856.8026787149242,823.4328980758609,377.32823304277156
2016-01-01 12:00:00,866.3572109559605,832.6153112130326,381.5359635478485
2016-01-01 13:00:00,873.5231101367376,839.5021210659112,384.69176142665617
2016-01-01 14:00:00,906.9639729803646,871.6405670460118,399.4188181944254
2016-01-01 15:00:00,927.9839439106443,891.8418759477892,408.6758253055945
2016-01-01 16:00:00,926.073037462437,890.0053933203549,407.83427920457916
2016-01-01 17:00:00,916.2796419153748,880.593419854754,403.5213554368753
2016-01-01 18:00:00,884.9885488259813,850.5210168305172,389.74103803274846
2016-01-01 19:00:00,798.7588953506292,767.6497382675435,351.7662702244293
2016-01-01 20:00:00,654.485458510982,628.9952998962528,288.22953959776805
2016-01-01 21:00:00,545.324927657143,524.0862298040676,240.1562185772644
2016-01-01 22:00:00,583.0653300092362,560.3567616958953,256.77675407231817
2016-01-01 23:00:00,593.0975888623243,569.9982954899256,261.19487110264896
2016-01-02 00:00:00,607.6682505299044,584.0014755241122,267.61166012289124
2016-01-02 01:00:00,644.453199657894,619.3537661022227,283.8114225674373
2016-01-02 02:00:00,732.3548962754273,703.8319669642012,322.5225432141449
2016-01-02 03:00:00,980.5338712363435,942.3451482022328,431.8183430835175
