,PL_P2HT_OTH,PL_STUR_BIO_CHP,PL_COMC_GAS_CHP
2016-01-01 00:00:00,6545.453025562059,7988.765217736099,1785.2814821542418
2016-01-01 01:00:00,6651.6335589137225,8118.359204329195,1814.2423713727092
2016-01-01 02:00:00,7033.335955050822,8584.229299779883,1918.3522346405691
2016-01-01 03:00:00,7855.990658200811,9588.284367177957,2142.73245737002
2016-01-01 04:00:00,10594.58802392831,12930.759104261399,2889.6887253343534
2016-01-01 05:00:00,13342.375969890672,16284.451000405388,3639.1517369326994
2016-01-01 06:00:00,12531.84501088028,15295.19303644888,3418.0782824013054
2016-01-01 07:00:00,12085.41746457854,14750.325501656913,3296.314543753496
2016-01-01 08:00:00,11551.190545394855,14098.298298392938,3150.6034031552404
2016-01-01 09:00:00,11067.805133893364,13508.323464400059,3018.759355000451
2016-01-01 10:00:00,10673.196816575399,13026.701613672863,2911.129383650788
2016-01-01 11:00:00,10364.432429536217,12649.852801830324,2826.9134645422064
2016-01-01 12:00:00,10074.24474722707,12295.676971067609,2747.7643676725834
2016-01-01 13:00:00,10078.155632433394,12300.450230242306,2748.831067091311
2016-01-01 14:00:00,10255.905365060762,12517.394859732409,2797.3125556725026
2016-01-01 15:00:00,10690.600255743537,13047.942617000277,2915.876196064128
2016-01-01 16:00:00,11010.901754141367,13438.872543408179,3003.238878457957
2016-01-01 17:00:00,10863.265837602685,13258.682009563267,2962.9709754009723
2016-01-01 18:00:00,10854.661890148775,13248.180839378929,2960.624236679771
2016-01-01 19:00:00,10579.140027363337,12911.904730521333,2885.475262630377
2016-01-01 20:00:00,9684.133947896376,11819.544368391318,2641.361100654458
2016-01-01 21:00:00,8184.113927011289,9988.76081193526,2232.2285386013054
2016-01-01 22:00:00,6771.502190487515,8264.65959803374,1846.9367085567246
2016-01-01 23:00:00,6325.661276966722,7720.508052117978,1725.332974821724
2016-01-02 00:00:00,6379.631492813975,7786.379028728832,1740.0534268001713
2016-01-02 01:00:00,6497.740226044923,7930.531455804763,1772.2677492457594
2016-01-02 02:00:00,6840.724858639428,8349.146285425924,1865.8172882682115
2016-01-02 03:00:00,7670.614699421113,9362.031882297193,2092.170904922309
2016-01-02 04:00:00,10387.506652253523,12678.015030961053,2833.2069911127023
2016-01-02 05:00:00,13101.269896920872,15990.179572285151,3573.389717768113
2016-01-02 06:00:00,12334.345307960986,15054.14344812655,3364.209961755538
2016-01-02 07:00:00,11919.400387570142,14547.70064969091,3251.0331534284887
2016-01-02 08:00:00,11437.774874411494,13959.873782326647,3119.6691200121268
2016-01-02 09:00:00,10954.19391864969,13369.660285375034,2987.7717368864
2016-01-02 10:00:00,10560.172234112672,12888.754423524042,2880.3017704495464
2016-01-02 11:00:00,10253.167745416336,12514.053578310119,2796.565866079393
2016-01-02 12:00:00,9960.633531983396,12157.013792042584,2716.776749558533
2016-01-02 13:00:00,10011.47503966559,12219.066161313678,2730.6438420019977
2016-01-02 14:00:00,10132.321392540965,12366.559869811901,2763.6048540406955
2016-01-02 15:00:00,10561.14995541425,12889.947738317716,2880.568445304228
2016-01-02 16:00:00,10832.174300212419,13220.734599124406,2954.4907150220843
2016-01-02 17:00:00,10788.176841641289,13167.035433409035,2942.490346561394
2016-01-02 18:00:00,10733.033360232137,13099.732479045766,2927.4498847573273
2016-01-02 19:00:00,10436.588261592875,12737.919433603534,2846.5940688177398
2016-01-02 20:00:00,9554.292559046462,11661.072163791287,2605.946679952686
2016-01-02 21:00:00,8007.341915685501,9773.009497238834,2184.013724874796
2016-01-02 22:00:00,6629.732601758315,8091.628952950878,1808.268854627832
2016-01-02 23:00:00,6524.920878228864,7963.705607068925,1779.6813102059193
2016-01-03 00:00:00,6531.764927339929,7972.0588106246505,1781.5480341886937
2016-01-03 01:00:00,6569.7005138412605,8018.359424619236,1791.8950185503559
2016-01-03 02:00:00,6863.0169043154665,8376.353862721711,1871.8974749549616
2016-01-03 03:00:00,7553.092598971115,9218.595444097467,2060.11658738953
2016-01-03 04:00:00,10311.439934990543,12585.175140013143,2812.4596874184413
2016-01-03 05:00:00,13452.271844188339,16418.579583214447,3669.1259905989577
2016-01-03 06:00:00,12277.833016729619,14985.169853052135,3348.796155154917
2016-01-03 07:00:00,11645.638423127548,14213.572507461933,3176.3641941175233
2016-01-03 08:00:00,11184.93614582273,13651.282576682313,3050.7070025913563
2016-01-03 09:00:00,10691.186888524484,13048.658605876479,2916.0362009769365
2016-01-03 10:00:00,10372.254199948864,12659.399320179726,2829.046863379663
2016-01-03 11:00:00,10054.49477693514,12271.572012235374,2742.3775356080064
2016-01-03 12:00:00,9779.950635451283,11936.489218171459,2667.495236413296
2016-01-03 13:00:00,9706.230449312101,11846.51328272837,2647.3879523702717
2016-01-03 14:00:00,9903.534607971082,12087.324208091966,2701.2029380451027
2016-01-03 15:00:00,10396.501688228062,12688.993527062861,2835.6603997757766
2016-01-03 16:00:00,10748.090268276479,13118.109526868358,2931.55667751943
2016-01-03 17:00:00,10590.872682982306,12926.224508045436,2888.675360886562
2016-01-03 18:00:00,10627.04837114079,12970.377155411406,2898.5423305097966
2016-01-03 19:00:00,10464.355546557767,12771.809573743902,2854.1676346907093
2016-01-03 20:00:00,9718.940826232649,11862.026375046145,2650.854725481138
2016-01-03 21:00:00,8334.683007454714,10172.531290161198,2273.296466222336
2016-01-03 22:00:00,6854.999589642505,8366.568681413579,1869.710741146569
2016-01-03 23:00:00,6311.777634484276,7703.5629820477925,1721.5461918852393
2016-01-04 00:00:00,6398.9903745852735,7810.006661643596,1745.3335889228754
2016-01-04 01:00:00,6469.386308299083,7895.92532678819,1764.534178459981
2016-01-04 02:00:00,6833.685265268045,8340.554418911464,1863.897229314501
2016-01-04 03:00:00,7738.273013490496,9444.609266019497,2110.6248048663047
2016-01-04 04:00:00,10573.469243814168,12904.98350471802,2883.928548473222
2016-01-04 05:00:00,12551.203892651582,15318.820669363646,3423.35844452401
2016-01-04 06:00:00,11685.138363711409,14261.782425126403,3187.1378582466773
2016-01-04 07:00:00,11158.733214940366,13619.301740211826,3043.560116485878
2016-01-04 08:00:00,10759.62737963513,13132.190641433725,2934.703440804678
2016-01-04 09:00:00,10355.046305041045,12638.396979811047,2824.3533859372596
2016-01-04 10:00:00,10116.482307455357,12347.228170154365,2759.2847213948467
2016-01-04 11:00:00,9820.428297336724,11985.8924506296,2678.5355753971317
2016-01-04 12:00:00,9590.859335725581,11705.70213707473,2615.9203195177934
2016-01-04 13:00:00,9602.591991344549,11720.021914598829,2619.1204177739774
2016-01-04 14:00:00,9779.755091190968,11936.250555212724,2667.4419014423593
2016-01-04 15:00:00,10261.57614860993,12524.316085535724,2798.8592698296584
2016-01-04 16:00:00,10621.57313185194,12963.694592566828,2897.0489513235775
2016-01-04 17:00:00,10553.914817782554,12881.117208844522,2878.5950513795815
2016-01-04 18:00:00,10532.40494914778,12854.864283383675,2872.728204576577
2016-01-04 19:00:00,10330.212183980895,12608.086784051702,2817.579844628336
2016-01-04 20:00:00,9575.997971941553,11687.563752210872,2611.8668617266267
2016-01-04 21:00:00,7985.049870009461,9745.801919943047,2177.933538188046
2016-01-04 22:00:00,6630.710323059895,8092.822267744552,1808.535529482514
2016-01-04 23:00:00,7034.118132092086,8585.183951614823,1918.565574524315
2016-01-05 00:00:00,7085.350728294914,8647.71364680339,1932.5393369096528
2016-01-05 01:00:00,7189.380274783099,8774.682340850399,1960.9135414478194
2016-01-05 02:00:00,7570.691582399567,9240.075110383617,2064.9167347738066
2016-01-05 03:00:00,8349.739915499056,10190.90833798379,2277.4032589844387
2016-01-05 04:00:00,11143.285218375391,13600.447366471763,3039.346653781902
2016-01-05 05:00:00,14287.636924258877,17438.147742930294,3896.972986439274
2016-01-05 06:00:00,13334.945287998658,16275.38180797346,3637.125008037116
2016-01-05 07:00:00,12729.735802320214,15536.719950688685,3472.053272988946
2016-01-05 08:00:00,12211.347968222135,14904.024447082242,3330.6622650365393
2016-01-05 09:00:00,11695.69775376848,14274.670224898091,3190.0179466772433
2016-01-05 10:00:00,11283.490453022063,13771.568707884746,3077.587827943304
2016-01-05 11:00:00,10931.901872973649,13342.452708079247,2981.6915501996505
2016-01-05 12:00:00,10671.63246249287,13024.792310002984,2910.7027038832966
2016-01-05 13:00:00,10592.828125585467,12928.611137632784,2889.2087105959263
2016-01-05 14:00:00,10814.770861044284,13199.493595796994,2949.743902608745
