CHPPowerToHeat,CHPType,CO2Intensity,Efficiency,Fuel,MinDownTime,MinEfficiency,MinUpTime,NoLoadCost,PartLoadMin,PowerCapacity,RampDownRate,RampUpRate,RampingCost,STOCapacity,STOChargingEfficiency,STOMaxChargingPower,STOSelfDischarge,StartUpCost,StartUpTime,Technology,Unit,Unnamed: 23,Zone
,,0.3460673113666515,0.5231590183216784,GAS,1.1888111888111887,0.5121536713286714,4.615384615384615,340.0637477223776,0.41050479248950983,616.2685314685315,0.03657735236923078,0.035847027292307695,0,,,,,102145.40750664315,0.8741258741258742,COMC,KW Simmering,,AT
,,0.0,0.8653333333333332,WAT,0.0,0.8431111111111109,0.0,0.0,0.0,498.9111111111111,1.0188928751311113,1.0188928751311113,0,37583.037323076926,110.83955555555553,371.6388422035489,4263.604651162791,0.0,0.28444444444444456,HPHS,Malta-Hauptstufe,0.86,AT
,,0.0,0.38840909090909065,HRD,5.803030303030303,0.38780303030303004,7.787878787878788,68.29221112272728,0.3049033010454548,604.8333333333334,0.01673461022121212,0.01649165434242424,0,,,,,114088.10096606056,6.257575757575758,STUR,Kraftwerk D??rnrohr,,AT
,,0.0,0.8833333333333339,WAT,0.0,0.7722222222222228,0.0,0.0,0.0,387.6111111111111,0.6349632662111112,0.6349632662111112,0,362364.4370354433,0.24571428571428572,0.0,80868.0,0.0,0.4555555555555558,HDAM,Mayrhofen,0.8599999999999998,AT
,,0.0,1.0,WAT,0.0,0.946969696969697,0.0,0.0,0.0,351.59696969696967,1.1374908165848485,1.0500244865848485,0,111.22222222857144,,,,25.120748835606058,0.3060606060606063,HROR,Altenwarth,,AT
,,0.0,1.0,SUN,0.0,0.9375,0.0,0.0,0.0,6628.625,0.5487033360625,0.5487033360625,0,,,,,0.0,0.125,PHOT,DispaSET PHOT_AT,,AT
,,0.0,1.0,WIN,0.0,0.9583333333333334,0.0,0.0,0.0,5167.333333333333,0.6071204590416667,0.6071204590416667,0,,,,,0.0,0.08333333333333333,WTON,DispaSET WindOn_AT,,AT
,,0.0,0.4077777777777778,BIO,4.333333333333333,0.3961111111111111,5.888888888888889,449.2372618888889,0.38952283433333335,973.8444444444444,0.014577973911111113,0.014506289355555554,0,,,,,7796.375709666665,2.4444444444444446,STUR,DispaSET Biomass_AT,,AT
,,0.6755364305052997,0.3765023255813954,OIL,5.352941176470588,0.36262790697674424,7.0588235294117645,186.1603717705882,0.33773143518604676,285.1860465116279,0.024595969465116278,0.022963324325581392,0,,,,,29508.530031674396,4.395348837209302,STUR,DispaSET FossilOil_AT,,AT
,,0.0,0.40500000000000047,NUC,24.0,0.40500000000000047,24.0,0.0,0.8999999999999995,1071.423076923077,0.003552277158974357,0.003552277158974357,0,,,,,200000.0,64.61538461538461,STUR,TIHANGE 3,,BE
,,0.0,1.0,WIN,0.0,1.0,0.0,0.0,0.0,238.86666666666667,0.6766721100133332,0.6766721100133332,0,,,,,0.0,0.08333333333333333,WTOF,Northwind,,BE
,,0.8770380589662072,0.2899999999999999,OIL,0.42857142857142855,0.169,0.35714285714285715,1146.8035067285716,0.17622986510526317,47.3421052631579,0.18228932552631577,0.1796940442631579,0,,,,,6458.016481947367,0.6,GTUR,M07GTG_1-37.5MW,,CY
,,0.6041354800479811,0.421,OIL,,0.40629999999999994,,1146.8035067285716,0.8684000000000002,17.274999999999995,0.0579,0.0579,0,,,,,900.0,0.3,ICEN,DICE1-17.48MW,,CY
,,0.5224754254317995,0.4868,OIL,,0.4793,6.0,340.0637477223776,0.272727273,216.0,0.027272727,0.027272727,0,,,,,17500.0,0.8741258741258742,COMC,Vasilikos CCCP1,,CY
,,0.0,0.37086551724137934,LIG,6.0,0.35481724137931026,6.896551724137931,0.0,0.4368455965172415,932.6206896551724,0.01315414995172414,0.010193792813793102,0,,,,,94449.96189655174,6.448275862068965,STUR,KW Janschwalde,,DE
,,0.0,0.52,WST,3.9175,0.2325,4.6675,11.350031055,0.339843245,404.05,0.5209986613750001,0.516733955625,0,,,,,593.99633025,2.4444444444444446,STUR,Heizkraftwerk Stuttgart-Manster,,DE
,,0.5001332455464089,0.362,GAS,1.6,0.2559,3.1,1887.3093268999996,0.24609385649999999,78.7,0.0927066974,0.0620944526,0,,,,,8652.727910299998,0.6,GTUR,THIVA HERON-1 GT 1,,EL
,,0.5356456653485208,0.33799999999999997,GAS,1.0,0.312,1.0,1174.437686624,0.3178000782,156.0168,0.10385452979999998,0.0767211054,0,,,,,31847.015741362604,4.395348837209302,STUR,Aghada Unit 1,,IE
,,0.8702137757062071,0.2899999999999999,DSL,0.42857142857142855,0.169,0.35714285714285715,1146.8035067285716,0.17622986510526317,,0.18228932552631577,0.1796940442631579,0,,,,,6458.016481947367,0.6,GTUR,,,
,,0.43004331327268414,0.421,GAS,,0.40629999999999994,,1146.8035067285716,0.8684000000000002,,0.0579,0.0579,0,,,,,900.0,0.3,ICEN,,,
,,0.5994346673510689,0.421,DSL,,0.40629999999999994,,1146.8035067285716,0.8684000000000002,,0.0579,0.0579,0,,,,,900.0,0.3,ICEN,,,
,,0.6806115633344244,0.3765023255813954,HFO,5.352941176470588,0.36262790697674424,7.0588235294117645,186.1603717705882,0.33773143518604676,,0.024595969465116278,0.022963324325581392,0,,,,,29508.530031674396,4.395348837209302,STUR,,,
,,0.7589458344874659,0.4077777777777778,MSW,4.333333333333333,0.3961111111111111,5.888888888888889,449.2372618888889,0.38952283433333335,,0.014577973911111113,0.014506289355555554,0,,,,,7796.375709666665,2.4444444444444446,STUR,,,
,,0.3416734897578846,0.52,LFG,3.9175,0.2325,4.6675,11.350031055,0.339843245,,0.5209986613750001,0.516733955625,0,,,,,593.99633025,2.4444444444444446,LFGG,,,
,,0.0,1.0,SUN,0.0,0.9375,0.0,0.0,0.0,,0.5487033360625,0.5487033360625,0,,,,,0.0,0.125,CPV,,,
,,0.0,1.0,SUN,0.0,0.9375,0.0,0.0,0.0,,0.5487033360625,0.5487033360625,0,,,,,0.0,0.125,CSP,,,
