,FR_P2HT_OTH,FR_STUR_BIO_CHP,FR_COMC_GAS_CHP,FR_GTUR_GAS_CHP
2016-01-01 00:00:00,44134.18755670145,971.5969776774995,63.34146872984913,84.53829248503357
2016-01-01 01:00:00,45234.840129405784,995.8274160817094,64.92112736583991,86.64657393909096
2016-01-01 02:00:00,48735.42460999656,1072.8914222351502,69.9451727757314,93.35188451739381
2016-01-01 03:00:00,55996.33626057209,1232.7375688492468,80.36604679033174,107.2600384181704
2016-01-01 04:00:00,74383.74193917475,1637.5291550024565,106.75568589534369,142.4808041182665
2016-01-01 05:00:00,87862.63326526458,1934.261706339154,126.10061599851299,168.2993932978002
2016-01-01 06:00:00,85063.1842795739,1872.632925472508,122.08284156548144,162.9370959439586
2016-01-01 07:00:00,84161.15846934731,1852.7751780091091,120.78825243140983,161.20928070603188
2016-01-01 08:00:00,80497.59818364658,1772.1233228785925,115.53030384045647,154.19179271962182
2016-01-01 09:00:00,76840.82855649211,1691.620961455454,110.28210121538069,147.18731212521624
2016-01-01 10:00:00,73489.07267570659,1617.8333590553843,105.47165489097279,140.76708022167796
2016-01-01 11:00:00,71674.26917922185,1577.8811657585711,102.86704551019005,137.29085470848406
2016-01-01 12:00:00,71644.27710397591,1577.2209018843178,102.82400082756408,137.23340539379768
2016-01-01 13:00:00,72518.00850359314,1596.4557589003073,104.07798177047911,138.9070231650391
2016-01-01 14:00:00,74154.55721323889,1632.4837423784438,106.42675954697543,142.04180463811574
2016-01-01 15:00:00,77056.43196533548,1696.3673866647105,110.59153563199379,147.60029682135806
2016-01-01 16:00:00,78835.58450445243,1735.5347379977882,113.14497869191925,151.00823352652847
2016-01-01 17:00:00,79093.62952920984,1741.2154988781583,113.51532539526721,151.50251442269823
2016-01-01 18:00:00,78252.71964589947,1722.7031947811627,112.30844995409379,149.8917657128117
2016-01-01 19:00:00,75460.62720696723,1661.236365430843,108.30123365076295,144.54355970030826
2016-01-01 20:00:00,68173.68469863107,1500.8171596051302,97.84300010029857,130.5855441301812
2016-01-01 21:00:00,54241.5169145792,1194.105903300941,77.84752677480094,103.89871153434933
2016-01-01 22:00:00,44856.82680366465,987.5055997043254,64.37860193198809,85.92249578417564
2016-01-01 23:00:00,44821.741734509036,986.733215549538,64.32824777495391,85.85529092548587
2016-01-02 00:00:00,46457.724555942594,1022.7487412187263,66.6762133876271,88.98898844922877
2016-01-02 01:00:00,47660.80289505284,1049.2340430425566,68.40287367560467,91.29346473268687
2016-01-02 02:00:00,51294.93699371982,1129.2380921077681,73.6185897477552,98.25458735374426
2016-01-02 03:00:00,58834.26564469151,1295.213480724369,84.43904836333621,112.69604432670397
2016-01-02 04:00:00,78361.93607085163,1725.1075519081617,112.46519757195817,150.1009679342169
2016-01-02 05:00:00,92582.70684311903,2038.1722907759226,132.87487444725286,177.34061469023865
