,Unnamed: 0,Unnamed: 0.1,Unit,PowerCapacity,Nunits,Zone,Technology,Fuel,Efficiency,MinUpTime,MinDownTime,RampUpRate,RampDownRate,StartUpCost_pu,NoLoadCost_pu,RampingCost,PartLoadMin,MinEfficiency,StartUpTime,CO2Intensity,CHPType,CHPPowerToHeat,CHPPowerLossFactor,COP,Tnominal,coef_COP_a,coef_COP_b,STOCapacity,STOSelfDischarge,STOMaxChargingPower,STOChargingEfficiency
0,0,IT_STUR_GEO,IT_STUR_GEO,38.904761904761905,21.0,IT,STUR,GEO,0.1,2,2,0.02,0.02,0.0,0.0,0.0,0.0,0.1,0.0,0.0,,,,,,,,,,,
1,1,IT_STUR_LIG,IT_STUR_LIG,150.0,1.0,IT,STUR,LIG,0.4,8,8,0.007692308,0.007692308,65.0,8.0,2.2,0.43,0.395,7.0,1.15,,,,,,,,,,,
2,2,IT_COMC_GAS,IT_COMC_GAS,1072.0455621484184,124.0,IT,COMC,GAS,0.51,3,3,0.07,0.07,55.0,2.9,0.25,0.062171053,0.57,1.0,0.3569,,,,,,,,,,,
3,3,IT_COMC_CCS_GAS,IT_COMC_CCS_GAS,745.888888888889,9.0,IT,COMC_CCS,GAS,0.43,3,3,0.07,0.07,55.0,2.9,0.25,0.062,0.2,1.0,0.03569,,,,,,,,,,,
4,4,IT_HDAM_WAT,IT_HDAM_WAT,17373.999999999996,1.0,IT,HDAM,WAT,0.89,0,0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,4485036.0,0.0,0.0,0.89
5,5,IT_HPHS_WAT,IT_HPHS_WAT,7551.0,1.0,IT,HPHS,WAT,0.89,0,0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,45306.0,0.0,7551.0,0.89
6,6,IT_HROR_WAT,IT_HROR_WAT,4725.999999999999,1.0,IT,HROR,WAT,1.0,0,0,0.02,0.02,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,
7,7,IT_WTON_WIN,IT_WTON_WIN,99807.0,1.0,IT,WTON,WIN,1.0,0,0,0.02,0.02,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,
8,8,IT_PHOT_SUN,IT_PHOT_SUN,659975.0,1.0,IT,PHOT,SUN,1.0,0,0,0.02,0.02,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,
9,9,IT_SCSP_SUN,IT_SCSP_SUN,149.82142857142858,252.0,IT,SCSP,SUN,1.0,2,2,0.021276596000000002,0.021276596000000002,0.0,0.0,0.0,0.0,0.395,0.0,0.0,,,,,,,,2247.3214285714294,0.03,0.0,
10,10,IT_BATS_OTH,IT_BATS_OTH,11676.0,1.0,IT,BATS,OTH,0.89,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.89,0.0,0.0,,,,,,,,46704.0,0.0,11676.0,0.89
11,11,IT_BEVS_OTH,IT_BEVS_OTH,89964.0,1.0,IT,BEVS,OTH,0.94,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,,,,,,,,959193.27,0.0,89964.0,0.94
12,12,IT_P2HT_OTH,IT_P2HT_OTH,52908.0,1.0,IT,P2HT,OTH,1.0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.0278713297328066,5.0,0.06852482198390404,0.0,264540.0,0.03,,
13,13,IT_P2GS_HYD,IT_P2GS_HYD,36895.0,1.0,IT,P2GS,HYD,0.46,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.47,0.0,0.0,,,,,,,,1083017.0,0.0,707571.0,0.72
14,14,IT_STUR_BIO_CHP,IT_STUR_BIO_CHP,177.26190476190476,42.0,IT,STUR,BIO,0.4,4,6,0.02,0.02,120.0,12.5,1.3,0.4,0.35,1.0,0.417390427,Extraction,0.45,0.23800000000000002,,,,,4726.984126984127,0.03,,
15,15,IT_COMC_GAS_CHP,IT_COMC_GAS_CHP,331.0,4.0,IT,COMC,GAS,0.51,3,3,0.07,0.07,55.0,2.9,0.25,0.062171053,0.57,1.0,0.3569,Extraction,0.95,0.213,,,,,4181.0526315789475,0.03,,
16,16,IT_ICEN_GAS_CHP,IT_ICEN_GAS_CHP,9.91764705882353,85.0,IT,ICEN,GAS,0.36,0,0,1.0,1.0,0.0,0.0,0.0,0.3,0.49,0.0,0.0076,back-pressure,0.75,0.0,,,,,158.68235294117648,0.03,,
