,LV_P2HT_OTH,LV_STUR_BIO_CHP,LV_COMC_GAS_CHP
2016-01-01 00:00:00,344.745759658874,194.98169801243193,612.7714294823899
2016-01-01 01:00:00,367.61845955767325,207.91806558025803,653.4267141970661
2016-01-01 02:00:00,419.9849040628186,237.53553869607046,746.5059186754038
2016-01-01 03:00:00,564.2935830295843,319.1538051272892,1003.0086689476045
2016-01-01 04:00:00,672.1865161048408,380.17601266762694,1194.7839264503866
2016-01-01 05:00:00,643.8965978089577,364.17576857057884,1144.4997585138133
2016-01-01 06:00:00,635.9212485021395,359.66506145811314,1130.3239026593537
2016-01-01 07:00:00,612.145678870493,346.2180478020834,1088.0638040743615
2016-01-01 08:00:00,586.8653263507678,331.9199573323808,1043.1290157055087
2016-01-01 09:00:00,565.3469310512396,319.74955889686015,1004.8809517963067
2016-01-01 10:00:00,552.7067547913769,312.60051366200895,982.4135576118805
2016-01-01 11:00:00,539.7656219538983,305.2812530644231,959.411225470682
2016-01-01 12:00:00,545.7847535062139,308.6855603191142,970.1099846061231
2016-01-01 13:00:00,550.2991021704506,311.2387907601324,978.1340539577038
2016-01-01 14:00:00,571.3660626035552,323.1538661515513,1015.579710931748
2016-01-01 15:00:00,584.6081520186493,330.6433421118717,1039.1169810297183
2016-01-01 16:00:00,583.4043257081862,329.9624806609334,1036.97722920263
2016-01-01 17:00:00,577.2347158670627,326.4730657248751,1026.011001088803
2016-01-01 18:00:00,557.5220600332293,315.3239594657618,990.9725649202334
2016-01-01 19:00:00,503.1993977735813,284.60008649217474,894.4162637228773
2016-01-01 20:00:00,412.31051133361626,233.19504694633932,732.8650007777163
2016-01-01 21:00:00,343.5419333484109,194.3008365614937,610.6316776553017
2016-01-01 22:00:00,367.31750298005744,207.74785021752348,652.891776240294
2016-01-01 23:00:00,373.6375911099888,211.32237283494916,664.1254733325073
2016-01-02 00:00:00,382.81676672726996,216.51394139835304,680.4410810140549
2016-01-02 01:00:00,405.9904232036849,229.62052432891372,721.6313036855032
2016-01-02 02:00:00,461.36643348498814,260.9401510720717,820.0598877315616
2016-01-02 03:00:00,617.7133755563849,349.3670320126726,1097.9601562746443
2016-01-02 04:00:00,749.2313999744802,423.75114552767286,1331.7280433840328
2016-01-02 05:00:00,713.7185238158183,403.6657327249955,1268.6053644849303
2016-01-02 06:00:00,704.0879133321134,398.2188411174897,1251.4873498682246
