,[SFIKIA 1;SFIKIA 2;SFIKIA 3],THISAVROS 1,[AGRAS 1;AGRAS 2],EDESSAIOS 1,GHIONA 1,[GLAFKOS-II NO1;GLAFKOS-II NO2],[LOUROS 1;LOUROS 2;LOUROS 3],[MAKROHORI-I NO 1;MAKROHORI-I NO 2;MAKROHORI-I NO 3],[STRATOS-II NO 1;STRATOS-II NO 2],[ILARIONAS 1;ILARIONAS 2;ILARIONAS A1],[ASSOMATA 1;ASSOMATA 2],[KASTRAKI 1;KASTRAKI 2;KASTRAKI 3;KASTRAKI 4],LADONAS,[PLASTIRA 1;PLASTIRA 2;PLASTIRA 3],[PIGAI AOOS 1;PIGAI AOOS 2],[PLATANOVRISI 1;PLATANOVRISI 2],[POLYPHYTON 1;POLYPHYTON 2;POLYPHYTON 3],[POURNARI-I NO 1;POURNARI-I NO 2;POURNARI-I NO 3;POURNARI-I NO A1],[POURNARI-II NO 1;POURNARI-II NO 2],[STRATOS-I NO 1;STRATOS-I NO 2],[KREMASTA 1;KREMASTA 2;KREMASTA 3;KREMASTA 4],THISAVROS 2,THISAVROS 3
2015-01-01 09:00:00,0.283354235964,0.310053207111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.329471877116,0.422810793976,0.383754430351,0.212837921503,0.429937769951,0.376645783933,0.395344789387,0.403489626836,0.536909324489,0.216115,0.615949364944,0.38955314407,0.310053207111,0.310053207111
2015-01-01 10:00:00,0.283354235964,0.308936175438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.330400994343,0.41271323324,0.38300219225,0.212837921503,0.429959821391,0.376747863874,0.409234437952,0.403490021443,0.538342288747,0.216115,0.642956201438,0.389615666036,0.308936175438,0.308936175438
2015-01-01 11:00:00,0.283354235964,0.307819143765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33133011157,0.402615672504,0.382249954149,0.212837921503,0.429981872831,0.376849943814,0.423124086517,0.40349041605,0.539775253005,0.216115,0.669963037932,0.389678188001,0.307819143765,0.307819143765
2015-01-01 12:00:00,0.283354235964,0.306702112092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.332259228797,0.392518111769,0.381497716047,0.212837921503,0.43000392427,0.376952023755,0.437013735082,0.403490810657,0.541208217264,0.216115,0.696969874427,0.389740709967,0.306702112092,0.306702112092
2015-01-01 13:00:00,0.283354235964,0.305585080419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333188346025,0.382420551033,0.380745477946,0.212837921503,0.43002597571,0.377054103695,0.450903383647,0.403491205265,0.542641181522,0.216115,0.723976710921,0.389803231933,0.305585080419,0.305585080419
2015-01-01 14:00:00,0.283354235964,0.304468048746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.334117463252,0.372322990297,0.379993239845,0.212837921503,0.43004802715,0.377156183636,0.464793032212,0.403491599872,0.544074145781,0.216115,0.750983547415,0.389865753898,0.304468048746,0.304468048746
2015-01-01 15:00:00,0.283354235964,0.303351017073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.335046580479,0.362225429561,0.379241001744,0.212837921503,0.43007007859,0.377258263576,0.478682680778,0.403491994479,0.545507110039,0.216115,0.77799038391,0.389928275864,0.303351017073,0.303351017073
2015-01-01 16:00:00,0.283354235964,0.302233985401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.335975697706,0.352127868825,0.378488763642,0.212837921503,0.430092130029,0.377360343516,0.492572329343,0.403492389086,0.546940074297,0.216115,0.804997220404,0.38999079783,0.302233985401,0.302233985401
2015-01-01 17:00:00,0.283354235964,0.301116953728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.336904814933,0.34203030809,0.377736525541,0.212837921503,0.430114181469,0.377462423457,0.506461977908,0.403492783693,0.548373038556,0.216115,0.832004056898,0.390053319795,0.301116953728,0.301116953728
2015-01-01 18:00:00,0.283354235964,0.299999922055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.337833932161,0.331932747354,0.37698428744,0.212837921503,0.430136232909,0.377564503397,0.520351626473,0.4034931783,0.549806002814,0.216115,0.859010893393,0.390115841761,0.299999922055,0.299999922055
2015-01-01 19:00:00,0.283354235964,0.298882890382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.338763049388,0.321835186618,0.376232049339,0.212837921503,0.430158284348,0.377666583338,0.534241275038,0.403493572907,0.551238967073,0.216115,0.886017729887,0.390178363727,0.298882890382,0.298882890382
2015-01-01 20:00:00,0.283354235964,0.297765858709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.339692166615,0.311737625882,0.375479811238,0.212837921503,0.430180335788,0.377768663278,0.548130923603,0.403493967514,0.552671931331,0.216115,0.913024566381,0.390240885692,0.297765858709,0.297765858709
2015-01-01 21:00:00,0.283354235964,0.296648827036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.340621283842,0.301640065146,0.374727573136,0.212837921503,0.430202387228,0.377870743219,0.562020572168,0.403494362121,0.554104895589,0.216115,0.940031402876,0.390303407658,0.296648827036,0.296648827036
2015-01-01 22:00:00,0.283354235964,0.295531795363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.341550401069,0.29154250441,0.373975335035,0.212837921503,0.430224438668,0.377972823159,0.575910220733,0.403494756728,0.555537859848,0.216115,0.96703823937,0.390365929624,0.295531795363,0.295531795363
2015-01-01 23:00:00,0.283354235964,0.29441476369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.342479518297,0.281444943675,0.373223096934,0.212837921503,0.430246490107,0.3780749031,0.589799869298,0.403495151336,0.556970824106,0.216115,0.994045075865,0.390428451589,0.29441476369,0.29441476369
2015-01-02 00:00:00,0.285497541627,0.294442768515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.340793660278,0.309844709258,0.373306529662,0.212837921503,0.430264155885,0.378168574114,0.589829926094,0.403079045177,0.552834843257,0.246804462271,0.967837120038,0.390487927575,0.294442768515,0.294442768515
2015-01-02 01:00:00,0.28764084729,0.294470773339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.339107802259,0.338244474842,0.373389962391,0.212837921503,0.430281821663,0.378262245128,0.589859982891,0.402662939019,0.548698862407,0.277493924541,0.941629164211,0.39054740356,0.294470773339,0.294470773339
2015-01-02 02:00:00,0.289784152953,0.294498778164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.337421944241,0.366644240425,0.373473395119,0.212837921503,0.430299487441,0.378355916142,0.589890039687,0.402246832861,0.544562881558,0.308183386812,0.915421208385,0.390606879545,0.294498778164,0.294498778164
2015-01-02 03:00:00,0.291927458616,0.294526782988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.335736086222,0.395044006009,0.373556827848,0.212837921503,0.430317153218,0.378449587156,0.589920096483,0.401830726703,0.540426900708,0.338872849083,0.889213252558,0.39066635553,0.294526782988,0.294526782988
2015-01-02 04:00:00,0.294070764279,0.294554787813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.334050228203,0.423443771592,0.373640260576,0.212837921503,0.430334818996,0.37854325817,0.589950153279,0.401414620545,0.536290919859,0.369562311353,0.863005296732,0.390725831515,0.294554787813,0.294554787813
2015-01-02 05:00:00,0.296214069942,0.294582792637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.332364370185,0.451843537176,0.373723693304,0.212837921503,0.430352484774,0.378636929184,0.589980210075,0.400998514387,0.532154939009,0.400251773624,0.836797340905,0.390785307501,0.294582792637,0.294582792637
2015-01-02 06:00:00,0.298357375605,0.294610797461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.330678512166,0.48024330276,0.373807126033,0.212837921503,0.430370150552,0.378730600198,0.590010266871,0.400582408229,0.52801895816,0.430941235894,0.810589385079,0.390844783486,0.294610797461,0.294610797461
2015-01-02 07:00:00,0.300500681268,0.294638802286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.328992654148,0.508643068343,0.373890558761,0.212837921503,0.43038781633,0.378824271212,0.590040323667,0.400166302071,0.52388297731,0.461630698165,0.784381429252,0.390904259471,0.294638802286,0.294638802286
2015-01-02 08:00:00,0.30264398693,0.29466680711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.327306796129,0.537042833927,0.37397399149,0.212837921503,0.430405482107,0.378917942226,0.590070380464,0.399750195913,0.519746996461,0.492320160436,0.758173473425,0.390963735456,0.29466680711,0.29466680711
2015-01-02 09:00:00,0.304787292593,0.294694811935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32562093811,0.56544259951,0.374057424218,0.212837921503,0.430423147885,0.37901161324,0.59010043726,0.399334089755,0.515611015611,0.523009622706,0.731965517599,0.391023211442,0.294694811935,0.294694811935
2015-01-02 10:00:00,0.306930598256,0.294722816759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.323935080092,0.593842365094,0.374140856946,0.212837921503,0.430440813663,0.379105284254,0.590130494056,0.398917983597,0.511475034762,0.553699084977,0.705757561772,0.391082687427,0.294722816759,0.294722816759
2015-01-02 11:00:00,0.309073903919,0.294750821584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.322249222073,0.622242130677,0.374224289675,0.212837921503,0.430458479441,0.379198955268,0.590160550852,0.398501877439,0.507339053912,0.584388547248,0.679549605946,0.391142163412,0.294750821584,0.294750821584
2015-01-02 12:00:00,0.311217209582,0.294778826408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.320563364054,0.650641896261,0.374307722403,0.212837921503,0.430476145218,0.379292626283,0.590190607648,0.398085771281,0.503203073063,0.615078009518,0.653341650119,0.391201639397,0.294778826408,0.294778826408
2015-01-02 13:00:00,0.313360515245,0.294806831233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.318877506036,0.679041661845,0.374391155132,0.212837921503,0.430493810996,0.379386297297,0.590220664444,0.397669665123,0.499067092213,0.645767471789,0.627133694293,0.391261115382,0.294806831233,0.294806831233
2015-01-02 14:00:00,0.315503820908,0.294834836057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.317191648017,0.707441427428,0.37447458786,0.212837921503,0.430511476774,0.379479968311,0.59025072124,0.397253558965,0.494931111364,0.67645693406,0.600925738466,0.391320591368,0.294834836057,0.294834836057
2015-01-02 15:00:00,0.317647126571,0.294862840881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.315505789999,0.735841193012,0.374558020589,0.212837921503,0.430529142552,0.379573639325,0.590280778036,0.396837452807,0.490795130514,0.70714639633,0.574717782639,0.391380067353,0.294862840881,0.294862840881
2015-01-02 16:00:00,0.319790432234,0.294890845706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31381993198,0.764240958595,0.374641453317,0.212837921503,0.43054680833,0.379667310339,0.590310834833,0.396421346649,0.486659149665,0.737835858601,0.548509826813,0.391439543338,0.294890845706,0.294890845706
2015-01-02 17:00:00,0.321933737897,0.29491885053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.312134073961,0.792640724179,0.374724886045,0.212837921503,0.430564474107,0.379760981353,0.590340891629,0.396005240491,0.482523168815,0.768525320872,0.522301870986,0.391499019323,0.29491885053,0.29491885053
2015-01-02 18:00:00,0.32407704356,0.294946855355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.310448215943,0.821040489762,0.374808318774,0.212837921503,0.430582139885,0.379854652367,0.590370948425,0.395589134333,0.478387187966,0.799214783142,0.49609391516,0.391558495308,0.294946855355,0.294946855355
2015-01-02 19:00:00,0.326220349222,0.294974860179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.308762357924,0.849440255346,0.374891751502,0.212837921503,0.430599805663,0.379948323381,0.590401005221,0.395173028175,0.474251207116,0.829904245413,0.469885959333,0.391617971294,0.294974860179,0.294974860179
2015-01-02 20:00:00,0.328363654885,0.295002865004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.307076499905,0.87784002093,0.374975184231,0.212837921503,0.430617471441,0.380041994395,0.590431062017,0.394756922017,0.470115226267,0.860593707683,0.443678003507,0.391677447279,0.295002865004,0.295002865004
2015-01-02 21:00:00,0.330506960548,0.295030869828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.305390641887,0.906239786513,0.375058616959,0.212837921503,0.430635137219,0.380135665409,0.590461118813,0.394340815859,0.465979245417,0.891283169954,0.41747004768,0.391736923264,0.295030869828,0.295030869828
2015-01-02 22:00:00,0.332650266211,0.295058874653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.303704783868,0.934639552097,0.375142049687,0.212837921503,0.430652802996,0.380229336423,0.590491175609,0.393924709701,0.461843264568,0.921972632225,0.391262091853,0.391796399249,0.295058874653,0.295058874653
2015-01-02 23:00:00,0.334793571874,0.295086879477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.302018925849,0.96303931768,0.375225482416,0.212837921503,0.430670468774,0.380323007437,0.590521232406,0.393508603543,0.457707283718,0.952662094495,0.365054136027,0.391855875235,0.295086879477,0.295086879477
2015-01-03 00:00:00,0.334809107193,0.29413987492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30296267024,0.956029935784,0.375304804437,0.213686297021,0.430687209609,0.380412680795,0.60758257212,0.393509745197,0.460363909162,0.942444172643,0.364255255359,0.39191080464,0.29413987492,0.29413987492
2015-01-03 01:00:00,0.334824642513,0.293192870363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30390641463,0.949020553888,0.375384126459,0.214534672539,0.430703950444,0.380502354152,0.624643911834,0.393510886851,0.463020534606,0.93222625079,0.363456374691,0.391965734046,0.293192870363,0.293192870363
2015-01-03 02:00:00,0.334840177832,0.292245865806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30485015902,0.942011171991,0.37546344848,0.215383048058,0.430720691279,0.380592027509,0.641705251548,0.393512028505,0.46567716005,0.922008328937,0.362657494023,0.392020663451,0.292245865806,0.292245865806
2015-01-03 03:00:00,0.334855713151,0.291298861249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30579390341,0.935001790095,0.375542770501,0.216231423576,0.430737432114,0.380681700867,0.658766591262,0.393513170159,0.468333785493,0.911790407085,0.361858613356,0.392075592857,0.291298861249,0.291298861249
2015-01-03 04:00:00,0.334871248471,0.290351856691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.306737647801,0.927992408199,0.375622092523,0.217079799094,0.430754172949,0.380771374224,0.675827930976,0.393514311812,0.470990410937,0.901572485232,0.361059732688,0.392130522262,0.290351856691,0.290351856691
2015-01-03 05:00:00,0.33488678379,0.289404852134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.307681392191,0.920983026302,0.375701414544,0.217928174612,0.430770913784,0.380861047582,0.69288927069,0.393515453466,0.473647036381,0.891354563379,0.36026085202,0.392185451668,0.289404852134,0.289404852134
2015-01-03 06:00:00,0.334902319109,0.288457847577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.308625136581,0.913973644406,0.375780736565,0.21877655013,0.430787654618,0.380950720939,0.709950610404,0.39351659512,0.476303661825,0.881136641527,0.359461971352,0.392240381073,0.288457847577,0.288457847577
2015-01-03 07:00:00,0.334917854428,0.28751084302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.309568880971,0.90696426251,0.375860058587,0.219624925649,0.430804395453,0.381040394296,0.727011950118,0.393517736774,0.478960287268,0.870918719674,0.358663090685,0.392295310479,0.28751084302,0.28751084302
2015-01-03 08:00:00,0.334933389748,0.286563838463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.310512625361,0.899954880613,0.375939380608,0.220473301167,0.430821136288,0.381130067654,0.744073289832,0.393518878428,0.481616912712,0.860700797821,0.357864210017,0.392350239884,0.286563838463,0.286563838463
2015-01-03 09:00:00,0.334948925067,0.285616833906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.311456369752,0.892945498717,0.37601870263,0.221321676685,0.430837877123,0.381219741011,0.761134629546,0.393520020082,0.484273538156,0.850482875968,0.357065329349,0.39240516929,0.285616833906,0.285616833906
2015-01-03 10:00:00,0.334964460386,0.284669829349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.312400114142,0.885936116821,0.376098024651,0.222170052203,0.430854617958,0.381309414369,0.77819596926,0.393521161736,0.4869301636,0.840264954116,0.356266448681,0.392460098695,0.284669829349,0.284669829349
2015-01-03 11:00:00,0.334979995706,0.283722824792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.313343858532,0.878926734924,0.376177346672,0.223018427721,0.430871358793,0.381399087726,0.795257308974,0.393522303389,0.489586789044,0.830047032263,0.355467568013,0.392515028101,0.283722824792,0.283722824792
2015-01-03 12:00:00,0.334995531025,0.282775820234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.314287602922,0.871917353028,0.376256668694,0.22386680324,0.430888099628,0.381488761083,0.812318648689,0.393523445043,0.492243414487,0.81982911041,0.354668687346,0.392569957506,0.282775820234,0.282775820234
2015-01-03 13:00:00,0.335011066344,0.281828815677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.315231347313,0.864907971132,0.376335990715,0.224715178758,0.430904840463,0.381578434441,0.829379988403,0.393524586697,0.494900039931,0.809611188558,0.353869806678,0.392624886912,0.281828815677,0.281828815677
2015-01-03 14:00:00,0.335026601664,0.28088181112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.316175091703,0.857898589235,0.376415312736,0.225563554276,0.430921581298,0.381668107798,0.846441328117,0.393525728351,0.497556665375,0.799393266705,0.35307092601,0.392679816317,0.28088181112,0.28088181112
2015-01-03 15:00:00,0.335042136983,0.279934806563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.317118836093,0.850889207339,0.376494634758,0.226411929794,0.430938322133,0.381757781156,0.863502667831,0.393526870005,0.500213290819,0.789175344852,0.352272045342,0.392734745723,0.279934806563,0.279934806563
2015-01-03 16:00:00,0.335057672302,0.278987802006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.318062580483,0.843879825443,0.376573956779,0.227260305312,0.430955062967,0.381847454513,0.880564007545,0.393528011659,0.502869916262,0.778957422999,0.351473164674,0.392789675128,0.278987802006,0.278987802006
2015-01-03 17:00:00,0.335073207621,0.278040797449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.319006324873,0.836870443546,0.3766532788,0.22810868083,0.430971803802,0.38193712787,0.897625347259,0.393529153313,0.505526541706,0.768739501147,0.350674284007,0.392844604534,0.278040797449,0.278040797449
2015-01-03 18:00:00,0.335088742941,0.277093792892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.319950069264,0.82986106165,0.376732600822,0.228957056349,0.430988544637,0.382026801228,0.914686686973,0.393530294966,0.50818316715,0.758521579294,0.349875403339,0.392899533939,0.277093792892,0.277093792892
2015-01-03 19:00:00,0.33510427826,0.276146788335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.320893813654,0.822851679754,0.376811922843,0.229805431867,0.431005285472,0.382116474585,0.931748026687,0.39353143662,0.510839792594,0.748303657441,0.349076522671,0.392954463345,0.276146788335,0.276146788335
2015-01-03 20:00:00,0.335119813579,0.275199783777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.321837558044,0.815842297857,0.376891244865,0.230653807385,0.431022026307,0.382206147943,0.948809366401,0.393532578274,0.513496418038,0.738085735589,0.348277642003,0.39300939275,0.275199783777,0.275199783777
2015-01-03 21:00:00,0.335135348899,0.27425277922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.322781302434,0.808832915961,0.376970566886,0.231502182903,0.431038767142,0.3822958213,0.965870706115,0.393533719928,0.516153043481,0.727867813736,0.347478761336,0.393064322156,0.27425277922,0.27425277922
2015-01-03 22:00:00,0.335150884218,0.273305774663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.323725046825,0.801823534065,0.377049888907,0.232350558421,0.431055507977,0.382385494657,0.982932045829,0.393534861582,0.518809668925,0.717649891883,0.346679880668,0.393119251561,0.273305774663,0.273305774663
2015-01-03 23:00:00,0.335166419537,0.272358770106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.324668791215,0.794814152168,0.377129210929,0.23319893394,0.431072248812,0.382475168015,0.999993385543,0.393536003236,0.521466294369,0.707431970031,0.345881,0.393174180967,0.272358770106,0.272358770106
2015-01-04 00:00:00,0.335197401815,0.272034124443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.322886544855,0.780968454666,0.377443662227,0.233959757132,0.431086786449,0.382562738609,0.999993385543,0.39364976891,0.524026041374,0.697194158626,0.345881,0.393138231941,0.272034124443,0.272034124443
2015-01-04 01:00:00,0.335228384094,0.27170947878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.321104298496,0.767122757164,0.377758113525,0.234720580325,0.431101324085,0.382650309203,0.999993385543,0.393763534583,0.52658578838,0.686956347222,0.345881,0.393102282916,0.27170947878,0.27170947878
2015-01-04 02:00:00,0.335259366372,0.271384833118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.319322052136,0.753277059661,0.378072564824,0.235481403517,0.431115861722,0.382737879798,0.999993385543,0.393877300257,0.529145535386,0.676718535818,0.345881,0.39306633389,0.271384833118,0.271384833118
2015-01-04 03:00:00,0.33529034865,0.271060187455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.317539805776,0.739431362159,0.378387016122,0.236242226709,0.431130399359,0.382825450392,0.999993385543,0.393991065931,0.531705282391,0.666480724414,0.345881,0.393030384865,0.271060187455,0.271060187455
2015-01-04 04:00:00,0.335321330928,0.270735541792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.315757559417,0.725585664657,0.37870146742,0.237003049902,0.431144936996,0.382913020986,0.999993385543,0.394104831605,0.534265029397,0.65624291301,0.345881,0.392994435839,0.270735541792,0.270735541792
2015-01-04 05:00:00,0.335352313206,0.270410896129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.313975313057,0.711739967154,0.379015918719,0.237763873094,0.431159474632,0.38300059158,0.999993385543,0.394218597279,0.536824776403,0.646005101606,0.345881,0.392958486814,0.270410896129,0.270410896129
2015-01-04 06:00:00,0.335383295485,0.270086250467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.312193066698,0.697894269652,0.379330370017,0.238524696287,0.431174012269,0.383088162175,0.999993385543,0.394332362953,0.539384523408,0.635767290201,0.345881,0.392922537789,0.270086250467,0.270086250467
2015-01-04 07:00:00,0.335414277763,0.269761604804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.310410820338,0.68404857215,0.379644821316,0.239285519479,0.431188549906,0.383175732769,0.999993385543,0.394446128627,0.541944270414,0.625529478797,0.345881,0.392886588763,0.269761604804,0.269761604804
2015-01-04 08:00:00,0.335445260041,0.269436959141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.308628573978,0.670202874647,0.379959272614,0.240046342672,0.431203087543,0.383263303363,0.999993385543,0.394559894301,0.544504017419,0.615291667393,0.345881,0.392850639738,0.269436959141,0.269436959141
2015-01-04 09:00:00,0.335476242319,0.269112313478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.306846327619,0.656357177145,0.380273723912,0.240807165864,0.43121762518,0.383350873957,0.999993385543,0.394673659975,0.547063764425,0.605053855989,0.345881,0.392814690712,0.269112313478,0.269112313478
2015-01-04 10:00:00,0.335507224597,0.268787667815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.305064081259,0.642511479642,0.380588175211,0.241567989057,0.431232162816,0.383438444552,0.999993385543,0.394787425649,0.549623511431,0.594816044585,0.345881,0.392778741687,0.268787667815,0.268787667815
