,[SFIKIA 1;SFIKIA 2;SFIKIA 3],THISAVROS 1,[AGRAS 1;AGRAS 2],EDESSAIOS 1,GHIONA 1,[GLAFKOS-II NO1;GLAFKOS-II NO2],[LOUROS 1;LOUROS 2;LOUROS 3],[MAKROHORI-I NO 1;MAKROHORI-I NO 2;MAKROHORI-I NO 3],[STRATOS-II NO 1;STRATOS-II NO 2],[ILARIONAS 1;ILARIONAS 2;ILARIONAS A1],[ASSOMATA 1;ASSOMATA 2],[KASTRAKI 1;KASTRAKI 2;KASTRAKI 3;KASTRAKI 4],LADONAS,[PLASTIRA 1;PLASTIRA 2;PLASTIRA 3],[PIGAI AOOS 1;PIGAI AOOS 2],[PLATANOVRISI 1;PLATANOVRISI 2],[POLYPHYTON 1;POLYPHYTON 2;POLYPHYTON 3],[POURNARI-I NO 1;POURNARI-I NO 2;POURNARI-I NO 3;POURNARI-I NO A1],[POURNARI-II NO 1;POURNARI-II NO 2],[STRATOS-I NO 1;STRATOS-I NO 2],[KREMASTA 1;KREMASTA 2;KREMASTA 3;KREMASTA 4],THISAVROS 2,THISAVROS 3
2014-12-31 23:00:00,0.390170063105,0.557169775599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.645034923405,0.382487461124,0.473282833977,0.689127407997,0.474216036366,0.413716930315,0.352879491216,0.398060223196,0.974437544553,0.216115,0.975863379852,0.475981671746,0.557169775599,0.557169775599
2015-01-01 00:00:00,0.392780026648,0.557276501153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.647373625326,0.402030861389,0.473363278056,0.681922021998,0.47424701757,0.413887313196,0.348861525071,0.397868425817,0.975502646864,0.216115,0.949614114025,0.476054083445,0.557276501153,0.557276501153
2015-01-01 01:00:00,0.395389990191,0.557383226706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.649712327246,0.421574261654,0.473443722135,0.674716635999,0.474277998775,0.414057696078,0.344843558926,0.397676628438,0.976567749174,0.216115,0.923364848197,0.476126495144,0.557383226706,0.557383226706
2015-01-01 02:00:00,0.397999953734,0.55748995226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.652051029166,0.441117661919,0.473524166214,0.66751125,0.47430897998,0.414228078959,0.340825592781,0.397484831059,0.977632851484,0.216115,0.89711558237,0.476198906844,0.55748995226,0.55748995226
2015-01-01 03:00:00,0.400609917277,0.557596677814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.654389731087,0.460661062185,0.473604610293,0.660305864001,0.474339961184,0.41439846184,0.336807626636,0.39729303368,0.978697953795,0.216115,0.870866316543,0.476271318543,0.557596677814,0.557596677814
2015-01-01 04:00:00,0.40321988082,0.557703403367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.656728433007,0.48020446245,0.473685054372,0.653100478002,0.474370942389,0.414568844721,0.332789660491,0.397101236301,0.979763056105,0.216115,0.844617050716,0.476343730242,0.557703403367,0.557703403367
2015-01-01 05:00:00,0.405829844363,0.557810128921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.659067134927,0.499747862715,0.473765498451,0.645895092003,0.474401923593,0.414739227603,0.328771694346,0.396909438922,0.980828158415,0.216115,0.818367784889,0.476416141941,0.557810128921,0.557810128921
2015-01-01 06:00:00,0.408439807906,0.557916854475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.661405836848,0.51929126298,0.47384594253,0.638689706004,0.474432904798,0.414909610484,0.324753728201,0.396717641543,0.981893260725,0.216115,0.792118519062,0.47648855364,0.557916854475,0.557916854475
2015-01-01 07:00:00,0.411049771449,0.558023580028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.663744538768,0.538834663245,0.473926386609,0.631484320005,0.474463886003,0.415079993365,0.320735762056,0.396525844164,0.982958363036,0.216115,0.765869253235,0.476560965339,0.558023580028,0.558023580028
2015-01-01 08:00:00,0.413659734992,0.558130305582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.666083240688,0.55837806351,0.474006830688,0.624278934006,0.474494867207,0.415250376246,0.316717795911,0.396334046785,0.984023465346,0.216115,0.739619987407,0.476633377038,0.558130305582,0.558130305582
2015-01-01 09:00:00,0.416269698535,0.558237031136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.668421942608,0.577921463776,0.474087274767,0.617073548007,0.474525848412,0.415420759128,0.312699829766,0.396142249406,0.985088567656,0.216115,0.71337072158,0.476705788738,0.558237031136,0.558237031136
2015-01-01 10:00:00,0.418879662078,0.558343756689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.670760644529,0.597464864041,0.474167718846,0.609868162009,0.474556829617,0.415591142009,0.308681863621,0.395950452027,0.986153669966,0.216115,0.687121455753,0.476778200437,0.558343756689,0.558343756689
2015-01-01 11:00:00,0.421489625622,0.558450482243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.673099346449,0.617008264306,0.474248162925,0.60266277601,0.474587810821,0.41576152489,0.304663897476,0.395758654648,0.987218772277,0.216115,0.660872189926,0.476850612136,0.558450482243,0.558450482243
2015-01-01 12:00:00,0.424099589165,0.558557207797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.675438048369,0.636551664571,0.474328607003,0.595457390011,0.474618792026,0.415931907771,0.300645931331,0.395566857269,0.988283874587,0.216115,0.634622924099,0.476923023835,0.558557207797,0.558557207797
2015-01-01 13:00:00,0.426709552708,0.55866393335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67777675029,0.656095064836,0.474409051082,0.588252004012,0.474649773231,0.416102290653,0.296627965186,0.39537505989,0.989348976897,0.216115,0.608373658272,0.476995435534,0.55866393335,0.55866393335
2015-01-01 14:00:00,0.429319516251,0.558770658904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68011545221,0.675638465101,0.474489495161,0.581046618013,0.474680754435,0.416272673534,0.292609999041,0.395183262511,0.990414079208,0.216115,0.582124392444,0.477067847233,0.558770658904,0.558770658904
2015-01-01 15:00:00,0.431929479794,0.558877384458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68245415413,0.695181865367,0.47456993924,0.573841232014,0.47471173564,0.416443056415,0.288592032896,0.394991465132,0.991479181518,0.216115,0.555875126617,0.477140258932,0.558877384458,0.558877384458
2015-01-01 16:00:00,0.434539443337,0.558984110012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.684792856051,0.714725265632,0.474650383319,0.566635846015,0.474742716844,0.416613439296,0.284574066751,0.394799667753,0.992544283828,0.216115,0.52962586079,0.477212670631,0.558984110012,0.558984110012
2015-01-01 17:00:00,0.43714940688,0.559090835565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.687131557971,0.734268665897,0.474730827398,0.559430460016,0.474773698049,0.416783822178,0.280556100606,0.394607870374,0.993609386138,0.216115,0.503376594963,0.477285082331,0.559090835565,0.559090835565
2015-01-01 18:00:00,0.439759370423,0.559197561119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.689470259891,0.753812066162,0.474811271477,0.552225074017,0.474804679254,0.416954205059,0.276538134461,0.394416072995,0.994674488449,0.216115,0.477127329136,0.47735749403,0.559197561119,0.559197561119
2015-01-01 19:00:00,0.442369333966,0.559304286673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.691808961812,0.773355466427,0.474891715556,0.545019688018,0.474835660458,0.41712458794,0.272520168316,0.394224275616,0.995739590759,0.216115,0.450878063309,0.477429905729,0.559304286673,0.559304286673
