,[SFIKIA 1;SFIKIA 2;SFIKIA 3],THISAVROS 1,[AGRAS 1;AGRAS 2],EDESSAIOS 1,GHIONA 1,[GLAFKOS-II NO1;GLAFKOS-II NO2],[LOUROS 1;LOUROS 2;LOUROS 3],[MAKROHORI-I NO 1;MAKROHORI-I NO 2;MAKROHORI-I NO 3],[STRATOS-II NO 1;STRATOS-II NO 2],[ILARIONAS 1;ILARIONAS 2;ILARIONAS A1],[ASSOMATA 1;ASSOMATA 2],[KASTRAKI 1;KASTRAKI 2;KASTRAKI 3;KASTRAKI 4],LADONAS,[PLASTIRA 1;PLASTIRA 2;PLASTIRA 3],[PIGAI AOOS 1;PIGAI AOOS 2],[PLATANOVRISI 1;PLATANOVRISI 2],[POLYPHYTON 1;POLYPHYTON 2;POLYPHYTON 3],[POURNARI-I NO 1;POURNARI-I NO 2;POURNARI-I NO 3;POURNARI-I NO A1],[POURNARI-II NO 1;POURNARI-II NO 2],[STRATOS-I NO 1;STRATOS-I NO 2],[KREMASTA 1;KREMASTA 2;KREMASTA 3;KREMASTA 4],THISAVROS 2,THISAVROS 3
2014-12-31 23:00:00,0.498914319682,0.880398271067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999982787704,0.281444943675,0.674124193626,0.675472416823,0.49448095866,0.664853765992,0.733218370727,0.863832417148,0.998081632395,0.216115,0.345881,0.693235114732,0.880398271067,0.880398271067
2015-01-01 00:00:00,0.494154335313,0.880599004015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999982787704,0.281444943675,0.673582401802,0.673181663836,0.494510739688,0.665041357011,0.727384526625,0.864167937767,0.98756110742,0.216115,0.345881,0.693320703473,0.880599004015,0.880599004015
2015-01-01 01:00:00,0.489394350944,0.880799736963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999982787704,0.281444943675,0.673040609978,0.67089091085,0.494540520716,0.66522894803,0.721550682524,0.864503458386,0.977040582446,0.216115,0.345881,0.693406292214,0.880799736963,0.880799736963
2015-01-01 02:00:00,0.484634366575,0.881000469911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999982787704,0.281444943675,0.672498818153,0.668600157863,0.494570301744,0.66541653905,0.715716838422,0.864838979005,0.966520057471,0.216115,0.345881,0.693491880954,0.881000469911,0.881000469911
2015-01-01 03:00:00,0.479874382206,0.881201202859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999982787704,0.281444943675,0.671957026329,0.666309404877,0.494600082771,0.665604130069,0.70988299432,0.865174499625,0.955999532497,0.216115,0.345881,0.693577469695,0.881201202859,0.881201202859
2015-01-01 04:00:00,0.475114397837,0.881401935807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999982787704,0.281444943675,0.671415234505,0.66401865189,0.494629863799,0.665791721088,0.704049150219,0.865510020244,0.945479007522,0.216115,0.345881,0.693663058436,0.881401935807,0.881401935807
2015-01-01 05:00:00,0.470354413468,0.881602668755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999982787704,0.281444943675,0.670873442681,0.661727898903,0.494659644827,0.665979312108,0.698215306117,0.865845540863,0.934958482548,0.216115,0.345881,0.693748647177,0.881602668755,0.881602668755
2015-01-01 06:00:00,0.4655944291,0.881803401703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999982787704,0.281444943675,0.670331650856,0.659437145917,0.494689425855,0.666166903127,0.692381462015,0.866181061482,0.924437957573,0.216115,0.345881,0.693834235918,0.881803401703,0.881803401703
2015-01-01 07:00:00,0.460834444731,0.882004134651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999982787704,0.281444943675,0.669789859032,0.65714639293,0.494719206883,0.666354494146,0.686547617914,0.866516582101,0.913917432599,0.216115,0.345881,0.693919824659,0.882004134651,0.882004134651
2015-01-01 08:00:00,0.456074460362,0.882204867599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999982787704,0.281444943675,0.669248067208,0.654855639944,0.49474898791,0.666542085165,0.680713773812,0.86685210272,0.903396907624,0.216115,0.345881,0.694005413399,0.882204867599,0.882204867599
2015-01-01 09:00:00,0.451314475993,0.882405600547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999982787704,0.281444943675,0.668706275384,0.652564886957,0.494778768938,0.666729676185,0.67487992971,0.867187623339,0.89287638265,0.216115,0.345881,0.69409100214,0.882405600547,0.882405600547
2015-01-01 10:00:00,0.446554491624,0.882606333495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999982787704,0.281444943675,0.668164483559,0.650274133971,0.494808549966,0.666917267204,0.669046085609,0.867523143958,0.882355857675,0.216115,0.345881,0.694176590881,0.882606333495,0.882606333495
2015-01-01 11:00:00,0.441794507255,0.882807066443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999982787704,0.281444943675,0.667622691735,0.647983380984,0.494838330994,0.667104858223,0.663212241507,0.867858664577,0.871835332701,0.216115,0.345881,0.694262179622,0.882807066443,0.882807066443
2015-01-01 12:00:00,0.437034522886,0.883007799391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999982787704,0.281444943675,0.667080899911,0.645692627998,0.494868112021,0.667292449243,0.657378397405,0.868194185196,0.861314807726,0.216115,0.345881,0.694347768363,0.883007799391,0.883007799391
2015-01-01 13:00:00,0.432274538517,0.883208532339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999982787704,0.281444943675,0.666539108087,0.643401875011,0.494897893049,0.667480040262,0.651544553304,0.868529705815,0.850794282752,0.216115,0.345881,0.694433357104,0.883208532339,0.883208532339
2015-01-01 14:00:00,0.427514554149,0.883409265287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999982787704,0.281444943675,0.665997316262,0.641111122025,0.494927674077,0.667667631281,0.645710709202,0.868865226434,0.840273757777,0.216115,0.345881,0.694518945844,0.883409265287,0.883409265287
2015-01-01 15:00:00,0.42275456978,0.883609998235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999982787704,0.281444943675,0.665455524438,0.638820369038,0.494957455105,0.667855222301,0.6398768651,0.869200747053,0.829753232803,0.216115,0.345881,0.694604534585,0.883609998235,0.883609998235
2015-01-01 16:00:00,0.417994585411,0.883810731183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999982787704,0.281444943675,0.664913732614,0.636529616052,0.494987236133,0.66804281332,0.634043020999,0.869536267672,0.819232707828,0.216115,0.345881,0.694690123326,0.883810731183,0.883810731183
2015-01-01 17:00:00,0.413234601042,0.884011464131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999982787704,0.281444943675,0.664371940789,0.634238863065,0.49501701716,0.668230404339,0.628209176897,0.869871788291,0.808712182854,0.216115,0.345881,0.694775712067,0.884011464131,0.884011464131
2015-01-01 18:00:00,0.408474616673,0.884212197079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999982787704,0.281444943675,0.663830148965,0.631948110078,0.495046798188,0.668417995359,0.622375332795,0.87020730891,0.798191657879,0.216115,0.345881,0.694861300808,0.884212197079,0.884212197079
