,DE_P2HT_OTH,DE_STUR_BIO_CHP,DE_ICEN_GAS_CHP
2016-03-10 20:00:00,48322.90657262609,17825.93984701165,2032.602702650723
2016-03-10 21:00:00,37052.61353693626,13668.417463492427,1558.5412334884836
2016-03-10 22:00:00,29019.34559689129,10705.008156584367,1220.6385019648271
2016-03-10 23:00:00,24960.327618871343,9207.668376217956,1049.9043409343542
2016-03-11 00:00:00,26480.586329972368,9768.479847590294,1113.850866176334
2016-03-11 01:00:00,27041.42522367622,9975.3689006733,1137.4413894280922
2016-03-11 02:00:00,30390.61809806183,11210.859787901063,1278.3182317170263
2016-03-11 03:00:00,37839.07235200035,13958.535929533256,1591.6219901399948
2016-03-11 04:00:00,51294.49646667065,18922.135967201844,2157.5964598190076
2016-03-11 05:00:00,61411.00261798501,22654.035451439617,2583.1262800014856
2016-03-11 06:00:00,59852.212990522654,22079.01022832875,2517.559031788011
2016-03-11 07:00:00,58056.24416679164,21416.49146673851,2442.015333283335
2016-03-11 08:00:00,53620.47945101643,19780.17278048427,2255.434103198246
2016-03-11 09:00:00,50079.48823740996,18473.928995713624,2106.4896621178714
2016-03-11 10:00:00,47522.74787618908,17530.767602574902,1998.9456889426804
2016-03-11 11:00:00,46330.43007545228,17090.930951554918,1948.7933169914234
2016-03-11 12:00:00,46047.013779550034,16986.380910989305,1936.8719991344278
2016-03-11 13:00:00,46613.84637135453,17195.48099212053,1960.7146348484189
2016-03-11 14:00:00,47787.32683520357,17628.36869784612,2010.0746533469446
2016-03-11 15:00:00,49964.75173091177,18431.603601647785,2101.6635092694196
2016-03-11 16:00:00,52321.987569639525,19301.16934689591,2200.815739058871
2016-03-11 17:00:00,53165.386516659804,19612.292579394783,2236.2915641015907
2016-03-11 18:00:00,53465.07142169239,19722.84398180555,2248.897187213217
2016-03-11 19:00:00,51904.141187765505,19147.029105820322,2183.23989883466
2016-03-11 20:00:00,46630.97122307067,17201.79821511543,1961.4349561690829
2016-03-11 21:00:00,35367.95624936021,13046.96065136904,1487.6796235681259
2016-03-11 22:00:00,27616.820241338784,10187.627593301975,1161.644185802415
2016-03-11 23:00:00,23908.43360220696,8819.632953756161,1005.6586038125453
2016-03-12 00:00:00,25369.18345359437,9358.492075221218,1067.1020124652164
2016-03-12 01:00:00,25904.7631910169,9556.063224386748,1089.6300617689947
2016-03-12 02:00:00,29134.510224682388,10747.491481225075,1225.482662846295
2016-03-12 03:00:00,36267.86720704378,13378.930719751088,1525.5325089690386
2016-03-12 04:00:00,49167.16176223218,18137.37894066027,2068.114543759477
2016-03-12 05:00:00,58895.36190088288,21726.035393488655,2477.3110779958893
2016-03-12 06:00:00,57392.228041498005,21171.541145111223,2414.084874074574
2016-03-12 07:00:00,55695.58335772066,20545.662276891402,2342.719039229751
2016-03-12 08:00:00,51416.939156441105,18967.304111615387,2162.7467572617584
2016-03-12 09:00:00,48005.668694584456,17708.91329103111,2019.2587501854157
2016-03-12 10:00:00,45548.25247331723,16802.391791262817,1915.8926406700782
2016-03-12 11:00:00,44438.13396081795,16392.87781061836,1869.1978110580105
2016-03-12 12:00:00,44143.58651130019,16284.221575106061,1856.8082843425832
2016-03-12 13:00:00,44725.83146964922,16499.007156932694,1881.2992092451716
2016-03-12 14:00:00,45865.490351358865,16919.418347243354,1929.2365931353854
2016-03-12 15:00:00,47962.42844400117,17692.962302968986,2017.4399388507381
2016-03-12 16:00:00,50238.32123707722,18532.52123899133,2113.170642367033
2016-03-12 17:00:00,51050.895451008444,18832.273470099382,2147.3498890325577
2016-03-12 18:00:00,51338.59295983973,18938.402816413716,2159.451287219719
2016-03-12 19:00:00,49826.46855330387,18380.59202596396,2095.846914605055
2016-03-12 20:00:00,44784.48408677703,16520.64364569023,1883.7663097684474
2016-03-12 21:00:00,33899.07209340763,12505.100848981407,1425.8940622881396
2016-03-12 22:00:00,26475.020753164627,9766.42675011695,1113.616761747118
2016-03-12 23:00:00,26004.943573556367,9593.018978906919,1093.8439414948812
2016-03-13 00:00:00,27588.992357300045,10177.36210593526,1160.4736636563355
2016-03-13 01:00:00,28177.231013749722,10394.35871581011,1185.2167010211565
2016-03-13 02:00:00,31642.444758512247,11672.648788828328,1330.973720257592
2016-03-13 03:00:00,39364.89663990913,14521.400498378935,1655.8026198111902
2016-03-13 04:00:00,53375.59407147552,19689.83649165719,2245.1335083127456
2016-03-13 05:00:00,63889.39678260451,23568.29554937666,2687.3747831346363
2016-03-13 06:00:00,62274.95138706467,22972.73935153237,2619.466490629003
2016-03-13 07:00:00,60379.65842338001,22273.5806965717,2539.7449284644736
2016-03-13 08:00:00,55794.907497674314,20582.30217026183,2346.896902889605
2016-03-13 09:00:00,52127.620502661244,19229.468865903782,2192.64009206933
2016-03-13 10:00:00,49468.98727372929,18248.7199959454,2080.810207036186
2016-03-13 11:00:00,48224.01055396534,17789.4578842161,2028.4428470238863
2016-03-13 12:00:00,47913.19449531725,17674.800286858645,2015.369015053828
2016-03-13 13:00:00,48492.44260461596,17888.48035466117,2039.7338837253003
2016-03-13 14:00:00,49703.16962094761,18335.10802040067,2090.660601096271
2016-03-13 15:00:00,51951.662651277824,19164.559399631173,2185.2387904995035
2016-03-13 16:00:00,54387.672807899864,20063.18437065584,2287.7044983640103
2016-03-13 17:00:00,55253.762183444036,20382.677923622956,2324.1347491566103
2016-03-13 18:00:00,55562.0095143347,20496.387937531177,2337.1005329285695
2016-03-13 19:00:00,53944.139148451635,19899.568295087905,2269.048176158803
2016-03-13 20:00:00,48470.180297384955,17880.267964767798,2038.7974660084365
2016-03-13 21:00:00,36793.60015472953,13572.86946569455,1547.646373513435
2016-03-13 22:00:00,28750.05730365487,10605.669824989549,1209.3114491973797
2016-03-13 23:00:00,25636.75926165918,9457.198684516545,1078.357033100597
2016-03-14 00:00:00,27268.329508915172,10059.072105355739,1146.985646926895
2016-03-14 01:00:00,27810.75918702416,10259.17014371923,1169.8018247589391
2016-03-14 02:00:00,31040.078099396742,11450.440469982683,1305.6364178032227
2016-03-14 03:00:00,38676.477600919985,14267.448133983915,1626.8457027204824
2016-03-14 04:00:00,52606.26010812758,19406.035248611264,2212.7730729818986
2016-03-14 05:00:00,64202.35344771712,23683.742799608477,2700.538655269778
2016-03-14 06:00:00,62523.261736948814,23064.339084958436,2629.911149778636
2016-03-14 07:00:00,60480.26692721237,22310.694381666744,2543.9768162233768
2016-03-14 08:00:00,55925.91261330284,20630.62892617282,2352.4073609926872
2016-03-14 09:00:00,52429.87413545125,19340.967851763784,2205.3537633790556
2016-03-14 10:00:00,49781.94393884188,18364.167246177214,2093.974079171327
2016-03-14 11:00:00,48394.402828541,17852.314253015364,2035.6100441644967
2016-03-14 12:00:00,47845.12320974556,17649.68932545391,2012.5057378041865
2016-03-14 13:00:00,48596.47607879155,17926.857484355194,2044.1098357483363
2016-03-14 14:00:00,49769.10030005477,18359.429328931037,2093.433838180829
2016-03-14 15:00:00,51891.2975489784,19142.29118857415,2182.6996578441617
2016-03-14 16:00:00,54153.49046068153,19976.796346200565,2277.8541043039245
2016-03-14 17:00:00,55389.4766332945,20432.741915857547,2329.8432956228753
2016-03-14 18:00:00,55523.050476680466,20482.016255217775,2335.461801924058
2016-03-14 19:00:00,53875.63974158704,19874.2994031083,2266.1668908761453
2016-03-14 20:00:00,48449.63047532558,17872.687297173918,2037.9330804236395
2016-03-14 21:00:00,36917.7553296716,13618.669332407582,1552.8687030882518
2016-03-14 22:00:00,28845.528351972396,10640.888343186121,1213.3272405600835
2016-03-14 23:00:00,25060.936122703715,9244.782061313,1054.1362286932576
2016-03-15 00:00:00,26457.039658862668,9759.793665972305,1112.8604243604204
2016-03-15 01:00:00,27070.537471593663,9986.108179764633,1138.6659356732216
2016-03-15 02:00:00,30459.97374751223,11236.444541030412,1281.2355330657172
2016-03-15 03:00:00,38355.814752535116,14149.158133404391,1613.357685991042
2016-03-15 04:00:00,53352.04740036582,19681.1503100392,2244.143066496832
2016-03-15 05:00:00,63322.992312092916,23359.35339882031,2663.5501554536622
2016-03-15 06:00:00,60870.28542504764,22454.569135375612,2560.3821343015074
2016-03-15 07:00:00,58192.81485922791,21466.87132012284,2447.7598958156327
2016-03-15 08:00:00,54113.675180441496,19962.108802737424,2276.17935723338
2016-03-15 09:00:00,50124.44097316485,18490.511706075235,2108.380505584615
2016-03-15 10:00:00,48548.95461527924,17909.327190544343,2042.110944083493
2016-03-15 11:00:00,47127.59192283897,17384.997681967558,1982.3242744683498
2016-03-15 12:00:00,45252.84878121368,16693.419694600772,1903.4670978886177
2016-03-15 13:00:00,44925.33599214235,16572.602804823287,1889.6909526309114
2016-03-15 14:00:00,46750.845185083715,17246.018776079738,1966.4772054137338
2016-03-15 15:00:00,49447.58120908409,18240.82346720177,2079.9098053853554
2016-03-15 16:00:00,52524.06081989007,19375.71257823574,2209.31553064271
2016-03-15 17:00:00,54195.446347386096,19992.273542538074,2279.6188915395524
2016-03-15 18:00:00,54126.518819228615,19966.8467199836,2276.7195982238786
2016-03-15 19:00:00,52944.904050814395,19530.958333335428,2227.0174270980365
2016-03-15 20:00:00,47573.69431004462,17549.561340984732,2001.0886448716567
2016-03-15 21:00:00,37077.87269321758,13677.735367409907,1559.6037074364635
2016-03-15 22:00:00,28476.48779748941,10504.752187646005,1197.8043160997665
2016-03-15 23:00:00,25122.585588881844,9267.524064094643,1056.7293854476493
2016-03-16 00:00:00,27723.422443271804,10226.952306445233,1166.1281860235506
2016-03-16 01:00:00,26622.7225992164,9820.912798447973,1119.8295331378483
2016-03-16 02:00:00,29900.847338980006,11030.187210246897,1257.7170419460256
2016-03-16 03:00:00,38171.294475293624,14081.090055634337,1605.5962237608837
2016-03-16 04:00:00,53947.564118794864,19900.831739686884,2269.192240422936
2016-03-16 05:00:00,59767.873095820614,22047.897905078862,2514.011449283739
2016-03-16 06:00:00,56268.8377689187,20757.131316645715,2366.8317954389913
2016-03-16 07:00:00,53274.12932505735,19652.4069454124,2240.8656044878094
2016-03-16 08:00:00,50219.48390018946,18525.572293696932,2112.3782889143017
2016-03-16 09:00:00,46932.36861327488,17312.98133982569,1974.112611412776
2016-03-16 10:00:00,45310.217034462774,16714.582391633692,1905.8801743128433
2016-03-16 11:00:00,44058.390374012364,16252.793390706429,1853.224685772278
2016-03-16 12:00:00,43408.93037267745,16013.21270862481,1825.9064996860818
2016-03-16 13:00:00,44536.60185818579,16429.201842839037,1873.3396586518304
2016-03-16 14:00:00,45421.956691910644,16755.802271675424,1910.5802709301788
2016-03-16 15:00:00,48337.890817877706,17831.467417132186,2033.232983806304
2016-03-16 16:00:00,51200.30978223183,18887.39124072989,2153.634692555354
2016-03-16 17:00:00,52330.9781167905,19304.48588896823,2201.193907752219
2016-03-16 18:00:00,52694.45309446574,19438.568947035004,2216.4827277833206
2016-03-16 19:00:00,51943.52834671265,19161.558718708595,2184.896637872188
2016-03-16 20:00:00,46551.7687838835,17172.58105876401,1958.10347006101
2016-03-16 21:00:00,36734.519416308816,13551.07504636214,1545.1612649571427
2016-03-16 22:00:00,28223.896234676224,10411.573148471216,1187.179576619967
2016-03-16 23:00:00,29606.72801075517,10921.688905309471,1245.345523263615
2016-03-17 00:00:00,31257.56371619182,11530.669202017927,1314.78449857566
2016-03-17 01:00:00,31975.523124391322,11795.518776079152,1344.983969944514
2016-03-17 02:00:00,35485.26148361583,13090.233628884114,1492.613824614677
2016-03-17 03:00:00,43019.33999613508,15869.495885490807,1809.519189640967
2016-03-17 04:00:00,58168.840066825316,21458.027207929983,2446.751445966703
2016-03-17 05:00:00,69222.93184959877,25535.794651138578,2911.7188584555547
2016-03-17 06:00:00,67253.57390224177,24809.314006724962,2828.881906579152
2016-03-17 07:00:00,65053.45857800965,23997.708782455054,2736.338624906797
2016-03-17 08:00:00,61261.16016546871,22598.75975023423,2576.823468445672
2016-03-17 09:00:00,57852.886552662385,21341.47444367406,2433.461517600446
2016-03-17 10:00:00,54841.05325708487,20230.432849445842,2306.775005328599
2016-03-17 11:00:00,53591.79532439189,19769.591431967816,2254.2275649861335
2016-03-17 12:00:00,53127.283721591375,19598.236758231124,2234.688849163112
2016-03-17 13:00:00,53615.341995501585,19778.277613585808,2255.218006802047
2016-03-17 14:00:00,54879.58417344621,20244.64660118437,2308.395728300094
2016-03-17 15:00:00,57521.092550662026,21219.07824814785,2419.505292012573
2016-03-17 16:00:00,59848.35989888653,22077.588853154895,2517.3969594908613
2016-03-17 17:00:00,61142.57056733439,22555.012980994543,2571.835243300072
2016-03-17 18:00:00,61034.68400152267,22515.214476126665,2567.2972189798857
2016-03-17 19:00:00,58920.1929358713,21735.195366831264,2478.3555439108527
2016-03-17 20:00:00,53159.39281855915,19610.081551346568,2236.039451639358
2016-03-17 21:00:00,41061.11320239358,15147.121436023881,1727.1504466229965
2016-03-17 22:00:00,32523.51837930805,11997.669911915984,1368.034252205774
2016-03-17 23:00:00,37283.370913811355,13753.542043348718,1568.247563284436
2016-03-18 00:00:00,38800.63277586206,14313.248000696945,1632.068032295299
2016-03-18 01:00:00,39731.3684666347,14656.589070469818,1671.217496073408
2016-03-18 02:00:00,42840.38529570135,15803.480905194092,1801.9918318400244
2016-03-18 03:00:00,49425.31890185311,18232.611077308404,2078.973387668492
2016-03-18 04:00:00,66985.14185159115,24710.29153627989,2817.590869877738
2016-03-18 05:00:00,79294.05714386534,29250.953494439862,3335.339827138272
2016-03-18 06:00:00,77089.23248541131,28437.611033846355,3242.598457102734
2016-03-18 07:00:00,75393.87216551266,27812.205957351158,3171.2866463569617
2016-03-18 08:00:00,72484.35985893913,26738.909770517475,3048.9040539760845
2016-03-18 09:00:00,69117.18589025155,25496.785799145062,2907.270874300452
2016-03-18 10:00:00,66157.1552711154,24404.85380447643,2782.763334023616
2016-03-18 11:00:00,64398.861121159905,23756.232933474963,2708.804342424401
2016-03-18 12:00:00,64245.59369830038,23699.693787670603,2702.3574666044556
2016-03-18 13:00:00,64852.66969163783,23923.639342839844,2727.8928574220076
2016-03-18 14:00:00,66101.071381745,24384.164899168125,2780.4042816984397
2016-03-18 15:00:00,68810.65104453251,25383.70750753634,2894.3771226605604
2016-03-18 16:00:00,70448.21498988915,25987.791956423745,2963.2578489490907
2016-03-18 17:00:00,70523.56433744018,26015.58773760131,2966.427262760014
2016-03-18 18:00:00,69733.68055203288,25724.2058269615,2933.20244184437
2016-03-18 19:00:00,67580.65857002018,24929.972965927573,2842.6400438038418
2016-03-18 20:00:00,61161.40790422216,22561.961926288932,2572.627596752802
2016-03-18 21:00:00,48261.68522774086,17803.35577480488,2030.027553929348
2016-03-18 22:00:00,39571.679224381616,14597.680966042366,1664.5004997582128
2016-03-18 23:00:00,40695.06949696092,15012.090794507869,1711.7535783937954
2016-03-19 00:00:00,42312.93986284399,15608.910436951139,1779.8059351635613
2016-03-19 01:00:00,43387.952429325174,16005.474110456053,1825.0241060682677
2016-03-19 02:00:00,46743.99524439725,17243.491886881777,1966.1890768854678
2016-03-19 03:00:00,53896.18956364641,19881.880070702176,2267.031276460942
2016-03-19 04:00:00,73036.6363267849,26942.640212103033,3072.1344165675105
2016-03-19 05:00:00,86489.49171369777,31905.292666322388,3638.000838048424
2016-03-19 06:00:00,84032.93173501635,30999.087027703834,3534.670744599119
2016-03-19 07:00:00,82159.47295726977,30307.98283206167,3455.8675921184376
2016-03-19 08:00:00,78982.81296392436,29136.137966507536,3322.247987135197
2016-03-19 09:00:00,75389.59095258362,27810.62665160243,3171.106566026795
2016-03-19 10:00:00,72157.27519116069,26618.25081131486,3035.1459167513945
2016-03-19 11:00:00,70276.53835143478,25924.46179589986,2956.0366277094304
2016-03-19 12:00:00,70064.19019015454,25846.12823076309,2947.104643333192
2016-03-19 13:00:00,70650.2882401397,26062.335187763576,2971.75764053293
2016-03-19 14:00:00,72001.43904054377,26560.76408206127,3028.590992733349
2016-03-19 15:00:00,74969.17584295219,27655.53882707761,3153.4226776044848
2016-03-19 16:00:00,76681.23289327408,28287.103195992844,3225.436801637906
2016-03-19 17:00:00,76795.96939977226,28329.428590058676,3230.262954486357
2016-03-19 18:00:00,75935.01747974294,28011.830203990026,3194.0488000899554
2016-03-19 19:00:00,73588.05655204486,27146.054792538846,3095.3287630929035
2016-03-19 20:00:00,66592.12650470555,24565.311268546913,2801.059495568491
2016-03-19 21:00:00,52621.244353379196,19411.5628187318,2213.40335413748
2016-03-19 22:00:00,43165.329357015245,15923.35021152234,1815.6599288996308
2016-03-19 23:00:00,42830.96662725746,15800.0064325469,1801.5956551136592
2016-03-20 00:00:00,44528.89567491352,16426.35909249133,1873.0155140575314
2016-03-20 01:00:00,45601.33951363728,16821.975182547005,1918.1256367641377
2016-03-20 02:00:00,49069.12198615723,18101.21283901446,2063.990704198673
2016-03-20 03:00:00,56435.37695185824,20818.566310271126,2373.8369202824524
2016-03-20 04:00:00,76307.05488327624,28149.071873554254,3209.697780781389
2016-03-20 05:00:00,90313.89922320649,33316.08649165865,3798.8665969857943
2016-03-20 06:00:00,87770.43062206561,32377.820946340977,3691.8808728341182
2016-03-20 07:00:00,85914.52481732811,31693.191904268588,3613.8160497071176
2016-03-20 08:00:00,82649.2437163516,30488.655409715837,3476.4687818894386
2016-03-20 09:00:00,78878.77948974876,29097.760836813508,3317.8720351121606
2016-03-20 10:00:00,75530.44285794892,27862.585810735487,3177.0312088892592
2016-03-20 11:00:00,73528.11957103833,27123.94451205669,3092.807638470578
2016-03-20 12:00:00,73234.8564853993,27015.762068269014,3080.4721358542006
2016-03-20 13:00:00,73915.14121982329,27266.713751741452,3109.0869003175926
2016-03-20 14:00:00,75283.84499323642,27771.617799608917,3166.6585818716926
2016-03-20 15:00:00,78291.39707588489,28881.08008808841,3293.165013813373
2016-03-20 16:00:00,80089.9346273733,29544.546433127878,3368.816760516148
2016-03-20 17:00:00,80131.89051407787,29560.023629465388,3370.581547751776
2016-03-20 18:00:00,79221.27652407173,29224.105296711532,3332.2784615254486
2016-03-20 19:00:00,76742.0261168664,28309.52933762474,3227.993942326264
2016-03-20 20:00:00,69461.82353103903,25623.91991191745,2921.7673408788232
2016-03-20 21:00:00,55066.673178445126,20313.662262403668,2316.265238728353
2016-03-20 22:00:00,45323.48879454278,16719.478239454736,1906.4384233363583
2016-03-20 23:00:00,41205.81819939503,15200.501970330792,1733.23716178261
2016-03-21 00:00:00,42911.025309030454,15829.539450048062,1804.9631572877652
2016-03-21 01:00:00,44087.502621929816,16263.532669797758,1854.449232017407
2016-03-21 02:00:00,47090.34537035634,17371.25772195365,1980.7575755959047
2016-03-21 03:00:00,54435.19427141217,20080.71466446669,2289.703390028854
2016-03-21 04:00:00,74020.03093658469,27305.406742585223,3113.498868406662
2016-03-21 05:00:00,88979.01703193277,32823.65895920612,3742.717550040007
2016-03-21 06:00:00,86337.08053342406,31849.069381667767,3631.5899782945107
2016-03-21 07:00:00,84051.34095061121,31005.878042423352,3535.4450900188335
2016-03-21 08:00:00,80761.22881464631,29792.181574528,3397.0533562861915
2016-03-21 09:00:00,77337.97095658834,28529.36869784729,3253.061124285384
2016-03-21 10:00:00,74103.9427099938,27336.361135260235,3117.0284428779173
2016-03-21 11:00:00,71892.69623214622,26520.649716043645,3024.0169523471304
2016-03-21 12:00:00,71390.9380768631,26335.555082293045,3002.9115376516643
2016-03-21 13:00:00,72132.44415617229,26609.09083797226,3034.1014508364315
2016-03-21 14:00:00,73443.77967633631,27092.832188806806,3089.260055966306
2016-03-21 15:00:00,76438.91624149057,28197.714490614988,3215.2442549505045
2016-03-21 16:00:00,78171.52311387185,28836.8595271241,3288.1227645687222
2016-03-21 17:00:00,78471.20801890444,28947.410929534864,3300.7283876803485
2016-03-21 18:00:00,77635.94337644932,28639.288377958568,3265.594715264944
2016-03-21 19:00:00,75061.65004221938,27689.651831250078,3157.3124127360725
2016-03-21 20:00:00,68033.6108979123,25097.063514142705,2861.6925427354145
2016-03-21 21:00:00,53922.73308380645,19891.67176634428,2268.1477745079724
2016-03-21 22:00:00,44005.303333692296,16233.209999422234,1850.9916896782183
2016-03-21 23:00:00,41628.37391549098,15356.379447729974,1751.0110903700036
2016-03-22 00:00:00,42309.51489250075,15607.646992352164,1779.6618708994292
2016-03-22 01:00:00,44098.63377554531,16267.638864744446,1854.9174408758392
2016-03-22 02:00:00,47146.85738101963,17392.104557836825,1983.1346359540976
2016-03-22 03:00:00,54662.09855665113,20164.41786914913,2299.2476475276567
2016-03-22 04:00:00,75601.08287127805,27888.64435558946,3180.002534337
2016-03-22 05:00:00,89798.44118655044,33125.93807951213,3777.184925233797
2016-03-22 06:00:00,85430.31963505401,31514.572424087757,3593.448964365332
2016-03-22 07:00:00,83200.23582031867,30691.912059576778,3499.645120381815
2016-03-22 08:00:00,79718.75346642581,29407.6206247134,3353.2037958907476
2016-03-22 09:00:00,75910.61456604741,28002.828161222293,3193.0223422080085
2016-03-22 10:00:00,73960.95019816398,27283.612323252815,3111.01375985037
2016-03-22 11:00:00,71197.85537376351,26264.328393025535,2994.7899147611733
2016-03-22 12:00:00,70192.62657802564,25893.50740322485,2952.507053238175
2016-03-22 13:00:00,69947.74119848473,25803.171114397763,2942.206458352674
2016-03-22 14:00:00,71491.11845940255,26372.510836813213,3007.1254173775505
2016-03-22 15:00:00,75015.8410638787,27672.753259738714,3155.3855532032953
2016-03-22 16:00:00,78090.18006822014,28806.852717898317,3284.701238295566
2016-03-22 17:00:00,78669.42817751883,29020.532785700845,3309.0661069670386
2016-03-22 18:00:00,77760.5266726843,28685.24617524647,3270.835052872777
2016-03-22 19:00:00,75119.01829546847,27710.814528282994,3159.725489160298
2016-03-22 20:00:00,68865.02244873128,25403.764690545147,2896.6641428536695
2016-03-22 21:00:00,54639.836249420136,20156.205479255757,2298.3112298107926
2016-03-22 22:00:00,44690.72552363112,16486.056849793145,1879.8225505378095
2016-03-22 23:00:00,46904.96885052904,17302.873783033843,1972.9600972997127
2016-03-23 00:00:00,48293.79432470864,17815.200567920318,2031.3781564055935
2016-03-23 01:00:00,48528.832914512765,17901.90445352533,2041.2645665317118
2016-03-23 02:00:00,52578.860345381734,19395.92769181942,2211.6205588688354
2016-03-23 03:00:00,62789.55318113491,23162.571902529144,2641.112146314967
2016-03-23 04:00:00,85575.02463205547,31567.95295839468,3599.5356795249468
2016-03-23 05:00:00,95057.48314857946,35065.957261246236,3998.395602809826
2016-03-23 06:00:00,89839.5408306692,33141.0994146999,3778.9136964033914
2016-03-23 07:00:00,88168.58342446607,32524.696380972426,3708.628343539565
2016-03-23 08:00:00,84881.04001625859,31311.947496526314,3570.344658005023
2016-03-23 09:00:00,81183.78453074227,29948.05905192718,3414.8272848735846
2016-03-23 10:00:00,79060.30291793992,29164.723400559455,3325.5074411112023
2016-03-23 11:00:00,76771.56648607676,28320.42654729094,3229.2364966044097
2016-03-23 12:00:00,76218.86189693808,28116.53817513051,3205.988125979967
2016-03-23 13:00:00,77655.20883462999,28646.395253827828,3266.405076750691
2016-03-23 14:00:00,79375.82831080993,29281.118234240508,3338.779361444444
2016-03-23 15:00:00,82077.70179032518,30277.818092261015,3452.4280578122653
2016-03-23 16:00:00,85646.52088797039,31594.327364398385,3602.54302103872
2016-03-23 17:00:00,86386.74260340087,31867.389328352972,3633.6789101244367
2016-03-23 18:00:00,85464.14121719342,31527.04893950269,3594.8715989736443
2016-03-23 19:00:00,83154.85496327089,30675.171418640293,3497.7362688820544
2016-03-23 20:00:00,75819.42473065892,27969.18894877444,3189.18663117547
2016-03-23 21:00:00,60532.49772494662,22329.96191180119,2546.173796251403
2016-03-23 22:00:00,50604.79306380279,18667.709811082208,2128.58551862925
2016-03-23 23:00:00,51329.174291395844,18934.928343766518,2159.055110493353
2016-03-24 00:00:00,52720.14037203997,19448.044781527355,2217.563209764317
2016-03-24 01:00:00,54013.922919194934,19925.310978792128,2271.98348554051
2016-03-24 02:00:00,57748.853078486776,21303.097313980034,2429.0855655774094
2016-03-24 03:00:00,65422.07101119975,24133.687007420296,2751.843541334097
2016-03-24 04:00:00,86019.84265538242,31732.042825687233,3618.246025829204
2016-03-24 05:00:00,101627.4325094796,37489.55986324001,4274.746877482712
2016-03-24 06:00:00,98175.91864609,36216.32356861771,4129.566115302808
2016-03-24 07:00:00,97330.80721389808,35904.568613819334,4094.0182581280205
2016-03-24 08:00:00,94293.71476203926,34784.20911567365,3966.269271908195
2016-03-24 09:00:00,90349.8614118104,33329.35265994794,3800.379271759189
2016-03-24 10:00:00,86489.91983499068,31905.450596897263,3638.018846081441
2016-03-24 11:00:00,84495.73085264527,31169.80997914104,3554.1374282900747
2016-03-24 12:00:00,83752.08416687153,30895.48457058746,3522.857474940224
2016-03-24 13:00:00,84258.5516563766,31082.31644066166,3544.160977998873
2016-03-24 14:00:00,85134.91594295047,31405.600327425724,3581.0234215838727
2016-03-24 15:00:00,88326.56018154754,32582.972763100384,3715.2733077226935
2016-03-24 16:00:00,90661.1055917514,33444.16818788027,3813.4711117622646
2016-03-24 17:00:00,90981.76844013626,33562.458188459794,3826.959128491705
2016-03-24 18:00:00,89637.03945912575,33066.39825278519,3770.395896786535
2016-03-24 19:00:00,85703.8891412195,31615.490061431312,3604.9560974629467
2016-03-24 20:00:00,78106.02055605759,28812.6961491686,3285.3675355171813
2016-03-24 21:00:00,63941.19945904586,23587.405148936235,2689.553755129646
2016-03-24 22:00:00,53635.891817560965,19785.858281179688,2256.0823923868443
2016-03-24 23:00:00,51660.11205081041,19057.00867814298,2172.975320015192
2016-03-25 00:00:00,53137.55863262107,19602.027092028067,2235.121041955511
2016-03-25 01:00:00,54410.79135771666,20071.71262169896,2288.6769321469073
2016-03-25 02:00:00,58079.79083790134,21425.177648356494,2443.0057750992482
2016-03-25 03:00:00,65484.148598670785,24156.58694077682,2754.454706121506
2016-03-25 04:00:00,86215.0659649465,31804.0591678291,3626.4576888847773
2016-03-25 05:00:00,101974.63887802447,37617.64155946161,4289.351392259181
2016-03-25 06:00:00,98647.70831086987,36390.363062127224,4149.410967687111
2016-03-25 07:00:00,98342.02970773663,36277.60063166824,4136.553232113251
2016-03-25 08:00:00,94507.77540849111,34863.17440310991,3975.2732884164993
2016-03-25 09:00:00,90498.8476217409,33384.31250000358,3806.6460672489693
2016-03-25 10:00:00,86923.17858340922,32065.27633866825,3656.242975494248
2016-03-25 11:00:00,84786.42521052687,31277.04483947948,3566.364882708352
2016-03-25 12:00:00,83796.60878133352,30911.909350374204,3524.730310373952
2016-03-25 13:00:00,84738.04750442875,31259.19868451889,3564.329974977476
2016-03-25 14:00:00,85988.16167970754,31720.355963146663,3616.913431385975
2016-03-25 15:00:00,89066.78189697803,32856.03472705499,3746.4091968084117
2016-03-25 16:00:00,90760.42973170504,33480.808081250696,3817.648975422118
2016-03-25 17:00:00,90536.5222955164,33398.210390592365,3808.2307741544314
2016-03-25 18:00:00,89330.07649211382,32953.1620306016,3757.484137113627
2016-03-25 19:00:00,86051.9517523502,31743.88761880267,3619.5966283054495
2016-03-25 20:00:00,77864.56014685989,28723.623304940502,3275.2110048958134
2016-03-25 21:00:00,63676.19237873846,23489.646123090144,2678.4067826923647
2016-03-25 22:00:00,53723.65668260623,19818.234049028553,2259.7740391552493
2016-03-25 23:00:00,47565.13188418654,17546.40272948728,2000.7284842113245
2016-03-26 00:00:00,49234.37680521806,18162.174040915255,2070.941804943084
2016-03-26 01:00:00,50467.366128780704,18617.014096548126,2122.8049400309183
2016-03-26 02:00:00,54180.03398084156,19986.588041842664,2278.970602350955
2016-03-26 03:00:00,61927.74501851978,22844.65765531075,2604.861975852533
2016-03-26 04:00:00,82982.75020352358,30611.683327541534,3490.497039609377
2016-03-26 05:00:00,98237.56811226811,36239.065571399355,4132.1592720572
2016-03-26 06:00:00,95299.79980036296,35155.34596662408,4008.5881494972264
