,DE_P2HT_OTH,DE_STUR_BIO_CHP,DE_ICEN_GAS_CHP
2016-01-03 06:00:00,104211.1445121534,38442.670882595696,4383.425356737949
2016-01-03 07:00:00,104834.9172359141,38672.775730184956,4409.663060843148
2016-01-03 08:00:00,100673.57826889015,37137.69054242402,4234.624979921706
2016-01-03 09:00:00,96570.46379770112,35624.08391284574,4062.0359914905225
2016-01-03 10:00:00,92903.17680268806,34271.25060848769,3907.779180670248
2016-01-03 11:00:00,90697.49590164822,33457.59228674444,3815.001794568677
2016-01-03 12:00:00,89304.38921453958,32943.68619610924,3756.40365513263
2016-01-03 13:00:00,90380.25802360657,33340.56573076389,3801.6578421033687
2016-01-03 14:00:00,91577.28515856531,33782.13961810748,3852.0083024178093
2016-01-03 15:00:00,94678.59580435968,34926.18870248405,3982.4584935901266
2016-01-03 16:00:00,96304.17235351502,35525.85109527502,4050.8349949541916
2016-01-03 17:00:00,95891.03530586296,35373.44809052303,4033.457243093163
2016-01-03 18:00:00,94535.60329252985,34873.43989047662,3976.4438105625786
2016-01-03 19:00:00,90814.80113590384,33500.86526425951,3819.9359956152275
2016-01-03 20:00:00,82191.58205423757,30319.827625177113,3457.2181945946836
2016-01-03 21:00:00,68347.42380561071,25212.826625524263,2874.892430936589
2016-01-03 22:00:00,58358.92592087455,21528.148383173382,2454.747012626078
2016-01-03 23:00:00,55031.56723242701,20300.711955264116,2314.78858002099
2016-01-04 00:00:00,56146.39507914825,20711.963172232172,2361.6814979962405
2016-01-04 01:00:00,57721.88143703385,21293.147687763063,2427.951059497363
2016-01-04 02:00:00,61223.05737040029,22584.703929070576,2575.220753507194
2016-01-04 03:00:00,68863.73808485256,25403.29089882053,2896.6101187546196
2016-01-04 04:00:00,90199.1627167083,33273.76109759281,3794.040444137343
2016-01-04 05:00:00,108223.49726924684,39922.79623030099,4552.196642169611
2016-01-04 06:00:00,104164.05116993398,38425.29851935971,4381.444473106121
2016-01-04 07:00:00,104152.4918950256,38421.034393838156,4380.958256214673
2016-01-04 08:00:00,100196.22302730255,36961.59795144115,4214.546023108187
2016-01-04 09:00:00,96297.32241282857,35523.324206077064,4050.5468664259256
2016-01-04 10:00:00,92586.36704593932,34154.381983082014,3894.453236237956
2016-01-04 11:00:00,90339.15837948781,33325.40439557613,3799.929070933774
2016-01-04 12:00:00,88753.39711057254,32740.429546248302,3733.2273166402542
2016-01-04 13:00:00,90036.4766254049,33213.74747914125,3787.1973915910316
2016-01-04 14:00:00,91148.30762307579,33623.89318208521,3833.964253335166
2016-01-04 15:00:00,94385.76084001355,34818.164189271236,3970.1409990067655
2016-01-04 16:00:00,95665.4153845027,35290.218677565215,4023.9670096934105
2016-01-04 17:00:00,95935.55992032494,35389.87287030977,4035.3300785268907
2016-01-04 18:00:00,94265.88687800054,34773.94362830693,3965.098749762115
2016-01-04 19:00:00,90583.18751644292,33415.42482325347,3810.1936497532415
2016-01-04 20:00:00,81968.95898192763,30237.70372624339,3447.854017426046
2016-01-04 21:00:00,67726.21980960744,24983.669361384233,2848.762775029489
2016-01-04 22:00:00,57404.21543769931,21175.96320120765,2414.589098999039
2016-01-04 23:00:00,47574.978673923324,17550.03513270935,2001.1426689707066
2016-01-05 00:00:00,48394.402828541,17852.314253015364,2035.6100441644967
2016-01-05 01:00:00,50026.8293183828,18454.503535004296,2104.2746740568277
2016-01-05 02:00:00,53113.155718925555,19593.025049260334,2234.0945840735644
2016-01-05 03:00:00,60868.57293987602,22453.937413076128,2560.3101021694415
2016-01-05 04:00:00,82274.63758506087,30350.466156702376,3460.711752999905
2016-01-05 05:00:00,97270.01399030577,35882.142472187435,4091.461117439662
2016-01-05 06:00:00,92691.68488399363,34193.23290450066,3898.883212360043
2016-01-05 07:00:00,90645.69322520685,33438.482687184856,3812.822822573666
2016-01-05 08:00:00,87465.18014022529,32265.216446456874,3679.0411452932767
2016-01-05 09:00:00,83622.36341512171,30847.631606401086,3517.4010409361913
2016-01-05 10:00:00,81363.1673524689,30014.23196279877,3422.372650707544
2016-01-05 11:00:00,78856.51718251777,29089.548446920136,3316.935617395297
2016-01-05 12:00:00,77623.95598024802,28634.866321862137,3265.090490340479
2016-01-05 13:00:00,77569.15645475633,28614.651208278457,3262.7854621143533
2016-01-05 14:00:00,78617.6255010775,29001.423186141274,3306.8871349720293
2016-01-05 15:00:00,82334.1464447745,30372.418506609658,3463.214869589214
2016-01-05 16:00:00,84972.65797293998,31345.744639549033,3574.1983770705774
2016-01-05 17:00:00,85343.41101259456,31482.512517388637,3589.793333662961
2016-01-05 18:00:00,84284.66705524373,31091.95020572888,3545.259468012886
2016-01-05 19:00:00,81480.04446543162,30057.347009738973,3427.2888437210786
2016-01-05 20:00:00,74407.48070666252,27448.333912844857,3129.796138286693
2016-01-05 21:00:00,60426.32364430651,22290.795129232807,2541.707804063284
2016-01-05 22:00:00,50323.08925307216,18563.791492816086,2116.7362329043212
2016-01-05 23:00:00,42903.319125758186,15826.696699700353,1804.6390126934657
2016-01-06 00:00:00,44122.608567947915,16276.482976937305,1855.925890724769
2016-01-06 01:00:00,44338.381699571386,16356.07998667306,1865.0019393651405
2016-01-06 02:00:00,47911.91013143853,17674.326495134024,2015.314990954778
2016-01-06 03:00:00,57024.47185089374,21035.878781295723,2398.6159737133066
2016-01-06 04:00:00,77719.42702856555,28670.084840058713,3269.106281703183
2016-01-06 05:00:00,86494.20104791972,31907.029902645983,3638.1989264116064
2016-01-06 06:00:00,81667.56159172342,30126.520601533135,3435.1763621823534
2016-01-06 07:00:00,80316.83891261226,29628.24963781032,3378.3610180149512
2016-01-06 08:00:00,77373.50502389936,28542.47693556171,3254.555791025762
2016-01-06 09:00:00,74034.15893925051,27310.618451556013,3114.0931334962097
2016-01-06 10:00:00,72123.45360902132,26605.774295899937,3033.723282143083
2016-01-06 11:00:00,70044.92473197386,25839.02135489383,2946.294281847445
2016-01-06 12:00:00,69540.1697276404,25652.821207119123,2925.062810920863
2016-01-06 13:00:00,70828.38669798762,26128.034306910547,2979.2489822678394
2016-01-06 14:00:00,72388.4606893287,26703.53332174603,3044.870254580364
2016-01-06 15:00:00,74897.67958703727,27629.1644210739,3150.415336090711
2016-01-06 16:00:00,78068.34588228205,28798.79825857982,3283.782828611719
2016-01-06 17:00:00,78677.1343607911,29023.37553604855,3309.390251561337
2016-01-06 18:00:00,77798.62946775272,28699.30199641013,3272.4377678112555
2016-01-06 19:00:00,75671.29476331426,27914.54496986855,3182.955851751724
2016-01-06 20:00:00,68975.90586359333,25444.66870943713,2901.328223404971
2016-01-06 21:00:00,55206.240719931724,20365.147629812105,2322.1358574917667
2016-01-06 22:00:00,46166.88774156307,17030.601471953614,1941.9142483790786
2016-01-06 23:00:00,38713.296032109705,14281.030163422953,1628.394393559911
2016-01-07 00:00:00,40097.412172067365,14791.619711985824,1686.6143643026087
2016-01-07 01:00:00,41108.206544612985,15164.493799259855,1729.131330254823
2016-01-07 02:00:00,44669.74758027885,16478.318251624394,1878.9401569199963
2016-01-07 03:00:00,51871.60396950484,19135.02638213001,2181.8712883253975
2016-01-07 04:00:00,70235.86682860891,25909.458391286975,2954.3258645728524
2016-01-07 05:00:00,83183.53908989542,30685.752767156748,3498.942807094167
2016-01-07 06:00:00,80427.72232747433,29669.153656702303,3383.025098566253
2016-01-07 07:00:00,78719.94649008146,29039.1685935358,3311.1910548629985
2016-01-07 08:00:00,75550.99268000832,27870.16647832937,3177.8955944740565
2016-01-07 09:00:00,72170.11882994781,26622.98872856104,3035.6861577418927
2016-01-07 10:00:00,69004.16186892497,25455.092127378717,2902.5167535840674
2016-01-07 11:00:00,67054.06937974865,24735.718358834365,2820.490163193412
2016-01-07 12:00:00,66940.61723712916,24693.866756493146,2815.7180344440108
2016-01-07 13:00:00,67463.78145705747,24886.85791898737,2837.723850790307
2016-01-07 14:00:00,68690.34896122657,25339.32901599716,2889.316865382893
2016-01-07 15:00:00,71381.5194084192,26332.08060964585,3002.515360925299
2016-01-07 16:00:00,73788.41731712379,27219.966301579185,3103.756522544676
2016-01-07 17:00:00,74384.79027813865,27439.96359237661,3128.841712536813
2016-01-07 18:00:00,73624.8749832346,27159.63682197788,3096.8774539323313
2016-01-07 19:00:00,70628.45405420162,26054.28072844508,2970.8392308490834
2016-01-07 20:00:00,64200.21284125259,23682.953146734115,2700.448615104695
2016-01-07 21:00:00,50648.46143567897,18683.818729719205,2130.4223379969444
2016-01-07 22:00:00,41366.791805526824,15259.883866482862,1740.0081821968554
2016-01-07 23:00:00,36014.8475229377,13285.593750001426,1514.8897614562227
2016-01-08 00:00:00,37597.61194280267,13869.463085305151,1581.465459518627
2016-01-08 01:00:00,38486.81986816365,14197.484889315387,1618.8681440941248
2016-01-08 02:00:00,41763.232122755646,15406.12757881482,1756.6836207702354
2016-01-08 03:00:00,48802.40242067823,18002.822090868878,2052.7716996293257
2016-01-08 04:00:00,66156.29902852958,24404.537943326683,2782.7273179575827
2016-01-08 05:00:00,78465.21432080379,28945.199901486652,3300.4762752181164
2016-01-08 06:00:00,76319.89852206335,28153.809790800424,3210.238021771887
2016-01-08 07:00:00,74506.8048466162,27484.973806215283,3133.9740019465467
2016-01-08 08:00:00,71146.05269732219,26245.218793465963,2992.610942766164
2016-01-08 09:00:00,67613.19578828086,24941.975689617888,2844.008654313104
2016-01-08 10:00:00,64624.90916381306,23839.62027700766,2718.3125838571714
2016-01-08 11:00:00,62921.41453934925,23211.214519589885,2646.658620484083
2016-01-08 12:00:00,62713.34759099805,23134.46026020183,2637.9067164380103
2016-01-08 13:00:00,63328.12976760777,23361.248565718783,2663.766251849862
2016-01-08 14:00:00,64600.07812882465,23830.460303665055,2717.268117942208
2016-01-08 15:00:00,67282.25802886632,24819.895355241424,2830.088444791265
2016-01-08 16:00:00,69142.87316782578,25506.261633637416,2908.3513562814487
2016-01-08 17:00:00,69390.75539641701,25597.70343648861,2918.7780073980657
2016-01-08 18:00:00,68819.6415916835,25387.02404960866,2894.755291353909
2016-01-08 19:00:00,66717.56604352634,24611.584926984564,2806.3358492423577
2016-01-08 20:00:00,60305.59343970766,22246.25870711875,2536.6295387525997
2016-01-08 21:00:00,47285.14055862752,17443.11613352065,1988.951230618462
2016-01-08 22:00:00,38467.12628869008,14190.22008287125,1618.0397745753608
2016-01-08 23:00:00,36436.11887515494,13440.99743567599,1532.6096659445661
2016-01-09 00:00:00,38008.18026269732,14020.918506607903,1598.7351631815554
2016-01-09 01:00:00,38948.76274320674,14367.891979602839,1638.298811719046
2016-01-09 02:00:00,42272.69646131105,15594.064962913126,1778.1131800600006
2016-01-09 03:00:00,49414.61586953051,18228.662812936585,2078.5231868430765
2016-01-09 04:00:00,66948.32342040142,24696.70950684085,2816.0421790383093
2016-01-09 05:00:00,79443.89959638163,29306.229195645243,3341.6426386940852
2016-01-09 06:00:00,77225.80317784757,28487.990887230688,3248.343019635032
2016-01-09 07:00:00,75420.84380696558,27822.155583568125,3172.4211524370075
2016-01-09 08:00:00,71958.62691125339,26544.971024574013,3026.7901894316883
2016-01-09 09:00:00,68412.49824213207,25236.83207290489,2877.629651955114
2016-01-09 10:00:00,65380.115124495176,24118.209811082794,2750.07875409847
2016-01-09 11:00:00,63699.73904984817,23498.332304708132,2679.3972245082787
2016-01-09 12:00:00,63460.419247115,23410.04911335439,2669.3307340519937
2016-01-09 13:00:00,64049.9422674434,23627.519514953856,2694.127795515865
2016-01-09 14:00:00,65341.58420813386,24103.996059344267,2748.458031126975
2016-01-09 15:00:00,68082.41672530331,25115.067599678172,2863.7454584993075
2016-01-09 16:00:00,69939.17877262665,25800.012502900314,2941.8462976923424
2016-01-09 17:00:00,70229.44500921536,25907.089432663885,2954.0557440776033
2016-01-09 18:00:00,69660.04368965344,25697.041768083425,2930.105060165513
2016-01-09 19:00:00,67519.00910384205,24907.23096314593,2840.04688704945
2016-01-09 20:00:00,61020.98412014973,22510.160697730742,2566.720961923354
2016-01-09 21:00:00,47857.110605946866,17654.111381550345,2013.0099627286522
2016-01-09 22:00:00,38923.50358692542,14358.574075685361,1637.236337771066
2016-01-09 23:00:00,34363.15557491524,12676.297592143224,1445.414770078144
2016-01-10 00:00:00,35982.31030467702,13273.591026311113,1513.5211509469602
2016-01-10 01:00:00,36819.71555359666,13582.503230761773,1548.7448635274482
2016-01-10 02:00:00,40206.5831017578,14831.89200857832,1691.2064127218443
2016-01-10 03:00:00,47559.99442867171,17544.507562588813,2000.5123878151253
2016-01-10 04:00:00,64480.632288104505,23786.397673275616,2712.243876730574
2016-01-10 05:00:00,76616.15845675272,28263.097748612214,3222.6995806193804
2016-01-10 06:00:00,74556.46691659302,27503.2937529005,3136.0629337764735
2016-01-10 07:00:00,72670.16450005933,26807.451640012154,3056.7195403052933
2016-01-10 08:00:00,68944.65300921137,25433.139777471435,2900.0136369947586
2016-01-10 09:00:00,65308.19074728736,24091.67747450421,2747.0534045516797
2016-01-10 10:00:00,62335.31648936409,22995.007562589395,2622.005623284345
2016-01-10 11:00:00,60705.88684857261,22393.923794624567,2553.46704962313
2016-01-10 12:00:00,60457.576498688475,22302.3240611985,2543.022390473496
2016-01-10 13:00:00,61072.786796591085,22529.27029729032,2568.8999339183642
2016-01-10 14:00:00,62352.01321978734,23001.166855009422,2622.7079365719924
2016-01-10 15:00:00,64977.681109165715,23969.75507070262,2733.1512030628573
2016-01-10 16:00:00,67014.68222080151,24721.188745946096,2818.833424155884
2016-01-10 17:00:00,67415.83187225225,24869.16969460165,2835.706951092447
2016-01-10 18:00:00,67048.07568164798,24733.507330786153,2820.23805073118
2016-01-10 19:00:00,65021.34948104189,23985.863989339618,2734.9880224305516
2016-01-10 20:00:00,58703.13544036913,21655.124565370894,2469.2254711714318
2016-01-10 21:00:00,45746.47263193164,16875.513647428794,1924.230359956768
2016-01-10 22:00:00,36932.31145363033,13624.038971953249,1553.4809762108164
2016-01-10 23:00:00,28119.43463920772,10373.038088202318,1182.7856165639143
2016-01-11 00:00:00,29705.62402941592,10958.170868105026,1249.5053788904518
2016-01-11 01:00:00,30364.930820487614,11201.383953408715,1277.23774973603
2016-01-11 02:00:00,33439.69794612196,12335.641342143188,1406.5714428613178
2016-01-11 03:00:00,40746.444052109364,15031.042463492577,1713.9145423557889
2016-01-11 04:00:00,55414.30766828293,20441.901889200155,2330.887761537839
2016-01-11 05:00:00,67334.91694789345,24839.32081595074,2832.303432852308
2016-01-11 06:00:00,65481.57987091337,24155.639357327582,2754.3466579234064
2016-01-11 07:00:00,63484.39403951762,23418.893225547254,2670.339183900924
2016-01-11 08:00:00,59366.29532307695,21899.759025848434,2497.1199143141594
2016-01-11 09:00:00,56011.108750590676,20662.057110572452,2355.9909595629924
2016-01-11 10:00:00,53333.638184770956,19674.359295319682,2243.368721077118
2016-01-11 11:00:00,51819.80129306349,19115.916782570435,2179.6923163303877
2016-01-11 12:00:00,51312.905682265504,18928.926981921362,2158.370805238722
2016-01-11 13:00:00,52050.558669938575,19201.041362426724,2189.39864612634
2016-01-11 14:00:00,53218.901678272756,19632.033901253846,2238.5425682286664
2016-01-11 15:00:00,55472.53216411783,20463.380447382817,2333.3368540280976
2016-01-11 16:00:00,57540.35800884268,21226.185124017113,2420.3156534983204
2016-01-11 17:00:00,58529.74631674313,21591.16268254752,2461.932217799705
2016-01-11 18:00:00,58436.415874890125,21556.73381722531,2458.0064666020844
2016-01-11 19:00:00,56640.87517245201,20894.37298620994,2382.4807761304246
2016-01-11 20:00:00,51044.90175290779,18830.062442051163,2147.0977765703246
2016-01-11 21:00:00,39339.20936233491,14511.92466388658,1654.7221378301936
2016-01-11 22:00:00,31139.4022393504,11487.08036335311,1309.8142814630762
2016-01-11 23:00:00,29102.82924900751,10735.80461868451,1224.1500684030657
2016-01-12 00:00:00,30239.919402959735,11155.268225545935,1271.97940409518
2016-01-12 01:00:00,31192.917400963364,11506.821685212177,1312.0652855901524
2016-01-12 02:00:00,34342.177631562954,12668.55899397447,1444.5323764603302
2016-01-12 03:00:00,41824.02534634797,15428.553720446718,1759.2407614585939
2016-01-12 04:00:00,58050.25046869098,21414.28043869029,2441.763220821102
2016-01-12 05:00:00,68867.1630551958,25404.554343419506,2896.7541830187524
2016-01-12 06:00:00,65913.12613416028,24314.833376799088,2772.4987552041484
2016-01-12 07:00:00,63511.36568097054,23428.84285176422,2671.4736899809704
2016-01-12 08:00:00,59786.71043270838,22054.846850373255,2514.80380273647
2016-01-12 09:00:00,55988.41832206678,20653.68679010421,2355.036533813112
2016-01-12 10:00:00,54382.963473677926,20061.44713433224,2287.506410000827
2016-01-12 11:00:00,52625.09744501534,19412.98419390565,2213.565426434629
2016-01-12 12:00:00,51097.98879322785,18849.64583333536,2149.3307726643843
2016-01-12 13:00:00,50787.17273457977,18734.988235977904,2136.2569406943257
2016-01-12 14:00:00,52461.55511112613,19352.65471430435,2206.6863578222847
2016-01-12 15:00:00,55321.40534772283,20407.63095445282,2326.9800183732355
2016-01-12 16:00:00,58290.85463530286,21503.03742176865,2451.8837353764366
2016-01-12 17:00:00,59567.084209448774,21973.828465463645,2505.565681798949
2016-01-12 18:00:00,59246.42136106391,21855.53846488413,2492.077665069509
2016-01-12 19:00:00,57668.79439671379,21273.56429647887,2425.7180634033034
2016-01-12 20:00:00,52204.682335383906,19257.896369380833,2195.881538012319
2016-01-12 21:00:00,40990.47318906447,15121.062891169913,1724.179121175256
2016-01-12 22:00:00,32307.31712639169,11917.914971605358,1358.940195532386
2016-01-12 23:00:00,35388.50607141959,13054.541318962922,1488.5440091529233
2016-01-13 00:00:00,37216.58399211838,13728.904873668604,1565.4383101338449
2016-01-13 01:00:00,36856.53398478637,13596.08526020081,1550.2935543668766
2016-01-13 02:00:00,40447.18726836968,14920.648991656679,1701.3269272771786
2016-01-13 03:00:00,49588.00499315651,18292.62469575996,2085.816440214803
2016-01-13 04:00:00,68626.55888858391,25315.797360341152,2886.6336684634184
2016-01-13 05:00:00,76154.21558170962,28092.69065832476,3203.268912994459
2016-01-13 06:00:00,71860.15901388554,26508.64699235333,3022.648341837868
2016-01-13 07:00:00,69661.32805353215,25697.515559808042,2930.1590842645624
2016-01-13 08:00:00,66600.26080927072,24568.31194946949,2801.4016481958065
2016-01-13 09:00:00,63179.57167897018,23306.446656238015,2657.517464393098
2016-01-13 10:00:00,61363.4811544727,22636.505157628762,2581.1273883366416
2016-01-13 11:00:00,59594.48397219462,21983.93602225549,2506.718195912012
2016-01-13 12:00:00,59075.600965195335,21792.52416550999,2484.892459895882
2016-01-13 13:00:00,60373.664725279355,22271.369668523486,2539.4928160022414
2016-01-13 14:00:00,61690.99394354403,22757.322047406247,2594.903533594348
2016-01-13 15:00:00,64314.94934775078,23725.278540799954,2705.2747679531462
2016-01-13 16:00:00,67551.11820080983,24919.07575626137,2841.397489525696
2016-01-13 17:00:00,68483.56637675408,25263.04854833373,2880.618985435871
2016-01-13 18:00:00,68147.49116182468,25139.07304705879,2866.482679517832
2016-01-13 19:00:00,66605.82638607846,24570.365046942832,2801.6357526250226
2016-01-13 20:00:00,60345.40871994769,22260.9462505819,2538.3042858231447
2016-01-13 21:00:00,47780.47689451711,17625.84180864816,2009.786524818679
2016-01-13 22:00:00,38855.432301353736,14333.463114280632,1634.3730605214255
2016-01-13 23:00:00,38454.28264990297,14185.482165625073,1617.4995335848623
2016-01-14 00:00:00,39828.98012141674,14692.597241540752,1675.3233276011947
2016-01-14 01:00:00,40836.34952361914,15064.207884215803,1717.6962292892763
2016-01-14 02:00:00,44390.612497305636,16375.347516807507,1867.1989193931668
2016-01-14 03:00:00,51562.07227473546,19020.842576497176,2168.851480454389
2016-01-14 04:00:00,69939.60689391955,25800.170433475185,2941.8643057253585
2016-01-14 05:00:00,82835.47647876471,30557.355209785386,3484.302276251664
2016-01-14 06:00:00,80080.08783763653,29540.914029905816,3368.4025757567665
2016-01-14 07:00:00,78349.62157171976,28902.558646271063,3295.6141063036307
2016-01-14 08:00:00,75195.65200689824,27739.084101185173,3162.9489270702707
2016-01-14 09:00:00,71840.89355570488,26501.54011648407,3021.8379803521207
2016-01-14 10:00:00,68701.48011484207,25343.435210943844,2889.7850742413248
2016-01-14 11:00:00,66731.69404619216,24616.796635955354,2806.9301143319053
2016-01-14 12:00:00,66658.48530510563,24589.790507652157,2803.850740686066
2016-01-14 13:00:00,67183.79013149846,24783.57132302074,2825.9465971974446
2016-01-14 14:00:00,68425.77000221208,25241.727920725938,2878.1879009786285
2016-01-14 15:00:00,71098.10311251697,26227.530569080238,2990.5940430683036
2016-01-14 16:00:00,73511.850961908,27117.943150211533,3092.1233332159463
2016-01-14 17:00:00,74097.52089060027,27333.992176637148,3116.758322382668
2016-01-14 18:00:00,73342.74305121104,27055.560573136885,3085.010160174386
2016-01-14 19:00:00,70358.73763967227,25954.784466275385,2959.494170048619
2016-01-14 20:00:00,63957.4680681762,23593.40651078139,2690.238060384277
2016-01-14 21:00:00,50381.313748907065,18585.27005099875,2119.1853253945806
2016-01-14 22:00:00,41116.76897047106,15167.652410757306,1729.4914909151553
2016-01-14 23:00:00,34266.400162719,12640.605282222035,1441.3449546163904
2016-01-15 00:00:00,35869.28628335045,13231.897354544768,1508.7670302305755
2016-01-15 01:00:00,36703.69468321975,13539.704044971319,1543.864686579947
2016-01-15 02:00:00,40062.734347342164,14778.827335421152,1685.1557136282636
2016-01-15 03:00:00,47349.786873855985,17466.9636503264,1991.67044360397
2016-01-15 04:00:00,64185.22859600096,23677.425576613576,2699.8183339491134
2016-01-15 05:00:00,76261.24590493554,28132.173302042895,3207.770921248612
2016-01-15 06:00:00,74198.55751572554,27371.263792307065,3121.008218174588
2016-01-15 07:00:00,72344.79231745252,26687.42440310903,3043.0334352126697
2016-01-15 08:00:00,68661.66483460202,25328.747667480697,2888.11032717078
2016-01-15 09:00:00,65053.886699302566,23997.86671302993,2736.356632939814
2016-01-15 10:00:00,62101.13414214578,22908.619538134124,2612.1552292242595
2016-01-15 11:00:00,60479.410684626564,22310.378520517,2543.9408001573433
2016-01-15 12:00:00,60234.95342637856,22220.200162264788,2533.6582133048596
2016-01-15 13:00:00,60850.16372428117,22447.14639835661,2559.5357567497276
2016-01-15 14:00:00,62121.68396420515,22916.200205728008,2613.019614809057
2016-01-15 15:00:00,64737.50506384674,23881.156018199134,2723.0486965405394
2016-01-15 16:00:00,66752.67198954444,24624.535234124112,2807.8125079497195
2016-01-15 17:00:00,67143.11860867261,24768.567918407854,2824.235834060867
2016-01-15 18:00:00,66764.65938574573,24628.95729022054,2808.3167328741843
2016-01-15 19:00:00,64740.50191289706,23882.26153222324,2723.1747527716557
2016-01-15 20:00:00,58451.82824143466,21562.41931792072,2458.654755790682
2016-01-15 21:00:00,45572.22726571984,16811.23590345568,1916.9010905190084
2016-01-15 22:00:00,36813.29373420309,13580.134272138686,1548.474743032199
2016-01-15 23:00:00,30248.481828817807,11158.426837043386,1272.3395647555124
2016-01-16 00:00:00,31840.66491712666,11745.770644994309,1339.3114395442824
2016-01-16 01:00:00,32572.32420669907,12015.673997451451,1370.0871679696675
2016-01-16 02:00:00,36003.288248029305,13281.329624479868,1514.4035445647742
2016-01-16 03:00:00,43530.5168198621,16058.064991888603,1831.0207810627985
2016-01-16 04:00:00,59018.66083323915,21771.519399051944,2482.4973915046726
2016-01-16 05:00:00,70388.27800888263,25965.68167594159,2960.736724326765
2016-01-16 06:00:00,68518.24420147928,25275.8409248984,2882.0776361102157
2016-01-16 07:00:00,66642.21669597528,24583.789145807,2803.1664354314344
2016-01-16 08:00:00,62466.74972628552,23043.492249075258,2627.5340894204437
2016-01-16 09:00:00,58824.721887553766,21699.976848634687,2474.339752548148
