,SE_P2HT_OTH,SE_STUR_BIO_CHP,SE_ICEN_GAS_CHP
2016-01-09 18:00:00,9720.5519957929,4948.236787175522,1259.4808947357694
2016-01-09 19:00:00,9389.259341318062,4779.592609262279,1216.5556813262895
2016-01-09 20:00:00,8516.956663939362,4335.547847233834,1103.5324129912367
2016-01-09 21:00:00,6968.695396145946,3547.4070744906626,902.9259569289515
2016-01-09 22:00:00,5856.281528826765,2981.1339633324355,758.791754104459
2016-01-09 23:00:00,6102.471483069534,3106.4567010477813,790.690307188568
2016-01-10 00:00:00,6272.676883533672,3193.099581443576,812.7436278393102
2016-01-10 01:00:00,6416.135721067729,3266.1271520628875,831.3314266735068
2016-01-10 02:00:00,6847.120110100133,3485.5193027793807,887.1735850355642
2016-01-10 03:00:00,7682.342325234862,3910.6882944358863,995.3923799431341
2016-01-10 04:00:00,10111.416540430186,5147.205973227292,1310.1247703730091
2016-01-10 05:00:00,12021.972160640124,6119.772305670083,1557.6732946775885
2016-01-10 06:00:00,11646.912403188791,5928.8485299407785,1509.0772273864889
2016-01-10 07:00:00,11583.693254444968,5896.666888650912,1500.8859940019277
2016-01-10 08:00:00,11113.196897447677,5657.161212128252,1439.9243147745192
2016-01-10 09:00:00,10628.719382555117,5410.538441858796,1377.1511127793717
2016-01-10 10:00:00,10213.539780708668,5199.19170146477,1323.3567627634545
2016-01-10 11:00:00,9945.466274977653,5062.729164841393,1288.6227827385358
2016-01-10 12:00:00,9806.870448885427,4992.177105090532,1270.6650787800745
2016-01-10 13:00:00,9895.012531268641,5037.045739581212,1282.0855484027802
2016-01-10 14:00:00,10037.863492372471,5109.763871341967,1300.59458537751
2016-01-10 15:00:00,10386.176686893723,5287.07233729479,1345.7251308520642
2016-01-10 16:00:00,10589.815291020455,5390.734354911186,1372.1103537734875
2016-01-10 17:00:00,10537.537918020756,5364.122613075335,1365.3368338593314
2016-01-10 18:00:00,10407.452361951739,5297.902697344262,1348.4817959334068
2016-01-10 19:00:00,10040.294998093386,5111.001626776192,1300.9096328153776
2016-01-10 20:00:00,9109.636183412695,4637.250734326332,1180.3252259714993
2016-01-10 21:00:00,7506.058160468436,3820.9510254545276,972.5514406977228
2016-01-10 22:00:00,6345.01417873093,3229.9228056117886,822.1162891158755
2016-01-10 23:00:00,6588.772627252783,3354.0077878929073,853.6997947621165
2016-01-11 00:00:00,6689.680114670808,3405.3746384132705,866.7742634336278
2016-01-11 01:00:00,6865.964279437234,3495.1119073946297,889.6152026790394
2016-01-11 02:00:00,7264.731217667498,3698.1037986076335,941.2829824893491
2016-01-11 03:00:00,8084.148645616271,4115.227379941672,1047.4539690507786
2016-01-11 04:00:00,10553.342705206713,5372.168023397801,1367.3846422054717
2016-01-11 05:00:00,12803.701249914693,6517.7106777736235,1658.9610459520677
2016-01-11 06:00:00,12307.066206417552,6264.8991303330395,1594.6126067675814
2016-01-11 07:00:00,12290.653542801365,6256.544281152015,1592.4860365619738
2016-01-11 08:00:00,11801.313016466975,6007.446000014106,1529.0827396910904
2016-01-11 09:00:00,11328.385153748764,5766.7025680572215,1467.8060130258148
2016-01-11 10:00:00,10902.871652588423,5550.095367067736,1412.6727113989598
2016-01-11 11:00:00,10614.130348229617,5403.111909253442,1375.260828152165
2016-01-11 12:00:00,10401.37359764945,5294.808308758699,1347.6941773387375
2016-01-11 13:00:00,10532.674906578926,5361.647102206884,1364.7067389835959
2016-01-11 14:00:00,10660.328956927027,5426.6292625037295,1381.2467294716523
2016-01-11 15:00:00,11024.446938634235,5611.983138779017,1428.4250832923467
2016-01-11 16:00:00,11173.376664040356,5687.795659125338,1447.721738861746
2016-01-11 17:00:00,11180.063304772873,5691.199486569457,1448.588119315882
2016-01-11 18:00:00,10994.053117122781,5596.511195851197,1424.4869903190001
2016-01-11 19:00:00,10575.834133125189,5383.617261164389,1370.2988310057483
2016-01-11 20:00:00,9613.565744072588,4893.775548069595,1245.618807469589
2016-01-11 21:00:00,8048.283936232756,4096.970487286842,1042.807019342229
2016-01-11 22:00:00,6853.806750832654,3488.9231302235016,888.0399654897006
2016-01-11 23:00:00,7054.405972808242,3591.037953547116,914.0313791137894
2016-01-12 00:00:00,7153.48983093558,3641.476487491811,926.8695622069
2016-01-12 01:00:00,7298.772297760324,3715.4323746867917,945.6936466194974
2016-01-12 02:00:00,7663.4981558977615,3901.095689820637,992.950762299659
2016-01-12 03:00:00,8556.468631904252,4355.66137304,1108.6519338565877
2016-01-12 04:00:00,11273.06839859792,5738.543631928588,1460.6386838143235
2016-01-12 05:00:00,13497.896133236278,6871.089854245041,1748.9070894633082
2016-01-12 06:00:00,12806.132755635608,6518.948433207849,1659.2760933899353
2016-01-12 07:00:00,12511.312686974517,6368.870586807992,1621.076591548472
2016-01-12 08:00:00,12144.155323116163,6181.969516239921,1573.5044284304424
2016-01-12 09:00:00,11642.657268177189,5926.682457930884,1508.5258943702204
2016-01-12 10:00:00,11331.42453589991,5768.249762350004,1468.1998223231494
2016-01-12 11:00:00,11035.996590808587,5617.862477091589,1429.9215586222185
2016-01-12 12:00:00,10827.49497524002,5511.724948606742,1402.9062408250597
2016-01-12 13:00:00,10805.003547321545,5500.275710840155,1399.992052024783
2016-01-12 14:00:00,10873.693583937427,5535.242301857028,1408.8921421445466
2016-01-12 15:00:00,11348.445075946325,5776.914050389583,1470.4051543882235
2016-01-12 16:00:00,11614.69495238665,5912.4482704372895,1504.9028488347415
2016-01-12 17:00:00,11577.614490142681,5893.572500065349,1500.0983754072583
2016-01-12 18:00:00,11457.862833387553,5832.613044929736,1484.582289092272
2016-01-12 19:00:00,11133.864696075467,5667.682133319171,1442.6022179963952
2016-01-12 20:00:00,10195.303487801797,5189.908535708077,1320.9939069794464
2016-01-12 21:00:00,8639.139826415403,4397.745057803672,1119.363546744091
2016-01-12 22:00:00,7345.578782887963,3739.259166795636,951.7583097984517
2016-01-12 23:00:00,7734.619698234562,3937.3000362717366,1002.1658998572905
2016-01-13 00:00:00,7831.879927071211,3986.8102536407623,1014.7677973720002
2016-01-13 01:00:00,7919.414133024195,4031.3694492728846,1026.1095051352388
2016-01-13 02:00:00,8302.376284068503,4226.315930163421,1075.7294765994084
2016-01-13 03:00:00,9207.504288679575,4687.070390553914,1193.005885345676
2016-01-13 04:00:00,12185.49092037174,6203.011358621756,1578.8602348741938
2016-01-13 05:00:00,13980.550018838156,7116.78430793883,1811.4440058800553
2016-01-13 06:00:00,13109.46309431991,6673.358423627498,1698.5782612639366
2016-01-13 07:00:00,12873.607039391038,6553.296146507611,1668.0186597907655
2016-01-13 08:00:00,12443.838403219092,6334.522873508231,1612.3340251476418
2016-01-13 09:00:00,12009.20675560531,6113.274089640398,1556.0192956287826
2016-01-13 10:00:00,11774.566453536896,5993.830690237625,1525.6172178745455
2016-01-13 11:00:00,11415.311483271522,5810.952324830788,1479.0689589295864
2016-01-13 12:00:00,11280.362915760668,5742.256898231265,1461.5838261279266
2016-01-13 13:00:00,11322.914265876705,5763.917618330214,1467.0971562906122
2016-01-13 14:00:00,11584.3011308752,5896.97632750947,1500.9647558613947
2016-01-13 15:00:00,12068.778645767761,6143.599097778927,1563.7379578565426
2016-01-13 16:00:00,12406.757940975116,6315.647103136289,1607.5295517201587
2016-01-13 17:00:00,12329.557634336028,6276.348368099626,1597.5267955678578
2016-01-13 18:00:00,12220.139876894795,6220.649373559472,1583.3496608638093
2016-01-13 19:00:00,11908.907144617517,6062.216677978592,1543.0235888167385
2016-01-13 20:00:00,11065.782535889812,5633.024981160853,1433.7808897360983
2016-01-13 21:00:00,9364.336407678671,4766.905616061466,1213.3264450881452
2016-01-13 22:00:00,7999.653821814431,4072.2153786023305,1036.5060705848744
2016-01-13 23:00:00,8006.94833897718,4075.9286449050082,1037.451212898478
2016-01-14 00:00:00,8092.6589156394775,4119.559523961461,1048.5566350833155
2016-01-14 01:00:00,8244.628023196743,4196.919238600563,1068.2470999500497
2016-01-14 02:00:00,8704.182604449912,4430.855015669208,1127.7910657070531
2016-01-14 03:00:00,9457.949377933946,4814.559200279154,1225.4557714460534
2016-01-14 04:00:00,12107.07486087219,6163.093745867981,1568.6999550029593
2016-01-14 05:00:00,15006.03755663458,7638.80766232349,1944.3152628007758
2016-01-14 06:00:00,14255.918041731918,7256.960110864883,1847.1231282185772
2016-01-14 07:00:00,14018.846233942584,7136.278956027883,1816.4060030264723
2016-01-14 08:00:00,13491.209492503762,6867.686026800922,1748.0407090091724
2016-01-14 09:00:00,12922.84503023959,6578.360694050681,1674.3983704075872
2016-01-14 10:00:00,12431.07299818428,6328.024657478546,1610.6800260988362
2016-01-14 11:00:00,12075.465286500279,6147.002925223047,1564.6043383106787
2016-01-14 12:00:00,11922.888302512783,6069.333771725388,1544.8351115844775
2016-01-14 13:00:00,11883.376334547895,6049.220245919222,1539.715590719127
2016-01-14 14:00:00,12114.369378034937,6166.807012170656,1569.6450973165622
2016-01-14 15:00:00,12584.865735032232,6406.312688693318,1630.606776543971
2016-01-14 16:00:00,12911.295378065235,6572.4813557381085,1672.9018950777154
2016-01-14 17:00:00,12775.131057693927,6503.167051421472,1655.2592385571215
2016-01-14 18:00:00,12632.887973020328,6430.758358519272,1636.8289634418586
2016-01-14 19:00:00,12178.196403208989,6199.29809231908,1577.915092560591
2016-01-14 20:00:00,11304.070096539603,5754.325013714965,1464.655538647137
2016-01-14 21:00:00,9786.810526687868,4981.965622758171,1268.0659374176655
2016-01-14 22:00:00,8306.023542649877,4228.172563314761,1076.2020477562103
2016-01-14 23:00:00,7854.371354989687,3998.25949140735,1017.681986172277
2016-01-15 00:00:00,7990.535675360995,4067.5737957239844,1035.3246426928704
2016-01-15 01:00:00,8153.446558662384,4150.503409817102,1056.432821030009
2016-01-15 02:00:00,8635.492567834028,4395.888424652334,1118.8909755872894
2016-01-15 03:00:00,9465.851771526924,4818.581905440386,1226.4796756191236
2016-01-15 04:00:00,12214.061112592504,6217.554984973909,1582.5620422691402
2016-01-15 05:00:00,14804.222581798535,7536.073961282764,1918.1663254577534
2016-01-15 06:00:00,14206.680050883364,7231.895563321815,1840.7434176017557
2016-01-15 07:00:00,14164.12870076733,7210.234843222865,1835.2300874390698
2016-01-15 08:00:00,13538.0159776314,6891.512818909765,1754.105372188126
2016-01-15 09:00:00,12974.514526809056,6604.662997027975,1681.0931284622766
2016-01-15 10:00:00,12494.292146928103,6360.206298768412,1618.8712594833974
2016-01-15 11:00:00,12144.155323116163,6181.969516239921,1573.5044284304424
2016-01-15 12:00:00,11944.771854001032,6080.4735706334195,1547.6705385252876
2016-01-15 13:00:00,12020.756407779665,6119.153427952971,1557.5157709586545
2016-01-15 14:00:00,12239.591922662126,6230.551417033277,1585.8700403667513
2016-01-15 15:00:00,12648.084883776057,6438.494329983184,1638.7980099285323
2016-01-15 16:00:00,12891.843332297907,6562.579312264303,1670.3815155747732
2016-01-15 17:00:00,12753.24750620568,6492.027252513442,1652.4238116163122
2016-01-15 18:00:00,12617.083185834372,6422.712948196806,1634.781155095718
2016-01-15 19:00:00,12181.235785360137,6200.845286611862,1578.3089018579255
2016-01-15 20:00:00,11139.943460377755,5670.776521904735,1443.3898365910645
2016-01-15 21:00:00,9452.478490061885,4811.7742505521455,1224.7469147108507
2016-01-15 22:00:00,8102.9928149533725,4124.819984556921,1049.8955866942538
2016-01-15 23:00:00,8067.735982000086,4106.872530760648,1045.3273988451713
2016-01-16 00:00:00,8160.741075825132,4154.216676119779,1057.3779633436125
2016-01-16 01:00:00,8312.710183382398,4231.576390758881,1077.0684282103464
2016-01-16 02:00:00,8787.461675391292,4473.248139291435,1138.581440454023
2016-01-16 03:00:00,9542.444201735785,4857.571201618494,1236.4036699119574
2016-01-16 04:00:00,12288.22203708045,6255.30652571779,1592.170989124106
2016-01-16 05:00:00,15179.282339249861,7726.997737012066,1966.7623927488523
2016-01-16 06:00:00,14441.92822938201,7351.648401583143,1871.2242572154594
