,SE_P2HT_OTH,SE_STUR_BIO_CHP,SE_ICEN_GAS_CHP
2016-04-22 16:00:00,7019.757016285185,3573.3999386094006,909.5419531241739
2016-04-22 17:00:00,7024.62002772702,3575.8754494778523,910.1720479999096
2016-04-22 18:00:00,6807.000265705015,3465.0963381146576,881.9753023107464
2016-04-22 19:00:00,6138.944068883277,3125.023032561165,795.4160187565841
2016-04-22 20:00:00,4736.573144344837,2411.147585871532,613.7124089663633
2016-04-22 21:00:00,3728.1061465948255,1897.7885195264507,483.0464841107169
2016-04-22 22:00:00,3084.365006982252,1570.0927683152147,399.637674935232
2016-04-22 23:00:00,3264.904306760282,1661.996109306468,423.02994719691196
2016-04-23 00:00:00,3334.202219806395,1697.2721391818986,432.00879917614265
2016-04-23 01:00:00,3728.1061465948255,1897.7885195264507,483.0464841107169
2016-04-23 02:00:00,4596.761565392152,2339.976648403558,595.5971812889682
2016-04-23 03:00:00,6223.438892685118,3168.0350339005063,806.3639172224882
2016-04-23 04:00:00,7452.565034608277,3793.720405901563,965.6203970646322
2016-04-23 05:00:00,7285.399016295285,3708.624719798551,943.9608857112249
2016-04-23 06:00:00,7072.034389284886,3600.011680445252,916.3154730383305
2016-04-23 07:00:00,6561.418187892475,3340.083039257869,850.1555110861045
2016-04-23 08:00:00,6137.120439592591,3124.0947159854964,795.1797331781834
2016-04-23 09:00:00,5830.142842326915,2967.82809241451,755.4049941473808
2016-04-23 10:00:00,5676.350105478964,2889.540061199739,735.478243702246
2016-04-23 11:00:00,5622.856979618807,2862.309441646775,728.5472000691558
2016-04-23 12:00:00,5680.605240490567,2891.706133209634,736.0295767185147
2016-04-23 13:00:00,5797.9253915247755,2951.4278329110202,751.2306155956331
2016-04-23 14:00:00,6055.057121511668,3082.3204700803813,784.546882150147
2016-04-23 15:00:00,6323.738503672912,3219.092445562314,819.3596240345327
2016-04-23 16:00:00,6401.546686742233,3258.700619457534,829.4411420463003
2016-04-23 17:00:00,6426.469620381624,3271.387612658347,832.6703782844448
2016-04-23 18:00:00,6251.401208475656,3182.2692213941014,809.9869627579673
2016-04-23 19:00:00,5631.367249642014,2866.641585666565,729.6498661016929
2016-04-23 20:00:00,4305.588755312433,2191.7554351550384,557.870250604306
2016-04-23 21:00:00,3390.7347278176976,1726.0499530276447,439.3336521065677
2016-04-23 22:00:00,2925.7092586924664,1489.3292262319922,379.08082961436173
2016-04-23 23:00:00,3096.5225355868324,1576.2815454863428,401.21291212457066
2016-04-24 00:00:00,3162.7810664818,1610.0103810689911,409.79795480646663
2016-04-24 01:00:00,3539.664453223817,1801.8624733739643,458.6303076759669
2016-04-24 02:00:00,4365.76852190511,2222.3898821521234,565.6676746915326
2016-04-24 03:00:00,5913.421913268298,3010.2212160367385,766.1953688943511
2016-04-24 04:00:00,7087.231300040612,3607.747651909162,918.2845195250038
2016-04-24 05:00:00,6925.536169599682,3525.4369155331574,897.3338649067989
2016-04-24 06:00:00,6725.544824054321,3423.6315310681,871.4212131421772
2016-04-24 07:00:00,6236.204297719928,3174.533249930191,808.0179162712938
2016-04-24 08:00:00,5830.750718757145,2968.1375312730665,755.4837560068478
2016-04-24 09:00:00,5538.970032247195,2819.6068791659904,717.6780634627186
2016-04-24 10:00:00,5396.119071143366,2746.8887474052344,699.1690264879886
2016-04-24 11:00:00,5342.625945283209,2719.658127852271,692.2379828548983
2016-04-24 12:00:00,5402.197835445658,2749.983135990799,699.956645082658
2016-04-24 13:00:00,5516.47860432872,2808.1576413994035,714.7638746624419
2016-04-24 14:00:00,5762.668558571491,2933.4803791147488,746.6624277465509
2016-04-24 15:00:00,6020.408164988611,3064.6824551426657,780.0574561605316
2016-04-24 16:00:00,6095.176965906787,3102.7434347451044,789.7451648749649
2016-04-24 17:00:00,6119.4920231159485,3115.1209890873606,792.8956392536422
2016-04-24 18:00:00,5951.718128372727,3029.715864125792,771.157366040768
2016-04-24 19:00:00,5362.685867480768,2729.869610184632,694.8371242173072
2016-04-24 20:00:00,4090.4004990113453,2082.2140792260698,529.9885523530106
2016-04-24 21:00:00,3219.9214509233316,1639.0976337732934,417.2015695963586
2016-04-24 22:00:00,2842.430187751085,1446.9361026097642,368.29045486739153
2016-04-24 23:00:00,3007.164700343161,1530.794033278551,389.63491878293115
2016-04-25 00:00:00,3069.7759726567538,1562.6662357098612,397.74739030802556
2016-04-25 01:00:00,3435.1097072244193,1748.638989702262,445.0832678476539
2016-04-25 02:00:00,4236.89871869655,2156.7888441381647,548.9701604845421
2016-04-25 03:00:00,5737.13774850187,2920.4839470553798,743.3544296489396
2016-04-25 04:00:00,6873.866673030211,3499.1346125558625,890.6391068521094
2016-04-25 05:00:00,6716.426677600884,3418.9899481897532,870.2397852501732
2016-04-25 06:00:00,6526.16135493919,3322.135585461597,845.5873232370221
2016-04-25 07:00:00,6053.841368651209,3081.7015923632684,784.389358431213
2016-04-25 08:00:00,5660.545318293008,2881.4946508772723,733.4304353561057
2016-04-25 09:00:00,5378.4906546667235,2737.9150205070987,696.8849325634475
2016-04-25 10:00:00,5237.463322853582,2666.1252053220123,678.6121811671185
2016-04-25 11:00:00,5191.264714156173,2642.6078520717256,672.6262798476313
2016-04-25 12:00:00,5246.581469307019,2670.7667882003584,679.7936090591224
2016-04-25 13:00:00,5355.9992267482485,2726.465782740512,693.970743763171
2016-04-25 14:00:00,5597.326169549186,2849.3130095874058,725.2392019715444
2016-04-25 15:00:00,5847.163382373328,2976.4923804540895,757.610326212455
2016-04-25 16:00:00,5918.892801140359,3013.006165763746,766.9042256295535
2016-04-25 17:00:00,5941.384229058834,3024.455403530333,769.8184144298301
2016-04-25 18:00:00,5778.473345757446,2941.5257894372157,748.7102360926913
2016-04-25 19:00:00,5204.030119190984,2649.10606810141,674.280278896437
2016-04-25 20:00:00,3974.2961008375955,2023.1112572417962,514.9450371948259
2016-04-25 21:00:00,3127.5242335285143,1592.0629272727197,405.2297669573844
2016-04-25 22:00:00,2927.532887983154,1490.2575428076614,379.31711519276257
2016-04-25 23:00:00,3103.8170527495813,1579.9948117890199,402.15805443817396
2016-04-26 00:00:00,3167.0362014934035,1612.1764530788864,410.3492878227353
2016-04-26 01:00:00,3513.525766723968,1788.5566024560387,455.2435477188886
2016-04-26 02:00:00,4334.158947533198,2206.2990615071903,561.572057999252
2016-04-26 03:00:00,5888.4989796289055,2997.534222835926,762.9661326562067
2016-04-26 04:00:00,7199.688439632989,3664.993840742098,932.8554635263871
2016-04-26 05:00:00,7027.051533447936,3577.1132049120774,910.4870954377772
2016-04-26 06:00:00,6807.000265705015,3465.0963381146576,881.9753023107464
2016-04-26 07:00:00,6324.346380103141,3219.4018844208695,819.4383858939995
2016-04-26 08:00:00,5940.776352628604,3024.1459646717763,769.7396525703631
2016-04-26 09:00:00,5648.995666118656,2875.6153125647006,731.933960026234
2016-04-26 10:00:00,5481.8296478056645,2790.519626461688,710.2744486728266
2016-04-26 11:00:00,5404.629341166574,2751.2208914250245,700.2716925205258
2016-04-26 12:00:00,5481.221771375434,2790.210187603132,710.1956868133597
2016-04-26 13:00:00,5590.031652386437,2845.5997432847284,724.294059657941
2016-04-26 14:00:00,5824.671954454855,2965.0431426875025,754.6961374121784
2016-04-26 15:00:00,6061.135885813958,3085.414858665945,785.3345007448163
2016-04-26 16:00:00,6176.632407557481,3144.2082417916636,800.2992540435343
2016-04-26 17:00:00,6179.063913278397,3145.4459972258887,800.614301481402
2016-04-26 18:00:00,6005.211254232885,3056.9464836787556,778.0884096738583
2016-04-26 19:00:00,5414.963240480468,2756.4813520204834,701.6106441314637
2016-04-26 20:00:00,4158.482659197,2116.871231384388,538.8098806133075
2016-04-26 21:00:00,3274.6303296439464,1666.9471310433703,424.29013694838284
2016-04-26 22:00:00,3130.563615679659,1593.6101215655015,405.62357625471907
2016-04-26 23:00:00,3280.7090939462373,1670.0415196289346,425.07775554305226
2016-04-27 00:00:00,3363.3802884573897,1712.1252043926058,435.78936843055544
2016-04-27 01:00:00,3757.2842152458206,1912.6415847371584,486.8270533651298
2016-04-27 02:00:00,4673.961872031243,2379.275383440222,605.5999374412689
2016-04-27 03:00:00,6496.983286288195,3307.28252025089,841.8067539826093
2016-04-27 04:00:00,7723.070046060209,3931.4206979591654,1000.6694245274188
2016-04-27 05:00:00,7428.857853829344,3781.6522904178637,962.5486845454218
2016-04-27 06:00:00,7111.546357249776,3620.1252062514186,921.4349939036814
2016-04-27 07:00:00,6643.481505973399,3381.8572851629847,860.7883621141409
2016-04-27 08:00:00,6170.553643255189,3141.1138532060986,799.5116354488648
2016-04-27 09:00:00,5990.014343477159,3049.210512214846,776.119363187185
2016-04-27 10:00:00,5797.317515094545,2951.118394052464,751.1518537361662
2016-04-27 11:00:00,5550.519684421549,2825.4862174785626,719.1745387925904
2016-04-27 12:00:00,5499.458064282307,2799.493353359824,712.5585425973677
2016-04-27 13:00:00,5693.978521955606,2898.5137880978746,737.7623376267871
2016-04-27 14:00:00,6019.192412128154,3064.063577425553,779.8999324415978
2016-04-27 15:00:00,6380.878888114443,3248.1796982666156,826.7632388244244
2016-04-27 16:00:00,6558.98668217156,3338.845283823644,849.8404636482369
2016-04-27 17:00:00,6535.279501392625,3326.7771683399433,846.7687511290262
2016-04-27 18:00:00,6399.723057451545,3257.7723028818646,829.2048564678996
2016-04-27 19:00:00,5779.689098617903,2942.144667154328,748.8677598116251
2016-04-27 20:00:00,4542.6605631017665,2312.4365899920376,588.5873757964109
2016-04-27 21:00:00,3525.0754188983196,1794.4359407686104,456.7400230487604
2016-04-27 22:00:00,3346.967624841205,1703.770355211583,433.66279822494823
2016-04-27 23:00:00,3669.1421328626075,1867.7729502464795,475.40658374242423
2016-04-28 00:00:00,3531.15418320061,1797.530329354175,457.52764164342983
2016-04-28 01:00:00,3954.236178640036,2012.8997749094349,512.3458958324171
2016-04-28 02:00:00,5010.117537947914,2550.3950722219156,649.1552457264844
2016-04-28 03:00:00,7042.248444203662,3584.849176375988,912.4561419244507
2016-04-28 04:00:00,7732.188192513646,3936.0622808375115,1001.8508524194228
2016-04-28 05:00:00,7292.085657027806,3712.0285472426713,944.8272661653612
2016-04-28 06:00:00,6915.810146716018,3520.4858937962545,896.0736751553279
2016-04-28 07:00:00,6549.868535718124,3334.203700945298,848.6590357562328
2016-04-28 08:00:00,6136.512563162361,3123.78527712694,795.1009713187165
2016-04-28 09:00:00,5940.168476198375,3023.8365258132203,769.6608907108962
2016-04-28 10:00:00,5766.923693583094,2935.6464511246436,747.2137607628194
2016-04-28 11:00:00,5664.800453304611,2883.660722887167,733.9817683723743
2016-04-28 12:00:00,5805.827785117753,2955.4505380722535,752.2545197687033
2016-04-28 13:00:00,5899.440755373028,3003.1041222899403,764.3838461266114
2016-04-28 14:00:00,6256.264219917486,3184.7447322625517,810.6170576337026
2016-04-28 15:00:00,6622.81370734561,3371.336363972066,858.110458892265
2016-04-28 16:00:00,6751.075634123941,3436.6279631274683,874.7292112397884
2016-04-28 17:00:00,6783.293084926083,3453.0282226309578,878.903589791536
2016-04-28 18:00:00,6698.798261124241,3410.016221291617,867.9556913256318
2016-04-28 19:00:00,6032.565693593193,3070.871232313794,781.6326933498704
2016-04-28 20:00:00,4797.968663797972,2442.400910585729,621.6673567725238
2016-04-28 21:00:00,3739.655798769178,1903.6678578390224,484.5429594405887
2016-04-28 22:00:00,3232.0789795279125,1645.2864109444217,418.7768067856974
2016-04-28 23:00:00,3436.9333365151056,1749.5673062779313,445.3195534260547
2016-04-29 00:00:00,3512.9178902937383,1788.2471635974825,455.1647858594217
2016-04-29 01:00:00,3925.66598641927,1998.3561485572836,508.6440884374711
2016-04-29 02:00:00,4821.067968146675,2454.159587210873,624.6603074322674
2016-04-29 03:00:00,6500.02266843934,3308.829714543672,842.2005632799439
2016-04-29 04:00:00,7754.67962043212,3947.5115186040975,1004.7650412196992
2016-04-29 05:00:00,7569.885185642486,3853.4421056029496,980.8214359417508
2016-04-29 06:00:00,7287.830522016203,3709.862475232777,944.2759331490927
2016-04-29 07:00:00,6825.236558611887,3474.3795038713497,884.3381580947545
2016-04-29 08:00:00,6417.351473928188,3266.7460297800008,831.4889503924408
2016-04-29 09:00:00,6062.959515104646,3086.3431752416145,785.5707863232171
2016-04-29 10:00:00,5932.873959035626,3020.123259510543,768.7157483972929
2016-04-29 11:00:00,5842.300370931496,2974.0168695856382,756.9802313367195
2016-04-29 12:00:00,5887.891103198676,2997.224783977369,762.8873707967397
2016-04-29 13:00:00,6017.368782837466,3063.135260849884,779.6636468631971
2016-04-29 14:00:00,6326.170009393829,3220.3302009965396,819.6746714724005
2016-04-29 15:00:00,6594.243515124845,3356.792737619915,854.4086514973189
2016-04-29 16:00:00,6762.017409868064,3442.197862581483,876.146924710193
2016-04-29 17:00:00,6768.096174170356,3445.292251167048,876.9345433048627
2016-04-29 18:00:00,6559.594558601786,3339.1547226821995,849.9192255077036
2016-04-29 19:00:00,5914.029789698526,3010.5306548952944,766.2741307538179
2016-04-29 20:00:00,4558.465350287722,2320.482000314504,590.6351841425511
2016-04-29 21:00:00,3582.82367977008,1823.8326323314693,464.22239969811926
2016-04-29 22:00:00,3049.716050459195,1552.4547533774994,395.1482489456166
2016-04-29 23:00:00,3227.2159680860805,1642.8109000759707,418.14671190996194
2016-04-30 00:00:00,3295.298128271735,1677.4680522342883,426.9680401702587
2016-04-30 01:00:00,3683.7311671881043,1875.199482851833,477.2968683696306
2016-04-30 02:00:00,4539.013304520392,2310.579956840699,588.1148046396092
2016-04-30 03:00:00,6145.630709615798,3128.4268600052865,796.2823992107205
2016-04-30 04:00:00,7359.5599407832315,3746.376260542433,953.5698325661912
2016-04-30 05:00:00,7193.609675330697,3661.8994521565337,932.0678449317177
2016-04-30 06:00:00,6984.5001833319,3555.452484813129,904.9737652750918
2016-04-30 07:00:00,6482.394251962696,3299.855987645536,839.9164693554028
2016-04-30 08:00:00,6064.1752679651045,3086.962052958727,785.728310042151
2016-04-30 09:00:00,5761.452805711033,2932.8615013976364,746.504904027617
2016-04-30 10:00:00,5609.483698153767,2855.5017867585343,726.8144391608831
2016-04-30 11:00:00,5557.206325154068,2828.890044922683,720.0409192467266
2016-04-30 12:00:00,5614.9545860258295,2858.286736485542,727.5232958960856
2016-04-30 13:00:00,5731.058984199579,2917.3895584698153,742.5668110542701
2016-04-30 14:00:00,5985.151332035326,3046.7350013463943,775.4892683114493
2016-04-30 15:00:00,6250.185455615197,3181.650343676988,809.8294390390334
2016-04-30 16:00:00,6326.170009393829,3220.3302009965396,819.6746714724005
2016-04-30 17:00:00,6349.877190172763,3232.398316480239,822.7463839916109
2016-04-30 18:00:00,6176.024531127251,3143.8988029331063,800.2204921840672
2016-04-30 19:00:00,5563.892965886587,2832.2938723668035,720.907299700863
2016-04-30 20:00:00,4254.527135173192,2165.7625710363004,551.2542544090833
2016-04-30 21:00:00,3351.222759852809,1705.936427221478,434.2141312412168
2016-04-30 22:00:00,3010.811958924535,1532.650666429889,390.1074899397327
2016-04-30 23:00:00,3186.4882472607333,1622.0784965526914,412.8696673256772
2016-05-01 00:00:00,3255.178283876617,1657.0450875695656,421.769757445441
2016-05-01 01:00:00,3640.5719406418416,1853.2293238943282,471.70477634747823
2016-05-01 02:00:00,4485.520178660234,2283.3493372877356,581.1837610065189
2016-05-01 03:00:00,6075.724920139455,3092.841391271299,787.2247853720228
2016-05-01 04:00:00,7279.3202519929955,3705.530331212987,943.1732671165556
2016-05-01 05:00:00,7113.977862970692,3621.3629616856447,921.7500413415491
2016-05-01 06:00:00,6907.29987669281,3516.153749776465,894.9710091227909
2016-05-01 07:00:00,6407.625451044523,3261.7950080430974,830.2287606409697
2016-05-01 08:00:00,5993.053725628302,3050.7577065076275,776.5131724845195
2016-05-01 09:00:00,5692.762769095147,2897.894910380762,737.6048139078533
2016-05-01 10:00:00,5546.264549409945,2823.3201454686678,718.6232057763218
2016-05-01 11:00:00,5490.339917828872,2794.851770481478,711.3771147053637
2016-05-01 12:00:00,5551.127560851777,2825.795656337119,719.2533006520573
2016-05-01 13:00:00,5667.231959025527,2884.898478321393,734.296815810242
2016-05-01 14:00:00,5918.892801140359,3013.006165763746,766.9042256295535
2016-05-01 15:00:00,6181.495418999313,3146.6837526601144,800.9293489192697
2016-05-01 16:00:00,6257.479972777945,3185.363609979665,810.7745813526366
2016-05-01 17:00:00,6281.795029987108,3197.7411643219216,813.925055731314
2016-05-01 18:00:00,6109.766000232284,3110.1699673504577,791.6354495021711
2016-05-01 19:00:00,5505.536828584597,2802.587741945388,713.3461611920371
2016-05-01 20:00:00,4202.857638603722,2139.4602680590056,544.5594963543938
2016-05-01 21:00:00,3311.1029154576904,1685.513462556755,429.01584851639905
2016-05-01 22:00:00,3013.85134107568,1534.1978607226715,390.5012992370675
2016-05-01 23:00:00,3190.135505842108,1623.93512970403,413.3422384824789
2016-05-02 00:00:00,3257.609789597533,1658.2828430037907,422.0848048833086
2016-05-02 01:00:00,3643.003446362757,1854.4670793285538,472.019823785346
2016-05-02 02:00:00,4491.598942962525,2286.4437258732996,581.9713796011882
2016-05-02 03:00:00,6081.8036844417475,3095.935779856863,788.0124039666922
2016-05-02 04:00:00,7283.575387004598,3707.6964032228816,943.7246001328241
2016-05-02 05:00:00,7119.448750842753,3624.1479114126523,922.4588980767516
2016-05-02 06:00:00,6912.7707645648725,3518.9386995034733,895.6798658579935
2016-05-02 07:00:00,6413.704215346813,3264.8893966286614,831.016379235639
2016-05-02 08:00:00,5998.524613500366,3053.542656234635,777.222029219722
2016-05-02 09:00:00,5698.841533397439,2900.9892989663263,738.3924325025226
2016-05-02 10:00:00,5548.696055130861,2824.557900902893,718.9382532141894
2016-05-02 11:00:00,5497.026558561391,2798.2555979255985,712.2434951595001
2016-05-02 12:00:00,5554.166943002922,2827.342850629901,719.647109949392
2016-05-02 13:00:00,5669.663464746443,2886.1362337556184,734.6118632481098
2016-05-02 14:00:00,5921.932183291503,3014.5533600565277,767.298034926888
2016-05-02 15:00:00,6185.142677580687,3148.5403858114523,801.4019200760712
2016-05-02 16:00:00,6261.127231359318,3187.220243131003,811.2471525094381
2016-05-02 17:00:00,6285.442288568482,3199.5977974732596,814.3976268881156
2016-05-02 18:00:00,6113.413258813658,3112.0266005017966,792.1080206589729
2016-05-02 19:00:00,5506.752581445056,2803.206619662501,713.503684910971
2016-05-02 20:00:00,4209.544279336242,2142.864095503126,545.4258768085301
2016-05-02 21:00:00,3314.142297608836,1687.0606568495373,429.40965781373376
2016-05-02 22:00:00,2965.8291030875844,1509.7521908967153,384.27911233917956
2016-05-02 23:00:00,3145.7605264353856,1601.3460930294118,407.59262274139246
2016-05-03 00:00:00,3209.5875516094375,1633.837173177835,415.8626179854208
2016-05-03 01:00:00,3562.1558811422924,1813.3117111405516,461.5444964762435
2016-05-03 02:00:00,4397.985972707251,2238.7901416556124,569.8420532432801
2016-05-03 03:00:00,5974.817432721431,3041.4745407509354,774.1503167005114
2016-05-03 04:00:00,7306.6746913533025,3719.4550798480254,946.7175507925676
2016-05-03 05:00:00,7132.822032307791,3630.9555663008928,924.1916589850241
2016-05-03 06:00:00,6908.515629553268,3516.772627493578,895.1285328417248
2016-05-03 07:00:00,6414.919968207271,3265.508274345774,831.1739029545728
2016-05-03 08:00:00,6024.0554235699865,3066.5390882940046,780.5300273173333
2016-05-03 09:00:00,5727.4117256182035,2915.5329253184773,742.0942398974687
2016-05-03 10:00:00,5558.422078014526,2829.508922639796,720.1984429656605
2016-05-03 11:00:00,5478.790265654519,2788.9724321689064,709.8806393754919
2016-05-03 12:00:00,5555.990572293609,2828.2711672055702,719.8833955277927
2016-05-03 13:00:00,5666.01620616507,2884.27960060428,734.1392920913081
2016-05-03 14:00:00,5903.695890384632,3005.270194299835,764.93517914288
2016-05-03 15:00:00,6145.022833185569,3128.1174211467296,796.2036373512535
2016-05-03 16:00:00,6263.558737080237,3188.4579985652294,811.5621999473061
2016-05-03 17:00:00,6267.813872091838,3190.624070575124,812.1135329635745
2016-05-03 18:00:00,6091.529707325411,3100.8868015937655,789.2725937181632
2016-05-03 19:00:00,5492.771423549788,2796.0895259157037,711.6921621432314
2016-05-03 20:00:00,4216.83879649899,2146.577361805803,546.3710191221332
2016-05-03 21:00:00,3319.0053090506685,1689.5361677179883,430.0397526894692
2016-05-03 22:00:00,2500.195757532124,1272.7220252425066,323.94752798750676
2016-05-03 23:00:00,2626.02617858954,1336.775868963683,340.2512328971625
2016-05-04 00:00:00,2698.971350217027,1373.908531990452,349.7026560331947
2016-05-04 01:00:00,3015.6749703663672,1535.1261772983407,390.73758481546827
2016-05-04 02:00:00,3763.3629795481115,1915.7359733227227,487.61467195979924
2016-05-04 03:00:00,5253.875986469767,2674.4800545030353,680.7387513727257
2016-05-04 04:00:00,6230.125533417637,3171.4388613446267,807.2302976766244
2016-05-04 05:00:00,5981.5040734539525,3044.878368195056,775.0166971546478
2016-05-04 06:00:00,5737.7456249320985,2920.793385913936,743.4331915084065
2016-05-04 07:00:00,5361.470114620311,2729.25073246752,694.6796004983734
2016-05-04 08:00:00,4965.134682110963,2527.4965966887416,643.3268681259312
2016-05-04 09:00:00,4835.049126041945,2461.27668095767,626.4718302000069
2016-05-04 10:00:00,4680.6485127637625,2382.6792108843424,606.4663178954053
2016-05-04 11:00:00,4484.9123022300055,2283.0398984291787,581.1049991470519
2016-05-04 12:00:00,4427.1640413582445,2253.6432068663203,573.622622497693
2016-05-04 13:00:00,4591.290677520092,2337.191698676551,594.8883245537658
2016-05-04 14:00:00,4864.2271946929395,2476.1297461683776,630.2523994544198
2016-05-04 15:00:00,5171.812668388844,2632.70580859792,670.1059003446894
2016-05-04 16:00:00,5317.09513521359,2706.6616957929014,688.929984757287
2016-05-04 17:00:00,5299.466718736945,2697.6879688947656,686.6458908327459
2016-05-04 18:00:00,5191.264714156173,2642.6078520717256,672.6262798476313
2016-05-04 19:00:00,4678.2170070428465,2381.441455450117,606.1512704575375
2016-05-04 20:00:00,3669.1421328626075,1867.7729502464795,475.40658374242423
2016-05-04 21:00:00,2839.998682030169,1445.6983471755386,367.97540742952384
2016-05-04 22:00:00,2151.274686580644,1095.1041204311284,278.73822065348566
2016-05-04 23:00:00,2333.637615649362,1187.9357779980508,302.36677849356636
2016-05-05 00:00:00,2279.536613358976,1160.3957195865305,295.35697300100907
2016-05-05 01:00:00,2577.3960641712147,1312.0207602791702,333.95028413980754
2016-05-05 02:00:00,3385.871716375865,1723.5744421591933,438.7035572308322
2016-05-05 03:00:00,4919.543949843783,2504.288682297011,637.4197286659111
2016-05-05 04:00:00,5433.807409817568,2766.0739566357324,704.0522617749388
2016-05-05 05:00:00,5181.538691272509,2637.6568303348226,671.3660900961604
2016-05-05 06:00:00,4835.049126041945,2461.27668095767,626.4718302000069
2016-05-05 07:00:00,4531.718787357643,2306.8666905380223,587.169662326006
2016-05-05 08:00:00,4228.9963251035715,2152.7661389769314,547.946256311472
2016-05-05 09:00:00,4063.046059651038,2068.2893305910316,526.4442686769985
2016-05-05 10:00:00,3924.450233558812,1997.7372708401708,508.4865647185372
2016-05-05 11:00:00,3830.8372633035365,1950.0836866224838,496.3572383606291
2016-05-05 12:00:00,3897.0957941985043,1983.8125222051326,504.9422810425251
2016-05-05 13:00:00,3956.667684360953,2014.1375303436605,512.6609432702849
2016-05-05 14:00:00,4187.052851417766,2131.414857736539,542.5116880082535
2016-05-05 15:00:00,4430.81129993962,2255.4998400176587,574.0951936544948
2016-05-05 16:00:00,4568.799249601616,2325.7424609099635,591.9741357534891
2016-05-05 17:00:00,4664.235849147579,2374.3243617033195,604.3397476897981
2016-05-05 18:00:00,4610.7427232874215,2347.0937421503554,597.4087040567076
2016-05-05 19:00:00,4170.640187801581,2123.0600085555157,540.3851178026462
2016-05-05 20:00:00,3269.7673182021144,1664.4716201749193,423.6600420726474
2016-05-05 21:00:00,2453.997148834716,1249.2046719922196,317.9616266680196
2016-05-05 22:00:00,1757.9786362224418,894.8971789451322,227.77929757837816
2016-05-05 23:00:00,1861.9255057916112,947.8112237582781,241.2475755472242
2016-05-06 00:00:00,1936.0864302795565,985.5627645021597,250.85652240219034
2016-05-06 01:00:00,2210.8465767430916,1125.4291285696563,286.45688288124535
2016-05-06 02:00:00,2880.7264028555164,1466.4307506988182,373.2524520138085
2016-05-06 03:00:00,4204.68126789441,2140.388584634675,544.7957819327946
2016-05-06 04:00:00,5192.480467016631,2643.226729788838,672.7838035665651
2016-05-06 05:00:00,5082.4548331451715,2587.2182963901278,658.5279070030497
2016-05-06 06:00:00,4672.746119170785,2378.6565057231096,605.4424137223352
2016-05-06 07:00:00,4334.766823963428,2206.6085003657463,561.6508198587188
2016-05-06 08:00:00,3988.8851351630924,2030.5377898471502,516.8353218220325
2016-05-06 09:00:00,3707.4383479670378,1887.2675983355332,480.36858088884117
2016-05-06 10:00:00,3556.077116840002,1810.2173225549873,460.7568778815741
2016-05-06 11:00:00,3470.974416607934,1766.8958823570906,449.73021755620323
2016-05-06 12:00:00,3423.5600550500667,1742.7596513896904,443.5867925177821
2016-05-06 13:00:00,3499.5446088286994,1781.4395087092414,453.4320249511491
2016-05-06 14:00:00,3636.9246820604667,1851.3726907429893,471.2322051906765
2016-05-06 15:00:00,3839.3475333267443,1954.4158306422737,497.45990439316625
2016-05-06 16:00:00,4029.61285598844,2051.2701933704298,522.1123664063172
2016-05-06 17:00:00,4208.328526475783,2142.245217786013,545.2683530895962
2016-05-06 18:00:00,4127.480961255318,2101.089849598011,534.7930257804937
2016-05-06 19:00:00,3793.756801059564,1931.2079162505431,491.552764933146
2016-05-06 20:00:00,2866.1373685300186,1459.0042180934643,371.36216738660204
2016-05-06 21:00:00,2032.7387826859767,1034.7635430126286,263.3796580574331
2016-05-06 22:00:00,1328.2100000504965,676.1239059457517,172.0946629352546
2016-05-06 23:00:00,1388.9976430734023,707.0677918013926,179.97084888194817
2016-05-07 00:00:00,1451.0010389567665,738.6305553741462,188.00455854757564
2016-05-07 01:00:00,1655.2475195137308,842.6020118490994,214.46854332846607
2016-05-07 02:00:00,2209.6308238826336,1124.8102508525435,286.2993591623114
2016-05-07 03:00:00,3317.7895561902105,1688.9172900008755,429.8822289705353
2016-05-07 04:00:00,4156.659029906314,2115.9429148087183,538.5735950349066
2016-05-07 05:00:00,4067.909071092871,2070.7648414594833,527.0743635527341
2016-05-07 06:00:00,3733.5770344668877,1900.5734692534588,483.7553408459194
2016-05-07 07:00:00,3439.9727186662512,1751.1145005707135,445.7133627233894
2016-05-07 08:00:00,3135.426627121492,1596.0856324339532,406.2536711304546
2016-05-07 09:00:00,2908.0808422158234,1480.3554993338566,376.79673568982065
2016-05-07 10:00:00,2768.2692632631406,1409.1845618658824,358.6815080124254
2016-05-07 11:00:00,2708.0894966704627,1378.5501148687981,350.88408392519875
2016-05-07 12:00:00,2653.988494380076,1351.0100564572779,343.8742784326415
2016-05-07 13:00:00,2693.500462344965,1371.1235822634444,348.9937992979923
2016-05-07 14:00:00,2817.5072541116942,1434.2491094089517,365.0612186292472
2016-05-07 15:00:00,2959.7503387852935,1506.657802311151,383.49149374451014
2016-05-07 16:00:00,3112.9351992030165,1584.6363946673662,403.33948233017804
2016-05-07 17:00:00,3287.395734678757,1673.4453470730552,425.9441359971886
2016-05-07 18:00:00,3228.4317209465376,1643.4297777930833,418.30423562889575
2016-05-07 19:00:00,2988.32053100606,1521.2014286633025,387.1933011394562
2016-05-07 20:00:00,2232.122251801109,1136.2594886191305,289.21354796258805
2016-05-07 21:00:00,1531.8486041772317,779.7859235621485,198.4798858566781
2016-05-07 22:00:00,1285.6586499344621,654.4631858468031,166.5813327725691
2016-05-07 23:00:00,1344.0147872364519,684.1693162682183,174.14247128139493
2016-05-08 00:00:00,1401.1551716779836,713.2565689725207,181.54608607128688
