,TE-TO Zagreb,EL-TO Zagreb,TE -TO Osijek
2015-03-09 05:00:00+00:00,325.2804814,272.6149,81.23616
2015-03-09 06:00:00+00:00,330.971435,271.3469,82.25038
2015-03-09 07:00:00+00:00,339.0599668,270.0789,78.04093
2015-03-09 08:00:00+00:00,333.6588267,267.543,70.82652
2015-03-09 09:00:00+00:00,327.0588975,265.007,63.34195
2015-03-09 10:00:00+00:00,324.3583275,263.7391,57.91454
2015-03-09 11:00:00+00:00,321.6577575,262.4711,53.39723
2015-03-09 12:00:00+00:00,318.9571874,261.2031,50.09339
2015-03-09 13:00:00+00:00,317.7583983,261.2031,48.60976
2015-03-09 14:00:00+00:00,316.5596092,261.2031,48.3396
2015-03-09 15:00:00+00:00,317.8216324,262.4711,50.40914
2015-03-09 16:00:00+00:00,320.7619602,263.7391,54.67712
2015-03-09 17:00:00+00:00,326.7624948,266.275,60.2064
2015-03-09 18:00:00+00:00,332.1570457,266.275,63.24232
2015-03-09 19:00:00+00:00,349.5790225,281.4907,64.62408
2015-03-09 20:00:00+00:00,326.1565111,263.7391,65.6006
2015-03-09 21:00:00+00:00,325.2607139,265.007,66.57712
2015-03-09 22:00:00+00:00,327.0654867,267.543,68.12717
2015-03-09 23:00:00+00:00,4.795156359,0,1.080635
2015-03-10 00:00:00+00:00,2.397578179,0,0.540318
2015-03-10 01:00:00+00:00,1.19878909,0,0.270159
2015-03-10 02:00:00+00:00,0.599394545,0,0.135079
2015-03-10 03:00:00+00:00,0.479515636,0,0.108064
2015-03-10 04:00:00+00:00,298.6712951,251.0593,67.64484
2015-03-10 05:00:00+00:00,298.2484244,249.7913,67.88798
2015-03-10 06:00:00+00:00,306.9429399,251.0593,69.20557
2015-03-10 07:00:00+00:00,319.5368145,253.5952,70.7601
2015-03-10 08:00:00+00:00,303.6232078,242.1835,70.82652
2015-03-10 09:00:00+00:00,286.510812,230.7717,67.5891
2015-03-10 10:00:00+00:00,279.3048991,225.6998,66.40884
2015-03-10 11:00:00+00:00,276.6043291,224.4318,65.53194
2015-03-10 12:00:00+00:00,270.9001972,220.6279,65.26178
2015-03-10 13:00:00+00:00,266.6978462,218.0919,58.31753
2015-03-10 14:00:00+00:00,265.4990571,218.0919,54.40696
2015-03-10 15:00:00+00:00,266.7610802,219.3599,52.83609
2015-03-10 16:00:00+00:00,271.203189,221.8958,53.16028
2015-03-10 17:00:00+00:00,278.7055046,225.6998,55.65588
2015-03-10 18:00:00+00:00,284.1000555,225.6998,57.17497
2015-03-10 19:00:00+00:00,283.5006609,225.6998,57.34325
2015-03-10 20:00:00+00:00,282.6048637,226.9677,57.1063
2015-03-10 21:00:00+00:00,280.2072855,226.9677,56.56599
2015-03-10 22:00:00+00:00,279.0084964,226.9677,56.59919
2015-03-10 23:00:00+00:00,4.795156359,0,1.080635
2015-03-11 00:00:00+00:00,2.397578179,0,0.540318
2015-03-11 01:00:00+00:00,1.19878909,0,0.270159
2015-03-11 02:00:00+00:00,0.599394545,0,0.135079
2015-03-11 03:00:00+00:00,0.479515636,0,0.108064
2015-03-11 04:00:00+00:00,271.6392381,228.2357,57.02696
2015-03-11 05:00:00+00:00,272.7181483,228.2357,57.57347
2015-03-11 06:00:00+00:00,276.907321,225.6998,58.58769
2015-03-11 07:00:00+00:00,266.9744814,209.2161,57.71528
2015-03-11 08:00:00+00:00,246.5555319,194.0004,53.83792
2015-03-11 09:00:00+00:00,226.4395742,180.0526,49.08366
2015-03-11 10:00:00+00:00,217.7318804,173.7127,45.47646
2015-03-11 11:00:00+00:00,207.5224056,166.1049,41.56588
2015-03-11 12:00:00+00:00,191.3058071,153.4251,39.17215
2015-03-11 13:00:00+00:00,182.5981133,147.0852,38.59862
2015-03-11 14:00:00+00:00,176.8939813,143.2813,39.8453
2015-03-11 15:00:00+00:00,179.6577854,145.8173,40.39801
2015-03-11 16:00:00+00:00,190.107018,153.4251,42.5424
2015-03-11 17:00:00+00:00,206.6200192,164.8369,45.03801
2015-03-11 18:00:00+00:00,218.0216939,169.9088,48.07393
2015-03-11 19:00:00+00:00,223.4294231,174.9807,50.06243
2015-03-11 20:00:00+00:00,228.5407497,181.3206,51.64568
2015-03-11 21:00:00+00:00,232.1502953,186.3925,53.22894
2015-03-11 22:00:00+00:00,236.95863,191.4644,54.77899
2015-03-11 23:00:00+00:00,4.795156359,0,1.080635
2015-03-12 00:00:00+00:00,2.397578179,0,0.540318
2015-03-12 01:00:00+00:00,1.19878909,0,0.270159
2015-03-12 02:00:00+00:00,0.599394545,0,0.135079
2015-03-12 03:00:00+00:00,0.479515636,0,0.108064
2015-03-12 04:00:00+00:00,268.6356762,225.6998,65.21789
2015-03-12 05:00:00+00:00,272.7181483,228.2357,66.37114
2015-03-12 06:00:00+00:00,278.4091019,226.9677,67.08199
2015-03-12 07:00:00+00:00,277.486948,218.0919,62.56917
2015-03-12 08:00:00+00:00,263.0751223,207.9481,55.35476
2015-03-12 09:00:00+00:00,245.9627265,196.5363,46.96009
2015-03-12 10:00:00+00:00,232.7496898,186.3925,41.53267
2015-03-12 11:00:00+00:00,221.0384341,177.5167,39.13894
2015-03-12 12:00:00+00:00,213.8325213,172.4448,38.26204
2015-03-12 13:00:00+00:00,208.1283893,168.6408,38.59862
2015-03-12 14:00:00+00:00,208.4313812,169.9088,41.36214
2015-03-12 15:00:00+00:00,212.6969662,173.7127,45.25189
2015-03-12 16:00:00+00:00,221.6444178,180.0526,49.51986
2015-03-12 17:00:00+00:00,233.6520762,187.6605,53.83568
2015-03-12 18:00:00+00:00,246.5555319,194.0004,55.96149
2015-03-12 19:00:00+00:00,253.465042,200.3402,57.03989
2015-03-12 20:00:00+00:00,260.0781495,207.9481,57.40967
2015-03-12 21:00:00+00:00,265.1894761,214.288,58.08283
2015-03-12 22:00:00+00:00,271.4995917,220.6279,58.72277
2015-03-12 23:00:00+00:00,4.795156359,0,1.080635
2015-03-13 00:00:00+00:00,2.397578179,0,0.540318
2015-03-13 01:00:00+00:00,1.19878909,0,0.270159
2015-03-13 02:00:00+00:00,0.599394545,0,0.135079
2015-03-13 03:00:00+00:00,0.479515636,0,0.108064
2015-03-13 04:00:00+00:00,297.1695142,249.7913,60.36401
2015-03-13 05:00:00+00:00,299.7502053,251.0593,60.60715
2015-03-13 06:00:00+00:00,303.939378,248.5233,61.92474
2015-03-13 07:00:00+00:00,281.9922908,221.8958,59.53549
2015-03-13 08:00:00+00:00,245.0537509,192.7324,55.05139
2015-03-13 09:00:00+00:00,208.4182029,164.8369,52.11734
2015-03-13 10:00:00+00:00,177.1837949,139.4774,50.02697
2015-03-13 11:00:00+00:00,151.9565107,119.1898,46.72314
2015-03-13 12:00:00+00:00,134.2381312,105.242,42.50919
2015-03-13 13:00:00+00:00,122.5268755,96.36619,38.59862
2015-03-13 14:00:00+00:00,118.3245245,93.83024,34.68805
2015-03-13 15:00:00+00:00,124.0918904,98.90215,33.72391
2015-03-13 16:00:00+00:00,142.0500277,112.8499,36.17168
2015-03-13 17:00:00+00:00,169.0754956,133.1375,40.48749
2015-03-13 18:00:00+00:00,186.4842941,143.2813,42.30994
2015-03-13 19:00:00+00:00,197.8991471,153.4251,43.08496
2015-03-13 20:00:00+00:00,207.5158165,163.5689,43.45475
2015-03-13 21:00:00+00:00,218.6342668,174.9807,43.82454
2015-03-13 22:00:00+00:00,229.4497253,185.1245,44.16111
2015-03-13 23:00:00+00:00,4.795156359,0,1.080635
2015-03-14 00:00:00+00:00,2.397578179,0,0.540318
2015-03-14 01:00:00+00:00,1.19878909,0,0.270159
2015-03-14 02:00:00+00:00,0.599394545,0,0.135079
2015-03-14 03:00:00+00:00,0.479515636,0,0.108064
2015-03-14 04:00:00+00:00,280.6499238,235.8436,47.62256
2015-03-14 05:00:00+00:00,286.2341768,239.6475,47.56233
2015-03-14 06:00:00+00:00,290.4233495,237.1116,48.87992
2015-03-14 07:00:00+00:00,271.4798242,213.02,49.22098
2015-03-14 08:00:00+00:00,237.5448462,186.3925,46.55709
2015-03-14 09:00:00+00:00,203.91286,161.033,44.22977
2015-03-14 10:00:00+00:00,175.6820139,138.2094,42.74614
2015-03-14 11:00:00+00:00,151.9565107,119.1898,41.26251
2015-03-14 12:00:00+00:00,135.7399121,106.51,40.08225
2015-03-14 13:00:00+00:00,124.0286564,97.63417,39.50873
2015-03-14 14:00:00+00:00,121.3280864,96.36619,38.9352
2015-03-14 15:00:00+00:00,127.0954523,101.4381,39.4879
2015-03-14 16:00:00+00:00,143.5518087,114.1179,40.7222
2015-03-14 17:00:00+00:00,169.0754956,133.1375,43.2178
2015-03-14 18:00:00+00:00,184.9825131,142.0133,45.04025
2015-03-14 19:00:00+00:00,194.8955852,150.8892,46.11864
2015-03-14 20:00:00+00:00,203.0104736,159.765,46.7918
2015-03-14 21:00:00+00:00,211.1253621,168.6408,47.76832
2015-03-14 22:00:00+00:00,220.4390396,177.5167,48.71163
2015-03-14 23:00:00+00:00,4.795156359,0,1.080635
2015-03-15 00:00:00+00:00,2.397578179,0,0.540318
2015-03-15 01:00:00+00:00,1.19878909,0,0.270159
2015-03-15 02:00:00+00:00,0.599394545,0,0.135079
2015-03-15 03:00:00+00:00,0.479515636,0,0.108064
2015-03-15 04:00:00+00:00,249.1125239,209.2161,52.77981
2015-03-15 05:00:00+00:00,253.194996,211.752,53.62969
2015-03-15 06:00:00+00:00,255.8823877,207.9481,52.21697
2015-03-15 07:00:00+00:00,235.4370815,182.5886,48.00751
2015-03-15 08:00:00+00:00,200.0003226,154.6931,39.57963
2015-03-15 09:00:00+00:00,164.8665554,128.0656,34.21864
2015-03-15 10:00:00+00:00,135.1339284,103.9741,29.70133
2015-03-15 11:00:00+00:00,111.4084251,84.95441,28.2177
2015-03-15 12:00:00+00:00,95.19182659,72.27465,28.25091
2015-03-15 13:00:00+00:00,81.97878994,62.13084,27.98075
2015-03-15 14:00:00+00:00,79.27821991,60.86286,29.83416
2015-03-15 15:00:00+00:00,83.54380492,64.66679,33.42055
2015-03-15 16:00:00+00:00,100.0001613,77.34655,36.17168
2015-03-15 17:00:00+00:00,125.5238482,96.36619,40.18412
2015-03-15 18:00:00+00:00,142.9326466,106.51,42.61331
2015-03-15 19:00:00+00:00,152.8457187,115.3858,43.6917
2015-03-15 20:00:00+00:00,162.4623881,125.5296,44.36485
2015-03-15 21:00:00+00:00,172.0790575,135.6735,45.03801
2015-03-15 22:00:00+00:00,182.894516,145.8173,45.98132
2015-03-15 23:00:00+00:00,4.795156359,0,1.080635
2015-03-16 00:00:00+00:00,2.397578179,0,0.540318
2015-03-16 01:00:00+00:00,1.19878909,0,0.270159
2015-03-16 02:00:00+00:00,0.599394545,0,0.135079
2015-03-16 03:00:00+00:00,0.479515636,0,0.108064
2015-03-16 04:00:00+00:00,232.5929336,195.2683,50.0495
2015-03-16 05:00:00+00:00,238.1771866,199.0723,50.59601
2015-03-16 06:00:00+00:00,240.8645783,195.2683,51.00349
2015-03-16 07:00:00+00:00,220.4192721,169.9088,48.91762
2015-03-16 08:00:00+00:00,184.9825131,142.0133,44.13015
2015-03-16 09:00:00+00:00,149.848746,115.3858,39.07252
2015-03-16 10:00:00+00:00,121.6178999,92.56226,35.46532
2015-03-16 11:00:00+00:00,97.89239663,73.54262,32.76821
2015-03-16 12:00:00+00:00,81.67579808,60.86286,30.67785
2015-03-16 13:00:00+00:00,71.46632332,53.255,29.49759
2015-03-16 14:00:00+00:00,68.76575329,51.98703,28.92406
2015-03-16 15:00:00+00:00,76.0349002,58.32691,30.0835
2015-03-16 16:00:00+00:00,93.9930375,72.27465,32.83463
2015-03-16 17:00:00+00:00,121.0185053,92.56226,36.84708
2015-03-16 18:00:00+00:00,132.42018,97.63417,37.75942
2015-03-16 19:00:00+00:00,137.8279093,102.7061,37.32098
2015-03-16 20:00:00+00:00,141.4374549,107.778,36.47729
2015-03-16 21:00:00+00:00,143.5452195,111.5819,35.6336
2015-03-16 22:00:00+00:00,148.3535542,116.6538,35.06008
2015-03-16 23:00:00+00:00,4.795156359,0,1.080635
2015-03-17 00:00:00+00:00,2.397578179,0,0.540318
2015-03-17 01:00:00+00:00,1.19878909,0,0.270159
2015-03-17 02:00:00+00:00,0.599394545,0,0.135079
2015-03-17 03:00:00+00:00,0.479515636,0,0.108064
2015-03-17 04:00:00+00:00,142.4860768,119.1898,28.51038
2015-03-17 05:00:00+00:00,143.564987,119.1898,28.45016
2015-03-17 06:00:00+00:00,141.7470359,111.5819,27.94754
2015-03-17 07:00:00+00:00,122.8035107,87.49036,25.55829
2015-03-17 08:00:00+00:00,94.8756564,65.93476,19.86072
2015-03-17 09:00:00+00:00,61.24367023,40.57524,15.40983
2015-03-17 10:00:00+00:00,37.51816696,21.5556,11.80262
2015-03-17 11:00:00+00:00,19.79978748,7.607857,8.802155
2015-03-17 12:00:00+00:00,15.5974365,5.071905,6.105053
2015-03-17 13:00:00+00:00,8.391523628,0,5.228158
2015-03-17 14:00:00+00:00,7.192734538,0,4.958
2015-03-17 15:00:00+00:00,6.95297672,0,5.814071
2015-03-17 16:00:00+00:00,8.391523628,0,7.958469
2015-03-17 17:00:00+00:00,23.40274391,10.14381,11.36418
2015-03-17 18:00:00+00:00,42.31332332,21.5556,15.00683
2015-03-17 19:00:00+00:00,56.73173823,34.23536,17.2987
2015-03-17 20:00:00+00:00,69.3519695,46.91512,19.18532
2015-03-17 21:00:00+00:00,80.47041983,58.32691,21.07195
2015-03-17 22:00:00+00:00,94.28944019,71.00667,23.22873
2015-03-17 23:00:00+00:00,4.795156359,0,1.080635
2015-03-18 00:00:00+00:00,2.397578179,0,0.540318
2015-03-18 01:00:00+00:00,1.19878909,0,0.270159
2015-03-18 02:00:00+00:00,0.599394545,0,0.135079
2015-03-18 03:00:00+00:00,0.479515636,0,0.108064
2015-03-18 04:00:00+00:00,175.5252576,147.0852,43.37541
2015-03-18 05:00:00+00:00,182.6112916,152.1571,43.92192
2015-03-18 06:00:00+00:00,185.2986833,148.3532,43.72267
2015-03-18 07:00:00+00:00,164.8533771,122.9937,41.63679
2015-03-18 08:00:00+00:00,132.42018,97.63417,35.63585
2015-03-18 09:00:00+00:00,100.2899748,73.54262,29.97149
2015-03-18 10:00:00+00:00,76.56447154,54.52298,25.15081
2015-03-18 11:00:00+00:00,55.84253016,38.03929,21.24024
2015-03-18 12:00:00+00:00,41.12771257,26.6275,18.54313
2015-03-18 13:00:00+00:00,33.9217997,21.5556,17.0595
2015-03-18 14:00:00+00:00,29.71944872,19.01964,16.78935
2015-03-18 15:00:00+00:00,36.98859562,25.35952,18.85889
2015-03-18 16:00:00+00:00,53.44495198,38.03929,22.21676
2015-03-18 17:00:00+00:00,77.46685794,55.79095,27.1393
2015-03-18 18:00:00+00:00,102.3845611,72.27465,31.3887
2015-03-18 19:00:00+00:00,115.3011951,83.68643,34.2873
2015-03-18 20:00:00+00:00,124.9178645,93.83024,36.78066
2015-03-18 21:00:00+00:00,136.0363148,105.242,39.27402
2015-03-18 22:00:00+00:00,146.8517733,115.3858,42.34091
2015-03-18 23:00:00+00:00,4.795156359,0,1.080635
2015-03-19 00:00:00+00:00,2.397578179,0,0.540318
2015-03-19 01:00:00+00:00,1.19878909,0,0.270159
2015-03-19 02:00:00+00:00,0.599394545,0,0.135079
2015-03-19 03:00:00+00:00,0.479515636,0,0.108064
2015-03-19 04:00:00+00:00,177.0270386,148.3532,45.80235
2015-03-19 05:00:00+00:00,181.1095107,150.8892,45.74213
2015-03-19 06:00:00+00:00,183.7969024,147.0852,44.02603
2015-03-19 07:00:00+00:00,173.8640628,130.6016,40.72668
2015-03-19 08:00:00+00:00,142.9326466,106.51,32.90554
2015-03-19 09:00:00+00:00,113.8060033,84.95441,24.81423
2015-03-19 10:00:00+00:00,79.56803343,57.05893,20.90366
2015-03-19 11:00:00+00:00,57.34431111,39.30726,16.99309
2015-03-19 12:00:00+00:00,51.64017918,35.50333,20.36334
2015-03-19 13:00:00+00:00,50.44139009,35.50333,24.03696
2015-03-19 14:00:00+00:00,47.74082006,34.23536,27.10385
2015-03-19 15:00:00+00:00,50.50462413,36.77131,27.04982
2015-03-19 16:00:00+00:00,62.45563765,45.64714,28.89085
2015-03-19 17:00:00+00:00,81.97220077,59.59488,31.99319
2015-03-19 18:00:00+00:00,103.8863421,73.54262,34.72574
2015-03-19 19:00:00+00:00,115.3011951,83.68643,36.41087
2015-03-19 20:00:00+00:00,123.4160835,92.56226,37.69076
2015-03-19 21:00:00+00:00,133.0327529,102.7061,38.66728
2015-03-19 22:00:00+00:00,143.8482114,112.8499,40.21733
2015-03-19 23:00:00+00:00,4.795156359,0,1.080635
2015-03-20 00:00:00+00:00,2.397578179,0,0.540318
2015-03-20 01:00:00+00:00,1.19878909,0,0.270159
2015-03-20 02:00:00+00:00,0.599394545,0,0.135079
2015-03-20 03:00:00+00:00,0.479515636,0,0.108064
2015-03-20 04:00:00+00:00,190.5430671,159.765,51.56634
2015-03-20 05:00:00+00:00,194.6255392,162.301,51.80948
2015-03-20 06:00:00+00:00,201.8182737,162.301,51.9136
2015-03-20 07:00:00+00:00,203.8996817,155.9611,51.04119
2015-03-20 08:00:00+00:00,195.4949797,150.8892,46.55709
2015-03-20 09:00:00+00:00,187.3932696,147.0852,42.40957
2015-03-20 10:00:00+00:00,181.6891377,143.2813,39.10573
2015-03-20 11:00:00+00:00,177.4867867,140.7454,35.80189
2015-03-20 12:00:00+00:00,171.7826548,136.9414,33.71153
2015-03-20 13:00:00+00:00,169.0820848,135.6735,32.2279
2015-03-20 14:00:00+00:00,167.8832957,135.6735,31.65437
2015-03-20 15:00:00+00:00,169.1453188,136.9414,32.81381
2015-03-20 16:00:00+00:00,175.0892085,140.7454,35.26158
2015-03-20 17:00:00+00:00,193.1039907,153.4251,38.97065
2015-03-20 18:00:00+00:00,195.4949797,150.8892,42.00657
2015-03-20 19:00:00+00:00,199.400928,154.6931,43.6917
2015-03-20 20:00:00+00:00,198.5051308,155.9611,44.97159
2015-03-20 21:00:00+00:00,197.6093336,157.2291,46.25148
2015-03-20 22:00:00+00:00,199.4141064,159.765,47.80153
2015-03-20 23:00:00+00:00,4.795156359,0,1.080635
2015-03-21 00:00:00+00:00,2.397578179,0,0.540318
2015-03-21 01:00:00+00:00,1.19878909,0,0.270159
2015-03-21 02:00:00+00:00,0.599394545,0,0.135079
2015-03-21 03:00:00+00:00,0.479515636,0,0.108064
2015-03-21 04:00:00+00:00,186.0377243,155.9611,49.44277
2015-03-21 05:00:00+00:00,187.1166344,155.9611,49.68591
2015-03-21 06:00:00+00:00,191.3058071,153.4251,50.39676
2015-03-21 07:00:00+00:00,194.888996,148.3532,52.25466
2015-03-21 08:00:00+00:00,187.986075,144.5493,49.2874
2015-03-21 09:00:00+00:00,178.382584,139.4774,41.80283
2015-03-21 10:00:00+00:00,172.678452,135.6735,36.37542
2015-03-21 11:00:00+00:00,166.9743201,131.8695,33.07158
2015-03-21 12:00:00+00:00,162.7719691,129.3336,31.58795
2015-03-21 13:00:00+00:00,173.5874276,139.4774,30.71106
2015-03-21 14:00:00+00:00,163.3779528,131.8695,30.13753
2015-03-21 15:00:00+00:00,160.1346331,129.3336,29.1734
2015-03-21 16:00:00+00:00,163.074961,130.6016,29.80095
2015-03-21 17:00:00+00:00,169.0754956,133.1375,32.90329
2015-03-21 18:00:00+00:00,178.9753893,136.9414,35.93922
2015-03-21 19:00:00+00:00,179.8777757,138.2094,37.62434
2015-03-21 20:00:00+00:00,178.9819785,139.4774,39.2076
2015-03-21 21:00:00+00:00,179.5879622,142.0133,40.48749
2015-03-21 22:00:00+00:00,179.8909541,143.2813,42.03754
2015-03-21 23:00:00+00:00,4.795156359,0,1.080635
2015-03-22 00:00:00+00:00,2.397578179,0,0.540318
2015-03-22 01:00:00+00:00,1.19878909,0,0.270159
2015-03-22 02:00:00+00:00,0.599394545,0,0.135079
2015-03-22 03:00:00+00:00,0.479515636,0,0.108064
2015-03-22 04:00:00+00:00,186.0377243,155.9611,48.22929
2015-03-22 05:00:00+00:00,188.6184154,157.2291,48.47244
2015-03-22 06:00:00+00:00,192.807588,154.6931,47.36308
2015-03-22 07:00:00+00:00,179.8711866,135.6735,43.76036
2015-03-22 08:00:00+00:00,159.452237,120.4577,37.15269
2015-03-22 09:00:00+00:00,131.8273747,100.1701,30.27485
2015-03-22 10:00:00+00:00,105.0983095,78.61453,23.93734
2015-03-22 11:00:00+00:00,84.37636812,62.13084,17.90319
2015-03-22 12:00:00+00:00,68.15976958,49.45107,13.38588
2015-03-22 13:00:00+00:00,57.95029482,41.84322,9.475308
2015-03-22 14:00:00+00:00,53.74794384,39.30726,9.508517
2015-03-22 15:00:00+00:00,61.01709075,45.64714,11.27469
2015-03-22 16:00:00+00:00,74.46988521,55.79095,14.32919
2015-03-22 17:00:00+00:00,93.98644834,69.73869,19.85848
2015-03-22 18:00:00+00:00,112.8970277,81.15048,24.41124
2015-03-22 19:00:00+00:00,122.8100998,90.02631,27.91657
2015-03-22 20:00:00+00:00,130.9249883,98.90215,30.7133
2015-03-22 21:00:00+00:00,139.0398767,107.778,33.8134
2015-03-22 22:00:00+00:00,148.3535542,116.6538,37.18365
2015-03-22 23:00:00+00:00,4.795156359,0,1.080635
2015-03-23 00:00:00+00:00,2.397578179,0,0.540318
2015-03-23 01:00:00+00:00,1.19878909,0,0.270159
2015-03-23 02:00:00+00:00,0.599394545,0,0.135079
2015-03-23 03:00:00+00:00,0.479515636,0,0.108064
2015-03-23 04:00:00+00:00,201.0555337,168.6408,50.95961
2015-03-23 05:00:00+00:00,206.6397867,172.4448,51.20275
2015-03-23 06:00:00+00:00,204.8218356,164.8369,49.48666
2015-03-23 07:00:00+00:00,206.9032436,158.497,49.22098
2015-03-23 08:00:00+00:00,187.986075,144.5493,47.46719
2015-03-23 09:00:00+00:00,176.880803,138.2094,38.76915
2015-03-23 10:00:00+00:00,159.1624235,124.2617,33.94848
2015-03-23 11:00:00+00:00,129.4297965,100.1701,30.0379
2015-03-23 12:00:00+00:00,104.2025123,79.8825,24.61049
2015-03-23 13:00:00+00:00,84.98235183,64.66679,20.39655
2015-03-23 14:00:00+00:00,82.2817818,63.39881,19.51966
2015-03-23 15:00:00+00:00,101.5651763,79.8825,19.16226
2015-03-23 16:00:00+00:00,119.5233136,93.83024,22.21676
2015-03-23 17:00:00+00:00,136.0363148,105.242,26.83594
2015-03-23 18:00:00+00:00,154.9468942,116.6538,31.08533
2015-03-23 19:00:00+00:00,163.3581853,124.2617,33.68056
2015-03-23 20:00:00+00:00,168.4695119,130.6016,35.87055
2015-03-23 21:00:00+00:00,175.0826194,138.2094,38.06055
2015-03-23 22:00:00+00:00,182.894516,145.8173,40.82407
2015-03-23 23:00:00+00:00,4.795156359,0,1.080635
2015-03-24 00:00:00+00:00,2.397578179,0,0.540318
2015-03-24 01:00:00+00:00,1.19878909,0,0.270159
2015-03-24 02:00:00+00:00,0.599394545,0,0.135079
2015-03-24 03:00:00+00:00,0.479515636,0,0.108064
2015-03-24 04:00:00+00:00,223.5822479,187.6605,47.31919
2015-03-24 05:00:00+00:00,226.162939,188.9285,47.56233
2015-03-24 06:00:00+00:00,219.839645,177.5167,47.05971
2015-03-24 07:00:00+00:00,203.8996817,155.9611,45.88394
2015-03-24 08:00:00+00:00,171.4664846,130.6016,38.66953
2015-03-24 09:00:00+00:00,136.3327175,103.9741,32.09506
2015-03-24 10:00:00+00:00,106.6000904,79.8825,29.09459
2015-03-24 11:00:00+00:00,81.37280623,59.59488,25.48739
2015-03-24 12:00:00+00:00,65.15620769,46.91512,21.88018
2015-03-24 13:00:00+00:00,53.44495198,38.03929,18.87971
2015-03-24 14:00:00+00:00,49.242601,35.50333,17.09271
2015-03-24 15:00:00+00:00,53.50818602,39.30726,16.43195
2015-03-24 16:00:00+00:00,68.46276143,50.71905,17.66624
2015-03-24 17:00:00+00:00,90.98288644,67.20274,21.98205
2015-03-24 18:00:00+00:00,117.4023706,84.95441,26.53481
2015-03-24 19:00:00+00:00,128.8172236,95.09822,29.43341
2015-03-24 20:00:00+00:00,136.932112,103.9741,32.23014
2015-03-24 21:00:00+00:00,146.5487814,114.1179,34.7235
2015-03-24 22:00:00+00:00,155.8624589,122.9937,37.79039
2015-03-24 23:00:00+00:00,4.795156359,0,1.080635
2015-03-25 00:00:00+00:00,2.397578179,0,0.540318
2015-03-25 01:00:00+00:00,1.19878909,0,0.270159
2015-03-25 02:00:00+00:00,0.599394545,0,0.135079
2015-03-25 03:00:00+00:00,0.479515636,0,0.108064
2015-03-25 04:00:00+00:00,180.0306005,150.8892,48.22929
2015-03-25 05:00:00+00:00,181.1095107,150.8892,48.47244
2015-03-25 06:00:00+00:00,179.2915595,143.2813,48.27318
2015-03-25 07:00:00+00:00,169.3587199,126.7976,43.15363
2015-03-25 08:00:00+00:00,156.4486752,117.9218,35.93922
2015-03-25 09:00:00+00:00,125.8202509,95.09822,26.93781
2015-03-25 10:00:00+00:00,105.0983095,78.61453,22.4205
2015-03-25 11:00:00+00:00,102.3977395,77.34655,17.90319
2015-03-25 12:00:00+00:00,102.7007313,78.61453,17.32966
2015-03-25 13:00:00+00:00,93.9930375,72.27465,18.57634
2015-03-25 14:00:00+00:00,104.808496,82.41846,21.64323
2015-03-25 15:00:00+00:00,115.0812048,91.29429,25.83635
2015-03-25 16:00:00+00:00,127.0322183,100.1701,29.49759
2015-03-25 17:00:00+00:00,137.5380957,106.51,33.51003
2015-03-25 18:00:00+00:00,151.9433323,114.1179,36.84932
2015-03-25 19:00:00+00:00,158.8528425,120.4577,39.14118
2015-03-25 20:00:00+00:00,165.46595,128.0656,40.72444
2015-03-25 21:00:00+00:00,172.0790575,135.6735,42.3077
2015-03-25 22:00:00+00:00,178.3891731,142.0133,44.46448
2015-03-25 23:00:00+00:00,4.795156359,0,1.080635
2015-03-26 00:00:00+00:00,2.397578179,0,0.540318
2015-03-26 01:00:00+00:00,1.19878909,0,0.270159
2015-03-26 02:00:00+00:00,0.599394545,0,0.135079
2015-03-26 03:00:00+00:00,0.479515636,0,0.108064
2015-03-26 04:00:00+00:00,214.5715622,180.0526,53.68992
2015-03-26 05:00:00+00:00,217.1522533,181.3206,53.93306
2015-03-26 06:00:00+00:00,221.341426,178.7846,52.21697
2015-03-26 07:00:00+00:00,217.4157102,167.3729,49.52435
2015-03-26 08:00:00+00:00,200.0003226,154.6931,43.52341
2015-03-26 09:00:00+00:00,181.3861458,142.0133,37.25231
2015-03-26 10:00:00+00:00,159.1624235,124.2617,30.9148
2015-03-26 11:00:00+00:00,151.9565107,119.1898,26.70086
2015-03-26 12:00:00+00:00,138.743474,109.046,23.39702
2015-03-26 13:00:00+00:00,125.5304373,98.90215,22.52013
2015-03-26 14:00:00+00:00,113.8191816,90.02631,22.24997
2015-03-26 15:00:00+00:00,107.5723,84.95441,23.71277
2015-03-26 16:00:00+00:00,109.010847,84.95441,26.76728
2015-03-26 17:00:00+00:00,124.0220672,95.09822,31.68982
2015-03-26 18:00:00+00:00,142.9326466,106.51,34.42238
2015-03-26 19:00:00+00:00,146.8385949,110.3139,35.50077
2015-03-26 20:00:00+00:00,148.9463596,114.1179,36.47729
2015-03-26 21:00:00+00:00,151.0541243,117.9218,37.15044
2015-03-26 22:00:00+00:00,154.360678,121.7257,38.39712
2015-03-26 23:00:00+00:00,4.795156359,0,1.080635
2015-03-27 00:00:00+00:00,2.397578179,0,0.540318
2015-03-27 01:00:00+00:00,1.19878909,0,0.270159
2015-03-27 02:00:00+00:00,0.599394545,0,0.135079
2015-03-27 03:00:00+00:00,0.479515636,0,0.108064
2015-03-27 04:00:00+00:00,145.4896387,121.7257,35.79121
2015-03-27 05:00:00+00:00,146.5685489,121.7257,35.73099
