,ES_IND,ES_DHN,ES_DEC
2050-01-04 16:00:00,6263.503000000001,11709.162,18626.644
2050-01-04 17:00:00,6263.503000000001,11601.35,19373.59
2050-01-04 18:00:00,6263.5030000000015,11904.579999999998,20269.962
2050-01-04 19:00:00,6263.503999999999,13025.21,20867.482
2050-01-04 20:00:00,6594.652999999999,13256.971000000001,21315.668
2050-01-04 21:00:00,8235.087,13452.108,21913.278000000002
2050-01-04 22:00:00,9770.273000000001,13258.844000000001,22510.799
2050-01-04 23:00:00,9770.271999999999,13609.821,23108.410000000003
2050-01-05 00:00:00,6263.504000000001,14361.266000000003,24452.966
2050-01-05 01:00:00,6263.502999999999,14448.971000000001,24602.301000000003
2050-01-05 02:00:00,6263.503000000001,14536.729000000001,24751.727000000003
2050-01-05 03:00:00,6263.503000000001,14624.485999999999,24901.153
2050-01-05 04:00:00,6263.503000000001,14712.190999999999,25050.487999999998
2050-01-05 05:00:00,6263.503999999999,14799.949,25199.913
2050-01-05 06:00:00,6263.502999999999,14712.192000000003,25050.487
2050-01-05 07:00:00,6263.503,14624.486999999997,24901.152
2050-01-05 08:00:00,6263.503,14692.288999999999,23706.021
2050-01-05 09:00:00,6263.503000000001,14165.848000000002,22809.649
2050-01-05 10:00:00,6263.504,13463.946,21614.518
2050-01-05 11:00:00,6263.503000000001,12849.748,20568.722
2050-01-05 12:00:00,6263.503000000001,12235.603000000001,19523.015
2050-01-05 13:00:00,6263.503000000001,11709.162,18626.644
2050-01-05 14:00:00,6263.502999999999,11445.942000000001,18178.458
2050-01-05 15:00:00,6263.503,11445.943000000003,18178.457000000002
2050-01-05 16:00:00,6263.503000000001,11709.162,18626.644
2050-01-05 17:00:00,6263.503000000001,11601.35,19373.59
2050-01-05 18:00:00,6263.5030000000015,11904.579999999998,20269.962
2050-01-05 19:00:00,6263.503999999999,13025.21,20867.482
2050-01-05 20:00:00,6594.652999999999,13256.971000000001,21315.668
2050-01-05 21:00:00,8235.087,13452.108,21913.278000000002
2050-01-05 22:00:00,9770.273000000001,13258.844000000001,22510.799
2050-01-05 23:00:00,9770.271999999999,13609.821,23108.410000000003
2050-01-06 00:00:00,6263.504000000001,14361.266000000003,24452.966
2050-01-06 01:00:00,6263.502999999999,14448.971000000001,24602.301000000003
2050-01-06 02:00:00,6263.503000000001,14536.729000000001,24751.727000000003
2050-01-06 03:00:00,6263.503000000001,14624.485999999999,24901.153
2050-01-06 04:00:00,6263.503000000001,14712.190999999999,25050.487999999998
2050-01-06 05:00:00,6263.503999999999,14799.949,25199.913
2050-01-06 06:00:00,6263.502999999999,14712.192000000003,25050.487
2050-01-06 07:00:00,6263.503,14624.486999999997,24901.152
2050-01-06 08:00:00,6263.503,14692.288999999999,23706.021
2050-01-06 09:00:00,6263.503000000001,14165.848000000002,22809.649
2050-01-06 10:00:00,6263.504,13463.946,21614.518
2050-01-06 11:00:00,6263.503000000001,12849.748,20568.722
2050-01-06 12:00:00,6263.503000000001,12235.603000000001,19523.015
2050-01-06 13:00:00,6263.503000000001,11709.162,18626.644
2050-01-06 14:00:00,6263.502999999999,11445.942000000001,18178.458
2050-01-06 15:00:00,6263.503,11445.943000000003,18178.457000000002
2050-01-06 16:00:00,6263.503000000001,11709.162,18626.644
2050-01-06 17:00:00,6263.503000000001,11601.35,19373.59
2050-01-06 18:00:00,6263.5030000000015,11904.579999999998,20269.962
2050-01-06 19:00:00,6263.503999999999,13025.21,20867.482
2050-01-06 20:00:00,6594.652999999999,13256.971000000001,21315.668
2050-01-06 21:00:00,8235.087,13452.108,21913.278000000002
2050-01-06 22:00:00,9770.273000000001,13258.844000000001,22510.799
2050-01-06 23:00:00,9770.271999999999,13609.821,23108.410000000003
2050-01-07 00:00:00,6263.504000000001,14361.266000000003,24452.966
2050-01-07 01:00:00,6263.502999999999,14448.971000000001,24602.301000000003
2050-01-07 02:00:00,6263.503000000001,14536.729000000001,24751.727000000003
2050-01-07 03:00:00,6263.503000000001,14624.485999999999,24901.153
2050-01-07 04:00:00,6263.503000000001,14712.190999999999,25050.487999999998
2050-01-07 05:00:00,6263.503999999999,14799.949,25199.913
2050-01-07 06:00:00,6263.502999999999,14712.192000000003,25050.487
2050-01-07 07:00:00,6263.503,14624.486999999997,24901.152
2050-01-07 08:00:00,6263.503,14692.288999999999,23706.021
2050-01-07 09:00:00,6263.503000000001,14165.848000000002,22809.649
2050-01-07 10:00:00,6263.504,13463.946,21614.518
2050-01-07 11:00:00,6263.503000000001,12849.748,20568.722
2050-01-07 12:00:00,6263.503000000001,12235.603000000001,19523.015
2050-01-07 13:00:00,6263.503000000001,11709.162,18626.644
2050-01-07 14:00:00,6263.502999999999,11445.942000000001,18178.458
2050-01-07 15:00:00,6263.503,11445.943000000003,18178.457000000002
2050-01-07 16:00:00,6263.503000000001,11709.162,18626.644
2050-01-07 17:00:00,6263.503000000001,11601.35,19373.59
2050-01-07 18:00:00,6263.5030000000015,11904.579999999998,20269.962
2050-01-07 19:00:00,6263.503999999999,13025.21,20867.482
2050-01-07 20:00:00,6594.652999999999,13256.971000000001,21315.668
2050-01-07 21:00:00,8235.087,13452.108,21913.278000000002
2050-01-07 22:00:00,9770.273000000001,13258.844000000001,22510.799
2050-01-07 23:00:00,9770.271999999999,13609.821,23108.410000000003
2050-01-08 00:00:00,9533.615999999998,15862.405000000002,29382.919
2050-01-08 01:00:00,9766.618999999999,16210.096000000001,29980.53
2050-01-08 02:00:00,9769.613000000001,16654.869,30727.476000000002
2050-01-08 03:00:00,9769.999000000002,16805.071,31026.236000000004
2050-01-08 04:00:00,9770.086000000001,17068.282999999996,31474.422000000002
2050-01-08 05:00:00,9770.113999999998,17243.743000000002,31773.183
2050-01-08 06:00:00,9770.125999999998,17419.257,32072.033000000003
2050-01-08 07:00:00,9770.134000000002,17506.962,32221.368000000002
2050-01-08 08:00:00,9770.141,17506.96,32221.368000000002
2050-01-08 09:00:00,9770.148,16717.300000000003,30876.811
2050-01-08 10:00:00,9770.153,15839.934,29382.919
2050-01-08 11:00:00,9770.158000000001,14787.053,27590.176000000003
2050-01-08 12:00:00,9770.164,14172.907,26544.47
2050-01-08 13:00:00,9770.170000000002,13909.687,26096.284000000003
2050-01-08 14:00:00,9770.174,13909.686,26096.285000000003
2050-01-08 15:00:00,9770.18,14260.611,26693.805
2050-01-08 16:00:00,9770.182999999999,14962.565999999999,27889.027000000002
2050-01-08 17:00:00,9770.187999999998,15401.248,28635.973
2050-01-08 18:00:00,9770.192000000001,15839.93,29382.919
2050-01-08 19:00:00,9770.195,16366.37,30279.29
2050-01-08 20:00:00,9770.199,16805.052,31026.237
2050-01-08 21:00:00,9770.202000000001,17243.735,31773.182
2050-01-08 22:00:00,9770.205,17770.174,32669.553
2050-01-08 23:00:00,9770.207999999999,18208.857,33416.499
2050-01-09 00:00:00,9533.615999999998,15862.405000000002,29382.919
2050-01-09 01:00:00,9766.618999999999,16210.096000000001,29980.53
2050-01-09 02:00:00,9769.613000000001,16654.869,30727.476000000002
2050-01-09 03:00:00,9769.999000000002,16805.071,31026.236000000004
2050-01-09 04:00:00,9770.086000000001,17068.282999999996,31474.422000000002
2050-01-09 05:00:00,9770.113999999998,17243.743000000002,31773.183
2050-01-09 06:00:00,9770.125999999998,17419.257,32072.033000000003
2050-01-09 07:00:00,9770.134000000002,17506.962,32221.368000000002
2050-01-09 08:00:00,9770.141,17506.96,32221.368000000002
2050-01-09 09:00:00,9770.148,16717.300000000003,30876.811
2050-01-09 10:00:00,9770.153,15839.934,29382.919
2050-01-09 11:00:00,9770.158000000001,14787.053,27590.176000000003
2050-01-09 12:00:00,9770.164,14172.907,26544.47
2050-01-09 13:00:00,9770.170000000002,13909.687,26096.284000000003
2050-01-09 14:00:00,9770.174,13909.686,26096.285000000003
2050-01-09 15:00:00,9770.18,14260.611,26693.805
2050-01-09 16:00:00,9770.182999999999,14962.565999999999,27889.027000000002
2050-01-09 17:00:00,9770.187999999998,15401.248,28635.973
2050-01-09 18:00:00,9770.192000000001,15839.93,29382.919
2050-01-09 19:00:00,9770.195,16366.37,30279.29
2050-01-09 20:00:00,9770.199,16805.052,31026.237
2050-01-09 21:00:00,9770.202000000001,17243.735,31773.182
2050-01-09 22:00:00,9770.205,17770.174,32669.553
2050-01-09 23:00:00,9770.207999999999,18208.857,33416.499
2050-01-10 00:00:00,9770.273000000001,10136.89,19672.35
2050-01-10 01:00:00,9770.273000000001,10418.958999999999,20120.536000000004
2050-01-10 02:00:00,9770.273000000001,10776.311000000002,20718.147
2050-01-10 03:00:00,9770.273000000001,10751.088000000003,20718.145999999997
2050-01-10 04:00:00,9639.061000000002,11114.478,21315.668000000005
2050-01-10 05:00:00,9554.694,10947.030999999999,21016.907
2050-01-10 06:00:00,9554.693,11034.788,21166.332000000002
2050-01-10 07:00:00,9531.903,10949.196000000002,21016.907
2050-01-10 08:00:00,9153.348,10809.696,20718.147
2050-01-10 09:00:00,8501.039,10696.150000000001,20419.297
2050-01-10 10:00:00,8058.086999999999,10562.768,20120.536
2050-01-10 11:00:00,9626.579,10238.298,19821.774999999998
2050-01-10 12:00:00,9770.273,10136.890000000003,19672.35
2050-01-10 13:00:00,9770.273000000001,8645.327,17132.661
2050-01-10 14:00:00,9770.272,7943.424000000002,15937.529999999999
2050-01-10 15:00:00,9770.272,7767.9619999999995,15638.769999999999
2050-01-10 16:00:00,9770.273000000001,8294.402000000002,16535.141
2050-01-10 17:00:00,9770.273000000001,8469.864000000001,16833.902
2050-01-10 18:00:00,9770.273000000001,8645.327000000001,17132.662
2050-01-10 19:00:00,9770.273000000001,8820.843,17431.512
2050-01-10 20:00:00,9770.273000000001,9084.063,17879.698
2050-01-10 21:00:00,9770.273000000001,9259.525,18178.459000000003
2050-01-10 22:00:00,9770.273000000001,9434.988000000001,18477.218999999997
2050-01-10 23:00:00,9770.271000000002,9610.45,18775.979
2050-01-11 00:00:00,9770.273000000001,10136.89,19672.35
2050-01-11 01:00:00,9770.273000000001,10418.958999999999,20120.536000000004
2050-01-11 02:00:00,9770.273000000001,10776.311000000002,20718.147
2050-01-11 03:00:00,9770.273000000001,10751.088000000003,20718.145999999997
2050-01-11 04:00:00,9639.061000000002,11114.478,21315.668000000005
2050-01-11 05:00:00,9554.694,10947.030999999999,21016.907
2050-01-11 06:00:00,9554.693,11034.788,21166.332000000002
2050-01-11 07:00:00,9531.903,10949.196000000002,21016.907
2050-01-11 08:00:00,9153.348,10809.696,20718.147
2050-01-11 09:00:00,8501.039,10696.150000000001,20419.297
2050-01-11 10:00:00,8058.086999999999,10562.768,20120.536
2050-01-11 11:00:00,9626.579,10238.298,19821.774999999998
2050-01-11 12:00:00,9770.273,10136.890000000003,19672.35
2050-01-11 13:00:00,9770.273000000001,8645.327,17132.661
2050-01-11 14:00:00,9770.272,7943.424000000002,15937.529999999999
2050-01-11 15:00:00,9770.272,7767.9619999999995,15638.769999999999
2050-01-11 16:00:00,9770.273000000001,8294.402000000002,16535.141
2050-01-11 17:00:00,9770.273000000001,8469.864000000001,16833.902
2050-01-11 18:00:00,9770.273000000001,8645.327000000001,17132.662
2050-01-11 19:00:00,9770.273000000001,8820.843,17431.512
2050-01-11 20:00:00,9770.273000000001,9084.063,17879.698
2050-01-11 21:00:00,9770.273000000001,9259.525,18178.459000000003
2050-01-11 22:00:00,9770.273000000001,9434.988000000001,18477.218999999997
2050-01-11 23:00:00,9770.271000000002,9610.45,18775.979
2050-01-12 00:00:00,9533.615999999998,15862.405000000002,29382.919
2050-01-12 01:00:00,9766.618999999999,16210.096000000001,29980.53
2050-01-12 02:00:00,9769.613000000001,16654.869,30727.476000000002
2050-01-12 03:00:00,9769.999000000002,16805.071,31026.236000000004
2050-01-12 04:00:00,9770.086000000001,17068.282999999996,31474.422000000002
2050-01-12 05:00:00,9770.113999999998,17243.743000000002,31773.183
2050-01-12 06:00:00,9770.125999999998,17419.257,32072.033000000003
2050-01-12 07:00:00,9770.134000000002,17506.962,32221.368000000002
2050-01-12 08:00:00,9770.141,17506.96,32221.368000000002
2050-01-12 09:00:00,9770.148,16717.300000000003,30876.811
2050-01-12 10:00:00,9770.153,15839.934,29382.919
2050-01-12 11:00:00,9770.158000000001,14787.053,27590.176000000003
2050-01-12 12:00:00,9770.164,14172.907,26544.47
2050-01-12 13:00:00,9770.170000000002,13909.687,26096.284000000003
2050-01-12 14:00:00,9770.174,13909.686,26096.285000000003
2050-01-12 15:00:00,9770.18,14260.611,26693.805
2050-01-12 16:00:00,9770.182999999999,14962.565999999999,27889.027000000002
2050-01-12 17:00:00,9770.187999999998,15401.248,28635.973
2050-01-12 18:00:00,9770.192000000001,15839.93,29382.919
2050-01-12 19:00:00,9770.195,16366.37,30279.29
2050-01-12 20:00:00,9770.199,16805.052,31026.237
2050-01-12 21:00:00,9770.202000000001,17243.735,31773.182
2050-01-12 22:00:00,9770.205,17770.174,32669.553
2050-01-12 23:00:00,9770.207999999999,18208.857,33416.499
2050-01-13 00:00:00,9533.615999999998,15862.405000000002,29382.919
2050-01-13 01:00:00,9766.618999999999,16210.096000000001,29980.53
2050-01-13 02:00:00,9769.613000000001,16654.869,30727.476000000002
2050-01-13 03:00:00,9769.999000000002,16805.071,31026.236000000004
2050-01-13 04:00:00,9770.086000000001,17068.282999999996,31474.422000000002
2050-01-13 05:00:00,9770.113999999998,17243.743000000002,31773.183
2050-01-13 06:00:00,9770.125999999998,17419.257,32072.033000000003
2050-01-13 07:00:00,9770.134000000002,17506.962,32221.368000000002
2050-01-13 08:00:00,9770.141,17506.96,32221.368000000002
2050-01-13 09:00:00,9770.148,16717.300000000003,30876.811
2050-01-13 10:00:00,9770.153,15839.934,29382.919
2050-01-13 11:00:00,9770.158000000001,14787.053,27590.176000000003
2050-01-13 12:00:00,9770.164,14172.907,26544.47
2050-01-13 13:00:00,9770.170000000002,13909.687,26096.284000000003
2050-01-13 14:00:00,9770.174,13909.686,26096.285000000003
2050-01-13 15:00:00,9770.18,14260.611,26693.805
2050-01-13 16:00:00,9770.182999999999,14962.565999999999,27889.027000000002
2050-01-13 17:00:00,9770.187999999998,15401.248,28635.973
2050-01-13 18:00:00,9770.192000000001,15839.93,29382.919
2050-01-13 19:00:00,9770.195,16366.37,30279.29
2050-01-13 20:00:00,9770.199,16805.052,31026.237
2050-01-13 21:00:00,9770.202000000001,17243.735,31773.182
2050-01-13 22:00:00,9770.205,17770.174,32669.553
2050-01-13 23:00:00,9770.207999999999,18208.857,33416.499
2050-01-14 00:00:00,9533.615999999998,15862.405000000002,29382.919
2050-01-14 01:00:00,9766.618999999999,16210.096000000001,29980.53
2050-01-14 02:00:00,9769.613000000001,16654.869,30727.476000000002
2050-01-14 03:00:00,9769.999000000002,16805.071,31026.236000000004
2050-01-14 04:00:00,9770.086000000001,17068.282999999996,31474.422000000002
2050-01-14 05:00:00,9770.113999999998,17243.743000000002,31773.183
2050-01-14 06:00:00,9770.125999999998,17419.257,32072.033000000003
2050-01-14 07:00:00,9770.134000000002,17506.962,32221.368000000002
2050-01-14 08:00:00,9770.141,17506.96,32221.368000000002
2050-01-14 09:00:00,9770.148,16717.300000000003,30876.811
2050-01-14 10:00:00,9770.153,15839.934,29382.919
2050-01-14 11:00:00,9770.158000000001,14787.053,27590.176000000003
2050-01-14 12:00:00,9770.164,14172.907,26544.47
2050-01-14 13:00:00,9770.170000000002,13909.687,26096.284000000003
2050-01-14 14:00:00,9770.174,13909.686,26096.285000000003
2050-01-14 15:00:00,9770.18,14260.611,26693.805
2050-01-14 16:00:00,9770.182999999999,14962.565999999999,27889.027000000002
2050-01-14 17:00:00,9770.187999999998,15401.248,28635.973
2050-01-14 18:00:00,9770.192000000001,15839.93,29382.919
2050-01-14 19:00:00,9770.195,16366.37,30279.29
2050-01-14 20:00:00,9770.199,16805.052,31026.237
2050-01-14 21:00:00,9770.202000000001,17243.735,31773.182
2050-01-14 22:00:00,9770.205,17770.174,32669.553
2050-01-14 23:00:00,9770.207999999999,18208.857,33416.499
2050-01-15 00:00:00,9533.615999999998,15862.405000000002,29382.919
2050-01-15 01:00:00,9766.618999999999,16210.096000000001,29980.53
2050-01-15 02:00:00,9769.613000000001,16654.869,30727.476000000002
2050-01-15 03:00:00,9769.999000000002,16805.071,31026.236000000004
2050-01-15 04:00:00,9770.086000000001,17068.282999999996,31474.422000000002
2050-01-15 05:00:00,9770.113999999998,17243.743000000002,31773.183
2050-01-15 06:00:00,9770.125999999998,17419.257,32072.033000000003
2050-01-15 07:00:00,9770.134000000002,17506.962,32221.368000000002
2050-01-15 08:00:00,9770.141,17506.96,32221.368000000002
2050-01-15 09:00:00,9770.148,16717.300000000003,30876.811
2050-01-15 10:00:00,9770.153,15839.934,29382.919
2050-01-15 11:00:00,9770.158000000001,14787.053,27590.176000000003
2050-01-15 12:00:00,9770.164,14172.907,26544.47
2050-01-15 13:00:00,9770.170000000002,13909.687,26096.284000000003
2050-01-15 14:00:00,9770.174,13909.686,26096.285000000003
2050-01-15 15:00:00,9770.18,14260.611,26693.805
2050-01-15 16:00:00,9770.182999999999,14962.565999999999,27889.027000000002
2050-01-15 17:00:00,9770.187999999998,15401.248,28635.973
2050-01-15 18:00:00,9770.192000000001,15839.93,29382.919
2050-01-15 19:00:00,9770.195,16366.37,30279.29
2050-01-15 20:00:00,9770.199,16805.052,31026.237
2050-01-15 21:00:00,9770.202000000001,17243.735,31773.182
2050-01-15 22:00:00,9770.205,17770.174,32669.553
2050-01-15 23:00:00,9770.207999999999,18208.857,33416.499
2050-01-16 00:00:00,9533.615999999998,15862.405000000002,29382.919
2050-01-16 01:00:00,9766.618999999999,16210.096000000001,29980.53
2050-01-16 02:00:00,9769.613000000001,16654.869,30727.476000000002
2050-01-16 03:00:00,9769.999000000002,16805.071,31026.236000000004
2050-01-16 04:00:00,9770.086000000001,17068.282999999996,31474.422000000002
2050-01-16 05:00:00,9770.113999999998,17243.743000000002,31773.183
2050-01-16 06:00:00,9770.125999999998,17419.257,32072.033000000003
2050-01-16 07:00:00,9770.134000000002,17506.962,32221.368000000002
2050-01-16 08:00:00,9770.141,17506.96,32221.368000000002
2050-01-16 09:00:00,9770.148,16717.300000000003,30876.811
2050-01-16 10:00:00,9770.153,15839.934,29382.919
2050-01-16 11:00:00,9770.158000000001,14787.053,27590.176000000003
2050-01-16 12:00:00,9770.164,14172.907,26544.47
2050-01-16 13:00:00,9770.170000000002,13909.687,26096.284000000003
2050-01-16 14:00:00,9770.174,13909.686,26096.285000000003
2050-01-16 15:00:00,9770.18,14260.611,26693.805
2050-01-16 16:00:00,9770.182999999999,14962.565999999999,27889.027000000002
2050-01-16 17:00:00,9770.187999999998,15401.248,28635.973
2050-01-16 18:00:00,9770.192000000001,15839.93,29382.919
2050-01-16 19:00:00,9770.195,16366.37,30279.29
2050-01-16 20:00:00,9770.199,16805.052,31026.237
2050-01-16 21:00:00,9770.202000000001,17243.735,31773.182
2050-01-16 22:00:00,9770.205,17770.174,32669.553
2050-01-16 23:00:00,9770.207999999999,18208.857,33416.499
2050-01-17 00:00:00,6263.504000000001,14361.266000000003,24452.966
2050-01-17 01:00:00,6263.502999999999,14448.971000000001,24602.301000000003
2050-01-17 02:00:00,6263.503000000001,14536.729000000001,24751.727000000003
2050-01-17 03:00:00,6263.503000000001,14624.485999999999,24901.153
2050-01-17 04:00:00,6263.503000000001,14712.190999999999,25050.487999999998
2050-01-17 05:00:00,6263.503999999999,14799.949,25199.913
2050-01-17 06:00:00,6263.502999999999,14712.192000000003,25050.487
2050-01-17 07:00:00,6263.503,14624.486999999997,24901.152
2050-01-17 08:00:00,6263.503,14692.288999999999,23706.021
2050-01-17 09:00:00,6263.503000000001,14165.848000000002,22809.649
2050-01-17 10:00:00,6263.504,13463.946,21614.518
2050-01-17 11:00:00,6263.503000000001,12849.748,20568.722
2050-01-17 12:00:00,6263.503000000001,12235.603000000001,19523.015
2050-01-17 13:00:00,6263.503000000001,11709.162,18626.644
2050-01-17 14:00:00,6263.502999999999,11445.942000000001,18178.458
2050-01-17 15:00:00,6263.503,11445.943000000003,18178.457000000002
2050-01-17 16:00:00,6263.503000000001,11709.162,18626.644
2050-01-17 17:00:00,6263.503000000001,11601.35,19373.59
2050-01-17 18:00:00,6263.5030000000015,11904.579999999998,20269.962
2050-01-17 19:00:00,6263.503999999999,13025.21,20867.482
2050-01-17 20:00:00,6594.652999999999,13256.971000000001,21315.668
2050-01-17 21:00:00,8235.087,13452.108,21913.278000000002
2050-01-17 22:00:00,9770.273000000001,13258.844000000001,22510.799
2050-01-17 23:00:00,9770.271999999999,13609.821,23108.410000000003
2050-01-18 00:00:00,9770.273000000001,10136.89,19672.35
2050-01-18 01:00:00,9770.273000000001,10418.958999999999,20120.536000000004
2050-01-18 02:00:00,9770.273000000001,10776.311000000002,20718.147
2050-01-18 03:00:00,9770.273000000001,10751.088000000003,20718.145999999997
2050-01-18 04:00:00,9639.061000000002,11114.478,21315.668000000005
2050-01-18 05:00:00,9554.694,10947.030999999999,21016.907
2050-01-18 06:00:00,9554.693,11034.788,21166.332000000002
2050-01-18 07:00:00,9531.903,10949.196000000002,21016.907
2050-01-18 08:00:00,9153.348,10809.696,20718.147
2050-01-18 09:00:00,8501.039,10696.150000000001,20419.297
2050-01-18 10:00:00,8058.086999999999,10562.768,20120.536
2050-01-18 11:00:00,9626.579,10238.298,19821.774999999998
2050-01-18 12:00:00,9770.273,10136.890000000003,19672.35
2050-01-18 13:00:00,9770.273000000001,8645.327,17132.661
2050-01-18 14:00:00,9770.272,7943.424000000002,15937.529999999999
2050-01-18 15:00:00,9770.272,7767.9619999999995,15638.769999999999
2050-01-18 16:00:00,9770.273000000001,8294.402000000002,16535.141
2050-01-18 17:00:00,9770.273000000001,8469.864000000001,16833.902
2050-01-18 18:00:00,9770.273000000001,8645.327000000001,17132.662
2050-01-18 19:00:00,9770.273000000001,8820.843,17431.512
2050-01-18 20:00:00,9770.273000000001,9084.063,17879.698
2050-01-18 21:00:00,9770.273000000001,9259.525,18178.459000000003
