,Wind Farms XK,Solar Farms XK,PHOT,WTOF,WTON,HE Lumbardhi,HE Dikance,HE Radavac,HE Burimi,HROR
2009-12-31 23:00:00+00:00,0.123865,0,0,0,0.123865,1,0.921880371,1,1,0.990396
2010-01-01 00:00:00+00:00,0.123865,0,0,0,0.123865,1,0.921880371,1,1,0.990396302
2010-01-01 01:00:00+00:00,0.123865,0,0,0,0.123865,1,0.925537774,1,1,0.990845928
2010-01-01 02:00:00+00:00,0.09677,0,0,0,0.09677,1,0.929195178,1,1,0.991295554
2010-01-01 03:00:00+00:00,0.081287,0,0,0,0.081287,1,0.932852582,1,1,0.99174518
2010-01-01 04:00:00+00:00,0.077416,0,0,0,0.077416,1,0.936509986,1,1,0.992194806
2010-01-01 05:00:00+00:00,0.072255,0,0,0,0.072255,1,0.940167389,1,1,0.992644431
2010-01-01 06:00:00+00:00,0.065803,0,0,0,0.065803,1,0.943824793,1,1,0.993094057
2010-01-01 07:00:00+00:00,0.056772,0.018231,0.018231,0,0.056772,1,0.947482197,1,1,0.993543683
2010-01-01 08:00:00+00:00,0.063223,0.17046,0.17046,0,0.063223,1,0.9511396,1,1,0.993993309
2010-01-01 09:00:00+00:00,0.070965,0.114855,0.114855,0,0.070965,1,0.954797004,1,1,0.994442934
2010-01-01 10:00:00+00:00,0.077416,0.102094,0.102094,0,0.077416,1,0.958454408,1,1,0.99489256
2010-01-01 11:00:00+00:00,0.077416,0.071101,0.071101,0,0.077416,1,0.962111811,1,1,0.995342186
2010-01-01 12:00:00+00:00,0.078706,0.090243,0.090243,0,0.078706,1,0.965769215,1,1,0.995791812
2010-01-01 13:00:00+00:00,0.079996,0.062897,0.062897,0,0.079996,1,0.969426619,1,1,0.996241438
2010-01-01 14:00:00+00:00,0.082577,0.05287,0.05287,0,0.082577,1,0.973084023,1,1,0.996691063
2010-01-01 15:00:00+00:00,0.100641,0.041931,0.041931,0,0.100641,1,0.976741426,1,1,0.997140689
2010-01-01 16:00:00+00:00,0.117414,0,0,0,0.117414,1,0.98039883,1,1,0.997590315
2010-01-01 17:00:00+00:00,0.114833,0,0,0,0.114833,1,0.984056234,1,1,0.998039941
2010-01-01 18:00:00+00:00,0.105802,0,0,0,0.105802,1,0.987713637,1,1,0.998489566
2010-01-01 19:00:00+00:00,0.100641,0,0,0,0.100641,1,0.991371041,1,1,0.998939192
2010-01-01 20:00:00+00:00,0.094189,0,0,0,0.094189,1,0.995028445,1,1,0.999388818
2010-01-01 21:00:00+00:00,0.087738,0,0,0,0.087738,1,0.998685848,1,1,0.999838444
2010-01-01 22:00:00+00:00,0.081287,0,0,0,0.081287,1,1,1,1,1
2010-01-01 23:00:00+00:00,0.079996,0,0,0,0.079996,1,1,1,1,1
2010-01-02 00:00:00+00:00,0.086448,0,0,0,0.086448,1,1,1,1,1
2010-01-02 01:00:00+00:00,0.090318,0,0,0,0.090318,1,1,1,1,1
2010-01-02 02:00:00+00:00,0.087738,0,0,0,0.087738,1,0.997575205,1,1,0.999701906
2010-01-02 03:00:00+00:00,0.079996,0,0,0,0.079996,1,0.994766721,1,1,0.999356643
2010-01-02 04:00:00+00:00,0.078706,0,0,0,0.078706,1,0.991958238,1,1,0.99901138
2010-01-02 05:00:00+00:00,0.073545,0,0,0,0.073545,1,0.989149754,1,1,0.998666117
2010-01-02 06:00:00+00:00,0.059352,0,0,0,0.059352,1,0.98634127,1,1,0.998320853
2010-01-02 07:00:00+00:00,0.05032,0.009115,0.009115,0,0.05032,1,0.983532787,1,1,0.99797559
2010-01-02 08:00:00+00:00,0.04903,0.079305,0.079305,0,0.04903,1,0.980724303,1,1,0.997630327
2010-01-02 09:00:00+00:00,0.05032,0.144025,0.144025,0,0.05032,1,0.977915819,1,1,0.997285064
2010-01-02 10:00:00+00:00,0.058062,0.168637,0.168637,0,0.058062,1,0.975107336,1,1,0.996939801
2010-01-02 11:00:00+00:00,0.069674,0.134909,0.134909,0,0.069674,1,0.972298852,1,1,0.996594538
2010-01-02 12:00:00+00:00,0.076126,0.178664,0.178664,0,0.076126,1,0.969490369,1,1,0.996249275
2010-01-02 13:00:00+00:00,0.078706,0.211479,0.211479,0,0.078706,1,0.966681885,1,1,0.995904012
2010-01-02 14:00:00+00:00,0.085157,0.308104,0.308104,0,0.085157,1,0.963873401,1,1,0.995558748
2010-01-02 15:00:00+00:00,0.143219,0.219683,0.219683,0,0.143219,1,0.961064918,1,1,0.995213485
2010-01-02 16:00:00+00:00,0.218055,0.013673,0.013673,0,0.218055,1,0.958256434,1,1,0.994868222
2010-01-02 17:00:00+00:00,0.249021,0,0,0,0.249021,1,0.95544795,1,1,0.994522959
2010-01-02 18:00:00+00:00,0.249021,0,0,0,0.249021,1,0.952639467,1,1,0.994177696
2010-01-02 19:00:00+00:00,0.24386,0,0,0,0.24386,1,0.949830983,1,1,0.993832433
2010-01-02 20:00:00+00:00,0.220635,0,0,0,0.220635,1,0.947022499,1,1,0.99348717
2010-01-02 21:00:00+00:00,0.169025,0,0,0,0.169025,1,0.944214016,1,1,0.993141907
2010-01-02 22:00:00+00:00,0.143219,0,0,0,0.143219,1,0.941405532,1,1,0.992796643
2010-01-02 23:00:00+00:00,0.132897,0,0,0,0.132897,1,0.938597049,1,1,0.99245138
2010-01-03 00:00:00+00:00,0.126446,0,0,0,0.126446,1,0.933141386,1,1,0.991780684
2010-01-03 01:00:00+00:00,0.119995,0,0,0,0.119995,1,0.927685724,1,1,0.991109988
2010-01-03 02:00:00+00:00,0.122575,0,0,0,0.122575,1,0.922230062,1,1,0.990439292
2010-01-03 03:00:00+00:00,0.123865,0,0,0,0.123865,1,0.9167744,1,1,0.989768596
2010-01-03 04:00:00+00:00,0.121285,0,0,0,0.121285,1,0.911318737,1,1,0.9890979
2010-01-03 05:00:00+00:00,0.110963,0,0,0,0.110963,1,0.905863075,1,1,0.988427204
2010-01-03 06:00:00+00:00,0.103221,0,0,0,0.103221,1,0.900407413,1,1,0.987756508
2010-01-03 07:00:00+00:00,0.091609,0.002735,0.002735,0,0.091609,1,0.894951751,1,1,0.987085812
2010-01-03 08:00:00+00:00,0.056772,0.065632,0.065632,0,0.056772,1,0.889496088,1,1,0.986415115
2010-01-03 09:00:00+00:00,0.043869,0.110297,0.110297,0,0.043869,1,0.884040426,1,1,0.985744419
2010-01-03 10:00:00+00:00,0.054191,0.112121,0.112121,0,0.054191,1,0.878584764,1,1,0.985073723
2010-01-03 11:00:00+00:00,0.056772,0.138555,0.138555,0,0.056772,1,0.873129102,1,1,0.984403027
2010-01-03 12:00:00+00:00,0.04903,0.154963,0.154963,0,0.04903,1,0.867673439,1,1,0.983732331
2010-01-03 13:00:00+00:00,0.043869,0.154052,0.154052,0,0.043869,1,0.862217777,1,1,0.983061635
2010-01-03 14:00:00+00:00,0.05032,0.063808,0.063808,0,0.05032,1,0.856762115,1,1,0.982390939
2010-01-03 15:00:00+00:00,0.09548,0.021877,0.021877,0,0.09548,1,0.851306453,1,1,0.981720243
2010-01-03 16:00:00+00:00,0.143219,0,0,0,0.143219,1,0.84585079,1,1,0.981049547
2010-01-03 17:00:00+00:00,0.172895,0,0,0,0.172895,1,0.840395128,1,1,0.980378851
2010-01-03 18:00:00+00:00,0.19483,0,0,0,0.19483,1,0.834939466,1,1,0.979708155
2010-01-03 19:00:00+00:00,0.205152,0,0,0,0.205152,1,0.829483804,1,1,0.979037458
2010-01-03 20:00:00+00:00,0.19483,0,0,0,0.19483,1,0.824028142,1,1,0.978366762
2010-01-03 21:00:00+00:00,0.171605,0,0,0,0.171605,1,0.818572479,1,1,0.977696066
2010-01-03 22:00:00+00:00,0.158702,0,0,0,0.158702,1,0.813116817,1,1,0.97702537
2010-01-03 23:00:00+00:00,0.150961,0,0,0,0.150961,1,0.807661155,1,1,0.976354674
2010-01-04 00:00:00+00:00,0.1458,0,0,0,0.1458,1,0.801987254,1,1,0.975657149
2010-01-04 01:00:00+00:00,0.138058,0,0,0,0.138058,1,0.796313353,1,1,0.974959623
2010-01-04 02:00:00+00:00,0.125156,0,0,0,0.125156,1,0.790639452,1,1,0.974262098
2010-01-04 03:00:00+00:00,0.110963,0,0,0,0.110963,1,0.78496555,1,1,0.973564572
2010-01-04 04:00:00+00:00,0.091609,0,0,0,0.091609,1,0.779291649,1,1,0.972867047
2010-01-04 05:00:00+00:00,0.073545,0,0,0,0.073545,1,0.773617748,1,1,0.972169521
2010-01-04 06:00:00+00:00,0.067094,0,0,0,0.067094,1,0.767943847,1,1,0.971471996
2010-01-04 07:00:00+00:00,0.067094,0.000912,0.000912,0,0.067094,1,0.762269946,1,1,0.97077447
2010-01-04 08:00:00+00:00,0.058062,0.047401,0.047401,0,0.058062,1,0.756596045,1,1,0.970076945
2010-01-04 09:00:00+00:00,0.04903,0.080216,0.080216,0,0.04903,1,0.750922144,1,1,0.96937942
2010-01-04 10:00:00+00:00,0.069674,0.079305,0.079305,0,0.069674,1,0.745248243,1,1,0.968681894
2010-01-04 11:00:00+00:00,0.089028,0.055604,0.055604,0,0.089028,1,0.739574342,1,1,0.967984369
2010-01-04 12:00:00+00:00,0.104511,0.067455,0.067455,0,0.104511,1,0.733900441,1,1,0.967286843
2010-01-04 13:00:00+00:00,0.117414,0.070189,0.070189,0,0.117414,1,0.72822654,1,1,0.966589318
2010-01-04 14:00:00+00:00,0.129026,0.058339,0.058339,0,0.129026,1,0.722552639,0.996294841,1,0.965796614
2010-01-04 15:00:00+00:00,0.206442,0.031904,0.031904,0,0.206442,1,0.716878737,0.990408459,1,0.964947879
2010-01-04 16:00:00+00:00,0.339339,0,0,0,0.339339,1,0.711204836,0.984522078,1,0.964099143
2010-01-04 17:00:00+00:00,0.398691,0,0,0,0.398691,1,0.705530935,0.978635696,1,0.963250408
2010-01-04 18:00:00+00:00,0.405143,0,0,0,0.405143,1,0.699857034,0.972749314,1,0.962401673
2010-01-04 19:00:00+00:00,0.372886,0,0,0,0.372886,1,0.694183133,0.966862933,1,0.961552938
2010-01-04 20:00:00+00:00,0.34063,0,0,0,0.34063,1,0.688509232,0.960976551,1,0.960704202
2010-01-04 21:00:00+00:00,0.300631,0,0,0,0.300631,1,0.682835331,0.955090169,1,0.959855467
2010-01-04 22:00:00+00:00,0.254182,0,0,0,0.254182,1,0.67716143,0.949203788,1,0.959006732
2010-01-04 23:00:00+00:00,0.264504,0,0,0,0.264504,1,0.671487529,0.943317406,1,0.958157997
2010-01-05 00:00:00+00:00,0.303212,0,0,0,0.303212,1,0.669320112,0.944739583,1,0.957928076
2010-01-05 01:00:00+00:00,0.331598,0,0,0,0.331598,1,0.667152696,0.946161759,1,0.957698156
2010-01-05 02:00:00+00:00,0.39095,0,0,0,0.39095,1,0.66498528,0.947583935,1,0.957468236
2010-01-05 03:00:00+00:00,0.463205,0,0,0,0.463205,1,0.662817863,0.949006112,1,0.957238316
2010-01-05 04:00:00+00:00,0.451592,0,0,0,0.451592,1,0.660650447,0.950428288,1,0.957008396
2010-01-05 05:00:00+00:00,0.433529,0,0,0,0.433529,1,0.658483031,0.951850464,1,0.956778476
2010-01-05 06:00:00+00:00,0.428368,0,0,0,0.428368,1,0.656315614,0.953272641,1,0.956548556
2010-01-05 07:00:00+00:00,0.43869,0.004558,0.004558,0,0.43869,1,0.654148198,0.954694817,1,0.956318636
2010-01-05 08:00:00+00:00,0.39224,0.159521,0.159521,0,0.39224,1,0.651980781,0.956116994,1,0.956088716
2010-01-05 09:00:00+00:00,0.43869,0.143113,0.143113,0,0.43869,1,0.649813365,0.95753917,1,0.955858796
2010-01-05 10:00:00+00:00,0.445141,0.106651,0.106651,0,0.445141,1,0.647645949,0.958961346,1,0.955628876
2010-01-05 11:00:00+00:00,0.477398,0.128528,0.128528,0,0.477398,1,0.645478532,0.960383523,1,0.955398956
2010-01-05 12:00:00+00:00,0.4903,0.15861,0.15861,0,0.4903,1,0.643311116,0.961805699,1,0.955169036
2010-01-05 13:00:00+00:00,0.455463,0.156786,0.156786,0,0.455463,1,0.6411437,0.963227875,1,0.954939116
2010-01-05 14:00:00+00:00,0.388369,0.103005,0.103005,0,0.388369,1,0.638976283,0.964650052,1,0.954709196
2010-01-05 15:00:00+00:00,0.348371,0.034639,0.034639,0,0.348371,1,0.636808867,0.966072228,1,0.954479276
2010-01-05 16:00:00+00:00,0.339339,0,0,0,0.339339,1,0.63464145,0.967494405,1,0.954249356
2010-01-05 17:00:00+00:00,0.326437,0,0,0,0.326437,1,0.632474034,0.968916581,1,0.954019436
2010-01-05 18:00:00+00:00,0.317405,0,0,0,0.317405,1,0.630306618,0.970338757,1,0.953789516
2010-01-05 19:00:00+00:00,0.300631,0,0,0,0.300631,1,0.628139201,0.971760934,1,0.953559596
2010-01-05 20:00:00+00:00,0.290309,0,0,0,0.290309,1,0.625971785,0.97318311,1,0.953329675
2010-01-05 21:00:00+00:00,0.283858,0,0,0,0.283858,1,0.623804368,0.974605286,1,0.953099755
2010-01-05 22:00:00+00:00,0.281277,0,0,0,0.281277,1,0.621636952,0.976027463,1,0.952869835
2010-01-05 23:00:00+00:00,0.265794,0,0,0,0.265794,1,0.619469536,0.977449639,1,0.952639915
2010-01-06 00:00:00+00:00,0.233538,0,0,0,0.233538,1,0.619555182,0.980680835,1,0.952733448
2010-01-06 01:00:00+00:00,0.221925,0,0,0,0.221925,1,0.619640829,0.983912031,1,0.95282698
2010-01-06 02:00:00+00:00,0.205152,0,0,0,0.205152,1,0.619726475,0.987143227,1,0.952920512
2010-01-06 03:00:00+00:00,0.189669,0,0,0,0.189669,1,0.619812121,0.990374422,1,0.953014044
2010-01-06 04:00:00+00:00,0.156122,0,0,0,0.156122,1,0.619897768,0.993605618,1,0.953107576
2010-01-06 05:00:00+00:00,0.121285,0,0,0,0.121285,1,0.619983414,0.996836814,1,0.953201109
2010-01-06 06:00:00+00:00,0.092899,0,0,0,0.092899,1,0.620069061,1,1,0.953292894
2010-01-06 07:00:00+00:00,0.069674,0,0,0,0.069674,1,0.620154707,1,1,0.953303423
2010-01-06 08:00:00+00:00,0.034837,0.033727,0.033727,0,0.034837,1,0.620240354,1,1,0.953313952
2010-01-06 09:00:00+00:00,0.045159,0.108474,0.108474,0,0.045159,1,0.620326,1,1,0.953324481
2010-01-06 10:00:00+00:00,0.064513,0.122148,0.122148,0,0.064513,1,0.620411647,1,1,0.95333501
2010-01-06 11:00:00+00:00,0.065803,0.152229,0.152229,0,0.065803,1,0.620497293,1,1,0.953345539
2010-01-06 12:00:00+00:00,0.058062,0.152229,0.152229,0,0.058062,1,0.620582939,1,1,0.953356068
2010-01-06 13:00:00+00:00,0.04903,0.113032,0.113032,0,0.04903,1,0.620668586,1,1,0.953366597
2010-01-06 14:00:00+00:00,0.039998,0.061985,0.061985,0,0.039998,1,0.620754232,1,1,0.953377126
2010-01-06 15:00:00+00:00,0.04903,0.030081,0.030081,0,0.04903,1,0.620839879,1,1,0.953387655
2010-01-06 16:00:00+00:00,0.052901,0,0,0,0.052901,1,0.620925525,1,1,0.953398184
2010-01-06 17:00:00+00:00,0.042579,0,0,0,0.042579,1,0.621011172,1,1,0.953408713
2010-01-06 18:00:00+00:00,0.028386,0,0,0,0.028386,1,0.621096818,1,1,0.953419242
2010-01-06 19:00:00+00:00,0.019354,0,0,0,0.019354,1,0.621182464,1,1,0.953429771
2010-01-06 20:00:00+00:00,0.016773,0,0,0,0.016773,1,0.621268111,1,1,0.9534403
2010-01-06 21:00:00+00:00,0.014193,0,0,0,0.014193,1,0.621353757,1,1,0.953450829
2010-01-06 22:00:00+00:00,0.014193,0,0,0,0.014193,1,0.621439404,1,1,0.953461358
2010-01-06 23:00:00+00:00,0.015483,0,0,0,0.015483,1,0.62152505,1,1,0.953471887
2010-01-07 00:00:00+00:00,0.015483,0,0,0,0.015483,1,0.622692927,1,1,0.953615461
2010-01-07 01:00:00+00:00,0.014193,0,0,0,0.014193,1,0.623860803,1,1,0.953759035
2010-01-07 02:00:00+00:00,0.014193,0,0,0,0.014193,1,0.62502868,1,1,0.953902608
2010-01-07 03:00:00+00:00,0.018064,0,0,0,0.018064,1,0.626196556,1,1,0.954046182
2010-01-07 04:00:00+00:00,0.023225,0,0,0,0.023225,1,0.627364432,1,1,0.954189756
2010-01-07 05:00:00+00:00,0.024515,0,0,0,0.024515,1,0.628532309,1,1,0.95433333
2010-01-07 06:00:00+00:00,0.028386,0,0,0,0.028386,1,0.629700185,1,1,0.954476904
2010-01-07 07:00:00+00:00,0.028386,0.002735,0.002735,0,0.028386,1,0.630868062,1,1,0.954620477
2010-01-07 08:00:00+00:00,0.024515,0.095713,0.095713,0,0.024515,1,0.632035938,1,1,0.954764051
2010-01-07 09:00:00+00:00,0.028386,0.17046,0.17046,0,0.028386,1,0.633203815,1,1,0.954907625
2010-01-07 10:00:00+00:00,0.034837,0.171371,0.171371,0,0.034837,1,0.634371691,1,1,0.955051199
2010-01-07 11:00:00+00:00,0.039998,0.168637,0.168637,0,0.039998,1,0.635539568,1,1,0.955194773
2010-01-07 12:00:00+00:00,0.037418,0.138555,0.138555,0,0.037418,1,0.636707444,1,1,0.955338346
2010-01-07 13:00:00+00:00,0.030966,0.187779,0.187779,0,0.030966,1,0.637875321,1,1,0.95548192
2010-01-07 14:00:00+00:00,0.028386,0.244295,0.244295,0,0.028386,1,0.639043197,1,1,0.955625494
2010-01-07 15:00:00+00:00,0.04774,0.178664,0.178664,0,0.04774,1,0.640211073,1,1,0.955769068
2010-01-07 16:00:00+00:00,0.073545,0.006381,0.006381,0,0.073545,1,0.64137895,1,1,0.955912642
2010-01-07 17:00:00+00:00,0.085157,0,0,0,0.085157,1,0.642546826,1,1,0.956056215
2010-01-07 18:00:00+00:00,0.090318,0,0,0,0.090318,1,0.643714703,1,1,0.956199789
2010-01-07 19:00:00+00:00,0.092899,0,0,0,0.092899,1,0.644882579,1,1,0.956343363
2010-01-07 20:00:00+00:00,0.09548,0,0,0,0.09548,1,0.646050456,1,1,0.956486937
2010-01-07 21:00:00+00:00,0.094189,0,0,0,0.094189,1,0.647218332,1,1,0.956630511
2010-01-07 22:00:00+00:00,0.083867,0,0,0,0.083867,1,0.648386209,1,1,0.956774084
2010-01-07 23:00:00+00:00,0.072255,0,0,0,0.072255,1,0.649554085,1,1,0.956917658
2010-01-08 00:00:00+00:00,0.063223,0,0,0,0.063223,1,0.654947524,1,1,0.957580705
2010-01-08 01:00:00+00:00,0.056772,0,0,0,0.056772,1,0.660340964,1,1,0.958243751
2010-01-08 02:00:00+00:00,0.058062,0,0,0,0.058062,1,0.665734403,1,1,0.958906798
2010-01-08 03:00:00+00:00,0.059352,0,0,0,0.059352,1,0.671127842,1,1,0.959569845
2010-01-08 04:00:00+00:00,0.060642,0,0,0,0.060642,1,0.676521281,1,1,0.960232891
2010-01-08 05:00:00+00:00,0.063223,0,0,0,0.063223,1,0.681914721,1,1,0.960895938
2010-01-08 06:00:00+00:00,0.065803,0,0,0,0.065803,1,0.68730816,1,1,0.961558985
2010-01-08 07:00:00+00:00,0.063223,0.000912,0.000912,0,0.063223,1,0.692701599,1,1,0.962222031
2010-01-08 08:00:00+00:00,0.04903,0.050135,0.050135,0,0.04903,1,0.698095038,1,1,0.962885078
2010-01-08 09:00:00+00:00,0.028386,0.102094,0.102094,0,0.028386,1,0.703488478,1,1,0.963548125
2010-01-08 10:00:00+00:00,0.020644,0.106651,0.106651,0,0.020644,1,0.708881917,1,1,0.964211171
2010-01-08 11:00:00+00:00,0.016773,0.082039,0.082039,0,0.016773,1,0.714275356,1,1,0.964874218
2010-01-08 12:00:00+00:00,0.010322,0.087509,0.087509,0,0.010322,1,0.719668795,1,1,0.965537265
2010-01-08 13:00:00+00:00,0.006451,0.084774,0.084774,0,0.006451,1,0.725062235,1,1,0.966200311
2010-01-08 14:00:00+00:00,0.006451,0.069278,0.069278,0,0.006451,1,0.730455674,1,1,0.966863358
2010-01-08 15:00:00+00:00,0.020644,0.03555,0.03555,0,0.020644,1,0.735849113,1,1,0.967526405
2010-01-08 16:00:00+00:00,0.028386,0,0,0,0.028386,1,0.741242553,1,1,0.968189451
2010-01-08 17:00:00+00:00,0.021934,0,0,0,0.021934,1,0.746635992,1,1,0.968852498
2010-01-08 18:00:00+00:00,0.011612,0,0,0,0.011612,1,0.752029431,1,1,0.969515545
2010-01-08 19:00:00+00:00,0.009032,0,0,0,0.009032,1,0.75742287,1,1,0.970178591
2010-01-08 20:00:00+00:00,0.014193,0,0,0,0.014193,1,0.76281631,1,1,0.970841638
2010-01-08 21:00:00+00:00,0.023225,0,0,0,0.023225,1,0.768209749,1,1,0.971504685
2010-01-08 22:00:00+00:00,0.033547,0,0,0,0.033547,1,0.773603188,1,1,0.972167731
2010-01-08 23:00:00+00:00,0.039998,0,0,0,0.039998,1,0.778996627,1,1,0.972830778
2010-01-09 00:00:00+00:00,0.037418,0,0,0,0.037418,1,0.784260631,1,1,0.973477912
2010-01-09 01:00:00+00:00,0.027096,0,0,0,0.027096,1,0.789524634,1,1,0.974125047
2010-01-09 02:00:00+00:00,0.020644,0,0,0,0.020644,1,0.794788637,1,1,0.974772181
2010-01-09 03:00:00+00:00,0.018064,0,0,0,0.018064,1,0.80005264,1,1,0.975419315
2010-01-09 04:00:00+00:00,0.018064,0,0,0,0.018064,1,0.805316644,1,1,0.97606645
2010-01-09 05:00:00+00:00,0.019354,0,0,0,0.019354,1,0.810580647,1,1,0.976713584
2010-01-09 06:00:00+00:00,0.024515,0,0,0,0.024515,1,0.81584465,1,1,0.977360718
2010-01-09 07:00:00+00:00,0.036127,0,0,0,0.036127,1,0.821108653,1,1,0.978007853
2010-01-09 08:00:00+00:00,0.029676,0.026435,0.026435,0,0.029676,1,0.826372657,1,1,0.978654987
2010-01-09 09:00:00+00:00,0.018064,0.06472,0.06472,0,0.018064,1,0.83163666,1,1,0.979302121
2010-01-09 10:00:00+00:00,0.019354,0.061985,0.061985,0,0.019354,1,0.836900663,1,1,0.979949256
2010-01-09 11:00:00+00:00,0.024515,0.072924,0.072924,0,0.024515,1,0.842164666,1,1,0.98059639
2010-01-09 12:00:00+00:00,0.032257,0.071101,0.071101,0,0.032257,1,0.84742867,1,1,0.981243525
2010-01-09 13:00:00+00:00,0.041288,0.063808,0.063808,0,0.041288,1,0.852692673,1,1,0.981890659
2010-01-09 14:00:00+00:00,0.060642,0.073835,0.073835,0,0.060642,1,0.857956676,1,1,0.982537793
2010-01-09 15:00:00+00:00,0.116124,0.022789,0.022789,0,0.116124,1,0.863220679,1,1,0.983184928
2010-01-09 16:00:00+00:00,0.175476,0,0,0,0.175476,1,0.868484683,1,1,0.983832062
2010-01-09 17:00:00+00:00,0.209023,0,0,0,0.209023,1,0.873748686,1,1,0.984479196
2010-01-09 18:00:00+00:00,0.224506,0,0,0,0.224506,1,0.879012689,1,1,0.985126331
2010-01-09 19:00:00+00:00,0.228377,0,0,0,0.228377,1,0.884276692,1,1,0.985773465
2010-01-09 20:00:00+00:00,0.230957,0,0,0,0.230957,1,0.889540696,1,1,0.986420599
2010-01-09 21:00:00+00:00,0.249021,0,0,0,0.249021,1,0.894804699,1,1,0.987067734
2010-01-09 22:00:00+00:00,0.298051,0,0,0,0.298051,1,0.900068702,1,1,0.987714868
2010-01-09 23:00:00+00:00,0.356113,0,0,0,0.356113,1,0.905332705,1,1,0.988362002
2010-01-10 00:00:00+00:00,0.375467,0,0,0,0.375467,1,0.903766844,1,1,0.988169502
2010-01-10 01:00:00+00:00,0.412884,0,0,0,0.412884,1,0.902200982,1,1,0.987977002
2010-01-10 02:00:00+00:00,0.43869,0,0,0,0.43869,1,0.900635121,1,1,0.987784501
2010-01-10 03:00:00+00:00,0.406433,0,0,0,0.406433,1,0.899069259,1,1,0.987592001
2010-01-10 04:00:00+00:00,0.369015,0,0,0,0.369015,1,0.897503398,1,1,0.9873995
2010-01-10 05:00:00+00:00,0.354823,0,0,0,0.354823,1,0.895937536,1,1,0.987207
2010-01-10 06:00:00+00:00,0.352242,0,0,0,0.352242,1,0.894371675,1,1,0.987014499
2010-01-10 07:00:00+00:00,0.327727,0,0,0,0.327727,1,0.892805813,1,1,0.986821999
2010-01-10 08:00:00+00:00,0.227086,0.012762,0.012762,0,0.227086,1,0.891239952,1,1,0.986629499
2010-01-10 09:00:00+00:00,0.180637,0.061074,0.061074,0,0.180637,1,0.88967409,1,1,0.986436998
2010-01-10 10:00:00+00:00,0.178056,0.16499,0.16499,0,0.178056,1,0.888108229,1,1,0.986244498
2010-01-10 11:00:00+00:00,0.216764,0.190514,0.190514,0,0.216764,1,0.886542367,1,1,0.986051997
2010-01-10 12:00:00+00:00,0.238699,0.267995,0.267995,0,0.238699,1,0.884976506,1,1,0.985859497
2010-01-10 13:00:00+00:00,0.199991,0.390143,0.390143,0,0.199991,1,0.883410644,1,1,0.985666997
2010-01-10 14:00:00+00:00,0.1458,0.472182,0.472182,0,0.1458,1,0.881844783,1,1,0.985474496
2010-01-10 15:00:00+00:00,0.119995,0.288961,0.288961,0,0.119995,1,0.880278921,1,1,0.985281996
2010-01-10 16:00:00+00:00,0.141929,0.0237,0.0237,0,0.141929,1,0.87871306,1,1,0.985089495
2010-01-10 17:00:00+00:00,0.159993,0,0,0,0.159993,1,0.877147198,1,1,0.984896995
2010-01-10 18:00:00+00:00,0.139348,0,0,0,0.139348,1,0.875581337,1,1,0.984704495
2010-01-10 19:00:00+00:00,0.112253,0,0,0,0.112253,1,0.874015475,1,1,0.984511994
2010-01-10 20:00:00+00:00,0.077416,0,0,0,0.077416,1,0.872449614,1,1,0.984319494
2010-01-10 21:00:00+00:00,0.039998,0,0,0,0.039998,1,0.870883752,1,1,0.984126993
2010-01-10 22:00:00+00:00,0.021934,0,0,0,0.021934,1,0.869317891,1,1,0.983934493
2010-01-10 23:00:00+00:00,0.012903,0,0,0,0.012903,1,0.867752029,1,1,0.983741993
2010-01-11 00:00:00+00:00,0.006451,0,0,0,0.006451,1,0.863102416,1,1,0.983170389
2010-01-11 01:00:00+00:00,0.003871,0,0,0,0.003871,1,0.858452803,1,1,0.982598785
2010-01-11 02:00:00+00:00,0.005161,0,0,0,0.005161,1,0.85380319,1,1,0.982027181
2010-01-11 03:00:00+00:00,0.007742,0,0,0,0.007742,1,0.849153577,1,1,0.981455577
2010-01-11 04:00:00+00:00,0.009032,0,0,0,0.009032,1,0.844503964,1,1,0.980883974
2010-01-11 05:00:00+00:00,0.014193,0,0,0,0.014193,1,0.839854351,1,1,0.98031237
2010-01-11 06:00:00+00:00,0.019354,0,0,0,0.019354,1,0.835204738,1,1,0.979740766
2010-01-11 07:00:00+00:00,0.023225,0.001823,0.001823,0,0.023225,1,0.830555125,1,1,0.979169162
2010-01-11 08:00:00+00:00,0.016773,0.075659,0.075659,0,0.016773,1,0.825905512,1,1,0.978597558
2010-01-11 09:00:00+00:00,0.014193,0.183221,0.183221,0,0.014193,1,0.821255899,1,1,0.978025955
2010-01-11 10:00:00+00:00,0.021934,0.452128,0.452128,0,0.021934,1,0.816606286,1,1,0.977454351
2010-01-11 11:00:00+00:00,0.033547,0.578834,0.578834,0,0.033547,1,0.811956673,1,1,0.976882747
2010-01-11 12:00:00+00:00,0.041288,0.379204,0.379204,0,0.041288,1,0.80730706,1,1,0.976311143
2010-01-11 13:00:00+00:00,0.042579,0.326335,0.326335,0,0.042579,1,0.802657447,1,1,0.975739539
2010-01-11 14:00:00+00:00,0.032257,0.439367,0.439367,0,0.032257,1,0.798007834,1,1,0.975167936
2010-01-11 15:00:00+00:00,0.038708,0.312661,0.312661,0,0.038708,1,0.793358221,1,1,0.974596332
2010-01-11 16:00:00+00:00,0.081287,0.022789,0.022789,0,0.081287,1,0.788708608,1,1,0.974024728
