,PHOT,WTOF,WTON,HE Lumbardhi,HE Dikance,HE Radavac,HE Burimi,HROR
2015-01-06 13:00:00+00:00,0,0,0,1,0.770334869,1,1,0.360506
2015-01-06 14:00:00+00:00,0,0,0,1,0.768172804,1,1,0.359923
2015-01-06 15:00:00+00:00,0,0,0,1,0.766010739,1,1,0.35934
2015-01-06 16:00:00+00:00,0,0,0,1,0.763848674,1,1,0.358757
2015-01-06 17:00:00+00:00,0,0,0,1,0.76168661,1,1,0.358174
2015-01-06 18:00:00+00:00,0,0,0,1,0.759524545,1,1,0.357592
2015-01-06 19:00:00+00:00,0,0,0,1,0.75736248,1,1,0.357009
2015-01-06 20:00:00+00:00,0,0,0,1,0.755200415,1,1,0.356426
2015-01-06 21:00:00+00:00,0,0,0,1,0.75303835,1,1,0.355843
2015-01-06 22:00:00+00:00,0,0,0,1,0.750876285,1,1,0.355261
2015-01-06 23:00:00+00:00,0,0,0,1,0.74871422,1,1,0.354678
2015-01-07 00:00:00+00:00,0,0,0,1,0.746636541,1,1,0.354118
2015-01-07 01:00:00+00:00,0,0,0,1,0.744558862,1,1,0.353558
2015-01-07 02:00:00+00:00,0,0,0,1,0.742481183,1,1,0.352998
2015-01-07 03:00:00+00:00,0,0,0,1,0.740403504,1,1,0.352438
2015-01-07 04:00:00+00:00,0,0,0,1,0.738325825,0.998964432,1,0.35182
2015-01-07 05:00:00+00:00,0,0,0,1,0.736248146,0.995295141,1,0.351053
2015-01-07 06:00:00+00:00,0,0,0,1,0.734170467,0.991625851,1,0.350286
2015-01-07 07:00:00+00:00,0,0,0,1,0.732092788,0.98795656,1,0.34952
2015-01-07 08:00:00+00:00,0,0,0,1,0.730015109,0.98428727,1,0.348753
2015-01-07 09:00:00+00:00,0,0,0,1,0.727937429,0.98061798,1,0.347986
2015-01-07 10:00:00+00:00,0,0,0,1,0.72585975,0.976948689,1,0.34722
2015-01-07 11:00:00+00:00,0,0,0,1,0.723782071,0.973279399,1,0.346453
2015-01-07 12:00:00+00:00,0,0,0,1,0.721704392,0.969610108,1,0.345686
2015-01-07 13:00:00+00:00,0,0,0,1,0.719626713,0.965940818,1,0.34492
2015-01-07 14:00:00+00:00,0,0,0,1,0.717549034,0.962271528,1,0.344153
2015-01-07 15:00:00+00:00,0,0,0,1,0.715471355,0.958602237,1,0.343386
2015-01-07 16:00:00+00:00,0,0,0,1,0.713393676,0.954932947,1,0.34262
2015-01-07 17:00:00+00:00,0,0,0,1,0.711315997,0.951263657,1,0.341853
2015-01-07 18:00:00+00:00,0,0,0,1,0.709238318,0.947594366,1,0.341086
2015-01-07 19:00:00+00:00,0,0,0,1,0.707160639,0.943925076,1,0.34032
2015-01-07 20:00:00+00:00,0,0,0,1,0.70508296,0.940255785,1,0.339553
2015-01-07 21:00:00+00:00,0,0,0,1,0.703005281,0.936586495,1,0.338786
2015-01-07 22:00:00+00:00,0,0,0,1,0.700927602,0.932917205,1,0.338019
2015-01-07 23:00:00+00:00,0,0,0,1,0.698849922,0.929247914,1,0.337253
2015-01-08 00:00:00+00:00,0,0,0,1,0.696897266,0.926455682,1,0.336569
2015-01-08 01:00:00+00:00,0,0,0,1,0.694944609,0.92366345,1,0.335886
2015-01-08 02:00:00+00:00,0,0,0,1,0.692991952,0.920871218,1,0.335202
2015-01-08 03:00:00+00:00,0,0,0,1,0.691039295,0.918078985,1,0.334519
2015-01-08 04:00:00+00:00,0,0,0,1,0.689086638,0.915286753,1,0.333835
2015-01-08 05:00:00+00:00,0,0,0,1,0.687133981,0.912494521,1,0.333151
2015-01-08 06:00:00+00:00,0,0,0,1,0.685181325,0.909702289,1,0.332468
2015-01-08 07:00:00+00:00,0,0,0,1,0.683228668,0.906910056,1,0.331784
2015-01-08 08:00:00+00:00,0,0,0,1,0.681276011,0.904117824,1,0.331101
2015-01-08 09:00:00+00:00,0,0,0,1,0.679323354,0.901325592,1,0.330417
2015-01-08 10:00:00+00:00,0,0,0,1,0.677370697,0.89853336,1,0.329733
2015-01-08 11:00:00+00:00,0,0,0,1,0.67541804,0.895741128,1,0.32905
2015-01-08 12:00:00+00:00,0,0,0,1,0.673465383,0.892948895,1,0.328366
2015-01-08 13:00:00+00:00,0,0,0,1,0.671512727,0.890156663,1,0.327683
2015-01-08 14:00:00+00:00,0,0,0,1,0.66956007,0.887364431,1,0.326999
2015-01-08 15:00:00+00:00,0,0,0,1,0.667607413,0.884572199,1,0.326316
2015-01-08 16:00:00+00:00,0,0,0,1,0.665654756,0.881779966,1,0.325632
2015-01-08 17:00:00+00:00,0,0,0,1,0.663702099,0.878987734,1,0.324948
2015-01-08 18:00:00+00:00,0,0,0,1,0.661749442,0.876195502,1,0.324265
2015-01-08 19:00:00+00:00,0,0,0,1,0.659796786,0.87340327,1,0.323581
2015-01-08 20:00:00+00:00,0,0,0,1,0.657844129,0.870611037,1,0.322898
2015-01-08 21:00:00+00:00,0,0,0,1,0.655891472,0.867818805,1,0.322214
2015-01-08 22:00:00+00:00,0,0,0,1,0.653938815,0.865026573,1,0.321531
2015-01-08 23:00:00+00:00,0,0,0,1,0.651986158,0.862234341,1,0.320847
2015-01-09 00:00:00+00:00,0,0,0,1,0.650166333,0.859907857,1,0.320225
2015-01-09 01:00:00+00:00,0,0,0,1,0.648346508,0.857581373,1,0.319604
2015-01-09 02:00:00+00:00,0,0,0,1,0.646526683,0.855254889,1,0.318982
2015-01-09 03:00:00+00:00,0,0,0,1,0.644706858,0.852928405,1,0.318361
2015-01-09 04:00:00+00:00,0,0,0,1,0.642887032,0.85060192,1,0.317739
2015-01-09 05:00:00+00:00,0,0,0,1,0.641067207,0.848275436,1,0.317118
2015-01-09 06:00:00+00:00,0,0,0,1,0.639247382,0.845948952,1,0.316496
2015-01-09 07:00:00+00:00,0,0,0,1,0.637427557,0.843622468,1,0.315875
2015-01-09 08:00:00+00:00,0,0,0,1,0.635607732,0.841295984,1,0.315253
2015-01-09 09:00:00+00:00,0,0,0,1,0.633787907,0.8389695,1,0.314632
2015-01-09 10:00:00+00:00,0,0,0,1,0.631968082,0.836643016,1,0.31401
2015-01-09 11:00:00+00:00,0,0,0,1,0.630148256,0.834316532,1,0.313389
2015-01-09 12:00:00+00:00,0,0,0,1,0.628328431,0.831990048,1,0.312767
2015-01-09 13:00:00+00:00,0,0,0,1,0.626508606,0.829663564,1,0.312145
2015-01-09 14:00:00+00:00,0,0,0,1,0.624688781,0.82733708,1,0.311524
2015-01-09 15:00:00+00:00,0,0,0,1,0.622868956,0.825010596,1,0.310902
2015-01-09 16:00:00+00:00,0,0,0,1,0.621049131,0.822684112,1,0.310281
2015-01-09 17:00:00+00:00,0,0,0,1,0.619229305,0.820357628,1,0.309659
2015-01-09 18:00:00+00:00,0,0,0,1,0.61740948,0.818031143,1,0.309038
2015-01-09 19:00:00+00:00,0,0,0,1,0.615589655,0.815704659,1,0.308416
2015-01-09 20:00:00+00:00,0,0,0,1,0.61376983,0.813378175,1,0.307795
2015-01-09 21:00:00+00:00,0,0,0,1,0.611950005,0.811051691,1,0.307173
2015-01-09 22:00:00+00:00,0,0,0,1,0.61013018,0.808725207,1,0.306552
2015-01-09 23:00:00+00:00,0,0,0,1,0.608310355,0.806398723,1,0.30593
2015-01-10 00:00:00+00:00,0,0,0,1,0.606619849,0.804402776,1,0.305362
2015-01-10 01:00:00+00:00,0,0,0,1,0.604929344,0.802406829,1,0.304794
2015-01-10 02:00:00+00:00,0,0,0,1,0.603238839,0.800410883,1,0.304226
2015-01-10 03:00:00+00:00,0,0,0,1,0.601548334,0.798414936,1,0.303658
2015-01-10 04:00:00+00:00,0,0,0,1,0.599857829,0.796418989,1,0.30309
2015-01-10 05:00:00+00:00,0,0,0,1,0.598167324,0.794423042,1,0.302522
2015-01-10 06:00:00+00:00,0,0,0,1,0.596476819,0.792427095,1,0.301954
2015-01-10 07:00:00+00:00,0,0,0,1,0.594786314,0.790431148,1,0.301386
2015-01-10 08:00:00+00:00,0,0,0,1,0.593095809,0.788435201,1,0.300817
2015-01-10 09:00:00+00:00,0,0,0,1,0.591405304,0.786439254,1,0.300249
2015-01-10 10:00:00+00:00,0,0,0,1,0.589714798,0.784443307,1,0.299681
2015-01-10 11:00:00+00:00,0,0,0,1,0.588024293,0.782447361,1,0.299113
2015-01-10 12:00:00+00:00,0,0,0,1,0.586333788,0.780451414,1,0.298545
2015-01-10 13:00:00+00:00,0,0,0,1,0.584643283,0.778455467,1,0.297977
2015-01-10 14:00:00+00:00,0,0,0,1,0.582952778,0.77645952,1,0.297409
2015-01-10 15:00:00+00:00,0,0,0,1,0.581262273,0.774463573,1,0.296841
2015-01-10 16:00:00+00:00,0,0,0,1,0.579571768,0.772467626,1,0.296273
2015-01-10 17:00:00+00:00,0,0,0,1,0.577881263,0.770471679,1,0.295705
2015-01-10 18:00:00+00:00,0,0,0,1,0.576190758,0.768475732,1,0.295137
2015-01-10 19:00:00+00:00,0,0,0,1,0.574500252,0.766479785,1,0.294569
2015-01-10 20:00:00+00:00,0,0,0,1,0.572809747,0.764483839,1,0.294001
2015-01-10 21:00:00+00:00,0,0,0,1,0.571119242,0.762487892,1,0.293433
2015-01-10 22:00:00+00:00,0,0,0,1,0.569428737,0.760491945,1,0.292864
2015-01-10 23:00:00+00:00,0,0,0,1,0.567738232,0.758495998,1,0.292296
2015-01-11 00:00:00+00:00,0,0,0,1,0.566168839,0.756846659,1,0.291781
2015-01-11 01:00:00+00:00,0,0,0,1,0.564599446,0.755197321,1,0.291265
2015-01-11 02:00:00+00:00,0,0,0,1,0.563030052,0.753547982,1,0.290749
2015-01-11 03:00:00+00:00,0,0,0,1,0.561460659,0.751898643,1,0.290233
2015-01-11 04:00:00+00:00,0,0,0,1,0.559891266,0.750249305,1,0.289717
2015-01-11 05:00:00+00:00,0,0,0,1,0.558321873,0.748599966,1,0.289201
2015-01-11 06:00:00+00:00,0,0,0,1,0.55675248,0.746950627,1,0.288685
2015-01-11 07:00:00+00:00,0,0,0,1,0.555183087,0.745301289,1,0.288169
2015-01-11 08:00:00+00:00,0,0,0,1,0.553613693,0.74365195,1,0.287653
2015-01-11 09:00:00+00:00,0,0,0,1,0.5520443,0.742002612,1,0.287137
2015-01-11 10:00:00+00:00,0,0,0,1,0.550474907,0.740353273,1,0.286621
2015-01-11 11:00:00+00:00,0,0,0,1,0.548905514,0.738703934,1,0.286106
2015-01-11 12:00:00+00:00,0,0,0,1,0.547336121,0.737054596,1,0.28559
2015-01-11 13:00:00+00:00,0,0,0,1,0.545766727,0.735405257,1,0.285074
2015-01-11 14:00:00+00:00,0,0,0,1,0.544197334,0.733755918,1,0.284558
2015-01-11 15:00:00+00:00,0,0,0,1,0.542627941,0.73210658,1,0.284042
2015-01-11 16:00:00+00:00,0,0,0,1,0.541058548,0.730457241,1,0.283526
2015-01-11 17:00:00+00:00,0,0,0,1,0.539489155,0.728807903,1,0.28301
2015-01-11 18:00:00+00:00,0,0,0,1,0.537919761,0.727158564,1,0.282494
2015-01-11 19:00:00+00:00,0,0,0,1,0.536350368,0.725509225,1,0.281978
2015-01-11 20:00:00+00:00,0,0,0,1,0.534780975,0.723859887,1,0.281462
2015-01-11 21:00:00+00:00,0,0,0,1,0.533211582,0.722210548,1,0.280947
2015-01-11 22:00:00+00:00,0,0,0,1,0.531642189,0.720561209,1,0.280431
2015-01-11 23:00:00+00:00,0,0,0,1,0.530072795,0.718911871,1,0.279915
2015-01-12 00:00:00+00:00,0,0,0,1,0.52861631,0.717524065,1,0.279444
2015-01-12 01:00:00+00:00,0,0,0,1,0.527159824,0.71613626,1,0.278973
2015-01-12 02:00:00+00:00,0,0,0,1,0.525703338,0.714748455,1,0.278503
2015-01-12 03:00:00+00:00,0,0,0,1,0.524246853,0.713360649,1,0.278032
2015-01-12 04:00:00+00:00,0,0,0,1,0.522790367,0.711972844,1,0.277561
2015-01-12 05:00:00+00:00,0,0,0,1,0.521333881,0.710585039,1,0.27709
2015-01-12 06:00:00+00:00,0,0,0,1,0.519877395,0.709197233,1,0.27662
2015-01-12 07:00:00+00:00,0,0,0,1,0.51842091,0.707809428,1,0.276149
2015-01-12 08:00:00+00:00,0,0,0,1,0.516964424,0.706421623,1,0.275678
2015-01-12 09:00:00+00:00,0,0,0,1,0.515507938,0.705033817,1,0.275207
2015-01-12 10:00:00+00:00,0,0,0,1,0.514051453,0.703646012,1,0.274737
2015-01-12 11:00:00+00:00,0,0,0,1,0.512594967,0.702258207,1,0.274266
2015-01-12 12:00:00+00:00,0,0,0,1,0.511138481,0.700870401,1,0.273795
2015-01-12 13:00:00+00:00,0,0,0,1,0.509681996,0.699482596,1,0.273324
2015-01-12 14:00:00+00:00,0,0,0,1,0.50822551,0.698094791,1,0.272854
2015-01-12 15:00:00+00:00,0,0,0,1,0.506769024,0.696706985,1,0.272383
2015-01-12 16:00:00+00:00,0,0,0,1,0.505312539,0.69531918,1,0.271912
2015-01-12 17:00:00+00:00,0,0,0,1,0.503856053,0.693931375,1,0.271441
2015-01-12 18:00:00+00:00,0,0,0,1,0.502399567,0.692543569,1,0.270971
2015-01-12 19:00:00+00:00,0,0,0,1,0.500943081,0.691155764,1,0.2705
2015-01-12 20:00:00+00:00,0,0,0,1,0.499486596,0.689767959,1,0.270029
2015-01-12 21:00:00+00:00,0,0,0,1,0.49803011,0.688380153,1,0.269558
2015-01-12 22:00:00+00:00,0,0,0,1,0.496573624,0.686992348,1,0.269088
2015-01-12 23:00:00+00:00,0,0,0,1,0.495117139,0.685604543,1,0.268617
2015-01-13 00:00:00+00:00,0,0,0,1,0.493764969,0.684387714,1,0.268184
2015-01-13 01:00:00+00:00,0,0,0,1,0.492412798,0.683170886,1,0.267751
2015-01-13 02:00:00+00:00,0,0,0,1,0.491060628,0.681954058,1,0.267318
2015-01-13 03:00:00+00:00,0,0,0,1,0.489708458,0.680737229,1,0.266885
2015-01-13 04:00:00+00:00,0,0,0,1,0.488356288,0.679520401,1,0.266452
2015-01-13 05:00:00+00:00,0,0,0,1,0.487004118,0.678303573,1,0.266019
2015-01-13 06:00:00+00:00,0,0,0,1,0.485651948,0.677086744,1,0.265586
2015-01-13 07:00:00+00:00,0,0,0,1,0.484299778,0.675869916,1,0.265153
2015-01-13 08:00:00+00:00,0,0,0,1,0.482947608,0.674653087,0.999118743,0.264635
2015-01-13 09:00:00+00:00,0,0,0,1,0.481595438,0.673436259,0.99616981,0.263917
2015-01-13 10:00:00+00:00,0,0,0,1,0.480243268,0.672219431,0.993220877,0.2632
2015-01-13 11:00:00+00:00,0,0,0,1,0.478891097,0.671002602,0.990271944,0.262482
2015-01-13 12:00:00+00:00,0,0,0,1,0.477538927,0.669785774,0.987323011,0.261764
2015-01-13 13:00:00+00:00,0,0,0,1,0.476186757,0.668568945,0.984374078,0.261046
2015-01-13 14:00:00+00:00,0,0,0,1,0.474834587,0.667352117,0.981425145,0.260329
2015-01-13 15:00:00+00:00,0,0,0,1,0.473482417,0.666135289,0.978476212,0.259611
2015-01-13 16:00:00+00:00,0,0,0,1,0.472130247,0.66491846,0.975527279,0.258893
2015-01-13 17:00:00+00:00,0,0,0,1,0.470778077,0.663701632,0.972578346,0.258176
2015-01-13 18:00:00+00:00,0,0,0,1,0.469425907,0.662484804,0.969629413,0.257458
2015-01-13 19:00:00+00:00,0,0,0,1,0.468073737,0.661267975,0.96668048,0.25674
2015-01-13 20:00:00+00:00,0,0,0,1,0.466721567,0.660051147,0.963731547,0.256022
2015-01-13 21:00:00+00:00,0,0,0,1,0.465369396,0.658834318,0.960782614,0.255305
2015-01-13 22:00:00+00:00,0,0,0,1,0.464017226,0.65761749,0.957833681,0.254587
2015-01-13 23:00:00+00:00,0,0,0,1,0.462665056,0.656400662,0.954884748,0.253869
2015-01-14 00:00:00+00:00,0,0,0,1,0.461409385,0.655329577,0.952221651,0.253213
2015-01-14 01:00:00+00:00,0,0,0,1,0.460153713,0.654258491,0.949558555,0.252557
2015-01-14 02:00:00+00:00,0,0,0,1,0.458898042,0.653187406,0.946895459,0.251902
2015-01-14 03:00:00+00:00,0,0,0,1,0.457642371,0.652116321,0.944232362,0.251246
2015-01-14 04:00:00+00:00,0,0,0,1,0.456386699,0.651045236,0.941569266,0.25059
2015-01-14 05:00:00+00:00,0,0,0,1,0.455131028,0.649974151,0.93890617,0.249934
2015-01-14 06:00:00+00:00,0,0,0,1,0.453875356,0.648903066,0.936243073,0.249278
2015-01-14 07:00:00+00:00,0,0,0,1,0.452619685,0.647831981,0.933579977,0.248622
2015-01-14 08:00:00+00:00,0,0,0,0.997916907,0.451364014,0.646760896,0.930916881,0.247966
2015-01-14 09:00:00+00:00,0,0,0,0.992987926,0.450108342,0.645689811,0.928253784,0.24731
2015-01-14 10:00:00+00:00,0,0,0,0.988058946,0.448852671,0.644618726,0.925590688,0.246654
2015-01-14 11:00:00+00:00,0,0,0,0.983129966,0.447596999,0.64354764,0.922927592,0.245999
2015-01-14 12:00:00+00:00,0,0,0,0.978200985,0.446341328,0.642476555,0.920264495,0.245343
