,Unnamed: 0,Unnamed: 0.1,Unit,PowerCapacity,Nunits,Zone,Technology,Fuel,Efficiency,MinUpTime,MinDownTime,RampUpRate,RampDownRate,StartUpCost_pu,NoLoadCost_pu,RampingCost,PartLoadMin,MinEfficiency,StartUpTime,CO2Intensity,CHPType,CHPPowerToHeat,CHPPowerLossFactor,COP,Tnominal,coef_COP_a,coef_COP_b,STOCapacity,STOSelfDischarge,STOMaxChargingPower,STOChargingEfficiency
0,0,HR_STUR_GEO,HR_STUR_GEO,27.66666666666667,3.0,HR,STUR,GEO,0.1,2,2,0.02,0.02,0.0,0.0,0.0,0.0,0.1,0.0,0.0,,,,,,,,,,,
1,1,HR_STUR_LIG,HR_STUR_LIG,522.0,2.0,HR,STUR,LIG,0.4,8,8,0.007692308,0.007692308,65.0,8.0,2.2,0.43,0.395,7.0,1.15,,,,,,,,,,,
2,2,HR_COMC_GAS,HR_COMC_GAS,867.17330920177,6.0,HR,COMC,GAS,0.51,3,3,0.07,0.07,55.0,2.9,0.25,0.062171053,0.57,1.0,0.3569,,,,,,,,,,,
3,3,HR_STUR_BIO,HR_STUR_BIO,91.5,2.0,HR,STUR,BIO,0.4,4,6,0.02,0.02,120.0,12.5,1.3,0.4,0.35,1.0,0.417390427,,,,,,,,,,,
4,4,HR_HDAM_WAT,HR_HDAM_WAT,1854.0,1.0,HR,HDAM,WAT,0.89,0,0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,1247290.0,0.0,0.0,0.89
5,5,HR_HPHS_WAT,HR_HPHS_WAT,293.0,1.0,HR,HPHS,WAT,0.89,0,0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,1758.0,0.0,293.0,0.89
6,6,HR_HROR_WAT,HR_HROR_WAT,315.0,1.0,HR,HROR,WAT,1.0,0,0,0.02,0.02,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,
7,7,HR_WTON_WIN,HR_WTON_WIN,866.0,1.0,HR,WTON,WIN,1.0,0,0,0.02,0.02,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,
8,8,HR_PHOT_SUN,HR_PHOT_SUN,18284.0,1.0,HR,PHOT,SUN,1.0,0,0,0.02,0.02,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,
9,9,HR_BATS_OTH,HR_BATS_OTH,470.0,1.0,HR,BATS,OTH,0.89,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.89,0.0,0.0,,,,,,,,1880.0,0.0,470.0,0.89
10,10,HR_BEVS_OTH,HR_BEVS_OTH,3999.0,1.0,HR,BEVS,OTH,0.94,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,,,,,,,,42550.11,0.0,3999.0,0.94
11,11,HR_P2HT_OTH,HR_P2HT_OTH,1742.9999999999998,1.0,HR,P2HT,OTH,1.0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.4909390444810542,5.0,0.03878921225900543,0.00040414881954845764,8714.999999999998,0.03,,
12,12,HR_P2GS_HYD,HR_P2GS_HYD,1494.0,1.0,HR,P2GS,HYD,0.46,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.47,0.0,0.0,,,,,,,,24489.0,0.0,16804.0,0.72
13,13,HR_STUR_BIO_CHP,HR_STUR_BIO_CHP,111.0,2.0,HR,STUR,BIO,0.4,4,6,0.02,0.02,120.0,12.5,1.3,0.4,0.35,1.0,0.417390427,Extraction,0.45,0.23800000000000002,,,,,2960.0,0.03,,
