Day,Month,Year,Power exchange 
3,1,2014,-839583
3,1,2014,-758527
3,1,2014,-713927
3,1,2014,-1155582
3,1,2014,-982690
3,1,2014,-1138379
3,1,2014,-1149846
3,1,2014,-1233126
3,1,2014,-1169271
3,1,2014,-1106169
3,1,2014,-1137017
3,1,2014,-1060349
3,1,2014,-1006188
3,1,2014,-997750
3,1,2014,-893849
3,1,2014,-927340
3,1,2014,-942301
3,1,2014,-1020490
3,1,2014,-993421
3,1,2014,-1065902
3,1,2014,-1163155
3,1,2014,-1238519
3,1,2014,-1241261
3,1,2014,-908291
3,1,2014,-1106926
3,1,2014,-1092037
3,1,2014,-1027698
3,1,2014,-964718
3,1,2014,-1258756
3,1,2014,-1275785
3,1,2014,-1197169
3,1,2014,-1060620
3,1,2014,-1351098
3,1,2014,-1247832
3,1,2014,-1234529
3,1,2014,-1007818
3,1,2014,-833349
3,1,2014,-896713
3,1,2014,-881589
3,1,2014,-906581
3,1,2014,-848393
3,1,2014,-908237
3,1,2014,-865899
3,1,2014,-840824
3,1,2014,-981459
3,1,2014,-973195
3,1,2014,-979761
3,1,2014,-737197
3,1,2014,-624937
3,1,2014,-546751
3,1,2014,-520580
3,1,2014,-556970
3,1,2014,-514408
3,1,2014,-516130
3,1,2014,-522403
3,1,2014,-572690
3,1,2014,-562134
3,1,2014,-623520
3,1,2014,-677893
3,1,2014,-917754
3,1,2014,-1005587
3,1,2014,-1032327
3,1,2014,-1111119
3,1,2014,-1000356
3,1,2014,-1070887
3,1,2014,-1114923
3,1,2014,-1280872
3,1,2014,-1059321
3,1,2014,-939848
3,1,2014,-935127
3,1,2014,-749552
3,1,2014,-476721
3,1,2014,-337249
3,1,2014,-304873
3,1,2014,-285377
3,1,2014,-228307
3,1,2014,-148603
3,1,2014,-214737
3,1,2014,-367533
3,1,2014,-439803
3,1,2014,-373840
3,1,2014,-420768
3,1,2014,-378578
3,1,2014,-724769
3,1,2014,-831236
3,1,2014,-757368
3,1,2014,-710043
3,1,2014,-948867
3,1,2014,-832934
3,1,2014,-577888
3,1,2014,-589823
3,1,2014,-415914
3,1,2014,-345990
3,1,2014,-252067
3,1,2014,-289272
4,1,2014,-578462
4,1,2014,-673179
4,1,2014,-603249
4,1,2014,-590754
4,1,2014,-1120381
4,1,2014,-1024231
4,1,2014,-1049558
4,1,2014,-965007
4,1,2014,-913968
4,1,2014,-832029
4,1,2014,-789719
4,1,2014,-895402
4,1,2014,-1099094
4,1,2014,-1172082
4,1,2014,-1133528
4,1,2014,-1171242
4,1,2014,-1350708
4,1,2014,-1378264
4,1,2014,-1456630
4,1,2014,-1470049
4,1,2014,-1415772
4,1,2014,-1470615
4,1,2014,-1473514
4,1,2014,-1490392
4,1,2014,-802806
4,1,2014,-808672
4,1,2014,-846909
4,1,2014,-789539
4,1,2014,-913792
4,1,2014,-1149208
4,1,2014,-1183902
4,1,2014,-1072602
4,1,2014,-1169492
4,1,2014,-1396968
4,1,2014,-1371446
4,1,2014,-1292420
4,1,2014,-1372209
4,1,2014,-1519822
4,1,2014,-1496196
4,1,2014,-1369204
4,1,2014,-1380329
4,1,2014,-1326970
4,1,2014,-1442313
4,1,2014,-1488155
4,1,2014,-1675100
4,1,2014,-1657452
4,1,2014,-1842068
4,1,2014,-1865372
4,1,2014,-1889280
4,1,2014,-1865805
4,1,2014,-1768304
4,1,2014,-1714771
4,1,2014,-1801022
4,1,2014,-1805177
4,1,2014,-1827321
4,1,2014,-1904588
4,1,2014,-2135364
4,1,2014,-2200579
4,1,2014,-2216530
4,1,2014,-2220275
4,1,2014,-2427875
4,1,2014,-2449379
4,1,2014,-2487292
4,1,2014,-2448863
4,1,2014,-2301039
4,1,2014,-2315168
4,1,2014,-2386257
4,1,2014,-2381404
4,1,2014,-2094940
4,1,2014,-2118344
4,1,2014,-2188236
4,1,2014,-2136817
4,1,2014,-1725050
4,1,2014,-1683551
4,1,2014,-1601015
4,1,2014,-1617725
4,1,2014,-1567544
4,1,2014,-1536405
4,1,2014,-1538389
4,1,2014,-1570203
4,1,2014,-1651010
4,1,2014,-1634570
4,1,2014,-1580339
4,1,2014,-1660466
4,1,2014,-2065428
4,1,2014,-2154247
4,1,2014,-2094677
4,1,2014,-2040635
4,1,2014,-2296657
4,1,2014,-2228787
4,1,2014,-2048045
4,1,2014,-2081206
4,1,2014,-2329863
4,1,2014,-2315663
4,1,2014,-2115669
4,1,2014,-2103763
5,1,2014,-2174459
5,1,2014,-2091310
5,1,2014,-2069873
5,1,2014,-1979137
5,1,2014,-1901546
5,1,2014,-1740644
5,1,2014,-1861151
5,1,2014,-1888186
5,1,2014,-2167990
5,1,2014,-2158226
5,1,2014,-2118650
5,1,2014,-2174788
5,1,2014,-2429125
5,1,2014,-2490016
5,1,2014,-2412235
5,1,2014,-2404874
5,1,2014,-2447380
5,1,2014,-2376656
5,1,2014,-2407478
5,1,2014,-2252534
5,1,2014,-2250611
5,1,2014,-2199586
5,1,2014,-2222141
5,1,2014,-2172153
5,1,2014,-1139071
5,1,2014,-1028989
5,1,2014,-1087596
5,1,2014,-1034685
5,1,2014,-969728
5,1,2014,-968167
5,1,2014,-939403
5,1,2014,-934975
5,1,2014,-1163895
5,1,2014,-1334468
5,1,2014,-1394465
5,1,2014,-1349129
5,1,2014,-1328519
5,1,2014,-1290553
5,1,2014,-1350102
5,1,2014,-1272773
5,1,2014,-1112795
5,1,2014,-1105992
5,1,2014,-1181009
5,1,2014,-1159100
5,1,2014,-1065729
5,1,2014,-1114672
5,1,2014,-1103124
5,1,2014,-1036240
5,1,2014,-941618
5,1,2014,-862782
5,1,2014,-820242
5,1,2014,-901432
5,1,2014,-1054050
5,1,2014,-1054917
5,1,2014,-1056413
5,1,2014,-1139274
5,1,2014,-1492314
5,1,2014,-1589268
5,1,2014,-1697766
5,1,2014,-1721723
5,1,2014,-2172373
5,1,2014,-2350779
5,1,2014,-2380335
5,1,2014,-2328681
5,1,2014,-2265931
5,1,2014,-2322540
5,1,2014,-2446100
5,1,2014,-2450753
5,1,2014,-2580786
5,1,2014,-2669459
5,1,2014,-2617874
5,1,2014,-2467799
5,1,2014,-2124359
5,1,2014,-2000806
5,1,2014,-2019836
5,1,2014,-1993776
5,1,2014,-1795643
5,1,2014,-1627214
5,1,2014,-1727404
5,1,2014,-1598933
5,1,2014,-1622508
5,1,2014,-1454918
5,1,2014,-1485520
5,1,2014,-1481971
5,1,2014,-1619849
5,1,2014,-1668117
5,1,2014,-1710097
5,1,2014,-1751202
5,1,2014,-1913030
5,1,2014,-1879471
5,1,2014,-1542732
5,1,2014,-1453318
5,1,2014,-1741335
5,1,2014,-1699668
5,1,2014,-1579707
5,1,2014,-1503595
6,1,2014,-1469587
6,1,2014,-1306883
6,1,2014,-1332598
6,1,2014,-1287139
6,1,2014,-1318104
6,1,2014,-1086215
6,1,2014,-927270
6,1,2014,-967817
6,1,2014,-796388
6,1,2014,-747507
6,1,2014,-793090
6,1,2014,-809614
6,1,2014,-999637
6,1,2014,-998297
6,1,2014,-1026521
6,1,2014,-1006658
6,1,2014,-1078954
6,1,2014,-1081402
6,1,2014,-1103888
6,1,2014,-991496
6,1,2014,-807879
6,1,2014,-807074
6,1,2014,-858240
6,1,2014,-748474
6,1,2014,-772203
6,1,2014,-1071581
6,1,2014,-1140608
6,1,2014,-1105278
6,1,2014,-1189186
6,1,2014,-1332173
6,1,2014,-1459045
6,1,2014,-1287282
6,1,2014,-1061494
6,1,2014,-1028401
6,1,2014,-1018224
6,1,2014,-1150096
6,1,2014,-1247050
6,1,2014,-1393250
6,1,2014,-1399297
6,1,2014,-1518890
6,1,2014,-1767027
6,1,2014,-1846711
6,1,2014,-1829771
6,1,2014,-1818894
6,1,2014,-1777783
6,1,2014,-1758414
6,1,2014,-1797435
6,1,2014,-1742205
6,1,2014,-1727296
6,1,2014,-1545138
6,1,2014,-1618039
6,1,2014,-1628448
6,1,2014,-1670610
6,1,2014,-1718201
6,1,2014,-1669405
6,1,2014,-1621289
6,1,2014,-1638139
6,1,2014,-1683983
6,1,2014,-1676118
6,1,2014,-1670604
6,1,2014,-1674637
6,1,2014,-1678639
6,1,2014,-1676967
6,1,2014,-1639542
6,1,2014,-1530540
6,1,2014,-1683463
6,1,2014,-1702887
6,1,2014,-1654699
6,1,2014,-1721820
6,1,2014,-1622012
6,1,2014,-1574973
6,1,2014,-1432982
6,1,2014,-1166213
6,1,2014,-1077523
6,1,2014,-992488
6,1,2014,-1019497
6,1,2014,-871903
6,1,2014,-795488
6,1,2014,-781962
6,1,2014,-739678
6,1,2014,-1025564
6,1,2014,-955369
6,1,2014,-922838
6,1,2014,-933355
6,1,2014,-1090930
6,1,2014,-995329
6,1,2014,-980520
6,1,2014,-891496
6,1,2014,-1317137
6,1,2014,-1235080
6,1,2014,-1121493
6,1,2014,-1022700
6,1,2014,-1119903
6,1,2014,-932372
6,1,2014,-749789
6,1,2014,-699322
7,1,2014,-805779
7,1,2014,-652236
7,1,2014,-618670
7,1,2014,-776485
7,1,2014,-1069774
7,1,2014,-1096236
7,1,2014,-994085
7,1,2014,-956370
7,1,2014,-929873
7,1,2014,-785281
7,1,2014,-852332
7,1,2014,-753072
7,1,2014,-757375
7,1,2014,-701777
7,1,2014,-785799
7,1,2014,-708090
7,1,2014,-887693
7,1,2014,-1039549
7,1,2014,-911254
7,1,2014,-974774
7,1,2014,-1198939
7,1,2014,-1535100
7,1,2014,-1596805
7,1,2014,-1428934
7,1,2014,-1245923
7,1,2014,-1367447
7,1,2014,-1395105
7,1,2014,-1224679
7,1,2014,-880259
7,1,2014,-1083517
7,1,2014,-1101809
7,1,2014,-1127974
7,1,2014,-951052
7,1,2014,-812215
7,1,2014,-789252
7,1,2014,-845288
7,1,2014,-571339
7,1,2014,-559524
7,1,2014,-468494
7,1,2014,-433926
7,1,2014,-317887
7,1,2014,-323114
7,1,2014,-278032
7,1,2014,-214691
7,1,2014,-134655
7,1,2014,-158767
7,1,2014,-160489
7,1,2014,-168000
7,1,2014,-65101
7,1,2014,-50807
7,1,2014,-23020
7,1,2014,-181129
7,1,2014,-448040
7,1,2014,-621118
7,1,2014,-592554
7,1,2014,-541913
7,1,2014,-538484
7,1,2014,-656539
7,1,2014,-580261
7,1,2014,-613561
7,1,2014,-775046
7,1,2014,-926431
7,1,2014,-1074323
7,1,2014,-1039522
7,1,2014,-1099433
7,1,2014,-1212806
7,1,2014,-1275488
7,1,2014,-1231763
7,1,2014,-1097003
7,1,2014,-1166518
7,1,2014,-1175586
7,1,2014,-878138
7,1,2014,-780414
7,1,2014,-497470
7,1,2014,-428585
7,1,2014,-293745
7,1,2014,52938
7,1,2014,268301
7,1,2014,205573
7,1,2014,28513
7,1,2014,-602601
7,1,2014,-492768
7,1,2014,-475458
7,1,2014,-402072
7,1,2014,-841336
7,1,2014,-976991
7,1,2014,-940372
7,1,2014,-986594
7,1,2014,-1190973
7,1,2014,-1237607
7,1,2014,-1052670
7,1,2014,-1059496
7,1,2014,-992331
7,1,2014,-821601
7,1,2014,-774121
7,1,2014,-688819
8,1,2014,-780092
8,1,2014,-681570
8,1,2014,-705858
8,1,2014,-760455
8,1,2014,-983568
8,1,2014,-1006530
8,1,2014,-986588
8,1,2014,-1072869
8,1,2014,-1287860
8,1,2014,-1363205
8,1,2014,-1225293
8,1,2014,-1291741
8,1,2014,-1405665
8,1,2014,-1374246
8,1,2014,-1411134
8,1,2014,-1428774
8,1,2014,-1468221
8,1,2014,-1452039
8,1,2014,-1541589
8,1,2014,-1499110
8,1,2014,-1541109
8,1,2014,-1751567
8,1,2014,-1603622
8,1,2014,-1556393
8,1,2014,-940243
8,1,2014,-853110
8,1,2014,-944674
8,1,2014,-635566
8,1,2014,26701
8,1,2014,193364
8,1,2014,124050
8,1,2014,252374
8,1,2014,-274952
8,1,2014,-285804
8,1,2014,-234485
8,1,2014,-208864
8,1,2014,58752
8,1,2014,111256
8,1,2014,57296
8,1,2014,27478
8,1,2014,-28274
8,1,2014,76879
8,1,2014,-10098
8,1,2014,1320
8,1,2014,-11907
8,1,2014,-96463
8,1,2014,-166340
8,1,2014,-107577
8,1,2014,-193747
8,1,2014,-359302
8,1,2014,-355102
8,1,2014,-430202
8,1,2014,-556139
8,1,2014,-628405
8,1,2014,-599205
8,1,2014,-603366
8,1,2014,-748825
8,1,2014,-761762
8,1,2014,-725932
8,1,2014,-785820
8,1,2014,-706535
8,1,2014,-797146
8,1,2014,-958759
8,1,2014,-889169
8,1,2014,-747288
8,1,2014,-827317
8,1,2014,-928465
8,1,2014,-1047261
8,1,2014,-1217562
8,1,2014,-1395454
8,1,2014,-1390507
8,1,2014,-1379656
8,1,2014,-1267805
8,1,2014,-1154446
8,1,2014,-1099788
8,1,2014,-1189897
8,1,2014,-1103067
8,1,2014,-978382
8,1,2014,-974868
8,1,2014,-1027733
8,1,2014,-1131863
8,1,2014,-993552
8,1,2014,-864567
8,1,2014,-963209
8,1,2014,-919101
8,1,2014,-945328
8,1,2014,-887054
8,1,2014,-981995
8,1,2014,-1129647
8,1,2014,-1064513
8,1,2014,-906107
8,1,2014,-983393
8,1,2014,-1227481
8,1,2014,-1072418
8,1,2014,-952509
8,1,2014,-936707
9,1,2014,-1123143
9,1,2014,-1020529
9,1,2014,-1009698
9,1,2014,-1057638
9,1,2014,-1488076
9,1,2014,-1463606
9,1,2014,-1468214
9,1,2014,-1691739
9,1,2014,-1791153
9,1,2014,-1888508
9,1,2014,-1871420
9,1,2014,-1869167
9,1,2014,-1809020
9,1,2014,-1744512
9,1,2014,-1822814
9,1,2014,-1833079
9,1,2014,-1883977
9,1,2014,-1885164
9,1,2014,-1870574
9,1,2014,-1813849
9,1,2014,-1823704
9,1,2014,-1823919
9,1,2014,-1892717
9,1,2014,-1692448
9,1,2014,-1001656
9,1,2014,-933600
9,1,2014,-996060
9,1,2014,-792431
9,1,2014,-499390
9,1,2014,-350623
9,1,2014,-366534
9,1,2014,-263727
9,1,2014,-505918
9,1,2014,-483842
9,1,2014,-428874
9,1,2014,-428111
9,1,2014,-61431
9,1,2014,-85
9,1,2014,69733
9,1,2014,82201
9,1,2014,178005
9,1,2014,244616
9,1,2014,268347
9,1,2014,266113
9,1,2014,166781
9,1,2014,168526
9,1,2014,145074
9,1,2014,183608
9,1,2014,-89018
9,1,2014,-70202
9,1,2014,-42691
9,1,2014,-161398
9,1,2014,-418556
9,1,2014,-415350
9,1,2014,-463970
9,1,2014,-358493
9,1,2014,-387092
9,1,2014,-462396
9,1,2014,-451725
9,1,2014,-385861
9,1,2014,-323365
9,1,2014,-312553
9,1,2014,-326829
9,1,2014,-305328
9,1,2014,-276053
9,1,2014,-406738
9,1,2014,-388197
9,1,2014,-418227
9,1,2014,81694
9,1,2014,-99419
9,1,2014,12748
9,1,2014,83450
9,1,2014,192187
9,1,2014,218954
9,1,2014,261168
9,1,2014,304467
9,1,2014,484414
9,1,2014,575245
9,1,2014,597920
9,1,2014,444883
9,1,2014,243057
9,1,2014,360924
9,1,2014,307458
9,1,2014,218129
9,1,2014,-327991
9,1,2014,-339874
9,1,2014,-210590
9,1,2014,-345590
9,1,2014,-527561
9,1,2014,-512553
9,1,2014,-261809
9,1,2014,-309143
9,1,2014,-500833
9,1,2014,-477243
9,1,2014,-332807
9,1,2014,-402401
10,1,2014,-293383
10,1,2014,-328745
10,1,2014,-213859
10,1,2014,-296515
10,1,2014,-142905
10,1,2014,-139186
10,1,2014,-35565
10,1,2014,-166080
10,1,2014,-507453
10,1,2014,-619517
10,1,2014,-600660
10,1,2014,-765772
10,1,2014,-839016
10,1,2014,-839290
10,1,2014,-866377
10,1,2014,-839912
10,1,2014,-954737
10,1,2014,-989244
10,1,2014,-1066619
10,1,2014,-1023145
10,1,2014,-803234
10,1,2014,-858802
10,1,2014,-780148
10,1,2014,-732412
10,1,2014,-436974
10,1,2014,-716975
10,1,2014,-681348
10,1,2014,-544411
10,1,2014,-40117
10,1,2014,11737
10,1,2014,26021
10,1,2014,8010
10,1,2014,-88581
10,1,2014,-18347
10,1,2014,-8830
10,1,2014,-172672
10,1,2014,-35819
10,1,2014,-93669
10,1,2014,-67128
10,1,2014,-97665
10,1,2014,-50223
10,1,2014,-4858
10,1,2014,34193
10,1,2014,-43841
10,1,2014,-214517
10,1,2014,-373346
10,1,2014,-357529
10,1,2014,-273028
10,1,2014,-119046
10,1,2014,-97888
10,1,2014,63608
10,1,2014,13075
10,1,2014,-245336
10,1,2014,-283147
10,1,2014,-319025
10,1,2014,-302207
10,1,2014,-345175
10,1,2014,-446157
10,1,2014,-439675
10,1,2014,-385823
10,1,2014,-477126
10,1,2014,-566148
10,1,2014,-462667
10,1,2014,-531119
10,1,2014,-513133
10,1,2014,-596078
10,1,2014,-663887
10,1,2014,-687888
10,1,2014,-496631
10,1,2014,-544336
10,1,2014,-382275
10,1,2014,-364191
10,1,2014,-216733
10,1,2014,-82481
10,1,2014,-163520
10,1,2014,-138201
10,1,2014,294803
10,1,2014,419818
10,1,2014,304736
10,1,2014,265061
10,1,2014,186488
10,1,2014,270291
10,1,2014,241888
10,1,2014,144083
10,1,2014,95253
10,1,2014,3122
10,1,2014,-696
10,1,2014,-55516
10,1,2014,-66064
10,1,2014,36012
10,1,2014,317635
10,1,2014,306061
10,1,2014,236578
10,1,2014,300855
10,1,2014,473702
10,1,2014,431463
11,1,2014,582834
11,1,2014,524230
11,1,2014,477955
11,1,2014,444926
11,1,2014,260657
11,1,2014,300403
11,1,2014,265997
11,1,2014,200361
11,1,2014,85157
11,1,2014,10545
11,1,2014,-23097
11,1,2014,-26429
11,1,2014,-389179
11,1,2014,-511095
11,1,2014,-483705
11,1,2014,-573170
11,1,2014,-833070
11,1,2014,-867837
11,1,2014,-815807
11,1,2014,-776870
11,1,2014,-589947
11,1,2014,-523044
11,1,2014,-523038
11,1,2014,-498536
11,1,2014,21666
11,1,2014,45489
11,1,2014,-27701
11,1,2014,35096
11,1,2014,815101
11,1,2014,834485
11,1,2014,791587
11,1,2014,693277
11,1,2014,-37458
11,1,2014,-69983
11,1,2014,998
11,1,2014,51530
11,1,2014,60438
11,1,2014,-31294
11,1,2014,-12719
11,1,2014,38766
11,1,2014,-87061
11,1,2014,-175211
11,1,2014,-221158
11,1,2014,-151775
11,1,2014,-120153
11,1,2014,-124200
11,1,2014,-186373
11,1,2014,-55003
11,1,2014,163213
11,1,2014,199003
11,1,2014,304606
11,1,2014,307105
11,1,2014,130369
11,1,2014,109564
11,1,2014,134537
11,1,2014,52176
11,1,2014,-97686
11,1,2014,-118998
11,1,2014,-161363
11,1,2014,-164669
11,1,2014,-369764
11,1,2014,-353477
11,1,2014,-387220
11,1,2014,-425526
11,1,2014,-526287
11,1,2014,-692015
11,1,2014,-705772
11,1,2014,-619906
11,1,2014,-827417
11,1,2014,-1092896
11,1,2014,-1039237
11,1,2014,-893726
11,1,2014,-572071
11,1,2014,-563151
11,1,2014,-458479
11,1,2014,-447671
11,1,2014,-457787
11,1,2014,-330745
11,1,2014,-324850
11,1,2014,-315008
11,1,2014,-220920
11,1,2014,-96996
11,1,2014,-47549
11,1,2014,-150877
11,1,2014,-408243
11,1,2014,-428591
11,1,2014,-456664
11,1,2014,-450020
11,1,2014,-501347
11,1,2014,-538016
11,1,2014,-340770
11,1,2014,-324795
11,1,2014,-27718
11,1,2014,63288
11,1,2014,177506
11,1,2014,134181
12,1,2014,-119952
12,1,2014,-110780
12,1,2014,-68602
12,1,2014,-127383
12,1,2014,-39607
12,1,2014,107278
12,1,2014,56673
12,1,2014,-8650
12,1,2014,-140386
12,1,2014,-266428
12,1,2014,-261042
12,1,2014,-292937
12,1,2014,-380630
12,1,2014,-361364
12,1,2014,-398755
12,1,2014,-493794
12,1,2014,-894066
12,1,2014,-1069990
12,1,2014,-1101858
12,1,2014,-1061421
12,1,2014,-1058446
12,1,2014,-1071191
12,1,2014,-1028832
12,1,2014,-1020767
12,1,2014,-1041347
12,1,2014,-1139060
12,1,2014,-1172996
12,1,2014,-1059664
12,1,2014,-1195996
12,1,2014,-1183367
12,1,2014,-1284999
12,1,2014,-1191387
12,1,2014,-1055453
12,1,2014,-1070387
12,1,2014,-1088403
12,1,2014,-1101956
12,1,2014,-1192518
12,1,2014,-1260441
12,1,2014,-1245984
12,1,2014,-1220239
12,1,2014,-736682
12,1,2014,-614326
12,1,2014,-559011
12,1,2014,-564611
12,1,2014,-476965
12,1,2014,-449602
12,1,2014,-491661
12,1,2014,-520797
12,1,2014,-421567
12,1,2014,-421330
12,1,2014,-302284
12,1,2014,-366199
12,1,2014,-399640
12,1,2014,-427703
12,1,2014,-468523
12,1,2014,-494277
12,1,2014,-838001
12,1,2014,-991615
12,1,2014,-1055291
12,1,2014,-1113766
12,1,2014,-1531174
12,1,2014,-1660698
12,1,2014,-1737801
12,1,2014,-1721953
12,1,2014,-1678963
12,1,2014,-1774967
12,1,2014,-1869958
12,1,2014,-1840008
12,1,2014,-1844880
12,1,2014,-1941160
12,1,2014,-1876707
12,1,2014,-1825976
12,1,2014,-1441465
12,1,2014,-1353286
12,1,2014,-1295695
12,1,2014,-1282969
12,1,2014,-1139223
12,1,2014,-1107745
12,1,2014,-1170945
12,1,2014,-1133062
12,1,2014,-1100108
12,1,2014,-990973
12,1,2014,-1062548
12,1,2014,-1076083
12,1,2014,-1247422
12,1,2014,-1223546
12,1,2014,-1183851
12,1,2014,-1201902
12,1,2014,-912547
12,1,2014,-653838
12,1,2014,-402719
12,1,2014,-469430
12,1,2014,-640169
12,1,2014,-503180
12,1,2014,-284146
12,1,2014,-303732
13,1,2014,-717774
13,1,2014,-638463
13,1,2014,-601210
13,1,2014,-661159
13,1,2014,-1265757
13,1,2014,-1416670
13,1,2014,-1253047
13,1,2014,-1240780
13,1,2014,-1463751
13,1,2014,-1506132
13,1,2014,-1490585
13,1,2014,-1477885
13,1,2014,-1597429
13,1,2014,-1561686
13,1,2014,-1539072
13,1,2014,-1571319
13,1,2014,-1554408
13,1,2014,-1531166
13,1,2014,-1560653
13,1,2014,-1537566
13,1,2014,-1248244
13,1,2014,-1454793
13,1,2014,-1404787
13,1,2014,-1131618
13,1,2014,-857729
13,1,2014,-905385
13,1,2014,-848091
13,1,2014,-696708
13,1,2014,-336432
13,1,2014,-190306
13,1,2014,-271326
13,1,2014,-152855
13,1,2014,88820
13,1,2014,68338
13,1,2014,79564
13,1,2014,61092
13,1,2014,84716
13,1,2014,-28347
13,1,2014,-2589
13,1,2014,9111
13,1,2014,-401365
13,1,2014,-289187
13,1,2014,-391721
13,1,2014,-334011
13,1,2014,-358998
13,1,2014,-371619
13,1,2014,-404383
13,1,2014,-350436
13,1,2014,-199856
13,1,2014,-169052
13,1,2014,-175285
13,1,2014,-336416
13,1,2014,-480432
13,1,2014,-561100
13,1,2014,-459769
13,1,2014,-520219
13,1,2014,-483047
13,1,2014,-563157
13,1,2014,-623780
13,1,2014,-719240
13,1,2014,-978391
13,1,2014,-1046017
13,1,2014,-1070257
13,1,2014,-1098681
13,1,2014,-1186446
13,1,2014,-1426155
13,1,2014,-1399747
13,1,2014,-1417534
13,1,2014,-1548040
13,1,2014,-1726121
13,1,2014,-1517605
13,1,2014,-1421652
13,1,2014,-975763
13,1,2014,-780868
13,1,2014,-786298
13,1,2014,-676025
13,1,2014,-192128
13,1,2014,83994
13,1,2014,125095
13,1,2014,-19262
13,1,2014,-407858
13,1,2014,-375059
13,1,2014,-380512
13,1,2014,-429466
13,1,2014,-537151
13,1,2014,-589665
13,1,2014,-601951
13,1,2014,-628904
13,1,2014,-754493
