Day-Ahead forecast [MW],Intraday forecast [MW],Real-time Upscaled Measurement [MW],Corrected Upscaled Measurement [MW],Monitored Capacity [MWp]
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
9.910,15.640,15.750,9.860,2501.530
16.720,59.770,52.270,47.800,2501.530
56.690,108.040,99.560,107.080,2501.530
123.050,159.980,160.370,180.910,2501.530
233.130,270.050,286.080,265.450,2501.530
373.570,393.550,397.550,357.250,2501.530
509.910,526.780,503.920,454.770,2501.530
657.480,660.570,659.890,565.750,2501.530
758.000,774.100,762.110,681.380,2501.530
856.290,891.530,784.310,792.970,2501.530
959.870,984.400,896.110,906.810,2501.530
1056.990,1059.710,992.630,992.910,2501.530
1141.640,1151.910,1097.460,1079.140,2501.530
1235.070,1255.610,1199.760,1163.740,2501.530
1332.770,1365.140,1310.510,1236.900,2501.530
1426.260,1468.050,1348.320,1296.640,2501.530
1477.860,1503.630,1403.970,1348.800,2501.530
1523.000,1547.180,1468.600,1387.140,2501.530
1567.280,1581.320,1509.540,1420.530,2501.530
1594.820,1601.620,1457.140,1430.770,2501.530
1589.970,1600.650,1465.480,1440.550,2501.530
1579.550,1593.800,1467.300,1428.930,2501.530
1561.950,1580.370,1461.880,1386.490,2501.530
1535.720,1560.290,1420.590,1346.140,2501.530
1485.840,1517.550,1385.510,1307.050,2501.530
1438.210,1459.730,1334.460,1263.970,2501.530
1385.230,1408.670,1228.670,1196.800,2501.530
1326.570,1352.300,1181.520,1126.340,2501.530
1227.050,1247.130,1083.750,1045.280,2501.530
1140.150,1151.910,995.760,960.250,2501.530
1061.240,1067.870,893.720,880.430,2501.530
983.290,988.810,822.590,782.590,2501.530
874.440,886.060,720.620,695.150,2501.530
770.890,781.570,661.230,611.560,2501.530
677.000,677.760,529.110,521.710,2501.530
559.750,555.610,460.280,437.470,2501.530
415.430,411.410,359.410,354.320,2501.530
307.390,303.400,270.820,276.150,2501.530
195.800,194.690,176.750,204.300,2501.530
119.690,117.660,113.660,145.390,2501.530
60.120,61.590,71.410,91.730,2501.530
18.230,19.840,33.620,43.090,2501.530
0.010,0.010,0.020,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
16.400,17.050,17.940,0.950,2501.530
44.510,47.140,36.380,7.700,2501.530
79.340,83.600,76.500,25.970,2501.530
120.450,126.470,100.330,52.520,2501.530
187.440,200.390,130.480,83.110,2501.530
254.850,285.800,213.660,113.940,2501.530
318.490,379.730,314.910,150.900,2501.530
376.310,469.150,320.130,195.250,2501.530
417.770,505.680,366.210,222.190,2501.530
458.860,541.990,273.960,247.570,2501.530
503.720,586.560,332.470,271.890,2501.530
552.800,630.340,389.160,290.780,2501.530
576.590,635.070,407.790,329.530,2501.530
600.450,636.260,335.320,398.580,2501.530
623.850,637.220,353.360,463.330,2501.530
647.000,640.460,372.970,497.330,2501.530
612.440,603.420,476.190,524.590,2501.530
580.440,567.810,446.420,501.570,2501.530
551.900,534.840,419.120,484.030,2501.530
526.130,505.810,395.520,484.110,2501.530
474.120,466.900,445.340,528.350,2501.530
422.550,429.570,408.600,618.060,2501.530
379.820,394.860,374.470,733.120,2501.530
340.920,364.610,344.820,699.610,2501.530
321.440,348.940,658.360,636.600,2501.530
303.560,334.060,627.860,607.590,2501.530
290.920,324.420,601.940,587.120,2501.530
280.940,317.510,563.550,584.250,2501.530
263.600,297.020,531.810,615.680,2501.530
246.830,278.670,502.610,611.210,2501.530
233.030,265.880,478.410,571.820,2501.530
221.090,254.950,548.690,526.710,2501.530
206.470,233.630,512.670,453.860,2501.530
192.070,209.360,441.800,369.960,2501.530
177.730,187.950,347.030,300.440,2501.530
163.090,170.550,262.170,240.400,2501.530
134.230,140.210,203.070,161.440,2501.530
110.500,114.940,151.670,95.180,2501.530
89.050,91.170,104.270,60.440,2501.530
65.650,67.950,63.250,40.190,2501.530
35.810,38.160,43.720,19.810,2501.530
13.660,14.890,19.320,6.510,2501.530
0.290,0.260,0.000,0.470,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.010,0.010,0.010,0.000,2501.530
19.920,21.090,21.670,6.210,2501.530
48.550,52.240,45.040,26.590,2501.530
92.310,99.720,87.630,64.510,2501.530
150.520,168.930,133.820,122.710,2501.530
222.820,261.840,215.250,188.100,2501.530
288.560,342.740,298.420,265.120,2501.530
361.970,437.350,359.220,355.510,2501.530
437.700,539.510,465.260,444.630,2501.530
489.130,599.080,528.520,545.360,2501.530
538.740,656.360,604.960,643.750,2501.530
589.960,712.450,663.620,741.210,2501.530
643.120,772.220,725.810,832.940,2501.530
692.020,827.650,872.080,901.600,2501.530
740.550,884.040,926.270,965.850,2501.530
789.890,939.520,979.650,1029.550,2501.530
842.740,992.820,1030.970,1085.830,2501.530
880.470,1043.530,1124.670,1140.680,2501.530
915.470,1095.790,1172.900,1184.640,2501.530
946.060,1145.590,1218.870,1173.660,2501.530
976.710,1197.000,1266.630,1185.290,2501.530
970.580,1172.270,1193.070,1135.170,2501.530
965.320,1145.380,1165.150,1119.470,2501.530
959.450,1124.100,1142.880,1061.440,2501.530
952.640,1101.580,1043.140,1021.010,2501.530
931.950,1059.740,1004.200,1020.870,2501.530
909.140,1017.510,964.740,984.870,2501.530
883.650,978.070,927.910,903.610,2501.530
857.210,938.120,879.500,901.950,2501.530
806.690,872.620,816.920,845.830,2501.530
761.270,804.020,751.080,799.250,2501.530
716.900,739.750,689.440,772.600,2501.530
670.500,678.960,718.080,674.000,2501.530
605.960,616.510,653.680,614.820,2501.530
543.640,557.460,588.350,537.500,2501.530
486.320,507.380,528.340,483.170,2501.530
426.840,451.290,442.110,407.200,2501.530
320.650,350.890,345.070,325.820,2501.530
231.150,264.320,261.550,244.070,2501.530
160.570,179.770,179.760,167.300,2501.530
105.360,116.510,111.750,111.760,2501.530
67.380,73.790,73.820,63.780,2501.530
30.810,32.890,32.910,25.130,2501.530
2.140,2.160,0.000,3.250,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.360,0.420,0.420,0.190,2501.530
25.540,26.990,24.830,20.500,2501.530
59.440,63.380,52.430,57.710,2501.530
96.520,102.590,91.410,107.680,2501.530
136.030,145.510,138.630,161.490,2501.530
177.770,195.310,209.470,204.630,2501.530
214.880,242.010,255.460,240.470,2501.530
252.210,291.310,289.230,268.530,2501.530
281.780,330.640,328.680,292.100,2501.530
292.440,342.980,341.120,302.360,2501.530
302.520,353.730,321.970,306.770,2501.530
311.580,363.190,333.010,303.710,2501.530
319.560,371.780,343.110,299.960,2501.530
311.280,369.190,302.890,287.630,2501.530
303.160,366.090,303.080,287.180,2501.530
294.130,362.220,302.350,290.170,2501.530
284.490,357.270,300.380,285.430,2501.530
274.880,337.290,272.270,271.510,2501.530
266.920,317.990,256.200,265.410,2501.530
259.930,297.730,239.010,257.700,2501.530
252.740,277.980,238.560,240.030,2501.530
253.680,260.600,223.140,218.170,2501.530
255.030,243.040,207.450,206.550,2501.530
258.030,225.850,192.040,190.490,2501.530
263.330,209.920,178.150,178.130,2501.530
261.820,199.420,169.230,172.410,2501.530
260.720,188.760,160.070,178.920,2501.530
261.600,178.350,151.080,203.380,2501.530
263.980,168.370,191.370,213.610,2501.530
261.400,166.240,188.100,242.390,2501.530
259.840,163.710,184.480,258.400,2501.530
261.920,161.230,180.960,264.780,2501.530
265.370,158.350,258.600,266.040,2501.530
241.280,146.440,241.700,279.570,2501.530
219.050,135.940,215.110,274.820,2501.530
198.860,127.700,181.410,246.380,2501.530
179.990,121.880,225.520,225.130,2501.530
139.890,102.650,173.000,191.190,2501.530
107.480,85.910,126.010,158.240,2501.530
80.750,69.630,82.300,127.040,2501.530
57.520,53.380,88.300,90.370,2501.530
38.980,35.890,46.920,61.440,2501.530
20.410,18.650,18.650,31.610,2501.530
2.790,3.050,3.050,4.310,2501.530
0.000,0.000,0.490,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
1.000,1.510,1.420,0.390,2501.530
19.900,26.930,23.870,17.870,2501.530
43.080,57.550,44.810,60.000,2501.530
68.260,89.610,73.250,114.620,2501.530
92.340,121.210,145.070,170.300,2501.530
112.910,159.800,182.470,234.230,2501.530
131.650,203.980,252.190,297.750,2501.530
148.920,260.820,306.640,372.850,2501.530
161.250,310.520,417.400,426.280,2501.530
172.150,327.450,429.010,455.410,2501.530
182.710,342.610,439.130,483.920,2501.530
192.260,356.710,474.660,501.310,2501.530
200.330,370.100,482.190,497.360,2501.530
208.820,375.020,481.530,462.930,2501.530
215.970,379.560,468.370,450.700,2501.530
221.620,383.270,467.660,443.200,2501.530
225.690,385.820,466.020,427.440,2501.530
228.320,368.490,444.690,439.110,2501.530
229.810,348.280,415.240,447.370,2501.530
230.320,328.420,392.040,436.000,2501.530
230.010,308.420,368.880,411.250,2501.530
224.440,289.310,346.760,368.240,2501.530
218.510,269.560,344.850,343.020,2501.530
212.040,249.310,320.860,309.990,2501.530
204.770,229.080,297.070,287.900,2501.530
197.080,209.100,273.700,287.960,2501.530
188.840,189.990,264.800,275.670,2501.530
180.360,171.300,242.380,264.930,2501.530
171.510,152.980,220.520,250.810,2501.530
168.450,142.930,207.120,233.720,2501.530
165.450,132.820,221.470,209.300,2501.530
163.080,122.440,206.680,186.120,2501.530
161.220,111.820,191.840,166.270,2501.530
146.270,100.060,152.400,142.560,2501.530
131.760,88.370,138.090,122.920,2501.530
118.680,76.900,112.320,107.880,2501.530
106.680,65.780,88.210,94.690,2501.530
89.260,54.400,74.350,76.640,2501.530
73.170,43.630,56.270,61.690,2501.530
57.990,33.530,39.530,48.030,2501.530
43.500,24.140,24.140,32.320,2501.530
29.770,16.530,16.530,18.460,2501.530
16.090,8.920,8.920,7.240,2501.530
2.590,1.440,1.440,2.020,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
3.220,3.530,3.610,0.110,2501.530
26.860,26.970,23.640,2.900,2501.530
53.180,50.320,30.100,18.210,2501.530
80.400,70.660,58.140,49.010,2501.530
107.740,88.250,75.770,94.220,2501.530
141.580,124.950,117.380,153.370,2501.530
179.660,170.500,200.770,225.090,2501.530
225.000,233.790,264.000,297.740,2501.530
276.240,304.370,331.600,360.930,2501.530
303.730,360.490,406.270,422.430,2501.530
333.840,421.760,450.430,497.910,2501.530
365.430,487.100,498.870,535.270,2501.530
397.060,558.050,582.090,565.160,2501.530
417.010,592.630,610.910,549.870,2501.530
439.490,625.010,637.870,528.410,2501.530
466.630,659.530,665.360,495.110,2501.530
495.460,693.900,692.620,475.920,2501.530
499.590,672.770,529.040,453.950,2501.530
507.770,653.360,523.160,421.960,2501.530
518.440,636.190,517.670,375.320,2501.530
529.320,617.460,510.250,347.290,2501.530
554.020,594.340,344.910,320.300,2501.530
581.340,572.840,341.550,299.090,2501.530
614.190,557.310,337.640,270.190,2501.530
644.910,541.240,332.590,255.730,2501.530
631.560,521.320,319.840,266.070,2501.530
619.180,500.760,239.350,262.570,2501.530
613.590,479.280,231.340,242.860,2501.530
606.620,461.170,225.960,240.020,2501.530
555.180,435.150,199.750,240.840,2501.530
501.100,408.380,222.690,234.600,2501.530
453.240,372.150,196.940,238.810,2501.530
411.920,339.230,173.860,239.900,2501.530
355.310,307.300,167.820,221.510,2501.530
305.140,274.620,193.180,192.830,2501.530
262.680,242.350,175.680,165.980,2501.530
226.290,213.330,166.660,139.180,2501.530
187.480,169.720,140.470,116.100,2501.530
150.490,133.780,120.000,83.610,2501.530
115.450,102.530,80.360,58.850,2501.530
84.470,73.840,65.200,35.950,2501.530
55.830,47.170,47.520,19.720,2501.530
29.370,24.290,25.750,8.040,2501.530
6.230,5.180,0.000,1.730,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
9.330,8.720,9.660,1.810,2501.530
44.000,49.860,44.710,24.450,2501.530
65.960,101.480,98.560,79.190,2501.530
120.240,152.350,138.240,155.500,2501.530
205.540,222.720,238.880,246.440,2501.530
329.280,330.630,344.640,355.220,2501.530
497.880,461.520,463.650,485.710,2501.530
668.800,605.980,614.700,629.020,2501.530
813.690,732.590,732.380,764.180,2501.530
938.860,817.580,847.710,891.990,2501.530
1076.890,906.590,928.310,1009.440,2501.530
1168.200,982.970,1062.130,1120.590,2501.530
1258.370,1061.310,1150.380,1208.130,2501.530
1369.620,1175.240,1244.800,1295.310,2501.530
1490.290,1290.650,1338.120,1379.050,2501.530
1561.100,1365.870,1466.110,1436.380,2501.530
1617.430,1429.470,1543.650,1488.750,2501.530
1677.220,1482.180,1585.200,1537.950,2501.530
1705.230,1527.720,1619.390,1569.130,2501.530
1741.140,1586.140,1595.170,1590.870,2501.530
1768.390,1632.760,1614.530,1609.190,2501.530
1748.460,1614.890,1595.570,1584.680,2501.530
1724.920,1593.480,1573.270,1564.330,2501.530
1694.590,1569.340,1540.720,1522.070,2501.530
1657.480,1538.010,1509.370,1464.080,2501.530
1613.050,1478.640,1450.990,1380.650,2501.530
1565.260,1394.320,1368.540,1323.390,2501.530
1492.940,1311.680,1246.340,1243.870,2501.530
1418.440,1229.880,1168.330,1169.830,2501.530
1298.020,1128.610,1071.340,1044.590,2501.530
1187.430,1043.710,990.130,953.490,2501.530
1094.990,963.090,883.560,836.130,2501.530
1012.310,880.240,805.750,765.890,2501.530
887.100,746.120,670.260,668.530,2501.530
746.360,623.280,569.450,546.490,2501.530
628.940,516.730,492.900,448.380,2501.530
524.840,416.800,387.760,368.470,2501.530
400.320,313.530,302.070,288.970,2501.530
273.990,226.360,229.850,220.640,2501.530
176.300,158.200,178.860,162.130,2501.530
105.410,105.320,113.980,112.260,2501.530
43.920,59.570,82.380,68.790,2501.530
9.170,25.980,47.890,31.170,2501.530
7.760,10.530,13.340,7.020,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
0.000,0.000,0.000,0.000,2501.530
