Total ,Coal ,Fuel ,Gas ,Nuclear ,Water ,Wind ,Other 
9271696,448400,0,1855797,5545000,388247,265949,768303
9109795,447000,0,1820675,5545000,319193,237860,740067
9071669,451200,0,1900224,5545000,191098,240883,743264
9046928,450600,0,1844471,5545400,134276,321249,750932
8884471,451200,0,1752918,5547000,57236,335185,740932
8862606,450600,0,1721444,5548000,57213,352669,732680
8840705,452800,0,1669777,5548000,57139,369929,743060
8893010,443800,0,1700722,5552000,57131,398666,740691
8808839,438600,0,1598640,5553000,57142,425697,735760
8775932,433400,0,1529624,5555000,57205,448616,752087
8720103,435200,0,1435416,5557600,57130,453638,781119
8765474,435800,0,1490944,5555600,56874,442646,783610
8858292,436000,0,1602300,5554000,56612,414268,795112
9245374,437600,0,1824921,5553200,182330,444626,802697
9434052,438200,0,1865728,5549600,287215,487022,806287
9770806,437400,0,1807317,5548200,692425,482932,802532
10104488,438400,0,1880848,5550200,975196,512056,747788
10138674,438600,0,1790212,5548200,1081637,524497,755528
9978830,437800,0,1772176,5551000,919469,529233,769152
10081755,437800,0,1867742,5551200,896349,551600,777064
10001354,438600,0,1885138,5547800,768106,588055,773655
9789895,437200,0,1855026,5549200,595176,595325,757968
9583115,436800,0,1700325,5549800,544195,611913,740082
9428553,437200,0,1684005,5544800,415044,610714,736790
9342772,438200,0,1833784,5545400,149995,618003,757390
9201094,439600,0,1757149,5545800,83119,618505,756921
8987337,437400,0,1569966,5546000,57046,619078,757847
8815082,438200,0,1407815,5536000,57170,614406,761491
8807613,436800,0,1367480,5533600,100873,615935,752925
8729866,436400,0,1218163,5534000,168101,624432,748770
8681096,439800,0,1268144,5535600,70921,619030,747601
8517759,438400,0,1083028,5534600,58247,617370,786114
8561028,437600,0,1146949,5534600,58701,617957,765221
8695200,435800,0,1291024,5534600,58755,620869,754152
8705142,435200,0,1308605,5534200,58755,617555,750827
8636339,434200,0,1218370,5533600,58770,630136,761263
8624248,436600,0,1202683,5534200,58689,626540,765536
8618633,437200,0,1205843,5535600,58311,631613,750066
8539820,437400,0,1141917,5536600,58186,629123,736594
8488180,426600,0,1126587,5537200,58163,626501,713129
8442051,325200,0,1187770,5536600,57911,626832,707738
8308254,272400,0,1107028,5536600,57669,633360,701197
8263618,264200,0,1062952,5536600,57199,631914,710753
8156443,234400,0,1003315,5532600,56415,632063,697650
8266472,157800,0,1174646,5536600,56279,626457,714690
8189721,145600,0,1109778,5534200,56281,619064,724798
8190413,144000,0,1119925,5533600,56493,618754,717641
8127165,142000,0,1055081,5536600,57093,623954,712437
8218617,142200,0,1132634,5533600,57745,635695,716743
8138363,143200,0,1059290,5537000,57616,637926,703331
8186790,144400,0,1106607,5537600,57440,633361,707382
8143998,147000,0,1057031,5536600,57418,630393,715556
8179835,145800,0,1106822,5536000,57045,634112,700056
8144090,144400,0,1073718,5532600,57027,632986,703359
8165501,145000,0,1079768,5535000,56884,634612,714237
8173831,144600,0,1102096,5533000,57188,629132,707815
8233645,144600,0,1158796,5535000,57299,621446,716504
8178219,144200,0,1098353,5532600,57254,621444,724368
8181963,142800,0,1099634,5534000,57169,628559,719801
8242000,172200,0,1134159,5535000,57150,626329,717162
8193900,193200,0,1062984,5532600,57065,622303,725748
8170933,192200,0,1037570,5533000,57186,621473,729504
8301895,191400,0,1164515,5532600,57158,623820,732402
8416315,216200,0,1254282,5533000,57087,619762,735984
8459013,269600,0,1267179,5530600,57049,607484,727101
8505435,285800,0,1322039,5537000,57286,595705,707605
8686256,294800,0,1498303,5536600,57068,586391,713094
8872599,378000,0,1605953,5535600,57250,586414,709382
9332194,419800,0,1694466,5538200,380295,591907,707526
9341724,437000,0,1741792,5544600,314756,593064,710512
9539877,432800,0,1792717,5545000,472235,586569,710556
9770326,437400,0,1819855,5545000,674019,594215,699837
10145850,436800,0,1847364,5545800,992111,607661,716114
10208244,439800,0,1845960,5544400,1023269,600763,754052
10175996,442600,0,1823623,5543800,975553,600309,790111
10088170,440200,0,1845514,5543200,859888,609523,789845
9550497,437400,0,1804463,5542800,380499,600615,784720
9486782,432600,0,1810663,5544600,329683,591708,777528
9581198,435000,0,1826803,5542200,413624,594271,769300
9512202,438600,0,1760163,5542600,396756,595148,778935
9546190,439000,0,1794102,5547200,400083,596677,769128
9468980,439600,0,1761402,5545600,384401,594573,743404
9328774,437600,0,1720937,5545200,306514,595233,723290
9318402,436000,0,1722072,5546600,291307,603670,718753
9307248,433000,0,1715135,5550600,316630,607166,684717
9308624,427600,0,1747110,5552600,301422,604665,675227
9370894,431400,0,1785987,5551000,324744,599489,678274
9234334,435200,0,1709370,5550600,305610,591961,641593
8951849,434600,0,1553496,5554000,176140,604396,629217
8802371,426600,0,1512946,5550600,61696,606123,644406
8876387,418600,0,1584228,5551000,58744,605157,658658
8908377,432600,0,1619786,5549600,58714,592920,654757
8917907,438600,0,1630045,5547600,58549,577472,665641
8895478,439400,0,1616294,5547000,58414,557823,676547
8869345,439400,0,1594390,5547000,58300,568237,662018
8893188,436400,0,1638107,5540600,70440,561611,646030
8915465,435400,0,1628840,5543600,80109,563714,663802
8945669,432600,0,1647863,5537600,58726,563958,704922
8921596,436000,0,1601861,5535600,58868,566697,722570
8875354,434400,0,1577719,5532600,58728,548140,723767
8835964,436600,0,1560962,5543000,58746,533978,702678
8958010,439000,0,1664426,5546600,58560,526544,722880
9022008,438200,0,1708228,5549600,58586,540880,726514
8970066,436200,0,1673953,5547600,58542,522234,731537
8954729,436400,0,1661114,5549600,58054,529199,720362
8943335,439000,0,1668463,5549600,58365,531167,696740
8995722,436800,0,1753160,5547600,58434,504545,695183
9026324,439600,0,1800781,5549200,58571,481135,697037
9098580,439400,0,1750529,5548200,228264,469704,662483
9439825,440200,0,1787850,5546200,544725,468369,652481
9741673,439000,0,1769527,5544400,799473,527138,662135
9721554,437200,0,1763298,5546800,790799,514496,668961
9964408,437400,0,1798641,5541800,1021075,497902,667590
9975594,436000,0,1780184,5542400,1061155,477047,678808
9919625,435600,0,1766818,5543400,972473,498497,702837
9808388,434600,0,1745555,5542400,839033,526631,720169
9656424,433400,0,1761826,5541400,714261,490432,715105
9535738,432200,0,1700843,5540400,653350,487158,721787
9419120,436000,0,1600126,5542400,589346,517309,733939
9265724,434600,0,1632358,5543400,461087,484187,710092
9106281,437000,0,1658528,5533400,336395,444744,696214
9031774,434400,0,1646977,5532400,291468,427028,699501
8893583,433600,0,1648624,5531000,159298,410877,710184
8776664,436000,0,1602148,5531600,122652,373058,711206
8638914,436000,0,1531270,5533000,77096,352093,709455
8610378,433400,0,1464345,5535600,57051,381185,738797
8411344,431000,0,1238730,5533000,56873,413517,738224
8313424,437200,0,1154925,5534000,56598,402022,728679
8300919,423400,0,1247800,5534600,56550,376893,661676
8327560,418400,0,1308332,5533600,56252,339575,671401
8405285,413600,0,1286572,5533600,127101,356017,688395
8380125,426000,0,1214462,5534600,131977,395815,677271
8521300,437000,0,1329364,5532600,127573,415937,678826
8717174,440400,0,1337199,5534600,304332,428522,672121
8479685,440600,0,1258062,5533600,181794,397246,668383
8386938,425000,0,1230654,5534000,153722,370097,673465
8232461,312800,0,1283187,5536600,63083,385257,651534
8144991,259200,0,1226779,5536000,108074,365145,649793
8064314,247000,0,1209160,5534600,57331,360896,655327
7947612,233200,0,1111734,5535000,57164,349352,661162
8016829,163800,0,1258330,5535600,57507,337037,664555
8000624,149600,0,1256575,5536000,57400,327463,673586
7943283,136400,0,1184187,5535600,57709,349801,679586
7859095,125200,0,1088629,5536000,58133,378213,672920
7879377,72000,0,1171506,5535600,57911,376157,666203
7824614,68000,0,1105555,5536000,57827,382276,674956
7895911,62400,0,1160169,5538600,57982,405116,671644
7940343,49600,0,1212910,5537000,57558,401936,681339
7881937,2000,0,1233811,5538600,57235,363398,686893
7787157,0,0,1198997,5540400,57145,336650,653965
7858965,0,0,1266598,5542000,57050,317266,676051
7754582,0,0,1166748,5543000,56882,309715,678237
7812198,0,0,1208494,5542400,56827,312564,691913
7786380,0,0,1177418,5542400,56654,330292,679616
7795720,0,0,1165424,5542000,56394,352470,679432
7767578,0,0,1173978,5543400,56225,331686,662289
7760904,0,0,1178622,5542400,55882,309522,674478
7785798,0,0,1201584,5542400,55767,306047,680000
7691688,0,0,1124819,5542000,55630,295489,673750
7691316,0,0,1142657,5545400,55274,267209,680776
7802510,0,0,1273760,5541000,55335,246112,686303
7739599,0,0,1194185,5542400,55556,284544,662914
7852550,0,0,1327692,5542000,55602,288169,639087
7863033,0,0,1308802,5542000,136180,262343,613708
7925241,0,0,1231863,5542000,240920,319265,591193
7950612,0,0,1193974,5542000,256220,362069,596349
8065470,0,0,1309487,5542000,269915,332361,611707
8050428,0,0,1315229,5541000,274756,306059,613384
7992976,0,0,1253309,5541400,286292,276135,635840
8163715,0,0,1311068,5541000,382579,275675,653393
8232841,0,0,1342549,5542600,436179,290832,620681
8353358,0,0,1367739,5542000,537728,310025,595866
8185394,0,0,1244886,5541000,471912,311516,616080
8060435,0,0,1207708,5541000,376296,320426,615005
8111541,0,0,1238669,5542000,367762,350434,612676
8064377,0,0,1219883,5540600,359385,326374,618135
8158232,0,0,1323803,5541000,367135,326033,600261
8128590,0,0,1304170,5540000,348227,336048,600145
8135911,0,0,1308220,5537000,342077,341613,607001
8105625,0,0,1298072,5539600,311246,347933,608774
8179039,0,0,1380793,5539000,301448,315190,642608
8168540,0,0,1389354,5540000,278153,288843,672190
8187411,0,0,1412256,5536600,296650,263794,678111
8198315,0,0,1425368,5539000,323282,234348,676317
8271788,0,0,1437025,5541000,401657,208014,684092
8444304,0,0,1426706,5538000,573549,205015,701034
8453631,0,0,1368967,5539000,601137,209658,734869
8391687,0,0,1357489,5539600,529813,227643,737142
8264169,0,0,1393135,5539000,332497,268738,730799
8163106,0,0,1389639,5536400,216569,289928,730570
8143101,0,0,1432693,5530600,186121,270472,723215
8230840,0,0,1385389,5528000,321032,266731,729688
8104704,0,0,1327541,5534000,263928,245231,734004
7914895,0,0,1286017,5533400,178592,207327,709559
7935477,0,0,1379001,5531000,100281,199628,725567
7895573,0,0,1370028,5532000,57926,198366,737253
7663883,0,0,1142866,5530600,57363,185977,747077
7585853,0,0,1059846,5529000,57275,190895,748837
7762641,0,0,1291055,5531000,57619,189338,693629
7792954,0,0,1315004,5530400,57384,193611,696555
7701037,0,0,1238919,5534000,57169,166797,704152
7658982,0,0,1192253,5532400,57236,163829,713264
7756514,0,0,1259235,5533400,57150,170964,735765
7728751,0,0,1215836,5531000,57103,182335,742477
7593695,0,0,1078955,5532400,56562,183332,742446
7821594,0,0,1231613,5534000,96956,213648,745377
8190021,0,0,1403714,5532400,284249,251191,718467
8551068,0,0,1452436,5531000,619925,268123,679584
8631527,0,0,1425417,5532400,639158,291241,743311
8656478,0,0,1361962,5531000,706009,309328,748179
8554791,0,0,1370181,5533400,603841,298960,748409
8566139,0,0,1383924,5532000,625220,277715,747280
8431960,0,0,1381062,5533400,520070,248529,748899
8221012,0,0,1336991,5533000,357508,244552,748961
8212183,0,0,1317705,5533000,355142,254945,751391
8042525,0,0,1272139,5531000,225929,288975,724482
7952926,0,0,1318623,5533000,68676,349744,682883
7851569,0,0,1206515,5533400,55071,370587,685996
7825718,0,0,1223829,5532000,55101,326743,688045
7777182,0,0,1213562,5535000,55455,282024,691141
7915430,0,0,1357702,5534600,55617,266822,700689
7902481,0,0,1355970,5536000,55988,238132,716391
7762940,0,0,1223914,5535000,56405,219446,728175
7732979,0,0,1228869,5535600,56662,196796,715052
7712182,0,0,1262501,5536000,57222,175805,680654
7745224,0,0,1280337,5534600,57037,188340,684910
7754238,0,0,1278319,5536000,57232,205327,677360
7713091,0,0,1230111,5534600,57011,217901,673468
7765596,0,0,1284224,5534600,57483,229128,660161
7737860,0,0,1252496,5535000,57347,220845,672172
7613218,0,0,1144501,5534600,57472,205501,671144
7652585,0,0,1193165,5535000,57526,214160,652734
7871780,0,0,1287553,5533600,177080,213119,660428
7843673,0,0,1203483,5539000,221114,219587,660489
7673953,0,0,1105900,5536000,132798,239357,659898
7523648,0,0,1012969,5536000,57068,254527,663084
7683934,0,0,1136339,5538000,57449,273037,679109
7705391,0,0,1148070,5535600,57111,291240,673370
7621316,0,0,1073271,5535000,56980,290119,665946
7610163,0,0,1068375,5535000,57117,292344,657327
7633984,0,0,1100740,5536000,57232,299141,640871
7645331,0,0,1083889,5536000,56870,318908,649664
7608021,0,0,1029700,5534000,56771,314411,673139
7597042,0,0,1007910,5534000,56568,294203,704361
7708665,0,0,1136958,5536000,56802,290203,688702
7644557,0,0,1115952,5535000,56754,297285,639566
7599173,0,0,1137223,5537000,57191,281958,585801
7601316,0,0,1128262,5538400,56647,272091,605916
7589662,0,0,1120450,5538000,56751,246778,627683
7540250,0,0,1068772,5536400,56905,236815,641358
7520779,0,0,1069338,5537400,56762,226564,630715
7495697,0,0,1044618,5537400,56854,229215,627610
7494921,0,0,1050302,5535000,56661,231721,621237
7473590,0,0,1071943,5538400,56656,203378,603213
7501245,0,0,1089671,5536400,56448,187270,631456
7499398,0,0,1090816,5538400,56307,170896,642979
7535410,0,0,1100399,5538400,56472,166631,673508
7511048,0,0,1065525,5536000,56575,173446,679502
7454127,0,0,994153,5535400,56630,178613,689331
7475924,0,0,998466,5536000,56695,190862,693901
7472346,0,0,999869,5536400,56709,186222,693146
7511224,0,0,1034542,5533000,56762,186658,700262
7537096,0,0,1042631,5535000,56514,243097,659854
7603125,0,0,1101765,5534400,56579,328973,581408
7525681,0,0,1024044,5535000,56642,338818,571177
7579200,0,0,1055745,5536400,78969,323042,585044
7703557,0,0,1080803,5541400,161989,310729,608636
7684211,0,0,1108149,5539000,181379,269240,586443
7560381,0,0,1117715,5545000,133016,172181,592469
7640154,0,0,1197084,5543000,187731,124789,587550
7838259,0,0,1328682,5541000,267004,104235,597338
7914818,0,0,1277875,5540000,421844,87174,587925
7608880,0,0,1084843,5539000,329840,68418,586779
7666167,0,0,1145015,5537600,329692,60676,593184
7708734,0,0,1204112,5536000,354514,55847,558261
7782894,0,0,1275071,5536600,378659,46378,546186
7656249,0,0,1213286,5537000,323160,38077,544726
7636341,0,0,1176025,5537000,348118,27591,547607
7683634,0,0,1169531,5536600,394255,35252,547996
7783800,3000,0,1268868,5537000,387950,41507,545475
7778950,7600,0,1268425,5535600,366942,50938,549445
7799806,8600,0,1264745,5535600,389572,54642,546647
7783558,8800,0,1245698,5538000,393143,54009,543908
7688723,11600,0,1193669,5536000,336173,68948,542333
7529988,25400,0,1069386,5533600,284009,78093,539500
7356465,31000,0,1019738,5535000,147614,68672,554441
7350976,31000,0,1013316,5537000,160723,64323,544614
7297447,47000,0,1012386,5534600,85061,76252,542148
7365051,56400,0,1104677,5535000,57061,70846,541067
7347734,74400,0,1068053,5533000,56690,76718,538873
7442447,82800,0,1144388,5534000,56692,87181,537386
7582285,94800,0,1257880,5534600,56663,70379,567963
7437983,93400,0,1099648,5535000,55778,66524,587633
7404835,94400,0,1057723,5534000,55641,72013,591058
7415471,91600,0,1109621,5532000,55632,71411,555207
7421874,91400,0,1097841,5536000,55666,80997,559970
7444433,99000,0,1077987,5538000,55718,94688,579040
7467087,135800,0,1060949,5539000,55894,82816,592628
7524949,150600,0,1101494,5537400,55906,71518,608031
7615209,160600,0,1186156,5538000,55776,68242,606435
7716334,181200,0,1245530,5538400,55822,79431,615951
7791096,189400,0,1312013,5538400,56145,81307,613831
8000926,189400,0,1445654,5534000,118256,103823,609793
8218676,206000,0,1459915,5536400,297178,118951,600232
8421603,220800,0,1412339,5537000,501391,144662,605411
8477781,217200,0,1476190,5537400,494359,173600,579032
8373077,216400,0,1431870,5535000,448724,173786,567297
8461058,219400,0,1403344,5536000,553151,164511,584652
8615589,219200,0,1458682,5537000,643825,153134,603748
8608752,223800,0,1471150,5537400,626068,105433,644901
8477455,225000,0,1436372,5537000,543915,88555,646613
8561279,221600,0,1429608,5537000,651832,74002,647237
8662450,221600,0,1418256,5536000,792399,54360,639835
8621960,220400,0,1451397,5536000,718696,40990,654477
8446194,221600,0,1411388,5538000,595619,29157,650430
8308792,220800,0,1380365,5536000,488277,27862,655488
7999776,220800,0,1218956,5536000,344215,32952,646853
7965221,220600,0,1305028,5539000,244914,24518,631161
7816367,220400,0,1191556,5536000,247241,11943,609227
7761135,218800,0,1150141,5537000,239153,4105,611936
7783068,221200,0,1164609,5536600,270872,4837,584950
7917474,219000,0,1270566,5537000,284753,3972,602183
7828313,218200,0,1191299,5537000,276352,5190,600272
7783711,217400,0,1219275,5539600,206533,6251,594652
7898545,217400,0,1288239,5538000,234037,10225,610644
7843717,218200,0,1276384,5537600,192257,6538,612738
7687162,219600,0,1160965,5539000,160888,4659,602050
7467182,206200,0,1060992,5536600,55509,3623,604258
7435758,171800,0,1063723,5537000,55949,4612,602674
7459051,156400,0,1089440,5538600,55806,9303,609502
7508213,151600,0,1112829,5540000,55697,11042,637045
7426587,152400,0,1025436,5537000,55913,17636,638202
7501292,108400,0,1113196,5540000,56305,35112,648279
7482389,99600,0,1108744,5539000,56018,40936,638091
7454514,95400,0,1076755,5539000,55957,48917,638485
7460486,91800,0,1090700,5541000,56182,55355,625449
7464239,91400,0,1085046,5541000,56011,45940,644842
7465325,90600,0,1079276,5539000,55870,40972,659607
7479430,90400,0,1098643,5542000,55698,45357,647332
7416046,97800,0,1038042,5540000,55608,48047,636549
7396869,100800,0,1014021,5539000,55576,55851,631621
7390031,102600,0,1019887,5539600,55341,56066,616537
7430691,123400,0,1016121,5540000,55254,61096,634820
7451001,149400,0,998440,5539000,55330,67299,641532
7466621,161600,0,1007421,5540000,54707,70861,632032
7482725,168800,0,1011233,5538400,54326,73315,636651
7565676,166200,0,1113186,5541000,54250,76866,614174
7550698,175200,0,1091626,5542000,54389,77831,609652
7596164,212000,0,1082782,5539400,54439,80054,627489
7628080,219200,0,1106009,5542400,54651,75533,630287
7708251,240800,0,1166835,5543000,54775,71156,631685
7681120,252000,0,1123846,5540400,54721,72294,637859
7699619,283000,0,1078519,5543000,54716,74877,665507
7917764,310000,0,1233379,5541400,87231,82273,663481
8237194,320400,0,1369551,5539000,255815,80929,671499
8433674,326800,0,1494965,5538000,323781,74930,675198
8461815,356200,0,1482996,5541000,341653,69771,670195
8597060,381600,0,1529396,5538000,415697,69408,662959
8766399,387800,0,1601954,5537000,463718,64421,711506
8840237,405000,0,1627294,5538600,476360,61351,731632
9476260,432200,0,1670482,5537400,1041436,56524,738218
9566805,438400,0,1685669,5538000,1109293,50533,744910
9559003,436600,0,1686002,5539400,1096724,46296,753981
9551283,450000,0,1715286,5539000,1053327,45395,748275
9182170,452200,0,1775551,5536000,638256,49155,731008
9264774,454200,0,1843144,5536000,632431,48803,750196
9292154,454200,0,1910114,5536000,583182,48695,759963
9366703,456800,0,2017820,5536000,545428,51638,759017
9215655,457000,0,2012743,5532000,398673,54893,760346
9197637,455400,0,2018765,5531000,373209,56355,762908
9266277,453400,0,2035119,5534000,428005,55118,760635
9392094,454600,0,1988163,5538000,613244,50881,747206
9338435,454400,0,1952048,5535000,609254,45075,742658
9294318,452800,0,1931384,5536000,582058,43048,749028
9349929,454400,0,1940911,5531600,628820,41825,752373
9345089,450400,0,1936946,5538000,614130,43310,762303
9135102,449800,0,1959492,5539000,372086,50524,764200
9044801,452200,0,1931261,5537000,291274,66264,766802
9045450,456000,0,1918532,5538000,290150,79396,763372
9073431,455800,0,1944935,5538600,278467,94056,761573
8912487,454400,0,1901541,5539000,150852,100271,766423
8827046,453600,0,1870151,5539000,88082,108383,767830
8818713,449000,0,1898810,5539000,57277,116992,757634
8764094,447200,0,1881194,5538000,57601,118964,721135
8803342,449000,0,1917154,5539000,77696,113345,707147
8855796,450000,0,1844838,5539000,194814,122046,705098
8839841,449400,0,1806164,5542000,205028,134771,702478
8814292,451400,0,1796960,5540000,192058,141540,692334
8872755,451000,0,1843731,5540000,203090,139768,695166
8813545,449600,0,1864537,5542400,80413,137733,738862
8820743,450200,0,1852589,5542000,55292,156138,764524
8798697,451000,0,1835609,5541000,55518,159454,756116
8763411,453800,0,1821093,5540400,55282,151512,741324
8775629,452600,0,1860153,5542000,55327,157200,708349
8825142,454800,0,1909021,5540400,55454,162420,703047
8884876,457200,0,1902405,5540400,76066,196200,712605
8856959,455600,0,1737862,5541400,199819,202521,719757
9012120,455800,0,1821117,5540000,278416,189540,727247
9177173,452800,0,1894314,5538400,404586,165689,721384
9222143,452200,0,1896909,5538400,462947,146757,724930
9426492,455600,0,1931772,5539000,602521,140633,756966
9461781,451600,0,1878939,5538400,697263,130092,765487
9395680,450000,0,1853375,5538400,656252,126415,771238
9245067,449000,0,1764810,5538000,590329,130129,772799
8877933,448200,0,1770633,5541400,223347,136085,758268
8792854,445600,0,1836846,5542200,89392,127291,751525
8673727,441000,0,1760035,5541400,58322,115890,757080
8579947,432800,0,1704370,5550800,54599,108105,729273
8755799,433200,0,1803904,5562800,141086,103660,711149
8888742,435200,0,1888761,5578800,193515,96469,695997
8777482,438800,0,1814674,5589800,136597,93268,704343
8603446,438400,0,1707111,5603400,54739,89497,710299
8551172,435400,0,1635287,5609200,55145,92584,723556
8436414,436800,0,1494004,5612800,54480,96660,741670
8258337,437000,0,1324316,5618600,54395,102566,721460
8160232,434600,0,1229419,5623400,54116,91304,727393
8300278,431200,0,1407637,5623800,54295,75084,708262
8409779,432200,0,1450232,5626200,116325,70733,714089
8461668,435000,0,1418670,5624200,185544,68454,729800
8376188,436000,0,1374601,5625800,123789,69186,746812
8555441,435400,0,1424998,5627200,236088,67970,763785
8477729,434400,0,1380318,5626200,201394,69252,766165
8306410,435200,0,1326836,5624200,91647,73719,754808
8164627,433600,0,1246309,5625800,80609,80586,697723
8087959,434600,0,1194817,5626200,54807,80739,696796
7989069,435800,0,1088861,5626000,54716,72125,711567
7989957,407600,0,1124364,5631200,54693,61611,710489
8079134,396800,0,1220001,5628400,54819,63469,715645
8038656,386800,0,1177098,5633400,55178,64968,721212
7928856,349600,0,1115220,5637400,55159,65895,705582
7846021,345200,0,1038565,5638800,54943,65275,703238
7837858,334600,0,1028925,5638200,54697,64466,716970
7951495,264400,0,1216953,5637800,54712,60909,716721
7915982,251800,0,1192077,5635400,54557,56301,725847
7892281,248200,0,1175743,5634400,54408,45700,733830
7907995,226800,0,1226664,5634400,54203,42870,723058
7934444,174800,0,1318162,5636400,54279,43459,707344
7806243,168800,0,1192524,5633200,54041,39113,718565
7760810,162200,0,1144963,5633000,53757,32363,734527
7754971,174000,0,1137388,5629400,52613,28820,732750
7809584,219800,0,1141685,5636200,51365,26489,734045
7922638,251800,0,1241360,5636400,51387,22689,719002
7932642,260200,0,1247825,5638800,51747,17486,716584
8029608,267600,0,1337178,5641000,51474,10053,722303
8149872,329400,0,1412256,5643000,50886,8015,706315
8190887,347400,0,1417348,5646000,50560,13949,715630
8273508,354400,0,1475497,5649600,51419,18314,724278
8290416,399400,0,1448013,5655000,51875,18249,717879
8383791,428400,0,1500315,5658800,51833,17500,726943
8511492,439800,0,1625646,5660200,52268,15214,718364
8655470,433000,0,1778748,5663200,52480,18426,709616
8768656,436200,0,1886283,5665800,52883,18068,709422
8765960,434800,0,1881754,5669200,52954,20054,707198
8975318,434200,0,2091690,5667400,53013,18572,710443
9144743,440400,0,2266504,5673600,52947,11777,699515
9550419,437400,0,2461929,5676600,242894,7828,723768
9814847,437800,0,2399142,5680800,544407,6703,745995
9635095,438200,0,2413139,5676400,366512,7039,733805
9650869,439200,0,2461478,5686800,346963,8421,708007
9637005,437400,0,2458487,5694400,315332,7314,724072
10029546,436400,0,2624803,5701600,529748,9840,727155
10086531,435600,0,2634408,5705000,551189,8974,751360
10088279,439000,0,2634930,5707000,543353,8028,755968
10088662,438800,0,2634005,5710400,549407,6643,749407
10061164,436400,0,2552781,5715400,593719,5633,757231
10008187,435600,0,2510534,5719000,577983,5607,759463
10148046,437000,0,2620863,5719600,607195,5064,758324
10137002,438800,0,2603421,5724200,636525,4039,730017
10013252,438400,0,2634651,5729200,484136,4476,722389
10036902,437600,0,2635523,5728000,502055,5597,728127
10152804,439800,0,2576406,5733800,672931,4996,724871
10149222,438400,0,2540010,5734000,706800,9865,720147
9788996,437400,0,2504377,5738000,335256,19211,754752
9743284,437800,0,2583175,5751000,176641,27094,767574
9730170,436000,7700,2550208,5757200,171986,36444,770632
9729342,435800,10800,2568151,5763400,164792,32757,753642
9618695,436000,0,2492079,5765200,140706,24295,760415
9567697,437400,0,2480951,5769000,81566,22527,776253
9531133,436400,0,2470930,5771000,55693,26274,770836
9508218,434000,0,2441059,5773000,59224,31804,769131
9532855,435400,0,2488185,5776200,60239,29106,743725
9532784,435400,0,2485594,5773600,54946,31682,751562
9513757,436400,0,2494629,5775600,55100,39464,712564
9482100,435800,0,2455469,5772200,55239,44871,718521
9493629,434600,0,2471563,5770600,64311,36935,715620
9505791,434400,0,2475900,5769400,83084,29257,713750
9522212,435000,0,2451876,5785200,90005,26845,733286
9514881,437800,0,2435323,5786600,90074,32259,732825
9517349,434200,0,2432675,5793800,89742,41205,725727
9522745,433200,0,2416497,5799200,90018,50998,732832
9565189,433200,0,2421102,5806400,90067,75568,738852
9581978,432400,0,2434060,5810200,89985,89790,725543
9421259,435400,0,2299499,5818200,65952,88361,713847
9554256,434400,0,2347261,5819400,121789,100320,731086
9932231,434000,0,2510727,5827200,297584,111994,750726
10104502,434600,0,2575533,5827800,379097,133623,753849
10617535,433800,0,2561549,5833400,830156,195163,763467
10653978,433600,0,2450974,5833600,943597,228240,763967
10560929,435800,0,2382156,5839200,936130,215443,752200
10511428,437600,0,2375008,5843600,912017,224841,718362
10299595,437200,0,2469885,5848800,581939,243073,718698
10169739,436600,0,2462242,5848600,493826,216614,711857
10073668,437000,0,2436048,5855200,452137,191864,701419
9910935,439000,0,2371378,5858200,361078,181592,699687
9603523,439600,0,2335431,5863200,74219,158439,732634
9489651,439600,0,2230223,5861600,54350,139474,764404
9287611,435200,0,2038855,5867800,54038,125932,765786
9204993,433400,0,1948447,5869000,53960,135166,765020
9291683,436600,0,2053315,5869800,54184,151057,726727
9289123,437200,0,2024385,5871000,53861,186287,716390
9118668,437200,0,1846419,5871000,53538,194959,715552
8925319,435400,0,1649188,5878600,53504,219944,688683
8926045,434800,0,1647618,5885800,53712,227525,676590
9026341,433200,0,1700378,5889800,82275,242121,678567
9137972,434600,0,1682228,5894200,182287,253279,691378
9066573,435200,0,1646590,5899800,138982,238578,707423
8934097,437800,0,1522031,5904800,144218,220849,704399
8853937,437400,0,1477483,5902400,84230,239622,712802
8850656,437000,0,1484812,5903800,54864,262874,707306
8757918,435000,0,1372397,5908200,49001,291282,702038
8668049,391400,0,1294583,5912800,61355,300654,707257
8689040,369400,0,1254990,5912400,120643,323711,707896
8513943,370000,0,1150481,5913000,57199,327070,696193
8586103,371200,0,1230635,5912600,50648,327021,693999
8601597,419800,0,1176025,5913000,50516,339472,702784
8651802,438400,0,1196519,5911600,50992,348625,705666
8531761,429400,0,1088002,5912000,51465,333840,717054
8464083,363200,0,1079199,5910600,51441,340680,718963
8584852,321000,0,1230121,5909800,51548,353523,718860
8602794,368200,0,1236968,5909400,51630,331294,705302
8545899,379800,0,1203532,5909600,52124,309596,691247
8556072,361000,0,1220664,5906000,52535,326347,689526
8569323,320000,0,1247701,5905600,53311,353634,689077
8570705,302400,0,1281891,5904800,53187,340431,687996
8566202,303000,0,1268698,5908000,52812,330287,703405
8522920,292800,0,1230252,5912200,52640,341228,693800
8628632,291600,0,1337050,5914000,52096,342910,690976
8626337,291000,0,1329216,5917200,52426,333507,702988
8594067,287800,0,1263000,5919600,52145,373845,697677
8698249,308800,0,1317921,5922800,52014,401370,695344
8890488,343800,0,1426454,5924600,52255,423497,719882
