 Day,Month,Year,Power exchange
1,1,2014,253806
1,1,2014,327170
1,1,2014,329409
1,1,2014,351952
1,1,2014,598706
1,1,2014,617938
1,1,2014,546168
1,1,2014,557757
1,1,2014,638603
1,1,2014,612911
1,1,2014,676595
1,1,2014,726399
1,1,2014,909659
1,1,2014,839428
1,1,2014,767383
1,1,2014,823398
1,1,2014,1120471
1,1,2014,1222903
1,1,2014,1212387
1,1,2014,1252537
1,1,2014,1330594
1,1,2014,1308427
1,1,2014,1383510
1,1,2014,1438069
1,1,2014,1349536
1,1,2014,1325633
1,1,2014,1261204
1,1,2014,1306707
1,1,2014,1491158
1,1,2014,1550589
1,1,2014,1656150
1,1,2014,1655406
1,1,2014,1873398
1,1,2014,1924848
1,1,2014,1836730
1,1,2014,1909488
1,1,2014,1847273
1,1,2014,1865847
1,1,2014,1938822
1,1,2014,1847542
1,1,2014,1615482
1,1,2014,1582669
1,1,2014,1603578
1,1,2014,1575454
1,1,2014,1571513
1,1,2014,1584003
1,1,2014,1534734
1,1,2014,1524400
1,1,2014,1559973
1,1,2014,1507436
1,1,2014,1428226
1,1,2014,1486078
1,1,2014,1447722
1,1,2014,1472475
1,1,2014,1535724
1,1,2014,1624404
1,1,2014,1743568
1,1,2014,1787907
1,1,2014,1799814
1,1,2014,1845745
1,1,2014,1868473
1,1,2014,1918967
1,1,2014,1975792
1,1,2014,1988042
1,1,2014,1825887
1,1,2014,1939693
1,1,2014,1868440
1,1,2014,1776605
1,1,2014,1336904
1,1,2014,1312240
1,1,2014,1274300
1,1,2014,1271947
1,1,2014,1420045
1,1,2014,1300483
1,1,2014,1285643
1,1,2014,1315962
1,1,2014,1255089
1,1,2014,1227474
1,1,2014,1223145
1,1,2014,1235370
1,1,2014,1111782
1,1,2014,1015037
1,1,2014,977100
1,1,2014,1009210
1,1,2014,961548
1,1,2014,904320
1,1,2014,922614
1,1,2014,902575
1,1,2014,794145
1,1,2014,608434
1,1,2014,471244
1,1,2014,502988
1,1,2014,321009
1,1,2014,182179
1,1,2014,70710
1,1,2014,170433
2,1,2014,206032
2,1,2014,106834
2,1,2014,184325
2,1,2014,136062
2,1,2014,255331
2,1,2014,248673
2,1,2014,250328
2,1,2014,276844
2,1,2014,275206
2,1,2014,266505
2,1,2014,243500
2,1,2014,227827
2,1,2014,362670
2,1,2014,415984
2,1,2014,435530
2,1,2014,363188
2,1,2014,354528
2,1,2014,348868
2,1,2014,450632
2,1,2014,392498
2,1,2014,388029
2,1,2014,530461
2,1,2014,552167
2,1,2014,407105
2,1,2014,23533
2,1,2014,136509
2,1,2014,184788
2,1,2014,326564
2,1,2014,408998
2,1,2014,515559
2,1,2014,595329
2,1,2014,587049
2,1,2014,227833
2,1,2014,239443
2,1,2014,197589
2,1,2014,121970
2,1,2014,-16626
2,1,2014,-161117
2,1,2014,-145586
2,1,2014,-137740
2,1,2014,-102058
2,1,2014,-185241
2,1,2014,-132506
2,1,2014,-145889
2,1,2014,-300558
2,1,2014,-250455
2,1,2014,-170188
2,1,2014,-173195
2,1,2014,-187198
2,1,2014,-242835
2,1,2014,-276834
2,1,2014,-138598
2,1,2014,-29140
2,1,2014,23217
2,1,2014,47649
2,1,2014,57539
2,1,2014,113038
2,1,2014,146600
2,1,2014,162316
2,1,2014,155293
2,1,2014,297835
2,1,2014,414270
2,1,2014,401847
2,1,2014,390565
2,1,2014,104628
2,1,2014,154900
2,1,2014,159568
2,1,2014,127912
2,1,2014,-104976
2,1,2014,-69147
2,1,2014,-205000
2,1,2014,-310731
2,1,2014,-325247
2,1,2014,-365887
2,1,2014,-390659
2,1,2014,-352228
2,1,2014,-463553
2,1,2014,-404705
2,1,2014,-415078
2,1,2014,-326972
2,1,2014,-368281
2,1,2014,-304068
2,1,2014,-267220
2,1,2014,-118835
2,1,2014,294559
2,1,2014,444034
2,1,2014,440950
2,1,2014,475765
2,1,2014,428333
2,1,2014,270749
2,1,2014,82925
2,1,2014,56150
2,1,2014,374124
2,1,2014,347781
2,1,2014,245117
2,1,2014,300198
3,1,2014,870593
3,1,2014,939807
3,1,2014,771908
3,1,2014,850545
3,1,2014,1180593
3,1,2014,1097023
