,PHOT,WTOF,WTON
2014-12-31 23:00:00+00:00,0,,0.345319281
2015-01-01 00:00:00+00:00,0,,0.344079355
2015-01-01 01:00:00+00:00,0,,0.345319281
2015-01-01 02:00:00+00:00,0,,0.346559206
2015-01-01 03:00:00+00:00,0,,0.370117793
2015-01-01 04:00:00+00:00,0.004116921,,0.376937384
2015-01-01 05:00:00+00:00,0.019761219,,0.3849969
2015-01-01 06:00:00+00:00,0.085220255,,0.392436454
2015-01-01 07:00:00+00:00,0.164676822,,0.382517049
2015-01-01 08:00:00+00:00,0.224783862,,0.395536268
2015-01-01 09:00:00+00:00,0.240839852,,0.391196528
2015-01-01 10:00:00+00:00,0.24042816,,0.406075635
2015-01-01 11:00:00+00:00,0.204610951,,0.395536268
2015-01-01 12:00:00+00:00,0.131741457,,0.386236826
2015-01-01 13:00:00+00:00,0.036228901,,0.390576565
2015-01-01 14:00:00+00:00,0.006175381,,0.40483571
2015-01-01 15:00:00+00:00,0,,0.381897086
2015-01-01 16:00:00+00:00,0,,0.370117793
2015-01-01 17:00:00+00:00,0,,0.355238686
2015-01-01 18:00:00+00:00,0,,0.347799132
2015-01-01 19:00:00+00:00,0,,0.318040918
2015-01-01 20:00:00+00:00,0,,0.292622443
2015-01-01 21:00:00+00:00,0,,0.282083075
2015-01-01 22:00:00+00:00,0,,0.270923745
2015-01-01 23:00:00+00:00,0,,0.246745195
2015-01-02 00:00:00+00:00,0,,0.233106014
2015-01-02 01:00:00+00:00,0,,0.233106014
2015-01-02 02:00:00+00:00,0,,0.254184749
2015-01-02 03:00:00+00:00,0,,0.275883447
2015-01-02 04:00:00+00:00,0.002881844,,0.265344079
2015-01-02 05:00:00+00:00,0.04610951,,0.252324861
2015-01-02 06:00:00+00:00,0.18032112,,0.220706758
2015-01-02 07:00:00+00:00,0.327706875,,0.190948543
2015-01-02 08:00:00+00:00,0.447097571,,0.180409175
2015-01-02 09:00:00+00:00,0.51708522,,0.159950403
2015-01-02 10:00:00+00:00,0.518731988,,0.158090515
2015-01-02 11:00:00+00:00,0.451214492,,0.163050217
2015-01-02 12:00:00+00:00,0.291477974,,0.154370738
2015-01-02 13:00:00+00:00,0.0881021,,0.171109733
2015-01-02 14:00:00+00:00,0.001646768,,0.19032858
2015-01-02 15:00:00+00:00,0,,0.202107874
2015-01-02 16:00:00+00:00,0,,0.164910105
2015-01-02 17:00:00+00:00,0,,0.134531928
2015-01-02 18:00:00+00:00,0,,0.101053937
2015-01-02 19:00:00+00:00,0,,0.092374458
2015-01-02 20:00:00+00:00,0,,0.089894606
2015-01-02 21:00:00+00:00,0,,0.091134532
2015-01-02 22:00:00+00:00,0,,0.092374458
2015-01-02 23:00:00+00:00,0,,0.105393676
2015-01-03 00:00:00+00:00,0,,0.118412895
2015-01-03 01:00:00+00:00,0,,0.118412895
2015-01-03 02:00:00+00:00,0,,0.120892746
2015-01-03 03:00:00+00:00,0,,0.123372598
2015-01-03 04:00:00+00:00,0.000823384,,0.117792932
2015-01-03 05:00:00+00:00,0.051461507,,0.119032858
2015-01-03 06:00:00+00:00,0.162618361,,0.111593304
2015-01-03 07:00:00+00:00,0.268423219,,0.106633602
2015-01-03 08:00:00+00:00,0.345821326,,0.120892746
2015-01-03 09:00:00+00:00,0.451214492,,0.117792932
2015-01-03 10:00:00+00:00,0.456154796,,0.116553007
2015-01-03 11:00:00+00:00,0.431041581,,0.127092374
2015-01-03 12:00:00+00:00,0.29065459,,0.135771854
2015-01-03 13:00:00+00:00,0.094689172,,0.142591445
2015-01-03 14:00:00+00:00,0.002470152,,0.08617483
2015-01-03 15:00:00+00:00,0,,0.065716057
2015-01-03 16:00:00+00:00,0,,0.071295722
2015-01-03 17:00:00+00:00,0,,0.063856169
2015-01-03 18:00:00+00:00,0,,0.054556727
2015-01-03 19:00:00+00:00,0,,0.078735276
2015-01-03 20:00:00+00:00,0,,0.107253565
2015-01-03 21:00:00+00:00,0,,0.165530068
2015-01-03 22:00:00+00:00,0,,0.23682579
2015-01-03 23:00:00+00:00,0,,0.308741476
2015-01-04 00:00:00+00:00,0,,0.381897086
2015-01-04 01:00:00+00:00,0,,0.406075635
2015-01-04 02:00:00+00:00,0,,0.421574706
2015-01-04 03:00:00+00:00,0,,0.428394296
2015-01-04 04:00:00+00:00,0.001646768,,0.422814631
2015-01-04 05:00:00+00:00,0.021407987,,0.429634222
2015-01-04 06:00:00+00:00,0.111156855,,0.437073776
2015-01-04 07:00:00+00:00,0.215726636,,0.443893366
2015-01-04 08:00:00+00:00,0.276245368,,0.450712957
2015-01-04 09:00:00+00:00,0.346233018,,0.447613143
2015-01-04 10:00:00+00:00,0.336352408,,0.383756975
2015-01-04 11:00:00+00:00,0.263071223,,0.313081215
2015-01-04 12:00:00+00:00,0.159736517,,0.288282703
2015-01-04 13:00:00+00:00,0.039934129,,0.29200248
2015-01-04 14:00:00+00:00,0.000823384,,0.288282703
2015-01-04 15:00:00+00:00,0,,0.296962182
2015-01-04 16:00:00+00:00,0,,0.34283943
2015-01-04 17:00:00+00:00,0,,0.378177309
2015-01-04 18:00:00+00:00,0,,0.376317421
2015-01-04 19:00:00+00:00,0,,0.390576565
2015-01-04 20:00:00+00:00,0,,0.429014259
2015-01-04 21:00:00+00:00,0,,0.447613143
2015-01-04 22:00:00+00:00,0,,0.437693738
2015-01-04 23:00:00+00:00,0,,0.411035338
2015-01-05 00:00:00+00:00,0,,0.401735896
2015-01-05 01:00:00+00:00,0,,0.402975821
2015-01-05 02:00:00+00:00,0,,0.423434594
2015-01-05 03:00:00+00:00,0,,0.412275263
2015-01-05 04:00:00+00:00,0,,0.458772474
2015-01-05 05:00:00+00:00,0.03005352,,0.502789833
2015-01-05 06:00:00+00:00,0.1502676,,0.508369498
2015-01-05 07:00:00+00:00,0.298888431,,0.55982641
2015-01-05 08:00:00+00:00,0.385343763,,0.549287043
2015-01-05 09:00:00+00:00,0.393989296,,0.600743955
2015-01-05 10:00:00+00:00,0.365582544,,0.617482951
2015-01-05 11:00:00+00:00,0.317002882,,0.627402356
2015-01-05 12:00:00+00:00,0.198023878,,0.61066336
2015-01-05 13:00:00+00:00,0.060518732,,0.605703658
2015-01-05 14:00:00+00:00,0.008233841,,0.595784253
2015-01-05 15:00:00+00:00,0,,0.579045257
2015-01-05 16:00:00+00:00,0,,0.577805332
2015-01-05 17:00:00+00:00,0,,0.572225666
2015-01-05 18:00:00+00:00,0,,0.558586485
2015-01-05 19:00:00+00:00,0,,0.531928084
2015-01-05 20:00:00+00:00,0,,0.505269684
2015-01-05 21:00:00+00:00,0,,0.481091135
2015-01-05 22:00:00+00:00,0,,0.469311841
2015-01-05 23:00:00+00:00,0,,0.450712957
2015-01-06 00:00:00+00:00,0,,0.391816491
2015-01-06 01:00:00+00:00,0,,0.3583385
2015-01-06 02:00:00+00:00,0,,0.346559206
2015-01-06 03:00:00+00:00,0,,0.366398016
2015-01-06 04:00:00+00:00,0.006587073,,0.361438314
2015-01-06 05:00:00+00:00,0.059283656,,0.347179169
2015-01-06 06:00:00+00:00,0.257719226,,0.344699318
2015-01-06 07:00:00+00:00,0.431864965,,0.309361438
2015-01-06 08:00:00+00:00,0.488266776,,0.342219467
2015-01-06 09:00:00+00:00,0.491560313,,0.368877867
2015-01-06 10:00:00+00:00,0.466035406,,0.399256045
2015-01-06 11:00:00+00:00,0.396459448,,0.411035338
2015-01-06 12:00:00+00:00,0.252778921,,0.442033478
2015-01-06 13:00:00+00:00,0.072457802,,0.450092994
2015-01-06 14:00:00+00:00,0.006587073,,0.482951023
2015-01-06 15:00:00+00:00,0,,0.492870428
2015-01-06 16:00:00+00:00,0,,0.475511469
2015-01-06 17:00:00+00:00,0,,0.453192808
2015-01-06 18:00:00+00:00,0,,0.427154371
2015-01-06 19:00:00+00:00,0,,0.384376937
2015-01-06 20:00:00+00:00,0,,0.358958462
2015-01-06 21:00:00+00:00,0,,0.342219467
2015-01-06 22:00:00+00:00,0,,0.326100434
2015-01-06 23:00:00+00:00,0,,0.326100434
2015-01-07 00:00:00+00:00,0,,0.323620583
2015-01-07 01:00:00+00:00,0,,0.313701178
2015-01-07 02:00:00+00:00,0,,0.327960322
2015-01-07 03:00:00+00:00,0,,0.355858648
2015-01-07 04:00:00+00:00,0.004940305,,0.362058277
2015-01-07 05:00:00+00:00,0.07822149,,0.349039058
2015-01-07 06:00:00+00:00,0.311650885,,0.340359578
2015-01-07 07:00:00+00:00,0.516261836,,0.350278983
2015-01-07 08:00:00+00:00,0.616714697,,0.347179169
2015-01-07 09:00:00+00:00,0.645533141,,0.321140732
2015-01-07 10:00:00+00:00,0.615067929,,0.31184129
2015-01-07 11:00:00+00:00,0.525319061,,0.301921885
2015-01-07 12:00:00+00:00,0.355290243,,0.284562926
2015-01-07 13:00:00+00:00,0.116920543,,0.279603224
2015-01-07 14:00:00+00:00,0.005763689,,0.270303782
2015-01-07 15:00:00+00:00,0,,0.282703038
2015-01-07 16:00:00+00:00,0,,0.292622443
2015-01-07 17:00:00+00:00,0,,0.289522629
2015-01-07 18:00:00+00:00,0,,0.265344079
2015-01-07 19:00:00+00:00,0,,0.244885307
2015-01-07 20:00:00+00:00,0,,0.218846869
2015-01-07 21:00:00+00:00,0,,0.213887167
2015-01-07 22:00:00+00:00,0,,0.196528208
2015-01-07 23:00:00+00:00,0,,0.167389957
2015-01-08 00:00:00+00:00,0,,0.135151891
2015-01-08 01:00:00+00:00,0,,0.10849349
2015-01-08 02:00:00+00:00,0,,0.101053937
2015-01-08 03:00:00+00:00,0,,0.09733416
2015-01-08 04:00:00+00:00,0.003705228,,0.091134532
2015-01-08 05:00:00+00:00,0.063400576,,0.080595164
2015-01-08 06:00:00+00:00,0.25854261,,0.068195908
2015-01-08 07:00:00+00:00,0.454096336,,0.054556727
2015-01-08 08:00:00+00:00,0.554960889,,0.040297582
2015-01-08 09:00:00+00:00,0.596130095,,0.029758215
2015-01-08 10:00:00+00:00,0.560724578,,0.030378177
2015-01-08 11:00:00+00:00,0.465623713,,0.03533788
2015-01-08 12:00:00+00:00,0.28447921,,0.032238066
2015-01-08 13:00:00+00:00,0.09016056,,0.0266584
2015-01-08 14:00:00+00:00,0.003705228,,0.0266584
2015-01-08 15:00:00+00:00,0,,0.030378177
2015-01-08 16:00:00+00:00,0,,0.027898326
2015-01-08 17:00:00+00:00,0,,0.022938624
2015-01-08 18:00:00+00:00,0,,0.029758215
2015-01-08 19:00:00+00:00,0,,0.037197768
2015-01-08 20:00:00+00:00,0,,0.052696838
2015-01-08 21:00:00+00:00,0,,0.06199628
2015-01-08 22:00:00+00:00,0,,0.08183509
2015-01-08 23:00:00+00:00,0,,0.07749535
2015-01-09 00:00:00+00:00,0,,0.07749535
2015-01-09 01:00:00+00:00,0,,0.070055797
2015-01-09 02:00:00+00:00,0,,0.067575945
2015-01-09 03:00:00+00:00,0,,0.070055797
2015-01-09 04:00:00+00:00,0.000411692,,0.079355239
2015-01-09 05:00:00+00:00,0.077809798,,0.088654681
2015-01-09 06:00:00+00:00,0.322766571,,0.103533788
2015-01-09 07:00:00+00:00,0.528200906,,0.103533788
2015-01-09 08:00:00+00:00,0.627006999,,0.101053937
2015-01-09 09:00:00+00:00,0.657060519,,0.125232486
2015-01-09 10:00:00+00:00,0.617538082,,0.145071296
2015-01-09 11:00:00+00:00,0.484149856,,0.158710477
2015-01-09 12:00:00+00:00,0.33264718,,0.170489771
2015-01-09 13:00:00+00:00,0.114450391,,0.168629882
2015-01-09 14:00:00+00:00,0.010292301,,0.163050217
2015-01-09 15:00:00+00:00,0,,0.193428394
2015-01-09 16:00:00+00:00,0,,0.237445753
2015-01-09 17:00:00+00:00,0,,0.28766274
2015-01-09 18:00:00+00:00,0,,0.305641662
2015-01-09 19:00:00+00:00,0,,0.316181029
2015-01-09 20:00:00+00:00,0,,0.317420955
2015-01-09 21:00:00+00:00,0,,0.325480471
2015-01-09 22:00:00+00:00,0,,0.33849969
2015-01-09 23:00:00+00:00,0,,0.353378797
2015-01-10 00:00:00+00:00,0,,0.356478611
2015-01-10 01:00:00+00:00,0,,0.348419095
2015-01-10 02:00:00+00:00,0,,0.339119653
2015-01-10 03:00:00+00:00,0,,0.316800992
2015-01-10 04:00:00+00:00,0.009057225,,0.329820211
2015-01-10 05:00:00+00:00,0.04816797,,0.334779913
2015-01-10 06:00:00+00:00,0.166735282,,0.290142591
2015-01-10 07:00:00+00:00,0.335529024,,0.283323001
2015-01-10 08:00:00+00:00,0.479209551,,0.282083075
2015-01-10 09:00:00+00:00,0.523260601,,0.274643521
2015-01-10 10:00:00+00:00,0.52902429,,0.287042777
2015-01-10 11:00:00+00:00,0.461918485,,0.277743335
2015-01-10 12:00:00+00:00,0.302181968,,0.274023559
2015-01-10 13:00:00+00:00,0.109098394,,0.225046497
2015-01-10 14:00:00+00:00,0.005351997,,0.206447613
2015-01-10 15:00:00+00:00,0,,0.197148171
2015-01-10 16:00:00+00:00,0,,0.194048357
2015-01-10 17:00:00+00:00,0,,0.158710477
2015-01-10 18:00:00+00:00,0,,0.156850589
2015-01-10 19:00:00+00:00,0,,0.150650961
