,[AGRAS 1;AGRAS 2],EDESSAIOS 1,GHIONA 1,[GLAFKOS-II NO1;GLAFKOS-II NO2],[LOUROS 1;LOUROS 2;LOUROS 3],[MAKROHORI-I NO 1;MAKROHORI-I NO 2;MAKROHORI-I NO 3],[STRATOS-II NO 1;STRATOS-II NO 2],[SFIKIA 1;SFIKIA 2;SFIKIA 3],THISAVROS,[ILARIONAS 1;ILARIONAS 2;ILARIONAS A1],[ASSOMATA 1;ASSOMATA 2],[KASTRAKI 1;KASTRAKI 2;KASTRAKI 3;KASTRAKI 4],LADONAS,[PLASTIRA 1;PLASTIRA 2;PLASTIRA 3],[PIGAI AOOS 1;PIGAI AOOS 2],[PLATANOVRISI 1;PLATANOVRISI 2],[POLYPHYTON 1;POLYPHYTON 2;POLYPHYTON 3],[POURNARI-I NO 1;POURNARI-I NO 2;POURNARI-I NO 3;POURNARI-I NO A1],[POURNARI-II NO 1;POURNARI-II NO 2],[STRATOS-I NO 1;STRATOS-I NO 2],[KREMASTA 1;KREMASTA 2;KREMASTA 3;KREMASTA 4]
2014/12/31 23:00,0.20376944,0.013032824,0.033197696,0.068785416,0.1728965,0.75133954,0.00902974,0.759200296,82.19204728,270.205208,0.03367131,15.77034816,7.35622496,2.627477216,10.78514892,6.26389834,2.063839232,108.4532778,0.113642172,0.672672,205.109982
2015/01/01 00:00,0.203799616,0.013007471,0.033233544,0.068684831,0.173156241,0.749235725,0.009066918,0.756369984,81.83504422,269.4283334,0.0336431,15.78571064,7.337801287,2.642607473,10.81522488,6.237328764,2.058299096,108.5998184,0.115039064,0.675093131,205.0351958
2015/01/01 01:00,0.203829792,0.012982117,0.033269391,0.068584247,0.173415982,0.74713191,0.009104095,0.753539671,81.47804117,268.6514588,0.033614889,15.80107312,7.319377613,2.65773773,10.84530083,6.210759188,2.05275896,108.7463591,0.116435956,0.677514262,204.9604095
2015/01/01 02:00,0.203859968,0.012956764,0.033305239,0.068483662,0.173675723,0.745028095,0.009141273,0.750709358,81.12103811,267.8745843,0.033586679,15.8164356,7.30095394,2.672867986,10.87537679,6.184189611,2.047218824,108.8928997,0.117832848,0.679935393,204.8856233
2015/01/01 03:00,0.203890143,0.01293141,0.033341086,0.068383077,0.173935463,0.74292428,0.009178451,0.747879046,80.76403505,267.0977097,0.033558468,15.83179808,7.282530267,2.687998243,10.90545274,6.157620035,2.041678688,109.0394403,0.11922974,0.682356523,204.810837
2015/01/01 04:00,0.203920319,0.012906057,0.033376934,0.068282492,0.174195204,0.740820465,0.009215629,0.745048733,80.407032,266.3208351,0.033530257,15.84716056,7.264106593,2.7031285,10.9355287,6.131050459,2.036138552,109.1859809,0.120626632,0.684777654,204.7360508
2015/01/01 05:00,0.203950495,0.012880704,0.033412782,0.068181908,0.174454945,0.73871665,0.009252807,0.74221842,80.05002894,265.5439605,0.033502047,15.86252304,7.24568292,2.718258757,10.96560465,6.104480883,2.030598416,109.3325216,0.122023524,0.687198785,204.6612645
2015/01/01 06:00,0.203980671,0.01285535,0.033448629,0.068081323,0.174714686,0.736612835,0.009289985,0.739388108,79.69302588,264.7670859,0.033473836,15.87788552,7.227259247,2.733389013,10.99568061,6.077911306,2.02505828,109.4790622,0.123420416,0.689619916,204.5864783
2015/01/01 07:00,0.204010847,0.012829997,0.033484477,0.067980738,0.174974427,0.73450902,0.009327163,0.736557795,79.33602283,263.9902113,0.033445626,15.893248,7.208835573,2.74851927,11.02575656,6.05134173,2.019518144,109.6256028,0.124817308,0.692041047,204.511692
2015/01/01 08:00,0.204041023,0.012804643,0.033520324,0.067880153,0.175234168,0.732405205,0.009364341,0.733727482,78.97901977,263.2133368,0.033417415,15.90861048,7.1904119,2.763649527,11.05583252,6.024772154,2.013978008,109.7721434,0.1262142,0.694462178,204.4369058
