,HE Ujmani,HDAM,HROR
2010-02-10 06:00:00+00:00,0.369966963,0.369966963,0.395969
2010-02-10 07:00:00+00:00,0.369620126,0.369620126,0.395624
2010-02-10 08:00:00+00:00,0.369273128,0.369273128,0.39528
2010-02-10 09:00:00+00:00,0.368925968,0.368925968,0.394935
2010-02-10 10:00:00+00:00,0.36903035,0.36903035,0.39459
2010-02-10 11:00:00+00:00,0.36913457,0.36913457,0.394245
2010-02-10 12:00:00+00:00,0.369238628,0.369238628,0.393901
2010-02-10 13:00:00+00:00,0.369342524,0.369342524,0.393556
2010-02-10 14:00:00+00:00,0.369446259,0.369446259,0.393211
2010-02-10 15:00:00+00:00,0.369549833,0.369549833,0.392867
2010-02-10 16:00:00+00:00,0.369653245,0.369653245,0.392522
2010-02-10 17:00:00+00:00,0.369304792,0.369304792,0.392177
2010-02-10 18:00:00+00:00,0.368956178,0.368956178,0.391833
2010-02-10 19:00:00+00:00,0.368998579,0.368998579,0.391488
2010-02-10 20:00:00+00:00,0.368649642,0.368649642,0.391143
2010-02-10 21:00:00+00:00,0.368300542,0.368300542,0.390799
2010-02-10 22:00:00+00:00,0.368402984,0.368402984,0.390454
2010-02-10 23:00:00+00:00,0.368505486,0.368505486,0.390109
2010-02-11 00:00:00+00:00,0.368608048,0.368608048,0.391649
2010-02-11 01:00:00+00:00,0.368710669,0.368710669,0.393188
2010-02-11 02:00:00+00:00,0.368813349,0.368813349,0.394728
2010-02-11 03:00:00+00:00,0.36891609,0.36891609,0.396268
2010-02-11 04:00:00+00:00,0.36901889,0.36901889,0.397807
2010-02-11 05:00:00+00:00,0.36912175,0.36912175,0.399347
2010-02-11 06:00:00+00:00,0.369224669,0.369224669,0.400887
2010-02-11 07:00:00+00:00,0.369327649,0.369327649,0.402426
2010-02-11 08:00:00+00:00,0.369430687,0.369430687,0.403966
2010-02-11 09:00:00+00:00,0.369533786,0.369533786,0.405506
2010-02-11 10:00:00+00:00,0.369636944,0.369636944,0.407045
2010-02-11 11:00:00+00:00,0.369740162,0.369740162,0.408585
2010-02-11 12:00:00+00:00,0.36984344,0.36984344,0.410125
2010-02-11 13:00:00+00:00,0.369946777,0.369946777,0.411664
2010-02-11 14:00:00+00:00,0.370050174,0.370050174,0.413204
2010-02-11 15:00:00+00:00,0.370153631,0.370153631,0.414744
2010-02-11 16:00:00+00:00,0.370257147,0.370257147,0.416283
2010-02-11 17:00:00+00:00,0.36990902,0.36990902,0.417823
2010-02-11 18:00:00+00:00,0.369560953,0.369560953,0.419363
2010-02-11 19:00:00+00:00,0.36924243,0.36924243,0.420902
2010-02-11 20:00:00+00:00,0.368894482,0.368894482,0.422442
2010-02-11 21:00:00+00:00,0.368546594,0.368546594,0.423982
2010-02-11 22:00:00+00:00,0.368650469,0.368650469,0.425521
2010-02-11 23:00:00+00:00,0.3687545,0.3687545,0.427061
2010-02-12 00:00:00+00:00,0.368858689,0.368858689,0.429906
2010-02-12 01:00:00+00:00,0.368963035,0.368963035,0.43275
2010-02-12 02:00:00+00:00,0.369067538,0.369067538,0.435595
2010-02-12 03:00:00+00:00,0.369172198,0.369172198,0.438439
2010-02-12 04:00:00+00:00,0.369277015,0.369277015,0.441283
2010-02-12 05:00:00+00:00,0.369381989,0.369381989,0.444128
2010-02-12 06:00:00+00:00,0.36948712,0.36948712,0.446972
2010-02-12 07:00:00+00:00,0.369592409,0.369592409,0.449817
2010-02-12 08:00:00+00:00,0.369697855,0.369697855,0.452661
2010-02-12 09:00:00+00:00,0.369803457,0.369803457,0.455506
2010-02-12 10:00:00+00:00,0.369909217,0.369909217,0.45835
2010-02-12 11:00:00+00:00,0.370015134,0.370015134,0.461195
2010-02-12 12:00:00+00:00,0.370121208,0.370121208,0.464039
2010-02-12 13:00:00+00:00,0.37022744,0.37022744,0.466884
2010-02-12 14:00:00+00:00,0.370333828,0.370333828,0.469728
2010-02-12 15:00:00+00:00,0.370440374,0.370440374,0.472573
2010-02-12 16:00:00+00:00,0.370547076,0.370547076,0.475417
2010-02-12 17:00:00+00:00,0.370653936,0.370653936,0.478261
2010-02-12 18:00:00+00:00,0.370651203,0.370651203,0.481106
2010-02-12 19:00:00+00:00,0.370758377,0.370758377,0.48395
2010-02-12 20:00:00+00:00,0.370414005,0.370414005,0.486795
2010-02-12 21:00:00+00:00,0.37006979,0.37006979,0.489639
2010-02-12 22:00:00+00:00,0.370177436,0.370177436,0.492484
2010-02-12 23:00:00+00:00,0.370285011,0.370285011,0.495328
2010-02-13 00:00:00+00:00,0.370392518,0.370392518,0.493978
2010-02-13 01:00:00+00:00,0.370499955,0.370499955,0.492628
2010-02-13 02:00:00+00:00,0.370607322,0.370607322,0.491278
2010-02-13 03:00:00+00:00,0.37071462,0.37071462,0.489929
2010-02-13 04:00:00+00:00,0.370821849,0.370821849,0.488579
2010-02-13 05:00:00+00:00,0.370929008,0.370929008,0.487229
2010-02-13 06:00:00+00:00,0.371036097,0.371036097,0.485879
2010-02-13 07:00:00+00:00,0.371143117,0.371143117,0.484529
2010-02-13 08:00:00+00:00,0.371250068,0.371250068,0.483179
2010-02-13 09:00:00+00:00,0.371356949,0.371356949,0.481829
2010-02-13 10:00:00+00:00,0.371463761,0.371463761,0.480479
2010-02-13 11:00:00+00:00,0.371570503,0.371570503,0.479129
2010-02-13 12:00:00+00:00,0.371677176,0.371677176,0.477779
2010-02-13 13:00:00+00:00,0.371783779,0.371783779,0.47643
2010-02-13 14:00:00+00:00,0.371890312,0.371890312,0.47508
2010-02-13 15:00:00+00:00,0.371996777,0.371996777,0.47373
2010-02-13 16:00:00+00:00,0.372103172,0.372103172,0.47238
2010-02-13 17:00:00+00:00,0.372209497,0.372209497,0.47103
2010-02-13 18:00:00+00:00,0.372315753,0.372315753,0.46968
2010-02-13 19:00:00+00:00,0.371970236,0.371970236,0.46833
2010-02-13 20:00:00+00:00,0.37162465,0.37162465,0.46698
2010-02-13 21:00:00+00:00,0.371278995,0.371278995,0.46563
2010-02-13 22:00:00+00:00,0.371384973,0.371384973,0.46428
2010-02-13 23:00:00+00:00,0.371490829,0.371490829,0.46293
2010-02-14 00:00:00+00:00,0.371596563,0.371596563,0.461848
2010-02-14 01:00:00+00:00,0.371702176,0.371702176,0.460766
2010-02-14 02:00:00+00:00,0.371807667,0.371807667,0.459684
2010-02-14 03:00:00+00:00,0.371913037,0.371913037,0.458602
2010-02-14 04:00:00+00:00,0.372018284,0.372018284,0.45752
2010-02-14 05:00:00+00:00,0.37212341,0.37212341,0.456438
2010-02-14 06:00:00+00:00,0.372228415,0.372228415,0.455356
2010-02-14 07:00:00+00:00,0.372333297,0.372333297,0.454273
2010-02-14 08:00:00+00:00,0.372438058,0.372438058,0.453191
2010-02-14 09:00:00+00:00,0.372542698,0.372542698,0.452109
2010-02-14 10:00:00+00:00,0.372647215,0.372647215,0.451027
2010-02-14 11:00:00+00:00,0.372751611,0.372751611,0.449945
2010-02-14 12:00:00+00:00,0.372855885,0.372855885,0.448863
2010-02-14 13:00:00+00:00,0.372960037,0.372960037,0.447781
2010-02-14 14:00:00+00:00,0.373064068,0.373064068,0.446699
2010-02-14 15:00:00+00:00,0.373167977,0.373167977,0.445616
2010-02-14 16:00:00+00:00,0.373271764,0.373271764,0.444534
2010-02-14 17:00:00+00:00,0.37337543,0.37337543,0.443452
2010-02-14 18:00:00+00:00,0.373478974,0.373478974,0.44237
2010-02-14 19:00:00+00:00,0.373582396,0.373582396,0.441288
2010-02-14 20:00:00+00:00,0.373233994,0.373233994,0.440206
2010-02-14 21:00:00+00:00,0.37288547,0.37288547,0.439124
2010-02-14 22:00:00+00:00,0.372988527,0.372988527,0.438042
2010-02-14 23:00:00+00:00,0.373091427,0.373091427,0.436959
2010-02-15 00:00:00+00:00,0.373194171,0.373194171,0.435529
2010-02-15 01:00:00+00:00,0.373296758,0.373296758,0.434098
2010-02-15 02:00:00+00:00,0.373399188,0.373399188,0.432668
2010-02-15 03:00:00+00:00,0.373501461,0.373501461,0.431237
2010-02-15 04:00:00+00:00,0.373603577,0.373603577,0.429807
2010-02-15 05:00:00+00:00,0.373705537,0.373705537,0.428376
2010-02-15 06:00:00+00:00,0.37380734,0.37380734,0.426946
2010-02-15 07:00:00+00:00,0.373908986,0.373908986,0.425515
2010-02-15 08:00:00+00:00,0.374010476,0.374010476,0.424085
2010-02-15 09:00:00+00:00,0.374111808,0.374111808,0.422654
2010-02-15 10:00:00+00:00,0.374212984,0.374212984,0.421223
2010-02-15 11:00:00+00:00,0.374314003,0.374314003,0.419793
2010-02-15 12:00:00+00:00,0.374414865,0.374414865,0.418362
2010-02-15 13:00:00+00:00,0.374515571,0.374515571,0.416932
2010-02-15 14:00:00+00:00,0.37461612,0.37461612,0.415501
2010-02-15 15:00:00+00:00,0.374716511,0.374716511,0.414071
2010-02-15 16:00:00+00:00,0.374816747,0.374816747,0.41264
2010-02-15 17:00:00+00:00,0.374916825,0.374916825,0.41121
2010-02-15 18:00:00+00:00,0.375016747,0.375016747,0.409779
2010-02-15 19:00:00+00:00,0.375116512,0.375116512,0.408348
2010-02-15 20:00:00+00:00,0.374764417,0.374764417,0.406918
2010-02-15 21:00:00+00:00,0.374412165,0.374412165,0.405487
2010-02-15 22:00:00+00:00,0.37451146,0.37451146,0.404057
2010-02-15 23:00:00+00:00,0.374611022,0.374611022,0.402626
2010-02-16 00:00:00+00:00,0.374710851,0.374710851,0.403952
2010-02-16 01:00:00+00:00,0.374810947,0.374810947,0.405278
2010-02-16 02:00:00+00:00,0.374911311,0.374911311,0.406604
2010-02-16 03:00:00+00:00,0.375011942,0.375011942,0.40793
2010-02-16 04:00:00+00:00,0.375112841,0.375112841,0.409256
2010-02-16 05:00:00+00:00,0.375214007,0.375214007,0.410582
2010-02-16 06:00:00+00:00,0.37531544,0.37531544,0.411907
2010-02-16 07:00:00+00:00,0.375417141,0.375417141,0.413233
2010-02-16 08:00:00+00:00,0.37544906,0.37544906,0.414559
2010-02-16 09:00:00+00:00,0.375551296,0.375551296,0.415885
2010-02-16 10:00:00+00:00,0.375653798,0.375653798,0.417211
2010-02-16 11:00:00+00:00,0.375756568,0.375756568,0.418537
2010-02-16 12:00:00+00:00,0.375859605,0.375859605,0.419863
2010-02-16 13:00:00+00:00,0.37596291,0.37596291,0.421189
2010-02-16 14:00:00+00:00,0.376066482,0.376066482,0.422515
2010-02-16 15:00:00+00:00,0.376170321,0.376170321,0.42384
2010-02-16 16:00:00+00:00,0.376274428,0.376274428,0.425166
2010-02-16 17:00:00+00:00,0.376107348,0.376107348,0.426492
2010-02-16 18:00:00+00:00,0.37621199,0.37621199,0.427818
2010-02-16 19:00:00+00:00,0.375865195,0.375865195,0.429144
2010-02-16 20:00:00+00:00,0.375518668,0.375518668,0.43047
2010-02-16 21:00:00+00:00,0.375172409,0.375172409,0.431796
2010-02-16 22:00:00+00:00,0.375278119,0.375278119,0.433122
2010-02-16 23:00:00+00:00,0.375384868,0.375384868,0.434448
2010-02-17 00:00:00+00:00,0.375492655,0.375492655,0.440181
2010-02-17 01:00:00+00:00,0.37560148,0.37560148,0.445914
2010-02-17 02:00:00+00:00,0.375711343,0.375711343,0.451647
2010-02-17 03:00:00+00:00,0.375822245,0.375822245,0.45738
2010-02-17 04:00:00+00:00,0.375934184,0.375934184,0.463113
2010-02-17 05:00:00+00:00,0.376047162,0.376047162,0.468846
2010-02-17 06:00:00+00:00,0.376161178,0.376161178,0.474579
2010-02-17 07:00:00+00:00,0.376230946,0.376230946,0.480312
2010-02-17 08:00:00+00:00,0.376347038,0.376347038,0.486045
2010-02-17 09:00:00+00:00,0.376464168,0.376464168,0.491778
2010-02-17 10:00:00+00:00,0.376582336,0.376582336,0.497511
2010-02-17 11:00:00+00:00,0.376701543,0.376701543,0.503244
2010-02-17 12:00:00+00:00,0.376821787,0.376821787,0.508977
2010-02-17 13:00:00+00:00,0.37694307,0.37694307,0.51471
2010-02-17 14:00:00+00:00,0.377065391,0.377065391,0.520443
2010-02-17 15:00:00+00:00,0.377188749,0.377188749,0.526176
2010-02-17 16:00:00+00:00,0.377313147,0.377313147,0.531909
2010-02-17 17:00:00+00:00,0.377345082,0.377345082,0.537642
2010-02-17 18:00:00+00:00,0.377471556,0.377471556,0.543375
2010-02-17 19:00:00+00:00,0.377147364,0.377147364,0.549108
2010-02-17 20:00:00+00:00,0.376824211,0.376824211,0.554841
2010-02-17 21:00:00+00:00,0.376502096,0.376502096,0.560574
2010-02-17 22:00:00+00:00,0.376632722,0.376632722,0.566307
2010-02-17 23:00:00+00:00,0.37676498,0.37676498,0.57204
2010-02-18 00:00:00+00:00,0.37689887,0.37689887,0.575287
2010-02-18 01:00:00+00:00,0.377034393,0.377034393,0.578534
2010-02-18 02:00:00+00:00,0.377171548,0.377171548,0.58178
2010-02-18 03:00:00+00:00,0.377310335,0.377310335,0.585027
2010-02-18 04:00:00+00:00,0.377450755,0.377450755,0.588273
2010-02-18 05:00:00+00:00,0.377592807,0.377592807,0.59152
2010-02-18 06:00:00+00:00,0.377736491,0.377736491,0.594767
2010-02-18 07:00:00+00:00,0.377881808,0.377881808,0.598013
2010-02-18 08:00:00+00:00,0.378028756,0.378028756,0.60126
2010-02-18 09:00:00+00:00,0.378177338,0.378177338,0.604506
2010-02-18 10:00:00+00:00,0.378327551,0.378327551,0.607753
2010-02-18 11:00:00+00:00,0.378479397,0.378479397,0.611
2010-02-18 12:00:00+00:00,0.378632875,0.378632875,0.614246
2010-02-18 13:00:00+00:00,0.378787985,0.378787985,0.617493
2010-02-18 14:00:00+00:00,0.378944727,0.378944727,0.62074
2010-02-18 15:00:00+00:00,0.379103102,0.379103102,0.623986
2010-02-18 16:00:00+00:00,0.37926311,0.37926311,0.627233
2010-02-18 17:00:00+00:00,0.379424749,0.379424749,0.630479
2010-02-18 18:00:00+00:00,0.379588021,0.379588021,0.633726
2010-02-18 19:00:00+00:00,0.379301222,0.379301222,0.636973
2010-02-18 20:00:00+00:00,0.379041098,0.379041098,0.640219
2010-02-18 21:00:00+00:00,0.379209267,0.379209267,0.643466
2010-02-18 22:00:00+00:00,0.379379068,0.379379068,0.646712
2010-02-18 23:00:00+00:00,0.379551492,0.379551492,0.649959
2010-02-19 00:00:00+00:00,0.37972654,0.37972654,0.653224
2010-02-19 01:00:00+00:00,0.379904211,0.379904211,0.656489
2010-02-19 02:00:00+00:00,0.380084506,0.380084506,0.659754
2010-02-19 03:00:00+00:00,0.380267424,0.380267424,0.663018
2010-02-19 04:00:00+00:00,0.380452966,0.380452966,0.666283
2010-02-19 05:00:00+00:00,0.380641131,0.380641131,0.669548
2010-02-19 06:00:00+00:00,0.380831919,0.380831919,0.672813
2010-02-19 07:00:00+00:00,0.381025331,0.381025331,0.676078
2010-02-19 08:00:00+00:00,0.381221367,0.381221367,0.679343
2010-02-19 09:00:00+00:00,0.381420026,0.381420026,0.682608
2010-02-19 10:00:00+00:00,0.381621308,0.381621308,0.685872
2010-02-19 11:00:00+00:00,0.381825214,0.381825214,0.689137
2010-02-19 12:00:00+00:00,0.382031743,0.382031743,0.692402
2010-02-19 13:00:00+00:00,0.382240895,0.382240895,0.695667
2010-02-19 14:00:00+00:00,0.382452672,0.382452672,0.698932
2010-02-19 15:00:00+00:00,0.382667071,0.382667071,0.702197
2010-02-19 16:00:00+00:00,0.382884094,0.382884094,0.705462
2010-02-19 17:00:00+00:00,0.383103741,0.383103741,0.708727
2010-02-19 18:00:00+00:00,0.38332601,0.38332601,0.711991
2010-02-19 19:00:00+00:00,0.383550904,0.383550904,0.715256
2010-02-19 20:00:00+00:00,0.383778421,0.383778421,0.718521
2010-02-19 21:00:00+00:00,0.384008561,0.384008561,0.721786
2010-02-19 22:00:00+00:00,0.384241324,0.384241324,0.725051
2010-02-19 23:00:00+00:00,0.384476051,0.384476051,0.728316
2010-02-20 00:00:00+00:00,0.384712739,0.384712739,0.731532
2010-02-20 01:00:00+00:00,0.38495139,0.38495139,0.734748
2010-02-20 02:00:00+00:00,0.385192004,0.385192004,0.737964
2010-02-20 03:00:00+00:00,0.385434579,0.385434579,0.74118
2010-02-20 04:00:00+00:00,0.385679118,0.385679118,0.744397
2010-02-20 05:00:00+00:00,0.385925619,0.385925619,0.747613
2010-02-20 06:00:00+00:00,0.386174082,0.386174082,0.750829
2010-02-20 07:00:00+00:00,0.386424508,0.386424508,0.754045
2010-02-20 08:00:00+00:00,0.386676896,0.386676896,0.757261
2010-02-20 09:00:00+00:00,0.386931246,0.386931246,0.760478
2010-02-20 10:00:00+00:00,0.387187559,0.387187559,0.763694
2010-02-20 11:00:00+00:00,0.387445835,0.387445835,0.76691
2010-02-20 12:00:00+00:00,0.387706073,0.387706073,0.770126
2010-02-20 13:00:00+00:00,0.387968273,0.387968273,0.773342
2010-02-20 14:00:00+00:00,0.388232436,0.388232436,0.776559
2010-02-20 15:00:00+00:00,0.388498561,0.388498561,0.779775
2010-02-20 16:00:00+00:00,0.388766649,0.388766649,0.782991
2010-02-20 17:00:00+00:00,0.389036699,0.389036699,0.786207
2010-02-20 18:00:00+00:00,0.389308712,0.389308712,0.789423
2010-02-20 19:00:00+00:00,0.389582687,0.389582687,0.79264
2010-02-20 20:00:00+00:00,0.389858624,0.389858624,0.795856
2010-02-20 21:00:00+00:00,0.390136524,0.390136524,0.799072
2010-02-20 22:00:00+00:00,0.390416387,0.390416387,0.802288
2010-02-20 23:00:00+00:00,0.390696456,0.390696456,0.805504
2010-02-21 00:00:00+00:00,0.390976731,0.390976731,0.804138
2010-02-21 01:00:00+00:00,0.391257214,0.391257214,0.802772
2010-02-21 02:00:00+00:00,0.391537903,0.391537903,0.801406
2010-02-21 03:00:00+00:00,0.391818799,0.391818799,0.800039
2010-02-21 04:00:00+00:00,0.392099901,0.392099901,0.798673
2010-02-21 05:00:00+00:00,0.39238121,0.39238121,0.797307
2010-02-21 06:00:00+00:00,0.392662726,0.392662726,0.795941
2010-02-21 07:00:00+00:00,0.392944448,0.392944448,0.794575
2010-02-21 08:00:00+00:00,0.393226377,0.393226377,0.793208
2010-02-21 09:00:00+00:00,0.393508513,0.393508513,0.791842
2010-02-21 10:00:00+00:00,0.393790855,0.393790855,0.790476
2010-02-21 11:00:00+00:00,0.394073404,0.394073404,0.78911
2010-02-21 12:00:00+00:00,0.39435616,0.39435616,0.787744
2010-02-21 13:00:00+00:00,0.394639122,0.394639122,0.786377
2010-02-21 14:00:00+00:00,0.394922291,0.394922291,0.785011
2010-02-21 15:00:00+00:00,0.395205667,0.395205667,0.783645
2010-02-21 16:00:00+00:00,0.395489249,0.395489249,0.782279
2010-02-21 17:00:00+00:00,0.395773038,0.395773038,0.780913
2010-02-21 18:00:00+00:00,0.396057034,0.396057034,0.779546
2010-02-21 19:00:00+00:00,0.396341236,0.396341236,0.77818
2010-02-21 20:00:00+00:00,0.396336591,0.396336591,0.776814
2010-02-21 21:00:00+00:00,0.396621206,0.396621206,0.775448
2010-02-21 22:00:00+00:00,0.396906029,0.396906029,0.774082
2010-02-21 23:00:00+00:00,0.39719061,0.39719061,0.772715
2010-02-22 00:00:00+00:00,0.39747495,0.39747495,0.771051
2010-02-22 01:00:00+00:00,0.397759048,0.397759048,0.769387
2010-02-22 02:00:00+00:00,0.398042906,0.398042906,0.767723
2010-02-22 03:00:00+00:00,0.398326522,0.398326522,0.766059
2010-02-22 04:00:00+00:00,0.398609897,0.398609897,0.764396
2010-02-22 05:00:00+00:00,0.398893031,0.398893031,0.762732
2010-02-22 06:00:00+00:00,0.399175924,0.399175924,0.761068
2010-02-22 07:00:00+00:00,0.399458576,0.399458576,0.759404
2010-02-22 08:00:00+00:00,0.399740986,0.399740986,0.75774
2010-02-22 09:00:00+00:00,0.400023155,0.400023155,0.756076
2010-02-22 10:00:00+00:00,0.400305083,0.400305083,0.754412
2010-02-22 11:00:00+00:00,0.40058677,0.40058677,0.752748
2010-02-22 12:00:00+00:00,0.400868216,0.400868216,0.751084
2010-02-22 13:00:00+00:00,0.40114942,0.40114942,0.74942
2010-02-22 14:00:00+00:00,0.401430384,0.401430384,0.747756
2010-02-22 15:00:00+00:00,0.401711106,0.401711106,0.746092
2010-02-22 16:00:00+00:00,0.401991587,0.401991587,0.744428
2010-02-22 17:00:00+00:00,0.402271826,0.402271826,0.742764
2010-02-22 18:00:00+00:00,0.402100122,0.402100122,0.7411
2010-02-22 19:00:00+00:00,0.40220248,0.40220248,0.739436
2010-02-22 20:00:00+00:00,0.402087462,0.402087462,0.737772
2010-02-22 21:00:00+00:00,0.402351048,0.402351048,0.736108
2010-02-22 22:00:00+00:00,0.402630082,0.402630082,0.734444
2010-02-22 23:00:00+00:00,0.40291018,0.40291018,0.73278
2010-02-23 00:00:00+00:00,0.403191344,0.403191344,0.736421
2010-02-23 01:00:00+00:00,0.403473572,0.403473572,0.740061
2010-02-23 02:00:00+00:00,0.403756866,0.403756866,0.743701
2010-02-23 03:00:00+00:00,0.404041224,0.404041224,0.747342
2010-02-23 04:00:00+00:00,0.404326648,0.404326648,0.750982
2010-02-23 05:00:00+00:00,0.404613136,0.404613136,0.754623
2010-02-23 06:00:00+00:00,0.404900689,0.404900689,0.758263
2010-02-23 07:00:00+00:00,0.405189307,0.405189307,0.761903
2010-02-23 08:00:00+00:00,0.40547899,0.40547899,0.765544
2010-02-23 09:00:00+00:00,0.405769738,0.405769738,0.769184
2010-02-23 10:00:00+00:00,0.406061551,0.406061551,0.772824
2010-02-23 11:00:00+00:00,0.406354429,0.406354429,0.776465
2010-02-23 12:00:00+00:00,0.406648372,0.406648372,0.780105
2010-02-23 13:00:00+00:00,0.406943379,0.406943379,0.783746
2010-02-23 14:00:00+00:00,0.407239452,0.407239452,0.787386
2010-02-23 15:00:00+00:00,0.40753659,0.40753659,0.791026
2010-02-23 16:00:00+00:00,0.407834792,0.407834792,0.794667
2010-02-23 17:00:00+00:00,0.408134059,0.408134059,0.798307
2010-02-23 18:00:00+00:00,0.408434392,0.408434392,0.801948
2010-02-23 19:00:00+00:00,0.408735789,0.408735789,0.805588
2010-02-23 20:00:00+00:00,0.409038251,0.409038251,0.809228
2010-02-23 21:00:00+00:00,0.409341778,0.409341778,0.812869
2010-02-23 22:00:00+00:00,0.409646371,0.409646371,0.816509
2010-02-23 23:00:00+00:00,0.409952089,0.409952089,0.82015
2010-02-24 00:00:00+00:00,0.410258935,0.410258935,0.822968
2010-02-24 01:00:00+00:00,0.410566908,0.410566908,0.825787
2010-02-24 02:00:00+00:00,0.410876008,0.410876008,0.828606
2010-02-24 03:00:00+00:00,0.411186235,0.411186235,0.831425
2010-02-24 04:00:00+00:00,0.411497588,0.411497588,0.834244
2010-02-24 05:00:00+00:00,0.411810069,0.411810069,0.837062
2010-02-24 06:00:00+00:00,0.412123676,0.412123676,0.839881
2010-02-24 07:00:00+00:00,0.412438411,0.412438411,0.8427
2010-02-24 08:00:00+00:00,0.412754272,0.412754272,0.845519
2010-02-24 09:00:00+00:00,0.41307126,0.41307126,0.848338
2010-02-24 10:00:00+00:00,0.413389375,0.413389375,0.851157
2010-02-24 11:00:00+00:00,0.413708617,0.413708617,0.853975
2010-02-24 12:00:00+00:00,0.414028986,0.414028986,0.856794
2010-02-24 13:00:00+00:00,0.414350482,0.414350482,0.859613
2010-02-24 14:00:00+00:00,0.414673105,0.414673105,0.862432
2010-02-24 15:00:00+00:00,0.414996855,0.414996855,0.865251
2010-02-24 16:00:00+00:00,0.415321732,0.415321732,0.86807
2010-02-24 17:00:00+00:00,0.415647735,0.415647735,0.870888
2010-02-24 18:00:00+00:00,0.415974866,0.415974866,0.873707
2010-02-24 19:00:00+00:00,0.416303123,0.416303123,0.876526
2010-02-24 20:00:00+00:00,0.416632507,0.416632507,0.879345
2010-02-24 21:00:00+00:00,0.416963019,0.416963019,0.882164
2010-02-24 22:00:00+00:00,0.417294657,0.417294657,0.884982
2010-02-24 23:00:00+00:00,0.417626682,0.417626682,0.887801
2010-02-25 00:00:00+00:00,0.417959094,0.417959094,0.887176
2010-02-25 01:00:00+00:00,0.418291893,0.418291893,0.886551
2010-02-25 02:00:00+00:00,0.418625078,0.418625078,0.885925
2010-02-25 03:00:00+00:00,0.418958651,0.418958651,0.8853
2010-02-25 04:00:00+00:00,0.41929261,0.41929261,0.884675
2010-02-25 05:00:00+00:00,0.419626956,0.419626956,0.884049
2010-02-25 06:00:00+00:00,0.419961689,0.419961689,0.883424
2010-02-25 07:00:00+00:00,0.420296808,0.420296808,0.882799
2010-02-25 08:00:00+00:00,0.420632315,0.420632315,0.882173
2010-02-25 09:00:00+00:00,0.420968208,0.420968208,0.881548
2010-02-25 10:00:00+00:00,0.421304488,0.421304488,0.880923
2010-02-25 11:00:00+00:00,0.421641155,0.421641155,0.880297
2010-02-25 12:00:00+00:00,0.421978209,0.421978209,0.879672
2010-02-25 13:00:00+00:00,0.42231565,0.42231565,0.879047
2010-02-25 14:00:00+00:00,0.422653477,0.422653477,0.878422
2010-02-25 15:00:00+00:00,0.422991691,0.422991691,0.877796
2010-02-25 16:00:00+00:00,0.423330292,0.423330292,0.877171
2010-02-25 17:00:00+00:00,0.42366928,0.42366928,0.876546
2010-02-25 18:00:00+00:00,0.424008655,0.424008655,0.87592
2010-02-25 19:00:00+00:00,0.424348417,0.424348417,0.875295
2010-02-25 20:00:00+00:00,0.424688565,0.424688565,0.87467
2010-02-25 21:00:00+00:00,0.4250291,0.4250291,0.874044
2010-02-25 22:00:00+00:00,0.425370023,0.425370023,0.873419
2010-02-25 23:00:00+00:00,0.425710835,0.425710835,0.872794
2010-02-26 00:00:00+00:00,0.426051537,0.426051537,0.872019
2010-02-26 01:00:00+00:00,0.426392129,0.426392129,0.871245
2010-02-26 02:00:00+00:00,0.426732612,0.426732612,0.870471
2010-02-26 03:00:00+00:00,0.427072984,0.427072984,0.869696
2010-02-26 04:00:00+00:00,0.427413247,0.427413247,0.868922
2010-02-26 05:00:00+00:00,0.427753399,0.427753399,0.868147
2010-02-26 06:00:00+00:00,0.428093442,0.428093442,0.867373
2010-02-26 07:00:00+00:00,0.428433375,0.428433375,0.866599
2010-02-26 08:00:00+00:00,0.428773198,0.428773198,0.865824
2010-02-26 09:00:00+00:00,0.429112911,0.429112911,0.86505
2010-02-26 10:00:00+00:00,0.429452514,0.429452514,0.864275
2010-02-26 11:00:00+00:00,0.429792007,0.429792007,0.863501
2010-02-26 12:00:00+00:00,0.43013139,0.43013139,0.862727
2010-02-26 13:00:00+00:00,0.430470664,0.430470664,0.861952
2010-02-26 14:00:00+00:00,0.430809827,0.430809827,0.861178
2010-02-26 15:00:00+00:00,0.43114888,0.43114888,0.860404
2010-02-26 16:00:00+00:00,0.431487824,0.431487824,0.859629
2010-02-26 17:00:00+00:00,0.431826658,0.431826658,0.858855
2010-02-26 18:00:00+00:00,0.432165381,0.432165381,0.85808
2010-02-26 19:00:00+00:00,0.432503995,0.432503995,0.857306
2010-02-26 20:00:00+00:00,0.432829618,0.432829618,0.856532
2010-02-26 21:00:00+00:00,0.433168012,0.433168012,0.855757
2010-02-26 22:00:00+00:00,0.433506296,0.433506296,0.854983
2010-02-26 23:00:00+00:00,0.433843972,0.433843972,0.854208
2010-02-27 00:00:00+00:00,0.434181041,0.434181041,0.851838
2010-02-27 01:00:00+00:00,0.434517503,0.434517503,0.849467
2010-02-27 02:00:00+00:00,0.434853356,0.434853356,0.847097
2010-02-27 03:00:00+00:00,0.435188602,0.435188602,0.844726
2010-02-27 04:00:00+00:00,0.435523241,0.435523241,0.842356
2010-02-27 05:00:00+00:00,0.435857272,0.435857272,0.839985
2010-02-27 06:00:00+00:00,0.436190695,0.436190695,0.837615
2010-02-27 07:00:00+00:00,0.436523511,0.436523511,0.835244
2010-02-27 08:00:00+00:00,0.436855719,0.436855719,0.832874
