Mapping_DIW,Unit,Fuel,Technology,Investment,FixedCost,EconomicLifetime,,,,,"nuclear	",2950000,,
CCGT,GAS-COMC,GAS,COMC,800000,20000,30,,0.254237288,,,"lignite	",1700000,0.576271186,0.3
OCGT,GAS-STUR,GAS,STUR,550000,15000,30,,,,,"hardcoal	",1600000,0.542372881,0.3
GTUR,GAS-GTUR,GAS,GTUR,550000,15000,30,,,,,"ccgt	",750000,0.254237288,
Coal,HRD-STUR,HRD,STUR,1800000,50000,30,,0.542372881,,,"ocgt	",650000,0.220338983,
LIG,LIG-STUR,LIG,STUR,1800000,60000,30,,0.576271186,,,"psp	",750000,0.254237288,
NUC,NUC-STUR,NUC,STUR,6000000,100000,30,,1,,,,,,
OilSteam,OIL-STUR,OIL,STUR,400000,6000,30,,0.220338983,,,,,,
Reservoir,WAT-HDAM,WAT,HDAM,2000000,20000,30,,0.677966102,,,,,,
PSP,WAT-HPHS,WAT,HPHS,2000000,20000,30,,0.677966102,,,,,,
RoR,WAT-HROR,WAT,HROR,3000000,60000,30,,1.016949153,,,,,,
PV,SUN-PHOT,SUN,PHOT,998000,25000,20,,0.338305085,,,,,,
Biomass,BIO-STUR,BIO,STUR,2400000,100000,30,,0.813559322,,,,,,
Waste,WST-STUR,WST,STUR,2424000,100000,30,,0.821694915,,,,,,
Wind offshore,WIN-WTOF,WIN,WTOF,3500000,35000,20,,1.186440678,,,,,,
Wind onshore,WIN-WTON,WIN,WTON,1063000,35000,20,,0.360338983,,,,,,
