,HE Bistrica,HE Kokin Brod,HE Pirot,HE Potpec,RHE Bajina Basta G2,HE Uvac,HE Vrla 1-4,
2010-01-02 11:00:00+00:00,0.211875547,0.393905583,0.264530186,0.127612043,0.286958871,0.300824637,1.357662388,0.420481322
2010-01-02 12:00:00+00:00,0.212315671,0.394307321,0.263708497,0.128268387,0.287300905,0.300250752,1.375917111,0.423152663
2010-01-02 13:00:00+00:00,0.212755794,0.39470906,0.262886809,0.128924731,0.287642898,0.299676868,1.394171834,0.425823999
2010-01-02 14:00:00+00:00,0.213195918,0.395110798,0.26206512,0.129581075,0.287984851,0.299102984,1.412426557,0.428495329
2010-01-02 15:00:00+00:00,0.213636042,0.395512536,0.261243432,0.130237419,0.288326764,0.298529099,1.43068128,0.431166653
2010-01-02 16:00:00+00:00,0.214076165,0.395914275,0.260421743,0.130893763,0.288668636,0.297955215,1.448936003,0.433837971
2010-01-02 17:00:00+00:00,0.214516289,0.396316013,0.259600055,0.131550108,0.289010469,0.297381331,1.467190726,0.436509284
2010-01-02 18:00:00+00:00,0.214956413,0.396717752,0.258778366,0.132206452,0.289352263,0.296807446,1.485445449,0.439180592
2010-01-02 19:00:00+00:00,0.215396537,0.39711949,0.257956678,0.132862796,0.289694015,0.296233562,1.503700172,0.441851893
2010-01-02 20:00:00+00:00,0.21583666,0.397521229,0.257134989,0.13351914,0.290035728,0.295659678,1.521954895,0.444523188
2010-01-02 21:00:00+00:00,0.216276784,0.397922967,0.2563133,0.134175484,0.290377401,0.295085793,1.540209618,0.447194478
2010-01-02 22:00:00+00:00,0.216716908,0.398324705,0.255491612,0.134831828,0.290719034,0.294511909,1.558464341,0.449865762
2010-01-02 23:00:00+00:00,0.217157031,0.398726444,0.254669923,0.135488172,0.291060628,0.293938025,1.576719064,0.452537041
2010-01-03 00:00:00+00:00,0.217597155,0.398360187,0.25392823,0.136144516,0.290582315,0.293262177,1.56572394,0.450799789
2010-01-03 01:00:00+00:00,0.218037279,0.39799393,0.253186536,0.13680086,0.290103924,0.292586328,1.554728816,0.449062525
2010-01-03 02:00:00+00:00,0.218477402,0.397627673,0.252444842,0.137457204,0.289625455,0.29191048,1.543733692,0.44732525
2010-01-03 03:00:00+00:00,0.218917526,0.397261416,0.251703148,0.138113548,0.289146908,0.291234632,1.532738567,0.445587964
2010-01-03 04:00:00+00:00,0.21935765,0.39689516,0.250961455,0.138769892,0.288668283,0.290558784,1.521743443,0.443850667
2010-01-03 05:00:00+00:00,0.219797774,0.396528903,0.250219761,0.139426237,0.288189578,0.289882936,1.510748319,0.442113358
2010-01-03 06:00:00+00:00,0.220237897,0.396162646,0.249478067,0.140082581,0.287710795,0.289207088,1.499753195,0.440376038
2010-01-03 07:00:00+00:00,0.220678021,0.395796389,0.248736374,0.140738925,0.287231934,0.28853124,1.488758071,0.438638708
2010-01-03 08:00:00+00:00,0.221118145,0.395430132,0.24799468,0.141395269,0.286752994,0.287855392,1.477762947,0.436901366
2010-01-03 09:00:00+00:00,0.221558268,0.395063876,0.247252986,0.142051613,0.286273974,0.287179544,1.466767823,0.435164012
2010-01-03 10:00:00+00:00,0.221998392,0.394697619,0.246511292,0.142707957,0.285794875,0.286503696,1.455772699,0.433426647
2010-01-03 11:00:00+00:00,0.222438516,0.394331362,0.245769599,0.143364301,0.285315696,0.285827848,1.444777575,0.431689271
2010-01-03 12:00:00+00:00,0.222878639,0.393965105,0.245027905,0.144020645,0.284836439,0.285152,1.43378245,0.429951883
2010-01-03 13:00:00+00:00,0.223318763,0.393598848,0.244286211,0.144676989,0.284357101,0.284476151,1.422787326,0.428214484
2010-01-03 14:00:00+00:00,0.223758887,0.393232591,0.243544517,0.145333333,0.283877683,0.283800303,1.411792202,0.426477074
2010-01-03 15:00:00+00:00,0.22419901,0.392866335,0.242802824,0.145989677,0.283398185,0.283124455,1.400797078,0.424739652
2010-01-03 16:00:00+00:00,0.224639134,0.392500078,0.24206113,0.146646022,0.282918608,0.282448607,1.389801954,0.423002219
2010-01-03 17:00:00+00:00,0.225079258,0.392133821,0.241319436,0.147302366,0.282438949,0.281772759,1.37880683,0.421264774
2010-01-03 18:00:00+00:00,0.225519382,0.391767564,0.240577743,0.14795871,0.28195921,0.281096911,1.367811706,0.419527318
2010-01-03 19:00:00+00:00,0.225959505,0.391401307,0.239836049,0.148615054,0.28147939,0.280421063,1.356816582,0.41778985
2010-01-03 20:00:00+00:00,0.226399629,0.39103505,0.239094355,0.149271398,0.28099949,0.279745215,1.345821458,0.416052371
2010-01-03 21:00:00+00:00,0.226839753,0.390668794,0.238352661,0.149927742,0.280519508,0.279069367,1.334826333,0.41431488
2010-01-03 22:00:00+00:00,0.227279876,0.390302537,0.237610968,0.150584086,0.280039445,0.278393519,1.323831209,0.412577377
2010-01-03 23:00:00+00:00,0.22772,0.38993628,0.236869274,0.15124043,0.279559301,0.277717671,1.312836085,0.410839863
2010-01-04 00:00:00+00:00,0.228160124,0.38917652,0.236125786,0.151896774,0.278615429,0.277035508,1.30409246,0.409300372
2010-01-04 01:00:00+00:00,0.228600247,0.388416761,0.235382297,0.152553118,0.277671241,0.276353344,1.295348834,0.407760835
2010-01-04 02:00:00+00:00,0.229040371,0.387657001,0.234638809,0.153209462,0.276726736,0.275671181,1.286605208,0.406221253
2010-01-04 03:00:00+00:00,0.229480495,0.386897241,0.233895321,0.153865806,0.275781911,0.274989018,1.277861583,0.404681625
2010-01-04 04:00:00+00:00,0.229920619,0.386137481,0.233151833,0.154522151,0.274836766,0.274306855,1.269117957,0.403141952
2010-01-04 05:00:00+00:00,0.230360742,0.385377722,0.232408345,0.155178495,0.2738913,0.273624692,1.260374331,0.401602232
2010-01-04 06:00:00+00:00,0.230800866,0.384617962,0.231664856,0.155834839,0.272945511,0.272942529,1.251630706,0.400062467
2010-01-04 07:00:00+00:00,0.23124099,0.383858202,0.230921368,0.156491183,0.271999398,0.272260366,1.24288708,0.398522655
2010-01-04 08:00:00+00:00,0.231681113,0.383098443,0.23017788,0.157147527,0.271052959,0.271578203,1.234143454,0.396982797
2010-01-04 09:00:00+00:00,0.232121237,0.382338683,0.229434392,0.157803871,0.270106194,0.27089604,1.225399829,0.395442892
2010-01-04 10:00:00+00:00,0.232561361,0.381578923,0.228690903,0.158460215,0.269159099,0.270213877,1.216656203,0.39390294
2010-01-04 11:00:00+00:00,0.233001484,0.380819164,0.227947415,0.159116559,0.268211675,0.269531714,1.207912577,0.392362941
2010-01-04 12:00:00+00:00,0.233441608,0.380059404,0.227203927,0.159772903,0.26726392,0.268849551,1.199168952,0.390822895
2010-01-04 13:00:00+00:00,0.233881732,0.379299644,0.226460439,0.160429247,0.266315833,0.268167388,1.190425326,0.389282801
2010-01-04 14:00:00+00:00,0.234321855,0.378539885,0.22571695,0.161085591,0.265367411,0.267485225,1.1816817,0.38774266
2010-01-04 15:00:00+00:00,0.234761979,0.377780125,0.224973462,0.161741935,0.264418654,0.266803061,1.172938075,0.38620247
2010-01-04 16:00:00+00:00,0.235202103,0.377020365,0.224229974,0.16239828,0.26346956,0.266120898,1.164194449,0.384662233
2010-01-04 17:00:00+00:00,0.235642227,0.376260606,0.223486486,0.163054624,0.262520129,0.265438735,1.155450823,0.383121947
2010-01-04 18:00:00+00:00,0.23608235,0.375500846,0.222742998,0.163710968,0.261570358,0.264756572,1.146707198,0.381581613
2010-01-04 19:00:00+00:00,0.236522474,0.374741086,0.221999509,0.164367312,0.260620244,0.264074409,1.137963572,0.380041229
2010-01-04 20:00:00+00:00,0.236962598,0.373981327,0.221256021,0.165023656,0.259669789,0.263392246,1.129219946,0.378500798
2010-01-04 21:00:00+00:00,0.237402721,0.373221567,0.220512533,0.16568,0.258718989,0.262710083,1.120476321,0.376960316
2010-01-04 22:00:00+00:00,0.237842845,0.372461807,0.219769045,0.166336344,0.257767844,0.26202792,1.111732695,0.375419786
2010-01-04 23:00:00+00:00,0.238282969,0.371702048,0.219025556,0.166992688,0.256816351,0.261345757,1.102989069,0.373879205
2010-01-05 00:00:00+00:00,0.238723092,0.370821762,0.220305157,0.167649032,0.256338506,0.260692349,1.099300535,0.373404348
2010-01-05 01:00:00+00:00,0.239163216,0.369941476,0.221584759,0.168305376,0.255860574,0.260038942,1.095612,0.372929478
2010-01-05 02:00:00+00:00,0.23960334,0.369061191,0.22286436,0.16896172,0.255382553,0.259385534,1.091923466,0.372454595
2010-01-05 03:00:00+00:00,0.240043463,0.368180905,0.224143961,0.169618065,0.254904444,0.258732126,1.088234932,0.371979699
2010-01-05 04:00:00+00:00,0.240483587,0.36730062,0.225423562,0.170274409,0.254426245,0.258078719,1.084546397,0.371504791
2010-01-05 05:00:00+00:00,0.240923711,0.366420334,0.226703163,0.170930753,0.253947959,0.257425311,1.080857863,0.371029871
2010-01-05 06:00:00+00:00,0.241363835,0.365540049,0.227982764,0.171587097,0.253469583,0.256771903,1.077169328,0.370554937
2010-01-05 07:00:00+00:00,0.241803958,0.364659763,0.229262365,0.172243441,0.252991118,0.256118496,1.073480794,0.370079991
2010-01-05 08:00:00+00:00,0.242244082,0.363779477,0.230541966,0.172899785,0.252512563,0.255465088,1.069792259,0.369605031
2010-01-05 09:00:00+00:00,0.242684206,0.362899192,0.231821567,0.173556129,0.252033918,0.25481168,1.066103725,0.36913006
2010-01-05 10:00:00+00:00,0.243124329,0.362018906,0.233101168,0.174212473,0.251555183,0.254158273,1.06241519,0.368655075
2010-01-05 11:00:00+00:00,0.243564453,0.361138621,0.234380769,0.174868817,0.251076359,0.253504865,1.058726656,0.368180077
2010-01-05 12:00:00+00:00,0.244004577,0.360258335,0.23566037,0.175525161,0.250597444,0.252851458,1.055038121,0.367705067
2010-01-05 13:00:00+00:00,0.2444447,0.35937805,0.236939971,0.176181505,0.250118438,0.25219805,1.051349587,0.367230043
2010-01-05 14:00:00+00:00,0.244884824,0.358497764,0.238219572,0.176837849,0.249639341,0.251544642,1.047661053,0.366755006
2010-01-05 15:00:00+00:00,0.245324948,0.357617478,0.239499173,0.177494194,0.249160155,0.250891235,1.043972518,0.366279957
2010-01-05 16:00:00+00:00,0.245765072,0.356737193,0.240778774,0.178150538,0.248680876,0.250237827,1.040283984,0.365804895
2010-01-05 17:00:00+00:00,0.246205195,0.355856907,0.242058375,0.178806882,0.248201506,0.249584419,1.036595449,0.365329819
2010-01-05 18:00:00+00:00,0.246645319,0.354976622,0.243337976,0.179463226,0.247722045,0.248931012,1.032906915,0.364854731
2010-01-05 19:00:00+00:00,0.247085443,0.354096336,0.244617577,0.18011957,0.247242491,0.248277604,1.02921838,0.364379629
2010-01-05 20:00:00+00:00,0.247525566,0.353216051,0.245897179,0.180775914,0.246762846,0.247624196,1.025529846,0.363904514
2010-01-05 21:00:00+00:00,0.24796569,0.352335765,0.24717678,0.181432258,0.246283109,0.246970789,1.021841311,0.363429386
2010-01-05 22:00:00+00:00,0.248405814,0.35145548,0.248456381,0.182088602,0.24580328,0.246317381,1.018152777,0.362954245
2010-01-05 23:00:00+00:00,0.248845937,0.350575194,0.249735982,0.182744946,0.245323358,0.245663974,1.014464243,0.362479091
2010-01-06 00:00:00+00:00,0.249286061,0.349745182,0.249900299,0.18340129,0.245486119,0.245053792,1.028799407,0.364524593
2010-01-06 01:00:00+00:00,0.249726185,0.34891517,0.250064616,0.184057634,0.245648871,0.24444361,1.043134572,0.366570094
2010-01-06 02:00:00+00:00,0.250166308,0.348085157,0.250228934,0.184713978,0.245811613,0.243833429,1.057469737,0.368615594
2010-01-06 03:00:00+00:00,0.250606432,0.347255145,0.250393251,0.185370323,0.245974343,0.243223247,1.071804901,0.370661092
2010-01-06 04:00:00+00:00,0.251046556,0.346425133,0.250557569,0.186026667,0.246137063,0.242613066,1.086140066,0.372706589
2010-01-06 05:00:00+00:00,0.25148668,0.345595121,0.250721886,0.186683011,0.246299771,0.242002884,1.100475231,0.374752083
2010-01-06 06:00:00+00:00,0.251926803,0.344765109,0.250886203,0.187339355,0.24646247,0.241392703,1.114810395,0.376797577
2010-01-06 07:00:00+00:00,0.252366927,0.343935097,0.251050521,0.187995699,0.246625158,0.240782521,1.12914556,0.378843069
2010-01-06 08:00:00+00:00,0.252807051,0.343105085,0.251214838,0.188652043,0.246787835,0.24017234,1.143480725,0.38088856
2010-01-06 09:00:00+00:00,0.253247174,0.342275072,0.251379155,0.189308387,0.246950501,0.239562158,1.15781589,0.382934048
2010-01-06 10:00:00+00:00,0.253687298,0.34144506,0.251543473,0.189964731,0.247113158,0.238951977,1.172151054,0.384979536
2010-01-06 11:00:00+00:00,0.254127422,0.340615048,0.25170779,0.190621075,0.247275803,0.238341795,1.186486219,0.387025022
2010-01-06 12:00:00+00:00,0.254567545,0.339785036,0.251872108,0.191277419,0.247438438,0.237731614,1.200821384,0.389070506
2010-01-06 13:00:00+00:00,0.255007669,0.338955024,0.252036425,0.191933763,0.247601061,0.237121432,1.215156548,0.391115989
2010-01-06 14:00:00+00:00,0.255447793,0.338125012,0.252200742,0.192590108,0.247763675,0.236511251,1.229491713,0.393161471
2010-01-06 15:00:00+00:00,0.255887917,0.337295,0.25236506,0.193246452,0.247926279,0.235901069,1.243826878,0.395206951
2010-01-06 16:00:00+00:00,0.25632804,0.336464987,0.252529377,0.193902796,0.248088871,0.235290888,1.258162042,0.397252429
2010-01-06 17:00:00+00:00,0.256768164,0.335634975,0.252693694,0.19455914,0.248251453,0.234680706,1.272497207,0.399297906
2010-01-06 18:00:00+00:00,0.257208288,0.334804963,0.252858012,0.195215484,0.248414024,0.234070525,1.286832372,0.401343381
2010-01-06 19:00:00+00:00,0.257648411,0.333974951,0.253022329,0.195871828,0.248576585,0.233460343,1.301167536,0.403388855
2010-01-06 20:00:00+00:00,0.258088535,0.333144939,0.253186647,0.196528172,0.248739136,0.232850162,1.315502701,0.405434327
2010-01-06 21:00:00+00:00,0.258528659,0.332314927,0.253350964,0.197184516,0.248901676,0.23223998,1.329837866,0.407479798
2010-01-06 22:00:00+00:00,0.258968782,0.331484914,0.253515281,0.19784086,0.249064205,0.231629799,1.344173031,0.409525267
2010-01-06 23:00:00+00:00,0.259408906,0.330654902,0.253679599,0.198497204,0.249226724,0.231019617,1.358508195,0.411570735
2010-01-07 00:00:00+00:00,0.25984903,0.329881164,0.253218414,0.199153548,0.249428913,0.230453703,1.368731931,0.412959529
2010-01-07 01:00:00+00:00,0.260289153,0.329107426,0.25275723,0.199809892,0.249631084,0.229887788,1.378955668,0.41434832
2010-01-07 02:00:00+00:00,0.260729277,0.328333688,0.252296045,0.200466237,0.24983324,0.229321873,1.389179404,0.415737109
2010-01-07 03:00:00+00:00,0.261169401,0.32755995,0.251834861,0.201122581,0.250035379,0.228755959,1.39940314,0.417125896
2010-01-07 04:00:00+00:00,0.261609525,0.326786212,0.251373676,0.201778925,0.250237503,0.228190044,1.409626876,0.41851468
2010-01-07 05:00:00+00:00,0.262049648,0.326012474,0.250912492,0.202435269,0.25043961,0.22762413,1.419850612,0.419903462
2010-01-07 06:00:00+00:00,0.262489772,0.325238736,0.250451307,0.203091613,0.250641701,0.227058215,1.430074349,0.421292242
2010-01-07 07:00:00+00:00,0.262929896,0.324464998,0.249990123,0.203747957,0.250843775,0.226492301,1.440298085,0.422681019
2010-01-07 08:00:00+00:00,0.263370019,0.32369126,0.249528938,0.204404301,0.251045835,0.225926386,1.450521821,0.424069794
2010-01-07 09:00:00+00:00,0.263810143,0.322917522,0.249067754,0.205060645,0.251247878,0.225360471,1.460745557,0.425458567
2010-01-07 10:00:00+00:00,0.264250267,0.322143784,0.248606569,0.205716989,0.251449904,0.224794557,1.470969293,0.426847338
2010-01-07 11:00:00+00:00,0.26469039,0.321370046,0.248145385,0.206373333,0.251651915,0.224228642,1.481193029,0.428236106
2010-01-07 12:00:00+00:00,0.265130514,0.320596308,0.2476842,0.207029677,0.251853909,0.223662728,1.491416766,0.429624872
2010-01-07 13:00:00+00:00,0.265570638,0.31982257,0.247223016,0.207686022,0.252055888,0.223096813,1.501640502,0.431013636
2010-01-07 14:00:00+00:00,0.266010762,0.319048832,0.246761831,0.208342366,0.25225785,0.222530899,1.511864238,0.432402397
2010-01-07 15:00:00+00:00,0.266450885,0.318275094,0.246300647,0.20899871,0.252459796,0.221964984,1.522087974,0.433791156
2010-01-07 16:00:00+00:00,0.266891009,0.317501356,0.245839463,0.209655054,0.252661728,0.221399069,1.53231171,0.435179913
2010-01-07 17:00:00+00:00,0.267331133,0.316727618,0.245378278,0.210311398,0.252863641,0.220833155,1.542535447,0.436568667
2010-01-07 18:00:00+00:00,0.267771256,0.31595388,0.244917094,0.210967742,0.25306554,0.22026724,1.552759183,0.437957419
2010-01-07 19:00:00+00:00,0.26821138,0.315180142,0.244455909,0.211624086,0.253267424,0.219701326,1.562982919,0.439346169
2010-01-07 20:00:00+00:00,0.268651504,0.314406404,0.243994725,0.21228043,0.25346929,0.219135411,1.573206655,0.440734917
2010-01-07 21:00:00+00:00,0.269091627,0.313632665,0.24353354,0.212936774,0.253671141,0.218569496,1.583430391,0.442123662
2010-01-07 22:00:00+00:00,0.269531751,0.312858927,0.243072356,0.213593118,0.253872976,0.218003582,1.593654128,0.443512405
2010-01-07 23:00:00+00:00,0.269971875,0.312085189,0.242611171,0.214249462,0.254074795,0.217437667,1.603877864,0.444901146
2010-01-08 00:00:00+00:00,0.270411998,0.311961664,0.242139539,0.214905806,0.255079346,0.216960656,1.596536037,0.443999292
2010-01-08 01:00:00+00:00,0.270852122,0.311838138,0.241667906,0.215562151,0.256083506,0.216483645,1.58919421,0.443097383
2010-01-08 02:00:00+00:00,0.271292246,0.311714612,0.241196274,0.216218495,0.257087278,0.216006634,1.581852383,0.442195417
2010-01-08 03:00:00+00:00,0.27173237,0.311591086,0.240724641,0.216874839,0.258090661,0.215529623,1.574510556,0.441293397
2010-01-08 04:00:00+00:00,0.272172493,0.311467561,0.240253009,0.217531183,0.259093659,0.215052611,1.567168729,0.440391321
2010-01-08 05:00:00+00:00,0.272612617,0.311344035,0.239781376,0.218187527,0.260096273,0.2145756,1.559826902,0.43948919
2010-01-08 06:00:00+00:00,0.273052741,0.311220509,0.239309744,0.218843871,0.261098504,0.214098589,1.552485075,0.438587005
2010-01-08 07:00:00+00:00,0.273492864,0.311096983,0.238838111,0.219500215,0.262100355,0.213621578,1.545143248,0.437684765
2010-01-08 08:00:00+00:00,0.273932988,0.310973458,0.238366479,0.220156559,0.263101829,0.213144567,1.537801421,0.436782472
2010-01-08 09:00:00+00:00,0.274373112,0.310849932,0.237894847,0.220812903,0.264102924,0.212667556,1.530459594,0.435880124
2010-01-08 10:00:00+00:00,0.274813235,0.310726406,0.237423214,0.221469247,0.265103645,0.212190544,1.523117767,0.434977723
2010-01-08 11:00:00+00:00,0.275253359,0.31060288,0.236951582,0.222125591,0.266103993,0.211713533,1.51577594,0.434075268
2010-01-08 12:00:00+00:00,0.275693483,0.310479355,0.236479949,0.222781935,0.267103968,0.211236522,1.508434113,0.433172761
2010-01-08 13:00:00+00:00,0.276133607,0.310355829,0.236008317,0.22343828,0.268103574,0.210759511,1.501092287,0.432270201
2010-01-08 14:00:00+00:00,0.27657373,0.310232303,0.235536684,0.224094624,0.26910281,0.2102825,1.49375046,0.431367587
2010-01-08 15:00:00+00:00,0.277013854,0.310108777,0.235065052,0.224750968,0.27010168,0.209805488,1.486408633,0.430464922
2010-01-08 16:00:00+00:00,0.277453978,0.309985252,0.234593419,0.225407312,0.271100185,0.209328477,1.479066806,0.429562204
2010-01-08 17:00:00+00:00,0.277894101,0.309861726,0.234121787,0.226063656,0.272098326,0.208851466,1.471724979,0.428659434
2010-01-08 18:00:00+00:00,0.278334225,0.3097382,0.233650154,0.22672,0.273096106,0.208374455,1.464383152,0.427756613
2010-01-08 19:00:00+00:00,0.278774349,0.309614674,0.233178522,0.227376344,0.274093525,0.207897444,1.457041325,0.42685374
2010-01-08 20:00:00+00:00,0.279214472,0.309491149,0.232706889,0.228032688,0.275090585,0.207420433,1.449699498,0.425950816
2010-01-08 21:00:00+00:00,0.279654596,0.309367623,0.232235257,0.228689032,0.276087288,0.206943421,1.442357671,0.425047841
2010-01-08 22:00:00+00:00,0.28009472,0.309244097,0.231763624,0.229345376,0.277083635,0.20646641,1.435015844,0.424144815
2010-01-08 23:00:00+00:00,0.280534843,0.309120571,0.231291992,0.23000172,0.278079628,0.205989399,1.427674017,0.423241739
2010-01-09 00:00:00+00:00,0.280974967,0.308906003,0.230902149,0.230658065,0.279195805,0.205695283,1.428566787,0.423557008
2010-01-09 01:00:00+00:00,0.281415091,0.308691434,0.230512306,0.231314409,0.280311541,0.205401167,1.429459556,0.423872215
2010-01-09 02:00:00+00:00,0.281855215,0.308476865,0.230122463,0.231970753,0.281426838,0.205107051,1.430352326,0.424187359
2010-01-09 03:00:00+00:00,0.282295338,0.308262296,0.229732619,0.232627097,0.282541698,0.204812935,1.431245095,0.42450244
2010-01-09 04:00:00+00:00,0.282735462,0.308047727,0.229342776,0.233283441,0.283656123,0.204518819,1.432137865,0.424817459
2010-01-09 05:00:00+00:00,0.283175586,0.307833158,0.228952933,0.233939785,0.284770115,0.204224702,1.433030635,0.425132416
2010-01-09 06:00:00+00:00,0.283615709,0.30761859,0.22856309,0.234596129,0.285883676,0.203930586,1.433923404,0.425447312
2010-01-09 07:00:00+00:00,0.284055833,0.307404021,0.228173247,0.235252473,0.28699681,0.20363647,1.434816174,0.425762147
2010-01-09 08:00:00+00:00,0.284495957,0.307189452,0.227783404,0.235908817,0.288109515,0.203342354,1.435708943,0.42607692
2010-01-09 09:00:00+00:00,0.28493608,0.306974883,0.227393561,0.236565161,0.289221796,0.203048238,1.436601713,0.426391633
2010-01-09 10:00:00+00:00,0.285376204,0.306760314,0.227003717,0.237221505,0.290333654,0.202754122,1.437494483,0.426706286
2010-01-09 11:00:00+00:00,0.285816328,0.306545746,0.226613874,0.237877849,0.291445091,0.202460006,1.438387252,0.427020878
2010-01-09 12:00:00+00:00,0.286256452,0.306331177,0.226224031,0.238534194,0.29255611,0.20216589,1.439280022,0.427335411
2010-01-09 13:00:00+00:00,0.286696575,0.306116608,0.225834188,0.239190538,0.29366671,0.201871773,1.440172791,0.427649883
2010-01-09 14:00:00+00:00,0.287136699,0.305902039,0.225444345,0.239846882,0.294776896,0.201577657,1.441065561,0.427964297
2010-01-09 15:00:00+00:00,0.287576823,0.30568747,0.225054502,0.240503226,0.295886669,0.201283541,1.441958331,0.428278652
2010-01-09 16:00:00+00:00,0.288016946,0.305472902,0.224664659,0.24115957,0.296996029,0.200989425,1.4428511,0.428592947
2010-01-09 17:00:00+00:00,0.28845707,0.305258333,0.224274815,0.241815914,0.29810498,0.200695309,1.44374387,0.428907184
2010-01-09 18:00:00+00:00,0.288897194,0.305043764,0.223884972,0.242472258,0.299213524,0.200401193,1.444636639,0.429221363
2010-01-09 19:00:00+00:00,0.289337317,0.304829195,0.223495129,0.243128602,0.300321661,0.200107077,1.445529409,0.429535484
