,HE Bistrica,HE Kokin Brod,HE Pirot,HE Potpec,RHE Bajina Basta G2,HE Uvac,HE Vrla 1-4
2014-12-31 23:00:00+00:00,0.276515047,0.459558137,0.246093953,0.1744,0.443227115,0.233514429,1.592269958
2015-01-01 00:00:00+00:00,0.276515047,0.459558137,0.246093953,0.1744,0.443227115,0.233514429,1.592269958
2015-01-01 01:00:00+00:00,0.276747335,0.460500669,0.245218938,0.174587527,0.444108992,0.233271813,1.587612042
2015-01-01 02:00:00+00:00,0.276979622,0.461443201,0.244343923,0.174775054,0.444990697,0.233029197,1.582954126
2015-01-01 03:00:00+00:00,0.27721191,0.462385732,0.243468908,0.174962581,0.445872229,0.232786581,1.57829621
2015-01-01 04:00:00+00:00,0.277444197,0.463328264,0.242593893,0.175150108,0.446753588,0.232543965,1.573638294
2015-01-01 05:00:00+00:00,0.277676485,0.464270796,0.241718878,0.175337634,0.447634775,0.232301349,1.568980378
2015-01-01 06:00:00+00:00,0.277908772,0.465213328,0.240843862,0.175525161,0.448515791,0.232058733,1.564322461
2015-01-01 07:00:00+00:00,0.27814106,0.466155859,0.239968847,0.175712688,0.449396636,0.231816116,1.559664545
2015-01-01 08:00:00+00:00,0.278373347,0.467098391,0.239093832,0.175900215,0.45027731,0.2315735,1.555006629
2015-01-01 09:00:00+00:00,0.278605635,0.468040923,0.238218817,0.176087742,0.451157814,0.231330884,1.550348713
2015-01-01 10:00:00+00:00,0.278837922,0.468983454,0.237343802,0.176275269,0.452038148,0.231088268,1.545690797
2015-01-01 11:00:00+00:00,0.27907021,0.469925986,0.236468787,0.176462796,0.452918312,0.230845652,1.54103288
2015-01-01 12:00:00+00:00,0.279302497,0.470868518,0.235593771,0.176650323,0.453798307,0.230603036,1.536374964
2015-01-01 13:00:00+00:00,0.279534785,0.471811049,0.234718756,0.176837849,0.454678134,0.23036042,1.531717048
2015-01-01 14:00:00+00:00,0.279767072,0.472753581,0.233843741,0.177025376,0.455557792,0.230117804,1.527059132
2015-01-01 15:00:00+00:00,0.27999936,0.473696113,0.232968726,0.177212903,0.456437282,0.229875187,1.522401216
2015-01-01 16:00:00+00:00,0.280231647,0.474638645,0.232093711,0.17740043,0.457316605,0.229632571,1.5177433
2015-01-01 17:00:00+00:00,0.280463935,0.475581176,0.231218696,0.177587957,0.45819576,0.229389955,1.513085383
2015-01-01 18:00:00+00:00,0.280696222,0.476523708,0.23034368,0.177775484,0.459074749,0.229147339,1.508427467
2015-01-01 19:00:00+00:00,0.28092851,0.47746624,0.229468665,0.177963011,0.459953571,0.228904723,1.503769551
2015-01-01 20:00:00+00:00,0.281160797,0.478408771,0.22859365,0.178150538,0.460832227,0.228662107,1.499111635
2015-01-01 21:00:00+00:00,0.281393085,0.479351303,0.227718635,0.178338065,0.461710718,0.228419491,1.494453719
2015-01-01 22:00:00+00:00,0.281625372,0.480293835,0.22684362,0.178525591,0.462589043,0.228176874,1.489795803
2015-01-01 23:00:00+00:00,0.28185766,0.481236366,0.225968605,0.178713118,0.463467203,0.227934258,1.485137886
2015-01-02 00:00:00+00:00,0.282089947,0.481733253,0.22529192,0.178900645,0.464028443,0.227509159,1.508948395
2015-01-02 01:00:00+00:00,0.282322235,0.48223014,0.224615235,0.179088172,0.464589615,0.227084059,1.532758903
2015-01-02 02:00:00+00:00,0.282554522,0.482727027,0.223938551,0.179275699,0.46515072,0.22665896,1.556569411
2015-01-02 03:00:00+00:00,0.28278681,0.483223914,0.223261866,0.179463226,0.465711759,0.22623386,1.580379919
2015-01-02 04:00:00+00:00,0.283019097,0.483720801,0.222585181,0.179650753,0.466272731,0.225808761,1.604190427
2015-01-02 05:00:00+00:00,0.283251385,0.484217688,0.221908496,0.17983828,0.466833635,0.225383661,1.628000936
2015-01-02 06:00:00+00:00,0.283483672,0.484714575,0.221231812,0.180025806,0.467394474,0.224958562,1.651811444
2015-01-02 07:00:00+00:00,0.28371596,0.485211462,0.220555127,0.180213333,0.467955245,0.224533462,1.675621952
2015-01-02 08:00:00+00:00,0.283948247,0.485708349,0.219878442,0.18040086,0.468515951,0.224108363,1.69943246
2015-01-02 09:00:00+00:00,0.284180535,0.486205236,0.219201758,0.180588387,0.469076589,0.223683263,1.723242969
2015-01-02 10:00:00+00:00,0.284412822,0.486702123,0.218525073,0.180775914,0.469637162,0.223258164,1.747053477
2015-01-02 11:00:00+00:00,0.28464511,0.48719901,0.217848388,0.180963441,0.470197668,0.222833064,1.770863985
2015-01-02 12:00:00+00:00,0.284877397,0.487695897,0.217171704,0.181150968,0.470758109,0.222407965,1.794674493
2015-01-02 13:00:00+00:00,0.285109685,0.488192784,0.216495019,0.181338495,0.471318483,0.221982865,1.818485001
2015-01-02 14:00:00+00:00,0.285341972,0.488689671,0.215818334,0.181526022,0.471878792,0.221557766,1.84229551
2015-01-02 15:00:00+00:00,0.28557426,0.489186558,0.21514165,0.181713548,0.472439034,0.221132666,1.866106018
2015-01-02 16:00:00+00:00,0.285806547,0.489683445,0.214464965,0.181901075,0.472999211,0.220707567,1.889916526
2015-01-02 17:00:00+00:00,0.286038835,0.490180332,0.21378828,0.182088602,0.473559323,0.220282467,1.913727034
2015-01-02 18:00:00+00:00,0.286271122,0.490677219,0.213111596,0.182276129,0.474119369,0.219857368,1.937537542
2015-01-02 19:00:00+00:00,0.28650341,0.491174106,0.212434911,0.182463656,0.474679349,0.219432268,1.961348051
2015-01-02 20:00:00+00:00,0.286735697,0.491670993,0.211758226,0.182651183,0.475239264,0.219007169,1.985158559
2015-01-02 21:00:00+00:00,0.286967985,0.49216788,0.211081542,0.18283871,0.475799114,0.218582069,2.008969067
2015-01-02 22:00:00+00:00,0.287200272,0.492664767,0.210404857,0.183026237,0.476358899,0.21815697,2.032779575
2015-01-02 23:00:00+00:00,0.28743256,0.493161654,0.209728172,0.183213763,0.476918619,0.21773187,2.056590083
2015-01-03 00:00:00+00:00,0.287664847,0.492708652,0.209117366,0.18340129,0.476134877,0.217231242,2.042248617
2015-01-03 01:00:00+00:00,0.287897135,0.49225565,0.208506559,0.183588817,0.475351007,0.216730614,2.027907151
2015-01-03 02:00:00+00:00,0.288129422,0.491802649,0.207895752,0.183776344,0.47456701,0.216229985,2.013565685
2015-01-03 03:00:00+00:00,0.28836171,0.491349647,0.207284946,0.183963871,0.473782884,0.215729357,1.999224218
2015-01-03 04:00:00+00:00,0.288593997,0.490896645,0.206674139,0.184151398,0.47299863,0.215228729,1.984882752
2015-01-03 05:00:00+00:00,0.288826285,0.490443643,0.206063333,0.184338925,0.472214248,0.214728101,1.970541286
2015-01-03 06:00:00+00:00,0.289058572,0.489990641,0.205452526,0.184526452,0.471429736,0.214227473,1.95619982
2015-01-03 07:00:00+00:00,0.28929086,0.489537639,0.204841719,0.184713978,0.470645096,0.213726844,1.941858353
2015-01-03 08:00:00+00:00,0.289523147,0.489084637,0.204230913,0.184901505,0.469860326,0.213226216,1.927516887
2015-01-03 09:00:00+00:00,0.289755435,0.488631635,0.203620106,0.185089032,0.469075426,0.212725588,1.913175421
2015-01-03 10:00:00+00:00,0.289987722,0.488178634,0.2030093,0.185276559,0.468290397,0.21222496,1.898833955
2015-01-03 11:00:00+00:00,0.29022001,0.487725632,0.202398493,0.185464086,0.467505237,0.211724332,1.884492489
2015-01-03 12:00:00+00:00,0.290452297,0.48727263,0.201787686,0.185651613,0.466719947,0.211223703,1.870151022
2015-01-03 13:00:00+00:00,0.290684585,0.486819628,0.20117688,0.18583914,0.465934526,0.210723075,1.855809556
2015-01-03 14:00:00+00:00,0.290916872,0.486366626,0.200566073,0.186026667,0.465148974,0.210222447,1.84146809
2015-01-03 15:00:00+00:00,0.29114916,0.485913624,0.199955267,0.186214194,0.464363291,0.209721819,1.827126624
2015-01-03 16:00:00+00:00,0.291381447,0.485460622,0.19934446,0.18640172,0.463577477,0.209221191,1.812785157
2015-01-03 17:00:00+00:00,0.291613735,0.485007621,0.198733653,0.186589247,0.46279153,0.208720562,1.798443691
2015-01-03 18:00:00+00:00,0.291846022,0.484554619,0.198122847,0.186776774,0.462005452,0.208219934,1.784102225
2015-01-03 19:00:00+00:00,0.29207831,0.484101617,0.19751204,0.186964301,0.461219241,0.207719306,1.769760759
2015-01-03 20:00:00+00:00,0.292310597,0.483648615,0.196901234,0.187151828,0.460432898,0.207218678,1.755419292
2015-01-03 21:00:00+00:00,0.292542885,0.483195613,0.196290427,0.187339355,0.459646422,0.206718049,1.741077826
