,AT,BE,BG,CH,CZ,DE,DK,EE,EL,ES,FI,FR,HR,HU,IE,IT,LT,LU,LV,NL,NO,PL,PT,RO,SE,SI,SK,UK
18/03/2016 10:00,0.0722399,0.12575677,0.115512566,0.135344421,0.080338307,0.080787845,0.113540788,0.188073454,0.129970383,0.074736879,0.225102278,0.241403891,0.050545123,0.038246635,0.090911388,0.082148347,0.069326201,0.105209425,0.130515078,0.088889318,0.343346084,0.069492783,0.127749596,0.06479316,0.265492637,0.012014298,0.038267717,0.28329145
18/03/2016 11:00,0.066103641,0.112046601,0.124871623,0.099881932,0.091631174,0.076422858,0.095238002,0.198643041,0.154100908,0.058112577,0.227637579,0.240673441,0.040287049,0.057283349,0.093995017,0.01076202,0.049792113,0.105770459,0.142849601,0.080835965,0.326998526,0.065889657,0.12630161,0.081765031,0.257314452,0.019220933,0.036651434,0.266125516
18/03/2016 12:00,0.048159547,0.122106792,0.108573944,0.100316127,0.097304496,0.089053759,0.116172522,0.206531577,0.182818416,0.087479864,0.231442851,0.238568687,0.037380646,0.057517362,0.090751058,0,0.096713413,0.095170947,0.1513872,0.078142303,0.319868797,0.093029543,0.125163248,0.070502553,0.261017042,0.06617404,0.055800518,0.261921104
18/03/2016 13:00,0.067166973,0.10694673,0.106960574,0.10002044,0.075761222,0.083243321,0.103389338,0.230579609,0.215565533,0.08339136,0.230572005,0.220964009,0.037327652,0.036404646,0.080011108,0.001060575,0.104483833,0.084613837,0.172721489,0.070713577,0.320102992,0.07468894,0.115249764,0.061217251,0.266651316,0.055881338,0.057717389,0.257953531
18/03/2016 14:00,0.075431008,0.111646955,0.118559723,0.099171236,0.081762991,0.078296007,0.064918797,0.259167753,0.211594243,0.086341253,0.236213134,0.219870952,0.046664674,0.036220038,0.088935247,0.02503627,0.108692273,0.051135306,0.184249284,0.055496918,0.325355514,0.092750491,0.099618772,0.052107974,0.267739249,0.034197259,0.051801231,0.267793031
18/03/2016 15:00,0.067000997,0.104795309,0.098111104,0.091283222,0.088125884,0.074496966,0.027860257,0.268528022,0.217538581,0.08949027,0.25698194,0.211123841,0.058408865,0.045118076,0.082417066,0.074307196,0.144499272,0.043093426,0.209030676,0.086941911,0.338621213,0.110403497,0.099786895,0.047771374,0.278350787,0.051325243,0.061357409,0.250655918
18/03/2016 16:00,0.110243875,0.140880444,0.171365216,0.088216477,0.118161113,0.103793129,0.088540929,0.282443512,0.189759405,0.087475897,0.264610068,0.220951907,0.088742552,0.073837078,0.081452964,0.087309821,0.205440787,0.068277388,0.245500888,0.103092518,0.361541918,0.121071636,0.116378089,0.140917681,0.327996283,0.050664652,0.082776073,0.24299593
18/03/2016 17:00,0.164790744,0.180240189,0.189336226,0.162495378,0.132822362,0.152521473,0.191494784,0.331148448,0.190616198,0.065996148,0.293304461,0.256784141,0.134654128,0.129799483,0.121558247,0.109446724,0.187551134,0.094169017,0.238265336,0.111513709,0.365357643,0.145713704,0.162622662,0.128833431,0.375475899,0.092198444,0.117995458,0.241869955
18/03/2016 18:00,0.158899837,0.200211676,0.170143186,0.217708118,0.165083179,0.176612094,0.226827709,0.327712503,0.192423707,0.087798552,0.318551273,0.33921217,0.137012981,0.105313354,0.167487237,0.159107303,0.147388724,0.132755289,0.204943062,0.134852736,0.393355046,0.132297335,0.162368729,0.103234865,0.396840858,0.114551635,0.123190858,0.273539809
18/03/2016 19:00,0.128927772,0.182661872,0.151851147,0.162033032,0.20279775,0.159949956,0.193848084,0.310105479,0.198714664,0.118682193,0.28048685,0.304975896,0.094274764,0.090501137,0.226074663,0.106694513,0.14569513,0.166392238,0.157252698,0.120308779,0.389682396,0.119750892,0.136730394,0.10976352,0.391299591,0.094503426,0.118862526,0.299240647
18/03/2016 20:00,0.101900521,0.130405798,0.19626754,0.139700935,0.194904382,0.136345552,0.169384481,0.294038079,0.145037291,0.151434335,0.287477773,0.216973036,0.117621544,0.089099227,0.193515303,0.133225617,0.147753983,0.162937704,0.14579879,0.09182118,0.371257677,0.109852844,0.1067185,0.106592816,0.367468491,0.076395832,0.104818726,0.27214463
18/03/2016 21:00,0.140900064,0.175858043,0.221204986,0.15631057,0.184670606,0.171918129,0.197829343,0.300599541,0.095035209,0.131369614,0.318116292,0.2787868,0.093281943,0.091949805,0.244777296,0.088267504,0.128199351,0.13796288,0.15031075,0.006972942,0.35939889,0.121544599,0.095505333,0.103042814,0.375635743,0.04588091,0.09799262,0.320626808
18/03/2016 22:00,0.113067177,0.207595725,0.179228155,0.131891705,0.187562367,0.171115525,0.196592915,0.305713305,0.009457145,0.079560862,0.323454186,0.363059483,0.091983892,0.086416768,0.200955445,0.038046746,0.105660549,0.12282589,0.160208356,0.022676615,0.373367924,0.122550999,0.073371582,0.073506036,0.378367056,0.033419465,0.091217341,0.314323976
18/03/2016 23:00,0.128534982,0.197319791,0.168811637,0.119516818,0.146413175,0.149406409,0.196012563,0.29097805,0,0.046159736,0.319703725,0.3232895,0.00820507,0.081241918,0.256035124,0,0.10857367,0.139435753,0.161282154,0,0.378638663,0.0893973,0.047961199,0.070966379,0.377113548,0.036110085,0.088284801,0.2975306
19/03/2016 00:00,0.116931595,0.160575524,0.135321806,0.158563517,0.137139133,0.111193598,0.183095853,0.298041232,0,0.008569114,0.318516636,0.37494705,0,0.075073565,0.219553546,0,0.123135043,0.134790916,0.21742668,0,0.383905773,0.06604447,0.015480616,0.076185378,0.339542373,0.024973769,0.054312526,0.350541211
19/03/2016 01:00,0.135811785,0.147529624,0.176187029,0.161392251,0.117396577,0.112725124,0.18023547,0.312319366,0,0,0.342230964,0.37852125,0,0.045124645,0.124290315,0,0.130117893,0.078128714,0.208589094,0,0.365746097,0.066006598,0,0.072900509,0.340667028,0.022062721,0.039991623,0.355746026
19/03/2016 02:00,0.114544337,0.137189259,0.162978236,0.165759444,0.114235334,0.118751075,0.180525124,0.300303941,0,0,0.330014032,0.346714428,0,0.028292384,0.0857855,0,0.127262545,0.124401852,0.213945972,0,0.381133278,0.114166752,0.007189372,0.094015645,0.356235692,0.031463935,0.041798541,0.356191829
19/03/2016 03:00,0.091629987,0.141260918,0.098532156,0.145088053,0.139308218,0.112325045,0.193743078,0.291823526,0,0,0.319410174,0.337505165,0,0.044456734,0,0,0.076255823,0.092234912,0.179339699,0,0.392745985,0.106727499,0.010401802,0.098291058,0.371527763,0.039662087,0.065600593,0.344077792
19/03/2016 04:00,0.072401942,0.129898707,0.091567108,0.152830667,0.119216466,0.082604432,0.179310916,0.248306291,0,0,0.298586016,0.350491993,0,0.011772128,0,0,0.065135837,0.044408723,0.165853181,0,0.387500787,0.04436929,0.016947138,0.055047267,0.393969122,0,0.037157526,0.302111452
19/03/2016 05:00,0.022095203,0.120617353,0.108446511,0.123298294,0.113903644,0.03473491,0.136263972,0.207691095,0,0,0.284970991,0.334939717,0,0.024980327,0,0,0.057070631,0.017580027,0.151556766,0,0.3615552,0.027079845,0.022379871,0.064730859,0.383932382,0,0.047516511,0.189356319
19/03/2016 06:00,0.051295571,0.093105865,0.130020811,0.104653275,0.121099512,0.024232692,0.115928343,0.172513552,0,0,0.298432037,0.303818685,0,0.051762206,0,0,0.065544616,0.050828605,0.144138871,0,0.360637295,0.04152053,0.024032964,0.088951665,0.363755789,0.005875658,0.057280644,0.093603621
19/03/2016 07:00,0.090397554,0.104079941,0.140483604,0.081584184,0.102098593,0.042778962,0.118030791,0.174581812,0.00229509,0,0.275691433,0.303658607,0.008482413,0.038349598,0.01133363,0.039809298,0.080959431,0.118851195,0.141736121,0.014589991,0.346448878,0.012795712,0.052812363,0.098857788,0.345803148,0.04342792,0.073398774,0.071336142
19/03/2016 08:00,0.08245443,0.136576107,0.145718839,0.101539487,0.115491961,0.060435905,0.145419188,0.2103642,0.064357955,0.004186411,0.258128653,0.30055939,0.046486771,0.050906937,0.004261603,0.036179199,0.10280832,0.081217456,0.156750496,0.043844654,0.356373018,0.056478757,0.086619332,0.126119898,0.337244082,0.053573285,0.085443118,0.156266138
19/03/2016 09:00,0.090520398,0.125344502,0.141761996,0.104194558,0.112987364,0.059894166,0.153808758,0.204771196,0.054644599,0.065420196,0.237226286,0.264603378,0.022929911,0.056820315,0.064577442,0.023851117,0.109648626,0.016445055,0.159735309,0.055944036,0.345729834,0.064396329,0.088786853,0.127315909,0.314883498,0.026262191,0.080253542,0.221400532
19/03/2016 10:00,0.105139795,0.143721955,0.148684921,0.137154667,0.138461738,0.083811671,0.146567312,0.208064689,0.058940885,0.073862487,0.231352711,0.24939935,0.028203967,0.093937216,0.086843574,0.040552672,0.109516646,0.054607858,0.159529384,0.092011366,0.350358647,0.082818091,0.096619725,0.14971079,0.299164061,0.045131289,0.091519892,0.259017512
19/03/2016 11:00,0.104758838,0.173319821,0.158849537,0.090674539,0.140396441,0.096580991,0.130738673,0.19914574,0.082041792,0.0549581,0.235764001,0.282886105,0.03505088,0.115434807,0.103570658,0.003133912,0.112611706,0.103651033,0.169312025,0.094452798,0.320603489,0.091974199,0.102921857,0.151423308,0.298083516,0.063695358,0.106786436,0.271623979
19/03/2016 12:00,0.089693519,0.171227595,0.174242552,0.074515484,0.152140764,0.114794126,0.113471582,0.203344844,0.086701671,0.092103535,0.233510147,0.262533379,0.079536243,0.094708088,0.126058817,0,0.112909491,0.095673008,0.170814541,0.087026753,0.326788221,0.112498751,0.104473302,0.160561432,0.280028884,0.031190978,0.113401891,0.279589566
19/03/2016 13:00,0.108893582,0.176104561,0.141993421,0.097198918,0.145363475,0.10733086,0.10489054,0.223417638,0.106476355,0.112956257,0.230940924,0.259485612,0.058040621,0.080890861,0.121687454,0.002792859,0.129720313,0.064813793,0.177054665,0.079187245,0.330234573,0.094036397,0.080120603,0.139764137,0.284269429,0.019816339,0.103266136,0.300807638
19/03/2016 14:00,0.124961397,0.142422138,0.157606971,0.123445602,0.156638062,0.101105982,0.112717851,0.230303082,0.103673862,0.099631774,0.231138184,0.237647038,0.051940583,0.076129587,0.102782401,0.007471479,0.167076996,0.112341663,0.199506665,0.073945505,0.334516213,0.083052317,0.077864418,0.146927779,0.2728816,0.014268615,0.09333993,0.304671682
19/03/2016 15:00,0.078705536,0.131301051,0.206184131,0.13821775,0.182128283,0.085584589,0.089214018,0.237869669,0.038567945,0.089163376,0.236679763,0.218021099,0.06702846,0.098077433,0.09469931,0.011561304,0.197980474,0.107020127,0.235484874,0.046832846,0.320974074,0.090830114,0.079711716,0.167979119,0.284278548,0.042057088,0.117623461,0.277219433
19/03/2016 16:00,0.139470156,0.143533389,0.21497173,0.159682595,0.176940461,0.127253494,0.166250184,0.259368556,0.08578453,0.073948833,0.25701192,0.214880529,0.097965569,0.104245764,0.101027736,0.031777507,0.231260604,0.089319746,0.259396244,0.089696635,0.359400151,0.117241599,0.125467137,0.194103439,0.333360327,0.064473563,0.131739631,0.222043448
19/03/2016 17:00,0.17333652,0.182164398,0.221127071,0.156072781,0.197817738,0.151236757,0.230809755,0.317860619,0.14491397,0.08793099,0.304102527,0.274401667,0.110336372,0.102823138,0.148377879,0.045701356,0.205661242,0.144005701,0.2522473,0.090318511,0.376229415,0.155807649,0.172468058,0.173425192,0.358562779,0.089253423,0.146775541,0.22782366
19/03/2016 18:00,0.150780806,0.20018674,0.194126877,0.21416452,0.207855292,0.205949264,0.237150538,0.331118768,0.138739903,0.091833495,0.322505379,0.333810507,0.092733408,0.116757369,0.212306175,0.106643282,0.165672707,0.189246697,0.217794349,0.111996758,0.358992422,0.145163924,0.15482581,0.126339607,0.385776344,0.098755548,0.12166288,0.254337893
19/03/2016 19:00,0.117099511,0.152520161,0.185892422,0.161231674,0.175892866,0.149905937,0.212216014,0.31313079,0.13833919,0.112659651,0.281149713,0.311523025,0.054608271,0.109325091,0.255987543,0.087888056,0.155966895,0.177560855,0.194964222,0.059918893,0.369076609,0.114753015,0.140878632,0.125204607,0.378203438,0.084038961,0.120057534,0.323277109
19/03/2016 20:00,0.109051824,0.119172428,0.181576419,0.144367378,0.162231057,0.151630167,0.178763722,0.315432448,0.10791996,0.128424157,0.285257401,0.196140494,0.063316031,0.110828959,0.230969297,0.062851936,0.189542705,0.16228749,0.171875609,0,0.350135941,0.085635425,0.119816754,0.105180353,0.348129231,0.075464342,0.121818098,0.278154327
19/03/2016 21:00,0.1735127,0.154442814,0.227670573,0.161851076,0.180594883,0.188514048,0.175233231,0.326157071,0.087066568,0.131512982,0.305325293,0.274080343,0.104772942,0.111029394,0.178443933,0.017438424,0.164641284,0.186762256,0.147559037,0.027628278,0.354320658,0.101403074,0.11860696,0.113660254,0.357878244,0.036361322,0.131722162,0.270413545
19/03/2016 22:00,0.172079983,0.201177434,0.191641202,0.133465784,0.185821637,0.16797097,0.16804361,0.341524003,0,0.088572479,0.315684607,0.354370295,0.079426069,0.108336842,0.19889414,0,0.149907635,0.143607417,0.178923245,0.025689869,0.343538645,0.108542904,0.074109584,0.096709448,0.35900675,0.045364123,0.114385987,0.339771828
19/03/2016 23:00,0.192492344,0.181357029,0.182204532,0.116718496,0.191605657,0.137521802,0.15225871,0.356404323,0,0.072976088,0.316307462,0.318362363,0,0.08840675,0.236471365,0,0.124011816,0.082899309,0.194962093,0.016887533,0.351326788,0.09700967,0.050715859,0.096072763,0.361480462,0.028616351,0.134869773,0.355686832
20/03/2016 00:00,0.172366177,0.165187594,0.179883066,0.140081543,0.193067972,0.130581439,0.151806881,0.357565787,0,0.042885011,0.31692543,0.334072055,0,0.107528701,0.224361264,0,0.119795539,0.087874079,0.209392437,0,0.35317009,0.082507894,0.013294342,0.09529047,0.363477247,0.037410748,0.100361193,0.334551185
20/03/2016 01:00,0.181584672,0.163187571,0.159578637,0.144722712,0.197176493,0.116012001,0.156691766,0.376309819,0,0,0.324134826,0.342045632,0,0.090562375,0.178615452,0,0.139448982,0.099213794,0.240325815,0,0.357608519,0.065377001,0.004952811,0.088161337,0.371912704,0.03041369,0.098488845,0.349363095
20/03/2016 02:00,0.16693749,0.126886216,0.146179862,0.129989723,0.178588463,0.12012732,0.154613121,0.390235017,0,0,0.342430235,0.311656916,0,0.071967565,0.126614181,0,0.113565052,0.114160097,0.279522228,0,0.372705019,0.086693536,0,0.115338681,0.385484499,0.054035886,0.111383327,0.347826533
20/03/2016 03:00,0.163990621,0.111574851,0.160242852,0.135892617,0.205858908,0.123043786,0.156877107,0.359454006,0,0,0.335700684,0.310473458,0,0.09156041,0.042333263,0,0.068567533,0.099567529,0.199648309,0,0.380026924,0.104300812,0,0.133646447,0.392981571,0.030608508,0.120187617,0.338173245
20/03/2016 04:00,0.146875903,0.111938802,0.128780886,0.133727778,0.190651276,0.104221115,0.153454573,0.322907708,0,0,0.304315697,0.321918001,0.020646596,0.052176992,0,0,0.055334863,0.103010266,0.176498279,0,0.374709795,0.057728558,0.007845936,0.110191483,0.391481419,0.035630385,0.104247786,0.315279428
20/03/2016 05:00,0.09548687,0.122532503,0.145881639,0.102445449,0.175832709,0.064419841,0.093076243,0.296726714,0,0,0.287937307,0.316072221,0.005237885,0.03369974,0,0,0.04661684,0.124637862,0.182095021,0.008622498,0.369987567,0.02945628,0,0.087821631,0.377314824,0.002018938,0.101885223,0.259531989
20/03/2016 06:00,0.121242337,0.092467208,0.174277692,0.08079211,0.129585116,0.03524966,0.051189832,0.204337495,0,0,0.277105717,0.289304155,0,0.035620046,0,0,0.061004512,0.109593434,0.15857611,0.017110526,0.348185583,0.011092984,0,0.088368064,0.350615236,0.016665817,0.07131391,0.215002281
20/03/2016 07:00,0.109475325,0.090136146,0.201374961,0.068442708,0.10329203,0.045975234,0.073256096,0.220149773,0,0,0.270661098,0.285429837,0,0.033149999,0.007407559,0,0.078981563,0.123604616,0.140111259,0.027132565,0.347139841,0.010218047,0.027128665,0.097025125,0.328376041,0.048705178,0.061347315,0.160946161
20/03/2016 08:00,0.105047469,0.1192554,0.188607946,0.104021939,0.122164496,0.061751136,0.084201975,0.194265907,0,0,0.26361175,0.299380558,0,0.034316628,0.006057228,0,0.09104422,0.12098074,0.132972081,0.045413062,0.373904633,0.036718209,0.091696068,0.12475944,0.321117067,0.049849309,0.07767968,0.126463054
20/03/2016 09:00,0.127404325,0.116240931,0.182709078,0.11077056,0.135672475,0.062266374,0.088930764,0.1869613,0.01362786,0.066970855,0.255157242,0.272317358,0.004700605,0.063056473,0.030751196,0,0.090657605,0.086553451,0.134300837,0.053855943,0.374087696,0.072371753,0.104592494,0.119303427,0.292148062,0.040053775,0.102463388,0.21196377
20/03/2016 10:00,0.125880666,0.130024207,0.196730517,0.106093408,0.170298384,0.084317821,0.09039805,0.18866061,0.04856589,0.092085667,0.241602246,0.262336668,0,0.063306675,0.064584755,0,0.102107418,0.090208731,0.145540296,0.032040616,0.37056773,0.076637867,0.118536338,0.064303203,0.259025904,0.028458185,0.126881186,0.237391848
20/03/2016 11:00,0.097082714,0.164755829,0.196435335,0.110476478,0.167056538,0.118048371,0.074280053,0.183376073,0.104380409,0.079060683,0.246023989,0.315997389,0.008741167,0.086181125,0.094097179,0,0.102860609,0.109857423,0.144856132,0.059680193,0.334552326,0.081536492,0.0992719,0.0545032,0.269612577,0.068527099,0.114180216,0.250217535
20/03/2016 12:00,0.116759267,0.161900056,0.169319093,0.099673161,0.161496216,0.124357951,0.073461726,0.190231055,0.094846974,0.08530624,0.238209151,0.2781356,0.016840629,0.053849711,0.099880635,0,0.103309835,0.028789795,0.138252349,0.074245771,0.34482685,0.109981002,0.102220078,0.051688422,0.249655033,0.040192921,0.101516202,0.241445555
20/03/2016 13:00,0.09378287,0.14178343,0.123712386,0.075636368,0.153214229,0.117429159,0.069729625,0.200124396,0.106206677,0.114809667,0.229221599,0.282936467,0.021266024,0.043860113,0.12611975,0,0.102039141,0.038079146,0.143873954,0.087652024,0.338981485,0.114566993,0.103068096,0.07520227,0.256677323,0.036157995,0.096013723,0.259500006
20/03/2016 14:00,0.064685551,0.129899316,0.152951247,0.067118302,0.149896983,0.110672965,0.05027841,0.224470947,0.067195056,0.124867033,0.250869892,0.276828765,0.019066734,0.034369958,0.112505893,0,0.137967202,0.048635244,0.178128321,0.099744099,0.339464438,0.103855774,0.079602674,0.085793016,0.247422102,0.048752409,0.077473439,0.271867602
20/03/2016 15:00,0.061016596,0.108647591,0.181861302,0.083175767,0.166033846,0.085827896,0.018775957,0.235738643,0.012560764,0.094389864,0.25594393,0.25556027,0.0162444,0.051551128,0.107075487,0,0.156069854,0.097205399,0.214476508,0.041872251,0.371862687,0.096518448,0.077140474,0.105170611,0.242658222,0.035605442,0.091648273,0.227894933
20/03/2016 16:00,0.094612584,0.120086629,0.234640947,0.133198466,0.172334188,0.090431152,0.084463776,0.262810688,0.042831388,0.079904217,0.272657828,0.24475459,0.034271744,0.054374071,0.0948106,0,0.183746273,0.133484102,0.251963341,0.076043814,0.375254777,0.106713417,0.106448005,0.120526616,0.282018849,0.046735179,0.118914449,0.199876854
20/03/2016 17:00,0.157022281,0.154908506,0.219071625,0.193767203,0.199072935,0.149112272,0.148577414,0.292054894,0.140342284,0.095009941,0.319113766,0.287088493,0.06445622,0.094229542,0.110865116,0.025996419,0.15483872,0.097322493,0.224018934,0.091107425,0.36835167,0.161731315,0.182505055,0.153103029,0.312462531,0.101910114,0.162403731,0.247944012
20/03/2016 18:00,0.145872434,0.182054935,0.194373374,0.226138496,0.204145413,0.140273491,0.180913712,0.320997988,0.124043019,0.065651429,0.328200543,0.326196592,0.087850368,0.108272553,0.166504033,0.07312944,0.130870512,0.095513764,0.209902317,0.120445034,0.369064376,0.147924764,0.140944323,0.110531294,0.360068389,0.090989457,0.117637651,0.249630152
20/03/2016 19:00,0.131623195,0.161877358,0.195844257,0.161020106,0.181280831,0.127669702,0.17151896,0.312426969,0.15509904,0.095469317,0.307373406,0.295156598,0.027534128,0.078891376,0.252250472,0.032948686,0.125492608,0.129593783,0.176905296,0.079225774,0.359110462,0.115481284,0.144545566,0.11678967,0.360310246,0.097377329,0.112868842,0.271482948
20/03/2016 20:00,0.101672121,0.113931967,0.215453563,0.104865133,0.14934679,0.110959652,0.121911054,0.287404442,0.073922294,0.116739393,0.303143419,0.230458482,0.04224209,0.104347157,0.205317261,0,0.130584434,0.118452872,0.164752432,0.029343531,0.350295928,0.086856976,0.128504702,0.105308804,0.3437698,0.046413031,0.109652282,0.280403649
20/03/2016 21:00,0.158268354,0.158469248,0.221771551,0.150957365,0.164967938,0.164052422,0.106378528,0.293878716,0.080513752,0.127083341,0.320673051,0.28523087,0.069728258,0.096417584,0.176779903,0,0.118960982,0.199552106,0.177204415,0.005720585,0.354016234,0.11664227,0.120501426,0.106221114,0.342699745,0.033673711,0.112787451,0.273389495
20/03/2016 22:00,0.149254587,0.201169102,0.157445351,0.107748258,0.164499085,0.145705312,0.069172848,0.295299198,0.0368541,0.08904339,0.312489893,0.355987277,0,0.108164886,0.207013719,0,0.115915828,0.201911431,0.163738289,0,0.360672513,0.114138618,0.068983484,0.075732641,0.349940982,0.034095008,0.105826188,0.333875827
20/03/2016 23:00,0.143705964,0.172096285,0.156633263,0.087677416,0.143816659,0.120295384,0.058812591,0.288534087,0,0.049113716,0.314938923,0.336603758,0,0.085261129,0.220108917,0,0.114763332,0.136533927,0.169444315,0,0.37292722,0.114085011,0.043443716,0.067278984,0.359158641,0.061663113,0.111469806,0.35177
21/03/2016 00:00,0.131168473,0.180723406,0.142476812,0.122357687,0.18397802,0.121576021,0.123988273,0.289444469,0,0.004353374,0.309396137,0.356504033,0,0.086665269,0.220896505,0,0.122399454,0.147574065,0.163636424,0,0.377870504,0.096600505,0.035770809,0.065650675,0.369295054,0.028638825,0.107048429,0.295955575
21/03/2016 01:00,0.119216528,0.145799229,0.124936448,0.135851887,0.17570827,0.11221671,0.116451242,0.316528752,0,0,0.303917071,0.364101094,0,0.064044263,0.172021203,0,0.093711746,0.025075461,0.163352618,0,0.386228789,0.086891755,0.037514879,0.07129392,0.371241449,0.000483792,0.105337977,0.301408135
21/03/2016 02:00,0.077340294,0.115962488,0.11267222,0.150366479,0.166737334,0.083648938,0.124271109,0.316304116,0,0,0.31171343,0.301541759,0,0.037054253,0.10935201,0,0.029970795,0.046431143,0.126201909,0,0.397216611,0.102319742,0.016159309,0.079817488,0.387787099,0.019597869,0.087630801,0.290799132
21/03/2016 03:00,0,0.097739652,0.083669505,0.151716299,0.139761278,0.060571245,0.112404981,0.269268881,0,0,0.302396681,0.252232097,0,0.022609246,0,0,0.03940961,0.073454959,0.08741435,0,0.40122696,0.109687561,0.02376723,0.069385223,0.389030521,0,0.097906743,0.270169258
21/03/2016 04:00,0,0.075121568,0.114715123,0.152618607,0.083869039,0.005595865,0.06023252,0.206447024,0,0,0.293324024,0.259034007,0,0,0,0,0.030618957,0.053934629,0.106267441,0,0.394945687,0.017500215,0.031489897,0.042182491,0.361853551,0,0.05244656,0.224525131
21/03/2016 05:00,0,0.132028762,0.149572534,0.107645334,0.131038428,0,0.068029483,0.22159209,0,0,0.307275066,0.259930668,0,0.041806356,0,0,0.069877576,0,0.129166459,0,0.384228699,0.005387642,0.042384392,0.09784243,0.364164883,0.003628564,0.081302712,0.051234029
21/03/2016 06:00,0.083615486,0.172064172,0.183551424,0.10480493,0.137755513,0.026090524,0.121330124,0.218336623,0,0,0.284972616,0.261888579,0,0.069525202,0,0,0.099573175,0.05717045,0.137730881,0,0.38995023,0.035592939,0.085778938,0.10448693,0.377091706,0.0602115,0.085944828,0
21/03/2016 07:00,0.050795587,0.10955214,0.16724269,0.125317499,0.11883157,0.047667704,0.121612514,0.226001215,0.030115119,0.001491827,0.250984578,0.259267864,0.033707519,0.052198723,0,0,0.102259336,0.064246811,0.136341288,0.011223201,0.386092143,0.056084396,0.094261365,0.103186735,0.33861445,0.065833299,0.08894228,0.038228443
21/03/2016 08:00,0.08362365,0.100092291,0.118819492,0.15800131,0.138940499,0.059466324,0.08975603,0.2210199,0.03433638,0.025619176,0.212824356,0.242467764,0.093012362,0.030469106,0.043258292,0.037012612,0.098137744,0.077050242,0.133250487,0.047674353,0.369424724,0.065850323,0.106683421,0.067321926,0.301883071,0.054991525,0.088570811,0.169077146
21/03/2016 09:00,0.0595888,0.079610461,0.103812414,0.156922183,0.118012672,0.048394946,0.095460954,0.221768559,0.020699564,0.072421397,0.218223328,0.221299544,0.070999245,0,0.069771611,0.005352052,0.082352692,0.06402205,0.116326264,0.051726496,0.358456795,0.045679184,0.10432521,0.04306964,0.269674023,0.024757531,0.085216679,0.164375296
21/03/2016 10:00,0.079730651,0.093906384,0,0.204042852,0.108671663,0.071268751,0.075984373,0.202680896,0.017071068,0.053166748,0.209060656,0.198775716,0.07764963,0.007787853,0.115368523,0.048778125,0.10002829,0.132821007,0.117411067,0.074073461,0.33694195,0.059106919,0.118141089,0.037196536,0.232149048,0.001328469,0.06223045,0.187715694
21/03/2016 11:00,0.046261055,0.070012848,0,0.11035431,0.129818607,0.067290037,0.068452993,0.21241402,0.040913098,0.102280328,0.212360956,0.207149319,0.095977886,0.033460118,0.116902403,0.001559658,0.096220791,0.13019162,0.117725531,0.045321296,0.328073168,0.047571807,0.121846368,0.053077146,0.215939201,0.018210032,0.07168769,0.161470838
21/03/2016 12:00,0.075658937,0.104821088,0,0.098944584,0.156437475,0.079804266,0.087173513,0.211912792,0,0.123667902,0.197149037,0.209203854,0.110648632,0,0.132871103,0,0.079651825,0.135220194,0.129067583,0.053796829,0.305776289,0.066952129,0.093636286,0.04767056,0.200550659,0.057466469,0.073059227,0.182797483
21/03/2016 13:00,0.058661943,0.098070857,0.000989536,0.155775232,0.13963141,0.079233063,0.119543299,0.236661763,3.36E-16,0.078643181,0.207065933,0.205777959,0.105152805,0.042870615,0.116557302,0,0.090447181,0.128520025,0.138583621,0.059004935,0.306631784,0.063093171,0.070963963,0.058472078,0.206499445,0.052279468,0.070511738,0.201923836
21/03/2016 14:00,0.063994794,0.108901981,0.015297153,0.123618751,0.150224681,0.087742037,0.11024703,0.251051958,0.040307012,0.09677293,0.213816675,0.223921123,0.085500015,0.060130637,0.095315837,0,0.087458258,0.135033341,0.158339504,0.055817418,0.312919005,0.068614418,0.074255393,0.055844923,0.215287389,0.052248687,0.075795659,0.191323477
21/03/2016 15:00,0.083737704,0.096814208,0,0.126267701,0.153827681,0.076642515,0.075871067,0.249347666,0.021463528,0.110818313,0.23233941,0.216108253,0.094392909,0.05901988,0.102236732,0.013228131,0.120726974,0.099644005,0.174514539,0.039874837,0.314315168,0.090347392,0.066636331,0.087191763,0.231016224,0.069459738,0.087021867,0.161313216
21/03/2016 16:00,0.129605352,0.114540079,0.026176449,0.17587225,0.177713099,0.091396047,0.142500671,0.282751583,0.034439002,0.124382085,0.245188712,0.182445364,0.098435993,0.069225357,0.11373063,0.034076346,0.171873395,0.098378363,0.219193963,0.100362862,0.342997683,0.118065076,0.042396407,0.112326199,0.276476784,0.060576637,0.1206878,0.132347298
21/03/2016 17:00,0.165372809,0.148413125,0.149519618,0.181374914,0.180578962,0.136850861,0.1755974,0.331001519,0.082449427,0.115990351,0.285711613,0.247482117,0.132077853,0.087080952,0.176152451,0.056969777,0.164018054,0.110315406,0.222497282,0.11624947,0.362037628,0.133013287,0.134123237,0.131885347,0.323240435,0.071413723,0.139511337,0.170942046
21/03/2016 18:00,0.155559895,0.180433054,0.151911288,0.259564783,0.196636934,0.170915225,0.208853144,0.335042593,0.089522972,0.106335037,0.316395505,0.32277632,0.114833065,0.109644077,0.213773292,0.0884627,0.12948358,0.144493186,0.185313165,0.145245595,0.380752079,0.111689175,0.149622279,0.097659229,0.36646795,0.115607561,0.134692722,0.204799406
