,AT,BE,BG,CH,CZ,DE,DK,EE,EL,ES,FI,FR,HR,HU,IE,IT,LT,LU,LV,NL,NO,PL,PT,RO,SE,SI,SK,UK
01/01/2016 10:00,0.113407325,0.042531742,0.248997682,0.010735482,0,0,0.095635883,0.273160993,0.251229184,0,0.358353909,0.176795239,0.04200075,0.044318828,0.069177046,0.041322228,0,0,0.198367286,0,0.29540163,0,0.015738929,0,0.275958619,0.047395387,0,0.252310471
01/01/2016 11:00,0.128026751,0.019610374,0.253000343,0.010036714,0,0,0.115015848,0.280561307,0.219563067,0,0.361910867,0.233530849,0.049088814,0.055296538,0.096894266,0.052769197,0,0,0.20336178,0,0.307075458,0,0,0,0.301501117,0.049702489,0,0.264433585
01/01/2016 12:00,0.135106768,0.031387978,0.248130583,0,0,0,0.115331156,0.289844299,0.182850383,0,0.377104709,0.245279239,0.063951909,0.053415404,0.119267697,0.027030612,0,0,0.219055281,0,0.311706016,0.028221599,0,0,0.328452022,0.04878279,0,0.275071578
01/01/2016 13:00,0.144990096,0.036093372,0.255539436,0.024002998,0,0,0.090698361,0.310308044,0.187200591,0,0.39604422,0.240033278,0.065371584,0.057729874,0.136349994,0,0,0,0.258532902,0,0.332093856,0.064087315,0,0.006506358,0.346494399,0.052585441,0,0.308958475
01/01/2016 14:00,0.152252871,0.035250401,0.265274765,0.026204118,0.003343631,0,0.103595042,0.359583208,0.210459237,0,0.412354396,0.246060978,0.070969883,0.063352581,0.15306487,0,0.073879514,0,0.286054615,0,0.350254672,0.094640493,0,0.039259238,0.366360154,0.058178346,0,0.336281107
01/01/2016 15:00,0.171300606,0.026354945,0.303701024,0.05783278,0.037505312,0.025191517,0.127110468,0.369378747,0.255152606,0,0.418047726,0.25380328,0.156116582,0.109357765,0.17455348,0.03397544,0.072681058,0,0.281346626,0,0.358965087,0.161100572,0.062749678,0.116521547,0.388421567,0.104770008,0,0.282329737
01/01/2016 16:00,0.185686855,0.059771858,0.291899812,0.077943302,0.042094416,0.078210536,0.176510515,0.37283428,0.279873635,0,0.425148269,0.277447739,0.206647684,0.130376108,0.179337486,0.052391977,0.077960899,0,0.277747596,0,0.363902397,0.175786036,0.106747495,0.146826119,0.40071894,0.105367347,0,0.199808197
01/01/2016 17:00,0.194514676,0.077251993,0.250423518,0.124399423,0.018724243,0.079645935,0.14873548,0.376490213,0.286167917,0.007907683,0.436495605,0.290403265,0.138206413,0.12512056,0.14187305,0.061811903,0.08564003,0,0.269058296,0.037503956,0.36939369,0.158356755,0.10773976,0.109135631,0.40704061,0.103514877,0,0.139712409
01/01/2016 18:00,0.165258545,0.079098306,0.236580108,0.142733118,0.055436006,0.06306182,0.146478183,0.380785676,0.27900239,0,0.442259431,0.294752156,0.127842651,0.113955525,0.110066602,0.043539082,0.089423095,0,0.284749579,0.06101605,0.362487167,0.132158809,0.088414141,0.052975229,0.406850389,0.101755778,0,0.07338452
01/01/2016 19:00,0.143381279,0.054923779,0.253572251,0.128514945,0.061658929,0.036195032,0.148869115,0.38570033,0.268439552,0,0.422214806,0.276906181,0.110521618,0.0937259,0.113022534,0.025761526,0.105520774,0,0.292287093,0.07284234,0.366358864,0.116495107,0.060864059,0.068574624,0.407196671,0.094625127,0,0.004039484
01/01/2016 20:00,0.143163769,0.038055654,0.273442178,0.086135429,0.07933713,0.002844731,0.109421439,0.397932274,0.255105478,0,0.421979504,0.198711387,0.100036405,0.055993046,0.096996441,0.026444829,0.14125628,0,0.283430366,0.048029784,0.357789272,0.089375202,0,0.118168003,0.378192236,0.084397963,0.036644361,0
01/01/2016 21:00,0.186322847,0.05839676,0.335404431,0.110673889,0.098086118,0.059858973,0.124514491,0.39756049,0.15102227,0.020494345,0.418277251,0.241159637,0.114880181,0.046006722,0.151897774,0.031257279,0.155597996,0,0.244737437,0.017767604,0.35329932,0.153178886,0,0.127463077,0.367440196,0.079555336,0.079642214,0
01/01/2016 22:00,0.182102341,0.121932366,0.319978414,0.11274507,0.102930118,0.045745098,0.108352024,0.389891086,0.062464133,0,0.436506918,0.291776134,0.129051547,0.039702095,0.135912991,0.028382006,0.14554225,0,0.21837571,0.035065764,0.360996132,0.149528571,0,0.019845584,0.373897968,0.040448921,0.062041571,0.1100725
01/01/2016 23:00,0.156301268,0.122420622,0.32196264,0.105822755,0.087576331,0.012425336,0.117063058,0.390611376,0.022982966,0,0.42902026,0.255292214,0.033418132,0.02129194,0.191789808,0,0.127273094,0,0.241872708,0.003848989,0.36896321,0.112330861,0,0.026702459,0.382335298,0.060143146,0.061058969,0.125034254
02/01/2016 00:00,0.091911509,0.062688144,0.270335379,0.147847332,0.099595582,0.001595246,0.131548936,0.34965336,0.039113738,0,0.34821947,0.225627939,0.0086038,0.020533034,0.164160337,0,0.113414974,0,0.211502915,0.015430919,0.367068701,0,0,0,0.341410887,0,0.029330506,0.207218409
02/01/2016 01:00,0.075658812,0.028008851,0.26753272,0.160935602,0.087518708,0,0.131284931,0.373645448,0,0,0.355694637,0.256715502,0.040312972,0,0.092656187,0,0.124332565,0,0.210298006,0,0.362783897,0,0,0,0.345055574,0,0,0.192669448
02/01/2016 02:00,0.105724731,0.007508753,0.266525183,0.142086024,0.09154071,0,0.142101495,0.368642563,0,0,0.336479977,0.241133759,0.009062185,0,0.018545056,0,0.14332846,0,0.250441039,0,0.36970345,0,0,0,0.372609334,0,0,0.171115263
02/01/2016 03:00,0.063175122,0.026621017,0.245006664,0.118494247,0.110129278,0,0.178428271,0.36270835,0,0,0.321528717,0.20215211,0.006742444,0,0,0,0.122008169,0,0.250393869,0,0.377548462,0.009577776,0,0,0.386898262,0,0.016978516,0.169172015
02/01/2016 04:00,0.036555422,0.043742623,0.237403531,0.092267488,0.068488683,0,0.175771155,0.338149524,0,0,0.314305882,0.224929125,0.050191973,0,0,0,0.097509708,0,0.229721951,0,0.373784806,0,0,0.01572377,0.407030833,0,0,0.185176336
02/01/2016 05:00,0,0.04629787,0.208764319,0.074117848,0.081618254,0,0.158128306,0.279046353,0,0,0.304374194,0.216552956,0,0,0,0,0.047645921,0,0.202088903,0,0.347978419,0,0,0,0.3893081,0,0.001992349,0.098867658
02/01/2016 06:00,0.027160373,0.018796388,0.245947316,0.069587719,0.076053066,0,0.13441008,0.230175382,0.011784614,0,0.304883285,0.190119477,0,0,0,0,0.045991312,0,0.173820266,0.002737156,0.35196874,0,0,0,0.373366,0,0,0.040427249
02/01/2016 07:00,0.087196462,0.023044828,0.301242658,0.048972769,0.052352677,0,0.127470777,0.253740988,0.0591265,0,0.303838601,0.168057571,0.015749277,0,0,0,0.069992102,0,0.18499581,0.035316118,0.350596104,0,0,0,0.359729585,0,0.01473916,0.032628367
02/01/2016 08:00,0.106566385,0.033997164,0.315925097,0.075878152,0.085036858,0,0.16004468,0.275124944,0.150566591,0,0.313450698,0.205881627,0.090914627,0.007599063,0,0,0.086727093,0,0.20065568,0.093140276,0.378764202,0,0,0.024358582,0.369690741,0.043577437,0.044131709,0.073634879
02/01/2016 09:00,0.105003312,0.032536864,0.342025287,0.106123888,0.107712356,0,0.190886289,0.276956962,0.166701613,0,0.304566766,0.208205599,0.106960565,0.031515776,0,0,0.103654023,0,0.196965013,0.120829746,0.406830525,0,0.000616058,0.041207238,0.375422534,0.041725383,0.057439841,0.162845977
02/01/2016 10:00,0.16550507,0.080459397,0.342580376,0.124109021,0.119578597,0.016398005,0.219112539,0.283900191,0.146335263,0.008651067,0.304597821,0.228293834,0.121176134,0.068377825,0.037403086,0.027765688,0.127542842,0,0.207282703,0.121966499,0.405600612,0,0.010830381,0.050610839,0.377624027,0.074599747,0.075408053,0.206494604
02/01/2016 11:00,0.165491567,0.087733774,0.342412598,0.090682705,0.149594456,0.05521616,0.233328184,0.281250895,0.17987589,0.006171265,0.313440602,0.293635809,0.153184045,0.078700198,0.058871177,0.028856223,0.134140399,0,0.202713382,0.123363439,0.415300905,0.01344536,0.028341465,0.06936358,0.386312367,0.106892309,0.095222221,0.236646583
02/01/2016 12:00,0.181105337,0.09428513,0.338901334,0.090442755,0.170139421,0.062450011,0.258238629,0.288745238,0.187913321,0.032573912,0.315339464,0.276744268,0.197030427,0.093683538,0.085956502,0.02478526,0.138817843,0,0.217665101,0.139153349,0.410175149,0.049405588,0.038415633,0.079846932,0.397662923,0.10008044,0.106068225,0.254897412
02/01/2016 13:00,0.188645046,0.104476698,0.346069738,0.121915731,0.182983008,0.065208883,0.271740734,0.316190823,0.215922317,0.065144849,0.32658491,0.274121279,0.200563573,0.098661417,0.09993726,0.029726168,0.186701333,0,0.288475848,0.140537989,0.41790676,0.07186736,0.048336699,0.07811028,0.399410389,0.125747698,0.121433464,0.283740368
02/01/2016 14:00,0.202448155,0.09531598,0.348822533,0.148663529,0.211733298,0.073552805,0.261934976,0.36505779,0.243513641,0.065043374,0.349683185,0.283240556,0.208317155,0.095734702,0.103452561,0.023425623,0.241388753,0,0.299337606,0.136386627,0.439713936,0.089390085,0.032574378,0.11869137,0.407479615,0.124462465,0.118030287,0.297721219
02/01/2016 15:00,0.225343998,0.072209329,0.369249323,0.171601643,0.24992267,0.10936404,0.274137992,0.380908676,0.251794415,0.052494521,0.350802765,0.281165408,0.264366788,0.127303124,0.131545495,0.04793719,0.242984347,0,0.308954675,0.141270368,0.439796982,0.141061248,0.056552558,0.191748956,0.421795226,0.146856118,0.164932476,0.318091377
02/01/2016 16:00,0.256903596,0.12704524,0.351621474,0.215525041,0.240156013,0.138210507,0.323746047,0.39401272,0.266132461,0.052685967,0.348649408,0.308319501,0.275815055,0.125818792,0.153657081,0.110252171,0.243756646,0,0.301862461,0.1856719,0.451857351,0.159950003,0.161141886,0.166379248,0.442521007,0.164160896,0.168233682,0.320744901
02/01/2016 17:00,0.221869047,0.144810586,0.344997215,0.24873508,0.225092224,0.165930775,0.350352052,0.415115244,0.241949436,0.107407247,0.355852531,0.338887928,0.211061343,0.083563915,0.22875594,0.062928147,0.225054375,0,0.29064922,0.170909011,0.446615296,0.154439498,0.177183271,0.118107039,0.446794817,0.131757033,0.150175466,0.287238007
02/01/2016 18:00,0.192478451,0.126927262,0.318085238,0.255272812,0.230798594,0.178548058,0.332681875,0.402488519,0.226926155,0.081704247,0.361824737,0.359221122,0.140770731,0.067480535,0.232755074,0.0624342,0.196393442,0.021611666,0.268265698,0.154901083,0.467586629,0.130181195,0.137172896,0.068274048,0.450075648,0.111514334,0.115459202,0.257836108
02/01/2016 19:00,0.179222922,0.115161767,0.313129565,0.186444271,0.210016104,0.14183577,0.303466745,0.396102852,0.233532769,0.075011916,0.33206462,0.300609019,0.128430115,0.069520818,0.235664828,0.068230767,0.193873336,0.064027318,0.253150159,0.095522431,0.450273992,0.123991439,0.111176249,0.099269718,0.440737699,0.111512184,0.122824258,0.237249023
02/01/2016 20:00,0.166476698,0.074426281,0.328590718,0.175516754,0.181624795,0.119587172,0.279014961,0.404502066,0.206671027,0.089623897,0.334729294,0.202035398,0.136325079,0.088079644,0.202208747,0.037221826,0.240334652,0,0.245950856,0.068551969,0.443427797,0.134981281,0.08806091,0.114079616,0.421365911,0.094738761,0.130652283,0.183004856
02/01/2016 21:00,0.241545233,0.104878521,0.364677845,0.188667539,0.216651987,0.176389395,0.30309817,0.410610316,0.184746595,0.060259049,0.354573692,0.271463018,0.188494368,0.101949991,0.169409665,0,0.23885726,0,0.228688043,0.071927175,0.424323979,0.151607667,0.072236558,0.15215761,0.426166371,0.099992028,0.137906244,0.15176897
02/01/2016 22:00,0.248935117,0.146220711,0.346142883,0.190660639,0.223238401,0.176234885,0.297643469,0.415949571,0.084596992,0.020026372,0.353242236,0.333859754,0.15427111,0.111212696,0.197664537,0,0.210373327,0,0.226498031,0.078490102,0.427419622,0.147565403,0.07382236,0.12691111,0.438785146,0.073810349,0.129626787,0.162773156
02/01/2016 23:00,0.255226218,0.128356787,0.344945135,0.146902304,0.214404188,0.154529078,0.306895827,0.431017209,0.050846039,0.012246366,0.359893866,0.31541626,0.074652088,0.098477023,0.246477453,0,0.191322782,0,0.249960451,0.08480532,0.430557385,0.124895094,0.03384601,0.118932732,0.441437161,0.061289923,0.150096793,0.234960744
03/01/2016 00:00,0.239104167,0.094047957,0.321027088,0.15591493,0.215546821,0.132811788,0.308353701,0.431895991,0.05531052,0,0.355476073,0.326838635,0.051244984,0.10185809,0.213844465,0,0.19203308,0,0.266865281,0.056033534,0.435608813,0.090583499,0.006193574,0.074493183,0.430977891,0.033439014,0.099499861,0.248971901
03/01/2016 01:00,0.235773302,0.077453346,0.319528356,0.132046402,0.210690453,0.126044012,0.311895223,0.445693695,0.033020858,0,0.359676343,0.321169864,0.073601705,0.052259518,0.13218852,0,0.201993963,0,0.284154643,0.035451793,0.43722657,0.078654808,0,0.073505126,0.449486662,0.030048985,0.101281657,0.266346323
03/01/2016 02:00,0.221801417,0.04147504,0.315871708,0.107473552,0.229201659,0.109540074,0.290971587,0.429368552,0,0,0.364534683,0.303980229,0.047701878,0.034613341,0.0592251,0,0.192552637,0,0.303422719,0.013641167,0.44235877,0.095306277,0,0.107332399,0.459223955,0.053967378,0.114999524,0.217928568
03/01/2016 03:00,0.222577193,0.02668632,0.308732157,0.115251335,0.248342995,0.107245488,0.288440384,0.41095147,0,0,0.357800709,0.2975107,0.060352952,0.049324954,0,0,0.179045619,0,0.292479529,0.020504935,0.445558839,0.115549502,0,0.137572177,0.45890355,0.042809097,0.125646532,0.201397369
03/01/2016 04:00,0.202168333,0.029699583,0.285823663,0.114807719,0.233973986,0.093136683,0.26358933,0.39373752,0,0,0.333808876,0.305587379,0.109792897,0.060233206,0,0,0.153056468,0,0.267742048,0.025690998,0.440054252,0.085363955,0,0.144958811,0.455342215,0.050009436,0.103045735,0.195965533
03/01/2016 05:00,0.147830531,0.056326593,0.279918761,0.074283627,0.216066013,0.040859186,0.25976399,0.349392044,0.048707679,0,0.315447264,0.30765215,0.065341628,0.037126554,0,0,0.102468839,0,0.259921418,0.044243207,0.43480057,0.096254887,0,0.127716794,0.448851697,0.015477693,0.112791019,0.219689635
03/01/2016 06:00,0.168877266,0.035303444,0.295669541,0.073285385,0.150976859,0,0.226416411,0.271968189,0.036517354,0,0.314361004,0.280507187,0.017682114,0.018801467,0,0,0.12019042,0,0.231733089,0.042048884,0.427187954,0.044296451,0,0.119353917,0.423934822,0.044450266,0.063294045,0.195921218
03/01/2016 07:00,0.175577903,0.045942441,0.340410277,0.047259195,0.118935391,0,0.224638,0.275158227,0.067549982,0,0.309851788,0.272177922,0.015822709,0.021087938,0,0,0.161370904,0,0.232916932,0.065363066,0.424087126,0.027425816,0,0.123023814,0.401285186,0.061335949,0.06177531,0.151479656
03/01/2016 08:00,0.188025128,0.077890372,0.381209902,0.105670539,0.158967578,0.012121862,0.23465703,0.289770049,0.14658854,0,0.306592834,0.284614799,0.054863727,0.049258589,0,0,0.185070789,0,0.245753662,0.084481407,0.445381999,0.059160671,0.035514056,0.168355153,0.397507419,0.098965308,0.085288773,0.168898702
03/01/2016 09:00,0.217890001,0.089795156,0.398131773,0.125473828,0.171128462,0.041398997,0.259322185,0.293924575,0.167250847,0.020860001,0.319098704,0.277689255,0.098508235,0.07361475,0,0.01165529,0.192385121,0,0.246643341,0.09757391,0.457258675,0.088317556,0.059776129,0.171340056,0.39934844,0.086976899,0.107519795,0.213113584
03/01/2016 10:00,0.245702407,0.114152502,0.415161881,0.114301636,0.204749536,0.087632066,0.276822994,0.294003821,0.216182259,0.070663117,0.326974598,0.258758359,0.12394295,0.099418539,0.032947963,0.040865758,0.200989599,0,0.244345547,0.096776143,0.464992955,0.105244042,0.098273445,0.159248275,0.379454144,0.115160744,0.133366511,0.264356053
03/01/2016 11:00,0.244082832,0.145334085,0.422635089,0.146022678,0.211062503,0.128687619,0.27688301,0.294520201,0.278077496,0.060283427,0.329258058,0.340741642,0.158166018,0.123793611,0.061529048,0.094179198,0.191353971,0,0.246353931,0.115611506,0.467115651,0.11904894,0.118158928,0.15702449,0.394576724,0.152799622,0.14119935,0.291413295
03/01/2016 12:00,0.251313586,0.150783549,0.39398718,0.145431455,0.225848154,0.122572384,0.278516495,0.294129227,0.297665242,0.093265716,0.333341135,0.3306681,0.179308268,0.115176666,0.108083274,0.065535494,0.20361763,0,0.263474665,0.130678852,0.471765612,0.147114697,0.104196217,0.161198532,0.38852066,0.147246693,0.1584521,0.324174666
03/01/2016 13:00,0.242260097,0.136103235,0.384794297,0.122412415,0.219004295,0.100704657,0.288952164,0.309452417,0.316302596,0.134733771,0.342653455,0.322097324,0.17901048,0.116678171,0.131809632,0.047552963,0.233748289,0,0.301225315,0.141544819,0.47478831,0.158569672,0.10481822,0.164282502,0.39856758,0.15707194,0.139327239,0.336284081
03/01/2016 14:00,0.226841834,0.138295353,0.402620002,0.130682866,0.23176698,0.10244076,0.281710714,0.35355746,0.303389962,0.126818947,0.357266242,0.331376736,0.196355171,0.115903323,0.124175071,0.053568912,0.280718549,0,0.328206748,0.146730268,0.482595061,0.167571646,0.132222808,0.204976396,0.414114681,0.151596863,0.141596483,0.340278537
03/01/2016 15:00,0.247654721,0.143165439,0.419331582,0.149680427,0.264841224,0.116419526,0.274966698,0.359170948,0.285875093,0.097318751,0.360242555,0.311720309,0.22835396,0.162988149,0.125156256,0.087801143,0.276455599,0.003907226,0.325162191,0.12285382,0.488653771,0.225382475,0.151785024,0.268702754,0.425730814,0.185114613,0.181435577,0.351011524
03/01/2016 16:00,0.245775867,0.140703743,0.428283216,0.236553418,0.261589233,0.16359983,0.331170235,0.361623951,0.260109594,0.109027952,0.355864442,0.346367382,0.27293908,0.168065971,0.170225198,0.148853657,0.263226795,0.057293717,0.311341615,0.162308945,0.492228522,0.2327429,0.197931269,0.231098525,0.430166643,0.188147302,0.188158487,0.342140598
03/01/2016 17:00,0.254315887,0.183986265,0.383426688,0.258742564,0.259414844,0.162088923,0.350620036,0.365195348,0.232278484,0.142590804,0.362055108,0.358653756,0.196265346,0.13596237,0.234303634,0.123613369,0.212270078,0.025883911,0.279917095,0.153532403,0.489495502,0.226124778,0.225104095,0.202753421,0.425190867,0.154112504,0.181201075,0.320479946
03/01/2016 18:00,0.227902707,0.182500784,0.368464144,0.230934073,0.251191988,0.155435,0.337115955,0.37974963,0.213422272,0.080522506,0.383524701,0.360832568,0.170701178,0.12222308,0.239305518,0.102040742,0.184074693,0.018096285,0.267180442,0.153209645,0.485285231,0.203091804,0.160898661,0.164128927,0.445163955,0.135857325,0.139607546,0.284548304
03/01/2016 19:00,0.207406971,0.154829435,0.36461826,0.166210366,0.232970692,0.135346328,0.308208251,0.383045006,0.219541855,0.081776558,0.367769432,0.315708066,0.127279984,0.110213326,0.246003483,0.07405822,0.186833314,0.097227146,0.240688158,0.099618493,0.477094582,0.171938345,0.140728641,0.175080182,0.451503081,0.143817477,0.154629294,0.242431814
03/01/2016 20:00,0.187473881,0.090353472,0.37752901,0.141280298,0.196407929,0.116526122,0.293019474,0.373796668,0.141825656,0.080429319,0.358199632,0.229758134,0.154684749,0.115546278,0.226922212,0.009794539,0.202897625,0.063386447,0.240543406,0.066310709,0.470285631,0.149714007,0.088137455,0.180818218,0.446682736,0.110534523,0.154185531,0.148865546
03/01/2016 21:00,0.225411584,0.154243337,0.394854999,0.183271261,0.208340383,0.16518023,0.295108054,0.382283526,0.159471351,0.064075807,0.377527734,0.275972462,0.207844301,0.119306459,0.201877103,0,0.196396353,0.167487804,0.253144458,0.050772763,0.461877599,0.168644258,0.058140613,0.192825425,0.456605783,0.10196599,0.166163452,0.161081754
03/01/2016 22:00,0.240863524,0.188815467,0.367192158,0.166070781,0.207513613,0.165989434,0.292319433,0.391369645,0.120442341,0.012922518,0.367320134,0.319150914,0.151300024,0.122628884,0.190641911,0,0.183152882,0.122245637,0.213971034,0.045680336,0.457786371,0.170107255,0.003591325,0.165376329,0.470909823,0.076061161,0.156566675,0.175657481
03/01/2016 23:00,0.223460377,0.162377378,0.373324412,0.143093971,0.18346996,0.157207385,0.263128056,0.394449826,0.061458898,0,0.371511837,0.329294844,0.060193105,0.111419851,0.253147784,0,0.175450449,0.0513138,0.232366285,0.03612982,0.458324582,0.14866597,0,0.164060809,0.483927061,0.081011193,0.171689662,0.247705092
04/01/2016 00:00,0.21598052,0.142282155,0.360403193,0.131953044,0.211258922,0.127557137,0.261125129,0.397415703,0.032975663,0,0.37030788,0.356276055,0.044906636,0.145545386,0.22503663,0,0.185336653,0.078796626,0.240953294,0.020396771,0.465917315,0.137372976,0,0.156131382,0.476625992,0.025893206,0.148491522,0.224065742
04/01/2016 01:00,0.188817723,0.09803639,0.359469218,0.127537548,0.213545927,0.105533995,0.252152143,0.413882264,0.021637288,0,0.368136648,0.344761518,0.013496802,0.096847331,0.146520779,0,0.164672102,0,0.239115299,0.007682727,0.46513068,0.134511328,0,0.155053113,0.474362757,0.037866772,0.145337818,0.218617695
04/01/2016 02:00,0.146534087,0.079078345,0.338713084,0.139362705,0.203301094,0.076159869,0.274326845,0.407793623,0,0,0.374220157,0.30052188,0,0.065934628,0.070568949,0,0.102739303,0,0.227603603,0.007218336,0.469355559,0.1393529,0,0.158949057,0.472243982,0.025973805,0.133597783,0.196324462
04/01/2016 03:00,0.046256568,0.078045027,0.298969889,0.150772765,0.170353016,0.026336647,0.24911636,0.338286623,0,0,0.367706835,0.250937913,0,0.021682693,0,0,0.132917245,0,0.230623725,0.003817325,0.4714626,0.13070307,0,0.153790246,0.470246992,0,0.129926529,0.171859195
04/01/2016 04:00,0.000379351,0.04979221,0.305694787,0.163883113,0.134695373,0,0.17315593,0.315690045,0,0,0.35994412,0.201095469,0,0,0,0,0.123428242,0,0.240056249,0,0.477504034,0.028414668,0,0.117655218,0.437611317,0,0.108462214,0.158193572
04/01/2016 05:00,0.015560988,0.081883976,0.332672905,0.107944396,0.189829696,0,0.185135824,0.31198988,0,0,0.356998257,0.209742963,0,0.073236508,0,0,0.153897217,0,0.213359944,0,0.468844095,0.050064243,0.030270853,0.136549764,0.442376914,0.047755813,0.100546952,0.129320606
04/01/2016 06:00,0.074430371,0.140612854,0.35480064,0.10157603,0.188530168,0.005703183,0.250827291,0.310768234,0.037984573,0,0.363489669,0.230525953,0.039456072,0.102799681,0,0,0.15985715,0,0.201070974,0.048318001,0.49284702,0.075619628,0.045824216,0.154972081,0.447932999,0.132713912,0.081455998,0.113362737
04/01/2016 07:00,0.079448143,0.109695862,0.38553923,0.132807175,0.177362029,0.017466468,0.238497989,0.305264694,0.108395105,0,0.335005428,0.206501479,0.101629149,0.091203362,0,0,0.164526498,0.010013805,0.200266072,0.080835897,0.490798944,0.086245966,0.04096328,0.171041222,0.424960734,0.140412568,0.103841063,0.146197412
04/01/2016 08:00,0.101515096,0.091606659,0.408872237,0.155010819,0.198782837,0.009377424,0.201158726,0.311145914,0.176371516,0,0.330001635,0.241027062,0.156485672,0.100145417,0.013703266,0,0.175110222,0.02702359,0.216460685,0.101806814,0.477938035,0.120933044,0.056439003,0.178525326,0.418824435,0.136931222,0.134520978,0.193187734
04/01/2016 09:00,0.09968603,0.090442313,0.41375141,0.154791122,0.194627657,0.017404791,0.207075219,0.319213159,0.180017566,0.027145451,0.326187522,0.225676166,0.146223062,0.101061153,0.049063414,0,0.1678508,0.024359975,0.208624396,0.114532309,0.471919666,0.111571895,0.054225493,0.161466752,0.388958468,0.11779438,0.136447145,0.220459824
04/01/2016 10:00,0.128185026,0.106283934,0.371248019,0.193475185,0.182464407,0.042025652,0.198468881,0.304781233,0.185624182,0.039775747,0.325619455,0.232122211,0.150677909,0.122761715,0.091327284,0.050080819,0.179875473,0.070773566,0.194997892,0.11878496,0.471966822,0.115731482,0.106360373,0.175412174,0.373272443,0.101709739,0.119084194,0.226032132
04/01/2016 11:00,0.109512759,0.09938269,0.378220766,0.169282989,0.202534181,0.046658404,0.190752303,0.314026003,0.211680457,0.060401572,0.336060028,0.247431346,0.169546922,0.128956709,0.101924478,0,0.190162175,0.076259891,0.205107227,0.117542145,0.469959878,0.115911078,0.118264753,0.18421742,0.370162229,0.118292095,0.121448247,0.25471734
04/01/2016 12:00,0.11925004,0.097839697,0.372524419,0.14322084,0.226825477,0.053379173,0.201880089,0.318683914,0.225874464,0.094315715,0.336755844,0.248664777,0.189764173,0.127429998,0.114118027,0,0.204402627,0.063305423,0.225226366,0.125949719,0.470628327,0.13771033,0.118029206,0.173569142,0.363194131,0.133603567,0.140440777,0.271613791
04/01/2016 13:00,0.124748663,0.106436035,0.372683906,0.194142132,0.215713628,0.046853833,0.217951647,0.348569113,0.252936201,0.081125831,0.351906889,0.254245076,0.191467414,0.124484374,0.120922789,0,0.237415797,0.075323639,0.265638707,0.12757498,0.468973193,0.139219544,0.088716283,0.175797679,0.370630051,0.146466326,0.144748925,0.267246084
04/01/2016 14:00,0.146353949,0.111174468,0.371342594,0.179960992,0.224237668,0.071197362,0.241091407,0.384719468,0.278433088,0.071787056,0.364892007,0.26144989,0.183135499,0.136903255,0.108874249,0,0.258839055,0.015191884,0.294039731,0.131666927,0.47844622,0.154375022,0.083221032,0.186647595,0.383030123,0.151050992,0.150033733,0.269362632
