,Day,[AGRAS 1;AGRAS 2],[ASSOMATA 1;ASSOMATA 2],EDESSAIOS 1,GHIONA 1,[GLAFKOS-II NO1;GLAFKOS-II NO2],[ILARIONAS 1;ILARIONAS 2;ILARIONAS A1],[KASTRAKI 1;KASTRAKI 2;KASTRAKI 3;KASTRAKI 4],[KREMASTA 1;KREMASTA 2;KREMASTA 3;KREMASTA 4],LADONAS,[LOUROS 1;LOUROS 2;LOUROS 3],[MAKROHORI-I NO 1;MAKROHORI-I NO 2;MAKROHORI-I NO 3],[PIGAI AOOS 1;PIGAI AOOS 2],[PLASTIRA 1;PLASTIRA 2;PLASTIRA 3],[PLATANOVRISI 1;PLATANOVRISI 2],[POLYPHYTON 1;POLYPHYTON 2;POLYPHYTON 3],[POURNARI-I NO 1;POURNARI-I NO 2;POURNARI-I NO 3;POURNARI-I NO A1],[POURNARI-II NO 1;POURNARI-II NO 2],[SFIKIA 1;SFIKIA 2;SFIKIA 3],[STRATOS-I NO 1;STRATOS-I NO 2],[STRATOS-II NO 1;STRATOS-II NO 2],THISAVROS 1,0,THISAVROS 2,THISAVROS 3
2014-12-31 23:00:00,41.6666666667,0.183579625,0.459567125,0.0133185416667,0.0299084166667,0.0619700416667,243.432834833,16.1193525,185.291048083,6.62735816667,0.155765625,0.676895583333,9.71653875,2.3671425,6.28462345833,3.70125808333,97.5260425,0.135216125,2.96975775,0.785533791667,0.01425,74.0483250417,,74.0483250417,74.0483250417
2015-01-01 00:00:00,43.4027777778,0.183606810764,0.4555881875,0.0132052361111,0.0299407118056,0.0618794236111,242.732934252,16.0589268247,185.186983253,6.61075994097,0.155999630208,0.67500021875,9.7436347309,2.380773625,6.26243139931,3.67839097222,97.6486125278,0.132026649306,2.94333255382,0.781334866319,0.0140796736111,73.7266944306,,73.7266944306,73.7266944306
2015-01-01 01:00:00,45.1388888889,0.183633996528,0.45160925,0.0130919305556,0.0299730069444,0.0617888055556,242.03303367,15.9985011493,185.082918424,6.59416171528,0.156233635417,0.673104854167,9.77073071181,2.39440475,6.24023934028,3.65552386111,97.7711825556,0.128837173611,2.91690735764,0.777135940972,0.0139093472222,73.4050638194,,73.4050638194,73.4050638194
2015-01-01 02:00:00,46.875,0.183661182292,0.4476303125,0.012978625,0.0300053020833,0.0616981875,241.333133089,15.938075474,184.978853594,6.57756348958,0.156467640625,0.671209489583,9.79782669271,2.408035875,6.21804728125,3.63265675,97.8937525833,0.125647697917,2.89048216146,0.772937015625,0.0137390208333,73.0834332083,,73.0834332083,73.0834332083
2015-01-01 03:00:00,48.6111111111,0.183688368056,0.443651375,0.0128653194444,0.0300375972222,0.0616075694444,240.633232507,15.8776497986,184.874788764,6.56096526389,0.156701645833,0.669314125,9.82492267361,2.421667,6.19585522222,3.60978963889,98.0163226111,0.122458222222,2.86405696528,0.768738090278,0.0135686944444,72.7618025972,,72.7618025972,72.7618025972
2015-01-01 04:00:00,50.3472222222,0.183715553819,0.4396724375,0.0127520138889,0.0300698923611,0.0615169513889,239.933331925,15.8172241233,184.770723934,6.54436703819,0.156935651042,0.667418760417,9.85201865451,2.435298125,6.17366316319,3.58692252778,98.1388926389,0.119268746528,2.8376317691,0.764539164931,0.0133983680556,72.4401719861,,72.4401719861,72.4401719861
2015-01-01 05:00:00,52.0833333333,0.183742739583,0.4356935,0.0126387083333,0.0301021875,0.0614263333333,239.233431344,15.7567984479,184.666659104,6.5277688125,0.15716965625,0.665523395833,9.87911463542,2.44892925,6.15147110417,3.56405541667,98.2614626667,0.116079270833,2.81120657292,0.760340239583,0.0132280416667,72.118541375,,72.118541375,72.118541375
2015-01-01 06:00:00,53.8194444444,0.183769925347,0.4317145625,0.0125254027778,0.0301344826389,0.0613357152778,238.533530762,15.6963727726,184.562594274,6.51117058681,0.157403661458,0.66362803125,9.90621061632,2.462560375,6.12927904514,3.54118830556,98.3840326944,0.112889795139,2.78478137674,0.756141314236,0.0130577152778,71.7969107639,,71.7969107639,71.7969107639
2015-01-01 07:00:00,55.5555555556,0.183797111111,0.427735625,0.0124120972222,0.0301667777778,0.0612450972222,237.833630181,15.6359470972,184.458529444,6.49457236111,0.157637666667,0.661732666667,9.93330659722,2.4761915,6.10708698611,3.51832119444,98.5066027222,0.109700319444,2.75835618056,0.751942388889,0.0128873888889,71.4752801528,,71.4752801528,71.4752801528
2015-01-01 08:00:00,57.2916666667,0.183824296875,0.4237566875,0.0122987916667,0.0301990729167,0.0611544791667,237.133729599,15.5755214219,184.354464615,6.47797413542,0.157871671875,0.659837302083,9.96040257813,2.489822625,6.08489492708,3.49545408333,98.62917275,0.10651084375,2.73193098437,0.747743463542,0.0127170625,71.1536495417,,71.1536495417,71.1536495417
2015-01-01 09:00:00,59.0277777778,0.183851482639,0.41977775,0.0121854861111,0.0302313680556,0.0610638611111,236.433829017,15.5150957465,184.250399785,6.46137590972,0.158105677083,0.6579419375,9.98749855903,2.50345375,6.06270286806,3.47258697222,98.7517427778,0.103321368056,2.70550578819,0.743544538194,0.0125467361111,70.8320189306,,70.8320189306,70.8320189306
2015-01-01 10:00:00,60.7638888889,0.183878668403,0.4157988125,0.0120721805556,0.0302636631944,0.0609732430556,235.733928436,15.4546700712,184.146334955,6.44477768403,0.158339682292,0.656046572917,10.0145945399,2.517084875,6.04051080903,3.44971986111,98.8743128056,0.100131892361,2.67908059201,0.739345612847,0.0123764097222,70.5103883194,,70.5103883194,70.5103883194
2015-01-01 11:00:00,62.5,0.183905854167,0.411819875,0.011958875,0.0302959583333,0.060882625,235.034027854,15.3942443958,184.042270125,6.42817945833,0.1585736875,0.654151208333,10.0416905208,2.530716,6.01831875,3.42685275,98.9968828333,0.0969424166667,2.65265539583,0.7351466875,0.0122060833333,70.1887577083,,70.1887577083,70.1887577083
2015-01-01 12:00:00,64.2361111111,0.183933039931,0.4078409375,0.0118455694444,0.0303282534722,0.0607920069444,234.334127273,15.3338187205,183.938205295,6.41158123264,0.158807692708,0.65225584375,10.0687865017,2.544347125,5.99612669097,3.40398563889,99.1194528611,0.0937529409722,2.62623019965,0.730947762153,0.0120357569444,69.8671270972,,69.8671270972,69.8671270972
