,UK_P2HT_OTH,UK_STUR_BIO_CHP,UK_COMC_GAS_CHP,UK_COMC_CCS_GAS_CHP,UK_GTUR_GAS_CHP
2016-01-01 00:00:00,21655.83294821389,421.87859111555963,27.684047942824268,3.6241022706218384,23.20259833280738
2016-01-01 01:00:00,23089.13398646777,449.8008153084133,29.51632910025686,3.863965108483679,24.73827273333158
2016-01-01 02:00:00,23546.332923639362,458.7075354486512,30.100795988523593,3.94047732162698,25.22812705215398
2016-01-01 03:00:00,26487.567731536317,516.0059085873279,33.86076613733462,4.432692780215954,28.379439218871322
2016-01-01 04:00:00,33537.71638095484,653.350280724132,42.87342585267648,5.6125347096249305,35.93314392698481
2016-01-01 05:00:00,46833.508094974524,912.366403054314,59.870293907991105,7.837584609839826,50.178586039268524
2016-01-01 06:00:00,56283.65733489278,1096.4653318141661,71.9510291653398,9.419066485877648,60.30371110479932
2016-01-01 07:00:00,54448.98499318363,1060.7239689892015,69.60564918440313,9.112034185834736,58.337997501504304
2016-01-01 08:00:00,51903.83255502146,1011.141700445024,66.35201667401341,8.686103086704097,55.61105784235289
2016-01-01 09:00:00,48010.002018133295,935.2857523097846,61.374281967515515,8.034470793275416,51.43911090595546
2016-01-01 10:00:00,44891.29410094867,874.5300147979051,57.38743649703796,7.512555221101253,48.09764963347415
2016-01-01 11:00:00,42657.60109299336,831.0153062464345,54.531962663745105,7.13874683786515,45.70441535861049
2016-01-01 12:00:00,41629.197314008416,810.9809100441,53.21728778653845,6.966643530666208,44.602557957660366
2016-01-01 13:00:00,41110.294150097725,800.8721261317221,52.553940405639324,6.879805119090971,44.04659219478096
2016-01-01 14:00:00,41557.5028791306,809.5842264231371,53.125636166527464,6.954645471535766,44.525742755994116
2016-01-01 15:00:00,42616.46494183397,830.2139303983412,54.47937566865684,7.131862705577193,45.660341062572485
2016-01-01 16:00:00,44605.69168004199,868.9661767668567,57.022332502568,7.464759674073432,47.791648092410284
2016-01-01 17:00:00,46905.790189154606,913.7745349016778,59.962696770789044,7.849681013717236,50.25603087373529
2016-01-01 18:00:00,47828.415293729675,931.7482503517723,61.14214794634016,8.00408226646143,51.244554370587686
2016-01-01 19:00:00,48307.35762508551,941.0785548688596,61.75441081772498,8.084233235242651,51.757705103030176
2016-01-01 20:00:00,46947.51399961629,914.5873589761726,60.01603500866428,7.856663490752164,50.300734802573835
2016-01-01 21:00:00,42059.36392327526,819.3610117698765,53.76719750660432,7.038631885448852,45.06344916765779
2016-01-01 22:00:00,31709.508291570743,617.7348483895819,40.53630954239654,5.306584201798698,33.97435628449577
2016-01-01 23:00:00,24270.329184044764,472.8117503750945,31.02632710207707,4.061638049895034,26.003834662422854
2016-01-02 00:00:00,25452.69970022632,495.8455818945787,32.53782758947124,4.259507680800333,27.27065585711523
2016-01-02 01:00:00,27161.612951248164,529.1370242696579,34.722441613995215,4.545494204991489,29.101628041094056
2016-01-02 02:00:00,27708.723761668156,539.7953230492999,35.42184864866916,4.637053164421327,29.687816178399526
2016-01-02 03:00:00,31158.28386603481,606.9964120251306,39.83164380821377,5.214336829140064,33.3837607175865
2016-01-02 04:00:00,39390.80303163489,767.3746156814187,50.35580401094979,6.592048389454339,42.20428662039236
2016-01-02 05:00:00,54870.9243722186,1068.9437955453593,70.14504150545136,9.182645714159788,58.79007385229413
2016-01-02 06:00:00,65919.5069143306,1284.1819001168399,84.26915714337268,11.03162530195825,70.62780013530168
2016-01-02 07:00:00,63805.10874473755,1242.9911815248404,81.5661855958358,10.677780902357227,68.36238131894825
2016-01-02 08:00:00,60834.490971726744,1185.120397066097,77.76865330767602,10.180648206419711,65.17958751220375
2016-01-02 09:00:00,56250.16075466298,1095.81278290929,71.90820832648221,9.413460835300311,60.26782203516837
2016-01-02 10:00:00,52605.49776194033,1024.8108827682165,67.24900056166182,8.803526714587258,56.36283940620114
2016-01-02 11:00:00,49982.1866365753,973.7060001126617,63.8954527606044,8.364515764109502,53.552158584577526
2016-01-02 12:00:00,48810.981647137014,950.8896848948032,62.39822588616277,8.168514683396651,52.29730041309548
2016-01-02 13:00:00,48160.44279951624,938.2164982685264,61.566600120981185,8.059647048499949,51.600296902894456
2016-01-02 14:00:00,48720.48211458634,949.1266580289976,62.28253449696857,8.153369592363143,52.20033696181186
2016-01-02 15:00:00,49966.319835413815,973.3968979998257,63.87516920535607,8.36186045594129,53.53515849896287
2016-01-02 16:00:00,52261.12941080594,1018.102222097035,66.80877228849435,8.745896692862358,55.99387458508299
2016-01-02 17:00:00,54952.02135593284,1070.5236507887432,70.24871301005393,9.19621728924176,58.876963178769046
2016-01-02 18:00:00,56006.282144217985,1091.0617689527367,71.5964425698875,9.37264776530742,60.00652442294306
2016-01-02 19:00:00,56541.05210929016,1101.4796549779503,72.28007350603495,9.462141485050868,60.579490271437116
2016-01-02 20:00:00,54936.15455477136,1070.2145486759073,70.22842945480559,9.193561981073548,58.85996309315439
2016-01-02 21:00:00,49222.34315873099,958.9034433757366,62.924095837045414,8.237356006276226,52.73804337347551
2016-01-02 22:00:00,37096.58111554504,722.6807398106108,47.42295217059849,6.208110497280242,39.74620016707278
2016-01-02 23:00:00,28479.145106953452,554.8039478614487,36.40672794239368,4.765983127700077,30.513264779911296
2016-01-03 00:00:00,35082.672686641374,683.447667933239,44.84844313963436,5.871083049411227,37.58844855961216
2016-01-03 01:00:00,36619.40176209602,713.3847799727274,46.81294302757459,6.128254562739931,39.23493833303191
2016-01-03 02:00:00,37479.73498062972,730.1449834242806,47.91276246770634,6.272231272305219,40.15672075302676
2016-01-03 03:00:00,40444.476160617756,787.9012856190105,51.70278232799638,6.768380520773026,43.33321823176582
2016-01-03 04:00:00,47329.492546096415,922.0287061370401,60.50434282019821,7.920587576283204,50.70999612292676
2016-01-03 05:00:00,65496.39221669108,1275.9391771078795,83.72826233675052,10.960817084139258,70.17446451891078
2016-01-03 06:00:00,77902.4677470632,1517.6226846664417,99.58774881258464,13.036973037440324,83.4666425711725
2016-01-03 07:00:00,75258.00088681621,1466.1056658604389,96.2071562711961,12.594421676071619,80.63329496872933
2016-01-03 08:00:00,72810.39989283202,1418.4238028988823,93.07823006344424,12.184815804938133,78.01087435446803
2016-01-03 09:00:00,69929.10633376735,1362.293148853142,89.39488667890468,11.702631510540183,74.92378473340607
2016-01-03 10:00:00,66702.26910496372,1299.430937683417,85.2698125356237,11.162620504923389,71.46647102562487
2016-01-03 11:00:00,63919.70230868158,1245.2235856731004,81.71267793929597,10.696958128016536,68.48515971505411
2016-01-03 12:00:00,62283.6588111421,1213.3517233717864,79.62121802035692,10.423166352449762,66.7322619983426
2016-01-03 13:00:00,61845.85263094566,1204.8227947027924,79.06154214406037,10.349899515956496,66.2631855619381
2016-01-03 14:00:00,62403.54130880663,1215.6871615576586,79.77447154889987,10.44322868083181,66.86070708965336
2016-01-03 15:00:00,63548.301629642454,1237.9883065874574,81.23789249792763,10.634804247930976,68.08723178511099
2016-01-03 16:00:00,66183.9536003553,1289.3336019974402,84.60721639751152,11.07588043809512,70.91113489554598
2016-01-03 17:00:00,68076.21655368761,1326.196891009736,87.02621817157178,11.392550523341177,72.93855251329423
2016-01-03 18:00:00,68333.02366878271,1331.199765947119,87.35451126947997,11.435527177767426,73.21370204713149
2016-01-03 19:00:00,67845.85410719497,1321.709186260413,86.7317309990775,11.353999382528613,72.6917364554814
2016-01-03 20:00:00,65800.21207596836,1281.8579101573691,84.11665485761671,11.011661318323172,70.49998467679147
2016-01-03 21:00:00,59394.725681147815,1157.0722423828286,75.92810847958668,9.939703576341191,63.63698715087357
2016-01-03 22:00:00,46514.99675314033,906.1614643447908,59.46312031745052,7.784281756981638,49.837325061374244
2016-01-03 23:00:00,37580.81238062138,732.11407836531,48.04197622706607,6.289146568784201,40.26501759472014
2016-01-04 00:00:00,33919.69492743497,660.7916278849991,43.361733664210384,5.676458795155966,36.34240524733771
2016-01-04 01:00:00,35383.55424940726,689.3091598507222,45.23307944656569,5.92143555986029,37.91082055349015
2016-01-04 02:00:00,36305.004035377766,707.2599788480138,46.411028136542846,6.075640123110541,38.89808478474145
2016-01-04 03:00:00,38873.07518632876,757.2887282218435,49.693959115624615,6.505406667373044,41.64958012311404
2016-01-04 04:00:00,45514.800620664675,886.6765830097204,58.18450509401868,7.616898997637296,48.765690034850195
2016-01-04 05:00:00,63169.849038976,1230.6156487849983,80.75409214311559,10.571470230881767,67.68174826156134
2016-01-04 06:00:00,76033.12350651971,1481.2058764837982,97.19804550721642,12.724138397326133,81.46378063264544
2016-01-04 07:00:00,73395.70855790004,1429.8262363946114,93.82646787927159,12.282767172921076,78.63798862380881
