,UK_P2HT_OTH,UK_STUR_BIO_CHP,UK_COMC_GAS_CHP
2016-01-01 00:00:00,21655.83294821389,430.71136898725814,45.67797067455512
2016-01-01 01:00:00,23089.13398646777,459.2181945539978,48.701187696487764
2016-01-01 02:00:00,23546.332923639362,468.311392705258,49.665543105697935
2016-01-01 03:00:00,26487.567731536317,526.8094090896499,55.869397634100096
2016-01-01 04:00:00,33537.71638095484,667.0293296817678,70.74005553165071
2016-01-01 05:00:00,46833.508094974524,931.468414736087,98.78445287532686
2016-01-01 06:00:00,56283.65733489278,1119.4217816646396,118.7173569055437
2016-01-01 07:00:00,54448.98499318363,1082.9321099059841,114.84753995495997
2016-01-01 08:00:00,51903.83255502146,1032.3117484752545,109.47912957284014
2016-01-01 09:00:00,48010.002018133295,954.8676212898437,101.26599468668772
2016-01-01 10:00:00,44891.29410094867,892.8398544662737,94.6878016832451
2016-01-01 11:00:00,42657.60109299336,848.4140881771481,89.97634292950751
2016-01-01 12:00:00,41629.197314008416,827.9602362944936,87.80716302447179
2016-01-01 13:00:00,41110.294150097725,817.6398070302743,86.71265682095948
2016-01-01 14:00:00,41557.5028791306,826.5343106203883,87.65594019680643
2016-01-01 15:00:00,42616.46494183397,847.595934101842,89.88957573330609
2016-01-01 16:00:00,44605.69168004199,887.1595276005764,94.08538943533233
2016-01-01 17:00:00,46905.790189154606,932.9060283255533,98.93691523436648
2016-01-01 18:00:00,47828.415293729675,951.2560554431349,100.88297949202712
2016-01-01 19:00:00,48307.35762508551,960.7817064627711,101.89319756208661
2016-01-01 20:00:00,46947.51399961629,933.735870316221,99.02492196194223
2016-01-01 21:00:00,42059.36392327526,836.5157903391239,88.71449999046388
2016-01-01 22:00:00,31709.508291570743,630.6682249920889,66.88387342618435
2016-01-01 23:00:00,24270.329184044764,482.7109044306466,51.192645758843064
2016-01-02 00:00:00,25452.69970022632,506.22699013801866,53.68658288394701
2016-01-02 01:00:00,27161.612951248164,540.2154480093097,57.291140120429226
2016-01-02 02:00:00,27708.723761668156,551.0968972108819,58.44514382990823
2016-01-02 03:00:00,31158.28386603481,619.704960382986,65.7211929970852
2016-01-02 04:00:00,39390.80303163489,783.4409666824757,83.08578801973975
2016-01-02 05:00:00,54870.9243722186,1091.3240331355532,115.73752348171178
2016-01-02 06:00:00,65919.5069143306,1311.0685298474318,139.04195285004127
2016-01-02 07:00:00,63805.10874473755,1269.0154103766943,134.58211896528786
2016-01-02 08:00:00,60834.490971726744,1209.9329982242266,128.31628786817038
