,PowerCapacity,Unit,Zone,Technology,Fuel,Efficiency,MinUpTime,MinDownTime,RampUpRate,RampDownRate,StartUpCost,NoLoadCost,RampingCost,PartLoadMin,MinEfficiency,StartUpTime,CO2Intensity,CHPType,CHPPowerToHeat,STOCapacity,STOSelfDischarge,STOMaxChargingPower,STOChargingEfficiency
0,23.0,Jouf GT-01,SA_NEOA,GTUR,OIL,0.20138501408689433,13.147826086956522,2.0,0.13043,0.13043,6458.016481947367,1146.8035067285716,0,0.5217391304347826,0.169,0.6,0.8770380589662072,,,,,,
1,23.0,Jouf GT-02,SA_NEOA,GTUR,OIL,0.2036804934201042,13.147826086956522,2.0,0.13043,0.13043,6458.016481947367,1146.8035067285716,0,0.5217391304347826,0.169,0.6,0.8770380589662072,,,,,,
2,23.0,Jouf GT-03,SA_NEOA,GTUR,OIL,0.19971521482378665,13.147826086956522,2.0,0.13043,0.13043,6458.016481947367,1146.8035067285716,0,0.5217391304347826,0.169,0.6,0.8770380589662072,,,,,,
3,23.0,Jouf GT-04,SA_NEOA,GTUR,OIL,0.2014294986312089,13.147826086956522,2.0,0.13043,0.13043,6458.016481947367,1146.8035067285716,0,0.5217391304347826,0.169,0.6,0.8770380589662072,,,,,,
4,23.0,Jouf GT-05,SA_NEOA,GTUR,OIL,0.2028291338971933,13.147826086956522,2.0,0.13043,0.13043,6458.016481947367,1146.8035067285716,0,0.5217391304347826,0.169,0.6,0.8770380589662072,,,,,,
5,24.0,Jouf GT-06,SA_NEOA,GTUR,OIL,0.20230608545264744,13.147826086956522,2.0,0.125,0.125,6458.016481947367,1146.8035067285716,0,0.5,0.169,0.6,0.8770380589662072,,,,,,
6,24.0,Jouf GT-07,SA_NEOA,GTUR,OIL,0.2015156065725576,13.147826086956522,2.0,0.125,0.125,6458.016481947367,1146.8035067285716,0,0.5,0.169,0.6,0.8770380589662072,,,,,,
7,60.0,Jouf GT-08,SA_NEOA,GTUR,OIL,0.2844905870892972,13.147826086956522,2.0,0.1,0.1,6458.016481947367,1146.8035067285716,0,0.5,0.169,0.6,0.8770380589662072,,,,,,
8,60.0,Jouf GT-09,SA_NEOA,GTUR,OIL,0.29020198184841084,13.147826086956522,2.0,0.1,0.1,6458.016481947367,1146.8035067285716,0,0.5,0.169,0.6,0.8770380589662072,,,,,,
9,60.0,Jouf GT-10,SA_NEOA,GTUR,OIL,0.2860135999369903,13.147826086956522,2.0,0.1,0.1,6458.016481947367,1146.8035067285716,0,0.5,0.169,0.6,0.8770380589662072,,,,,,
10,15.0,Arar GT-01,SA_NEOA,GTUR,DSL,0.21808755643867847,0.04411764705882353,2.0,0.55556,1.11111,6458.016481947367,1146.8035067285716,0,0.5333333333333333,0.169,0.6,0.8702137757062071,,,,,,
11,15.0,Arar GT-02,SA_NEOA,GTUR,DSL,0.2176038010546159,0.04411764705882353,2.0,0.55556,1.11111,6458.016481947367,1146.8035067285716,0,0.5333333333333333,0.169,0.6,0.8702137757062071,,,,,,
12,15.0,Arar GT-03,SA_NEOA,GTUR,DSL,0.21717698350612066,0.04411764705882353,2.0,0.55556,1.11111,6458.016481947367,1146.8035067285716,0,0.5333333333333333,0.169,0.6,0.8702137757062071,,,,,,
13,18.0,Arar GT-04,SA_NEOA,GTUR,DSL,0.21782439205415155,0.04411764705882353,2.0,0.66667,1.11111,6458.016481947367,1146.8035067285716,0,0.4444444444444444,0.169,0.6,0.8702137757062071,,,,,,
14,18.0,Arar GT-05,SA_NEOA,GTUR,DSL,0.21735534713944907,0.04411764705882353,2.0,0.66667,1.11111,6458.016481947367,1146.8035067285716,0,0.4444444444444444,0.169,0.6,0.8702137757062071,,,,,,
15,18.0,Arar GT-06,SA_NEOA,GTUR,DSL,0.2181173417577522,0.04411764705882353,2.0,0.66667,1.11111,6458.016481947367,1146.8035067285716,0,0.4444444444444444,0.169,0.6,0.8702137757062071,,,,,,
16,60.0,Arar GT-07,SA_NEOA,GTUR,DSL,0.27743281285280513,0.04411764705882353,2.0,0.58333,0.75,6458.016481947367,1146.8035067285716,0,0.5,0.169,0.6,0.8702137757062071,,,,,,
17,60.0,Arar GT-08,SA_NEOA,GTUR,DSL,0.2794564527835388,0.04411764705882353,2.0,0.58333,0.75,6458.016481947367,1146.8035067285716,0,0.5,0.169,0.6,0.8702137757062071,,,,,,
18,75.0,Arar GT-09,SA_NEOA,GTUR,DSL,0.281546504658477,0.04411764705882353,2.0,0.58333,0.75,6458.016481947367,1146.8035067285716,0,0.5333333333333333,0.169,0.6,0.8702137757062071,,,,,,
19,75.0,Arar GT-10,SA_NEOA,GTUR,DSL,0.283920740108209,0.04411764705882353,2.0,0.58333,0.75,6458.016481947367,1146.8035067285716,0,0.5333333333333333,0.169,0.6,0.8702137757062071,,,,,,
